,SN_pc_R,Thal_MDl_L,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,Red_N_R,Vermis_8,Thal_AV_L,Thal_LGN_R,Paracentral_Lobule_R,Vermis_9,Amygdala_R,Temporal_Sup_L,N_Acc_L,Thal_Re_R,Precentral_L,Raphe_D,Frontal_Inf_Orb_2_R,Insula_L,Postcentral_L,Vermis_7,Hippocampus_R,Cerebellum_10_R,Parietal_Sup_L,Precuneus_L,SupraMarginal_R,Vermis_6,ACC_sub_L,Occipital_Sup_R,ParaHippocampal_L,Supp_Motor_Area_L,SN_pr_L,Temporal_Mid_R,Frontal_Inf_Orb_2_L,Frontal_Sup_2_L,Thal_IL_L,Temporal_Inf_L,Vermis_1_2,Thal_VL_L,Thal_LP_R,Rolandic_Oper_R,Occipital_Sup_L,Thal_VPL_L,Caudate_L,Parietal_Inf_R,Cerebellum_Crus1_R,Thal_VA_R,Frontal_Sup_Medial_L,Raphe_M,Frontal_Med_Orb_R,Pallidum_L,Rectus_L,Cerebellum_6_R,Thal_MDm_L,Postcentral_R,Cerebellum_10_L,Lingual_L,Red_N_L,Thal_VA_L,LC_R,Rectus_R,Frontal_Inf_Oper_R,Fusiform_L,VTA_L,Olfactory_L,Thal_PuI_L,Frontal_Sup_Medial_R,OFCmed_L,Thal_PuM_L,Temporal_Mid_L,Thal_VPL_R
SN_pc_R,1.0,0.28982104797578245,0.11170679787623924,-0.05765687300613236,0.2791429964196447,-0.021703892179490654,-0.023749203321218812,-0.28798690632330276,-0.15565260675389295,0.5947627276568516,-0.2426555304347097,0.12368768299232161,0.24298228109148004,0.07358386441250399,-0.15149973105581632,-0.12683753524007688,0.03841444924508179,0.025810413022736803,0.12246400998422237,-0.006225418622911508,0.21045635222258538,0.049596381737416054,-0.06577723464115195,-0.016013889863929154,-0.2568218038354207,0.12698042089345743,0.30314567257135516,0.02196130177050635,0.07847523335210375,0.11899086830295585,-0.009072170043204562,0.05837147521855452,-0.1143142852767363,0.4417280087037412,0.1290945872252897,0.39254228622730614,-0.27250321157471397,0.028547181109074584,0.15763118459221026,0.16653577062451214,0.06103890722562859,0.12417620013286693,0.241165353370171,0.09684264326812919,0.12653493602271793,-0.1684733187797336,0.1115279691817862,0.22255935083476244,0.1425964696181372,-0.308507829409002,0.2903828337775618,0.116732606648146,-0.14589147377763564,-0.0753873682375253,0.1897948201593596,0.01319579370041117,-0.3142102922465425,0.2586544070454193,0.17866350857693988,0.21612773496655266,-0.1952059505549267,0.24815291771742617,0.2758777293217568,0.13734921304211953,0.2715802606627244,0.030164302262980797,0.03613774903326145,0.3082922216803767,0.25322105735143674,0.15293196570015585,0.07516890185593673,0.0018761073759754842,0.3912445929697279,-0.019864322237487294,0.14891177758426802
Thal_MDl_L,0.28982104797578245,1.0,0.3162400998972016,0.24946281363586803,0.3391085055434811,0.2521751390097806,-0.022784898581521815,-0.36460164180151156,-0.12015112536811001,0.5597831287071412,0.07874715477228575,0.4272695035803409,0.4157081236890488,-0.01025979795279083,0.06371451982731619,-0.06787866389334585,0.011225941966003565,0.18867113232999122,0.10545947982537894,-0.009997595896926592,0.3842345217639263,0.37617985981939994,-0.1926190522373153,-0.25517138443433646,-0.04860377565914277,0.4333025372809626,0.5706410224645762,-0.19797833578100307,0.034054783143764714,-0.06648317153654526,0.1596093991884663,0.24015968342174956,-0.43689609297043247,0.5316676979546965,0.22149470811483196,0.6409247781538069,-0.22494568703271667,0.3220779627698579,0.3717879047557628,0.45656077055482414,-0.09513448310377558,0.36749748087273565,0.7792358016626745,0.5030678646041672,0.1621246738607044,-0.36579365488447035,0.46379496509894075,0.195295598146779,-0.12893334084779748,-0.3459904496662528,0.7421515656445669,0.13986261190004012,-0.41332575494149887,0.05163198493819898,0.4881382152780415,0.3406653030853804,-0.15793532424784337,0.5756770694945844,-0.0861806742421963,0.2773298409333912,-0.16236937380074612,0.6059838457666503,0.7614183283305154,0.5604929808042199,0.2385321367572875,0.23219120470800866,-0.07096557116034027,0.5030087794993863,0.427723676569886,0.5536632095944787,0.17230614513559023,0.11732097421970732,0.36116604352338466,-0.27162896398980557,0.5676772133603645
OFCpost_R,0.11170679787623924,0.3162400998972016,1.0,0.7217704976779409,-0.09641981567055694,0.7018909317666975,0.24778031552421384,-0.011877382885552928,0.4922203251843261,0.08026989953966884,-0.10213297234396439,0.01770675480608997,0.07398559985884214,0.26569386650535104,-0.15809271333947864,0.45812084763352573,-0.3602701075090677,0.35679913849596306,-0.07760082176126681,0.5644543080262023,0.32274138532774754,0.8592656208016743,-0.29839930329079917,0.46345353381018767,0.014613623707461047,0.8316829193490074,0.05887206589768271,0.4871648438633737,0.42398904228785494,-0.4356088566484916,0.10545639722417359,0.4702459855382861,-0.09154759616123895,0.08162691102608549,0.297981083617216,0.3097541878466829,0.44669881644312653,0.16438631200094767,0.5169489419499554,0.00037408211201059907,-0.7265758506535106,0.14936829571019072,0.2510087477168145,0.16938137439044898,0.06622890634307704,0.017423324637364436,0.0018808958648232387,-0.10772536936332817,-0.418218897349996,-0.07354710705993435,0.4932195045749294,0.4553545210317334,-0.24093454754817392,0.10913692584856693,0.30600598020659475,0.3517606462079782,0.11714166157344719,0.1486765831336941,-0.46557041813960554,-0.003716106884299147,-0.203264974712227,0.16071259134218036,0.37962843263335216,0.4788653780349136,0.14365609211839964,0.3914522464695432,-0.6455478151306159,0.15772296790269283,0.21389920783255548,0.31400145932474177,0.5876660646696915,-0.2353825509124706,-0.2938929236851985,-0.6681212798347638,0.5323035179794391
Temporal_Sup_R,-0.05765687300613236,0.24946281363586803,0.7217704976779409,1.0,-0.30565213200839203,0.7747821036904337,0.037762556922187336,0.17977803507424908,0.5859137854819702,-0.040517904994034445,-0.008715691145791135,-0.016278709175151878,-0.011298723333753573,0.24247474197553198,-0.018407268040709867,0.43999086695460987,-0.275404619674997,0.2877941818435476,-0.0825962509953208,0.4697711891767833,0.3598304972935683,0.8246502346488892,-0.13923206373792926,0.4297638966363754,0.01396228370793619,0.7677738498266651,-0.05588087991896814,0.3452569994269966,0.28998332463672155,-0.2240922124927076,0.08724320616243303,0.3452600908134959,-0.10666151369598585,-0.12772356680077185,0.23136542475784913,0.18255386830998585,0.6053174107779321,0.1295460954162001,0.35360005067666633,0.13384675935742585,-0.6460996076670921,0.1571794720891874,0.23492074178180314,0.17542088395791902,0.3596460077175419,-0.027827159242568927,0.026849882785791892,-0.27829096897413147,-0.4106360235643263,0.12671365514483784,0.3951489578049336,0.18545638597553255,-0.15072551293926562,-0.10605421062379772,0.1983763951143875,0.29070065910402143,0.2742422164505688,0.010590877501400368,-0.37518115926983514,-0.06160060043730175,-0.11591872408375238,0.08286315855096167,0.34614695078630897,0.46055202981015286,-0.028855348615703807,0.6193471262027852,-0.48622420000899585,0.005797086557668922,0.0353408182693777,0.19751887298522508,0.3894514468359616,-0.22186136413851176,-0.22857060676825877,-0.6011234752099791,0.4555047852718792
OFClat_L,0.2791429964196447,0.3391085055434811,-0.09641981567055694,-0.30565213200839203,1.0,-0.4930174718344738,-0.1106910212725757,-0.8095813463945097,-0.7598115279310197,0.6847982369778065,-0.49762087965171936,0.05028652640767147,0.6968387659154741,0.29187306396966173,-0.335176763869107,-0.48721590401109444,0.7093094461204114,-0.03441371481784267,0.20666064972600146,-0.30768533535560294,0.47327045083167674,-0.1819604770242278,0.31523544931881187,-0.315539600779878,-0.4954028617994085,-0.10866890304376475,0.5182373508234756,-0.07529618733120175,0.23469364145113555,0.4750423224565191,0.07666149761175008,0.1599087994150921,-0.12977969190525307,0.8140868947065983,0.1983368645341972,0.4860257124407116,-0.8042025230280376,0.6834578465187088,0.3342580977583326,0.3696251895404338,0.6153665515829461,0.34107661268932316,0.19028129256940912,-0.012743681685825452,0.3995778235654864,-0.1427064312888141,0.04259368626755308,0.4871842395476298,0.5479143712995446,-0.707600965227681,0.23463549454234317,0.30773331391806946,-0.47458229250849204,0.1213283011871858,0.16044327183805615,0.20420581526295936,-0.664063359308968,-0.016589620983198956,0.4776429787052708,0.41640847330753455,-0.20580782668145045,0.6833980870166559,0.30918702128007597,0.2327086893123113,0.2471750202420126,0.15336084232353017,0.4827173539681813,0.48893710477674296,0.6961466316082221,0.42606490395744995,0.12098638259712233,0.2776761400932506,0.5701550012922454,0.4738417912690449,-0.0004479492192882779
Heschl_R,-0.021703892179490654,0.2521751390097806,0.7018909317666975,0.7747821036904337,-0.4930174718344738,1.0,0.25542704196217053,0.41565527015587705,0.7623933385476982,-0.17454664501905717,0.34413151316234203,0.10935821997798259,-0.22070898542916373,0.04239628252003645,0.26216457902568224,0.7285359468546136,-0.4925237748779127,0.2211952307953469,-0.07847345544840896,0.5173472312037597,0.07039901624724935,0.7535910569862813,-0.2088373964681086,0.3493803427364734,0.37173082659164325,0.7236199598167592,-0.10328179812561471,0.2196722608086423,0.19573149305550155,-0.6189687047920792,0.19553260658904603,0.2646804582708631,-0.10900304958369274,-0.22523337083953437,0.20817908255840215,0.1074846476314365,0.720769904867016,-0.14795375642677175,0.3788290560402129,0.10195389476663973,-0.7025810122745871,0.19918286298514978,0.35450607957524777,0.32483867875983274,-0.016437720920900917,0.019840145562055628,0.2041279278267693,-0.11872877442558387,-0.6956394907444818,0.3987453931947078,0.39563717899399714,0.29309773268072686,0.10627370587386872,-0.14736923104964003,0.3495762145815576,0.21157081970611427,0.5256965151557105,0.1889925437349764,-0.6881213166097015,-0.08680303565297467,0.07279096326963873,-0.09825218705749036,0.3741914161755886,0.39210260461965124,-0.06913826912874915,0.32354754490391063,-0.522029873563034,-0.10335844084324737,-0.06437715883363422,0.13640650132422477,0.49622259298398036,-0.21177338036598795,-0.23907964418039016,-0.6324359107215597,0.5768831460640174
Cuneus_L,-0.023749203321218812,-0.022784898581521815,0.24778031552421384,0.037762556922187336,-0.1106910212725757,0.25542704196217053,1.0,0.2002219861828963,0.2924467479133854,-0.31393476114735663,0.2060773804719836,0.195716081397436,-0.15281607018076632,0.4411053341084446,0.30889686718971476,0.3067305153090862,-0.12501862309073675,0.03368992881283817,0.131541356618588,0.5163238202947186,-0.4461793841682505,0.10259635673916796,0.15271060875195344,0.3959191812422827,0.5244653336789401,0.03912806637960036,-0.19735509017419947,0.5836163258808075,0.6974183459994979,-0.14675646838609668,0.38547939772874024,-0.062309685687886224,0.6422463750332232,-0.10909811462894357,0.44374870571316494,-0.1502332148299167,0.3601752712104352,-0.08557226304696235,0.4054600237893664,-0.047755847167535725,-0.1936911645910924,-0.06543603511635514,0.1666718633532177,0.27795567621777506,-0.16865163142855447,0.7754094557218877,0.20527869980473087,0.333137964741472,0.10920713694253983,0.27291251872172617,-0.0017825199433685632,0.5456986361626893,0.3797823808016935,0.14116990117679606,0.27462112536690786,-0.029037703272094244,0.37454505808929084,0.18159608688307124,-0.04933272200841494,-0.11914825675435306,0.647357387245746,-0.28773529296009465,0.02367247522033221,-0.11890003233865766,0.05898654866870116,-0.047588558974825314,-0.03969034606379052,-0.22479588403893555,-0.1256771922480373,0.0158804048235673,0.40966409977973806,0.15566406561697035,-0.4006377506465029,0.0625541977590188,0.2283979759709025
Occipital_Inf_R,-0.28798690632330276,-0.36460164180151156,-0.011877382885552928,0.17977803507424908,-0.8095813463945097,0.41565527015587705,0.2002219861828963,1.0,0.785952508922556,-0.7158499593936807,0.6156216600521432,-0.013717008802782267,-0.6717368512191865,-0.257682842708906,0.5176983137622433,0.586628343011964,-0.4844108517613678,-0.06944344852973364,-0.06050444475230688,0.27960415216572876,-0.5504868454360734,0.0563451449094941,0.013948321078127919,0.22743355967252935,0.6531925227939064,-0.06771008001643124,-0.6341868580744503,0.014939195244920418,-0.1544424032242706,-0.4148445038061161,0.003426491690613441,-0.19440990173015102,0.2317683999280126,-0.7383566092782226,-0.08935150241056242,-0.5426111550428347,0.7888912814149496,-0.6104355407929088,-0.1641407259684124,-0.19979266151298852,-0.3497591160103123,-0.204042033334929,-0.16148750028588446,-0.005742722114700251,-0.33166145079279913,0.24138273621173367,0.02450824771557189,-0.2647830959549048,-0.4851950265937293,0.9198622493847768,-0.3092797832505525,-0.10402454355796688,0.663662385548979,-0.1870571362504834,-0.15498616251892125,-0.0750382013781422,0.8116758076331081,-0.07831657770435752,-0.4572304055872854,-0.35782975626924507,0.4120598104933584,-0.6961677820211053,-0.2909192820781233,-0.2801973961062907,-0.21923066125002416,-0.11822237130594743,-0.2059759382612627,-0.5865973752631508,-0.5884049790164196,-0.4495202050260944,0.009565507438924037,-0.08143332983957208,-0.39314311664793006,-0.17174053818280502,-0.019321197885722674
Temporal_Inf_R,-0.15565260675389295,-0.12015112536811001,0.4922203251843261,0.5859137854819702,-0.7598115279310197,0.7623933385476982,0.2924467479133854,0.785952508922556,1.0,-0.5083791022813865,0.46654153319284414,-0.0696024644945845,-0.4910630511622464,-0.08597597281227251,0.41321784148765733,0.7372060489290393,-0.6193705935499099,0.09033897508203607,-0.08441365328663807,0.5770385203798435,-0.23389298122907054,0.5229322680077289,-0.19631317875053053,0.46462182742010744,0.5518539486605285,0.4178480693886253,-0.471624179858505,0.24981263882490048,0.11214066919727968,-0.6132624990091828,0.1695119937231294,0.11290707259807743,0.0736944050024893,-0.5521702848702045,0.11982952898338846,-0.25926066324933783,0.8931346003548533,-0.4121461973124526,0.1652373178802232,-0.16065871939445894,-0.6986452681455447,0.004949794696545107,0.0060090974577921025,0.09777243773705875,-0.20504225180039745,0.18337570639485243,-0.002052362531966599,-0.3111286928055934,-0.6871482235145813,0.7486988961758783,0.022299305555526172,0.13319669415362564,0.3881290897029023,-0.16368108513029375,0.07842553327728712,0.08923460445971494,0.7684420894586671,-0.02262763066428221,-0.6835437305899322,-0.20140381493324674,0.20735951002100933,-0.4787816799898531,-0.05165067742136002,0.08721591066472563,-0.12075357677103299,0.16703775135596505,-0.48440388599927914,-0.41577795000768925,-0.3976142827362797,-0.18585095073940167,0.35567895961611734,-0.20047973776056585,-0.4446993521601497,-0.5334319429490519,0.27466156136634545
Red_N_R,0.5947627276568516,0.5597831287071412,0.08026989953966884,-0.040517904994034445,0.6847982369778065,-0.17454664501905717,-0.31393476114735663,-0.7158499593936807,-0.5083791022813865,1.0,-0.4204814028842347,0.09261062356162723,0.689049105891699,0.07882994980077858,-0.3379189757349715,-0.4303901271337293,0.3689249193858902,0.06629991239669644,0.17233248874863205,-0.15101401363368688,0.7076854691629118,0.08667735162993359,-0.07192805468215842,-0.22321789466437164,-0.5547089636789065,0.2232132244769734,0.5864673647409829,-0.23323770828855267,0.004779511011796238,0.21219178544896028,-0.03667808929794739,0.2439550411671417,-0.5164540169688309,0.7740650768250633,0.18086428477328803,0.7047818672809878,-0.6696355279767048,0.4728266375014153,0.2810847876119972,0.3961651592970812,0.24839884168875348,0.3331743326943251,0.3852718922589825,0.0787680595202483,0.3804221794543103,-0.47263637019200605,0.14938234750693813,0.24817730273587332,0.16114447334688223,-0.6796516996292784,0.5229815939700843,0.12178708879288715,-0.6075965297484943,-0.08995032512013457,0.3137819050292068,0.20596775078120605,-0.6149073390469822,0.17853866029898993,0.20085655467022226,0.45571372655643555,-0.45761430210973364,0.8244143036163765,0.49648254497642297,0.4412702916437031,0.2606946321001884,0.18694174053461976,0.1699426578476843,0.5934491409717889,0.6551490159553911,0.4828104068675323,0.08954245953943411,0.1617122824691191,0.6564048744150663,0.016516319136517018,0.18746331056537613
