,Frontal_Inf_Oper_R,Thal_AV_L,Thal_MDl_R,Thal_LGN_L,Thal_AV_R,Occipital_Mid_R,Precentral_R,Cerebellum_Crus1_L,Frontal_Sup_Medial_L,OFCant_L,ACC_sup_L,Vermis_3,Heschl_R,Thal_MGN_L,Occipital_Inf_L,Frontal_Sup_Medial_R,Frontal_Inf_Oper_L,Thal_VPL_L,Postcentral_L,Cerebellum_8_L,ACC_sup_R,Red_N_L,Hippocampus_L,Lingual_L,Frontal_Inf_Orb_2_L,Thal_IL_R,Cingulate_Post_R,Fusiform_R,Thal_MGN_R,Cerebellum_Crus1_R,Vermis_6,Rolandic_Oper_R,Vermis_10,Paracentral_Lobule_L,Raphe_D,OFClat_R,Occipital_Mid_L,SN_pr_L,Cerebellum_Crus2_R,Vermis_1_2,Amygdala_L,Cerebellum_10_L,SN_pc_R,Cerebellum_7b_R,Cerebellum_6_L,Fusiform_L,ACC_pre_R,ACC_sub_R,N_Acc_L,Frontal_Mid_2_R,Cerebellum_10_R,OFCant_R,Temporal_Inf_R,Cerebellum_6_R,Thal_PuM_L,Temporal_Pole_Sup_R,Precuneus_L,Supp_Motor_Area_L,ACC_pre_L,Putamen_L,Frontal_Mid_2_L,Insula_R,Thal_PuI_R,Thal_PuI_L,ParaHippocampal_L,Hippocampus_R,Temporal_Pole_Sup_L,Thal_LGN_R,Paracentral_Lobule_R,Thal_Re_R,Calcarine_L,Temporal_Mid_R,Caudate_L,Lingual_R,Occipital_Sup_L,Cerebellum_Crus2_L,Temporal_Sup_R,Frontal_Inf_Tri_R,Temporal_Sup_L,Heschl_L,VTA_R,Parietal_Inf_R,Thal_LP_R,Rectus_R,ParaHippocampal_R
Frontal_Inf_Oper_R,1.0,-0.04931506532951096,0.4465275537370289,0.3584838337910197,0.1062884943238399,-0.13509013449193177,0.06266972341812556,-0.3424995415847619,0.2125060516484185,0.46839717285270466,0.21077776362320796,0.2550891538080589,0.32354754490391063,0.1733725237958727,-0.377573648266054,0.349479727649253,0.1919982436463931,0.08010528060423568,0.3295928849977553,-0.2961159622025757,0.3344050742758536,0.23028454361659886,0.12207995039727956,-0.0992407852971286,0.5115170877561623,0.34800013656798856,0.18808622954254334,0.31330223655158485,0.19164261875224126,-0.08724387667313808,0.14364661026724446,0.6387068529683171,0.1848753829164262,0.6064299142139016,0.43319166380372764,0.17069992323653724,-0.19090797194480238,0.23220143496019646,-0.06845962343650257,0.2363195135158668,0.046437007007853234,0.07084786734383954,0.030164302262980797,-0.12969951560170453,-0.024523543891625425,-0.033677653374545376,0.38557479598596217,0.20553657995726854,0.1855012481785219,0.23482435349481073,0.0503957990702511,0.42232898288258086,0.16703775135596505,-0.002077196132633792,0.08325424913982755,0.27183215780134756,0.4464523244114788,0.3544529993626354,0.3447856856644072,0.3788504676430901,0.3248254303631026,0.46969379146638673,0.25901142977163044,0.34555384516420906,0.18085473725292636,0.4183210450881728,-0.18430164366729251,0.2525647061272188,0.4982301109319245,0.031174069981300175,-0.10661700094766731,0.14043762229306647,-0.11757227136828648,0.0032097344561952948,0.022380492123376627,-0.2880956363799029,0.6193471262027852,0.7015537505017635,0.24896967231209588,0.11240240668995988,0.15768742274547048,0.02296023804201366,0.016261794264590804,-0.013046193393503722,0.4622870218854843
Thal_AV_L,-0.04931506532951096,1.0,0.28799362986079285,0.09747847679476844,0.3409880417523334,0.09767127927675757,0.09021674859860182,0.13329280907543337,0.08052780912975643,0.006768964120059418,0.19463516239447,0.2411901708370646,0.10935821997798259,0.02823328893102434,0.14645400692090899,-0.01192158862232316,0.08808878450950239,0.4789201651512653,-0.12513738988341283,0.26520073234919034,0.2271407655009146,0.10516430764706552,0.16096633426300694,0.29646617201449754,0.04265213672250118,0.2799548335979398,0.31389202169800595,0.07378818630895984,0.01910765885161801,-0.010838837411595992,0.10948253146089978,-0.05690893893789191,0.10419492452611531,-0.03523878312244139,-0.07958906686408461,0.0624643325581777,0.12559101639105036,0.27556112256783305,-0.0027073265193829827,0.09452407760145308,-0.025795711129587038,-0.029350583898213826,0.12368768299232161,0.0483083790066195,0.2423803961041937,0.1051332517762634,0.012787390029798222,-0.05753747549739472,0.04152571557290609,0.17290244297888302,0.2543239332116501,0.025828118852202896,-0.0696024644945845,0.07983132781743421,0.1628218904496221,0.044730637688293315,0.0013271821069280939,0.11721841286114965,-0.05384371772655223,0.1310512484805228,0.25594009517822736,0.10502274200425885,0.17987224764211274,0.1804768901906285,0.13603343150802097,0.10411355507681029,0.008275059461781106,0.08641335034382454,-0.03175379391640435,0.18352777019137806,0.21658803874521582,0.003578736263647919,0.3226513171560275,0.2527399388283121,0.050421682289376615,0.07997981056945043,-0.016278709175151878,-0.012616769810666166,-0.00232678502418341,0.22083861691352608,0.014505350182358675,0.05503497577120193,0.4624177528685575,0.16223577999655278,0.06366507577763758
Thal_MDl_R,0.4465275537370289,0.28799362986079285,1.0,0.5037493213507325,0.4295170413159213,-0.4034228024898999,0.07294050581084467,-0.35848352367175895,0.4112729163828405,0.6040700071802296,0.5102726920440268,0.3122971324030924,0.2718899360761887,0.3952902934951344,-0.47107856672859927,0.43753102267914246,0.4413024869094443,0.48824278118005565,0.03399491486425742,-0.33248762965092105,0.48374977003809694,0.6115727125614587,0.40442652111152516,-0.04593753405860345,0.46592395607908754,0.5372976389039134,0.6396869096994601,0.17904901667258843,0.46712942806618807,-0.32897281088742925,0.22587631916946668,0.414686559378303,0.09610175122734094,0.440140070933405,0.5050046232069004,-0.14396363092333084,-0.31852997562667656,0.5931151159112237,-0.25485106203358143,0.5143641529521997,0.2824167640298911,0.3731604220618438,0.32333251499452226,-0.33636357380787163,0.29827421216449873,0.09008390408521948,0.6144158241912313,0.2601085890590816,0.029443469257857624,0.4062823506310899,0.4572738786478646,0.54816666072776,-0.10405877938087443,-0.15646646003248954,0.4497759145872342,0.02463833281602443,0.3239214522748691,0.4319363783780154,0.3558081744122407,0.36903801030660016,0.5654053624999302,0.17492202873131305,0.5384120737518253,0.5913661755604556,0.5584598367186356,0.449518312751934,-0.14342735904199005,0.574194942336426,0.31534161036829267,0.20169240256622134,-0.036985593291168295,-0.21482165365198322,0.37230792458488615,0.03960601947475988,-0.14398779915645915,-0.514972308426581,0.3275825110596245,0.27293309185679065,0.2662135830526908,0.3255276862453889,0.35421328775337857,0.019084995638819047,0.3668329308435342,0.17520449739195496,0.4789239091937748
Thal_LGN_L,0.3584838337910197,0.09747847679476844,0.5037493213507325,1.0,0.47184159095256006,-0.46017056890514346,-0.2118058756164358,-0.7152207293627382,0.25020681840100456,0.5645684087948888,0.5138751143638267,0.30676037896658953,0.3578187351480001,0.36486847509294945,-0.76521558152483,0.3642346834125067,-0.043933073864914816,0.18998068029142356,0.23106500984706382,-0.4889195841278975,0.5680829128683904,0.5378279901389831,0.11573004157014116,-0.2594873037026846,0.4323184034217807,0.3795018911247833,0.503539271142425,0.23779216928421934,0.6519340248781654,-0.33032458252810015,0.11754590913254319,0.2824135140972065,-0.16790861164571183,0.3965723230663683,0.6188958973902705,0.08169190933583702,-0.5834200169460633,0.5780618559698075,-0.29397554336997267,0.3458327411731274,-0.1813173708721463,0.2556853548405288,0.0839092163537766,-0.06473667168770389,-0.1552770989666339,-0.36206981252831894,0.4814228508991554,0.37065756403032546,0.23186567897077004,0.32733725723783497,0.38475290116654937,0.6649675770310493,0.08112558749620384,-0.12466860007769644,0.04306961447500357,0.2459288377869289,0.22698793644714332,0.3748465402255365,0.26752958695834794,0.4923118874972623,0.39758393658524127,0.2755892459193135,0.5420829018241745,0.698725075201118,0.34875446443151586,0.718718260122488,-0.6792258036411367,0.5567470398339849,0.16923373363746522,0.02034698780263388,-0.26361208835782074,-0.01230810542731685,-0.07134222430351643,-0.13430699804936655,-0.3120096340444582,-0.49240836261825094,0.4971172925922371,0.3905887901796869,-0.18176157670004642,-0.029832682824699266,0.43094208812567675,-0.2881189055864076,0.28098744676317383,0.07251132075223775,0.7034099143660986
Thal_AV_R,0.1062884943238399,0.3409880417523334,0.4295170413159213,0.47184159095256006,1.0,-0.1566800720230982,-0.260557811524617,-0.26512685059120517,0.21173875345582208,0.37587552792201084,0.19248769902349358,0.4717621485693632,0.5660683860618134,0.18336782997810583,-0.34890642288323664,0.35741873810485475,-0.20747805049017895,0.49065503557420387,-0.06933942223570909,0.07467792570832522,0.3443812324655562,0.15629707032861942,-0.13180936258335524,0.043186557329275455,0.012996850357445067,0.596575053076274,0.5311690092114105,0.19629900303440273,0.2587505242409607,0.060119401172033966,0.19168538782591604,-0.08786557880134414,0.24145376756784198,0.0538316702227048,0.0287163575201225,0.09817716809952183,-0.28534322496621206,0.3493173159880551,0.02796008742564145,0.28938208756813016,-0.22836401750748406,0.13520566601945308,0.11715915132450147,0.13379052247491846,0.05286884032287968,-0.35147288875072236,0.34991371754930595,0.2335732617217642,0.311128066894927,0.159985279494285,0.30282045383821843,0.3195001673561377,0.2774080185910752,0.2254045427288507,0.047367975864041845,0.45219123557866253,0.028007689971634383,0.17909410922492897,0.2588089151184106,0.3993305112310073,0.26779618327521737,0.37700743457129227,0.2746354927560233,0.43340355632021627,0.16074614514514754,0.5340888395020699,-0.4434118261520061,0.07346041716619352,-0.0730775233144156,0.002153979188655128,0.0324204061171511,0.2459933492509673,0.14499019427668597,0.08057268136391679,-0.2025974536586088,-0.11269459140856733,0.37355202073182625,0.03659768653537044,-0.4085503716429982,0.011639723710392336,0.11670483917668367,-0.3993642478167644,0.6719240453999257,0.10292044700658877,0.43956470526608804
Occipital_Mid_R,-0.13509013449193177,0.09767127927675757,-0.4034228024898999,-0.46017056890514346,-0.1566800720230982,1.0,0.05084045586255376,0.3806206375602884,0.12591141708020073,-0.39811915037724704,-0.6220400338623847,0.08885089288847313,0.05048695473742631,-0.18234319655696507,0.6413854562412379,0.004010269941907181,-0.3862923384955284,-0.018549531909651785,0.3535920745296259,0.482430834852123,-0.3019358783720305,-0.6789119900069999,-0.3469306411998517,0.5780590000949872,-0.382141643186104,0.02424527599140758,-0.46645588723988834,0.09454917733516513,-0.5527942181143504,0.42875239353195604,-0.016563475822108775,-0.25579892953213323,0.23326088472127274,0.04476320815172469,-0.708836061346021,0.043905558281966774,0.8530940942665738,-0.5833669754545939,0.3205997967831414,-0.4516616696860585,-0.20110891417062524,-0.48538851564630364,-0.20824210252673,0.4756708312179161,-0.08452947324726302,-0.11020882094956132,-0.2934986773766101,-0.30203719254855865,0.019450073511878274,-0.5693865398874046,-0.5051969045405059,-0.4954013894077084,0.2886821994023576,0.37807928694417925,-0.5856220778039909,0.35460061205666893,0.3344930366990938,0.002021581449486895,0.05261706172192955,0.08812657960117334,-0.26433387878880826,0.2841584699302331,-0.49227332804182,-0.4282766055272656,-0.5824355568397205,-0.25902627448736276,0.34269943920366197,-0.5543022326957601,0.28678089141245316,-0.003143087783224247,0.589761763174744,0.5470156049179368,0.028547439544511007,0.41657449157590504,0.7890713172982294,0.37428944305381395,-0.044848353343040846,-0.28632388385846347,-0.1777010162910141,-0.23274497892255783,-0.4819824814955402,0.25616068433193206,-0.011460930322827469,-0.14431504480615395,-0.4399481710188861
Precentral_R,0.06266972341812556,0.09021674859860182,0.07294050581084467,-0.2118058756164358,-0.260557811524617,0.05084045586255376,1.0,0.1897234699665953,-0.18153317273537925,-0.05797693227869145,0.13696388378623983,-0.32905359758648056,-0.6541129022611207,0.047265580473070286,0.22920445057422376,-0.2998768754695555,0.43869098116504146,-0.015763677263785254,-0.18413477732112207,-0.154260208367793,0.08008232930228541,0.13415112504390073,0.3755656940745343,0.05406742584735897,0.23220198852453938,-0.3887162448504437,0.03215689340140908,-0.35557290082354753,0.06292588192599956,-0.43306061930283496,-0.11013122238530945,0.4556378549685288,-0.3062845225354294,0.15872593983193928,-0.04756576529973725,-0.02835250217507405,0.170556244026374,0.050744330002695154,-0.37302396864096166,-0.08422982302641359,0.3280453833324063,0.054102302858500935,0.17153494332730831,-0.6151955576467116,0.32151873223772864,0.4987046192137492,-0.24371925614192425,-0.25979044839202964,-0.14795445690349035,0.5954864689460734,0.24168113802155106,-0.1993201050715218,-0.6741485320699236,-0.5110603251401731,0.24325954827033708,-0.6525785711896366,0.09015751823332556,0.12682430178215442,-0.2772268643558987,-0.2987063828984849,0.21235925791252147,-0.4990798788189691,0.18394643807091723,0.056674868020682424,0.312618455575568,-0.4925446429657071,0.37853099462244405,0.30741893061767894,0.3320105464299204,0.22034333726863736,-0.07792686652542072,-0.5330519615888999,0.18619164775182814,0.011700546294359094,0.09612608111432303,-0.23291576563205102,-0.3783758330231549,0.034102734574701234,0.4574556935497456,0.2650302199857627,0.14026381706050725,0.8752936335061212,-0.03466816508422283,0.13955306397331546,-0.30805767475592966
Cerebellum_Crus1_L,-0.3424995415847619,0.13329280907543337,-0.35848352367175895,-0.7152207293627382,-0.26512685059120517,0.3806206375602884,0.1897234699665953,1.0,-0.22143844614813493,-0.6543727036918986,-0.2680197687386428,-0.08159498289670121,-0.3014948048191775,-0.2504936887894708,0.9025786551753043,-0.3433265612170777,0.14550234284549549,0.15846091425435632,-0.28045450236360103,0.7423660888480123,-0.3415707286487099,-0.4652366026458957,0.060525960942943,0.5924177064119213,-0.3347863814533449,-0.15782503469594683,-0.22874792040309894,0.03126324306985581,-0.584819389336787,0.5788266130552566,0.1261205142174548,-0.2349428297194072,0.32532830309046445,-0.3311773569928329,-0.6087966747545581,-0.1310941291690576,0.5990108532259618,-0.4645066133332061,0.5771491568698899,-0.18427154333055443,0.14479095010459972,-0.18664479449235466,-0.20059253507886296,0.2503377466607917,0.4667138828847215,0.5835079449979552,-0.5407167508344954,-0.4284190227038697,-0.2474450784537197,-0.15522150896246514,-0.3233714937306104,-0.7177922686330837,-0.025698113329652158,0.4390824263792827,0.11115107329300232,-0.2510920413383934,-0.26176911001103836,-0.2004091939977185,-0.3708937751285509,-0.31497563551641694,-0.173101349960257,-0.2231250528143829,-0.35729568621060387,-0.4051180001826256,-0.34340517457774766,-0.697528736174749,0.7007268232336569,-0.3722360516427179,-0.2462875441577786,0.09426612186894237,0.5369577974439198,0.03284192295686065,0.2020029848361553,0.5505259093809531,0.2619689846404305,0.7336331588661633,-0.5370279076957806,-0.4160188297748533,0.1888555332243716,0.23307724897865215,-0.45176822741290645,0.14178093982710138,-0.05199073019257312,-0.12417107656780953,-0.7487661303920194
Frontal_Sup_Medial_L,0.2125060516484185,0.08052780912975643,0.4112729163828405,0.25020681840100456,0.21173875345582208,0.12591141708020073,-0.18153317273537925,-0.22143844614813493,1.0,0.47738133598818344,0.09058852813790008,0.44406950932771105,0.29309773268072686,0.26027810135491325,-0.19709690657397017,0.8402712728115919,0.20712902016233584,0.17609603128899265,0.35339023336301933,-0.22225123995887533,0.2616591941046927,0.21479339385438403,0.3352175165276989,0.23062669976505887,0.31173245528108423,0.5352481469769933,0.17079657276405322,0.2569851640833352,0.20560917252739333,-0.006838805653121732,0.20914490607089678,0.1611507551618785,0.26854177562643256,0.48813335519113704,0.14077854056569936,-0.3842598156352091,0.2101777753809969,0.19789318968074182,0.039600209677540646,0.35833179361324435,0.416753257158452,0.27723020280952637,0.116732606648146,0.021292015412439007,0.21574543902552837,-0.03670505284129702,0.7466010969625105,0.1756278768427997,0.03502273372122057,-0.1518102655768777,0.07523217715095848,0.3647718588525277,0.13319669415362564,0.09412252901549889,0.03259369861589571,0.3286944332012811,0.6741671638769784,0.5905964407560057,0.7829992855424923,0.3961459171485728,0.5650210841063973,0.36704773931454215,0.23775708847286264,0.37447110177416154,0.28061050601667537,0.32657075539361663,0.19545692017081492,0.3257772587541907,0.4816762497530235,0.15574293003290812,0.4492631330577467,0.07789684703606431,0.5604723694216465,0.25454619769759085,0.3589551550766564,-0.4381899885328402,0.18545638597553255,-0.057677352421309724,0.1332496185360233,0.14315884225990802,0.04766252434429298,-0.017244632543145455,0.2240017278552691,-0.01347955333142252,0.2587020105723083
OFCant_L,0.46839717285270466,0.006768964120059418,0.6040700071802296,0.5645684087948888,0.37587552792201084,-0.39811915037724704,-0.05797693227869145,-0.6543727036918986,0.47738133598818344,1.0,0.2551626505885737,0.21507489815694308,0.26005902297311717,0.40914820185034934,-0.7072939551019017,0.586581685365664,0.23106900627958554,0.06971476542271166,0.005481265224111149,-0.5450655406767002,0.30284962906272744,0.5695839318711922,0.2648165767750203,-0.3509087457702377,0.5424963505180594,0.3609394532312301,0.3304532858915145,0.07952982782641299,0.5759246055533125,-0.4517518452989266,0.1636628411904098,0.3558558071483643,-0.037536054143200354,0.4845268303127912,0.5479095946023274,-0.11399010681858895,-0.468048511399693,0.5739083556372999,-0.38356440473527526,0.4937805578697242,0.2934905582140624,0.35093968296955363,0.22867059945861906,-0.32459347499109154,0.047369023797555795,-0.18343893248639892,0.7860227319698547,0.3895321638044669,0.17151943136516365,0.31037569015066385,0.38604722633080957,0.7675603957464846,-0.06266715524145546,-0.31990405043981085,0.2088365377999982,0.1895568926982617,0.39339914971266116,0.3221352857603822,0.5963318089818739,0.2005723002783234,0.5142515542782763,0.2030191141023051,0.38370905188150445,0.5654493683428531,0.6195968655259131,0.49104518482424525,-0.26980219183185317,0.4628786388499153,0.33046044436768895,0.10495660872617595,-0.3030978578435189,-0.18346276489444668,0.10603616286184489,-0.21073767422592157,-0.21918308233505243,-0.6857101313760166,0.3717101825229443,0.325240863772264,0.12550872355438344,0.14866370713194416,0.4089169772826948,-0.034381022083651375,0.20744614565045633,0.23874130915255098,0.6532702169806524
