,Thal_LP_R,LC_L,Red_N_R,Calcarine_R,Frontal_Sup_Medial_R,LC_R,Frontal_Sup_2_R,Thal_PuM_R,Precuneus_L,Lingual_R,Temporal_Inf_L,Vermis_3,Amygdala_L,Vermis_8,Postcentral_L,Frontal_Inf_Orb_2_R,Temporal_Inf_R,Supp_Motor_Area_L,Parietal_Sup_L,Cerebellum_7b_L,Thal_VL_L,SupraMarginal_L,OFCpost_L,Occipital_Mid_L,Thal_LGN_L,Frontal_Sup_Medial_L,SN_pc_R,Putamen_R,ACC_sup_R,Thal_MDm_R,Frontal_Mid_2_R,Thal_MGN_R,Vermis_4_5,Cerebellum_4_5_R,Thal_LGN_R,Frontal_Inf_Oper_R,Thal_VPL_R,ACC_sub_L,OFCant_L,Olfactory_L,Vermis_9,Cuneus_R,OFClat_R,Vermis_7,Occipital_Mid_R,OFCmed_L,Thal_PuM_L,Paracentral_Lobule_R,Vermis_1_2,Occipital_Sup_R,Frontal_Sup_2_L,Olfactory_R,Thal_PuL_R,Putamen_L,Precentral_R,Angular_R,Frontal_Mid_2_L,Caudate_L,ACC_sub_R,Thal_MDl_R,Temporal_Sup_R,Temporal_Pole_Sup_R,SN_pc_L,Raphe_M,N_Acc_L,OFCpost_R,Caudate_R,Thal_LP_L,Frontal_Med_Orb_R,Cingulate_Post_L
Thal_LP_R,1.0,0.16853451593959556,0.0787680595202483,0.17198824030892687,0.2596922224912918,0.32113933159333785,0.15698521134800628,0.2623179868553371,0.05958358285712,0.23267604559020075,-0.1879368759230915,0.4489969028126398,-0.09160935390648677,0.3736004734620343,-0.11113208266463429,0.24834457091156092,0.09777243773705875,0.1667819003144722,-0.04995962049975406,0.048365576019157884,0.7168612066565117,-0.26281702815483554,0.18358608177308092,-0.04587067628475102,0.28098744676317383,0.2240017278552691,0.09684264326812919,0.12684000179643096,0.3693588317908557,0.7197941264419399,0.1518864027434966,0.11050017840546557,0.41597044885074064,0.38005526740823975,0.12712605041622177,0.016261794264590804,0.6382329288803958,0.09052627045243172,0.20744614565045633,0.02945351753596521,0.29058113438065736,-0.052788875513255513,-0.08245928944819955,0.3627246687188333,-0.011460930322827469,0.0455972464708247,0.09284629279406759,-0.010022699888664393,0.22377032694001714,-0.01979610098934731,0.31206531555147626,0.3604570072592162,0.48934177763749903,0.3284612185137792,-0.03466816508422283,0.02955706341103487,0.3160741017115989,0.342911310820232,0.1623835669182695,0.3668329308435342,0.17542088395791902,0.23284583545755738,0.20731411622547782,-0.012611710065808631,0.10164949089790816,0.16938137439044898,0.4481226858136484,0.2543828396151576,0.12323284693305712,0.34345026143115714
LC_L,0.16853451593959556,1.0,0.6335582628636893,-0.2637157772731326,0.14462292447862216,0.5058908237005647,0.4048567976254905,0.5715757657129976,-0.06319548048395744,-0.13513525620168396,0.33052226646701194,0.009759892820528426,0.40950342486125363,-0.16052605647709203,-0.3117785619576121,-0.026365841174890874,-0.39089447161957613,0.1057504701025849,-0.34286418329269963,-0.1998264585935237,0.3696139490545014,-0.28605585861746685,0.10090265847315506,-0.3905289380262251,0.2768974897680495,0.15422922753795065,0.2508584398097563,0.18261151838987127,0.23045103352745208,0.2340323084217428,0.4530457345229531,0.4051839143960435,-0.07444342644440058,0.178563914181236,0.5118774378198548,0.05760584675766367,0.2193094402107716,0.1992300171658355,0.4127241104641234,0.519693088339465,-0.10438163965534025,-0.4205748036427491,-0.2907550865146746,-0.2907167947156148,-0.5901355159557642,0.11535016354387971,0.5853184191952598,-0.03248561433207074,0.48645146657763405,-0.49106308904803264,0.27360851759660826,0.17655921270544478,0.30578368510584614,-0.10536850153012466,0.07174578146073292,-0.2911288268987111,0.45029393942555096,0.2947740055772921,0.22906192505154996,0.463975417762475,-0.12550725639547436,-0.3398543410748544,0.19528610104692756,-0.43717465870708494,-0.209704595266881,-0.04496189612170057,0.05067105020958539,0.7010289044709468,-0.04591386131728452,0.3688898995957805
Red_N_R,0.0787680595202483,0.6335582628636893,1.0,-0.4835646063443847,0.08954245953943411,0.4412702916437031,0.4334346544717868,0.6788592099545356,0.004779511011796238,-0.3600464162457643,0.24839884168875348,-0.1357237366834552,0.39795253863412683,-0.4204814028842347,-0.22321789466437164,0.08667735162993359,-0.5083791022813865,0.18086428477328803,-0.23323770828855267,-0.21528613271590805,0.3852718922589825,-0.28027579182519313,0.02700586691375481,-0.571744077257488,0.4358351377912575,0.12178708879288715,0.5947627276568516,0.194918906311915,0.3537774827643364,0.23803546764408992,0.6430251152056449,0.6747514649893396,-0.18260535232362018,0.2371808763060246,0.689049105891699,0.18694174053461976,0.18746331056537613,0.2439550411671417,0.5331176447299505,0.6551490159553911,-0.3379189757349715,-0.5351831376069095,-0.05932778089551785,-0.5547089636789065,-0.6908229348099835,0.1617122824691191,0.6564048744150663,0.07882994980077858,0.3331743326943251,-0.5164540169688309,0.2810847876119972,0.16378977913393275,0.3990479312025429,-0.10899381283342098,0.25079450987302987,-0.16062024523440505,0.46457976196626694,0.24817730273587332,0.2947944763310295,0.5586463368992735,-0.040517904994034445,-0.4553451260587475,0.5066039301667291,-0.6075965297484943,0.06629991239669644,0.08026989953966884,0.22986654356247388,0.6954964671460144,-0.08995032512013457,0.369078034196849
Calcarine_R,0.17198824030892687,-0.2637157772731326,-0.4835646063443847,1.0,0.14137254625023726,-0.31293187850316584,0.0649600538998698,-0.4252278085531347,0.32473844881516206,0.8607567967024238,0.1375131237435892,0.28255676399700885,0.026685733233316765,0.43925978560565915,0.24980349851274522,-0.1603213658849449,0.3208613638139631,0.22917554385719988,0.22661059954362486,0.36078582813145676,0.03478802523183372,0.358837991278915,0.06243703328013698,0.739706043372123,-0.34556443354539296,0.22223707453505942,-0.16617287929690377,0.27192268034380923,-0.0412364723631439,0.023507551800642155,-0.32293023673601234,-0.403534015779872,0.6688741754466168,0.18592510483128816,-0.24492644369521066,-0.03979164790128399,0.025703749982754362,-0.28402741924458,-0.33828883961536416,-0.3607988476754213,0.5546588513923388,0.7664966033539731,-0.13644154910108197,0.6059657105928669,0.6213752840123997,0.17884061783948535,-0.13910019251379746,0.2126045774117655,-0.06257125806898718,0.6201707238175799,0.11089557633698201,-0.18198908076267845,-0.26076590897314306,0.19322524614916645,0.052822329859264806,0.29220553429510876,0.05690916405976417,0.27030622211305977,-0.3481661137772136,-0.09512663751320155,-0.061246055830912784,0.16849315600181478,-0.3217341324146506,0.6062352501533336,-0.1604524882518424,-0.2223138793886439,0.11095249173903525,-0.27795617218123386,-0.06797268127959857,0.1864093366930199
Frontal_Sup_Medial_R,0.2596922224912918,0.14462292447862216,0.08954245953943411,0.14137254625023726,1.0,0.41329815735500114,0.21039740375844115,0.19319552164807025,0.576093634697903,0.1674480689364336,-0.29902729350422147,0.547068466515807,0.2171664976228783,-0.03217910735132856,0.39019780652111163,0.5035964933148044,0.35567895961611734,0.5708311857749568,0.40381434151785905,-0.45279378471956194,0.28679086178257884,0.1885225919782342,0.7513052027642371,-0.015368817721831414,0.3642346834125067,0.8402712728115919,0.07516890185593673,0.305145174651406,0.3484254827789565,0.2470387959225072,-0.08450519708078726,0.28607968974446424,0.38710218437400806,0.38238570058792204,0.22694714522125997,0.349479727649253,0.5216915806385696,0.417355324542171,0.586581685365664,0.2761224333670974,0.05562944390491941,0.2229683513010823,-0.29499023519092726,0.17939929902315796,0.004010269941907181,0.06758846164800107,-0.012495137563116362,0.40504876862511735,0.49432401187636976,0.07790890284130539,0.8639923903594869,0.4171150421622663,0.07740751410496889,0.4956717510409658,-0.2998768754695555,-0.07529745671061132,0.4836853769083688,0.3312306250608577,0.24986884748791002,0.43753102267914246,0.3894514468359616,0.5051117209075465,0.4230842472297232,0.003950318681596396,0.11612369660794547,0.5876660646696915,0.5016556010479244,0.07530040876245558,-0.008993979195551012,0.4516726854040004
LC_R,0.32113933159333785,0.5058908237005647,0.4412702916437031,-0.31293187850316584,0.41329815735500114,1.0,0.1512203258543525,0.5996460531562564,0.12578904137046648,-0.18892604759279144,-0.213119140345911,0.2614608375780529,0.06809304850877866,-0.11557127662377863,-0.01660810846365698,0.4978533333953137,0.08721591066472563,0.25523703070508513,-0.08406402698664105,-0.39238381256738886,0.47241308835973783,-0.17691233111734114,0.3200738592988634,-0.5386431769404506,0.5690468798937699,0.26434214345621765,0.13734921304211953,0.09124586718955303,0.3624589956910752,0.44178629474753467,0.2826231547203704,0.4687948946159911,0.013614579620878236,0.380837686546217,0.38480364931835187,0.3353787264890766,0.5180700895913466,0.36540687325263616,0.5898445914627303,0.41391030770101334,-0.10110111796622223,-0.3495034260545219,-0.032143416992228314,-0.16190193134020048,-0.513211251648956,-0.05354239221859041,0.2654822717640978,0.0632584583116706,0.48582381039302674,-0.4722319473358629,0.4687742739140593,0.4967540303456609,0.46877188894518584,0.3542459409999855,-0.24381637961959102,-0.32110058884755943,0.41126618679508176,0.08063659413860429,0.3492903556580658,0.5562447206700206,0.46055202981015286,0.1901542998266393,0.5135347407089143,-0.4584708746957969,0.0882763530115781,0.4788653780349136,0.2797898028538713,0.45409452977364484,-0.015874531568487855,0.36846294994881457
Frontal_Sup_2_R,0.15698521134800628,0.4048567976254905,0.4334346544717868,0.0649600538998698,0.21039740375844115,0.1512203258543525,1.0,0.24386245642706256,0.1538758865533272,0.11613154427873118,0.5060511409984457,0.06884069829911467,0.5246242877387133,-0.22048790764436857,-0.20808324211620388,-0.2538576817312663,-0.46406894782577185,0.4109253891344537,-0.1773464006576425,0.06573982582380176,0.3296070658804522,-0.16727615414970182,0.10660025898039376,-0.018116016196598448,0.06831416819548945,0.2732643256303136,0.2330963271420958,0.4079955374941304,0.25780873434173346,0.16161755838703562,0.6514654197371822,0.305981809280903,0.11063642760570472,0.19572627842049847,0.49306949479631756,0.11588108076265857,0.11257827321876841,0.024460791193477677,0.2189330000410136,0.2811434053945859,-0.12978605973228563,-0.10891109720036957,-0.27118309631201176,-0.20602155090894073,-0.24220163627381835,0.32341379600017794,0.526864082597923,0.20235631769605664,0.36736873239112033,-0.04657385983036208,0.3920675075848021,-0.12866079364036323,0.09269294540606374,-0.11812201580764371,0.5546926717828119,0.21612919882598025,0.6439639209860547,0.4769086244226759,-0.054525490393732695,0.35855103966997764,-0.28227830079383415,-0.4372822908039654,-0.022685025022188277,-0.1708995742948033,-0.14700005165445781,-0.28930392568731184,0.186332972632842,0.47358043580750786,0.07884002888634078,0.39024349679702885
Thal_PuM_R,0.2623179868553371,0.5715757657129976,0.6788592099545356,-0.4252278085531347,0.19319552164807025,0.5996460531562564,0.24386245642706256,1.0,-0.15899316713680336,-0.2533761169296626,-0.058585614517307406,0.2567657158304259,0.16879963250934174,-0.07580106050102414,-0.2287348787518247,0.3671307777183423,-0.10065037063838625,0.09640184256039108,-0.3876929454227274,-0.19000914077248887,0.573195791635638,-0.40218600377522334,0.07554405792780204,-0.6739169616367231,0.5395743991652497,0.09918189959745763,0.37561415541085863,0.09548261736216797,0.42779717113231785,0.46624004860138485,0.48731583388631433,0.5696218450943712,-0.10203883555589917,0.2776601742223882,0.5086428281335842,0.23829164247922524,0.5243446765366316,0.275363595613916,0.4582749603657186,0.4895085000405636,-0.071382176506555,-0.5758440543570938,-0.006031877758431796,-0.2714813075072562,-0.7376116548630572,-0.057658052050597125,0.6742565003588,-0.19453958370431237,0.4785396061468566,-0.6969227333330748,0.2644300221637261,0.49866727892573104,0.6014662628236636,0.13739253559370107,-0.18525357491744804,-0.4947550463954959,0.36930885462967544,0.20553422431500837,0.36341677983029097,0.6199119634206298,0.24104201294280977,-0.05528863550046032,0.4887513231961028,-0.5131435005243191,0.12261343984857133,0.29337290151963147,0.3263609415406986,0.751170166075042,0.044462190645644266,0.4146691703673832
Precuneus_L,0.05958358285712,-0.06319548048395744,0.004779511011796238,0.32473844881516206,0.576093634697903,0.12578904137046648,0.1538758865533272,-0.15899316713680336,1.0,0.3539903728948428,-0.09556268444791033,0.31703377722876125,0.23212965853698175,-0.3056347176221849,0.6046744665140437,0.2997144968921378,0.11214066919727968,0.6814771494351172,0.8150196945564744,-0.2719450997237198,0.07609679803943362,0.5848524298942305,0.495336011899497,0.37554496587722164,0.22698793644714332,0.6741671638769784,0.07847523335210375,0.4066992084551074,0.12417809602836544,0.07342923234285632,-0.1508977394959846,0.15155561017339717,0.516853017014163,0.5117401935438916,0.2426956239048033,0.4464523244114788,0.22226507496604617,0.13491529394318888,0.39339914971266116,0.16753800208045597,-0.0810054711252682,0.6120373089636356,-0.2556290126145411,0.028751550395974695,0.3344930366990938,0.15845603778167486,-0.22965487613615318,0.8626193615778562,0.17279495287109695,0.5255590451156588,0.6499473477103047,0.1398700477048716,-0.14514944096804078,0.3541022001788392,0.09015751823332556,0.38730107971886124,0.42960016500440823,0.26953524767400266,0.010317406198335514,0.3239214522748691,0.28998332463672155,0.2796604609904316,0.188275849184326,0.07036035618273091,0.08877049918463525,0.42398904228785494,0.36571629993458077,-0.2295932175483798,0.06339385259093326,0.34854680025472723
Lingual_R,0.23267604559020075,-0.13513525620168396,-0.3600464162457643,0.8607567967024238,0.1674480689364336,-0.18892604759279144,0.11613154427873118,-0.2533761169296626,0.3539903728948428,1.0,0.16356401844158053,0.3959956079870079,0.09984089554692185,0.4846644235317521,0.17828481741448154,-0.1032408319702505,0.24463768027256066,0.26604994375907814,0.16553334513327628,0.28249190011025027,0.16012557521141832,0.276953171957203,0.15002374897613632,0.5692792430557168,-0.13430699804936655,0.25454619769759085,-0.19906032666323778,0.3212724977670191,0.06465097839507167,0.16770802668789758,-0.2122597572556893,-0.24291025095923036,0.755649606079257,0.43675496740197783,-0.04785633426483147,0.0032097344561952948,0.11607330564695513,-0.19175426353970695,-0.21073767422592157,-0.2707127112166005,0.5861469082166192,0.6328272571458424,-0.19583809440887198,0.6389884907985386,0.41657449157590504,0.14238635990296883,-0.061501344791840815,0.21321236926295467,0.09618767591881683,0.4398579852513587,0.18771387052357189,-0.0909438496394809,-0.11576751141399513,0.25813268665475264,0.011700546294359094,0.14308053179489585,0.1446761722702604,0.32259967524450917,-0.2933746143393192,0.03960601947475988,-0.06727138232171355,0.14812088795425615,-0.22967062307741387,0.43118251895281834,-0.09200293493708121,-0.15858223882322944,0.19272608269611585,-0.08992952311241714,0.05176898887511999,0.2959534808868564
