,Cerebellum_6_R,Frontal_Sup_Medial_L,Occipital_Sup_L,SN_pc_L,Thal_MDm_R,Cerebellum_4_5_R,Thal_LGN_R,Supp_Motor_Area_L,Thal_PuI_R,Rolandic_Oper_R,SN_pr_R,Cerebellum_3_L,Cingulate_Mid_R,OFCant_R,Temporal_Sup_L,Frontal_Sup_2_L,ACC_sup_R,Heschl_R,Paracentral_Lobule_R,Cerebellum_3_R,Thal_PuA_L,Temporal_Mid_R,ACC_pre_L,Temporal_Pole_Mid_L,Frontal_Inf_Orb_2_R,Precentral_R,OFCmed_L,Thal_MDl_R,VTA_L,Insula_R,Temporal_Pole_Mid_R,Red_N_R,Angular_R,Angular_L,Cerebellum_9_R,Frontal_Inf_Tri_L,Frontal_Inf_Oper_L,VTA_R,Thal_MDm_L,Thal_VL_R,Temporal_Pole_Sup_R,Paracentral_Lobule_L,Frontal_Inf_Oper_R,Pallidum_R,OFCpost_L,Frontal_Mid_2_L,Rolandic_Oper_L,Cerebellum_7b_R,ACC_sub_R,Thal_AV_L,Thal_VPL_R,Cerebellum_10_R,Supp_Motor_Area_R,OFCant_L,ParaHippocampal_L
SN_pr_R,0.10167599231376753,0.050728126356029,0.08674379901940696,0.4796877519829704,0.1123869494103356,0.05246171815086067,-0.14382546266064933,0.062064110001345284,-0.19156941326449625,-0.013216668669173618,1.0,-0.2204390584912986,0.21566548722140413,-0.01980774911647312,-0.230327226579714,0.07353793891713548,-0.0449692646949771,0.2474196833082897,0.01694676070739333,0.09120340709620992,0.044553466014496244,0.21630983802255638,0.09536900146591434,-0.10363329967740217,0.21473627404617057,-0.030331383658353164,0.1971044417136853,0.1167408933614247,0.15617561615681244,0.24928948806456191,-0.08369595707719411,0.0913336223558989,0.1282915218654261,0.20428621312157663,0.0022954061351908328,-0.1966734047825836,-0.1438635045982015,-0.2992425557863231,0.068502855052207,0.1999338796814445,0.2374257251520773,-0.05803432455395459,0.09973188983238382,-0.049082258783558444,0.09736856402138841,-0.03998214157419516,0.0433980845453807,0.046993869151834414,-0.18165761690698495,0.062383074481599514,0.19012588895386662,-0.08727933308352884,-0.10712267804077699,0.1325163898110041,0.01602499768127262
Cerebellum_3_L,-0.08298667916990857,0.39887645843246106,-0.05513607310966598,0.049582421578116556,0.2725351149304025,0.4383591065291096,0.44872707566611103,0.23755373911022676,0.4493483312889558,0.23860483520673959,-0.2204390584912986,1.0,0.24484047591260105,0.2464876718726663,0.4669548968120194,0.42955296062371595,0.24919927473028256,-0.0485906562097146,0.19638226784402607,0.38149866265063614,0.36131043642175603,-0.3272274240948539,0.3238526729326489,0.16954695001565454,-0.02049725397825567,0.13469423655500037,0.09382000694623162,0.5407437974287894,0.19268576210773716,-0.0901817194132591,-0.16572580020105437,0.38009620970803426,-0.02570999123535496,-0.15909376483761625,-0.025997133099982944,0.5185603163998986,0.5352290554561127,0.30507226936252696,0.27588419611464404,0.31558537839351575,-0.14230105580139754,0.26809000345855394,0.1523870271664268,0.33101231866361447,0.3576508147144768,0.469465126839232,0.11030615218161986,-0.27574238710325216,0.1047590144438942,0.22244316812820347,0.30956789351917313,0.36270284214318055,0.30629889346779354,0.333214938075608,0.5127465058593065
Cingulate_Mid_R,-0.021825760874043094,0.2905315660188281,0.019974884818721603,0.2699451583631531,0.34938418154999035,0.35412238507375354,0.3610631353294711,0.48902002350450313,0.3320781737130253,0.40821341357531216,0.21566548722140413,0.24484047591260105,1.0,0.20272931677210257,0.12407653843371166,0.4576633448723986,0.4590159776278595,0.17748657390666944,0.3251329625774408,0.2149631311946173,0.2470811647756525,-0.03669539721151629,0.14740180565804975,0.07155539249176986,0.2269275332739319,0.2956508784425223,0.12708473597615558,0.4909161906748055,0.20967525879412857,0.1515640845465867,-0.12419389025419787,0.2933383020989931,0.1885672153208476,0.08682585391077513,0.04859438015132739,0.2704756357318435,0.28671187647976343,0.06698285316515695,0.21874338977758317,0.4432735240557482,-0.013948227653986671,0.3109492133578927,0.3050985188123971,0.2930957994723634,0.09983026785826964,0.533345076630064,0.4416799802970984,-0.28377606872498623,-0.036320453146373124,0.21547400926098761,0.39788566455727126,0.25712028241618845,0.5281149344716531,0.21446810619027512,0.2677779558483034
OFCant_R,-0.3422887086569342,0.3647718588525277,-0.324514614565982,0.6291663556702549,0.33804325599475354,0.3663346234033338,0.5051436040748034,0.2744592880232411,0.47614277744356087,0.27811145116984337,-0.01980774911647312,0.2464876718726663,0.20272931677210257,1.0,0.06120111841787103,0.5297731284505872,0.2987040142416133,0.2757425125955758,0.21089715749420776,0.3273409120841391,0.10155597886331152,-0.16274784432569364,0.4384458253240506,0.012598379852963594,0.6099148949003131,-0.1993201050715218,-0.019296204975227632,0.54816666072776,0.43004925625705354,0.20256128930544595,-0.36657735540122266,0.5965530322271334,-0.24368516002447582,-0.05921064568938968,-0.508591537068172,0.32675742641728894,0.16599902436832684,0.4842598508980178,0.11793138546728606,0.4532239027482136,0.15160440360827593,0.38469713111849035,0.42232898288258086,-0.23864805297049585,0.4160035283286489,0.4746998606420717,0.09265022446145621,-0.272543064030639,0.4717947441652477,0.025828118852202896,0.40826238741369275,0.42941564165994756,0.18939497781619286,0.7675603957464846,0.5409579608562737
Temporal_Sup_L,-0.3459419260835882,0.1332496185360233,0.0913822312367847,-0.07020144593657324,-0.20585338679131912,0.1341261834962686,0.4822361582982965,0.15396177884010273,0.30362213785556436,0.4798916527824755,-0.230327226579714,0.4669548968120194,0.12407653843371166,0.06120111841787103,1.0,0.10990834215776514,0.08780728569438717,-0.4925237748779127,0.3429649555871747,-0.15119104141865622,0.1742277154096484,-0.6098977647010154,0.06685494490548174,0.34662032478374605,-0.3800962481881027,0.4574556935497456,0.274768476873629,0.2662135830526908,0.29863054091316465,-0.24724351196584007,-0.29452894368393584,0.3689249193858902,0.20628594124034222,-0.18665416365766438,0.004645011580622778,0.8367865375096338,0.8324730426846704,0.327863413272451,-0.2620329031951238,-0.21639269342810016,-0.6139535873057457,0.27754386667416114,0.24896967231209588,0.4150855124110342,0.09281368930340818,0.3357959150632017,0.18246115612008923,-0.4865511552534762,-0.04064270660025717,-0.00232678502418341,-0.21575921731133788,0.156362349523917,0.3001033183349899,0.12550872355438344,0.4833300022821823
Frontal_Sup_2_L,0.06269532407150381,0.8242742376229463,0.142764364786718,0.47187040140330033,0.35436143951615584,0.5289955358218906,0.4369411733108658,0.777210068978213,0.3454453699539506,0.35393642182922946,0.07353793891713548,0.42955296062371595,0.4576633448723986,0.5297731284505872,0.10990834215776514,1.0,0.4153230008124158,0.3788290560402129,0.5052124987818616,0.5000388753424857,0.19805704013994793,0.06306332828325314,0.6833910029224862,-0.08307279080004683,0.4752644518946205,-0.08884470299140217,0.13523240392956634,0.558782412468576,0.17222888495121036,0.37951855607261176,-0.1788200633729705,0.2810847876119972,-0.00768949099536106,0.30303662543305565,-0.2570800528570465,0.4332261812114506,0.276289528798301,0.13944205844031898,0.13051150866317193,0.5215025946315986,0.3077876928983186,0.6448733178480561,0.4109426521919896,0.18382421560766637,0.6648888259372346,0.7801569459816735,0.37560635296319556,-0.0695897533555917,0.24247842938311226,0.10760782111670544,0.4978353741862743,0.2077344681720359,0.6128024038583667,0.6569462748800776,0.42190281568340193
ACC_sup_R,-0.052469477121071556,0.2616591941046927,-0.18636185463673638,0.39402477861305174,0.44090641564024846,0.36142960889281606,0.5037654634655365,0.36925929038625194,0.48794230475270284,0.4152068934416935,-0.0449692646949771,0.24919927473028256,0.4590159776278595,0.2987040142416133,0.08780728569438717,0.4153230008124158,1.0,0.20562596022679147,0.18220297296739246,0.3036729599676542,0.252808764194397,-0.06550304805781237,0.21760263505731392,-0.11311937541798114,0.366652540347057,0.08008232930228541,-0.060879715909455026,0.48374977003809694,0.3174142537446034,0.2442394920236088,-0.1738474726363021,0.3537774827643364,-0.08370512404706255,-0.019108986590004543,-0.24736214035705106,0.30525338313028094,0.2152326293411938,0.2608299407068015,0.26389258378295805,0.5339692018969626,0.054552334283205814,0.281608466896054,0.3344050742758536,0.2800917847456444,0.12754220465079133,0.374399564803485,0.4784674748558371,-0.15154784088993553,0.14969276040950807,0.2271407655009146,0.4864466565082302,0.26331010851757136,0.37367163075207427,0.30284962906272744,0.2707993713776697
Heschl_R,0.5256965151557105,0.29309773268072686,0.019840145562055628,0.46674425852248247,0.4112196345507964,0.29298687405305884,-0.22070898542916373,0.20817908255840215,-0.031801371179182664,-0.016437720920900917,0.2474196833082897,-0.0485906562097146,0.17748657390666944,0.2757425125955758,-0.4925237748779127,0.3788290560402129,0.20562596022679147,1.0,0.04239628252003645,0.5919892861965084,0.0668569010351657,0.720769904867016,0.36489215329725627,-0.4449755444289943,0.7535910569862813,-0.6541129022611207,-0.21177338036598795,0.2718899360761887,-0.10335844084324737,0.7872291183617014,0.062370306672126966,-0.17454664501905717,-0.3198083913348518,0.2683596481497379,-0.03382848245096584,-0.30607820893613036,-0.39498903858493534,-0.16822679286931538,0.1889925437349764,0.6015025893088286,0.805420317952355,0.20054846369095736,0.32354754490391063,-0.36059423572129995,0.32676052105283176,0.06787123764505544,0.41798220891003546,0.4845390058887624,0.29515433816162134,0.10935821997798259,0.5768831460640174,-0.10328179812561471,-0.019237748616816423,0.26005902297311717,-0.22523337083953437
Paracentral_Lobule_R,-0.12443035013594692,0.4816762497530235,0.5344249665221319,0.15878088623315278,0.00814699799269136,0.4550153651018657,0.26344766854155993,0.6015346666928592,0.1496450259677937,0.517420074296549,0.01694676070739333,0.19638226784402607,0.3251329625774408,0.21089715749420776,0.3429649555871747,0.5052124987818616,0.18220297296739246,0.04239628252003645,1.0,0.40760243942565283,0.046783052829686284,0.014724112769705998,0.427760863528987,0.19465650135809484,0.19252787583640812,0.3320105464299204,0.1565662932067682,0.31534161036829267,0.025745161796509795,0.2702331455796664,-0.3304096879112725,0.07882994980077858,0.5136572476616952,0.5191079481536872,-0.24556259336754416,0.43753281782176506,0.25577388276589746,0.04047747513669886,-0.1607266123899898,0.10891870785782981,0.0971949232690286,0.8626792576217545,0.4982301109319245,0.33125015984172546,0.36321746703453267,0.35244074150271465,0.4254478780569118,-0.17142918058295561,0.03674698976638696,-0.03175379391640435,0.14011707991079783,-0.04466852209536978,0.4653713752849064,0.33046044436768895,0.16335828938692737
Cerebellum_3_R,0.36803811871438896,0.461252940550102,0.20596512013489923,0.4033315308632195,0.32046774425629193,0.5565219249049106,0.0591111699057918,0.32163325911609864,0.15934648344241714,0.15233893947667668,0.09120340709620992,0.38149866265063614,0.2149631311946173,0.3273409120841391,-0.15119104141865622,0.5000388753424857,0.3036729599676542,0.5919892861965084,0.40760243942565283,1.0,0.06487111901122226,0.479372294845153,0.4869667632386902,-0.21994362294509104,0.6184085672366095,-0.35285037225308724,-0.12506854039350843,0.3604488763151847,-0.07619385822015179,0.5963726074589369,-0.1165699755515633,-0.059618946329823154,-0.04448580410799374,0.36110715055740866,-0.2529296784445237,-0.011058539676234502,-0.1495331943884974,-0.013388167447761714,0.16658181799083033,0.5060926005368359,0.6207266333051219,0.4819728038081639,0.41493833562375976,-0.09447725810140492,0.46994887563473836,0.19313678802321615,0.4066398264591032,0.31339807889953564,0.2487093084589891,0.11523136553571121,0.5571904648860837,-0.033323112523607805,0.1080307549483736,0.3218020808777236,-0.06700421966200926
Thal_PuA_L,-0.011190428250248323,0.20444832162470028,0.10246501259346794,0.07112542817874273,0.6210208816931543,0.19921940198372803,0.21355064340214666,0.13350365248096208,0.2660660204563926,0.06234595400162722,0.044553466014496244,0.36131043642175603,0.2470811647756525,0.10155597886331152,0.1742277154096484,0.19805704013994793,0.252808764194397,0.0668569010351657,0.046783052829686284,0.06487111901122226,1.0,-0.12180486354725722,0.020325297235968088,0.19585054681232328,0.008553901012166363,0.15272020916195408,0.1172399630722831,0.4416783911873652,0.14312486081402462,0.08807134170404839,0.189460653386792,0.24526428215218574,0.16271940450000735,0.07782817491502195,0.340938030730608,0.24327299663998186,0.29984963879313664,0.05488064492255867,0.5547301706044622,0.4530817182580244,-0.07164612616803545,0.008442509165925394,-0.014862009907933038,0.20323690942901274,0.006704415437260619,0.3726633966760488,0.1953609120543958,-0.08036109455581147,0.06665855653227626,0.5787703648492005,0.38009494402755306,0.31566973673160686,0.1794444502870537,0.06872788691806385,0.2323135486894572
Temporal_Mid_R,0.7226989766055107,0.07789684703606431,0.36111822557887385,0.05638752710051943,0.07611350349773181,0.01564444340390244,-0.6022285874571977,0.05089379522447471,-0.4413164815517274,-0.18568483279645603,0.21630983802255638,-0.3272274240948539,-0.03669539721151629,-0.16274784432569364,-0.6098977647010154,0.06306332828325314,-0.06550304805781237,0.720769904867016,0.014724112769705998,0.479372294845153,-0.12180486354725722,1.0,0.13326364386259035,-0.4941689923820896,0.49505855063288684,-0.5330519615888999,-0.2401052224981868,-0.21482165365198322,-0.50668594141823,0.719806211934012,0.27788822246764316,-0.6696355279767048,-0.01782986135560119,0.49629313606609143,0.1852406654688073,-0.5917425983499089,-0.6532429549807736,-0.49407499211579164,0.0033494004803133848,0.15916948043283394,0.8351936483849517,0.06658357137595018,0.14043762229306647,-0.3117476689034399,0.15308391600481888,-0.23363266312647596,0.29458421172300087,0.7750422608354054,-0.009087620859421545,0.003578736263647919,0.21534237801521613,-0.5221129195383568,-0.1486364361753604,-0.18346276489444668,-0.6869420531238852
ACC_pre_L,0.03403336034840779,0.7829992855424923,0.23928841780082838,0.41062074155317946,0.13353942390270687,0.3026256050429492,0.1938755001956545,0.31481904027396634,0.21096688177031928,0.131285213646487,0.09536900146591434,0.3238526729326489,0.14740180565804975,0.4384458253240506,0.06685494490548174,0.6833910029224862,0.21760263505731392,0.36489215329725627,0.427760863528987,0.4869667632386902,0.020325297235968088,0.13326364386259035,1.0,-0.017449634765540047,0.4406634920942518,-0.2772268643558987,0.043775235805756936,0.3558081744122407,0.14561353116310388,0.48455897103028256,-0.2718575946974679,0.09677253140145524,0.02740046023956606,0.3350748761009893,-0.30821492834052305,0.2756577978921988,0.09938697167638558,0.14119745085071567,-0.056186999331979924,0.37390049095193956,0.4333445743967028,0.4497859017670376,0.3447856856644072,0.0016456113312373233,0.7701882980842256,0.35606819296661296,0.1126160849062044,-0.025667947433378965,0.31786574805549944,-0.05384371772655223,0.43811031877514983,0.012216825013024879,0.1654937796277122,0.5963318089818739,0.2790782277226425
Temporal_Pole_Mid_L,-0.5063071671748335,-0.03860511967824178,0.09792746552620288,-0.18174806059860696,0.1213319618059391,0.094842481977475,0.24038614246433831,-0.0785202108145046,0.29313553976621237,0.11394831921645414,-0.10363329967740217,0.16954695001565454,0.07155539249176986,0.012598379852963594,0.34662032478374605,-0.08307279080004683,-0.11311937541798114,-0.4449755444289943,0.19465650135809484,-0.21994362294509104,0.19585054681232328,-0.4941689923820896,-0.017449634765540047,1.0,-0.25370528735075976,0.5215511932073583,0.039529418707147435,0.05843817295000039,0.35012035886304793,-0.2747180155041297,0.08254796772192928,0.2247741798803088,0.46827321120868887,-0.05239101714473923,0.04722558867551678,0.3003142440046544,0.2276172877912022,0.43678085319504634,0.20431723501476626,-0.040909677946712145,-0.3922611297444607,0.008544387474464435,-0.031545574688429,0.26817833077139513,-0.11356895284409863,0.15622936643855068,-0.2438026245214267,-0.48995779277777,0.012223933547385253,0.12817245343572162,-0.08502279307076975,0.4020498887814974,0.007855798720793582,0.048762751812894724,0.4226497939784062
Frontal_Inf_Orb_2_R,0.18045630692792614,0.321453537243426,-0.11270166081656685,0.6400668815702021,0.43171840168272924,0.3854101719156062,0.09234304790688411,0.2637595929891874,0.21190444401359143,0.17577107393283992,0.21473627404617057,-0.02049725397825567,0.2269275332739319,0.6099148949003131,-0.3800962481881027,0.4752644518946205,0.366652540347057,0.7535910569862813,0.19252787583640812,0.6184085672366095,0.008553901012166363,0.49505855063288684,0.4406634920942518,-0.25370528735075976,1.0,-0.46021029533532726,-0.2177328900726434,0.3828183843584319,0.12144385910521403,0.7100654833514274,-0.08962356267536094,0.08667735162993359,-0.21441958287555413,0.2645057480883492,-0.35119056775595064,-0.13584281292327005,-0.33207320390723283,0.14919256131484984,0.17039717111086786,0.5987821392456686,0.7339404193220622,0.3451875529180442,0.5812682800468468,-0.32900926350400894,0.3792493562301432,0.21303951862500264,0.32653954169268873,0.22073326039274704,0.38271162910771317,0.060580935500023796,0.5944136229364693,0.08952631248625806,0.05718712924035261,0.5458567102086106,0.008176063635341771
