,Temporal_Pole_Sup_L,Temporal_Pole_Sup_R,Vermis_10,Cingulate_Mid_L,Cerebellum_Crus1_L,Frontal_Med_Orb_R,Thal_IL_L,Temporal_Sup_L,Postcentral_R,Occipital_Mid_R,Supp_Motor_Area_R,Thal_IL_R,Supp_Motor_Area_L,Pallidum_R,Cerebellum_Crus2_R,Heschl_R,Thal_PuM_R,Frontal_Inf_Tri_L,Heschl_L,Frontal_Sup_2_L,Cerebellum_8_R,Raphe_D,Parietal_Sup_R,Thal_LP_R,Putamen_L,Temporal_Mid_R,Thal_PuA_L,Vermis_3,OFClat_R,Thal_MDl_R,Frontal_Sup_Medial_L,Frontal_Inf_Oper_R,Thal_PuL_R,Calcarine_L,Vermis_1_2,ACC_sup_L,N_Acc_L,Paracentral_Lobule_L,Frontal_Sup_2_R,Cerebellum_7b_R,Thal_LGN_R,Vermis_6,Vermis_9,Thal_PuI_R,VTA_L,Cuneus_R,Lingual_L,Thal_AV_R,ACC_sub_R,Thal_VL_R,Cingulate_Mid_R,Cerebellum_Crus1_R,Thal_AV_L,Rolandic_Oper_R,Precuneus_L,N_Acc_R,OFCmed_L,Olfactory_R,Parietal_Inf_L,Olfactory_L,Cerebellum_6_R,Angular_L,Rectus_R,SupraMarginal_L,ParaHippocampal_R,Frontal_Sup_Medial_R,Cerebellum_4_5_R,Vermis_4_5,SN_pr_L,Cerebellum_9_L,Frontal_Mid_2_R,ACC_pre_R,Thal_MDm_L,Raphe_M,LC_R,Thal_PuI_L,Rectus_L,Parietal_Inf_R,Occipital_Sup_L,Thal_PuA_R,Thal_VL_L,Cerebellum_3_R,Thal_VA_R,Thal_LP_L,Red_N_L,Cerebellum_Crus2_L,Thal_LGN_L,Frontal_Inf_Oper_L,Caudate_R,Amygdala_R,Paracentral_Lobule_R,Fusiform_R,Thal_MDm_R,Temporal_Sup_R,VTA_R,ACC_sub_L,OFCant_L,Parietal_Sup_L,OFCmed_R,ParaHippocampal_L,Fusiform_L,Calcarine_R,Cerebellum_9_R,Temporal_Pole_Mid_R,Thal_MGN_R,Amygdala_L,Insula_L,Angular_R,Frontal_Inf_Tri_R,Cerebellum_10_L,OFCpost_L,Frontal_Inf_Orb_2_R,Cerebellum_4_5_L,Hippocampus_L,SupraMarginal_R,Precentral_L,Cerebellum_3_L,Cingulate_Post_L,ACC_sup_R,Temporal_Inf_R
Temporal_Pole_Sup_L,1.0,-0.3946070716535851,0.23688150078130943,0.19183544658333881,0.7007268232336569,0.00720759950687095,0.13643635483087999,0.5385190848131391,0.3994425536854614,0.34269943920366197,0.17474942959912282,-0.17908729212386135,-0.011184897181410443,0.40862808405149265,0.2536356135747429,-0.5129715978103223,-0.3865875913218405,0.3594021981821499,0.34307757312942816,-0.03443155079852362,0.3615873174266962,-0.3802790327032515,0.2695621412521616,-0.15627975040857375,-0.3580768574049348,-0.26116488155251644,0.11637278551583531,-0.062208556684772105,-0.4154230042845476,-0.14342735904199005,0.19545692017081492,-0.18430164366729251,-0.500801502011118,0.46082569397840417,0.041333960663321824,-0.22699069839502375,-0.2811644265076457,-0.03536716787009966,0.34590768704067587,-0.11490707343216923,-0.031064413323658738,0.0953997820275527,0.21193990597776877,-0.14261585319236117,-0.2357647371360955,0.4114673576980416,0.4365240992263234,-0.4434118261520061,-0.30983223470125554,-0.4348787400990638,-0.04784742985860484,0.1960091393776699,0.008275059461781106,-0.00025550088861536063,0.11177239158405483,-0.3830952089220786,0.38013471137373656,-0.32135682883913264,-0.20746138512635218,0.042243024023310295,0.03104616461375563,0.04625928145478455,-0.030441284592150473,0.12405543541406659,-0.6345999517476808,-0.026544026751731647,-0.19216271943794183,0.17778900690240607,-0.3114989098355973,-0.2354267499842734,-0.10333293639821725,-0.08659271326631188,-0.25949909536693355,0.4651496438496422,-0.3966714805424722,-0.24746691144458255,-0.05291618857466861,0.4964082806226331,0.42722254486449596,-0.09608536761004735,-0.20087396291463847,-0.252479059730271,-0.4402118037967024,0.050307479169421465,-0.1999038538327058,0.18468765136532383,-0.6792258036411367,0.47030234295519585,-0.12832855927265252,-0.0836617526817432,0.12373894889085704,-0.12200438641161741,-0.37913711774218595,-0.5869831553333132,-0.24594437243221665,-0.31571059605061874,-0.26980219183185317,-0.027889523435923266,-0.22274316935372174,0.033488661695674805,0.6868777296338152,0.47527347020515454,0.4938865802261965,0.06153539863478153,-0.3820792740284984,0.6408715993965299,0.7015940740662402,0.35809267151524654,-0.3005387983637191,0.059711812028652764,0.1360439875654366,-0.6500137374494694,0.03634381197645507,0.44296558752564325,0.3585054317430409,-0.29072874034378104,0.2995794607036799,-0.022925859605142984,-0.3139801612379669,-0.3041481681522778
Temporal_Pole_Sup_R,-0.3946070716535851,1.0,0.4373986653802344,-0.09297197317056066,-0.2510920413383934,0.02809973342315442,-0.15410290383329703,-0.6139535873057457,-0.6248535442078302,0.35460061205666893,-0.14392329206654106,0.5860500007941453,0.1255054065685891,-0.3664364015992557,0.39074261851556813,0.805420317952355,-0.05528863550046032,-0.498708365397183,-0.4066846156929691,0.3077876928983186,0.3417267241756901,-0.18806223639744202,-0.18813580326510615,0.23284583545755738,0.5657166720198417,0.8351936483849517,-0.07164612616803545,0.5254943976846524,0.2134601458091102,0.02463833281602443,0.3286944332012811,0.27183215780134756,0.10145708136376527,0.2347487231359616,0.02065335309457236,-0.3118158027569325,0.255204164588364,0.18423161706202568,-0.4372822908039654,0.6426055389521955,-0.39747111180177586,0.12130590945338689,0.19146793829973854,-0.20841414012359502,-0.27306222130474983,0.28459855988511207,0.15192524758414966,0.45219123557866253,0.19444459067843253,0.403832352160318,-0.013948227653986671,0.47761995453826067,0.044730637688293315,-0.2020764374767329,0.2796604609904316,-0.019624123278216478,-0.23113496410347756,0.5397851221788111,0.511670292587101,-0.22139856160467797,0.5677038185139336,0.5019573442854166,-0.10537844208978167,0.2654049621934785,0.33390833668523345,0.5051117209075465,0.1737060993739886,0.32744940540854944,-0.14408344063732606,0.6979860616920818,-0.5036567315489643,0.293427745717785,0.12281186399796652,0.26323047393738863,0.1901542998266393,0.02010038770014479,0.2251087992723557,-0.5806391171748677,0.22631396986313201,0.41153724022870053,0.13962872098557916,0.6207266333051219,0.21701801761498488,-0.42526962733744417,-0.3450779033027408,0.17311200497230553,0.2459288377869289,-0.6199985190187367,0.21937141590510278,0.7729609533902155,0.0971949232690286,0.4456314325940136,0.2640803324187277,0.6452487952292965,-0.23863136948346936,0.2259677008087763,0.1895568926982617,0.42356477175606944,0.5409812471998393,-0.4186408831343223,-0.6537445845184691,0.16849315600181478,-0.06750817014628369,0.13415414762845176,-0.1230516194867466,-0.47008086992433035,-0.22765028281693486,-0.14509003031690954,0.039629496722807196,-0.20981065299811597,0.42997395539946304,0.7339404193220622,0.16584751228084518,-0.5400853085347069,-0.6065440096145996,0.5565223816025375,-0.14230105580139754,0.033952637470761625,0.054552334283205814,0.8143935203650606
Vermis_10,0.23688150078130943,0.4373986653802344,1.0,0.13582057554851323,0.32532830309046445,0.014128368182479652,0.15788975432371835,-0.045951398649587465,-0.37153913433095254,0.23326088472127274,0.08432137275393371,0.5219968276720478,0.16075348037796391,0.002683386354834607,0.5780775374996483,0.42134232024907553,-0.021858727957629925,-0.07846704299663812,0.05546254527468615,0.2741145423589537,0.5824501872066515,-0.31331767096335117,-0.21933901413863477,0.2418379051206656,0.23798769105296586,0.45796051911465246,0.07935642020013874,0.5781697053174131,-0.15151996247074376,0.09610175122734094,0.26854177562643256,0.1848753829164262,-0.06808889493478883,0.4647092310243744,0.35786589887532966,-0.22152605686856738,0.07420687693199958,0.10511044719050164,-0.042777665914485015,0.40292922245899493,-0.2196644275959657,0.3943406300439257,0.6264221493186414,-0.13960762972550486,-0.17145202378878635,0.3711416971105733,0.44309533972719983,0.24145376756784198,-0.07022022899697372,0.2343214216581122,0.11088060481122579,0.6045846010241795,0.10419492452611531,-0.07696244763489025,0.17935177345519304,-0.22146691205779914,0.09570106213496127,0.18549056274406672,0.12866441405750892,-0.1350115553647625,0.624805518720698,0.15368571557065583,-0.006252956950467816,0.17529508030484423,-0.04082894783407843,0.39939301778691205,0.25492908732959546,0.42702194505127145,-0.15908226840765782,0.42106456975476697,-0.31684533499558293,0.151270305019116,0.07819831912554921,0.5336938138257221,0.04945917975140028,-0.02531515238969389,0.11129320589072011,-0.3031799080423516,0.25804974325983937,0.2975038054416365,0.21710379123549994,0.3827097675848479,-0.010095562723972204,-0.023815408650434553,-0.32152516068931325,0.34188375334822435,-0.16790861164571183,-0.043254014886940494,0.21420259458699545,0.526949441414046,0.0234643208115511,0.4268617546162509,0.13785925328118312,0.21333331326915442,-0.2252461266938009,0.028860690012208198,-0.037536054143200354,0.07791829113738845,0.12228936042242962,-0.16706274955217437,0.10185706841648029,0.46001447214364694,0.3569634408150531,0.17658481199264345,-0.2605154463009086,0.041008771009807765,0.2856313963040095,-0.10387364202408199,-0.1418218107052003,0.06556864270016356,0.3797900754913712,0.1162554490334523,0.3580011681775363,-0.12144138768068338,-0.3245545021462351,0.22706923021414258,0.2980590846713101,0.18863484184341905,-0.04153927656569504,0.5280619553126186
Cingulate_Mid_L,0.19183544658333881,-0.09297197317056066,0.13582057554851323,1.0,-0.06613893975260408,-0.3317196884151904,0.402087441222293,0.4807109318885897,0.24575331704219977,-0.06017166850957433,0.5030339982343371,0.28494692868693455,0.5389187493145805,0.2953750079703937,-0.011066380818259627,0.06891869167541266,0.10271663139033801,0.5307151656328116,0.2525870809456252,0.4979882086662532,-0.08485891650464834,0.32685974978963483,0.38001548210421165,-0.025484138230876967,0.35354071337291865,-0.0943978349422656,0.0732879482711466,0.02850655616760789,-0.09445162101599777,0.46434714711275077,0.44812377988852886,0.42486181346930363,-0.11662780714254752,0.17756147696074356,0.28606338715978674,0.2774760911122805,-0.13469557314927103,0.5503871845745072,0.30317685363750185,-0.2508287076397744,0.37034047073915766,0.15953387481266246,-0.040300471857022284,0.19019032220492432,0.08895180619351338,0.21226297130580699,0.09696099937910282,-0.09548881279208972,-0.061629647723166286,0.11603869879256573,0.692341666563313,-0.08021001378604614,-0.02300793828690861,0.5657413950372809,0.5213177915263584,0.18155320199449293,0.27764975173197043,-0.01565741981125594,0.43226617019432395,0.20235195308784534,-0.024690903579079646,0.18201422100767448,-0.019047831199866905,0.4422927198662379,0.10184239136631508,0.3711403340185018,0.32189059350452365,0.23278629581490623,0.1820432425873649,-0.19593624014241534,0.11014844671693415,0.3353832701255378,-0.20663644928101807,0.10455464431028576,0.22058532948700726,0.19172849590151614,0.24420729995105434,0.2586279438703733,0.21420346238378424,0.21865252048496356,0.10103120818958514,0.28330885009986856,0.1403525578821641,0.0908925081988197,0.30170419308885443,-0.311410412517538,0.08912925019172116,0.5332665236243356,0.2482359565149443,0.03548511224889969,0.5792225468146045,0.29352706828657116,-0.038592014031843556,0.21337786563840558,-0.015364991657403723,-0.10840704470302867,0.2659560024415695,0.3752735338007871,0.07819985598949081,0.24452305439914993,0.29167055945417414,0.2017578323931647,-0.09890291390015397,-0.4038240649042743,0.1454734209959293,0.29212365930227346,0.4261702637595911,0.16019662710057922,0.08687594042118192,0.16914515605775612,0.256493388306052,0.11033659859647435,0.20033432586301864,0.3017433487330708,0.27870023585881304,0.3097038311120472,0.34811060860396864,0.3774289114863177,0.2636792453600901,-0.023118376318075687
Cerebellum_Crus1_L,0.7007268232336569,-0.2510920413383934,0.32532830309046445,-0.06613893975260408,1.0,-0.0616747660094525,0.06407296350748731,0.1888555332243716,0.13991981452312977,0.3806206375602884,-0.00035180650971906066,-0.15782503469594683,-0.2004091939977185,0.20390972931234735,0.5771491568698899,-0.3014948048191775,-0.39865323973455585,-0.07711280890233431,0.23307724897865215,-0.3624929808736083,0.6929188017745819,-0.6087966747545581,-0.12547247673524542,-0.05199073019257312,-0.31497563551641694,0.03284192295686065,0.16585527201497877,-0.08159498289670121,-0.1310941291690576,-0.35848352367175895,-0.22143844614813493,-0.3424995415847619,-0.3623330021024691,0.5369577974439198,-0.18427154333055443,-0.2680197687386428,-0.2474450784537197,-0.3311773569928329,0.10645550542010115,0.2503377466607917,-0.3722360516427179,0.1261205142174548,0.5578364430721544,-0.35729568621060387,-0.38040915452131724,0.3488530414771566,0.5924177064119213,-0.26512685059120517,-0.4284190227038697,-0.40397299219395777,-0.12081904243002484,0.5788266130552566,0.13329280907543337,-0.2349428297194072,-0.26176911001103836,-0.5853681279238393,0.17007096327862822,-0.3781267228063643,-0.3895200141247605,-0.35482753126920197,0.4390824263792827,-0.05487179424663735,-0.12417107656780953,0.021983898038585824,-0.7487661303920194,-0.3433265612170777,-0.28458649416811344,0.22840974633433453,-0.4645066133332061,0.1729008506893911,-0.15522150896246514,-0.5407167508344954,-0.04736041171476847,0.6203617742643162,-0.5164144341776535,-0.4051180001826256,-0.23834063799830116,0.14178093982710138,0.2619689846404305,-0.00831524998482042,-0.13900567421214108,-0.34681985498379236,-0.48796685492558295,-0.035983346034656014,-0.4652366026458957,0.7336331588661633,-0.7152207293627382,0.14550234284549549,-0.2713079780997941,0.049175448481847656,-0.2462875441577786,0.03126324306985581,-0.22306682790308668,-0.5370279076957806,-0.45176822741290645,-0.49197596273533484,-0.6543727036918986,-0.3228269087113832,-0.5077154497818791,-0.34340517457774766,0.5835079449979552,0.6230946731621478,0.7908469030195995,0.4065485660650804,-0.584819389336787,0.14479095010459972,0.4595741150752093,0.12293614157090799,-0.4160188297748533,-0.18664479449235466,-0.22964533875628368,-0.64210349590987,0.028841462415240528,0.060525960942943,0.10392920085478097,-0.3221620730613956,0.01690789653187985,-0.10060359720165328,-0.3415707286487099,-0.025698113329652158
Frontal_Med_Orb_R,0.00720759950687095,0.02809973342315442,0.014128368182479652,-0.3317196884151904,-0.0616747660094525,1.0,-0.12991693230942972,-0.01413176950635149,0.08733386193316182,0.10687216768290342,-0.14567605862971236,-0.10175007143711345,-0.0962886834067652,0.050291422394440954,-0.22488544022413243,-0.14736923104964003,0.044462190645644266,-0.011146965543617774,0.16403876302306114,-0.011312415496902394,-0.13863889137909083,-0.1708254664441483,0.17140488890655342,0.12323284693305712,-0.15554358439454374,-0.08526926614042,0.0927590466155791,0.2649716398509628,-0.05894576039183864,-0.01407504502489842,-0.013829778381981307,-0.1294410682755705,0.10578243684677158,-0.05405793370534158,-0.019737159996367232,-0.21940048236846904,0.3384698058052579,-0.03187329613333175,0.07884002888634078,-0.05680194940394143,0.047995735888058576,0.14613006442825568,-0.11321300282991288,0.16962663696909944,0.23573525050049543,0.01767638954145393,0.07039261204115012,0.12983523298866143,0.04925385390290469,0.05542861357438115,-0.15053685822669705,-0.16945126015740075,0.16833236548701383,-0.17303767133421336,0.06339385259093326,0.1569041372863867,-0.16076090640761714,0.052582808550556574,-0.08953812460964751,0.0638475210025926,-0.0945690158314484,0.08650394644602356,0.38185154696730667,-0.08630304371919895,0.17810243333301398,-0.008993979195551012,0.18647872834271842,-0.01193256954946295,0.10907177479450059,0.0683089401732277,0.03350377506497872,0.06304602383168355,0.31565642702511,-0.22233732528551312,-0.015874531568487855,0.15609219852478623,-0.0303743859344691,0.19764831885783163,0.1278992190633647,0.09901453642769488,0.14301597160490104,-0.0543817086458286,0.002175008828124591,0.017106345151556193,-0.09150771020696867,-0.051037439135168075,0.07974624064848301,-0.1297837293719965,0.20755462835677932,-0.22246354326948978,-0.035329334926074346,-0.13686527904056195,0.21823007885991894,-0.10605421062379772,0.4029010601570158,0.3010860293981992,0.07153194166169587,0.07421664095388693,0.20643910587819433,0.22904593791658767,-0.016146857737939873,-0.06797268127959857,-0.06352676300571558,0.16645510597405946,0.10412923404801329,0.10264732441581714,0.060905698481219676,0.20668274522341173,-0.005757538174391478,-0.05335364812880354,0.09371954856240754,-0.051446356414808804,0.25464364939888456,0.1072752561960025,0.08169877695430808,-0.12207226047991623,0.06024320751927147,-0.011622066737363787,-0.05273746975196781,-0.16368108513029375
Thal_IL_L,0.13643635483087999,-0.15410290383329703,0.15788975432371835,0.402087441222293,0.06407296350748731,-0.12991693230942972,1.0,0.4412386285633615,0.05073750688614302,-0.2740496037234213,0.30935113406865805,0.4111714041765387,0.24424652576749725,0.164340619826948,-0.0531424729236338,0.10195389476663973,0.43251526142369917,0.5375523908427954,0.4708860889645793,0.3000882651510802,-0.01958297506197299,0.3975228745440589,0.01580327525960621,0.18939918741887615,0.13446859728475466,-0.21151486847091128,0.48720526153166643,0.21156121023152494,-0.08750992782770164,0.591762247152957,0.20845176841903926,0.3394654343977072,0.24436469871736852,0.1038918760581055,0.323754550511574,0.32666838644034596,0.05630557884953002,0.30708648401267624,0.30830313226052153,-0.2101427845080418,0.3649257277112916,0.19476855617883357,0.19887283694212118,0.3589132718464802,0.2538381161181217,-0.054531262868107125,0.11068544848410669,0.1876479813845368,0.16903981947317642,0.35139517949869853,0.3202361083529674,-0.11845057649090043,0.21941446958986932,0.39426311061141767,0.17285015016272465,0.2149261168713976,0.14104006380661618,0.22555772441805197,-0.04265590131615826,0.36545749675924794,-0.016059596977208955,-0.13078285197318287,0.017216463939202023,0.02573066550823312,0.1617308880840138,0.14637385291451835,0.320452751948177,0.1975121159086077,0.34525244254662196,-0.12463378821234407,0.3025294789314764,0.27833298764263004,0.17940735512571393,-0.0823731479224039,0.3792618625856184,0.36578104895200797,0.20004776132997076,0.06096376826934577,-0.04473372129760792,0.26310378243465693,0.4865461385274468,0.19406775207339064,0.34804838309022457,0.5091494282029698,0.4675103066451385,-0.11382998709416409,0.16260159269382166,0.5465951846103296,0.20491396612100232,0.013261688378738505,0.23923460562602167,0.16866519440332176,0.3451328077661771,0.13384675935742585,0.1366799843320794,-0.015493769816277682,0.23438592220543383,-0.11380472696082791,0.05511901351691915,0.34961714231854607,0.38105401636176983,0.0826621375302872,0.11574526437646968,-0.04263078792991201,0.23498337018276216,0.31713975943400213,0.33168700303579174,-0.060293831365355946,0.18180673501240602,0.18957750541973617,0.16592907358533596,0.09350649338324611,0.28525668453370767,0.4577971393449492,0.11514911984936617,-0.03995238549308061,0.46256744160393465,0.4181161889014031,0.23555448686023298,-0.16065871939445894
Temporal_Sup_L,0.5385190848131391,-0.6139535873057457,-0.045951398649587465,0.4807109318885897,0.1888555332243716,-0.01413176950635149,0.4412386285633615,1.0,0.4732196637468434,-0.1777010162910141,0.3001033183349899,-0.19571070602853005,0.15396177884010273,0.4150855124110342,-0.29540794043963314,-0.4925237748779127,0.08108632825428236,0.8367865375096338,0.6828775047749626,0.10990834215776514,-0.24455825013092575,0.30581434512755734,0.38330758593668324,-0.18574004689852877,-0.19235554169908922,-0.6098977647010154,0.1742277154096484,-0.10337286635370779,-0.32168669266772393,0.2662135830526908,0.1332496185360233,0.24896967231209588,-0.215858113002093,0.058900742225976965,0.24676914168219002,0.27016199100272986,-0.11853149718443891,0.27754386667416114,0.443233541157925,-0.4865511552534762,0.4822361582982965,0.1368808200954356,-0.09621080828302543,0.30362213785556436,0.29863054091316465,0.03564548144945959,0.07702903282277164,-0.4085503716429982,-0.04064270660025717,-0.21639269342810016,0.12407653843371166,-0.3632358351484893,-0.00232678502418341,0.4798916527824755,0.22952471651817943,0.0828542436955299,0.274768476873629,-0.23025920248135356,-0.07781881026441043,0.4259351771027106,-0.3459419260835882,-0.18665416365766438,0.042822991751128525,0.21421325739238337,-0.10654247634135049,-0.05486805134694976,0.1341261834962686,-0.025191975702223687,0.15598585396251785,-0.5682417858063686,0.28634683482899026,0.12288402097738552,-0.2620329031951238,-0.1083497198699167,-1.7830240761915504e-05,0.1645723289599823,0.01995534686302475,0.5656810934897021,0.0913822312367847,-0.17241390569359266,-0.037803814769536224,-0.15119104141865622,-0.10597404379821464,0.3569546388120379,0.42151459744269154,-0.2693269016035445,-0.18176157670004642,0.8324730426846704,0.04050832490849303,-0.4369972178393973,0.3429649555871747,-0.14154250879510769,-0.20585338679131912,-0.275404619674997,0.327863413272451,-0.11997555487998067,0.12550872355438344,-0.008770805573662539,-0.15644890820897575,0.4833300022821823,0.7296729737255638,0.05757197744471693,0.004645011580622778,-0.29452894368393584,0.0689528035942472,0.697641897394443,0.6606348691544444,0.20628594124034222,0.1439743951737632,0.21038092477046672,0.09281368930340818,-0.3800962481881027,0.11344864482718169,0.7478862360083773,0.5315856716940119,-0.27972599485495014,0.4669548968120194,0.20152895920285388,0.08780728569438717,-0.6193705935499099
Postcentral_R,0.3994425536854614,-0.6248535442078302,-0.37153913433095254,0.24575331704219977,0.13991981452312977,0.08733386193316182,0.05073750688614302,0.4732196637468434,1.0,0.16705637349605468,0.21550629866615847,-0.4538726508172543,0.05248811563836303,0.5411144973518129,-0.4533337100334463,-0.6881213166097015,-0.26287038727475665,0.36449990845384544,0.18958631080285163,-0.16229597521285477,-0.35456360407930976,-0.06745021304253485,0.7441722531327885,-0.12340776294529539,-0.29686001062226264,-0.5084044832321442,0.11182955357933337,-0.38959183281364185,-0.015625628821445036,0.011148469745232667,-0.1463043562881703,-0.00020647004075687565,-0.15315794537965055,-0.06210957531502381,-0.19639509466343397,0.058568602614390175,-0.1277787728756954,0.1388146048779574,0.42018621251456867,-0.5740403276206197,0.2714371496164183,-0.18769945399659826,-0.33248037868098995,0.13891971729137725,0.11968839971214133,0.07570877901662804,0.04583845572778138,-0.36896807139821175,-0.281138362714163,-0.30194353147941294,0.23867433716196593,-0.4891349934039287,0.06544416570855853,0.42690192567246293,0.1464465913826766,-0.012304262883050539,0.25253787479013645,-0.4961921365488884,-0.07001781395323746,0.03434153445944839,-0.55507494249408,-0.007961252449165856,0.16106644994794567,0.06728882728637216,-0.3156643780424736,-0.349828259532008,-0.008096665435963666,-0.09826209887844457,-0.007730608197133943,-0.4199061778446915,0.41256932821080294,-0.25508875627602196,-0.05394327673989463,-0.028204345825956677,-0.3044401843533174,-0.038237476741979415,-0.06318679702044736,0.9399721443437975,0.2050946358031658,-0.0832900553361056,-0.11440572650322034,-0.3294835062039841,-0.20176477259843978,-0.05463387781591001,0.10301932635516824,-0.2552648493753573,-0.25932056574696466,0.3753016098619479,-0.0482663226958208,-0.6405095452640733,0.3733229748133796,-0.4087098804786921,-0.15649052178018874,-0.37518115926983514,0.13603311936371335,-0.2855820341621961,-0.10511614277587843,0.16472427498291664,-0.34301446078512876,0.2417330251700336,0.42213424378594205,0.012677205089039526,0.04977233679277053,-0.1536510253703469,0.004921498354330788,0.3194868384157992,0.3957923658024561,0.7307457216353433,0.019836091082614665,-0.014180264956977754,-0.2694178245719905,-0.47565637133360245,-0.016803436474690348,0.35389478110049744,0.9182774336825571,-0.329556588918866,0.07686030086811514,-0.12358392738931367,0.012237524495155827,-0.6835437305899322
Occipital_Mid_R,0.34269943920366197,0.35460061205666893,0.23326088472127274,-0.06017166850957433,0.3806206375602884,0.10687216768290342,-0.2740496037234213,-0.1777010162910141,0.16705637349605468,1.0,-0.10902142642827725,0.02424527599140758,0.002021581449486895,0.11151656878204604,0.3205997967831414,0.05048695473742631,-0.7376116548630572,-0.36537937168115037,-0.23274497892255783,-0.12601712560578035,0.47961860729875266,-0.708836061346021,0.4190223911314983,-0.011460930322827469,0.08812657960117334,0.5470156049179368,0.011416275460551234,0.08885089288847313,0.043905558281966774,-0.4034228024898999,0.12591141708020073,-0.13509013449193177,-0.4247233053865489,0.589761763174744,-0.4516616696860585,-0.6220400338623847,0.019450073511878274,0.04476320815172469,-0.24220163627381835,0.4756708312179161,-0.5543022326957601,-0.016563475822108775,0.207226329073057,-0.49227332804182,-0.48961327409592725,0.7799146352630354,0.5780590000949872,-0.1566800720230982,-0.30203719254855865,-0.24270539231607985,-0.13395868664539984,0.42875239353195604,0.09767127927675757,-0.25579892953213323,0.3344930366990938,-0.43725115245038854,0.04819704511865349,-0.1425186906892586,0.35512447362788874,-0.46837798066381886,0.37807928694417925,0.7336116790297766,-0.14431504480615395,0.45542137574847624,-0.4399481710188861,0.004010269941907181,-0.16772189078824198,0.3772955015383897,-0.5833669754545939,0.4966716159314783,-0.5693865398874046,-0.2934986773766101,-0.03839219038762141,0.6711245179804038,-0.513211251648956,-0.4282766055272656,-0.1195783585866044,0.25616068433193206,0.7890713172982294,0.24119323590122385,-0.2720503494471256,0.13090577059555972,-0.41974640010604203,-0.7279511815623189,-0.6789119900069999,0.37428944305381395,-0.46017056890514346,-0.3862923384955284,-0.06119986942669592,0.27067932901234115,0.28678089141245316,0.09454917733516513,-0.13136701151845787,-0.044848353343040846,-0.4819824814955402,-0.3438225628016861,-0.39811915037724704,0.5437636620452448,0.03593261955785251,-0.5824355568397205,-0.11020882094956132,0.6213752840123997,0.3810914262334495,0.24407997911702994,-0.5527942181143504,-0.20110891417062524,0.27717618417589923,0.6127640971051952,-0.28632388385846347,-0.48538851564630364,0.026009668693682514,-0.1073612291483316,0.07831044740261495,-0.3469306411998517,0.07173301351024548,0.20213666474348968,-0.27604720191074084,-0.23210001978901582,-0.3019358783720305,0.2886821994023576
