,Temporal_Pole_Sup_L,Temporal_Pole_Sup_R,Vermis_10,Cingulate_Mid_L,Cerebellum_Crus1_L,Frontal_Med_Orb_R,Thal_IL_L,Temporal_Sup_L,Postcentral_R,Occipital_Mid_R,Supp_Motor_Area_R,Thal_IL_R,Supp_Motor_Area_L,Pallidum_R,Cerebellum_Crus2_R,Heschl_R,Thal_PuM_R,Frontal_Inf_Tri_L,Heschl_L,Frontal_Sup_2_L,Cerebellum_8_R,Raphe_D,Parietal_Sup_R,Thal_LP_R,Putamen_L,Temporal_Mid_R,Thal_PuA_L,Vermis_3,OFClat_R,Thal_MDl_R,Frontal_Sup_Medial_L,Frontal_Inf_Oper_R,Thal_PuL_R,Calcarine_L,Vermis_1_2,ACC_sup_L,N_Acc_L,Paracentral_Lobule_L,Frontal_Sup_2_R,Cerebellum_7b_R,Thal_LGN_R,Vermis_6,Vermis_9,Thal_PuI_R,VTA_L,Cuneus_R,Lingual_L,Thal_AV_R,ACC_sub_R,Thal_VL_R,Cingulate_Mid_R,Cerebellum_Crus1_R,Thal_AV_L,Rolandic_Oper_R,Precuneus_L,N_Acc_R,OFCmed_L,Olfactory_R,Parietal_Inf_L,Olfactory_L,Cerebellum_6_R,Angular_L,Rectus_R,SupraMarginal_L,ParaHippocampal_R,Frontal_Sup_Medial_R,Cerebellum_4_5_R,Vermis_4_5,SN_pr_L,Cerebellum_9_L,Frontal_Mid_2_R,ACC_pre_R,Thal_MDm_L,Raphe_M,LC_R,Thal_PuI_L,Rectus_L,Parietal_Inf_R,Occipital_Sup_L,Thal_PuA_R,Thal_VL_L,Cerebellum_3_R,Thal_VA_R,Thal_LP_L,Red_N_L,Cerebellum_Crus2_L,Thal_LGN_L,Frontal_Inf_Oper_L,Caudate_R,Amygdala_R,Paracentral_Lobule_R,Fusiform_R,Thal_MDm_R,Temporal_Sup_R,VTA_R,ACC_sub_L,OFCant_L,Parietal_Sup_L,OFCmed_R,ParaHippocampal_L,Fusiform_L,Calcarine_R,Cerebellum_9_R,Temporal_Pole_Mid_R,Thal_MGN_R,Amygdala_L,Insula_L,Angular_R,Frontal_Inf_Tri_R,Cerebellum_10_L,OFCpost_L,Frontal_Inf_Orb_2_R,Cerebellum_4_5_L,Hippocampus_L,SupraMarginal_R,Precentral_L,Cerebellum_3_L,Cingulate_Post_L,ACC_sup_R,Temporal_Inf_R
Vermis_3,-0.062208556684772105,0.5254943976846524,0.5781697053174131,0.02850655616760789,-0.08159498289670121,0.2649716398509628,0.21156121023152494,-0.10337286635370779,-0.38959183281364185,0.08885089288847313,0.18302021765824925,0.5910208278527119,0.28302491257500795,0.09841653908149325,0.259752821939168,0.5075588808677666,0.2567657158304259,0.06601926538936556,0.20817622707798866,0.4742295849310011,0.2668217873278037,0.004762526105070977,-0.12237869222414029,0.4489969028126398,0.5237214751618681,0.39278939547151953,0.20485794611764246,1.0,-0.15250817527624055,0.3122971324030924,0.44406950932771105,0.2550891538080589,0.22026660648782634,0.34706134255317894,0.4672999461285311,0.04998092190383002,0.3055240825277341,0.29651561294615136,0.06884069829911467,0.298237135707659,0.10243600532851066,0.41727100310185083,0.30157505255047545,0.26496698331977786,0.06268133192743841,0.20542239781264562,0.38309677277787973,0.4717621485693632,0.16823611413431755,0.5592215128986489,0.16286124707976687,0.3026937652476531,0.2411901708370646,0.026718347727216044,0.31703377722876125,0.20671785471778958,-0.2227178930526419,0.3745101317766848,0.19667450316609536,0.04782240699585217,0.42548026240649767,0.20457838378757018,-0.015647976153461175,0.0690030024706869,0.364344876019686,0.547068466515807,0.47297069226711136,0.4522318280334806,0.18825240984564737,0.30215707571942685,-0.12184946102398155,0.43583324466230683,0.35934552902643657,0.0737266941583509,0.2614608375780529,0.46560010091590315,0.12914228142762854,-0.3033242974807558,0.16314675488510855,0.3455082840496417,0.4295092243812112,0.6567470623133627,0.32731183549423243,0.08030902087886951,-0.04328306036718592,0.0012730151266392444,0.30676037896658953,-0.10317522310713434,0.5193924704512153,0.48752790268159507,0.15291254737635834,0.4294463829987301,0.4304898040776357,0.39515012064274074,0.1413323818216579,0.26234417247753955,0.21507489815694308,0.19259854145291633,0.3676916235374108,0.10822055501966676,-0.06359805421405727,0.28255676399700885,0.024925558177095193,0.126809947743917,0.07532017938963875,0.0638471103430574,0.18302497525861072,-0.10219442470329249,0.004299982136451254,0.13539739773336792,0.4597087893390988,0.43105972001936815,0.5539712598694833,0.1266236489935888,-0.3375899037772321,0.34809688277925693,0.469223283774029,0.35928752803193353,0.36124906988256306,0.40156795127023454
OFClat_R,-0.4154230042845476,0.2134601458091102,-0.15151996247074376,-0.09445162101599777,-0.1310941291690576,-0.05894576039183864,-0.08750992782770164,-0.32168669266772393,-0.015625628821445036,0.043905558281966774,-0.2097296166655652,-0.0358895267086651,-0.1898115863887494,-0.18385411933639062,0.0659480877612502,0.20481464199452845,-0.006031877758431796,-0.37993704502030895,-0.21759867761885346,-0.2242360325858901,0.016435167162785726,0.033972033249937396,-0.10633495784132332,-0.08245928944819955,0.09276421425316876,0.3172056091975861,-0.07673398943475566,-0.15250817527624055,1.0,-0.14396363092333084,-0.3842598156352091,0.17069992323653724,0.19550231690118378,-0.27705039137302,-0.3466892497651808,-0.07781339303522176,0.2839037967030883,-0.25375668672248863,-0.27118309631201176,0.13836559492583894,-0.2248041860785508,-0.24256460787204964,-0.029945283054290363,-0.1573813745421751,-0.010834755479778262,-0.18915326891178427,-0.17899033474600265,0.09817716809952183,-0.03894394072766905,-0.010260952714161598,0.08891800468629066,0.0829337892885961,0.0624643325581777,0.051783612636920724,-0.2556290126145411,0.04716474433472425,-0.21113923496613107,0.035581647193565276,0.05487507925733987,-0.1998392430536655,0.07841323339986978,0.029574959138884995,0.08384049155579947,0.0686993337790043,0.1830666404153435,-0.29499023519092726,-0.08960675475406939,-0.22620748491876683,-0.010939491495911825,0.38845007663589026,0.06683880758813225,-0.2735793712950756,0.11118076682357732,-0.027473958679361733,-0.032143416992228314,-0.21242003128765494,-0.04091432471064863,-0.13876676534223173,-0.19904741314763838,0.06805962084497834,-0.003947850953164836,0.00904479432348909,0.07525269706540784,-0.21050833611012018,-0.1516904296487074,0.2619065343927939,0.08169190933583702,-0.3602393714427778,-0.06291902409723858,0.029734691215132704,-0.21776195412766203,0.09639895693417601,0.09284330262550057,0.3489940600979108,-0.09428945116380569,-0.04278077408028062,-0.11399010681858895,-0.044225931738972164,-0.16423168970337104,-0.22030004742959636,-0.3191318195912255,-0.13644154910108197,0.024636374690105576,0.15429703108653547,-0.0010375934175031886,-0.45657229915902536,-0.16750005608522567,0.03493479160158662,0.37635488389183336,-0.25762739724714634,-0.3494736508209724,0.3605404878242247,-0.23412092706522847,-0.3787284505912021,0.051876598452299666,-0.008744025228935498,-0.35320946290007704,-0.15276066523169526,-0.028493837016628602,0.2624763450839746
Thal_MDl_R,-0.14342735904199005,0.02463833281602443,0.09610175122734094,0.46434714711275077,-0.35848352367175895,-0.01407504502489842,0.591762247152957,0.2662135830526908,0.011148469745232667,-0.4034228024898999,0.36779846502183716,0.5372976389039134,0.4319363783780154,0.1339279727682278,-0.25485106203358143,0.2718899360761887,0.6199119634206298,0.5243628386889553,0.3255276862453889,0.558782412468576,-0.2770186947528263,0.5050046232069004,0.06405634786485412,0.3668329308435342,0.36903801030660016,-0.21482165365198322,0.4416783911873652,0.3122971324030924,-0.14396363092333084,1.0,0.4112729163828405,0.4465275537370289,0.42207360278793665,-0.036985593291168295,0.5143641529521997,0.5102726920440268,0.029443469257857624,0.440140070933405,0.35855103966997764,-0.33636357380787163,0.574194942336426,0.22587631916946668,-0.039316912128519545,0.5384120737518253,0.4352544686295603,-0.19260361368345205,-0.04593753405860345,0.4295170413159213,0.2601085890590816,0.6602065886129747,0.4909161906748055,-0.32897281088742925,0.28799362986079285,0.414686559378303,0.3239214522748691,0.46787653302070703,0.15871637174318762,0.3958575104689103,0.11976251410430948,0.4452151639360939,-0.15646646003248954,-0.055754263913646136,0.17520449739195496,-0.045756073044158276,0.4789239091937748,0.43753102267914246,0.5231843310820042,0.26450056888769535,0.5931151159112237,-0.18333806165614808,0.4062823506310899,0.6144158241912313,0.31130984584267435,-0.30707570450962407,0.5562447206700206,0.5913661755604556,0.39137125519725274,0.019084995638819047,-0.14398779915645915,0.3568081832551229,0.6699824423885863,0.3604488763151847,0.6638867634301427,0.4929591159339094,0.6115727125614587,-0.514972308426581,0.5037493213507325,0.4413024869094443,0.45224447077451013,0.028296335624879983,0.31534161036829267,0.17904901667258843,0.5755416655747162,0.3275825110596245,0.35421328775337857,0.23436607393187905,0.6040700071802296,0.06299148707284247,0.3788942215715152,0.5584598367186356,0.09008390408521948,-0.09512663751320155,-0.21477545498631484,-0.2560663524712599,0.46712942806618807,0.2824167640298911,0.13349195000983996,-0.047269360694809595,0.27293309185679065,0.3731604220618438,0.36057756645488503,0.3828183843584319,0.43305352621909377,0.40442652111152516,0.043893239499289624,0.1708682628260959,0.5407437974287894,0.5651705632955998,0.48374977003809694,-0.10405877938087443
Frontal_Sup_Medial_L,0.19545692017081492,0.3286944332012811,0.26854177562643256,0.44812377988852886,-0.22143844614813493,-0.013829778381981307,0.20845176841903926,0.1332496185360233,-0.1463043562881703,0.12591141708020073,0.4436157866560598,0.5352481469769933,0.5905964407560057,0.2093968101137504,0.039600209677540646,0.29309773268072686,0.09918189959745763,0.35160175160569307,0.14315884225990802,0.8242742376229463,0.08476365099164403,0.14077854056569936,0.1867646272710091,0.2240017278552691,0.3961459171485728,0.07789684703606431,0.20444832162470028,0.44406950932771105,-0.3842598156352091,0.4112729163828405,1.0,0.2125060516484185,-0.02963260112726898,0.4492631330577467,0.35833179361324435,0.09058852813790008,0.03502273372122057,0.48813335519113704,0.2732643256303136,0.021292015412439007,0.3257772587541907,0.20914490607089678,-0.00025382659583820085,0.23775708847286264,0.045083219723049316,0.3162146693108691,0.23062669976505887,0.21173875345582208,0.1756278768427997,0.3532180080478815,0.2905315660188281,-0.006838805653121732,0.08052780912975643,0.1611507551618785,0.6741671638769784,0.2644812670685502,0.22008947795558542,0.4035674543095214,0.4116245558736124,0.326502172828187,0.09412252901549889,0.4455499776197907,-0.01347955333142252,0.22158595541505183,0.2587020105723083,0.8402712728115919,0.327689347438406,0.5259664264052142,0.19789318968074182,-0.05567371493806022,-0.1518102655768777,0.7466010969625105,0.02785916591959181,0.07398267396350833,0.26434214345621765,0.37447110177416154,0.2976427158918426,-0.017244632543145455,0.3589551550766564,0.3037181110693802,0.2579356092059923,0.461252940550102,0.28370239587999085,0.09014262239856,0.21479339385438403,-0.4381899885328402,0.25020681840100456,0.20712902016233584,0.4643650527484034,0.37457586479910004,0.4816762497530235,0.2569851640833352,0.19799777685860756,0.18545638597553255,0.04766252434429298,0.17824421209436703,0.47738133598818344,0.4560100708516118,0.585806491532701,0.28061050601667537,-0.03670505284129702,0.22223707453505942,-0.14489991520945206,-0.18522603692798334,0.20560917252739333,0.416753257158452,0.24040423624359225,0.06095619268723404,-0.057677352421309724,0.27723020280952637,0.6516442811456741,0.321453537243426,0.40893466207081164,0.3352175165276989,-0.21109245361209555,0.48293284136097037,0.39887645843246106,0.5948934038477847,0.2616591941046927,0.13319669415362564
Frontal_Inf_Oper_R,-0.18430164366729251,0.27183215780134756,0.1848753829164262,0.42486181346930363,-0.3424995415847619,-0.1294410682755705,0.3394654343977072,0.24896967231209588,-0.00020647004075687565,-0.13509013449193177,0.27205763930706944,0.34800013656798856,0.3544529993626354,-0.007126046743353145,-0.06845962343650257,0.32354754490391063,0.23829164247922524,0.39681045768937684,0.11240240668995988,0.4109426521919896,-0.1890723040313995,0.43319166380372764,0.23211580968656415,0.016261794264590804,0.3788504676430901,0.14043762229306647,-0.014862009907933038,0.2550891538080589,0.17069992323653724,0.4465275537370289,0.2125060516484185,1.0,0.10594463618985937,-0.10661700094766731,0.2363195135158668,0.21077776362320796,0.1855012481785219,0.6064299142139016,0.11588108076265857,-0.12969951560170453,0.2525647061272188,0.14364661026724446,-0.10449413075767133,0.25901142977163044,0.22613112011193562,0.04741356394104441,-0.0992407852971286,0.1062884943238399,0.20553657995726854,0.29710647015869257,0.3050985188123971,-0.08724387667313808,-0.04931506532951096,0.6387068529683171,0.4464523244114788,0.12451773979362653,0.06025201269489501,0.21084544101773978,0.4588927659905125,0.24235978303456587,-0.002077196132633792,0.07777705489184,-0.013046193393503722,0.3520232231218157,0.4622870218854843,0.349479727649253,0.42507167036472066,0.050797706763330217,0.23220143496019646,-0.011767811250169843,0.23482435349481073,0.38557479598596217,-0.19454546590658037,-0.14319618347979515,0.3353787264890766,0.34555384516420906,0.35753672224846567,0.02296023804201366,0.022380492123376627,0.17533640396694017,0.15914372496315932,0.41493833562375976,0.29795992128640936,-0.0058951259227054366,0.23028454361659886,-0.2880956363799029,0.3584838337910197,0.1919982436463931,0.1931844756104279,0.15806302933539274,0.4982301109319245,0.31330223655158485,0.10333855399390214,0.6193471262027852,0.15768742274547048,0.23641251744280445,0.46839717285270466,0.3388833661747411,0.26015950218262907,0.18085473725292636,-0.033677653374545376,-0.03979164790128399,-0.24842837770059212,-0.2716841866274026,0.19164261875224126,0.046437007007853234,0.21131768377087737,0.039529936435506265,0.7015537505017635,0.07084786734383954,0.3745148322940543,0.5812682800468468,0.10860312427377689,0.12207995039727956,0.14614317785842457,0.2819311591628334,0.1523870271664268,0.1663262924938747,0.3344050742758536,0.16703775135596505
Thal_PuL_R,-0.500801502011118,0.10145708136376527,-0.06808889493478883,-0.11662780714254752,-0.3623330021024691,0.10578243684677158,0.24436469871736852,-0.215858113002093,-0.15315794537965055,-0.4247233053865489,0.016419905711883644,0.32282637517115403,0.026719536856857344,-0.11753523712256987,-0.23023094781520795,0.31132023719248303,0.6014662628236636,-0.004160799354478421,0.09978980118252362,0.1898473139322095,-0.22296516575873704,0.3486961259087318,-0.2473818142369544,0.48934177763749903,0.21953255994547702,-0.028998873175649628,0.3444002915639018,0.22026660648782634,0.19550231690118378,0.42207360278793665,-0.02963260112726898,0.10594463618985937,1.0,-0.2505060929941203,0.2047041568846889,0.4425860879239814,0.24467492886344733,0.002927293293148207,0.09269294540606374,-0.09203488306348767,0.27462967726985027,0.11169915338263292,-0.012977372818724209,0.4343842288415455,0.28515064224465997,-0.44562424770634546,-0.14644902170894672,0.572080489085364,0.3558532233880167,0.5979149108168031,0.2488712241777187,-0.23777680886797142,0.3564285723961757,0.10798570367387765,-0.14514944096804078,0.4276301722787376,-0.18710614919926072,0.45335093456420145,-0.16271001955897776,0.2761435185604734,-0.08728075787555852,-0.23095445525346697,0.15001259660697874,-0.3463878384524947,0.5229796573114021,0.07740751410496889,0.41085675535126176,0.07606359327665192,0.5189512011742359,0.11179726461691372,0.3690200967312827,0.26478868259024263,0.5427836220200539,-0.47492643568029014,0.46877188894518584,0.444230601503594,0.19814501260630463,-0.23630905240767702,-0.37758693448661956,0.28524673430734276,0.6154403790234625,0.2026198176309265,0.6628139516573471,0.46024128573450324,0.41751092232323794,-0.19106020174908425,0.543058097100602,-0.015502726012345898,0.3550429974493042,0.015919590010458076,-0.1564860477063097,0.08169201396896661,0.6308581671990309,0.34512864900756984,0.31046709820792145,0.3121037951453037,0.3264106749350471,-0.24757062793132525,0.2345669378354653,0.29651664954571716,-0.1921885093293534,-0.26076590897314306,-0.1304134096413905,0.13350353446781152,0.4604806699031816,-0.1642375862543836,-0.2787510299948985,-0.19778950632371783,0.19755715219644698,0.24752337759480397,0.01067975950171997,0.41473856257753455,0.2869917060334978,0.08837728970217143,-0.09992650912567698,-0.0016992776708943042,0.1571165456895039,0.29611153166673726,0.42277805805543295,-0.007104055060358223
Calcarine_L,0.46082569397840417,0.2347487231359616,0.4647092310243744,0.17756147696074356,0.5369577974439198,-0.05405793370534158,0.1038918760581055,0.058900742225976965,-0.06210957531502381,0.589761763174744,0.27468466180363,0.363473935777587,0.3038617087629485,0.26781007230581705,0.4976971174876557,0.16763911130027082,-0.35096989810662277,-0.003443667617893898,0.15529069238795826,0.21310949178373434,0.6702354355039982,-0.4896393678827342,0.06885311736501835,0.23374719341125874,0.24109397001020988,0.36324425336493876,0.30793414090339233,0.34706134255317894,-0.27705039137302,-0.036985593291168295,0.4492631330577467,-0.10661700094766731,-0.2505060929941203,1.0,-0.02392916340331229,-0.19094919163825164,-0.14575782691415207,0.15479776427263955,0.0658995011639232,0.45139836748468176,-0.1558505269550626,0.3194704056944824,0.48004792985889366,-0.16283331459608802,-0.36928033231428004,0.7183072513614134,0.8551796811061201,0.0324204061171511,-0.2823046445188165,0.017178384827512626,0.07090783133251354,0.5343610290703559,0.21658803874521582,-0.09890325939191344,0.4063787061764293,-0.30346638544641513,0.20723250759849257,0.017645909634853508,0.1757563509801666,-0.27879111270058826,0.580320327370846,0.47841694447097766,-0.13725538464597964,0.28361580093909755,-0.32369605294891035,0.2420445643430366,0.16393676434668011,0.7957904129490464,-0.3016624865465957,0.31867405338102917,-0.382559709671241,-0.05875287362035107,0.08369213794707758,0.5858921444798131,-0.22559318447336457,-0.07987574405962637,-0.10330898826049419,0.015495712033686543,0.6630548198649118,0.3614951400477289,0.10719059504258005,0.23604413241106914,-0.18158779964869692,-0.21007679411830366,-0.3297084367163388,0.35346398310429467,-0.26361208835782074,-0.010802399191883215,0.14256986939563274,0.40429817359547254,0.2150414292374154,0.4073634709765031,0.09397202615984485,-0.07883105803147077,-0.3364759456399982,-0.3413794209087215,-0.3030978578435189,0.23531880191411814,0.04495068068857842,-0.28751302536647527,0.27161702880310223,0.8525528055777298,0.5050926923468206,0.3013287687499008,-0.36540716637290505,0.10636386032538653,0.3824770684517812,0.18833954416410348,-0.3566252922055707,-0.10625582836011771,0.1279228336545534,-0.12074812401440266,0.4772374319659458,0.05978223239326037,-0.15672610334673862,0.30939281610661795,0.12844207273649713,0.36457331266391796,-0.029420609884910992,0.2738001752690536
Vermis_1_2,0.041333960663321824,0.02065335309457236,0.35786589887532966,0.28606338715978674,-0.18427154333055443,-0.019737159996367232,0.323754550511574,0.24676914168219002,-0.19639509466343397,-0.4516616696860585,0.36150167035301833,0.3855286868101912,0.3311449383433812,0.15273187167788346,0.031373617281514325,0.19918286298514978,0.4785396061468566,0.4337882797573064,0.34001178978536184,0.5169437362315545,-0.08600797194968807,0.35590915418625235,-0.1818334861768635,0.22377032694001714,0.24090134072323324,-0.17672524231931172,0.12553741285264308,0.4672999461285311,-0.3466892497651808,0.5143641529521997,0.35833179361324435,0.2363195135158668,0.2047041568846889,-0.02392916340331229,1.0,0.36329811744210094,-0.027113138916146386,0.31514361111718786,0.36736873239112033,-0.19924947794042694,0.4426893043761732,0.3502796796524686,0.08691625227007373,0.4268195321893224,0.30064098273639156,-0.17703678732639846,-0.04801417367439704,0.28938208756813016,0.18560449118782382,0.42312765065625485,0.24789289199184122,-0.060637274066334165,0.09452407760145308,0.26140420626040756,0.17279495287109695,0.3198443901787888,0.05907499232177217,0.1782560927643378,-0.049887401891603955,0.3471753935161021,-0.0010915051680948555,-0.27169995940505726,0.062389173220962296,-0.1599788934092648,0.3305823622638959,0.49432401187636976,0.43223353985251506,0.11353030153554113,0.40749621630593047,-0.3080101391472332,0.25914415997860907,0.5426997104342118,0.09286857474285119,-0.20136387508480488,0.48582381039302674,0.47709443138796825,0.18914355347010742,-0.1565479918421972,-0.22663972177785305,0.07405845067372088,0.3637660043726538,0.34658394086722993,0.37394636617408405,0.4772325208784028,0.41964197142821236,-0.3359129450304336,0.3458327411731274,0.3657492234467964,0.3371570801003849,0.1488980199853269,0.07704547024156905,0.2111510993917958,0.22843471247014155,0.1571794720891874,0.31782571607024,0.29900188363820085,0.4937805578697242,-0.12180109905910372,0.20809383790643401,0.5052295389339009,0.2558203902983921,-0.06257125806898718,-0.2300023170414459,-0.184363815567249,0.33880965063294094,0.4026272788160099,0.14328766466587964,-0.28340550440831613,0.04561523195939554,0.4902715702375434,0.4530725211416083,0.1707237012700115,0.3517113944373303,0.42334547984992627,-0.12952258287711413,0.06673817443230444,0.6860837527095266,0.3700549031230847,0.32149621379156845,0.004949794696545107
ACC_sup_L,-0.22699069839502375,-0.3118158027569325,-0.22152605686856738,0.2774760911122805,-0.2680197687386428,-0.21940048236846904,0.32666838644034596,0.27016199100272986,0.058568602614390175,-0.6220400338623847,0.38311259022661037,0.12264116534681385,0.27708691195382795,0.219155629905899,-0.24239657929407343,-0.024647763127108403,0.6150478886689212,0.490837325645151,0.29456943981311157,0.2558164511769909,-0.32434709502309955,0.5862165014454789,-0.1791531773273032,0.21930457106137086,0.22943738482408993,-0.4186015729567853,0.25107905326723634,0.04998092190383002,-0.07781339303522176,0.5102726920440268,0.09058852813790008,0.21077776362320796,0.4425860879239814,-0.19094919163825164,0.36329811744210094,1.0,-0.09775047800356318,0.12620170404431155,0.35965897587123,-0.3603353162987049,0.6578779604053157,-0.0009450086348346959,-0.151809504218487,0.5888736767197392,0.4232003930881925,-0.48016765998365124,-0.17928712705889638,0.19248769902349358,0.15616647045207677,0.3994149088226437,0.39331432906467717,-0.35211072302772545,0.19463516239447,0.3890622746786283,-0.09494407954997211,0.4066732177003027,0.10562914371131611,0.09751113163946833,-0.1568798603632171,0.30274821591067824,-0.2505090382874941,-0.3328209762014071,-0.05365168408028084,-0.22308738610590656,0.2981937947085821,0.0807579199940399,0.23737535071933727,0.010120842389448754,0.4799704494209019,-0.3991564426677825,0.584116905110614,0.2763346685860465,0.17810356323302617,-0.4293843718147008,0.4064628257050912,0.5722363676104167,0.14282426310109952,-0.05486782120707823,-0.4546006058613895,0.000971433096761309,0.41720990791522916,0.0624018669215376,0.5542440743824748,0.5828007664167513,0.6682077410890127,-0.37914961806566044,0.5138751143638267,0.47329690771859595,0.24821910919344897,-0.20463851036633565,-0.017438832875628574,0.0729397810430352,0.3195920865276832,0.10537612327822873,0.36188509812111924,0.07671421092939715,0.2551626505885737,-0.3050031569503476,-0.041818635481992134,0.427201357622727,0.14379166096945736,-0.24104740188633664,-0.208485699781945,-0.21567613711923372,0.4116608061847447,0.1220331951571065,-0.03279594735722789,-0.2774489387798423,0.2750687926400182,0.3903918053916002,-0.09226480540479932,0.1497352613289121,0.10784919182637787,0.4388912676127964,0.06418366964905223,0.054915637235690526,0.29294620983536757,0.45121009419702923,0.7537802431226858,-0.2819377268348055
N_Acc_L,-0.2811644265076457,0.255204164588364,0.07420687693199958,-0.13469557314927103,-0.2474450784537197,0.3384698058052579,0.05630557884953002,-0.11853149718443891,-0.1277787728756954,0.019450073511878274,-0.14167068032506103,0.09724154476104074,-0.05373240875043281,-0.15152977936820844,-0.13943823390635432,0.2211952307953469,0.12261343984857133,-0.061229183828442516,0.0939436027884569,0.09682781179171102,-0.11799123636616408,0.04906917721672557,0.023814350634034212,0.10164949089790816,0.09537739078485662,0.15357747544213898,0.03211512455616502,0.3055240825277341,0.2839037967030883,0.029443469257857624,0.03502273372122057,0.1855012481785219,0.24467492886344733,-0.14575782691415207,-0.027113138916146386,-0.09775047800356318,1.0,0.04622337004392035,-0.14700005165445781,0.016966953534390067,0.001694883967571548,0.0005298366021048749,0.008896977205029048,0.155161873104412,0.40777717104329947,-0.04809358879845979,-0.06847550347113161,0.311128066894927,0.16616265173569733,0.25242055888948206,0.031067145535427255,-0.033914605306039035,0.04152571557290609,0.018196793339148594,0.08877049918463525,0.16022718197939625,-0.1831891703622336,0.34196085642780155,0.09098927687060805,0.3478891869623674,0.01452550933067867,0.08182217273116008,0.18915531512709483,-0.009412044889524636,0.4217563426266104,0.11612369660794547,0.14514232537264832,-0.09072263827446503,0.1876591509538212,0.22135436430931107,-0.029079352955668932,0.1571144627547989,0.16459431673392033,-0.12980274547380755,0.0882763530115781,0.17730083763806048,0.17301078600686665,-0.08879534333216231,-0.03184371039149049,0.1487407289100107,0.18936862646067773,0.22562500362181018,0.1515383075256781,-0.03442369600983185,-0.032093392706886444,-0.04446565067071881,0.23186567897077004,-0.1883101548025104,0.31987754754430753,0.06539452600546183,0.053443712001431186,0.0015434772389157597,0.2142091444892648,0.2877941818435476,0.1557718217213286,0.36008963757105705,0.17151943136516365,0.13012958043035316,0.2463402144284877,0.15719034416543784,-0.26315819653774275,-0.1604524882518424,-0.16499418836738888,0.09558158154124616,0.0958103238713169,-0.08837287740606989,0.0014196460442258765,0.0242900459806043,0.20683633337087334,-0.10282512535793263,0.19098094957006842,0.3533293066397718,0.08539728224483337,-0.00568472976449669,-0.07875843146919423,0.03163981886088598,-0.09027067062302892,-0.016734654527607893,0.058641694684096586,0.09033897508203607
Paracentral_Lobule_L,-0.03536716787009966,0.18423161706202568,0.10511044719050164,0.5503871845745072,-0.3311773569928329,-0.03187329613333175,0.30708648401267624,0.27754386667416114,0.1388146048779574,0.04476320815172469,0.5672864035636684,0.39240058214850354,0.7095467656009887,0.22137342223048145,-0.12473254143337018,0.20054846369095736,0.020112765063955235,0.49702193154187013,0.17048860490339804,0.6448733178480561,-0.18628607178993076,0.3193020803966548,0.5342215479672999,0.0444270470307249,0.3902910900221329,0.06658357137595018,0.008442509165925394,0.29651561294615136,-0.25375668672248863,0.440140070933405,0.48813335519113704,0.6064299142139016,0.002927293293148207,0.15479776427263955,0.31514361111718786,0.12620170404431155,0.04622337004392035,1.0,0.2584685708761871,-0.08026041100122284,0.3570323426375593,0.2992128895658703,-0.17690848760016872,0.2394657855214193,0.09893065770520994,0.32641522022141056,0.11189984335882984,0.0538316702227048,0.14252167303717922,0.2458447008269796,0.3109492133578927,-0.13861754911610333,-0.03523878312244139,0.6022263942970801,0.8386013566853792,0.13644421381466665,0.10643726669529593,0.10279039880912505,0.6938784666957644,0.23854947878341662,-0.024778287304929387,0.3739119055042902,-0.0016867349773628066,0.5312133063465478,0.33460868143701245,0.5168808751200382,0.5588325976815822,0.3288596131707771,0.20652992979882556,-0.12999480041458047,0.10690219989993079,0.45330434069177916,-0.1295983402900332,-0.1540608033487218,0.27644774395097055,0.4468975392880124,0.28303796862271735,0.23980922995066656,0.33792301542476777,0.2303420726755937,0.1541635810961246,0.4819728038081639,0.17727447269614455,-0.07521210533095399,0.24473636499352242,-0.4236847930267855,0.3965723230663683,0.25196743125565,0.27189586512631686,0.0729344257813105,0.8626792576217545,0.34908188069748963,0.08551368773971765,0.39544971604716816,0.1290239149331107,0.26502952315119016,0.4845268303127912,0.6348761213889216,0.3795619099828465,0.24233821739603215,0.05954213369950358,0.14368804267926635,-0.352582548562103,-0.3036592297327818,0.2612971069345287,0.1627156522959868,0.20369138194756212,0.22067279497842227,0.17904985465326162,0.07300464089372288,0.4794637864580173,0.3451875529180442,0.37138521840865774,0.20299415773918664,0.19804843730612984,0.544759993275674,0.26809000345855394,0.2835844046366515,0.281608466896054,0.05468222990746674
