,SN_pc_R,Thal_MDl_L,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,Red_N_R,Vermis_8,Thal_AV_L,Thal_LGN_R,Paracentral_Lobule_R,Vermis_9,Amygdala_R,Temporal_Sup_L,N_Acc_L,Thal_Re_R,Precentral_L,Raphe_D,Frontal_Inf_Orb_2_R,Insula_L,Postcentral_L,Vermis_7,Hippocampus_R,Cerebellum_10_R,Parietal_Sup_L,Precuneus_L,SupraMarginal_R,Vermis_6,ACC_sub_L,Occipital_Sup_R,ParaHippocampal_L,Supp_Motor_Area_L
Vermis_8,-0.2426555304347097,0.07874715477228575,-0.10213297234396439,-0.008715691145791135,-0.49762087965171936,0.34413151316234203,0.2060773804719836,0.6156216600521432,0.46654153319284414,-0.4204814028842347,1.0,0.2655588930981427,-0.44079070391909875,-0.4166197336768518,0.8419621811232758,0.35150060514100445,-0.3271892930653042,0.07411042650413492,-0.015208339618232248,-0.0184329812166153,-0.46990972868427544,-0.029234630045355137,-0.0018470016587763547,-0.21647552683860635,0.8774150824038582,-0.07751635217357537,-0.22515704630795655,-0.3211402576598984,-0.3056347176221849,-0.44663666522544093,0.39135270812057565,-0.10218351267970856,-0.02608253415374875,-0.3726027607125168,-0.1200388399797307
Thal_AV_L,0.12368768299232161,0.4272695035803409,0.01770675480608997,-0.016278709175151878,0.05028652640767147,0.10935821997798259,0.195716081397436,-0.013717008802782267,-0.0696024644945845,0.09261062356162723,0.2655588930981427,1.0,0.08641335034382454,-0.03175379391640435,0.21038774412111313,0.01605022752396542,-0.00232678502418341,0.04152571557290609,0.18352777019137806,-0.0017080046491392527,-0.07958906686408461,0.060580935500023796,0.13039651426754112,-0.12513738988341283,0.2047947358767535,0.10411355507681029,0.2543239332116501,-0.07957190827558301,0.0013271821069280939,0.0132574133748821,0.10948253146089978,-0.06540501551007809,0.055534473575110675,0.13603343150802097,0.11721841286114965
Thal_LGN_R,0.24298228109148004,0.4157081236890488,0.07398559985884214,-0.011298723333753573,0.6968387659154741,-0.22070898542916373,-0.15281607018076632,-0.6717368512191865,-0.4910630511622464,0.689049105891699,-0.44079070391909875,0.08641335034382454,1.0,0.26344766854155993,-0.33531179210461665,-0.34910941098616266,0.4822361582982965,0.001694883967571548,0.1789372398999288,0.047375074541210246,0.6288697237631301,0.09234304790688411,0.13476509586328655,-0.0023725336563098685,-0.4748067602384549,0.2429126485339493,0.561926031301571,-0.03185100374709789,0.2426956239048033,0.25364478426481574,0.09789765139842625,0.20733751781759732,-0.30405557971626496,0.7247086116915739,0.3926326821428518
Paracentral_Lobule_R,0.07358386441250399,-0.01025979795279083,0.26569386650535104,0.24247474197553198,0.29187306396966173,0.04239628252003645,0.4411053341084446,-0.257682842708906,-0.08597597281227251,0.07882994980077858,-0.4166197336768518,-0.03175379391640435,0.26344766854155993,1.0,-0.21708677893439596,-0.0077016555327931455,0.3429649555871747,0.053443712001431186,0.13800321256177311,0.4426902007048923,0.13629563889104598,0.19252787583640812,0.33698020438188664,0.5616504619813781,-0.14986082337658962,0.11124558431526466,-0.04466852209536978,0.7684696617025961,0.8626193615778562,0.36866990204610867,0.18102021674053798,0.04854889374848454,0.5169215490086372,0.16335828938692737,0.6015346666928592
Vermis_9,-0.15149973105581632,0.06371451982731619,-0.15809271333947864,-0.018407268040709867,-0.335176763869107,0.26216457902568224,0.30889686718971476,0.5176983137622433,0.41321784148765733,-0.3379189757349715,0.8419621811232758,0.21038774412111313,-0.33531179210461665,-0.21708677893439596,1.0,0.32942597063891216,-0.09621080828302543,0.008896977205029048,0.062102727967348094,0.006457749127864241,-0.38982411244741855,-0.07619572178065522,0.1875272478110734,-0.1302425260305935,0.7902418723219948,-0.12669033467457488,-0.21677701731989732,-0.1892204565957016,-0.0810054711252682,-0.2950927959550995,0.48396297751510037,-0.16655203330895207,0.10774117919995407,-0.2656629456669781,0.005080853975147079
Amygdala_R,-0.12683753524007688,-0.06787866389334585,0.45812084763352573,0.43999086695460987,-0.48721590401109444,0.7285359468546136,0.3067305153090862,0.586628343011964,0.7372060489290393,-0.4303901271337293,0.35150060514100445,0.01605022752396542,-0.34910941098616266,-0.0077016555327931455,0.32942597063891216,1.0,-0.4369972178393973,0.06539452600546183,-0.07396332098949075,0.445769361753881,-0.19555736600887721,0.5024706983053409,-0.05845483051793443,0.3365859591016703,0.4493879206695392,0.4518508394869342,-0.26644139278845336,0.20803861416550537,0.1659359773310967,-0.6375754689612119,0.11378588527290613,-0.004448472472299194,0.1199798510584088,-0.4152239186760957,0.09354271747584109
Temporal_Sup_L,0.03841444924508179,0.011225941966003565,-0.3602701075090677,-0.275404619674997,0.7093094461204114,-0.4925237748779127,-0.12501862309073675,-0.4844108517613678,-0.6193705935499099,0.3689249193858902,-0.3271892930653042,-0.00232678502418341,0.4822361582982965,0.3429649555871747,-0.09621080828302543,-0.4369972178393973,1.0,-0.11853149718443891,0.1801983423172155,-0.27972599485495014,0.30581434512755734,-0.3800962481881027,0.6606348691544444,-0.14286980589270193,-0.3429507350367115,-0.3450010288356378,0.156362349523917,-0.008770805573662539,0.22952471651817943,0.5315856716940119,0.1368808200954356,-0.11997555487998067,0.08324398488071179,0.4833300022821823,0.15396177884010273
N_Acc_L,0.025810413022736803,0.18867113232999122,0.35679913849596306,0.2877941818435476,-0.03441371481784267,0.2211952307953469,0.03368992881283817,-0.06944344852973364,0.09033897508203607,0.06629991239669644,0.07411042650413492,0.04152571557290609,0.001694883967571548,0.053443712001431186,0.008896977205029048,0.06539452600546183,-0.11853149718443891,1.0,-0.1803625267967642,0.03163981886088598,0.04906917721672557,0.3533293066397718,0.0014196460442258765,0.015230922812491676,0.03925654166582282,0.30493014987188244,0.03738696668702489,0.13012958043035316,0.08877049918463525,-0.07875843146919423,0.0005298366021048749,0.36008963757105705,-0.013209985703906432,0.15719034416543784,-0.05373240875043281
Thal_Re_R,0.12246400998422237,0.10545947982537894,-0.07760082176126681,-0.0825962509953208,0.20666064972600146,-0.07847345544840896,0.131541356618588,-0.06050444475230688,-0.08441365328663807,0.17233248874863205,-0.015208339618232248,0.18352777019137806,0.1789372398999288,0.13800321256177311,0.062102727967348094,-0.07396332098949075,0.1801983423172155,-0.1803625267967642,1.0,0.03210787563567314,0.05434778697865821,-0.06810762841899147,0.2529943278977802,-0.00028173563986529077,-0.00878756599264014,-0.03338277765373534,0.01715586919871303,0.03930058227887629,0.14075063190933831,0.18878933455802668,0.11394338585301846,-0.033524351137191176,0.10482212481013077,0.20885704009355704,0.17839823211121175
Precentral_L,-0.006225418622911508,-0.009997595896926592,0.5644543080262023,0.4697711891767833,-0.30768533535560294,0.5173472312037597,0.5163238202947186,0.27960415216572876,0.5770385203798435,-0.15101401363368688,-0.0184329812166153,-0.0017080046491392527,0.047375074541210246,0.4426902007048923,0.006457749127864241,0.445769361753881,-0.27972599485495014,0.03163981886088598,0.03210787563567314,1.0,0.04052055027224142,0.5031096868575395,-0.1511756445665275,0.8543543135456985,0.19462550362388137,0.4756240609613869,-0.2504414938406268,0.5908088751283438,0.595714735660826,-0.3616354328901013,0.1357371539718758,0.18566650679984642,0.19331155607467732,-0.17266232863377354,0.6991580983788056
Raphe_D,0.21045635222258538,0.3842345217639263,0.32274138532774754,0.3598304972935683,0.47327045083167674,0.07039901624724935,-0.4461793841682505,-0.5504868454360734,-0.23389298122907054,0.7076854691629118,-0.46990972868427544,-0.07958906686408461,0.6288697237631301,0.13629563889104598,-0.38982411244741855,-0.19555736600887721,0.30581434512755734,0.04906917721672557,0.05434778697865821,0.04052055027224142,1.0,0.3720448886304917,-0.14051600085472873,0.009530995087395962,-0.5786083537171861,0.4962193768926738,0.38275619223701757,-0.10002836721205989,0.06076877533781048,0.03805483587317055,-0.02393331321531053,0.31282847125243035,-0.5848911641501094,0.5163979910682565,0.17601367476982874
Frontal_Inf_Orb_2_R,0.049596381737416054,0.37617985981939994,0.8592656208016743,0.8246502346488892,-0.1819604770242278,0.7535910569862813,0.10259635673916796,0.0563451449094941,0.5229322680077289,0.08667735162993359,-0.029234630045355137,0.060580935500023796,0.09234304790688411,0.19252787583640812,-0.07619572178065522,0.5024706983053409,-0.3800962481881027,0.3533293066397718,-0.06810762841899147,0.5031096868575395,0.3720448886304917,1.0,-0.3010953127759992,0.3928245424879471,0.014583603756147964,0.8712445377877989,0.08952631248625806,0.32781922325675655,0.2997144968921378,-0.4027674227156773,0.07636898417473563,0.4000210669088304,-0.18059805583087996,0.008176063635341771,0.2637595929891874
Insula_L,-0.06577723464115195,-0.1926190522373153,-0.29839930329079917,-0.13923206373792926,0.31523544931881187,-0.2088373964681086,0.15271060875195344,0.013948321078127919,-0.19631317875053053,-0.07192805468215842,-0.0018470016587763547,0.13039651426754112,0.13476509586328655,0.33698020438188664,0.1875272478110734,-0.05845483051793443,0.6606348691544444,0.0014196460442258765,0.2529943278977802,-0.1511756445665275,-0.14051600085472873,-0.3010953127759992,1.0,-0.008285839436048869,0.06785836877044724,-0.33486769513957104,-0.14800741198010567,0.16452129082480701,0.2763674030116113,0.4793998738496183,0.1845439392554868,-0.11616556564250594,0.4755663692905538,0.17879324167760718,0.14090973260932643
Postcentral_L,-0.016013889863929154,-0.25517138443433646,0.46345353381018767,0.4297638966363754,-0.315539600779878,0.3493803427364734,0.3959191812422827,0.22743355967252935,0.46462182742010744,-0.22321789466437164,-0.21647552683860635,-0.12513738988341283,-0.0023725336563098685,0.5616504619813781,-0.1302425260305935,0.3365859591016703,-0.14286980589270193,0.015230922812491676,-0.00028173563986529077,0.8543543135456985,0.009530995087395962,0.3928245424879471,-0.008285839436048869,1.0,-0.008151523860948076,0.3349353321872961,-0.3645020267360401,0.7658698745983962,0.6046744665140437,-0.12689734047684922,0.012993895571270326,0.03946253530410241,0.39974427021916054,-0.299521827957404,0.508990295971866
Vermis_7,-0.2568218038354207,-0.04860377565914277,0.014613623707461047,0.01396228370793619,-0.4954028617994085,0.37173082659164325,0.5244653336789401,0.6531925227939064,0.5518539486605285,-0.5547089636789065,0.8774150824038582,0.2047947358767535,-0.4748067602384549,-0.14986082337658962,0.7902418723219948,0.4493879206695392,-0.3429507350367115,0.03925654166582282,-0.00878756599264014,0.19462550362388137,-0.5786083537171861,0.014583603756147964,0.06785836877044724,-0.008151523860948076,1.0,-0.07678735850888493,-0.3535039949581755,-0.010027567167544955,0.028751550395974695,-0.43976624982090984,0.5360306641721532,-0.09877549121485403,0.24233491553245273,-0.43293235102066746,0.07581019822347754
Hippocampus_R,0.12698042089345743,0.4333025372809626,0.8316829193490074,0.7677738498266651,-0.10866890304376475,0.7236199598167592,0.03912806637960036,-0.06771008001643124,0.4178480693886253,0.2232132244769734,-0.07751635217357537,0.10411355507681029,0.2429126485339493,0.11124558431526466,-0.12669033467457488,0.4518508394869342,-0.3450010288356378,0.30493014987188244,-0.03338277765373534,0.4756240609613869,0.4962193768926738,0.8712445377877989,-0.33486769513957104,0.3349353321872961,-0.07678735850888493,1.0,0.22728195756989983,0.2261801292138078,0.2187725831625282,-0.42185634568365704,0.08822828563947757,0.36767833156926544,-0.3061164726662466,0.13083374984967389,0.23449730024747834
Cerebellum_10_R,0.30314567257135516,0.5706410224645762,0.05887206589768271,-0.05588087991896814,0.5182373508234756,-0.10328179812561471,-0.19735509017419947,-0.6341868580744503,-0.471624179858505,0.5864673647409829,-0.22515704630795655,0.2543239332116501,0.561926031301571,-0.04466852209536978,-0.21677701731989732,-0.26644139278845336,0.156362349523917,0.03738696668702489,0.01715586919871303,-0.2504414938406268,0.38275619223701757,0.08952631248625806,-0.14800741198010567,-0.3645020267360401,-0.3535039949581755,0.22728195756989983,1.0,-0.2660169615277739,-0.06811919950831437,0.14216197035833966,0.021086182341050568,0.10853369991371288,-0.38485662070174603,0.5979388691110431,0.0574606854483673
Parietal_Sup_L,0.02196130177050635,-0.19797833578100307,0.4871648438633737,0.3452569994269966,-0.07529618733120175,0.2196722608086423,0.5836163258808075,0.014939195244920418,0.24981263882490048,-0.23323770828855267,-0.3211402576598984,-0.07957190827558301,-0.03185100374709789,0.7684696617025961,-0.1892204565957016,0.20803861416550537,-0.008770805573662539,0.13012958043035316,0.03930058227887629,0.5908088751283438,-0.10002836721205989,0.32781922325675655,0.16452129082480701,0.7658698745983962,-0.010027567167544955,0.2261801292138078,-0.2660169615277739,1.0,0.8150196945564744,0.14236900724555027,0.10461558658561321,0.05562030084613473,0.6717493168922527,-0.1418694610904947,0.4044063477495353
Precuneus_L,0.07847523335210375,0.034054783143764714,0.42398904228785494,0.28998332463672155,0.23469364145113555,0.19573149305550155,0.6974183459994979,-0.1544424032242706,0.11214066919727968,0.004779511011796238,-0.3056347176221849,0.0013271821069280939,0.2426956239048033,0.8626193615778562,-0.0810054711252682,0.1659359773310967,0.22952471651817943,0.08877049918463525,0.14075063190933831,0.595714735660826,0.06076877533781048,0.2997144968921378,0.2763674030116113,0.6046744665140437,0.028751550395974695,0.2187725831625282,-0.06811919950831437,0.8150196945564744,1.0,0.12762396831939862,0.32678125413198383,0.13491529394318888,0.5255590451156588,0.17978536982752108,0.6814771494351172
SupraMarginal_R,0.11899086830295585,-0.06648317153654526,-0.4356088566484916,-0.2240922124927076,0.4750423224565191,-0.6189687047920792,-0.14675646838609668,-0.4148445038061161,-0.6132624990091828,0.21219178544896028,-0.44663666522544093,0.0132574133748821,0.25364478426481574,0.36866990204610867,-0.2950927959550995,-0.6375754689612119,0.5315856716940119,-0.07875843146919423,0.18878933455802668,-0.3616354328901013,0.03805483587317055,-0.4027674227156773,0.4793998738496183,-0.12689734047684922,-0.43976624982090984,-0.42185634568365704,0.14216197035833966,0.14236900724555027,0.12762396831939862,1.0,-0.09761083688620668,-0.14592098140059895,0.32155695629894115,0.27285250204972256,0.023291216407464108
Vermis_6,-0.009072170043204562,0.1596093991884663,0.10545639722417359,0.08724320616243303,0.07666149761175008,0.19553260658904603,0.38547939772874024,0.003426491690613441,0.1695119937231294,-0.03667808929794739,0.39135270812057565,0.10948253146089978,0.09789765139842625,0.18102021674053798,0.48396297751510037,0.11378588527290613,0.1368808200954356,0.0005298366021048749,0.11394338585301846,0.1357371539718758,-0.02393331321531053,0.07636898417473563,0.1845439392554868,0.012993895571270326,0.5360306641721532,0.08822828563947757,0.021086182341050568,0.10461558658561321,0.32678125413198383,-0.09761083688620668,1.0,0.12436470119777711,0.05545748791196478,0.1410138944043778,0.2708559820399127
ACC_sub_L,0.05837147521855452,0.24015968342174956,0.4702459855382861,0.3452600908134959,0.1599087994150921,0.2646804582708631,-0.062309685687886224,-0.19440990173015102,0.11290707259807743,0.2439550411671417,-0.10218351267970856,-0.06540501551007809,0.20733751781759732,0.04854889374848454,-0.16655203330895207,-0.004448472472299194,-0.11997555487998067,0.36008963757105705,-0.033524351137191176,0.18566650679984642,0.31282847125243035,0.4000210669088304,-0.11616556564250594,0.03946253530410241,-0.09877549121485403,0.36767833156926544,0.10853369991371288,0.05562030084613473,0.13491529394318888,-0.14592098140059895,0.12436470119777711,1.0,-0.35709339607405777,0.3731379778398002,0.1556652485726154
Occipital_Sup_R,-0.1143142852767363,-0.43689609297043247,-0.09154759616123895,-0.10666151369598585,-0.12977969190525307,-0.10900304958369274,0.6422463750332232,0.2317683999280126,0.0736944050024893,-0.5164540169688309,-0.02608253415374875,0.055534473575110675,-0.30405557971626496,0.5169215490086372,0.10774117919995407,0.1199798510584088,0.08324398488071179,-0.013209985703906432,0.10482212481013077,0.19331155607467732,-0.5848911641501094,-0.18059805583087996,0.4755663692905538,0.39974427021916054,0.24233491553245273,-0.3061164726662466,-0.38485662070174603,0.6717493168922527,0.5255590451156588,0.32155695629894115,0.05545748791196478,-0.35709339607405777,1.0,-0.34510812745245495,0.14382187083830847
ParaHippocampal_L,0.4417280087037412,0.5316676979546965,0.08162691102608549,-0.12772356680077185,0.8140868947065983,-0.22523337083953437,-0.10909811462894357,-0.7383566092782226,-0.5521702848702045,0.7740650768250633,-0.3726027607125168,0.13603343150802097,0.7247086116915739,0.16335828938692737,-0.2656629456669781,-0.4152239186760957,0.4833300022821823,0.15719034416543784,0.20885704009355704,-0.17266232863377354,0.5163979910682565,0.008176063635341771,0.17879324167760718,-0.299521827957404,-0.43293235102066746,0.13083374984967389,0.5979388691110431,-0.1418694610904947,0.17978536982752108,0.27285250204972256,0.1410138944043778,0.3731379778398002,-0.34510812745245495,1.0,0.2764682311676011
Supp_Motor_Area_L,0.1290945872252897,0.22149470811483196,0.297981083617216,0.23136542475784913,0.1983368645341972,0.20817908255840215,0.44374870571316494,-0.08935150241056242,0.11982952898338846,0.18086428477328803,-0.1200388399797307,0.11721841286114965,0.3926326821428518,0.6015346666928592,0.005080853975147079,0.09354271747584109,0.15396177884010273,-0.05373240875043281,0.17839823211121175,0.6991580983788056,0.17601367476982874,0.2637595929891874,0.14090973260932643,0.508990295971866,0.07581019822347754,0.23449730024747834,0.0574606854483673,0.4044063477495353,0.6814771494351172,0.023291216407464108,0.2708559820399127,0.1556652485726154,0.14382187083830847,0.2764682311676011,1.0
