,SN_pc_R,Thal_MDl_L,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,Vermis_8
SN_pc_R,1.0,0.28982104797578245,0.11170679787623924,-0.05765687300613236,0.2791429964196447,-0.021703892179490654,-0.023749203321218812,-0.28798690632330276,-0.15565260675389295,-0.2426555304347097
Thal_MDl_L,0.28982104797578245,1.0,0.3162400998972016,0.24946281363586803,0.3391085055434811,0.2521751390097806,-0.022784898581521815,-0.36460164180151156,-0.12015112536811001,0.07874715477228575
OFCpost_R,0.11170679787623924,0.3162400998972016,1.0,0.7217704976779409,-0.09641981567055694,0.7018909317666975,0.24778031552421384,-0.011877382885552928,0.4922203251843261,-0.10213297234396439
Temporal_Sup_R,-0.05765687300613236,0.24946281363586803,0.7217704976779409,1.0,-0.30565213200839203,0.7747821036904337,0.037762556922187336,0.17977803507424908,0.5859137854819702,-0.008715691145791135
OFClat_L,0.2791429964196447,0.3391085055434811,-0.09641981567055694,-0.30565213200839203,1.0,-0.4930174718344738,-0.1106910212725757,-0.8095813463945097,-0.7598115279310197,-0.49762087965171936
Heschl_R,-0.021703892179490654,0.2521751390097806,0.7018909317666975,0.7747821036904337,-0.4930174718344738,1.0,0.25542704196217053,0.41565527015587705,0.7623933385476982,0.34413151316234203
Cuneus_L,-0.023749203321218812,-0.022784898581521815,0.24778031552421384,0.037762556922187336,-0.1106910212725757,0.25542704196217053,1.0,0.2002219861828963,0.2924467479133854,0.2060773804719836
Occipital_Inf_R,-0.28798690632330276,-0.36460164180151156,-0.011877382885552928,0.17977803507424908,-0.8095813463945097,0.41565527015587705,0.2002219861828963,1.0,0.785952508922556,0.6156216600521432
Temporal_Inf_R,-0.15565260675389295,-0.12015112536811001,0.4922203251843261,0.5859137854819702,-0.7598115279310197,0.7623933385476982,0.2924467479133854,0.785952508922556,1.0,0.46654153319284414
Vermis_8,-0.2426555304347097,0.07874715477228575,-0.10213297234396439,-0.008715691145791135,-0.49762087965171936,0.34413151316234203,0.2060773804719836,0.6156216600521432,0.46654153319284414,1.0
