,Thal_MDm_R,Postcentral_L,Thal_PuI_L,Thal_IL_L,Raphe_M,Thal_MDm_L,ACC_pre_R,Temporal_Pole_Sup_R,Frontal_Sup_2_R,Pallidum_L,Angular_L,Paracentral_Lobule_L,Red_N_L,Occipital_Mid_R,Precuneus_R,Temporal_Inf_R,Vermis_7,Thal_PuL_R,Frontal_Mid_2_R,Cerebellum_4_5_L,Frontal_Inf_Orb_2_L,SN_pr_R,OFClat_R,Thal_MGN_L,Postcentral_R,OFCmed_R,VTA_L,Cerebellum_9_R,Cerebellum_4_5_R,Temporal_Pole_Mid_R,Occipital_Sup_R,Thal_MDl_R,Putamen_L,Putamen_R,Cingulate_Mid_R,ACC_sub_L,Vermis_3,Rectus_R,Hippocampus_L,SN_pr_L,Frontal_Inf_Orb_2_R,Frontal_Sup_Medial_R,Lingual_R,Occipital_Inf_L,Temporal_Pole_Mid_L,ACC_pre_L,Thal_VL_R,Frontal_Inf_Tri_L,Vermis_1_2,Cerebellum_Crus1_R,Temporal_Sup_L,Heschl_L,Pallidum_R,Paracentral_Lobule_R,Calcarine_L,Thal_PuI_R,Precentral_L,Fusiform_L,Temporal_Inf_L,Supp_Motor_Area_L,Frontal_Sup_Medial_L,ParaHippocampal_R,Cerebellum_10_L,Thal_PuA_L,Thal_PuM_L,Cerebellum_7b_R,Angular_R,Supp_Motor_Area_R,Fusiform_R,Cingulate_Post_R,Thal_AV_L,Temporal_Mid_L,Vermis_10,Cuneus_L,LC_R,Caudate_L,Occipital_Mid_L,SN_pc_R,Thal_PuA_R,VTA_R,Amygdala_R,Thal_LGN_L,Cerebellum_3_R,Occipital_Inf_R,Thal_IL_R,OFCant_R,Thal_MDl_L,ACC_sup_R,Vermis_8,Precentral_R
Thal_MDm_R,1.0,-0.13104285268198132,0.538226814192055,0.3451328077661771,-0.2163286556022211,0.8264758221622794,0.3026095477322033,0.2640803324187277,0.16161755838703562,0.6427109086863563,0.09060726108574796,0.08551368773971765,0.31927137789915544,-0.13136701151845787,-0.0650027825931999,0.06773302971957951,0.270502883073012,0.6308581671990309,0.2851168266741865,0.5556772862132331,0.13424583887184974,0.1123869494103356,0.09284330262550057,0.24479278124036014,-0.15649052178018874,0.36749665368744777,0.2683004973418345,0.06282765601525962,0.4800912762076249,0.21466089089231358,-0.1612387427190445,0.5755416655747162,0.39961298326123706,0.08343825349363271,0.34938418154999035,0.16408760616500379,0.4304898040776357,0.12740898498754408,0.06306889467361691,0.4568999748307289,0.43171840168272924,0.2470387959225072,0.16770802668789758,-0.2728147706494988,0.1213319618059391,0.13353942390270687,0.7907999324071545,-0.026610226616960705,0.22843471247014155,-0.10935453796054038,-0.20585338679131912,0.20715910491229836,0.02158726305660017,0.00814699799269136,0.09397202615984485,0.42511609128141103,0.10102015911738137,-0.18450373918030946,-0.27961400998276137,0.2257407783298257,0.19799777685860756,0.4031981457670199,0.15438872411171162,0.6210208816931543,0.1208795950294364,0.018937277200462167,0.016287812644922267,0.1264100809472457,0.1515854070139059,0.6451021761918464,0.5382541003652452,-0.34584109309788336,0.13785925328118312,0.22300205750109103,0.44178629474753467,0.28012945780928256,-0.18873143523990524,0.1195102793346754,0.5434953225185375,0.27750413745259517,0.10324359955685089,0.509911048198368,0.32046774425629193,-0.1359264134222516,0.5414906291602019,0.33804325599475354,0.7437637611298806,0.44090641564024846,0.3325372038112081,-0.0724006768575198
Postcentral_L,-0.13104285268198132,1.0,0.003328280177800806,-0.09102986774386089,0.2081132653863371,-0.22242691274085938,0.1265690675743336,0.45566575155333056,-0.20808324211620388,0.11619004356977831,0.7055834412206169,0.540463976514806,-0.1869767720106621,0.3535920745296259,0.46486972512769187,0.46462182742010744,-0.008151523860948076,-0.1987500497918985,-0.36743814387037865,0.03330730113570889,-0.013766626638786911,0.15978357271527002,0.060430956602803114,0.10996089479174008,-0.07908216091928237,0.20493990424197336,-0.20098818888173373,-0.23691154333471368,0.18690558800936385,-0.21893880603150748,0.39974427021916054,0.03399491486425742,0.5202769012669936,0.21936048022295265,0.2200233685730765,0.03946253530410241,0.16385731020314057,-0.049895804727936685,-0.27958556842221566,-0.1639630554228199,0.3928245424879471,0.39019780652111163,0.17828481741448154,-0.11857338180706085,-0.30216035531899543,0.2596539337137569,0.0675920412756091,-0.040353561060322105,-0.10612631755229407,0.2052946204278801,-0.14286980589270193,-0.3711255129915908,0.15716368854419552,0.5616504619813781,0.243008867071865,-0.10387400381257936,0.8543543135456985,-0.2989134546497509,-0.45646687084437315,0.508990295971866,0.35339023336301933,0.18322759220867452,-0.14233456643362627,-0.1882660521898636,-0.43412551490217505,0.3153820886563237,0.09780844541715587,0.3280651932905245,0.4669391269194359,-0.15171824673540482,-0.12513738988341283,-0.2082556166180723,0.11998632002386218,0.3959191812422827,-0.01660810846365698,-0.09072210470758903,0.24563004819757417,-0.016013889863929154,0.22464097522353446,-0.23143006903452656,0.3365859591016703,0.23106500984706382,0.42203298487182533,0.22743355967252935,0.27261922505629277,0.0687963188999539,-0.25517138443433646,0.20187419492447667,-0.21647552683860635,-0.18413477732112207
Thal_PuI_L,0.538226814192055,0.003328280177800806,1.0,0.36578104895200797,-0.4582033794996675,0.3749569306000907,0.555962791108341,0.02010038770014479,0.3498674932569285,0.5798221469977162,-0.06443369079816404,0.4468975392880124,0.5433723484393773,-0.4282766055272656,0.14026065373266175,-0.18585095073940167,-0.10668531170082818,0.444230601503594,0.44513343269782046,0.4390371087406158,0.6290389458219924,-0.15253592600805654,-0.21242003128765494,0.440082760555427,-0.038237476741979415,0.34349660953580896,0.5402620182158626,-0.3321663176264467,0.5401067775585792,-0.13578385151870329,-0.2844612038870922,0.5913661755604556,0.34482859975243013,0.38310119649619334,0.30868504491940835,0.3240455659086407,0.46560010091590315,0.07925178552330078,0.4852852362006756,0.5850868781879413,0.36947996215010387,0.4073076715912643,0.08426113616555604,-0.5394350867303997,0.12835840831178166,0.36087927352856464,0.5941210216985708,0.452878327047926,0.47709443138796825,-0.33985748345721656,0.1645723289599823,0.34935369112942966,0.25116305644671083,0.26669086609420467,-0.07987574405962637,0.7014044930364098,0.16643558108867573,0.031060224285921062,-0.046594056898008746,0.4027763778342319,0.37447110177416154,0.5167928491985514,0.3925598522467835,0.2456620663410855,0.3513032340282881,-0.29496015400377196,-0.13326239797062886,0.3781967572440936,0.123854269955171,0.5680551003040809,0.1804768901906285,-0.16220287420098203,-0.02531515238969389,0.0158804048235673,0.49862909114871473,0.325397064302798,-0.38673072254970964,0.15293196570015585,0.12539328982615186,0.5259437495303755,-0.0606404089647987,0.698725075201118,0.31120947192577386,-0.4495202050260944,0.3488588529224355,0.5133894569690317,0.5536632095944787,0.6219778697321441,-0.13750545378909157,0.056674868020682424
Thal_IL_L,0.3451328077661771,-0.09102986774386089,0.36578104895200797,1.0,-0.0823731479224039,0.17940735512571393,0.27833298764263004,-0.15410290383329703,0.30830313226052153,0.30176431076105187,-0.13078285197318287,0.30708648401267624,0.4675103066451385,-0.2740496037234213,0.10144933270926061,-0.16065871939445894,-0.05688650546003081,0.24436469871736852,0.3025294789314764,0.28525668453370767,0.39906807430946617,-0.019101177036869924,-0.08750992782770164,0.11193177492488869,0.05073750688614302,0.05511901351691915,0.2538381161181217,0.11574526437646968,0.320452751948177,-0.04263078792991201,-0.14098103912960414,0.591762247152957,0.13446859728475466,0.40818527543055955,0.3202361083529674,-0.015493769816277682,0.21156121023152494,0.017216463939202023,0.4577971393449492,0.34525244254662196,0.09350649338324611,0.14637385291451835,0.18531667792551837,-0.08134133619454362,0.0946458520180819,0.14496928465944647,0.35139517949869853,0.5375523908427954,0.323754550511574,-0.11845057649090043,0.4412386285633615,0.4708860889645793,0.164340619826948,0.23923460562602167,0.1038918760581055,0.3589132718464802,-0.03995238549308061,0.38105401636176983,0.32432471864179435,0.24424652576749725,0.20845176841903926,0.1617308880840138,0.18957750541973617,0.48720526153166643,0.5597529777297745,-0.2101427845080418,-0.060293831365355946,0.30935113406865805,0.16866519440332176,0.3986731733873992,0.21941446958986932,0.26551197361316775,0.15788975432371835,-0.047755847167535725,0.3792618625856184,0.3682961348813394,-0.08565986070002927,0.16653577062451214,0.26310378243465693,0.1366799843320794,0.013261688378738505,0.16260159269382166,0.19406775207339064,-0.19979266151298852,0.4111714041765387,0.2615807678687208,0.45656077055482414,0.23555448686023298,0.0273491149324597,0.12484882508736722
Raphe_M,-0.2163286556022211,0.2081132653863371,-0.4582033794996675,-0.0823731479224039,1.0,-0.12476936790360879,-0.30774508465052275,0.26323047393738863,-0.1708995742948033,-0.15506807862883515,0.416892658675779,-0.1540608033487218,-0.6388029784224849,0.6711245179804038,0.05081595455841948,0.3881290897029023,0.511405033850663,-0.47492643568029014,-0.5149084458596688,-0.006741115208995484,-0.48060797473920375,0.27271875808894225,-0.027473958679361733,-0.1703333331600499,-0.028204345825956677,-0.17332938530101746,-0.4786337189240153,0.5838160912805328,-0.2777450324086957,0.22831443903600765,0.6149068040067563,-0.30707570450962407,0.08723230338218652,0.01442497784915765,0.007006930123081025,-0.522479363505189,0.0737266941583509,-0.21613805659685065,-0.3082379308414968,-0.6176911583840181,-0.22383049863883347,0.003950318681596396,0.43118251895281834,0.6786198004627035,-0.1900621331769493,-0.02939512976187543,-0.1932010714956732,-0.3080659112131573,-0.20136387508480488,0.6607977150046047,-0.1083497198699167,-0.21774638224484957,0.1019408683355556,0.019907535715480963,0.5858921444798131,-0.4693971328881291,0.12292930735812657,0.08093045441344451,0.03158387835066253,-0.044689157632950706,0.07398267396350833,-0.5948000307705442,-0.29037619647642265,0.014873998315539072,-0.2659433384912121,0.4243571776064757,0.24600056481589033,-0.06925490203227523,0.1552705386957769,-0.29276127074708974,0.019543510527600932,0.26275065091801275,0.5336938138257221,0.3797823808016935,-0.4584708746957969,0.09590607616099518,0.6906989959523268,-0.14589147377763564,0.20238174774747486,-0.599363492076846,0.45720957035308196,-0.6003724906417888,0.06236849835478558,0.663662385548979,0.12191921576425668,-0.632400306921499,-0.41332575494149887,-0.3118827944278749,0.4124959265604035,-0.06222713787059223
Thal_MDm_L,0.8264758221622794,-0.22242691274085938,0.3749569306000907,0.17940735512571393,-0.12476936790360879,1.0,0.06425962209413515,0.12281186399796652,0.15409080796417332,0.5490696722275077,0.06166600439514414,-0.1295983402900332,0.14250039370486697,-0.03839219038762141,-0.12154001654516808,-0.02262763066428221,0.2883461491324298,0.5427836220200539,0.22712422484792716,0.5139587880219062,-0.07448388888938384,0.068502855052207,0.11118076682357732,0.21661564386547535,-0.05394327673989463,0.20152466193785287,0.1480040864286352,0.17028237215864872,0.30418305431654297,0.3090719616084621,-0.1140629330497322,0.31130984584267435,0.23694976388011796,-0.05106345654333416,0.21874338977758317,0.020037261175391972,0.35934552902643657,0.17568987036030745,0.022851387100734658,0.33400679002877076,0.17039717111086786,0.02493396473702415,0.1523940448899601,-0.05573759050838029,0.20431723501476626,-0.056186999331979924,0.6000181697967569,-0.17032280106713893,0.09286857474285119,-0.081617286866474,-0.2620329031951238,0.10861506491045057,0.06829769164099952,-0.1607266123899898,0.08369213794707758,0.27681949910460246,-0.030091340036166005,-0.1306207027155158,-0.17490060364530288,0.0834767358588552,0.02785916591959181,0.17779174938676343,0.07628382397887379,0.5547301706044622,0.13323673594671376,0.04664992576029589,0.05181609185333493,0.02080797015148543,-0.021405815777201683,0.4964684996758132,0.5439327297030965,-0.25172116567593916,0.07819831912554921,0.18159608688307124,0.21769146241868867,0.31518771905801946,-0.0777538799070438,0.2586544070454193,0.4206716486628596,0.18001762545889405,0.004815085164310451,0.33152972120364443,0.16658181799083033,-0.07831657770435752,0.32308855251004687,0.11793138546728606,0.5756770694945844,0.26389258378295805,0.3642738747499303,0.0023416704266268048
ACC_pre_R,0.3026095477322033,0.1265690675743336,0.555962791108341,0.27833298764263004,-0.30774508465052275,0.06425962209413515,1.0,0.293427745717785,0.25786339476099024,0.42492713587005027,0.10456581777561776,0.45330434069177916,0.49956320058130965,-0.2934986773766101,0.14381363928751575,0.05472501825698297,-0.12426742311831335,0.26478868259024263,0.10456059044578964,0.2809391011048196,0.4576895315895693,0.05565623919640341,-0.2735793712950756,0.3194857045489263,-0.25508875627602196,0.7081829882565543,0.29621279604187706,-0.4038044404781621,0.4042837038257062,-0.3884419007531142,-0.15965042018188924,0.6144158241912313,0.34142881857985835,0.30281470857165194,0.2531750277447036,0.46593449974675116,0.43583324466230683,0.09625867213567722,0.3591630188954973,0.46955339815087266,0.5186577351645524,0.8143069798559851,-0.08483041126614126,-0.6008017074726377,-0.023503851435197936,0.8233825550505761,0.5362998395501117,0.4071945018383671,0.5426997104342118,-0.2743789471041633,0.12288402097738552,0.16789213753662544,-0.018485535893526275,0.3426662490556588,-0.05875287362035107,0.42091281162912475,0.27062999924323955,-0.16273188754380866,-0.16414947060353294,0.3637561206351587,0.7466010969625105,0.5703329548376121,0.388673027430954,0.15295186500658478,0.2679112909464066,-0.21727621443674724,-0.13549967790126843,0.24009463839356265,0.1415407269642905,0.3503366283707612,0.012787390029798222,-0.18570434024838878,0.151270305019116,0.17273417315739936,0.565216557458427,0.38631668418516985,-0.2936952870305233,0.22841641776554777,0.23311988874164866,0.3092518338971383,0.261899012623451,0.4814228508991554,0.4723925562914993,-0.3508487058887756,0.5087947081337079,0.6973140459266716,0.40677251356324856,0.36945734830465454,-0.2511477339503897,-0.24371925614192425
Temporal_Pole_Sup_R,0.2640803324187277,0.45566575155333056,0.02010038770014479,-0.15410290383329703,0.26323047393738863,0.12281186399796652,0.293427745717785,1.0,-0.4372822908039654,0.15505038854946174,0.5019573442854166,0.18423161706202568,-0.3450779033027408,0.35460061205666893,-0.1175161496315582,0.8143935203650606,0.45379464747632575,0.10145708136376527,-0.5036567315489643,0.16584751228084518,-0.23859200379915793,0.2374257251520773,0.2134601458091102,0.026780347695366052,-0.6248535442078302,0.5409812471998393,-0.27306222130474983,-0.06750817014628369,0.1737060993739886,0.13415414762845176,0.15515885578522978,0.02463833281602443,0.5657166720198417,-0.24238454477192303,-0.013948227653986671,0.2259677008087763,0.5254943976846524,-0.10537844208978167,-0.5400853085347069,-0.14408344063732606,0.7339404193220622,0.5051117209075465,0.14812088795425615,-0.1676069106929033,-0.3922611297444607,0.4333445743967028,0.403832352160318,-0.498708365397183,0.02065335309457236,0.47761995453826067,-0.6139535873057457,-0.4066846156929691,-0.3664364015992557,0.0971949232690286,0.2347487231359616,-0.20841414012359502,0.5565223816025375,-0.6537445845184691,-0.7870807050496431,0.1255054065685891,0.3286944332012811,0.33390833668523345,-0.20981065299811597,-0.07164612616803545,-0.5260837622104582,0.6426055389521955,-0.14509003031690954,-0.14392329206654106,0.4456314325940136,-0.02939886673369959,0.044730637688293315,-0.6196222116410293,0.4373986653802344,0.3884211418848994,0.1901542998266393,-0.21710465247599425,0.07154705564707699,-0.16536051550004285,0.41153724022870053,-0.23863136948346936,0.7729609533902155,0.2459288377869289,0.6207266333051219,0.529690469847657,0.5860500007941453,0.15160440360827593,0.020581049984080443,0.054552334283205814,0.30529879577622215,-0.6525785711896366
Frontal_Sup_2_R,0.16161755838703562,-0.20808324211620388,0.3498674932569285,0.30830313226052153,-0.1708995742948033,0.15409080796417332,0.25786339476099024,-0.4372822908039654,1.0,0.3209817016210052,-0.1777128339646287,0.2584685708761871,0.37855551093646517,-0.24220163627381835,0.24965577069617617,-0.46406894782577185,-0.20602155090894073,0.09269294540606374,0.6514654197371822,0.23351979344218307,0.3782696849042607,-0.12096498144258255,-0.27118309631201176,0.24593766761756622,0.42018621251456867,-0.08741830565807951,0.2541489372658287,0.058410980275068074,0.19572627842049847,-0.0976846263499054,-0.04657385983036208,0.35855103966997764,-0.11812201580764371,0.4079955374941304,0.37977472633884785,0.024460791193477677,0.06884069829911467,0.1686811041611374,0.586714579379452,0.3039828094199761,-0.2538576817312663,0.21039740375844115,0.11613154427873118,0.013726622290580522,0.25880673533357074,0.1208446979572844,0.15683852579898652,0.5851848733033499,0.36736873239112033,-0.26744944034875123,0.443233541157925,0.42777645691882726,0.4735472731403435,0.20235631769605664,0.0658995011639232,0.39500915341408743,-0.08562943874808095,0.47338848072984197,0.5060511409984457,0.4109253891344537,0.2732643256303136,-0.042872034722415096,0.39564898024669376,0.3517567926113036,0.526864082597923,-0.4545594340910983,0.21612919882598025,0.6121781138985097,-0.12952468217494587,0.3177245385577082,0.17413342522883668,0.44590041242534867,-0.042777665914485015,-0.010733864192519937,0.1512203258543525,0.4769086244226759,-0.018116016196598448,0.2330963271420958,0.1350357510267702,0.1971419168717665,-0.3093400640780534,0.06831416819548945,-0.14191532490276965,-0.3490617570417224,0.05740320423188862,0.1450950043145698,0.2437548784993506,0.25780873434173346,-0.22048790764436857,0.5546926717828119
Pallidum_L,0.6427109086863563,0.11619004356977831,0.5798221469977162,0.30176431076105187,-0.15506807862883515,0.5490696722275077,0.42492713587005027,0.15505038854946174,0.3209817016210052,1.0,0.13031290292564449,0.2628140513128674,0.3086069956027881,-0.17685400204950472,0.04830261528913977,0.07842553327728712,0.14291607410323068,0.4511151092312874,0.23216306017317961,0.5213035744206208,0.2627579682762942,0.14518741834567897,-0.14492257058541105,0.41735972329527543,-0.12500610386105898,0.29558961117346294,0.2730651386578753,-0.05432267775593802,0.4872593201755665,0.05289822601489235,-0.10436930117616129,0.5597953907944195,0.45589702037946594,0.3736233416500087,0.3856276231858033,0.23484920017962335,0.47331914459059454,0.23736167954100149,0.2222116259208367,0.46417013222171344,0.28186238742287445,0.45917287308415883,0.20676308474641406,-0.27643245707912983,-0.026279744783947557,0.2663386340688581,0.6834018918756157,0.20558085236296075,0.43631875951040483,-0.05578399158120638,-0.023007653126758603,0.19108655656726345,0.37035254668488365,0.1493308961882972,0.15735682067073967,0.42036452814771336,0.3364709018961045,-0.01435993353380424,-0.14597743098321336,0.4889500583743638,0.4125565868290165,0.3750472328590453,0.32749582639489233,0.42135769529100797,0.24972428552958395,-0.010652755990152418,-0.0501843190260241,0.37059555396014404,0.21029420975053448,0.5219725883177209,0.3376403412533858,-0.16668423005826755,0.22875545565169905,0.27462112536690786,0.3773921229510387,0.4696570935654761,-0.13259680189553988,0.1897948201593596,0.36439188022033875,0.17343008776126878,0.1297085946518358,0.478195847863087,0.2816256712972221,-0.15498616251892125,0.5461348693938841,0.28886181720671295,0.4881382152780415,0.489542780397967,0.13156961416742483,-0.03744494088150417
