,Calcarine_R,Cerebellum_3_R,Temporal_Pole_Sup_R,OFCpost_R,Paracentral_Lobule_L,Pallidum_R,Heschl_R,Cerebellum_Crus2_L,Olfactory_L,Pallidum_L,Cuneus_L,Calcarine_L,Cerebellum_3_L,Rolandic_Oper_L,Frontal_Sup_2_L,SN_pr_L,Precuneus_R,Vermis_9,Thal_PuM_L,ParaHippocampal_L,Vermis_8,Vermis_7,ACC_pre_R,ParaHippocampal_R,Thal_PuL_R,Paracentral_Lobule_R,Frontal_Inf_Orb_2_R,Frontal_Mid_2_R,N_Acc_L,Occipital_Sup_L,Thal_LP_L,Thal_IL_R,Frontal_Sup_2_R,OFCmed_L,Hippocampus_R,Caudate_R,Frontal_Sup_Medial_R,Putamen_L,Parietal_Sup_R,Hippocampus_L,Parietal_Sup_L,Thal_LGN_L,OFClat_L,Parietal_Inf_L,Frontal_Inf_Tri_R,OFCpost_L,Thal_VL_R,Cerebellum_Crus1_R,Thal_MDm_L,Fusiform_L,Cerebellum_8_L,Occipital_Mid_L,Cerebellum_10_L,Frontal_Med_Orb_R,Cerebellum_4_5_L,Temporal_Sup_R,Raphe_M,Thal_MDl_L,Occipital_Inf_L,Temporal_Pole_Mid_L,Lingual_R,Thal_VA_R,Supp_Motor_Area_R,Occipital_Inf_R,Supp_Motor_Area_L,Temporal_Pole_Sup_L,Cuneus_R,N_Acc_R,Thal_VL_L,Temporal_Mid_R,Cingulate_Mid_R,Frontal_Inf_Orb_2_L,Insula_L,Thal_Re_R,Red_N_R,Thal_VPL_L,Vermis_10,Temporal_Mid_L,Lingual_L,Thal_MDl_R,Heschl_L,Temporal_Pole_Mid_R,SN_pc_L,Postcentral_L,Frontal_Inf_Oper_L,Thal_PuI_R,Precentral_R,Vermis_3,Red_N_L,Thal_LGN_R,Cerebellum_10_R,Precentral_L,Occipital_Sup_R,Cerebellum_6_R,Thal_PuL_L,Angular_R,ACC_sub_L,Cingulate_Post_L,Angular_L,Cerebellum_6_L,Cingulate_Mid_L,OFCant_L,Thal_MGN_R,Cerebellum_7b_R,Thal_PuA_L,VTA_L,ACC_pre_L,Precuneus_L,Frontal_Inf_Tri_L,SN_pr_R
Calcarine_R,1.0,0.14905810927743693,0.16849315600181478,-0.2223138793886439,0.14368804267926635,0.29624779513444877,0.13078361413592882,0.4553501926213867,-0.3607988476754213,0.10386403003496665,0.6055397396274772,0.8525528055777298,0.031584457330253335,0.4142534949241262,0.11089557633698201,-0.3640294644685696,0.21225982337249935,0.5546588513923388,-0.13910019251379746,-0.3359030708630557,0.43925978560565915,0.6059657105928669,-0.18417757310334537,-0.3761903894633197,-0.26076590897314306,0.2126045774117655,-0.1603213658849449,-0.32293023673601234,-0.1604524882518424,0.6404385339578654,-0.27795617218123386,0.2456232150987897,0.0649600538998698,0.17884061783948535,-0.25036887062045204,0.11095249173903525,0.14137254625023726,0.19322524614916645,0.12955271942689459,-0.03758939119116974,0.22661059954362486,-0.34556443354539296,-0.2869762110882188,0.18685626587379092,-0.3490018170337006,0.06243703328013698,-0.07517314827301967,0.6380982468123616,0.02097489899655165,0.3736983754018825,0.5428679866994314,0.739706043372123,-0.15434044794234672,-0.06797268127959857,0.396016430591523,-0.061246055830912784,0.6062352501533336,-0.24168450076637502,0.6618858635051922,-0.16193004809815226,0.8607567967024238,-0.26669859337170204,0.25078779226725756,0.5402501813200806,0.22917554385719988,0.47527347020515454,0.7664966033539731,-0.43511544610524994,0.03478802523183372,0.41673762860011493,0.12350728712899604,-0.17556181548901834,0.4880085033780959,0.16279732581733294,-0.4835646063443847,0.22818400650787626,0.46001447214364694,0.3824700941876179,0.883537266877909,-0.09512663751320155,0.15083403680269278,0.2762243118356387,-0.3217341324146506,0.24980349851274522,-0.003437901106272756,-0.257558406842184,0.052822329859264806,0.28255676399700885,-0.4495751449984588,-0.24492644369521066,-0.3983173805768472,0.2420760579870893,0.6201707238175799,0.6169461241084087,-0.37582751142990467,0.29220553429510876,-0.28402741924458,0.1864093366930199,0.4324423842553388,0.4369094248376338,0.2017578323931647,-0.33828883961536416,-0.403534015779872,0.41501663664211064,0.2164153485685585,-0.4162960833612203,0.011455888350052793,0.32473844881516206,-0.03505540608298791,0.0642974463366707
Cerebellum_3_R,0.14905810927743693,1.0,0.6207266333051219,0.6146482349097803,0.4819728038081639,-0.09447725810140492,0.5919892861965084,-0.16340948775477335,0.021237773779712043,0.2816256712972221,0.3203167509814029,0.23604413241106914,0.38149866265063614,0.4066398264591032,0.5000388753424857,0.10569409526490713,0.17667407792175782,0.11789649762503594,-0.22659389159485985,-0.06700421966200926,0.08719662622227704,0.24609761266814054,0.4723925562914993,0.4106783598954214,0.2026198176309265,0.40760243942565283,0.6184085672366095,-0.24208505800074978,0.22562500362181018,0.20596512013489923,-0.1549273254748967,0.604449747008896,-0.14191532490276965,-0.12506854039350843,0.5979972195241997,0.29797590329774704,0.5337606163570334,0.7290331824864942,0.07447782521478202,-0.07105314094030603,0.4572329493263984,0.43032804866454427,-0.15652829989163985,0.5425961007738379,0.1635690211082089,0.46994887563473836,0.5060926005368359,0.1713280774627827,0.16658181799083033,-0.2659559672626726,-0.07609586611169271,-0.028672419863796098,0.03799457429720489,-0.0543817086458286,0.476273139516589,0.6323654647707694,0.06236849835478558,0.20996015363345846,-0.314848483212654,-0.21994362294509104,0.24689219832954315,0.360130575676259,0.1080307549483736,0.17254310351093188,0.32163325911609864,-0.252479059730271,0.22983029754887113,0.24842017240954398,0.2769959263350866,0.479372294845153,0.2149631311946173,0.10211139803196959,-0.036535659977622294,-0.042937070024036864,-0.059618946329823154,0.23013893191110452,0.3827097675848479,-0.36708785515404974,0.20527434959015617,0.3604488763151847,-0.047790277743536884,-0.1165699755515633,0.4033315308632195,0.42203298487182533,-0.1495331943884974,0.15934648344241714,-0.35285037225308724,0.6567470623133627,0.08931066425791281,0.0591111699057918,-0.033323112523607805,0.5015558207722581,0.10769390288789209,0.36803811871438896,-0.09153811767020464,-0.04448580410799374,0.15587536450273876,0.27700134597090814,0.36110715055740866,-0.00249648172189268,0.28330885009986856,0.3218020808777236,0.06080377699997967,0.31339807889953564,0.06487111901122226,-0.07619385822015179,0.4869667632386902,0.4803424050522815,-0.011058539676234502,0.09120340709620992
Temporal_Pole_Sup_R,0.16849315600181478,0.6207266333051219,1.0,0.732245695514018,0.18423161706202568,-0.3664364015992557,0.805420317952355,0.17311200497230553,-0.22139856160467797,0.15505038854946174,0.3884211418848994,0.2347487231359616,-0.14230105580139754,0.21601329254460475,0.3077876928983186,-0.14408344063732606,-0.1175161496315582,0.19146793829973854,-0.5260837622104582,-0.4186408831343223,0.30529879577622215,0.45379464747632575,0.293427745717785,0.33390833668523345,0.10145708136376527,0.0971949232690286,0.7339404193220622,-0.5036567315489643,0.255204164588364,0.22631396986313201,-0.42526962733744417,0.5860500007941453,-0.4372822908039654,-0.23113496410347756,0.5920631253107743,0.21937141590510278,0.5051117209075465,0.5657166720198417,-0.18813580326510615,-0.5400853085347069,0.42356477175606944,0.2459288377869289,-0.5759243829508813,0.511670292587101,0.039629496722807196,0.42997395539946304,0.403832352160318,0.47761995453826067,0.12281186399796652,-0.6537445845184691,0.23700189209643852,0.07154705564707699,-0.20981065299811597,0.02809973342315442,0.16584751228084518,0.6452487952292965,0.26323047393738863,0.020581049984080443,-0.1676069106929033,-0.3922611297444607,0.14812088795425615,0.21701801761498488,-0.14392329206654106,0.529690469847657,0.1255054065685891,-0.3946070716535851,0.28459855988511207,-0.019624123278216478,0.13962872098557916,0.8351936483849517,-0.013948227653986671,-0.23859200379915793,-0.22765028281693486,-0.16820669120731946,-0.4553451260587475,0.09305253143341707,0.4373986653802344,-0.6196222116410293,0.15192524758414966,0.02463833281602443,-0.4066846156929691,0.13415414762845176,0.30450126484104373,0.45566575155333056,-0.6199985190187367,-0.20841414012359502,-0.6525785711896366,0.5254943976846524,-0.3450779033027408,-0.39747111180177586,-0.28153119277091243,0.5565223816025375,0.15515885578522978,0.5677038185139336,-0.3963746129885452,-0.14509003031690954,0.2259677008087763,0.033952637470761625,0.5019573442854166,-0.3718502539933223,-0.09297197317056066,0.1895568926982617,-0.1230516194867466,0.6426055389521955,-0.07164612616803545,-0.27306222130474983,0.4333445743967028,0.2796604609904316,-0.498708365397183,0.2374257251520773
OFCpost_R,-0.2223138793886439,0.6146482349097803,0.732245695514018,1.0,0.3983751402153205,-0.3295861023637438,0.7018909317666975,-0.3368652320428937,0.21389920783255548,0.30600598020659475,0.24778031552421384,-0.1000182921399105,-0.018199426330412036,0.24349960133461285,0.5169489419499554,0.3097541878466829,0.07087556395904535,-0.15809271333947864,-0.2938929236851985,0.08162691102608549,-0.10213297234396439,0.014613623707461047,0.6078834184765073,0.7443031129151664,0.30783443262671456,0.26569386650535104,0.8592656208016743,-0.19511881885781684,0.35679913849596306,0.017423324637364436,-0.13184181874093084,0.5416998707876547,-0.28930392568731184,-0.2353825509124706,0.8316829193490074,0.39436279599672835,0.5876660646696915,0.5422043362296283,-0.0016421191227457528,-0.23574518150141993,0.4871648438633737,0.5926983669748079,-0.09641981567055694,0.5884515355846571,0.24875153478701942,0.5111022857240418,0.5250161209645444,-0.07354710705993435,0.1486765831336941,-0.6455478151306159,-0.2324781746730866,-0.26659081737747464,-0.003716106884299147,0.10913692584856693,0.18868863911022252,0.7217704976779409,-0.24093454754817392,0.3162400998972016,-0.6197930412460675,-0.19741032763137328,-0.15858223882322944,0.4932195045749294,-0.009798825398518769,-0.011877382885552928,0.297981083617216,-0.58213647013785,-0.01112774514026601,0.4457931950940731,0.2510087477168145,0.44669881644312653,0.13420681256485184,0.16438631200094767,-0.29839930329079917,-0.07760082176126681,0.08026989953966884,0.0018808958648232387,0.10438239711435811,-0.6681212798347638,-0.203264974712227,0.34390645021122945,-0.24454373525104503,-0.18916899636724666,0.6189195362498965,0.46345353381018767,-0.33836503388735856,0.15627119965414135,-0.5346376450114595,0.4080983768112652,0.16071259134218036,0.07398559985884214,0.05887206589768271,0.5644543080262023,-0.09154759616123895,0.11714166157344719,-0.029584366669328382,-0.17335753477771895,0.4702459855382861,0.22697669080907837,0.39695045715669663,-0.37996233628739495,0.11648377999457282,0.5884530764178477,0.331521705535201,0.24166967777119283,-0.06144132917195317,0.15772296790269283,0.5692433978558409,0.42398904228785494,-0.12131481690734518,0.22733675012351137
Paracentral_Lobule_L,0.14368804267926635,0.4819728038081639,0.18423161706202568,0.3983751402153205,1.0,0.22137342223048145,0.20054846369095736,-0.4236847930267855,0.23854947878341662,0.2628140513128674,0.3501622726146889,0.15479776427263955,0.26809000345855394,0.5253546802533683,0.6448733178480561,0.20652992979882556,0.6108696742358154,-0.17690848760016872,-0.09314996284137673,0.24233821739603215,-0.3491040615953573,-0.10991742152243884,0.45330434069177916,0.33460868143701245,0.002927293293148207,0.8626792576217545,0.3451875529180442,0.10690219989993079,0.04622337004392035,0.33792301542476777,-0.07521210533095399,0.39240058214850354,0.2584685708761871,0.10643726669529593,0.2810932616187587,0.27189586512631686,0.5168808751200382,0.3902910900221329,0.5342215479672999,0.20299415773918664,0.6348761213889216,0.3965723230663683,0.2781386522439955,0.6938784666957644,0.17904985465326162,0.4794637864580173,0.2458447008269796,-0.13861754911610333,-0.1295983402900332,0.05954213369950358,-0.37122117078102934,0.06570600208760025,0.07300464089372288,-0.03187329613333175,0.37138521840865774,0.39544971604716816,-0.1540608033487218,0.14911749317049994,-0.2900559966326879,0.008544387474464435,0.21783733495966565,0.17727447269614455,0.5672864035636684,-0.21073373410340696,0.7095467656009887,-0.03536716787009966,0.32641522022141056,0.13644421381466665,0.1541635810961246,0.06658357137595018,0.3109492133578927,0.4768744113949861,0.20369138194756212,0.12914508667246755,0.15612235349166403,0.09128493197961776,0.10511044719050164,0.0380618911481754,0.11189984335882984,0.440140070933405,0.17048860490339804,-0.3036592297327818,0.29734236383613677,0.540463976514806,0.25196743125565,0.2394657855214193,0.15872593983193928,0.29651561294615136,0.24473636499352242,0.3570323426375593,0.005043963558259986,0.544759993275674,0.21654564345190103,-0.024778287304929387,0.10728704320344061,0.22067279497842227,0.26502952315119016,0.2835844046366515,0.3739119055042902,0.1752152328421681,0.5503871845745072,0.4845268303127912,0.2612971069345287,-0.08026041100122284,0.008442509165925394,0.09893065770520994,0.4497859017670376,0.8386013566853792,0.49702193154187013,-0.05803432455395459
Pallidum_R,0.29624779513444877,-0.09447725810140492,-0.3664364015992557,-0.3295861023637438,0.22137342223048145,1.0,-0.36059423572129995,-0.1798812501525176,-0.06667457624137256,0.37035254668488365,0.15508440601380596,0.26781007230581705,0.33101231866361447,0.31134241345267366,0.18382421560766637,0.04151984900073346,0.45388304250113676,-0.08063424445104476,0.2408447348379824,0.26976400993892247,-0.21520484359145417,-0.13100105943032708,-0.018485535893526275,-0.18745860716654392,-0.11753523712256987,0.33125015984172546,-0.32900926350400894,0.2716880188969292,-0.15152977936820844,0.2811483310129241,0.08912655750009923,-0.06174864937234444,0.4735472731403435,0.13265377644790802,-0.25560312375762256,0.3512975701172544,0.09763783667804457,0.11341621770693175,0.4133567378220257,0.46522105533169034,0.16065983219874655,-0.06594268945338397,0.3168457304614541,0.042411206311891866,-0.148095298024626,-0.05439702279590758,-0.030347925562084585,-0.13275856338083694,0.06829769164099952,0.4903825226677359,-0.15117889954461097,0.30913512679528726,0.22531850165975736,0.050291422394440954,0.244759010728847,-0.2814923006699797,0.1019408683355556,-0.12201262327600881,0.2349186870266723,0.26817833077139513,0.3267933794262372,-0.08629807299632757,0.4600333242608495,-0.241269439193118,0.3497194652080728,0.40862808405149265,0.21548375339315373,0.08980016726037514,0.10299489866728942,-0.3117476689034399,0.2930957994723634,0.2907069741108911,0.5394878287091194,0.25041829809708366,0.1260063920369968,0.1497013140428727,0.002683386354834607,0.5144203547609736,0.3588637647039757,0.1339279727682278,0.2710323346735203,-0.05637150040508711,-0.2745807763955914,0.15716368854419552,0.4213210867105815,0.31312814053895616,0.5631195056875691,0.09841653908149325,0.07174050678147982,0.4176035750420154,0.11009514454170265,0.05114358553249465,0.3490923722254994,-0.16314228443912718,0.07343449027655376,0.3989409114292785,-0.15456530985667052,0.16666841381345077,0.13782860453516174,0.3977291060838887,0.2953750079703937,-0.10206585567229366,0.11519092126621489,-0.2834151362391286,0.20323690942901274,0.10284437453667983,0.0016456113312373233,0.2699603461692458,0.42329818464039276,-0.049082258783558444
Heschl_R,0.13078361413592882,0.5919892861965084,0.805420317952355,0.7018909317666975,0.20054846369095736,-0.36059423572129995,1.0,0.10452199366633814,-0.06437715883363422,0.3495762145815576,0.25542704196217053,0.16763911130027082,-0.0485906562097146,0.41798220891003546,0.3788290560402129,0.1074846476314365,-0.20681464348331108,0.26216457902568224,-0.23907964418039016,-0.22523337083953437,0.34413151316234203,0.37173082659164325,0.35773663367927994,0.4874216487038975,0.31132023719248303,0.04239628252003645,0.7535910569862813,-0.312974344830311,0.2211952307953469,0.019840145562055628,-0.13967543541395644,0.7106350986844531,-0.3523207529815845,-0.21177338036598795,0.7236199598167592,0.3769129822549107,0.49622259298398036,0.6271227263784718,-0.3518704993056988,-0.43102961994061734,0.2196722608086423,0.3578187351480001,-0.4930174718344738,0.3867638390425323,0.04294950414889152,0.32676052105283176,0.6015025893088286,0.3987453931947078,0.1889925437349764,-0.522029873563034,0.15308823343276917,-0.14593857409317315,-0.08680303565297467,-0.14736923104964003,0.23412127565906246,0.7747821036904337,0.10627370587386872,0.2521751390097806,-0.3203648277966984,-0.4449755444289943,0.11048706297689331,0.39563717899399714,-0.019237748616816423,0.41565527015587705,0.20817908255840215,-0.5129715978103223,0.10204877663786019,0.12260694498407915,0.35450607957524777,0.720769904867016,0.17748657390666944,-0.14795375642677175,-0.2088373964681086,-0.07847345544840896,-0.17454664501905717,0.2041279278267693,0.42134232024907553,-0.6324359107215597,0.07279096326963873,0.2718899360761887,-0.16656911242113565,0.062370306672126966,0.46674425852248247,0.3493803427364734,-0.39498903858493534,-0.031801371179182664,-0.6541129022611207,0.5075588808677666,-0.09825218705749036,-0.22070898542916373,-0.10328179812561471,0.5173472312037597,-0.10900304958369274,0.5256965151557105,-0.1317428731545764,-0.3198083913348518,0.2646804582708631,0.24350692779428912,0.2683596481497379,-0.2298689110160047,0.06891869167541266,0.26005902297311717,0.03592646709592865,0.4845390058887624,0.0668569010351657,-0.10335844084324737,0.36489215329725627,0.19573149305550155,-0.30607820893613036,0.2474196833082897
Cerebellum_Crus2_L,0.4553501926213867,-0.16340948775477335,0.17311200497230553,-0.3368652320428937,-0.4236847930267855,-0.1798812501525176,0.10452199366633814,1.0,-0.5414801539079289,-0.2637438609957503,-0.005108341580167539,0.35346398310429467,-0.3194849578749314,-0.008199846414645821,-0.4833527351977968,-0.5075740095747452,-0.4458332098249678,0.5545176135044652,-0.2128503548019932,-0.6570807174101019,0.6868078631908296,0.5953506483236206,-0.6599299159756118,-0.4873360328467776,-0.19106020174908425,-0.4584214397737367,-0.24878518815612638,-0.3707901798190233,-0.04446565067071881,0.0962685924237071,-0.27815244106894094,-0.06634467033813017,-0.32637420343765816,-0.1439420119691327,-0.3325153542613433,-0.31366525473668727,-0.3996004285212602,-0.1106152424064274,-0.3968403726323694,-0.4229143966659519,-0.29779517867870997,-0.49240836261825094,-0.6554417583181782,-0.19153628752846663,-0.3083787935585037,-0.31563465220343884,-0.3080314403261174,0.7763895554951689,-0.02156581032941745,0.09784346212287963,0.8628409631992109,0.3463729694026322,-0.371386384922918,-0.051037439135168075,-0.13311128836290206,-0.10248348322703545,0.5305592742621983,-0.37589968213413827,0.6822138195007706,-0.32262384756701984,0.3808417415072747,-0.4289461694594467,-0.25213914481106836,0.7741750093374121,-0.33583640169121093,0.18468765136532383,0.2332038830514246,-0.5502421465077214,-0.19734979375635697,0.49396059898037054,-0.2775687095961203,-0.5279461038527965,0.08875726958128244,-0.06315352876444813,-0.633724221953004,0.02847116216168851,0.34188375334822435,0.08251419148945618,0.414810177143409,-0.514972308426581,-0.08172388791344708,0.5356816467657407,-0.4244357096466194,-0.09151891586248001,-0.3520677709221952,-0.5305962508755666,-0.23291576563205102,0.0012730151266392444,-0.6438600709357858,-0.6314166196864247,-0.4949619853022383,-0.10285376116437785,0.10974950848159958,0.6696951233756924,-0.46998690330212667,-0.14567543171648437,-0.2908949999753939,-0.266562253448329,-0.016204023620956198,-0.007158008803296246,-0.311410412517538,-0.6857101313760166,-0.572443837446718,0.6511002286752412,-0.04114778849723119,-0.48955610383926507,-0.4568628536400453,-0.4181076034248581,-0.49919814489294956,-0.0003275414093301382
Olfactory_L,-0.3607988476754213,0.021237773779712043,-0.22139856160467797,0.21389920783255548,0.23854947878341662,-0.06667457624137256,-0.06437715883363422,-0.5414801539079289,1.0,0.1461802074968532,-0.1256771922480373,-0.27879111270058826,0.3330914726157361,-0.12735943168874642,0.3834218730218794,0.5342437776251816,0.07090542062927227,-0.21775487466386553,0.5287119061827317,0.6948610978085623,-0.3332274661185297,-0.38343668610020654,0.6013703643766024,0.4544681702944875,0.2761435185604734,0.15412149751519966,0.14716848827320164,0.32122919311221654,0.3478891869623674,-0.24630881942939647,0.5554780882251116,0.098941330086486,0.2811434053945859,0.14214003732509656,0.21600649548366793,0.22604022419370795,0.2761224333670974,-0.17307301161180216,0.06592698967362771,0.5732503228609691,-0.09750130861378271,0.2536446338333555,0.6961466316082221,-0.10639847217744279,0.23208648308940774,0.4028923031158947,0.23608590198679003,-0.49273084113848653,-0.08178012971196727,0.1356350793161113,-0.44364430138933714,-0.3717102777486749,0.33751288610000074,0.0638475210025926,0.02982058508580574,0.0353408182693777,-0.49094018645590815,0.427723676569886,-0.4486080766536262,0.2799953738336239,-0.2707127112166005,0.362422038069856,0.1492465257277552,-0.5884049790164196,0.11000435324972754,0.042243024023310295,-0.3042584699110498,0.3471152235584581,0.2728246877012071,-0.4664404248928719,0.10535461140327854,0.5992877631353086,0.1376219544295411,0.0848099310327016,0.6551490159553911,0.03430149413429032,-0.1350115553647625,0.10049032727063484,-0.34566325285191196,0.4452151639360939,0.41463523524301793,-0.30348903892574464,0.5078716674586401,-0.2473019331243015,0.5133923153095792,0.42520613439787575,0.026845292849388226,0.04782240699585217,0.6025884483420629,0.4866089565692892,0.3828447924728159,-0.15662504318746617,-0.3281643324737407,-0.4675912142239755,0.6243955199909483,-0.11272016933108431,0.47341997091841287,0.2794409841094685,-0.26916465925869354,0.1377890156131009,0.20235195308784534,0.63344133367108,0.4103131663363613,-0.4624488345124814,0.1371348113441669,0.5388929684273256,0.4248834447847973,0.16753800208045597,0.5833757518636821,0.013706541053427189
Pallidum_L,0.10386403003496665,0.2816256712972221,0.15505038854946174,0.30600598020659475,0.2628140513128674,0.37035254668488365,0.3495762145815576,-0.2637438609957503,0.1461802074968532,1.0,0.27462112536690786,0.15735682067073967,0.39171385426987465,0.365054429255101,0.5462013014197271,0.46417013222171344,0.04830261528913977,0.1091080847560042,0.24972428552958395,0.40999426256204197,0.13156961416742483,0.14291607410323068,0.42492713587005027,0.3750472328590453,0.4511151092312874,0.1493308961882972,0.28186238742287445,0.23216306017317961,0.10562067717236927,-0.017322213649663302,0.36750465562749046,0.5461348693938841,0.3209817016210052,-0.019953717616220352,0.393619618428568,0.6822279844382602,0.45917287308415883,0.45589702037946594,-0.07710795656491111,0.2222116259208367,0.06505195458956475,0.478195847863087,0.16044327183805615,0.0637138813858581,-0.10565505041715131,0.29426242229425237,0.6834018918756157,-0.05578399158120638,0.5490696722275077,-0.01435993353380424,-0.10721656667900453,-0.13259680189553988,0.32749582639489233,0.07863194537046662,0.5213035744206208,0.1983763951143875,-0.15506807862883515,0.4881382152780415,-0.27643245707912983,-0.026279744783947557,0.20676308474641406,0.5439003691547832,0.37059555396014404,-0.15498616251892125,0.4889500583743638,-0.1698044779037636,-0.05863023961936704,0.42290327884954804,0.6937880563437601,0.00042186664936666414,0.3856276231858033,0.2627579682762942,0.08707410067738706,0.230261447784092,0.3137819050292068,0.5157230610657941,0.22875545565169905,-0.16668423005826755,0.1710268142075026,0.5597953907944195,0.19108655656726345,0.05289822601489235,0.2931711377650071,0.11619004356977831,0.17838125461576962,0.42036452814771336,-0.03744494088150417,0.47331914459059454,0.3086069956027881,0.4085762710068253,0.31579349806593726,0.3364709018961045,-0.10436930117616129,0.05834842533223355,0.2970092181914487,-0.0501843190260241,0.23484920017962335,0.5217304549216321,0.13031290292564449,0.2624189408202486,0.17916261838157357,0.36770901883127294,0.4591709872683708,-0.010652755990152418,0.42135769529100797,0.2730651386578753,0.2663386340688581,0.2484972101624589,0.20558085236296075,0.14518741834567897
