,Temporal_Pole_Mid_L,Supp_Motor_Area_R,Cerebellum_10_R,LC_R,Temporal_Sup_L,Cuneus_L,Temporal_Inf_L,Thal_VPL_R,Temporal_Inf_R,OFCant_L,Cerebellum_8_L,Caudate_L,Frontal_Inf_Tri_R,Vermis_9,SN_pc_L,Precuneus_R,Occipital_Sup_R,Parietal_Inf_L,Frontal_Med_Orb_R,Cerebellum_4_5_L,Thal_AV_R,Cerebellum_Crus2_L,Postcentral_R,Cerebellum_3_R,Thal_PuM_L,ParaHippocampal_R,Vermis_3,Calcarine_R,Thal_Re_R,Cingulate_Post_L,Precuneus_L,VTA_L,Thal_VL_L,Parietal_Sup_L,Thal_MGN_L,Cerebellum_10_L,Frontal_Inf_Tri_L,Pallidum_R,Parietal_Sup_R,OFCpost_L,SN_pr_L,Thal_MDm_R,Thal_VA_L,Rolandic_Oper_R,Rolandic_Oper_L,ACC_sub_R,SupraMarginal_R,OFCpost_R,OFCant_R,Parietal_Inf_R,Occipital_Sup_L,Frontal_Mid_2_L,N_Acc_L,Olfactory_R,Temporal_Mid_L,Temporal_Sup_R,Occipital_Mid_R,Frontal_Sup_2_L,Putamen_R,Heschl_L,Thal_LP_L,Cerebellum_6_R,Lingual_R,Vermis_10,Precentral_L,OFClat_L,Frontal_Inf_Orb_2_R,Angular_L,Fusiform_L,Thal_VL_R,Vermis_1_2,SN_pr_R,Precentral_R,SN_pc_R,Paracentral_Lobule_L,Putamen_L,Cingulate_Mid_R,Thal_LGN_L,Thal_IL_L,Thal_VA_R,Thal_PuI_R,Frontal_Mid_2_R,Cerebellum_7b_L,Hippocampus_L,Cerebellum_Crus1_R,OFCmed_R,Frontal_Inf_Oper_L,Vermis_8,LC_L,Red_N_R,Cerebellum_3_L,Thal_AV_L,N_Acc_R,Hippocampus_R,Frontal_Inf_Orb_2_L,Insula_L,Thal_VPL_L,Lingual_L,Frontal_Sup_Medial_R,Thal_PuL_L,Frontal_Sup_2_R,Thal_IL_R,Temporal_Pole_Mid_R,Amygdala_L,Fusiform_R,Temporal_Pole_Sup_L,Calcarine_L,Thal_PuA_L,ParaHippocampal_L,Cerebellum_9_L,Raphe_D,Cerebellum_7b_R,Amygdala_R,Cerebellum_6_L,Rectus_L,Vermis_7,ACC_pre_L,Cingulate_Post_R,Occipital_Inf_R,Thal_PuL_R,Heschl_R,OFClat_R,Raphe_M,Cerebellum_9_R,Thal_PuA_R,Cuneus_R,Cerebellum_4_5_R,ACC_sub_L,Cerebellum_Crus1_L,SupraMarginal_L,Red_N_L,Temporal_Pole_Sup_R,Vermis_6,Temporal_Mid_R,Cingulate_Mid_L
Temporal_Pole_Mid_L,1.0,0.007855798720793582,0.4020498887814974,-0.14921205551453673,0.34662032478374605,0.06158205469536252,0.40757612881884764,-0.08502279307076975,-0.6542682209047257,0.048762751812894724,-0.2140243022622838,0.33488829366676326,0.13499043979875486,-0.23864703339756488,-0.18174806059860696,0.3589288741856649,0.21264392321688125,-0.24686211313665507,0.37141371462067985,0.17292569847890427,-0.06337340322048605,-0.32262384756701984,0.5720145140803524,-0.21994362294509104,0.16036552173451454,0.03207208348597389,-0.06891319278283196,-0.16193004809815226,-0.006589045975423973,-0.02741575475602628,0.1171551896224371,0.35012035886304793,0.1338640445269605,0.03746418905776253,0.07667029677290133,0.0895154374301173,0.3003142440046544,0.26817833077139513,0.4519025820630309,-0.11356895284409863,0.20367987663196624,0.1213319618059391,0.12326414745910959,0.11394831921645414,-0.2438026245214267,0.012223933547385253,0.5057011877315163,-0.19741032763137328,0.012598379852963594,0.6213972250518927,0.09792746552620288,0.15622936643855068,0.2482736912249191,-0.05607407416928531,0.3454296216153739,-0.2911916971778649,0.03320638770925101,-0.08307279080004683,0.2303547147573668,0.34477911141223044,0.1445363410178926,-0.5063071671748335,-0.12107288636172893,-0.24329961733624547,-0.3770215108963031,0.5150183048408637,-0.25370528735075976,-0.05239101714473923,0.25374005949859924,-0.040909677946712145,-0.09642365337839595,-0.10363329967740217,0.5215511932073583,0.15294297422702408,0.008544387474464435,-0.3606908935201158,0.07155539249176986,-0.10661658564665498,0.0946458520180819,0.007118784589954218,0.29313553976621237,0.2683112689185562,0.17952687514558024,0.4267071033230501,-0.5479486277347754,0.03477123620934424,0.2276172877912022,-0.2985671919424311,0.07985042489755374,0.2247741798803088,0.16954695001565454,0.12817245343572162,0.14423295511799913,-0.20348276242487465,0.3435702127013849,0.20908560634779413,0.017259628846934005,-0.013922489747145037,-0.2525876126546093,0.04707519406006254,0.25880673533357074,-0.27417502844108244,0.08254796772192928,0.3687084148114162,-0.5147214214586443,0.22471007168487803,-0.11074184560521419,0.19585054681232328,0.4226497939784062,-0.28070748020328196,-0.029491115254367685,-0.48995779277777,-0.43835713578704394,0.22831941607433817,-0.127964139297394,-0.27592584097098943,-0.017449634765540047,0.0036704750418943997,-0.5832414168209097,0.07325205948942373,-0.4449755444289943,-0.029800043613914688,-0.1900621331769493,0.04722558867551678,-0.09291789978040475,-0.06295078725314872,0.094842481977475,-0.052655274221482674,-0.030343075262153043,-0.17785839140116153,0.17752481232359396,-0.3922611297444607,-0.005582244529089439,-0.4941689923820896,-0.08941302725325644
Supp_Motor_Area_R,0.007855798720793582,1.0,0.155760728658049,0.16381127539300525,0.3001033183349899,0.21079543637476097,0.18672009633603437,0.20236563794533577,-0.10532496504040412,0.19152538205617622,-0.14171460612335224,0.39937479123079034,0.03984065476484647,-0.015588036012212142,0.0810336985303497,0.3740071356370355,0.0699727811176888,0.21796340674213335,-0.14567605862971236,0.2772919030904483,0.07761218987873687,-0.25213914481106836,0.21550629866615847,0.1080307549483736,0.27169077039719747,0.10593189239929836,0.18302021765824925,0.25078779226725756,0.21127338601661227,0.4553992573372584,0.45968160012693615,0.12411071860251044,0.3003995914500473,0.14231429342008142,0.24864395230533692,0.281716960720864,0.5080993424147026,0.4600333242608495,0.17345145431284387,0.1292553377752573,0.22735132337254338,0.1264100809472457,0.22880829789607451,0.4562846719807693,0.4310115354668064,-0.06963920658449098,0.17660237465060458,-0.009798825398518769,0.18939497781619286,0.18709136259854514,0.11169697718729651,0.6496093001482138,-0.14167068032506103,-0.07718073241567286,0.2762898883545302,0.045544657952642176,-0.10902142642827725,0.6128024038583667,0.5103850098428084,0.2917601269212608,0.24534100149748397,0.004803666697385044,0.27533734518752534,0.08432137275393371,0.45194910852647935,0.3157100305703955,0.05718712924035261,0.13519389748759372,0.3224880099820672,0.217894060429132,0.36150167035301833,-0.10712267804077699,0.3159535216269119,0.13375475422769528,0.5672864035636684,0.18530785817055717,0.5281149344716531,0.2288592656650031,0.30935113406865805,0.17576144728601403,0.34801891082439895,0.39241585185258804,-0.13904458058103203,0.36735572806145295,-0.02021475234926892,0.005809136103710506,0.3948208440577581,-0.15461813603990568,0.21599696768001742,0.24540009325294423,0.30629889346779354,0.10910117424503506,0.14322841753262194,0.053741161621982995,0.37063953489818846,0.2443276148130841,0.1967419377099858,0.18646138487827418,0.397947205010748,0.3090196445044657,0.6121781138985097,0.28744350148776,-0.05004446725290151,0.3089285706006955,0.29118536866213784,0.17474942959912282,0.27468466180363,0.1794444502870537,0.32314181431083394,-0.26910535397710367,0.18888265458742082,-0.1644819256327138,-0.024100780361632684,0.3668126907243687,-0.022180568669066394,-0.05897707503237733,0.1654937796277122,0.2634241215439223,-0.14940882458657748,0.016419905711883644,-0.019237748616816423,-0.2097296166655652,-0.06925490203227523,0.010842290172615099,0.1809966667474536,0.16672913705046402,0.33601869249861704,0.07734880372818975,-0.00035180650971906066,0.17979000421022903,0.27124105141025406,-0.14392329206654106,0.1530439839275344,-0.1486364361753604,0.5030339982343371
Cerebellum_10_R,0.4020498887814974,0.155760728658049,1.0,0.36409551011715385,0.156362349523917,-0.19735509017419947,0.16942861955190303,0.3398111523884876,-0.471624179858505,0.38604722633080957,-0.3415999351900094,0.3001176373686016,0.25287529566297884,-0.21677701731989732,0.17493678274161037,0.04749025778477893,-0.38485662070174603,-0.33010622939392226,0.14020508168712723,0.22636878446319894,0.30282045383821843,-0.4949619853022383,0.2010192209260012,-0.033323112523607805,0.4091747473094509,0.3318663731155371,0.02928420214925251,-0.3983173805768472,0.01715586919871303,0.3335846264160773,-0.06811919950831437,0.4554148291121219,0.46538926558477306,-0.2660169615277739,0.2938973764173844,0.47438981114542267,0.31367446576223906,0.11009514454170265,-0.02529407563468165,-0.024306733188243293,0.610944646676045,0.45523683462036263,0.520451863683481,0.14356837641861978,-0.06929552861247437,0.21799441849155396,0.14216197035833966,0.05887206589768271,0.42941564165994756,0.13911780775382923,-0.3773698225026897,0.442761746747402,0.03738696668702489,0.221114260320902,-0.025499337237725322,-0.05588087991896814,-0.5051969045405059,0.2077344681720359,0.1570114225992,0.2334737111914388,0.5400448864159252,-0.49410018124338045,-0.26797429466018824,-0.18192701418987786,-0.2504414938406268,0.5182373508234756,0.08952631248625806,-0.2914157776684613,0.10256652125066666,0.3796981333894421,0.33385751784639617,-0.08727933308352884,0.24168113802155106,0.30314567257135516,0.005043963558259986,-0.07872737381686955,0.25712028241618845,0.38475290116654937,0.23895183600016004,0.5033362755293349,0.5799788562575642,0.5793449317984263,-0.06181761956651463,0.4244685598755896,-0.6207291677462115,0.17724329084484078,0.27332179979637977,-0.22515704630795655,0.5102281179986466,0.5864673647409829,0.36270284214318055,0.2543239332116501,0.514769783177115,0.22728195756989983,0.37663316059692975,-0.14800741198010567,0.22636298963233703,-0.25732316141607847,0.030004663312261017,0.5007219100689095,0.35553456628094615,0.08991940790950574,-0.11614096912205125,0.25612830208947684,-0.30517720788263886,-0.169602117240066,-0.2854062312127466,0.31566973673160686,0.5979388691110431,-0.34513513305957877,0.38275619223701757,-0.5721148468638684,-0.26644139278845336,0.2093829398160901,0.10096467080124923,-0.3535039949581755,0.012216825013024879,0.456540022036384,-0.6341868580744503,0.47583291906049846,-0.10328179812561471,-0.06715254753517866,-0.4782284247265163,-0.12700300229151476,0.018130739872768205,-0.5281773377648806,0.263364730138224,0.10853369991371288,-0.3233714937306104,-0.4395878135741694,0.6010254718095709,-0.28153119277091243,0.021086182341050568,-0.5221129195383568,0.021033420786501583
LC_R,-0.14921205551453673,0.16381127539300525,0.36409551011715385,1.0,-1.7830240761915504e-05,-0.11890003233865766,-0.213119140345911,0.5180700895913466,0.08721591066472563,0.5898445914627303,-0.35724549434840885,0.08063659413860429,0.2809463003951854,-0.10110111796622223,0.5135347407089143,-0.09965372328344962,-0.4722319473358629,0.063246723101643,-0.015874531568487855,0.18581476532861246,0.42282524341556416,-0.4181141038030671,-0.3044401843533174,0.36966454212734284,0.2654822717640978,0.5991416782259876,0.2614608375780529,-0.31293187850316584,0.043330646351911375,0.36846294994881457,0.12578904137046648,0.28972468799989853,0.47241308835973783,-0.08406402698664105,0.16075165593236,0.39807456608432945,0.24709593801532667,-0.1740842434990528,-0.20860096061416247,0.3200738592988634,0.5028716300890153,0.44178629474753467,0.516373068335707,0.21550482042935637,0.19636914255274807,0.3492903556580658,-0.2439715854972075,0.4788653780349136,0.6386477586726634,-0.31213452495855415,-0.3223251828139794,0.41126618679508176,0.0882763530115781,0.4967540303456609,-0.325424048420653,0.46055202981015286,-0.513211251648956,0.4687742739140593,0.09124586718955303,0.15462625715925232,0.45409452977364484,-0.09166846464083764,-0.18892604759279144,0.04945917975140028,0.16457988208242097,0.2327086893123113,0.4978533333953137,-0.19254563034007904,-0.15678756625567383,0.5859876727986612,0.48582381039302674,-0.028477325278475688,-0.24381637961959102,0.13734921304211953,0.27644774395097055,0.3542459409999855,0.2708000762469202,0.5690468798937699,0.3792618625856184,0.5741735976791562,0.44041776513893016,0.2826231547203704,-0.39238381256738886,0.18283488753211247,-0.26310524806798813,0.42484482723777306,0.1992284923879993,-0.11557127662377863,0.5058908237005647,0.4412702916437031,0.3298778164438448,0.061550197004608904,0.49863615625973523,0.5763402510011975,0.3280108067412973,-0.2005458530085529,0.2246779780994055,-0.31056452772054716,0.41329815735500114,0.44520819690418123,0.1512203258543525,0.4671376528884335,-0.20830319079982593,0.06809304850877866,0.1884100039713505,-0.3966714805424722,-0.22559318447336457,0.19858546137297292,0.3812895752922274,-0.09277940576629115,0.5735241427651072,-0.14333825804804246,0.1235045815330943,0.02423360251936399,0.36031161666805545,-0.16190193134020048,0.295102897767872,0.4909005014645313,-0.2801973961062907,0.46877188894518584,0.39210260461965124,-0.032143416992228314,-0.4584708746957969,-0.3374689810491277,0.19626958709272102,-0.3495034260545219,0.380837686546217,0.36540687325263616,-0.5164144341776535,-0.17691233111734114,0.5728664579852006,0.1901542998266393,0.16959343263996696,-0.04864115104017303,0.22058532948700726
Temporal_Sup_L,0.34662032478374605,0.3001033183349899,0.156362349523917,-1.7830240761915504e-05,1.0,-0.12501862309073675,0.792582918208456,-0.21575921731133788,-0.6193705935499099,0.12550872355438344,-0.2889306624845279,0.44285194902371916,0.1439743951737632,-0.09621080828302543,-0.07020144593657324,0.3590806073941089,0.08324398488071179,-0.07781881026441043,-0.01413176950635149,0.11344864482718169,-0.4085503716429982,-0.2693269016035445,0.4732196637468434,-0.15119104141865622,0.5106563717134506,-0.10654247634135049,-0.10337286635370779,0.05757197744471693,0.1801983423172155,0.20152895920285388,0.22952471651817943,0.29863054091316465,-0.037803814769536224,-0.008770805573662539,0.08927604199717346,0.21038092477046672,0.8367865375096338,0.4150855124110342,0.38330758593668324,0.09281368930340818,0.15598585396251785,-0.20585338679131912,0.0775792818334177,0.4798916527824755,0.18246115612008923,-0.04064270660025717,0.5315856716940119,-0.3602701075090677,0.06120111841787103,0.5656810934897021,0.0913822312367847,0.3357959150632017,-0.11853149718443891,-0.23025920248135356,0.7726628801687201,-0.275404619674997,-0.1777010162910141,0.10990834215776514,0.6398994143730646,0.6828775047749626,0.3569546388120379,-0.3459419260835882,0.1342091215949335,-0.045951398649587465,-0.27972599485495014,0.7093094461204114,-0.3800962481881027,-0.18665416365766438,0.7296729737255638,-0.21639269342810016,0.24676914168219002,-0.230327226579714,0.4574556935497456,0.03841444924508179,0.27754386667416114,-0.19235554169908922,0.12407653843371166,-0.18176157670004642,0.4412386285633615,-0.10597404379821464,0.30362213785556436,0.28634683482899026,-0.008805665605192012,0.7478862360083773,-0.3632358351484893,-0.15644890820897575,0.8324730426846704,-0.3271892930653042,0.35826601653076484,0.3689249193858902,0.4669548968120194,-0.00232678502418341,0.0828542436955299,-0.3450010288356378,0.5857382705029575,0.6606348691544444,0.08064878467136224,0.07702903282277164,-0.05486805134694976,0.4468093131023518,0.443233541157925,-0.19571070602853005,-0.29452894368393584,0.697641897394443,-0.14154250879510769,0.5385190848131391,0.058900742225976965,0.1742277154096484,0.4833300022821823,-0.5682417858063686,0.30581434512755734,-0.4865511552534762,-0.4369972178393973,0.5168600592322695,0.01995534686302475,-0.3429507350367115,0.06685494490548174,0.06854559148002837,-0.4844108517613678,-0.215858113002093,-0.4925237748779127,-0.32168669266772393,-0.1083497198699167,0.004645011580622778,-0.17241390569359266,0.03564548144945959,0.1341261834962686,-0.11997555487998067,0.1888555332243716,0.21421325739238337,0.42151459744269154,-0.6139535873057457,0.1368808200954356,-0.6098977647010154,0.4807109318885897
Cuneus_L,0.06158205469536252,0.21079543637476097,-0.19735509017419947,-0.11890003233865766,-0.12501862309073675,1.0,-0.1936911645910924,0.2283979759709025,0.2924467479133854,0.04383892199748496,0.20766949242314103,0.333137964741472,-0.27287042361561353,0.30889686718971476,-0.02971201377698478,0.3798223466982801,0.6422463750332232,0.4381682683619655,0.14116990117679606,0.5564449216943848,0.1825908196556692,-0.005108341580167539,-0.04933272200841494,0.3203167509814029,-0.4006377506465029,-0.013221365356357536,0.3183394056897374,0.6055397396274772,0.131541356618588,0.28683040214038713,0.6974183459994979,-0.22479588403893555,0.1666718633532177,0.5836163258808075,0.13574035835382545,-0.11914825675435306,-0.08842495771139054,0.15508440601380596,0.3259428531713161,0.2995101422306107,-0.1502332148299167,0.22300205750109103,0.02367247522033221,-0.16865163142855447,0.2318443482485658,-0.12385767401627097,-0.14675646838609668,0.24778031552421384,-0.10674462163112722,0.10920713694253983,0.7754094557218877,0.23081550743009174,0.03368992881283817,0.16903579258182738,0.0625541977590188,0.037762556922187336,0.6235735646997373,0.4054600237893664,0.12563859124924603,-0.047695599915441755,-0.3091849800698337,0.37454505808929084,0.5866649546705187,0.3320021988733307,0.5163238202947186,-0.1106910212725757,0.10259635673916796,0.7221656707616712,-0.03969034606379052,0.165184107719398,-0.06543603511635514,0.21433636887516386,-0.10157172529781883,-0.023749203321218812,0.3501622726146889,0.20665737275105567,0.07303758847079578,-0.04896753587135424,-0.047755847167535725,-0.0017825199433685632,-0.14236808875002,-0.42115061150253724,0.10888708966453989,-0.10517946051144018,0.27291251872172617,0.3922596721480938,-0.16313255906229715,0.2060773804719836,-0.2457154803014592,-0.31393476114735663,0.004697949350197248,0.195716081397436,-0.1538663977782586,0.03912806637960036,-0.08557226304696235,0.15271060875195344,0.20527869980473087,0.647357387245746,0.40966409977973806,-0.3627779490948478,-0.010733864192519937,0.4218530314019891,0.15397827372004297,0.02799898474910579,0.3364700398643906,0.19645059628731998,0.7165988800368512,0.18564100178493162,-0.10909811462894357,0.3755399864792618,-0.4461793841682505,0.36855010448350384,0.3067305153090862,0.284569066181097,-0.029037703272094244,0.5244653336789401,0.3464966304623693,-0.032426309228225196,0.2002219861828963,-0.12060286190289553,0.25542704196217053,-0.22462122414024113,0.3797823808016935,0.17539711053833532,0.41452058553506443,0.7730621960325004,0.32979325288248795,-0.062309685687886224,0.10430356999919012,0.35779420948543,-0.28773529296009465,0.3884211418848994,0.38547939772874024,0.3601752712104352,0.12249486776919198
Temporal_Inf_L,0.40757612881884764,0.18672009633603437,0.16942861955190303,-0.213119140345911,0.792582918208456,-0.1936911645910924,1.0,-0.40759315628183024,-0.6986452681455447,-0.16047809878218475,-0.004521277401424438,0.4323873279750357,-0.11825020365166886,0.04999057942624453,-0.40648919577843917,0.1526312725476558,0.08098295366581504,-0.455418227149485,0.016840174719348507,0.035834844009391784,-0.4393285761984413,3.5357857292072286e-05,0.5570702247238807,-0.4546613889641182,0.5594362038103318,-0.44407850185427694,-0.25309575134827583,0.1375131237435892,0.21799592802944423,0.03698336353325217,-0.09556268444791033,0.11716448340989008,-0.09553984347254452,-0.32828318646250054,-0.053201773277005225,0.20963359799293885,0.622035758683726,0.4373458054986933,0.2246693094083588,-0.12797859668505931,-0.0012987267042855817,-0.27961400998276137,-0.09689930310046364,0.22150605793346645,-0.1499576157768363,-0.2078201521535897,0.566883975095132,-0.7265758506535106,-0.24447109243559428,0.6004755437183318,0.035284275554346725,0.19475461088231463,-0.25077514521228467,-0.437083372724258,0.901400635647125,-0.6460996076670921,-0.13246651339348509,-0.15090629436720487,0.42423588891357106,0.601282967263067,0.3896826286486992,-0.3223323495381777,0.16356401844158053,-0.060541693073876815,-0.5616937606472734,0.6153665515829461,-0.7234789312116733,-0.3609709324494276,0.8967554890685739,-0.4017706514673919,0.14514568485160445,-0.2758089962944338,0.6000334114974596,0.06103890722562859,-0.0557745714260961,-0.4939354672097878,-0.0036112297184105187,-0.47572984864983214,0.32432471864179435,-0.2954795367530684,0.14130561443199713,0.3379417660437006,0.26793321127510017,0.6911536657234005,-0.21562106783664894,-0.41945882720092986,0.7424676063459369,-0.1175458778071977,0.33052226646701194,0.24839884168875348,0.40903250975268945,0.040150121415581934,-0.1400743285664475,-0.6721756655372504,0.2900820304920361,0.5984413886327187,0.035598156961119364,0.1453235045813092,-0.29902729350422147,0.3416904552166242,0.5060511409984457,-0.38702623879696346,-0.060938066047525205,0.701146725717425,-0.31264504176202473,0.7495294005359479,0.07691832223011667,0.19184448018611713,0.3837816024163675,-0.5597292237291112,0.00010365892360842226,-0.5005474868980518,-0.4875959437153383,0.6238774865630581,-0.10978617285062511,-0.19884100174124855,-0.19008061623834097,-0.06209146466502864,-0.3497591160103123,-0.2579187963851039,-0.7025810122745871,-0.3296718278941276,0.03158387835066253,0.3213331604934715,-0.26406945512951,-0.009119104501561786,-0.08645012510803267,-0.2599337515971675,0.546817535993989,-0.06737372686331511,0.21215274578203214,-0.7870807050496431,0.09326133841780276,-0.6812525378233131,0.20455456517094442
Thal_VPL_R,-0.08502279307076975,0.20236563794533577,0.3398111523884876,0.5180700895913466,-0.21575921731133788,0.2283979759709025,-0.40759315628183024,1.0,0.27466156136634545,0.43959052504193413,-0.048238031057294996,0.28854953069276873,0.13440314270987164,0.1005938144446801,0.5067924726084949,-0.02118851050109951,-0.15155481561219797,0.1158124155846246,0.08418886493066308,0.47730899216671707,0.72461927778758,-0.2870004489534495,-0.32235513158850515,0.5571904648860837,0.10934595412707691,0.5179359299282651,0.5711481175193106,0.025703749982754362,-0.011226611815355675,0.4376852199162127,0.22226507496604617,0.23573262503365147,0.707516394055134,0.08485862950237706,0.2543107641179001,0.2129118193591194,0.03877686540958419,-0.015511707408989828,-0.17267106649594421,0.36843835914324463,0.397893242289014,0.7124041237995354,0.6422005495148218,0.047550340035229066,0.3036593685978157,0.29986111270289756,-0.3512442447384547,0.5323035179794391,0.40826238741369275,-0.3256417343335241,-0.06296337976280396,0.3781306584063409,0.20752794720457962,0.6068349978641963,-0.4168563771456883,0.4555047852718792,-0.12696028396553583,0.4978353741862743,0.1755406822147657,0.045595850380738906,0.23594773322460938,0.194359863467328,0.11607330564695513,0.2887718322402844,0.340282540240577,-0.0004479492192882779,0.5944136229364693,0.1598724848222356,-0.29608923786133473,0.8630538893907139,0.3915965032613862,0.19012588895386662,-0.24941673070868864,0.14891177758426802,0.24641795791560608,0.5678464666488509,0.39788566455727126,0.5310270805592617,0.27567425259290307,0.707246240163177,0.4282289454804374,0.14802986893343667,-0.15772364812359826,0.04393123676369176,-0.020112193802749898,0.5246577811266775,-0.028421382571566088,0.17751010200764486,0.2193094402107716,0.18746331056537613,0.30956789351917313,0.29582887756806137,0.3711212144831398,0.6394614904689161,0.15733864725147398,-0.12029364448664025,0.5707106247242568,0.08574883515823985,0.5216915806385696,0.2752842661821563,0.11257827321876841,0.6955471984395316,-0.010585991579250354,-0.10000942159658611,0.30438900868060514,-0.352455633723505,0.13279104550516513,0.38009494402755306,0.20771650649504575,0.23044006716993515,0.15898080799227463,0.08240442031556756,0.3993676899199784,0.08840935265496024,0.27879243606904786,0.20562663385000782,0.43811031877514983,0.5793391164170687,-0.019321197885722674,0.5112485082127675,0.5768831460640174,-0.05056133727429236,-0.0899970204557728,-0.09501554941239791,0.5330890413681585,-0.08134097016958257,0.48574564830939804,0.2124375432668752,-0.3424442910220067,-0.13980216275389012,0.30508266292097225,0.4810841339620418,0.21457840416295046,0.21534237801521613,0.1276209082049614
Temporal_Inf_R,-0.6542682209047257,-0.10532496504040412,-0.471624179858505,0.08721591066472563,-0.6193705935499099,0.2924467479133854,-0.6986452681455447,0.27466156136634545,1.0,-0.06266715524145546,0.39264577949591484,-0.3111286928055934,-0.060523059823506704,0.41321784148765733,0.19517049538657713,-0.26077840052012363,0.0736944050024893,0.44844669033763734,-0.16368108513029375,0.025875467749204947,0.2774080185910752,0.4279123850800055,-0.6835437305899322,0.4972572602316272,-0.4446993521601497,0.16519937094586346,0.40156795127023454,0.3208613638139631,-0.08441365328663807,-0.007213264242105042,0.11214066919727968,-0.41577795000768925,0.0060090974577921025,0.24981263882490048,-0.01575817021558014,-0.20140381493324674,-0.5422898346127597,-0.3506986310623059,-0.3662008609761314,0.24230552389224821,-0.25926066324933783,0.06773302971957951,-0.05165067742136002,-0.20504225180039745,0.29443403846465827,0.0021009151371417798,-0.6132624990091828,0.4922203251843261,-0.06293848981580358,-0.6871482235145813,0.18337570639485243,-0.17242498413905438,0.09033897508203607,0.27881569413862356,-0.5334319429490519,0.5859137854819702,0.2886821994023576,0.1652373178802232,-0.3155093967137137,-0.44836500026310794,-0.4122699772236483,0.7684420894586671,0.24463768027256066,0.5280619553126186,0.5770385203798435,-0.7598115279310197,0.5229322680077289,0.35474723311340006,-0.48440388599927914,0.2169901714530095,0.004949794696545107,0.31473455201286177,-0.6741485320699236,-0.15565260675389295,0.05468222990746674,0.5099515398817931,-0.0012262445671747148,0.08112558749620384,-0.16065871939445894,0.022299305555526172,-0.3750251798888831,-0.539172994242784,-0.12856059479514476,-0.6599036729740143,0.7486988961758783,0.21659891138609344,-0.574127800577929,0.46654153319284414,-0.39089447161957613,-0.5083791022813865,-0.24121902960852926,-0.0696024644945845,-0.19336405887379376,0.4178480693886253,-0.4121461973124526,-0.19631317875053053,-0.002052362531966599,0.20735951002100933,0.35567895961611734,-0.4288827495333193,-0.46406894782577185,0.5118060155642705,0.17612700164988734,-0.5298838074325608,0.6666525491637164,-0.3041481681522778,0.2738001752690536,-0.1907197849823307,-0.5521702848702045,0.7142888803238971,-0.23389298122907054,0.7409525582876104,0.7372060489290393,-0.30452005709076696,0.08923460445971494,0.5518539486605285,0.18558908804029173,-0.059958367535476356,0.785952508922556,-0.007104055060358223,0.7623933385476982,0.2624763450839746,0.3881290897029023,0.08761603978057184,0.31659722842597665,0.3379231661710695,0.08266770011010274,0.11290707259807743,-0.025698113329652158,0.30439265609611965,-0.4787816799898531,0.8143935203650606,0.1695119937231294,0.8931346003548533,-0.023118376318075687
OFCant_L,0.048762751812894724,0.19152538205617622,0.38604722633080957,0.5898445914627303,0.12550872355438344,0.04383892199748496,-0.16047809878218475,0.43959052504193413,-0.06266715524145546,1.0,-0.5450655406767002,0.10603616286184489,0.325240863772264,-0.2659448545576615,0.6457647710362141,0.171197527205287,-0.27340492709617853,0.21926214345427997,0.07153194166169587,0.23203034412115994,0.37587552792201084,-0.6857101313760166,-0.10511614277587843,0.3218020808777236,0.2088365377999982,0.6532702169806524,0.21507489815694308,-0.33828883961536416,0.10495660872617595,0.3425759773861073,0.39339914971266116,0.41279975348186027,0.37825667735101565,0.19199308331005785,0.40914820185034934,0.35093968296955363,0.3755570726729622,-0.10206585567229366,0.13224209877246787,0.6666756282010042,0.5739083556372999,0.3282199720292367,0.4920990832984529,0.3558558071483643,0.03515543602651558,0.3895321638044669,-0.028682642094342733,0.5884530764178477,0.7675603957464846,-0.034381022083651375,-0.21918308233505243,0.5142515542782763,0.17151943136516365,0.5140927647500494,-0.25601205262263016,0.3717101825229443,-0.39811915037724704,0.6569462748800776,0.11132428507653427,0.14866370713194416,0.34032920566221925,-0.31990405043981085,-0.21073767422592157,-0.037536054143200354,0.14611942797264368,0.5419193735911999,0.5458567102086106,-0.05470719352771171,-0.18343893248639892,0.4852057873071311,0.4937805578697242,0.1325163898110041,-0.05797693227869145,0.22867059945861906,0.4845268303127912,0.2005723002783234,0.21446810619027512,0.5645684087948888,0.23438592220543383,0.5406285154059285,0.38370905188150445,0.31037569015066385,-0.4713247579478062,0.2648165767750203,-0.4517518452989266,0.6104943178886381,0.23106900627958554,-0.3135272612076858,0.4127241104641234,0.5331176447299505,0.333214938075608,0.006768964120059418,0.5023744492114133,0.49104518482424525,0.5424963505180594,-0.0626746842166246,0.06971476542271166,-0.3509087457702377,0.586581685365664,0.5131529670031216,0.2189330000410136,0.3609394532312301,-0.3842253136056335,0.2934905582140624,0.07952982782641299,-0.26980219183185317,-0.3030978578435189,0.06872788691806385,0.6195968655259131,-0.2243220945732995,0.5479095946023274,-0.32459347499109154,0.006791811288893768,0.047369023797555795,0.48074961029350644,-0.2626872724816658,0.5963318089818739,0.3304532858915145,-0.47853863641249333,0.3264106749350471,0.26005902297311717,-0.11399010681858895,-0.5288399665187389,-0.5502539983642637,0.13997229588633184,-0.2521943854209068,0.4540350753285294,0.5753229764458728,-0.6543727036918986,-0.09580263875765607,0.5695839318711922,0.1895568926982617,0.1636628411904098,-0.18346276489444668,0.2659560024415695
