,Cerebellum_Crus2_L,Vermis_10,SN_pc_L,Thal_PuM_L,Cerebellum_9_R,Thal_MDm_R,Supp_Motor_Area_R,Cerebellum_Crus1_R,Rectus_L,OFClat_L,Frontal_Mid_2_R,Cerebellum_7b_L,OFCmed_L,Thal_PuI_R,Temporal_Sup_R,Parietal_Inf_L,LC_L,Cuneus_L,Cingulate_Post_R,Frontal_Inf_Oper_L,Cerebellum_6_L,Lingual_R,Parietal_Sup_L,OFCpost_R,Temporal_Mid_R,Occipital_Sup_L,Caudate_R,Occipital_Inf_R,Amygdala_L,OFCant_R,Olfactory_L,Heschl_R,Occipital_Mid_L,Thal_MDl_L,Cerebellum_10_R,Rectus_R,Rolandic_Oper_L,Temporal_Inf_L,Thal_AV_R,Hippocampus_L,Cerebellum_8_R,Supp_Motor_Area_L,Thal_LGN_L,Parietal_Inf_R,SupraMarginal_R,Lingual_L,Precentral_L,ACC_sup_L,Angular_R,Raphe_D,Temporal_Pole_Sup_L,Paracentral_Lobule_R,LC_R,Thal_PuI_L,Pallidum_R,ACC_sub_R,Thal_VPL_L,Heschl_L,Thal_VA_L,Cerebellum_4_5_R,Cerebellum_Crus2_R,Thal_LP_R,Postcentral_L,Olfactory_R,ACC_sub_L,ACC_sup_R,Postcentral_R,Thal_PuL_L,OFCant_L,ACC_pre_L,Cerebellum_3_L,Cerebellum_8_L,Thal_Re_R,Temporal_Pole_Mid_L,Frontal_Inf_Orb_2_L,Calcarine_L,Cerebellum_9_L,Cerebellum_3_R,Frontal_Mid_2_L,Vermis_7
Cerebellum_Crus2_L,1.0,0.34188375334822435,-0.4244357096466194,-0.2128503548019932,0.6240744582619687,-0.17426243064732744,-0.25213914481106836,0.7763895554951689,-0.2503792310503012,-0.6554417583181782,-0.3707901798190233,0.5365466381012147,-0.1439420119691327,-0.5305962508755666,-0.10248348322703545,-0.19153628752846663,-0.4095116159304583,-0.005108341580167539,-0.2829662351661553,-0.3520677709221952,-0.007158008803296246,0.3808417415072747,-0.29779517867870997,-0.3368652320428937,0.49396059898037054,0.0962685924237071,-0.31366525473668727,0.7741750093374121,-0.37330531694190555,-0.6236944794796013,-0.5414801539079289,0.10452199366633814,0.3463729694026322,-0.37589968213413827,-0.4949619853022383,-0.1308674772411463,-0.008199846414645821,3.5357857292072286e-05,-0.11269459140856733,-0.4229143966659519,0.7393753214092944,-0.33583640169121093,-0.49240836261825094,-0.3121260305727275,-0.22302279374082382,0.414810177143409,-0.10285376116437785,-0.37914961806566044,-0.14567543171648437,-0.5553627347034376,0.18468765136532383,-0.4584214397737367,-0.4181141038030671,-0.5261108106370441,-0.1798812501525176,-0.2777385836366462,0.02847116216168851,-0.08172388791344708,-0.35059222580617144,-0.314447519703901,0.7262969908083258,-0.09372852801824132,-0.09151891586248001,-0.1911311926125202,-0.2908949999753939,-0.3460773786044154,-0.2552648493753573,-0.46998690330212667,-0.6857101313760166,-0.4568628536400453,-0.3194849578749314,0.8628409631992109,-0.06315352876444813,-0.32262384756701984,-0.5279461038527965,0.35346398310429467,0.584274264943471,-0.16340948775477335,-0.4375464833476005,0.5953506483236206
Vermis_10,0.34188375334822435,1.0,0.03173045875052847,-0.02379447932274227,0.3569634408150531,0.13785925328118312,0.08432137275393371,0.6045846010241795,0.11129320589072011,-0.2930378649832224,-0.31684533499558293,0.06086723257216257,0.09570106213496127,-0.13960762972550486,0.21333331326915442,0.12866441405750892,-0.07948113351708683,0.3320021988733307,0.0626292948962936,-0.043254014886940494,0.31565228760585745,0.4569268660272339,0.07791829113738845,0.10438239711435811,0.45796051911465246,0.25804974325983937,0.21420259458699545,0.4894055487928454,0.041008771009807765,-0.17688802759172026,-0.1350115553647625,0.42134232024907553,0.27317235161122455,-0.0008984700221438887,-0.18192701418987786,-0.006252956950467816,0.22328287041063286,-0.060541693073876815,0.24145376756784198,-0.12144138768068338,0.5824501872066515,0.16075348037796391,-0.16790861164571183,-0.3031799080423516,-0.3245545021462351,0.44309533972719983,0.22706923021414258,-0.22152605686856738,-0.10387364202408199,-0.31331767096335117,0.23688150078130943,0.0234643208115511,0.04945917975140028,-0.02531515238969389,0.002683386354834607,-0.07022022899697372,0.2673786345316551,0.05546254527468615,0.10539292320481673,0.25492908732959546,0.5780775374996483,0.2418379051206656,0.11998632002386218,0.18549056274406672,0.028860690012208198,-0.04153927656569504,-0.37153913433095254,-0.1502525350124112,-0.037536054143200354,0.2772937484238458,0.2980590846713101,0.40208440969216497,0.01069324751633398,-0.24329961733624547,-0.10559967759576794,0.4647092310243744,0.42106456975476697,0.3827097675848479,0.08955300954004927,0.5776712032606841
SN_pc_L,-0.4244357096466194,0.03173045875052847,1.0,0.12474543667068008,-0.4632463338612805,0.3509908240006289,0.0810336985303497,-0.21146568925174683,0.44190000974911664,0.13967365555649908,0.19546856520348987,-0.3614229826899194,0.06306408971508946,0.2449773847872374,0.5385697233629452,0.2551329202864506,0.19528610104692756,-0.02971201377698478,0.42999802974810397,0.10257540990058872,-0.13533915849853406,-0.22967062307741387,0.10647271519724422,0.6189195362498965,0.05638752710051943,-0.29746370613693,0.3415504017243068,-0.17612465671145067,-0.08786569097614991,0.6291663556702549,0.5078716674586401,0.46674425852248247,-0.5248594355086093,0.5695715095548343,0.17493678274161037,0.10215770684292315,0.1801460122968162,-0.40648919577843917,0.4330729331066616,-0.027470287218362605,-0.3246158605375879,0.2781605079569019,0.553267604045341,-0.3027211334603353,-0.2196578481734332,-0.32922831443740974,0.2921569534162458,0.37700864024855696,-0.2540548980871525,0.5211686805408473,-0.52040237325417,0.15878088623315278,0.5135347407089143,0.3981174203800002,-0.2745807763955914,0.36403063760444826,0.14482904017765275,-0.022933633776579317,0.5196056855966354,0.326843856768175,-0.1897003001189773,0.20731411622547782,0.13931007578729934,0.5348466012529238,0.4081257081339464,0.39402477861305174,-0.2986582697446083,0.4149313734668094,0.6457647710362141,0.41062074155317946,0.049582421578116556,-0.329537916924353,-0.014887735120902119,-0.18174806059860696,0.2825270484769799,-0.27236272520178073,0.05084217128709337,0.4033315308632195,0.31086364144243367,-0.11928629252694865
Thal_PuM_L,-0.2128503548019932,-0.02379447932274227,0.12474543667068008,1.0,0.10048533848381414,0.1208795950294364,0.27169077039719747,-0.2805678715207145,0.08770453802578344,0.5701550012922454,0.5561517134166752,0.061443928394984276,0.12333828415718477,0.4616117133616474,-0.22857060676825877,-0.48319417146829885,0.5853184191952598,-0.4006377506465029,0.4080256921262197,0.6903729612745843,0.3827753330721951,-0.061501344791840815,-0.5181728811135984,-0.2938929236851985,-0.5922185354557059,-0.4032645247701301,0.19398336507511768,-0.39314311664793006,0.579366589412305,0.21595395983845056,0.5287119061827317,-0.23907964418039016,-0.3328983563291875,0.36116604352338466,0.4091747473094509,0.22692628573150012,-0.03158929378194049,0.5594362038103318,0.047367975864041845,0.6707510844350951,-0.17435626279658306,0.00847614292278057,0.04306961447500357,0.09719866392181364,0.17969075581948046,-0.1460622130217945,-0.3744166002380151,0.5268779372789087,-0.2233836316457397,0.44277104888738533,0.25660609298298587,-0.17957062622944767,0.2654822717640978,0.3513032340282881,0.2408447348379824,0.09667602805421374,0.31169653403814634,0.4942631838762864,0.4002513928532479,0.042526894682244236,-0.16324035273933996,0.09284629279406759,-0.43412551490217505,0.0804693398650831,0.06050672702978266,0.2673901405781759,0.14971244617436041,0.7538631226675304,0.2088365377999982,0.0004007948495100018,0.4949533935438154,-0.13650353811761162,0.23543746521222203,0.16036552173451454,0.43040154460640484,-0.18611095908770794,-0.46841072354604446,-0.22659389159485985,0.3835516904224438,-0.31870924264603895
Cerebellum_9_R,0.6240744582619687,0.3569634408150531,-0.4632463338612805,0.10048533848381414,1.0,0.06282765601525962,0.010842290172615099,0.514688562780425,-0.14225130602763858,-0.2365841842867707,-0.11935629848699641,0.7026871658382896,0.13384343511223548,-0.260491917769028,-0.28743128378326,-0.3660567224742512,-0.1766952406436623,0.17539711053833532,-0.09766813310354629,0.012808148083693958,0.31089641611160274,0.44230811164258066,-0.26830404301816496,-0.45449150112265346,0.1852406654688073,0.27568071378764447,-0.10917270837051431,0.4494581506365599,0.021650719607732443,-0.508591537068172,-0.3368570912209195,-0.03382848245096584,0.5524926405325752,-0.1172404340212885,-0.12700300229151476,-0.03143522994342854,-0.0070015593156079,0.3213331604934715,-0.008343700554229286,-0.03766814899667313,0.7446043329078935,-0.14640008126599316,-0.5643883903999798,0.011547167375351051,-0.0036367626233980623,0.5207723322063711,-0.20499134638881536,-0.208485699781945,0.16308626763243345,-0.5552160002897104,0.4938865802261965,-0.24556259336754416,-0.3374689810491277,-0.3321663176264467,0.08324142594088674,-0.3274044187290083,0.21276563769796242,0.14434554718241466,-0.03879812944412608,-0.21781290230899944,0.504779687325285,0.11540745116422205,-0.23691154333471368,-0.08666802427013653,-0.47821414068216433,-0.24736214035705106,0.04977233679277053,-0.26214996233900784,-0.5502539983642637,-0.30821492834052305,-0.025997133099982944,0.7763752798292911,0.1467152061077257,0.04722558867551678,-0.33867074582203643,0.5050926923468206,0.41788892014318135,-0.2529296784445237,-0.052775820341684605,0.47349110439716563
Thal_MDm_R,-0.17426243064732744,0.13785925328118312,0.3509908240006289,0.1208795950294364,0.06282765601525962,1.0,0.1264100809472457,-0.10935453796054038,0.21176584611002053,0.04264761094972481,0.2851168266741865,0.12817940367213151,-0.031081332971068236,0.42511609128141103,0.3034520410520293,-0.1098244064196371,0.2340323084217428,0.22300205750109103,0.6451021761918464,-0.041335378047131076,0.19851659870213653,0.16770802668789758,-0.06556786906084106,0.34429235041474676,0.07611350349773181,-0.12748592337021059,0.47596799563788367,-0.1359264134222516,-0.17195444195491824,0.33804325599475354,0.0948794639334262,0.4112196345507964,-0.18873143523990524,0.7437637611298806,0.45523683462036263,0.12740898498754408,0.22883625144958084,-0.27961400998276137,0.7596552315499754,0.06306889467361691,0.006003914722456841,0.2257407783298257,0.509911048198368,-0.179861383810659,-0.18726515353334483,0.1693712254465249,0.10102015911738137,0.3195920865276832,0.016287812644922267,0.09035413652498914,-0.37913711774218595,0.00814699799269136,0.44178629474753467,0.538226814192055,0.02158726305660017,0.2162081093096687,0.6051614076986466,0.20715910491229836,0.7051286155238784,0.4800912762076249,-0.1195612659702318,0.7197941264419399,-0.13104285268198132,0.4877261078104972,0.16408760616500379,0.44090641564024846,-0.15649052178018874,0.22581274736621357,0.3282199720292367,0.13353942390270687,0.2725351149304025,0.06615392634381592,0.11844779445081914,0.1213319618059391,0.13424583887184974,0.09397202615984485,0.258200427853701,0.32046774425629193,0.3750451366929207,0.270502883073012
Supp_Motor_Area_R,-0.25213914481106836,0.08432137275393371,0.0810336985303497,0.27169077039719747,0.010842290172615099,0.1264100809472457,1.0,-0.02021475234926892,-0.022180568669066394,0.3157100305703955,0.39241585185258804,-0.13904458058103203,0.19460837923860877,0.34801891082439895,0.045544657952642176,0.21796340674213335,0.21599696768001742,0.21079543637476097,0.2634241215439223,0.3948208440577581,0.3668126907243687,0.27533734518752534,0.14231429342008142,-0.009798825398518769,-0.1486364361753604,0.11169697718729651,0.31334893683189013,-0.14940882458657748,0.3089285706006955,0.18939497781619286,0.1492465257277552,-0.019237748616816423,0.08769962815810863,0.1459189617162603,0.155760728658049,0.10030496150821906,0.4310115354668064,0.18672009633603437,0.07761218987873687,0.36735572806145295,0.08468855526167118,0.8203290349573569,0.2288592656650031,0.18709136259854514,0.17660237465060458,0.18646138487827418,0.45194910852647935,0.38311259022661037,0.1026902391755238,0.18888265458742082,0.17474942959912282,0.4653713752849064,0.16381127539300525,0.3781967572440936,0.4600333242608495,-0.06963920658449098,0.1967419377099858,0.2917601269212608,0.22880829789607451,0.33601869249861704,0.07000660881543057,0.14793460091324606,0.3280651932905245,-0.07718073241567286,0.07734880372818975,0.37367163075207427,0.21550629866615847,0.3090196445044657,0.19152538205617622,0.1654937796277122,0.30629889346779354,-0.14171460612335224,0.21127338601661227,0.007855798720793582,0.37063953489818846,0.27468466180363,-0.26910535397710367,0.1080307549483736,0.6496093001482138,-0.05897707503237733
Cerebellum_Crus1_R,0.7763895554951689,0.6045846010241795,-0.21146568925174683,-0.2805678715207145,0.514688562780425,-0.10935453796054038,-0.02021475234926892,1.0,-0.08383695234293599,-0.707600965227681,-0.5171265077513421,0.19784739532741635,-0.06314104261470078,-0.4772688618258927,0.12671365514483784,0.112626609797484,-0.42026600053715196,0.27291251872172617,-0.18242376174090155,-0.36103463903165556,0.03747251268085587,0.5469769238645729,-0.014616110397114065,-0.07354710705993435,0.7201642335175993,0.268959039700153,-0.09850512786340249,0.9198622493847768,-0.3157342129889948,-0.4988591434710859,-0.49273084113848653,0.3987453931947078,0.38772419317354784,-0.3459904496662528,-0.6207291677462115,-0.23870816510841375,0.20143230413708862,-0.21562106783664894,0.060119401172033966,-0.44969337990358144,0.8998480357720505,0.004600784226992572,-0.33032458252810015,-0.48100173966830595,-0.4364537084584307,0.531404867552822,0.28597136957592534,-0.35211072302772545,-0.19171986908801766,-0.5462515144513008,0.1960091393776699,-0.22679419999071979,-0.26310524806798813,-0.33985748345721656,-0.13275856338083694,-0.2472880266707955,0.07054195972425965,-0.16547775789549526,-0.2661598545280408,-0.12163280889290969,0.9503300344825774,0.03886675336615864,0.2052946204278801,-0.046063999770057436,-0.1329054135395358,-0.1765454186952719,-0.4891349934039287,-0.45253922858484447,-0.4517518452989266,-0.04145898685883126,-0.17559388727309846,0.7073293069910168,-0.0273022810672841,-0.5479486277347754,-0.4707066202870795,0.5343610290703559,0.6048873335258417,0.1713280774627827,-0.23311735278661735,0.7590690256829602
Rectus_L,-0.2503792310503012,0.11129320589072011,0.44190000974911664,0.08770453802578344,-0.14225130602763858,0.21176584611002053,-0.022180568669066394,-0.08383695234293599,1.0,0.20420581526295936,0.0848872585388134,-0.1722491243054041,0.18960759718935005,0.0682508542659942,0.29070065910402143,0.14727139188537347,0.17850994138280837,-0.029037703272094244,0.21501250224818091,0.15952410431711678,-0.03776231910795715,-0.08776624725717794,0.13851347284336327,0.3517606462079782,0.06201333110923269,-0.062274997012172574,0.05774727584639178,-0.0750382013781422,0.07350211410725457,0.4507075184664508,0.3397238032215511,0.21157081970611427,-0.2062789281196202,0.3406653030853804,0.10096467080124923,-0.05324325403495873,0.0421682029864351,-0.10978617285062511,0.2545538514430742,0.08517348932937639,-0.11608087013000341,0.10616384214844159,0.22181617256753614,-0.060607115641932024,0.0018476500561466311,-0.1365813163447877,0.031960262077562404,0.14282426310109952,0.04448767226861836,0.2648745170953267,-0.05291618857466861,0.2017673290652285,0.36031161666805545,0.21140677976489552,-0.22137846706151282,0.2744901886249495,0.09516808756920596,0.027109491253363968,0.32147718605672565,0.18033677977600604,-0.018416543340190154,0.14840134429227878,0.0035792935413748077,0.39358868041839756,0.2322044725252179,0.20014897043104735,-0.06318679702044736,0.15414954685584745,0.48074961029350644,0.4117923734987617,0.21258122565473078,-0.12134961097817305,0.05157894194327562,-0.127964139297394,0.18406232694456273,-0.10330898826049419,0.06712951343619163,0.34095174496404346,0.26206506263057194,-0.02240427272175172
OFClat_L,-0.6554417583181782,-0.2930378649832224,0.13967365555649908,0.5701550012922454,-0.2365841842867707,0.04264761094972481,0.3157100305703955,-0.707600965227681,0.20420581526295936,1.0,0.5404859740530654,-0.15154572047596243,0.2776761400932506,0.5229412722610849,-0.30565213200839203,-0.19886707080394314,0.5495327681002987,-0.1106910212725757,0.20390525996229825,0.732788603519622,0.4301321571413155,-0.1391361848730529,-0.07529618733120175,-0.09641981567055694,-0.8042025230280376,-0.1427064312888141,0.16011543349461238,-0.8095813463945097,0.7819761823511102,0.4671199695937822,0.6961466316082221,-0.4930174718344738,-0.168117419474702,0.3391085055434811,0.5182373508234756,0.2471750202420126,-0.13089565836334932,0.6153665515829461,-0.11665952210533052,0.8236304097473339,-0.5350011225161534,0.1983368645341972,0.13230791311124518,0.5479143712995446,0.4750423224565191,-0.20580782668145045,-0.30768533535560294,0.3626165787186144,0.17734192944249813,0.47327045083167674,0.331826447682153,0.29187306396966173,0.2327086893123113,0.42606490395744995,0.3168457304614541,0.14197814243354576,0.04259368626755308,0.5364490681939921,0.30918702128007597,0.22893165618049666,-0.6010779593832619,-0.012743681685825452,-0.315539600779878,0.06283261852340694,0.1599087994150921,0.12407030748078415,0.4776429787052708,0.640483307472754,0.5419193735911999,0.25884650816321164,0.5185019045807556,-0.5228915372737607,0.20666064972600146,0.5150183048408637,0.6834578465187088,-0.20166822832176587,-0.6832831555094864,-0.15652829989163985,0.5480848642474933,-0.4954028617994085
