,Thal_PuA_R,ParaHippocampal_R,Vermis_8,Parietal_Inf_L,SN_pr_R,Occipital_Sup_L,Temporal_Sup_R,Thal_PuM_R,Vermis_1_2,Raphe_D,Cerebellum_9_L,ParaHippocampal_L,Cerebellum_Crus1_L,Thal_LP_L,Frontal_Inf_Orb_2_L,Temporal_Pole_Mid_L,OFClat_L,Vermis_4_5,Frontal_Mid_2_R,Occipital_Mid_R,ACC_sub_L,Thal_PuI_R,Lingual_L,Hippocampus_L,LC_L,Rectus_R,Temporal_Pole_Mid_R,Frontal_Inf_Oper_R,Cerebellum_6_R,Postcentral_R,Temporal_Mid_L,N_Acc_R,Thal_PuL_R,Vermis_10,Thal_LGN_R,Thal_IL_L,Thal_VL_L,OFCpost_L,ACC_sup_L,Thal_MGN_R,Parietal_Sup_L,Vermis_3,Cerebellum_8_R,Parietal_Sup_R,Precentral_L,Cuneus_L,LC_R,Vermis_6,Thal_VPL_R,Rolandic_Oper_R,Vermis_7,ACC_sub_R,Pallidum_L,SupraMarginal_R,Cerebellum_7b_L,Frontal_Med_Orb_L,SN_pc_R,Heschl_R,Cerebellum_4_5_L,Occipital_Inf_R,Cerebellum_10_L,SupraMarginal_L,Thal_PuM_L,Cingulate_Post_R,N_Acc_L,Amygdala_R,Frontal_Mid_2_L,Frontal_Inf_Tri_L,Angular_R,Thal_AV_R,Rolandic_Oper_L,Cerebellum_8_L,Vermis_9,Angular_L,Fusiform_R,Paracentral_Lobule_L,Frontal_Inf_Oper_L,OFCpost_R,Pallidum_R,Thal_VA_L,Cingulate_Mid_L,Temporal_Mid_R,Cingulate_Post_L,Parietal_Inf_R,Red_N_L,Lingual_R,Raphe_M,Cerebellum_Crus1_R,Frontal_Sup_Medial_R,Fusiform_L,SN_pr_L,Frontal_Sup_2_R,Thal_MDl_L,Temporal_Inf_L,Thal_VPL_L,Thal_PuA_L,Cuneus_R,Thal_PuL_L,Occipital_Mid_L,Putamen_L,Cerebellum_10_R,OFCmed_R,Thal_MDm_L,Temporal_Pole_Sup_L,OFClat_R,Frontal_Inf_Orb_2_R,Cerebellum_Crus2_R,Thal_AV_L,Thal_MGN_L,Putamen_R,VTA_L,Frontal_Inf_Tri_R,OFCant_L,Precuneus_L,ACC_pre_L,Thal_LGN_L,Olfactory_L,Precuneus_R,Postcentral_L,ACC_sup_R,Olfactory_R,Cerebellum_7b_R,Thal_PuI_L,Thal_Re_R,SN_pc_L
Thal_PuA_R,1.0,0.14776848879442925,0.2673764535245749,0.24319351168489045,0.27883539959445736,0.30877834512132646,0.37280029186203645,0.10566789830348555,0.07405845067372088,-0.18592236873379395,0.40532753548754136,-0.0783931825219364,-0.00831524998482042,-0.01213443733779766,-0.08771737074099847,-0.09291789978040475,-0.17684550747102382,0.5057932810873369,-0.03239414963647276,0.24119323590122385,0.007872792402812034,0.023883756374872413,0.34611481015228807,-0.15156730838828192,-0.05261348734324699,0.12121275623299418,0.17485625158708804,0.17533640396694017,0.324363258429939,-0.0832900553361056,-0.17075354873930138,0.11942628110923709,0.28524673430734276,0.2975038054416365,-0.07755341809234266,0.26310378243465693,0.5433756229214193,0.2619010128977955,0.000971433096761309,0.06625676751890583,0.2550900106665668,0.3455082840496417,0.24362034896535587,0.0669844791821587,0.3179521756132038,0.41452058553506443,0.19626958709272102,0.1888754504837748,0.5330890413681585,0.09351137503825603,0.3393662723216153,0.06495819864317784,0.36439188022033875,-0.09854444518600468,0.16959456537946685,0.051820464246859356,0.04611787512771986,0.46573056162482634,0.4234447054875677,0.21700346887311578,-0.07399125154642894,0.1513959962907594,-0.06443994620508411,0.2952817046673031,0.1487407289100107,0.35636262566570626,0.2709026636878353,-0.06726472583260905,0.20573832588927302,0.5037991188339275,0.3755440559578641,0.2316776630312729,0.23319407429167385,0.3613698904057054,0.3048234529876825,0.2303420726755937,-0.035944538943031686,0.2901357113985826,0.09893260849424923,0.4140920432851461,0.21865252048496356,0.3865156085655704,0.30789870370207134,-0.08212156879415264,-0.042563172993778375,0.3198624002495858,0.20238174774747486,0.21305396516366876,0.3737455342106934,-0.15679949416163078,0.046300640217752924,0.1350357510267702,0.3045555660405694,-0.26406945512951,0.5045917949691509,0.48545302038853183,0.2634245160051439,-0.07563849619230958,0.16241046795170802,0.444819542327298,0.018130739872768205,0.28811749850958057,0.4206716486628596,-0.09608536761004735,0.06805962084497834,0.33338599358956356,0.18115650459849109,0.32209059596258877,0.0741173597683888,0.15083833472720806,-0.10740325670792786,-0.06588085186611915,0.13997229588633184,0.2959646005372622,0.24376837909891183,0.13731681741599866,-0.07533589422526162,0.15975714304893146,0.22464097522353446,0.23543399795544334,0.3508556454326216,0.2296924458039692,0.12539328982615186,0.16888178851185637,0.21556034833932902
ParaHippocampal_R,0.14776848879442925,1.0,-0.21432214381160353,0.28157821427558327,0.15312489078722574,-0.2667373307201138,0.6290566385377145,0.5942452773495149,0.3305823622638959,0.5866159569075841,0.06478982453549754,0.48659254897209014,-0.7487661303920194,0.230906853188903,0.4857998323145871,0.03207208348597389,0.1838557485294165,0.018054072661499335,0.1957552305998955,-0.4399481710188861,0.5836031681607076,0.4708753386171201,-0.3084485044147357,0.08785668232651324,0.20277715527662005,0.3266642520988606,-0.23041086484988213,0.4622870218854843,-0.12683668649680238,-0.3156643780424736,-0.5384454228239116,0.6153277770715617,0.5229796573114021,-0.04082894783407843,0.4028734099672173,0.1617308880840138,0.39065084296881347,0.3075573815208009,0.2981937947085821,0.5789812166251227,0.1657066655191074,0.364344876019686,-0.4177306721825358,-0.07214871277063156,0.3422477725791439,-0.013221365356357536,0.5991416782259876,0.17134342412398681,0.5179359299282651,0.2733788325871914,-0.24167821532189004,0.4017157371384079,0.3750472328590453,-0.22076581263825645,-0.45199193656261455,0.00026625358178474775,0.21952522074009234,0.4874216487038975,0.2523907004932426,-0.3428330218768377,0.23748751887840167,-0.03498855952179484,0.11602630755575295,0.4045190215981142,0.4217563426266104,0.11653161484645981,0.33313365261465755,0.17180857583721318,-0.2809367738290068,0.43956470526608804,0.24982289838010985,-0.4501619581863322,-0.21801790251819492,-0.03153056187337761,0.27503276015152306,0.33460868143701245,-0.05468077452972433,0.7443031129151664,-0.18745860716654392,0.5278315603656364,0.10184239136631508,0.055437967190367754,0.3032460087368723,-0.29978304247025256,0.4600975355214989,-0.20698974484833743,-0.5948000307705442,-0.3411387001793037,0.3770199767027079,-0.32779564448096976,0.6177960922894984,-0.042872034722415096,0.5147551029057008,-0.44407850185427694,0.033196883544463075,0.02261054785033146,-0.2873120864780319,0.324235769387705,-0.5530764267063498,0.3765045318226436,0.3318663731155371,0.559343655742277,0.17779174938676343,-0.6345999517476808,0.1830666404153435,0.7187192326051108,-0.3664456672811468,0.06366507577763758,0.34782367107184864,0.07559005373994447,0.5071878829449336,0.4405155749936264,0.6532702169806524,0.25985943873045086,0.40015851823270027,0.7034099143660986,0.4544681702944875,0.03353153715937852,0.18322759220867452,0.38215172497324185,0.5585403187246596,-0.10114184036415053,0.5167928491985514,0.0016514514967895088,0.6509725278075834
Vermis_8,0.2673764535245749,-0.21432214381160353,1.0,-0.2803156547552167,0.0922000077124032,-0.011212508875165192,-0.008715691145791135,-0.07580106050102414,-0.008879482167747072,-0.46990972868427544,0.6076227147587597,-0.3726027607125168,0.5418163544499341,0.0024596371204512624,-0.3949493962491265,-0.2985671919424311,-0.49762087965171936,0.3411778061303123,-0.2508953860454598,0.19263026608454836,-0.10218351267970856,-0.2524454959677192,0.4913815688682449,-0.3100568062804456,-0.16052605647709203,-0.15203594905431722,0.5010751045789266,-0.26733643502343984,0.7634826392362425,-0.4637649786262253,-0.11829944579414614,-0.303057629476819,0.10279510226137689,0.5283524221678911,-0.44079070391909875,0.0273491149324597,0.2735456193114518,0.02778392633764921,-0.18065684910721036,-0.3804649205744536,-0.3211402576598984,0.3030483626724126,0.7010127502239768,-0.5335604899017492,-0.0184329812166153,0.2060773804719836,-0.11557127662377863,0.39135270812057565,0.17751010200764486,-0.4407289129697334,0.8774150824038582,-0.06656965351670413,0.13156961416742483,-0.44663666522544093,0.3645383256979895,-0.2096155642355533,-0.2426555304347097,0.34413151316234203,0.2946268238582741,0.6156216600521432,-0.16200524571750502,-0.14320143199809388,-0.1160548428071806,0.1529038019789035,0.07411042650413492,0.35150060514100445,-0.1260157289489927,-0.42842775263285554,-0.23086827682863886,0.3744278625957234,0.02120809857825515,0.7252617985868957,0.8419621811232758,-0.014374646956949158,0.3504947147156385,-0.3491040615953573,-0.2549239209028497,-0.10213297234396439,-0.21520484359145417,0.06147842038232827,-0.2512929430329012,0.42652285177558863,0.12091950302146184,-0.4691155113008154,-0.39057482745130506,0.4846644235317521,0.4124959265604035,0.7034204448414997,-0.03217910735132856,0.035613340385468456,-0.2123703027325516,-0.22048790764436857,0.07874715477228575,-0.1175458778071977,0.30125349175406446,0.19653779961873588,0.1278041864223408,-0.19328743749668237,0.17474021908509668,0.11033921774868566,-0.22515704630795655,-0.09005726832421296,0.3642738747499303,0.034513334772173124,0.06487685300219605,-0.029234630045355137,0.6481803475641519,0.2655588930981427,-0.1614091004479673,-0.24810802214231914,-0.2476277306274364,-0.36456565800098645,-0.3135272612076858,-0.3056347176221849,-0.14704184848401958,-0.19958139905207692,-0.3332274661185297,-0.5341042057114381,-0.21647552683860635,-0.07601568841063172,0.11231458899899842,0.5570699189581325,-0.13750545378909157,-0.015208339618232248,-0.0663158112004418
Parietal_Inf_L,0.24319351168489045,0.28157821427558327,-0.2803156547552167,1.0,0.18866146903209147,0.5076997741521256,0.532957453372323,-0.23897341293601346,-0.049887401891603955,0.09054782862809446,0.240762405027892,-0.21130133881607874,-0.3895200141247605,-0.5070492669928605,0.0839852570071281,-0.24686211313665507,-0.19886707080394314,0.26594519077579704,-0.38877521671683507,0.35512447362788874,0.15823270432036157,-0.10271065431736956,0.12231099864151274,-0.259377787726322,-0.27798773949834404,-0.04525739111665507,-0.2858557653378879,0.4588927659905125,0.20252285127336006,-0.07001781395323746,-0.23599335046731976,0.045621177945507616,-0.16271001955897776,0.12866441405750892,-0.008671680067415657,-0.04265590131615826,-0.16388327510392062,0.3426723315961557,-0.1568798603632171,0.05848819211984187,0.8765627893587195,0.19667450316609536,-0.041054940613506875,0.46787548199695217,0.7678927550847219,0.4381682683619655,0.063246723101643,0.11823693927013834,0.1158124155846246,0.33484706587929636,-0.021270905095883377,0.055943767154143585,0.0637138813858581,-0.04668691364622011,-0.3677154495182797,0.23205223647448248,0.012963417978694792,0.3867638390425323,0.1158740924977445,0.14060557200948762,-0.15425830701119597,0.8019267925437418,-0.48319417146829885,-0.17003597585286567,0.09098927687060805,0.3081127892751619,0.06291761196041899,0.018060599381142017,0.16897877578072062,-0.05303480851635154,0.5310890941249289,-0.20767160961910275,-0.1648101921305991,0.6956639526372687,0.4593503644134528,0.6938784666957644,-0.19938497971394467,0.5884515355846571,0.042411206311891866,-0.08613869661780948,0.43226617019432395,0.4704691129343356,0.0186618603605818,0.01675500518736446,-0.1326668556858475,0.15549907634882898,0.1211209653079225,0.112626609797484,0.45589686397650175,-0.32123826760893515,-0.09150205112394325,-0.23671241184097905,-0.17437302930100923,-0.455418227149485,-0.12187708459222307,-0.22995566218389304,0.5255686576708727,-0.32175872901688357,0.1976848375771785,0.5118158119822176,-0.33010622939392226,0.3544396419834478,-0.2526359203647663,-0.20746138512635218,0.05487507925733987,0.48415103860550823,0.05167113111792775,-0.15354528422643135,0.16053203982658867,0.15631654515783022,-0.14624631523453924,0.1090354773044122,0.21926214345427997,0.7422551331665199,0.3986995120284003,0.2729511016439777,-0.10639847217744279,0.5451838282407007,0.9093410557432531,0.12712693968746122,0.0862269107350635,0.27272734913298297,0.059479395061619485,-0.005168913525154869,0.2551329202864506
SN_pr_R,0.27883539959445736,0.15312489078722574,0.0922000077124032,0.18866146903209147,1.0,0.08674379901940696,0.16652263199421125,-0.00533465827100894,-0.06696754212726598,-0.19733792501281977,0.29207042530693006,0.01602499768127262,-0.0823139605006211,-0.1382641827352171,-0.1569444801830832,-0.10363329967740217,-0.17303366107811413,0.14220608218226002,-0.09403528897864916,0.16996532578082169,-0.01693546132541888,-0.19156941326449625,0.01054877138105902,-0.33444336442098094,-0.24170861525818577,0.33991018299613857,-0.08369595707719411,0.09973188983238382,0.10167599231376753,-0.011528233449843375,-0.2054452573964945,-0.03622762666267704,0.023805299975873506,0.21273979763298734,-0.14382546266064933,-0.019101177036869924,0.17328447395606225,0.09736856402138841,-0.10932823450642741,0.004188382143109866,0.19859705228358465,-0.05510320055412319,0.059310400247701685,0.05720362528933554,0.1625911594501888,0.21433636887516386,-0.028477325278475688,-0.08282670594407664,0.19012588895386662,-0.013216668669173618,0.08876291734227407,-0.18165761690698495,0.14518741834567897,-0.024965324131285827,0.12083684841469879,0.031665474064455607,0.3185802997326268,0.2474196833082897,0.03360846659385582,0.19600065808658695,-0.10973241482901816,0.07369919575865337,-0.05881745589431607,0.05111947539029448,0.3688996243906583,0.1183430228845531,-0.03998214157419516,-0.1966734047825836,0.1282915218654261,0.22774521051294488,0.0433980845453807,0.1227964038592519,0.14038965897244451,0.20428621312157663,0.15205575574320346,-0.05803432455395459,-0.1438635045982015,0.22733675012351137,-0.049082258783558444,0.1126552007499119,0.16273760111937471,0.21630983802255638,0.019034418725465015,-0.038744762046311644,-0.1243331500882886,-0.006028748579447034,0.27271875808894225,0.1321806144086079,0.10900888766192894,-0.2648560171642312,0.0918607146558141,-0.12096498144258255,0.1886647969119928,-0.2758089962944338,0.10420362584378395,0.044553466014496244,0.13565278455587595,-0.05724707703565331,0.021807332123571145,0.07328951038171976,-0.08727933308352884,0.08623347511227084,0.068502855052207,-0.12240891316707392,0.3135263601810415,0.21473627404617057,0.08299864699977041,0.062383074481599514,0.30991144791439373,-0.16654381217731004,0.15617561615681244,0.033827292134589966,0.1325163898110041,0.10446557994126525,0.09536900146591434,-0.053054118231795754,0.013706541053427189,0.08810047113233277,0.15978357271527002,-0.0449692646949771,0.1316289542960872,0.046993869151834414,-0.15253592600805654,0.005347727952705072,0.4796877519829704
Occipital_Sup_L,0.30877834512132646,-0.2667373307201138,-0.011212508875165192,0.5076997741521256,0.08674379901940696,1.0,-0.027827159242568927,-0.5736717382909976,-0.22663972177785305,-0.48734333690155984,0.2859548326887457,-0.31248404293218984,0.2619689846404305,-0.5149735170633802,-0.09555397256192624,0.09792746552620288,-0.1427064312888141,0.5083665309971103,-0.5007083026551353,0.7890713172982294,-0.2521891499305176,-0.27513615270628167,0.6052694055240824,-0.056345350316392435,-0.379159420037476,-0.05759537376115063,0.057501485746018016,0.022380492123376627,0.2739815647729676,0.2050946358031658,0.3343280788333856,-0.3030353454023916,-0.37758693448661956,0.25804974325983937,-0.2606309635422034,-0.04473372129760792,-0.16632790199607897,0.16508883310454342,-0.4546006058613895,-0.3478126912775936,0.678153816111862,0.16314675488510855,0.36178230084828106,0.5498605596881958,0.3886609808531868,0.7754094557218877,-0.3223251828139794,0.18311775569211894,-0.06296337976280396,-0.03718435254396739,0.29313027681587855,-0.2352672177258177,-0.017322213649663302,0.13891004603100496,0.17935448877249174,0.0766896424926015,-0.1684733187797336,0.019840145562055628,0.24878245340269878,0.24138273621173367,-0.2671124007253657,0.6247548526372599,-0.4032645247701301,-0.31107040547459885,-0.03184371039149049,0.23672938351586936,0.0365370683853339,-0.0013437052150485978,0.5875970188650853,-0.2025974536586088,0.24870902653603608,0.2127105657518353,0.13311024096333804,0.7630783053673592,0.2078978308009523,0.33792301542476777,-0.053478385779894784,0.017423324637364436,0.2811483310129241,-0.24287099761797937,0.21420346238378424,0.36111822557887385,-0.019391737463518438,0.3649632441084326,-0.4075779317113356,0.5053118146406578,0.5396993882647232,0.268959039700153,0.20501094264947164,0.11693496931645102,-0.42288984894548315,-0.05261830948832146,-0.36579365488447035,0.035284275554346725,0.03601864762897334,0.10246501259346794,0.9060778610966204,-0.5552068625267015,0.841150041055296,0.15076632530296058,-0.3773698225026897,0.15205133446229932,-0.13168039080902397,0.42722254486449596,-0.19904741314763838,-0.11270166081656685,0.17522417039636154,0.050421682289376615,-0.06645249303820844,0.28239853416158694,-0.38443958001883677,-0.2249193086050761,-0.21918308233505243,0.6408256266956126,0.23928841780082838,-0.3120096340444582,-0.24630881942939647,0.5687563070665105,0.48965402946096814,-0.18636185463673638,-0.09777280979533065,0.2942660613951143,-0.2426897514308698,0.1443233782722558,-0.29746370613693
Temporal_Sup_R,0.37280029186203645,0.6290566385377145,-0.008715691145791135,0.532957453372323,0.16652263199421125,-0.027827159242568927,1.0,0.24104201294280977,0.1571794720891874,0.3598304972935683,0.42069943801844345,-0.12772356680077185,-0.5370279076957806,-0.18161018599621456,0.1295460954162001,-0.2911916971778649,-0.30565213200839203,0.12136549666525917,-0.10399828032272988,-0.044848353343040846,0.3452600908134959,0.1093004303541969,-0.11591872408375238,-0.31213942201684997,-0.12550725639547436,-0.028855348615703807,-0.09718755603806765,0.6193471262027852,0.2742422164505688,-0.37518115926983514,-0.6011234752099791,0.2425546123330209,0.34512864900756984,0.21333331326915442,-0.011298723333753573,0.13384675935742585,0.23492074178180314,0.28053569397268663,0.10537612327822873,0.17693140284517545,0.3452569994269966,0.39515012064274074,-0.0277552862335725,-0.04750050162350007,0.4697711891767833,0.037762556922187336,0.46055202981015286,0.08724320616243303,0.4555047852718792,0.3596460077175419,0.01396228370793619,0.3077661373643243,0.1983763951143875,-0.2240922124927076,-0.35554092783054575,0.020374665471862792,-0.05765687300613236,0.7747821036904337,0.09857497929516265,0.17977803507424908,-0.06160060043730175,0.273969582324858,-0.22857060676825877,0.24822550706148308,0.2877941818435476,0.43999086695460987,0.10819237901584544,-0.09105096837404772,-0.1329255903892337,0.37355202073182625,0.48908631185081164,-0.12708561135762644,-0.018407268040709867,0.17650452181814824,0.5037316328544973,0.39544971604716816,-0.27275259704811833,0.7217704976779409,-0.2814923006699797,0.34614695078630897,0.21337786563840558,0.6053174107779321,0.1360068708705639,-0.4106360235643263,0.08286315855096167,-0.06727138232171355,-0.15072551293926562,0.12671365514483784,0.3894514468359616,-0.48622420000899585,0.18255386830998585,-0.28227830079383415,0.24946281363586803,-0.6460996076670921,0.026849882785791892,-0.04808233489455746,0.009431311066990163,-0.11289641250700698,-0.3148286373055921,0.6476785595537677,-0.05588087991896814,0.3838774484700794,0.010590877501400368,-0.5869831553333132,0.3489940600979108,0.8246502346488892,0.09423469943733925,-0.016278709175151878,0.05471153872755662,0.0012577244751950521,0.005797086557668922,0.3797197567090712,0.3717101825229443,0.28998332463672155,0.30857953471805305,0.4971172925922371,0.0353408182693777,0.06353213309678943,0.4297638966363754,0.3357381826552242,0.4618869383113366,0.2775240136494704,0.19751887298522508,-0.0825962509953208,0.5385697233629452
Thal_PuM_R,0.10566789830348555,0.5942452773495149,-0.07580106050102414,-0.23897341293601346,-0.00533465827100894,-0.5736717382909976,0.24104201294280977,1.0,0.4785396061468566,0.6380628019833444,-0.19028171209999933,0.5680071841980272,-0.39865323973455585,0.751170166075042,0.36939581861137355,-0.02395948925816322,0.3307964647756386,-0.10203883555589917,0.48731583388631433,-0.7376116548630572,0.275363595613916,0.5923356147185372,-0.3615343504672374,0.35150621895355955,0.5715757657129976,0.24696622564524884,-0.18039832207798678,0.23829164247922524,-0.22911414458185303,-0.26287038727475665,-0.2647302841544048,0.5953101407123217,0.6014662628236636,-0.021858727957629925,0.5086428281335842,0.43251526142369917,0.573195791635638,0.07554405792780204,0.6150478886689212,0.5696218450943712,-0.3876929454227274,0.2567657158304259,-0.3372724198176811,-0.393019784863681,-0.044396926800282635,-0.3464387137187242,0.5996460531562564,0.07008430448475386,0.5243446765366316,0.16342105574725022,-0.2714813075072562,0.36341677983029097,0.4171772402446291,-0.24165103555718925,-0.19000914077248887,-0.0015966972357440092,0.37561415541085863,0.24893630092854685,0.15196911417607473,-0.39051356612561944,0.4040332311241925,-0.40218600377522334,0.6742565003588,0.6355748917745625,0.12261343984857133,0.024046938871094357,0.36930885462967544,0.31996577322819814,-0.4947550463954959,0.41720994054152966,0.0861669780339405,-0.2707478383589951,-0.071382176506555,-0.4216457570963046,0.043440230315372315,0.020112765063955235,0.3033178781379094,0.29337290151963147,-0.11993862935369774,0.6531117118883986,0.10271663139033801,-0.3063793200990595,0.4146691703673832,-0.3328335204870692,0.6738986210720187,-0.2533761169296626,-0.5131435005243191,-0.3516916437471555,0.19319552164807025,-0.028765251867572325,0.6733991739210204,0.24386245642706256,0.6536927906296716,-0.058585614517307406,0.3643100902334884,0.2925123273378057,-0.5758440543570938,0.7268101154362911,-0.6739169616367231,0.13739253559370107,0.5626826445948302,0.2502184709626793,0.35988758228304074,-0.3865875913218405,-0.006031877758431796,0.3671307777183423,-0.28173275823667454,0.17907197401540925,0.2899532313306781,0.09548261736216797,0.5132293466085968,0.3492533611059629,0.4582749603657186,-0.15899316713680336,0.13776061171019802,0.5395743991652497,0.4895085000405636,-0.2659828130474839,-0.2287348787518247,0.42779717113231785,0.49866727892573104,-0.3070935432617052,0.5646599096446839,0.006078505260473322,0.4887513231961028
Vermis_1_2,0.07405845067372088,0.3305823622638959,-0.008879482167747072,-0.049887401891603955,-0.06696754212726598,-0.22663972177785305,0.1571794720891874,0.4785396061468566,1.0,0.35590915418625235,-0.3080101391472332,0.5052295389339009,-0.18427154333055443,0.4772325208784028,0.41874404260780884,-0.09642365337839595,0.34107661268932316,0.11353030153554113,0.25914415997860907,-0.4516616696860585,0.29900188363820085,0.4268195321893224,-0.04801417367439704,0.42334547984992627,0.48645146657763405,0.062389173220962296,-0.184363815567249,0.2363195135158668,-0.0010915051680948555,-0.19639509466343397,0.0656005704232295,0.3198443901787888,0.2047041568846889,0.35786589887532966,0.4426893043761732,0.323754550511574,0.3637660043726538,0.4530725211416083,0.36329811744210094,0.33880965063294094,-0.12180109905910372,0.4672999461285311,-0.08600797194968807,-0.1818334861768635,0.06673817443230444,-0.06543603511635514,0.48582381039302674,0.3502796796524686,0.3915965032613862,0.26140420626040756,-0.04310597625899735,0.18560449118782382,0.43631875951040483,-0.12952258287711413,-0.45027068494111155,0.1845812839756348,0.12417620013286693,0.19918286298514978,0.3517113944373303,-0.204042033334929,0.4902715702375434,-0.1599788934092648,0.43286678855249594,0.38048946354275076,-0.027113138916146386,0.1488980199853269,0.4513393968982035,0.4337882797573064,-0.28340550440831613,0.28938208756813016,0.17948267990520692,-0.3179537078332587,0.08691625227007373,-0.27169995940505726,0.2111510993917958,0.31514361111718786,0.3657492234467964,0.14936829571019072,0.15273187167788346,0.3794421001877304,0.28606338715978674,-0.17672524231931172,0.3700549031230847,-0.1565479918421972,0.41964197142821236,0.09618767591881683,-0.20136387508480488,-0.060637274066334165,0.49432401187636976,0.2558203902983921,0.40749621630593047,0.36736873239112033,0.36749748087273565,0.14514568485160445,0.236467467486565,0.12553741285264308,-0.17703678732639846,0.5537139686155054,-0.32036387204725375,0.24090134072323324,0.33385751784639617,0.20809383790643401,0.09286857474285119,0.041333960663321824,-0.3466892497651808,0.1707237012700115,0.031373617281514325,0.09452407760145308,0.3080355458299263,0.318774505799986,0.30064098273639156,0.04561523195939554,0.4937805578697242,0.17279495287109695,0.3897422796006287,0.3458327411731274,0.3471753935161021,-0.0777581594776184,-0.10612631755229407,0.32149621379156845,0.1782560927643378,-0.19924947794042694,0.47709443138796825,0.12563572817466634,0.2685409719609874
Raphe_D,-0.18592236873379395,0.5866159569075841,-0.46990972868427544,0.09054782862809446,-0.19733792501281977,-0.48734333690155984,0.3598304972935683,0.6380628019833444,0.35590915418625235,1.0,-0.4341535179619698,0.5163979910682565,-0.6087966747545581,0.5064673089139745,0.5769846973541716,-0.029491115254367685,0.47327045083167674,-0.26869308737387504,0.4487563899000188,-0.708836061346021,0.31282847125243035,0.5082852463522406,-0.5242974924614484,0.4174889054777258,0.5069632432624362,0.02393411761116972,-0.4193207412136651,0.43319166380372764,-0.4205454724711299,-0.06745021304253485,-0.1935713775235734,0.5405822380757517,0.3486961259087318,-0.31331767096335117,0.6288697237631301,0.3975228745440589,0.16622699941021749,0.10740166207099919,0.5862165014454789,0.601255592052273,-0.10002836721205989,0.004762526105070977,-0.5939468883876217,-0.050855844609234195,0.04052055027224142,-0.4461793841682505,0.5735241427651072,-0.02393331321531053,0.15898080799227463,0.5101364476612347,-0.5786083537171861,0.4048618981422199,0.14472059173503032,0.03805483587317055,-0.5027671025603709,0.10155567922393552,0.21045635222258538,0.07039901624724935,-0.05930999810761792,-0.5504868454360734,0.3459606548522925,-0.0731499690697091,0.44277104888738533,0.3812641640606112,0.04906917721672557,-0.19555736600887721,0.37279940807267814,0.5237441668879306,-0.34460461134064285,0.0287163575201225,0.19046220488430848,-0.6255629154756662,-0.38982411244741855,-0.3429317805227863,0.04699491216411859,0.3193020803966548,0.40922313300173374,0.32274138532774754,-0.08899767604627028,0.3920290053491976,0.32685974978963483,-0.3623378352410609,0.2995632522152518,-0.10273115199914801,0.7769960333819637,-0.3768403087320931,-0.6751000872228294,-0.5462515144513008,0.1694880389297514,0.009816032429946421,0.5865694235482178,0.16106881000683373,0.3842345217639263,0.00010365892360842226,-0.05718508855672231,0.02169380121897609,-0.5145391016748229,0.5945754861149695,-0.6878639812966082,0.16490328719832417,0.38275619223701757,0.17162959573186068,-0.10364577179027969,-0.3802790327032515,0.033972033249937396,0.3720448886304917,-0.44473588234319467,-0.07958906686408461,0.16174655453881395,0.22401639078709643,0.4425858824148358,0.49820384578203863,0.5479095946023274,0.06076877533781048,0.17434509012150393,0.6188958973902705,0.5593161846332727,0.0434077511882953,0.009530995087395962,0.4005662159581361,0.24813173767195923,-0.40714843736706524,0.4883173516068323,0.05434778697865821,0.5211686805408473
