,Frontal_Inf_Tri_R,VTA_L,Rolandic_Oper_L,Cerebellum_Crus2_R,ParaHippocampal_R,Thal_VL_R,Lingual_R,SN_pr_L,Insula_L,SN_pc_L,Frontal_Inf_Tri_L,Temporal_Pole_Sup_R,Rectus_R,Frontal_Inf_Orb_2_L,N_Acc_L,OFCant_R,Frontal_Mid_2_L,Thal_LP_L,Thal_VA_R,Cerebellum_10_L,ParaHippocampal_L,OFClat_R,Caudate_L,Pallidum_R,Thal_MDm_R,Cingulate_Post_R,Olfactory_L,SN_pr_R,Cerebellum_7b_L,Frontal_Inf_Oper_R,Occipital_Sup_R,Frontal_Mid_2_R,Thal_MGN_L,Frontal_Sup_Medial_R,Cuneus_R,Temporal_Sup_L,Cingulate_Mid_R,Rectus_L,Cerebellum_Crus2_L,Frontal_Sup_2_R
Frontal_Inf_Tri_L,0.22766055475207228,0.4242491305209081,0.2750770158770385,-0.3374610694064485,0.17180857583721318,0.07672112439245235,0.06323823413444676,0.4053311628988813,0.5338892659998299,0.17483187568404546,1.0,-0.498708365397183,0.12835727838229924,0.7595127675121027,-0.061229183828442516,0.32675742641728894,0.6166146930868397,0.5018029399912873,0.18785760029526535,0.38169507030653615,0.6791808168265043,-0.37993704502030895,0.4949476632782497,0.42329818464039276,-0.026610226616960705,0.2575830235409451,0.5833757518636821,-0.1966734047825836,-0.22800427254232492,0.39681045768937684,-0.08150276424808062,0.4742374257467315,0.2157628173358608,0.21871957570250594,-0.06955287430749828,0.8367865375096338,0.2704756357318435,0.14935224851011153,-0.49919814489294956,0.5851848733033499
Temporal_Pole_Sup_R,0.039629496722807196,-0.27306222130474983,0.21601329254460475,0.39074261851556813,0.33390833668523345,0.403832352160318,0.14812088795425615,-0.14408344063732606,-0.22765028281693486,0.30450126484104373,-0.498708365397183,1.0,-0.10537844208978167,-0.23859200379915793,0.255204164588364,0.15160440360827593,-0.08623761174738948,-0.42526962733744417,0.21701801761498488,-0.20981065299811597,-0.4186408831343223,0.2134601458091102,-0.21710465247599425,-0.3664364015992557,0.2640803324187277,-0.02939886673369959,-0.22139856160467797,0.2374257251520773,-0.16297905926890824,0.27183215780134756,0.15515885578522978,-0.5036567315489643,0.026780347695366052,0.5051117209075465,0.28459855988511207,-0.6139535873057457,-0.013948227653986671,0.2251087992723557,0.17311200497230553,-0.4372822908039654
Rectus_R,0.057663969631428946,0.32690829876085403,-0.06252130799466948,-0.24076012818111078,0.3266642520988606,0.10050296186899783,-0.07228032559804551,0.40689122685696655,0.0898664558364061,0.10215770684292315,0.12835727838229924,-0.10537844208978167,1.0,0.232933749446635,0.18915531512709483,0.1838877002751226,0.19432595228262164,0.2290613469231319,0.13787084987753798,0.15574282905408848,0.436132892415384,0.08384049155579947,0.18441011027824747,0.14223178599589306,0.12740898498754408,0.026309055129612943,0.24420552601924658,0.33991018299613857,0.10764585650196329,-0.013046193393503722,-0.06931342219123839,0.2293788641784511,0.4653849959018105,-0.007790316998529987,-0.0954794687831698,0.042822991751128525,0.09382530678362479,-0.05324325403495873,-0.1308674772411463,0.1686811041611374
Frontal_Inf_Orb_2_L,0.4601157799745804,0.5923337438884232,0.2569750148249819,-0.4408378470286357,0.4857998323145871,0.20754977664440916,0.003660802121185608,0.5256382944675021,0.35425384612851385,0.2825270484769799,0.7595127675121027,-0.23859200379915793,0.232933749446635,1.0,0.30116346506831687,0.5071035953637817,0.5274526947946272,0.4106325122178511,0.28223074964229555,0.33614904479376057,0.6774678189864909,-0.20592903774197358,0.32069329484579634,0.2907069741108911,0.13424583887184974,0.2639109489009646,0.5992877631353086,-0.1569444801830832,-0.3464601411378681,0.5115170877561623,-0.14076588561781825,0.44218358749182746,0.36432577238812974,0.27029103974109636,-0.15485741949430035,0.5857382705029575,0.1920161064038202,0.18406232694456273,-0.5279461038527965,0.3782696849042607
N_Acc_L,0.20683633337087334,0.40777717104329947,-0.027605271027892,-0.13943823390635432,0.4217563426266104,0.25242055888948206,-0.09200293493708121,0.1876591509538212,0.0014196460442258765,0.43280508892743813,-0.061229183828442516,0.255204164588364,0.18915531512709483,0.30116346506831687,1.0,0.21753403928457596,-0.012679190077588626,-0.03442369600983185,0.1515383075256781,-0.10282512535793263,0.15719034416543784,0.2839037967030883,0.008115890909036298,-0.15152977936820844,0.2142091444892648,0.06486971675533731,0.3478891869623674,0.3688996243906583,-0.059772413577792935,0.1855012481785219,-0.013209985703906432,-0.029079352955668932,0.09882526668325514,0.11612369660794547,-0.04809358879845979,-0.11853149718443891,0.031067145535427255,0.17301078600686665,-0.04446565067071881,-0.14700005165445781
OFCant_R,0.4288417467504317,0.43004925625705354,0.09265022446145621,-0.43243118386666934,0.7496647385886805,0.4532239027482136,-0.3339076985136143,0.5991638291268435,-0.25870983641281275,0.6291663556702549,0.32675742641728894,0.15160440360827593,0.1838877002751226,0.5071035953637817,0.21753403928457596,1.0,0.4746998606420717,0.38993621362925535,0.6158257098174544,0.28916429377005076,0.5409579608562737,0.020053390525605612,0.057838476041263895,-0.23864805297049585,0.33804325599475354,0.356055344077931,0.6159993626850899,-0.01980774911647312,-0.41533622183939034,0.42232898288258086,-0.4360450169907802,0.29960906823014516,0.25960308999956255,0.4276342868830375,-0.4008136215688944,0.06120111841787103,0.20272931677210257,0.4507075184664508,-0.6236944794796013,0.1450950043145698
Frontal_Mid_2_L,0.15212561987084955,0.27546597600311956,0.3101673122718019,-0.10338546574209008,0.33313365261465755,0.42897784920422055,0.1446761722702604,0.4671110282239484,0.23847489705364402,0.31086364144243367,0.6166146930868397,-0.08623761174738948,0.19432595228262164,0.5274526947946272,-0.012679190077588626,0.4746998606420717,1.0,0.48400759129132614,0.4724234810660242,0.43284685559397457,0.5827314640937963,-0.1663351740698401,0.5045651470705408,0.2853581898621679,0.3750451366929207,0.4805943490912189,0.4474329894999823,-0.03998214157419516,-0.16815018388052344,0.3248254303631026,-0.08547994272930848,0.47938073104241363,0.3164745672021164,0.4836853769083688,-0.06316998882150686,0.3357959150632017,0.533345076630064,0.26206506263057194,-0.4375464833476005,0.6439639209860547
Thal_LP_L,0.12476045971512625,0.42482360658316737,-0.07502000199479136,-0.21588278544012587,0.230906853188903,0.3464454827057159,-0.08992952311241714,0.5954548437253399,0.013174789115304274,0.23241057330294476,0.5018029399912873,-0.42526962733744417,0.2290613469231319,0.4106325122178511,-0.03442369600983185,0.38993621362925535,0.48400759129132614,1.0,0.47669416740902343,0.5186982510958412,0.6588836547795405,-0.21050833611012018,0.4156027442007471,0.08912655750009923,0.33986782954331485,0.5314243886601452,0.5554780882251116,-0.1382641827352171,-0.03500672735535654,-0.0058951259227054366,-0.6259775676112385,0.5720857481218378,0.21968426729023285,0.07530040876245558,-0.5338958490957848,0.3569546388120379,0.18150544456809714,0.15785209983814355,-0.27815244106894094,0.47358043580750786
Thal_VA_R,0.30400635751411803,0.40020648976644657,0.20171057777808235,-0.26324940123694796,0.6065478583716474,0.7786840024042342,-0.1211422226992961,0.6023526735005132,-0.1951234632853186,0.5787956443999644,0.18785760029526535,0.21701801761498488,0.13787084987753798,0.28223074964229555,0.1515383075256781,0.6158257098174544,0.4724234810660242,0.47669416740902343,1.0,0.2648575859637098,0.41205602840778616,0.07525269706540784,0.2265363753871756,-0.08629807299632757,0.6818571530342299,0.6263818175917958,0.362422038069856,0.10713571854960093,-0.1716124250553418,0.29795992128640936,-0.4017810093894847,0.3779378764328112,0.26109017592267614,0.3534358011666616,-0.3771132449750595,-0.10597404379821464,0.3975877334186513,0.345381013296568,-0.4289461694594467,0.16949676235996503
Cerebellum_10_L,0.07368183149337333,0.24378820938035944,0.0658736436309137,-0.15754921809139544,0.23748751887840167,0.21519152153154691,-0.03807338618093943,0.43458633820386755,0.011689898324651376,0.12275359228668084,0.38169507030653615,-0.20981065299811597,0.15574282905408848,0.33614904479376057,-0.10282512535793263,0.28916429377005076,0.43284685559397457,0.5186982510958412,0.2648575859637098,1.0,0.5043777267530148,-0.25762739724714634,0.3043177116464123,0.22531850165975736,0.15438872411171162,0.34752986215485027,0.33751288610000074,-0.10973241482901816,-0.339623817581339,0.07084786734383954,-0.3419229331074726,0.3528072293902661,0.2761318370962208,0.305250812126169,-0.2920531290410136,0.21038092477046672,0.22311284120436156,0.1420299820823787,-0.371386384922918,0.39564898024669376
ParaHippocampal_L,0.20805886896173648,0.6867484062954328,-0.04952141432736092,-0.5503935549078264,0.48659254897209014,0.3008464604938899,-0.16207707143808325,0.7009738970946372,0.17879324167760718,0.3426316663103734,0.6791808168265043,-0.4186408831343223,0.436132892415384,0.6774678189864909,0.15719034416543784,0.5409579608562737,0.5827314640937963,0.6588836547795405,0.41205602840778616,0.5043777267530148,1.0,-0.22030004742959636,0.46757071209694767,0.26976400993892247,0.249142615217926,0.41983411971324086,0.6948610978085623,0.01602499768127262,-0.22266274570643937,0.18085473725292636,-0.34510812745245495,0.600402560750036,0.45164019489075236,0.2253026811977214,-0.3852650621987654,0.4833300022821823,0.2677779558483034,0.14073604839907286,-0.6570807174101019,0.5591169603770665
OFClat_R,0.37635488389183336,-0.010834755479778262,0.03223996182998765,0.0659480877612502,0.1830666404153435,-0.010260952714161598,-0.19583809440887198,-0.010939491495911825,-0.16750005608522567,0.14942342431731348,-0.37993704502030895,0.2134601458091102,0.08384049155579947,-0.20592903774197358,0.2839037967030883,0.020053390525605612,-0.1663351740698401,-0.21050833611012018,0.07525269706540784,-0.25762739724714634,-0.22030004742959636,1.0,-0.3850297227933731,-0.18385411933639062,0.09284330262550057,0.036447827065790604,-0.1998392430536655,0.3135263601810415,0.17624557882762737,0.17069992323653724,-0.07628704161056334,0.06683880758813225,-0.021795461057042623,-0.29499023519092726,-0.18915326891178427,-0.32168669266772393,0.08891800468629066,-0.04091432471064863,0.2619065343927939,-0.27118309631201176
Caudate_L,-0.22060700553163906,0.21490316068837387,0.15457995547817258,-0.08934694649772087,-0.008216882117649702,0.2657701482536969,0.32259967524450917,0.24017833120014664,0.5381304637392864,-0.06241926024154228,0.4949476632782497,-0.21710465247599425,0.18441011027824747,0.32069329484579634,0.008115890909036298,0.057838476041263895,0.5045651470705408,0.4156027442007471,0.2265363753871756,0.3043177116464123,0.46757071209694767,-0.3850297227933731,1.0,0.5218166457023965,0.28012945780928256,0.3058982099372889,0.3094380411410735,-0.028051116308382737,0.08308932874683571,-0.11757227136828648,0.22167670692982291,0.08973600975816787,0.21778520161210374,0.3312306250608577,0.150638343553211,0.44285194902371916,0.35477770116246127,0.022121557029687034,-0.25038282403501927,0.4769086244226759
Pallidum_R,-0.148095298024626,0.10284437453667983,0.31134241345267366,-0.10000254367529124,-0.18745860716654392,-0.030347925562084585,0.3267933794262372,0.04151984900073346,0.5394878287091194,-0.2745807763955914,0.42329818464039276,-0.3664364015992557,0.14223178599589306,0.2907069741108911,-0.15152977936820844,-0.23864805297049585,0.2853581898621679,0.08912655750009923,-0.08629807299632757,0.22531850165975736,0.26976400993892247,-0.18385411933639062,0.5218166457023965,1.0,0.02158726305660017,0.0684006183300923,-0.06667457624137256,-0.049082258783558444,0.07542366492908324,-0.007126046743353145,0.3490923722254994,0.2716880188969292,0.25920621110728775,0.09763783667804457,0.21548375339315373,0.4150855124110342,0.2930957994723634,-0.22137846706151282,-0.1798812501525176,0.4735472731403435
Thal_MDm_R,0.10253416985862779,0.2683004973418345,0.22883625144958084,-0.1195612659702318,0.4031981457670199,0.7907999324071545,0.16770802668789758,0.4568999748307289,-0.14586000828808685,0.3509908240006289,-0.026610226616960705,0.2640803324187277,0.12740898498754408,0.13424583887184974,0.2142091444892648,0.33804325599475354,0.3750451366929207,0.33986782954331485,0.6818571530342299,0.15438872411171162,0.249142615217926,0.09284330262550057,0.28012945780928256,0.02158726305660017,1.0,0.6451021761918464,0.0948794639334262,0.1123869494103356,0.12817940367213151,0.10333855399390214,-0.1612387427190445,0.2851168266741865,0.24479278124036014,0.2470387959225072,-0.19526129895674005,-0.20585338679131912,0.34938418154999035,0.21176584611002053,-0.17426243064732744,0.16161755838703562
Cingulate_Post_R,0.18755233316940456,0.35161705771531504,0.35866854973897677,-0.14259269002885608,0.4045190215981142,0.6369615684785379,0.12969156866089832,0.5276623069306507,-0.03921638669813873,0.42999802974810397,0.2575830235409451,-0.02939886673369959,0.026309055129612943,0.2639109489009646,0.06486971675533731,0.356055344077931,0.4805943490912189,0.5314243886601452,0.6263818175917958,0.34752986215485027,0.41983411971324086,0.036447827065790604,0.3058982099372889,0.0684006183300923,0.6451021761918464,1.0,0.23340271884546546,0.05111947539029448,-0.08142399978717703,0.18808622954254334,-0.385968587548297,0.4840552346883031,0.26882283849426963,0.22391218418440761,-0.33027939749868057,0.06854559148002837,0.5498180734145136,0.21501250224818091,-0.2829662351661553,0.3177245385577082
Olfactory_L,0.23208648308940774,0.5388929684273256,-0.12735943168874642,-0.43077534970192577,0.4544681702944875,0.23608590198679003,-0.2707127112166005,0.5342437776251816,0.1376219544295411,0.5078716674586401,0.5833757518636821,-0.22139856160467797,0.24420552601924658,0.5992877631353086,0.3478891869623674,0.6159993626850899,0.4474329894999823,0.5554780882251116,0.362422038069856,0.33751288610000074,0.6948610978085623,-0.1998392430536655,0.3094380411410735,-0.06667457624137256,0.0948794639334262,0.23340271884546546,1.0,0.013706541053427189,-0.3024180727150489,0.24235978303456587,-0.3281643324737407,0.32122919311221654,0.1595539329531698,0.2761224333670974,-0.3042584699110498,0.4259351771027106,0.10535461140327854,0.3397238032215511,-0.5414801539079289,0.2811434053945859
SN_pr_R,0.033827292134589966,0.15617561615681244,0.0433980845453807,0.08299864699977041,0.15312489078722574,0.1999338796814445,-0.006028748579447034,0.0918607146558141,0.02406843120509687,0.4796877519829704,-0.1966734047825836,0.2374257251520773,0.33991018299613857,-0.1569444801830832,0.3688996243906583,-0.01980774911647312,-0.03998214157419516,-0.1382641827352171,0.10713571854960093,-0.10973241482901816,0.01602499768127262,0.3135263601810415,-0.028051116308382737,-0.049082258783558444,0.1123869494103356,0.05111947539029448,0.013706541053427189,1.0,0.12083684841469879,0.09973188983238382,0.15424656221173913,-0.09403528897864916,0.30991144791439373,0.10900888766192894,0.13565278455587595,-0.230327226579714,0.21566548722140413,0.12841053150409626,-0.0003275414093301382,-0.12096498144258255
Cerebellum_7b_L,-0.21590771703056685,-0.18876687509845336,-0.1538367591938525,0.16845738513439046,-0.45199193656261455,-0.17326238216310477,0.28249190011025027,-0.20954016385885246,0.21006692116319378,-0.3614229826899194,-0.22800427254232492,-0.16297905926890824,0.10764585650196329,-0.3464601411378681,-0.059772413577792935,-0.41533622183939034,-0.16815018388052344,-0.03500672735535654,-0.1716124250553418,-0.339623817581339,-0.22266274570643937,0.17624557882762737,0.08308932874683571,0.07542366492908324,0.12817940367213151,-0.08142399978717703,-0.3024180727150489,0.12083684841469879,1.0,-0.2960805570871876,0.2838423844097563,0.044121491672571254,-0.13175942684700367,-0.45279378471956194,0.16131769120852055,-0.008805665605192012,-0.05339345686266314,-0.1722491243054041,0.5365466381012147,0.06573982582380176
Frontal_Inf_Oper_R,0.7015537505017635,0.22613112011193562,0.4582617086909322,-0.06845962343650257,0.4622870218854843,0.29710647015869257,0.0032097344561952948,0.23220143496019646,0.21131768377087737,0.4312995250249464,0.39681045768937684,0.27183215780134756,-0.013046193393503722,0.5115170877561623,0.1855012481785219,0.42232898288258086,0.3248254303631026,-0.0058951259227054366,0.29795992128640936,0.07084786734383954,0.18085473725292636,0.17069992323653724,-0.11757227136828648,-0.007126046743353145,0.10333855399390214,0.18808622954254334,0.24235978303456587,0.09973188983238382,-0.2960805570871876,1.0,-0.01912108865488728,0.23482435349481073,0.1733725237958727,0.349479727649253,0.04741356394104441,0.24896967231209588,0.3050985188123971,0.35753672224846567,-0.2880956363799029,0.11588108076265857
Occipital_Sup_R,-0.22073532186957634,-0.3582718998973874,0.14844184524819837,0.13190017340205648,-0.39607230858260384,-0.25570992641461143,0.4398579852513587,-0.4870812174258245,0.4755663692905538,-0.36706416424845834,-0.08150276424808062,0.15515885578522978,-0.06931342219123839,-0.14076588561781825,-0.013209985703906432,-0.4360450169907802,-0.08547994272930848,-0.6259775676112385,-0.4017810093894847,-0.3419229331074726,-0.34510812745245495,-0.07628704161056334,0.22167670692982291,0.3490923722254994,-0.1612387427190445,-0.385968587548297,-0.3281643324737407,0.15424656221173913,0.2838423844097563,-0.01912108865488728,1.0,-0.4234789563285349,-0.059900847458155326,0.07790890284130539,0.8302220099869371,0.08324398488071179,0.058434996250756786,-0.08563596696209334,0.10974950848159958,-0.04657385983036208
Frontal_Mid_2_R,0.3395687403080095,0.4823128600623853,-0.036195403811093825,-0.3923025424884575,0.1957552305998955,0.24047218553903718,-0.2122597572556893,0.5183497755830675,0.00902185389444557,0.19546856520348987,0.4742374257467315,-0.5036567315489643,0.2293788641784511,0.44218358749182746,-0.029079352955668932,0.29960906823014516,0.47938073104241363,0.5720857481218378,0.3779378764328112,0.3528072293902661,0.600402560750036,0.06683880758813225,0.08973600975816787,0.2716880188969292,0.2851168266741865,0.4840552346883031,0.32122919311221654,-0.09403528897864916,0.044121491672571254,0.23482435349481073,-0.4234789563285349,1.0,0.21021663663830473,-0.08450519708078726,-0.5328533277490041,0.28634683482899026,0.339459639767571,0.0848872585388134,-0.3707901798190233,0.6514654197371822
Thal_MGN_L,0.16672356991980247,0.3565266617036239,0.16399590118503884,-0.14228418757646755,0.34782367107184864,0.25518540573499954,0.06543138479263402,0.4116319523524193,0.054259227537954396,0.2302355420793455,0.2157628173358608,0.026780347695366052,0.4653849959018105,0.36432577238812974,0.09882526668325514,0.25960308999956255,0.3164745672021164,0.21968426729023285,0.26109017592267614,0.2761318370962208,0.45164019489075236,-0.021795461057042623,0.21778520161210374,0.25920621110728775,0.24479278124036014,0.26882283849426963,0.1595539329531698,0.30991144791439373,-0.13175942684700367,0.1733725237958727,-0.059900847458155326,0.21021663663830473,1.0,0.295562840445585,-0.05996577270575483,0.08927604199717346,0.23263903596527236,-0.037859685100506545,-0.3183601370576198,0.24593766761756622
Frontal_Sup_Medial_R,-0.00041156121098684444,0.028517976281634803,0.2718923258860352,0.14487424963945283,0.3770199767027079,0.48180972897488034,0.1674480689364336,0.2006787102119576,0.12967254900175296,0.4230842472297232,0.21871957570250594,0.5051117209075465,-0.007790316998529987,0.27029103974109636,0.11612369660794547,0.4276342868830375,0.4836853769083688,0.07530040876245558,0.3534358011666616,0.305250812126169,0.2253026811977214,-0.29499023519092726,0.3312306250608577,0.09763783667804457,0.2470387959225072,0.22391218418440761,0.2761224333670974,0.10900888766192894,-0.45279378471956194,0.349479727649253,0.07790890284130539,-0.08450519708078726,0.295562840445585,1.0,0.2229683513010823,-0.05486805134694976,0.2931670019099035,0.3802092946434397,-0.3996004285212602,0.21039740375844115
