,Cingulate_Post_L,Thal_PuI_R,Parietal_Sup_R,Thal_PuI_L,Angular_L,Frontal_Inf_Orb_2_L,OFClat_L,Cerebellum_10_L,Thal_PuM_L,Frontal_Inf_Tri_R,Thal_MDm_R,Cingulate_Mid_R,Vermis_9,Occipital_Mid_L,Thal_VL_R,Lingual_L,Thal_PuM_R,Frontal_Inf_Orb_2_R,Putamen_L,Parietal_Inf_R,Thal_LP_R,SupraMarginal_L,Insula_L,Cuneus_R,Occipital_Inf_L,Thal_AV_L,Rectus_L,Temporal_Mid_L,Supp_Motor_Area_R,Thal_VPL_L,Cerebellum_Crus2_R,Temporal_Inf_R,Cingulate_Mid_L,Olfactory_L,Thal_VL_L,Thal_IL_R,Cerebellum_10_R,Lingual_R,ACC_pre_R,Cerebellum_Crus1_L,Temporal_Inf_L,Angular_R,Amygdala_L,VTA_R,Paracentral_Lobule_R,OFCmed_R,Postcentral_L,Rectus_R,Pallidum_R,Fusiform_L,Temporal_Sup_L,Frontal_Mid_2_R,Occipital_Inf_R,Parietal_Inf_L,Thal_MDl_L,Postcentral_R,Red_N_R,OFCpost_R,OFCpost_L,SN_pc_R,SupraMarginal_R,ACC_sub_L,Pallidum_L,Vermis_6,Cerebellum_4_5_R,Putamen_R,Temporal_Mid_R,Heschl_R,ACC_sup_L,ACC_sub_R,Vermis_1_2,Supp_Motor_Area_L,ACC_pre_L,Frontal_Sup_2_L,Parietal_Sup_L,Precuneus_L,Vermis_3,Frontal_Inf_Tri_L,Calcarine_L,Frontal_Med_Orb_R,Frontal_Sup_Medial_R,SN_pr_R,Precentral_L,Vermis_4_5,N_Acc_R
Cingulate_Post_L,1.0,0.3510899620769516,0.20028119704091027,-0.16228558915619115,0.6563528083492595,0.24516013999702266,0.3169825443303075,0.2964358477669288,0.15202532701803895,0.312692357859442,0.37408294436775125,0.5223059492566103,0.049154877409432626,0.45254566953544095,0.5201886795569192,0.4975641921773873,0.4092605477759603,0.20912080272799813,0.4305552335183416,0.2836617630872572,0.09500051499933074,0.6366884029298009,0.49064068794244337,0.5899276902233839,0.2013949617521996,0.17378650327033196,0.21195278431470158,0.46536001620738776,0.5230431209999787,0.6034886915645927,0.0912924348563792,-0.09241184949733638,0.608863815948509,0.5518667149512338,0.3540371479325626,0.5948265954122743,0.5096722129397238,0.4922563360040686,0.5216902294639584,0.05143331462034089,0.24138187857148183,0.2997724699226302,0.6126905075692304,0.24301864537690662,0.517500193789312,0.06550372961580068,0.6895633113416751,0.2609599108086629,0.17755526387505377,0.5387483977065334,0.542688174945677,0.5425770354390327,-0.16618824007727143,0.6073381846460684,0.05677167077141609,0.28397027115755846,0.4971973556667772,0.3428284949879536,0.30046577733688046,0.24490030635467092,0.29148198064356295,0.2479025302712243,0.4817485865780319,0.5550235037862139,0.4968600303526894,0.24402592515012772,0.3744935511005814,0.4306925391788685,0.5238166666746185,0.35151564824151205,0.1497855396769374,0.5502648952811012,0.2294277213642155,0.8135471242604783,0.4551690889990801,0.43083616199637725,0.31575672924215475,0.4715016021064847,0.6208812129429594,0.004171678329129065,0.6602462623206208,0.3078321123806263,0.6276015477528976,0.6716349864597276,0.24929517199101034
Thal_PuI_R,0.3510899620769516,1.0,0.06668145635247938,-0.15356514147419853,0.029831527878125222,0.29093115444295065,0.42231998861372977,0.45059072884712187,-0.19194259694013308,0.32342650896954006,-0.20038719747510667,0.35143856421352637,0.1511510897088369,-0.14751952324495787,-0.12581486842812437,-0.10750699061841269,0.6853524409528539,0.3786081457547569,0.43103070622497885,0.07285860152012424,0.2419652580325818,0.1281775833222733,0.2184210692780028,0.018410949659601588,-0.27637573355378486,0.22440859698479937,0.467399015669349,-0.205653893722436,0.3041206522245192,0.2642329731653333,-0.3275287502661472,-0.12165658881552509,0.39529993629027776,0.18680274025065047,0.3170828058595464,0.26439307090370934,0.5139388864377649,-0.028737181883101603,0.45518278182972227,-0.39064251492938035,-0.12481952402483117,0.034477842363711306,0.48272696929267667,0.08292383322859141,0.15992304185909276,0.3568959310477392,0.2451535588772347,0.47522732668077866,0.4935990728554278,0.16619171775162264,0.162601708870553,0.40660378926615054,-0.4519441596909996,0.31231667410049124,-0.28226330798072063,0.167909970393263,0.4484736821446061,0.3027998959946731,0.2806794224000691,0.08530768966996559,0.07134800074556988,0.5036998635384488,0.5216408781155676,0.28976751304430143,0.4319906348829075,0.539363094722683,-0.08680920284287734,0.011710400998298277,0.398827978083921,0.3696257672314438,-0.21636370398866372,0.3295156470099785,0.6176840804559954,0.4931432163570853,0.20752866829600164,0.27666263013717357,0.6298216238827207,0.4129908908097875,-0.022879739554187494,0.4031572571185543,0.4516489882971311,0.4370733891314103,0.45332389679296814,0.5243786710530886,0.3771381460982778
Parietal_Sup_R,0.20028119704091027,0.06668145635247938,1.0,-0.33732086327644667,0.43863422263652113,0.19065994889328194,0.23503409604764386,-0.05082946807456359,0.67715311412476,0.4010004398332108,0.14153274463250445,0.586809301869234,-0.2646958959051604,0.30068303731267515,0.060291016251413004,0.3309861394434668,0.33008239724506055,0.24065546878596267,0.17521419363595914,0.9347591139434546,0.1330317900321957,0.21016717855175654,0.168315488411075,0.580312870425794,-0.4144387165255609,-0.4605957479471257,0.23801846919445266,-0.2373629346421755,0.6118805066718007,-0.028171310615919685,-0.2315171142203808,-0.4291039014777192,0.441723199281921,0.27023108374460375,-0.26242131619205034,0.4792649996120416,-0.17777922521876366,0.38136614469098756,0.2383933760833591,-0.591742230284231,-0.4011948622493269,0.9068019123132727,0.2830228803614474,0.2910104364427119,0.6887483752333897,0.17148932369064962,0.48038502196683996,0.2500534130576951,0.4107163051055587,0.1129382216530365,0.0896762403594095,0.5794355106863294,-0.5004951403481671,0.6439794941054826,-0.0020440922425493673,0.8628561235210953,0.5293494505630008,0.27355793435370557,0.19540940986470362,0.37117278809902093,0.7953500497661027,0.25426511585031464,0.23889388843124293,0.07382245565309888,0.2607955130510085,0.48510648436111287,0.24386736365294778,0.3133376063161108,0.07676205372376987,0.20711384550706854,-0.09192827778668042,0.6511318567045837,0.02300943171777629,0.3474282366882978,0.8394650952534436,0.8517892668514461,0.2088000967880775,0.2760239824384318,0.41287613189462047,0.13955357394720924,0.4504559770145614,0.4514836017478554,0.15402316902015856,0.3040260500453719,0.3658039915800946
Thal_PuI_L,-0.16228558915619115,-0.15356514147419853,-0.33732086327644667,1.0,-0.33364511267568453,-0.11300851995453676,-0.0619246273836972,0.162877311316978,-0.01163270407709668,-0.03452869310089556,0.2659613383042475,-0.10118171074536332,0.246717855168487,-0.09344467967597046,0.2773359233167017,0.07789908441502433,-0.1330848927091496,-0.022134395006848977,0.07909744613822316,-0.30270164904956776,0.07421974881642324,-0.30103288879649914,0.17208926216911796,-0.27086435305366297,0.17369277385846393,0.29578064488474193,-0.12696901922769652,0.36653101534915344,-0.32562951587266453,0.06452780253264961,0.35620611202340224,0.45668615265038365,-0.16517901210394306,-0.12211276796740977,0.3120000009643781,-0.13356448702353194,-0.13017064365651634,-0.05506649146716256,0.02357030427781578,0.4472113573065898,0.5030351513503816,-0.30542488064348594,-0.35528406912654437,0.07394838176067119,-0.47058184120589247,-0.062446649006441465,-0.3560684409631002,-0.10650560301202948,-0.14804505309077604,0.25160388856866805,0.12169568919391227,-0.22767698503658476,0.511214589449026,-0.5481180144753298,0.51285316389247,-0.2520289212864979,-0.2857153225507718,-0.04609096791743838,0.0013470704476395957,-0.2647340221407676,-0.15237650494126298,-0.0944014135912187,-0.19360362114955795,-0.010417007385045477,-0.1859722654168688,-0.1390293993632611,0.2891600257069929,0.23591628064940282,-0.1005129587627217,0.05974091266298579,0.08561651037635755,-0.3779873118924416,0.007469965315678485,-0.2912617107233806,-0.5030866559510697,-0.4134024231130308,-0.13186264273828296,-0.040252766750204026,-0.010467098175397283,-0.041815266157542386,-0.20416147977833535,-0.32953092795887395,-0.49314484859231517,-0.23982329674962422,0.038395283974284766
Angular_L,0.6563528083492595,0.029831527878125222,0.43863422263652113,-0.33364511267568453,1.0,0.025618176316442753,0.07259016358848165,-0.02305451777175181,0.4801742859922179,0.06468485913099078,0.508524628849739,0.35982990868329456,-0.21914973656228365,0.7909554794472826,0.5554615249012347,0.5617035225768763,0.07301560867748974,-0.10060282272599615,0.09226076992711958,0.5224580009295017,-0.11836045060848235,0.8130377875161697,0.2798872310792756,0.7453080550557624,0.32567863996681373,-0.1948935685342272,-0.04710040986167603,0.37508860755644285,0.516874535962046,0.45504185540416797,0.1650370957463701,-0.2060266028871786,0.4238644916632408,0.5890050049112693,-0.009425421372489095,0.5735679670404454,0.2129406862124825,0.5208481586756423,0.30024553046002656,0.008988799877999838,-0.03188423591506053,0.5923316740895522,0.44929491283613693,0.39651557992746306,0.6725655936805691,-0.1419238541886916,0.8340780785065439,0.001591450068762425,-0.11191638660793968,0.27682481564529465,0.33068078373380627,0.4167915161728762,-0.09734854975627193,0.8072896360573073,0.10439398584094724,0.36646181876165645,0.43545880974543416,0.1382838228073766,0.0544430855144481,0.3277072445237395,0.45999769122455303,-0.022863726577047584,0.23263538205171527,0.2845790903519736,0.2321494981287773,0.00840583078414282,0.3723578109239895,0.3567625562560997,0.38721664226115665,0.1524750293590817,0.24525792530566562,0.5485810650895668,-0.17512002827560452,0.6628157951069413,0.698283721561065,0.5707077898751722,-0.0171033643423539,0.2145831762585813,0.7430547805706271,-0.20357396715156714,0.5112355722819065,0.17193879513571744,0.5401899981550807,0.4193069599811515,-0.0374193162728794
Frontal_Inf_Orb_2_L,0.24516013999702266,0.29093115444295065,0.19065994889328194,-0.11300851995453676,0.025618176316442753,1.0,0.751628405207646,0.36078699147941057,-0.04068822502756841,0.4410755530912666,-0.2792308702585008,0.4650179799924559,0.10580255928098606,-0.021956972708736294,-0.04633632338045167,0.04697896767339136,0.4003070029852524,0.8782193736379518,0.473622514174401,0.2267618708506433,0.33602543917958105,0.13046218385854205,0.5819223100346868,0.1943563256353344,-0.286704223128403,0.06304227303669885,0.5719389464010617,0.051441130509939745,0.3863160343978019,0.08427773166813253,-0.35280762359012063,-0.13460269979845418,0.4955472234515283,0.2681905172576486,0.23954598908847136,0.15987949619816494,0.19511637385349043,0.14352784850941327,0.2972643272282427,-0.25903356353580986,0.12508236525599606,0.11009900904412,0.34306919520858686,-0.04672904838500416,0.24950595187167438,0.4018417627789509,0.2564309910653307,0.6321566494260181,0.48846453922065364,0.2993703105776834,0.39557657612672725,0.47041878059655673,-0.35036322276389187,0.24833278274059356,-0.2692825884148515,0.3259510142401979,0.25407182462255323,0.423530240054051,0.7368530290173244,-0.006282554771542618,0.24679339246304416,0.3544729975661406,0.4141981729509777,0.27075279746595715,0.3997818947087346,0.43849039237809206,-0.029657793826380306,0.16428620368462835,0.18408158331777233,0.1891738371121572,0.04998890890422629,0.39666639124551717,0.41435020103543585,0.36931519551680314,0.23350157941482813,0.2823742482978834,0.4447736029294653,0.5459074038240016,0.07267346195026794,0.2760458502793017,0.3351928151908793,0.3338838080023602,0.32051766070304283,0.39121105552318797,0.44387690282097014
OFClat_L,0.3169825443303075,0.42231998861372977,0.23503409604764386,-0.0619246273836972,0.07259016358848165,0.751628405207646,1.0,0.49491657719934096,-0.08415729681696392,0.5988353109495262,-0.046784147018057554,0.6717467164452356,0.332350355703243,-0.013867082711124933,-0.01761130630020746,0.020303501111337958,0.5878800145564618,0.7451128782293708,0.6843919659838283,0.3191397541255541,0.46196395717632055,0.23646350069993466,0.4902352868291005,0.34251393181859563,-0.3980529004853945,0.2502885264012571,0.7406563333401391,0.11773491516618638,0.6006617034434409,0.23969709540441225,-0.35420654922077016,-0.0051236923684901455,0.6773426514879703,0.14197422885648278,0.3649749618516556,0.42535820933138,0.2671251128466723,0.1885667696570587,0.45387304320107796,-0.401197514941374,0.1846345013467595,0.188504815112994,0.4894377778157213,0.302642469023563,0.40408814884485794,0.5069887124660534,0.4207532471304654,0.7170465355576875,0.6577477794478773,0.49133946981654697,0.5861509341757449,0.6668916471023143,-0.5338648253768747,0.379901904952008,-0.18743079628727635,0.4652230977417848,0.5382201773367179,0.5222464423571525,0.7027835451812858,-0.11700070035782828,0.39202773511508565,0.5374775437294451,0.5878157251453547,0.4499683423779825,0.6074543262543902,0.6403468652290766,0.041772913090762274,0.27674750755530797,0.3760242433813484,0.357517739830396,-0.2466370153407561,0.6061375280207122,0.5537241735687927,0.538986522098671,0.3519123657516087,0.44076243756715083,0.5575367419439204,0.70064450842058,0.12608345072632843,0.2883996758449836,0.5254272750859392,0.3912458275558582,0.45212129545362395,0.6082399082307198,0.5628107314043452
Cerebellum_10_L,0.2964358477669288,0.45059072884712187,-0.05082946807456359,0.162877311316978,-0.02305451777175181,0.36078699147941057,0.49491657719934096,1.0,-0.2152563221009962,0.46029804415844344,0.0035927908314894092,0.4281882644195051,0.5335192997530197,-0.06536978624258309,0.12891620085993816,-0.08009271037310994,0.56515218094128,0.43990360843380316,0.706367207895958,0.04239309003813925,0.37220667338463387,0.18095198752763164,0.45342339424002776,0.09793749035175937,-0.3461440255617429,0.47010139177068694,0.4222576089622958,0.16384254206554336,0.30550241520189064,0.3330763537800921,-0.1872025351278464,0.22890632606168454,0.47012136981984964,0.17627882418354476,0.6694382243723171,0.2891865035268544,0.6254980919864152,0.051562014211183914,0.5509624902091368,-0.19630162946240767,0.3553647439510481,-0.03218633081304306,0.47782519714864397,0.09989546532730884,0.1712198478063934,0.2655946701804136,0.17263938125440906,0.43223404075125316,0.5098717604323828,0.4892297835113321,0.45551033465927515,0.5063867317504217,-0.27064735568812753,0.14266895162752533,0.09974178826935905,0.17970606063068142,0.3323148612782313,0.39265193088590183,0.3871639786865361,0.09045709530739622,0.2787182832296607,0.539667107334732,0.5526204645531541,0.4928403897721347,0.5276922169964501,0.5275136946592552,0.14623811677434992,0.14540086538202535,0.37062411454207483,0.3977676150728774,-0.23100456508389675,0.3249032077816089,0.5921671111754128,0.4903594093419478,0.0764457760199043,0.15947907605730915,0.5342037584026642,0.527100133393271,0.07325971127900278,0.31949643005701706,0.4727000888211229,0.3883209846313449,0.23167509096233044,0.4692645241276279,0.45977474622589043
Thal_PuM_L,0.15202532701803895,-0.19194259694013308,0.67715311412476,-0.01163270407709668,0.4801742859922179,-0.04068822502756841,-0.08415729681696392,-0.2152563221009962,1.0,0.19820276502043363,0.38991727847516205,0.3660850298211708,-0.18869581163338683,0.49531431922597674,0.40412716387000264,0.6659822566892528,0.012049879021045241,0.015575067500574752,-0.005029107952034018,0.7155781129531189,-0.058793874538542845,0.145989342873646,0.2819685491858223,0.5095389251609567,0.021654948220879478,-0.44929465248549794,-0.06672894316948903,-0.014748161820273387,0.3081734935903842,0.07584107827407753,0.2789786599912013,0.013367389822056264,0.2012383864765434,0.34323324453528,-0.25071032153183737,0.3509636388893754,-0.23190644252098963,0.6270737594563962,0.11711286743899854,-0.12917342481493543,-0.3357722975595978,0.8109327741178168,0.06829702900590191,0.18465951825758478,0.4194176844372488,-0.05051415072137277,0.34293963597452637,-0.06287412752827094,0.008121390957062796,0.09305869906591409,-0.02956811570982833,0.3129631391212622,0.08116547470943253,0.4098720354687869,0.46367829513482833,0.6137031330097775,0.2332208276243212,0.2155010962684318,0.048351225626737694,0.48606793148159244,0.6289431975739069,-0.015731294366201555,-0.0792363692810243,0.07158745836258745,0.1359616334958157,0.15935973503649933,0.6545308375000057,0.46693465458757005,0.06700319930327388,0.12896529229388376,0.36382849257305633,0.3647393078244973,-0.26593712599415914,0.15212407816973675,0.5755294515436454,0.6002892642546064,-0.020799546762545307,0.039660690248353926,0.6618620923546534,-0.14439485474359853,0.27514962307985513,0.045984653256889156,-0.0900114863595818,0.15913200637118888,0.18845127301686426
Frontal_Inf_Tri_R,0.312692357859442,0.32342650896954006,0.4010004398332108,-0.03452869310089556,0.06468485913099078,0.4410755530912666,0.5988353109495262,0.46029804415844344,0.19820276502043363,1.0,0.0004598196089822073,0.7483581926881665,0.2823294698767541,-0.07395624853072522,-0.003477616557775621,0.2054099308223092,0.5960436148616433,0.6803063358482877,0.747270889622886,0.5031055732667201,0.36088113064557714,0.04888223301100853,0.6293846248470977,0.3886843040238101,-0.44886109763472176,0.02057412157327171,0.39065946922245304,-0.09735133726773333,0.7218226012899678,0.2011621257193154,-0.2662156325668424,0.07520046547872848,0.6729618563457352,0.185892451813307,0.2337413178332965,0.4039196371141647,0.20966265792126637,0.3123641994590181,0.47007539743051924,-0.41962689847989915,-0.05786526931248715,0.3958777311649452,0.42181592268126,0.23527399862583723,0.4734769325850124,0.1658043525513799,0.30064050763642847,0.41959682652098496,0.6617777845988161,0.4112212030410882,0.5209329774581278,0.8234621142902029,-0.4334120571025897,0.397820956288095,0.015820105339675615,0.6801180103221954,0.5560516106943799,0.28829254745055327,0.42316317192747804,0.2478913152963527,0.6097533068459053,0.5282491269283214,0.5500526328542837,0.5302006682756605,0.7053347824855508,0.6875804828294709,0.3261209866835062,0.4783459819115506,0.3799710215799478,0.5261280126556993,-0.18633765769707183,0.7121531797485683,0.5957088367353716,0.5426289886714362,0.3869435544790642,0.5363202507764977,0.5120583981918453,0.7957402720456097,0.27894313358754663,0.20364550873624077,0.5584969088892993,0.545227715758614,0.40670203441912955,0.6418085673729007,0.6914047216702287
