,Cerebellum_8_R,Thal_MDm_L,Vermis_10,Thal_PuL_R,Cerebellum_Crus1_R,Rolandic_Oper_L,Raphe_M,Raphe_D,Insula_L,Vermis_8,Cingulate_Post_L,Vermis_3,Thal_LGN_L,Fusiform_R,ACC_sub_R,ParaHippocampal_L,Olfactory_L,Frontal_Med_Orb_L,OFClat_R,SN_pr_R,Cerebellum_Crus2_L,Cuneus_L,ACC_pre_L,Red_N_R,Calcarine_L,Cerebellum_3_R,N_Acc_R,Thal_AV_R,Frontal_Sup_Medial_L,VTA_L,Thal_LGN_R,Thal_LP_R,SupraMarginal_R,Thal_PuM_R,Cerebellum_8_L,Cuneus_R,Rectus_L,Pallidum_L,Parietal_Inf_R,Precentral_R,Cerebellum_10_L,Thal_MGN_R,Caudate_L,Occipital_Inf_L,Putamen_R,Occipital_Sup_L,Thal_IL_L,ACC_pre_R,Frontal_Inf_Tri_R,Thal_PuI_R,Vermis_6,OFCmed_L,Cingulate_Post_R,Cerebellum_9_L,Amygdala_L,Cerebellum_10_R,Cerebellum_7b_R,Frontal_Sup_Medial_R,Temporal_Sup_R,Occipital_Inf_R,Cingulate_Mid_L,Thal_PuI_L,Temporal_Mid_L,Cerebellum_4_5_L,Vermis_4_5
Cuneus_L,0.08103954150065532,0.6530331706056477,0.4503309032208478,-0.25645240499841204,-0.2614861391403127,0.5639089840881423,0.4032518271009547,0.17215795380347593,0.3258476063005935,-0.20094009342529565,0.4520985256026943,0.26932913944585263,0.43108409410090187,0.32895135882682486,0.2512629006230881,0.4010441415933589,0.529807530812079,-0.05542953372181721,0.35446920349465033,0.3420850852751854,-0.15558367891830507,1.0,-0.059592449437420265,0.6000756129427423,0.8014062567159236,0.3324061506049133,0.3487420457503458,0.13006275619363258,0.6458433000774426,0.36248502515740466,0.08146587996460138,0.08470552135648159,0.8074781396515912,0.2539059508684584,-0.16003862182553916,0.7930200322183123,0.12271848597277801,0.31230848270171163,0.8039360842127272,0.6629802386883421,0.09348460966170302,0.38398899979794987,0.22754905043068524,-0.1273023688692229,0.36116444120722985,0.8959081038536318,0.30471668760030257,0.3680237139339877,0.35240805048336227,0.018062380251017203,0.307349263895176,-0.11553398595128336,0.6478013590946705,-0.07335447741964693,0.47942515153711884,0.028401695899148212,0.14037751876454782,0.6228930311378849,0.7054757744914666,-0.23127628714636161,0.5828297142937625,-0.10143902678446358,0.2618452364446878,0.42897831274124787,0.4463309041513405
ACC_pre_L,-0.20587869444509038,-0.45890847470376456,0.18699578386854668,0.5710147983165726,-0.40248671091038324,0.5624885526805756,0.6401680360787535,0.21376693525137916,0.32273337515571365,0.027376241910180427,0.2294277213642155,0.6203185091830151,0.26761848761529317,0.5241458329286316,0.539232008769188,0.6791830037600118,0.10285792662746494,0.46841996456172014,0.5332129868742341,0.5765765595386543,-0.5640240446500573,-0.059592449437420265,1.0,0.3627041045574453,-0.12030003684954407,0.24318603891605695,0.6435182695636601,0.07236135113919855,0.3233146521338447,-0.1891315903703584,0.5766225851170782,0.4917405322847446,0.17904584915913563,0.7560425188740644,-0.2623677576695064,-0.10768918735118353,0.6156770059258476,0.6094364497329932,0.06457860749500681,0.32061988756751714,0.5921671111754128,0.374047768265871,0.33673138681723375,-0.4412571201035119,0.7512350493057196,-0.19764097730025215,-0.21800220012263627,0.658876163314226,0.5957088367353716,0.6176840804559954,0.32743089433949896,0.6357017713923921,0.35633213622740184,-0.22180079180911919,0.5376409729915803,0.46137568043447064,-0.33899954710118496,0.5389881900514092,0.20052502447933582,-0.4845408315114233,0.4964293398251514,0.007469965315678485,-0.20189656538298462,0.7398564727708095,0.5094600880158778
Red_N_R,-0.1768804288151117,0.1173743036895063,0.7095653306291471,0.11756219430352621,-0.5219278642677947,0.634624749216827,0.5283546799784943,0.02441935182683491,0.275424430176396,-0.21071495527444695,0.4971973556667772,0.6850880452139226,0.3179905548914754,0.4331322059008637,0.3597274799748474,0.5795397339622731,0.28269467133976733,0.04498996253867633,0.4348232100308156,0.49932256101381023,-0.5016899219099941,0.6000756129427423,0.3627041045574453,1.0,0.4695643070940905,0.43514403767653076,0.4801475607846689,-0.10002159421792156,0.5819910790244258,0.2318020777728456,0.18578970623814361,0.23316047635273174,0.6555637951979952,0.6041373813667448,-0.3850720573663301,0.6424840161344422,0.43753697372231354,0.5237898479303265,0.635293608735135,0.7092552661120062,0.3323148612782313,0.3960530444232161,0.10765905202648053,-0.34613335997592537,0.5882677094189388,0.5165212702156046,-0.09124794285813065,0.36180617030619117,0.5560516106943799,0.4484736821446061,0.4760658452981265,0.03897324305696765,0.6540337386594414,-0.29685362188450837,0.6393691708829833,0.29338927292251044,-0.17749923185618513,0.6603265358732944,0.5893947710357195,-0.5309934177727011,0.6480770751756904,-0.2857153225507718,-0.028473743649762795,0.6684098432635657,0.7089966036645772
Calcarine_L,0.34604275983048083,0.7049057146322392,0.46113630883307294,-0.31996903054048365,0.09886692286396959,0.44310915598995454,0.20822357147780415,0.18813207612926156,0.5193002729812378,0.07550042930920821,0.6208812129429594,0.16987701639781025,0.4696602031933301,0.3301270920404387,0.2030982765516882,0.21189375233436006,0.6080961389669526,-0.26803142432368043,0.32037428693239345,0.19461175161379796,0.22607070226713516,0.8014062567159236,-0.12030003684954407,0.4695643070940905,1.0,0.5932266890185082,0.13307459581365835,0.21549722468160837,0.6454379027677478,0.4131398975812946,0.03717465671762327,-0.10740528025752656,0.5877155614435758,0.12268926668245739,0.15538360150595162,0.7740577726677252,-0.10216420084558621,0.21115276401669766,0.5454198672642356,0.4634246863421416,0.07325971127900278,0.29040452180282667,0.3583954665212907,0.3081752505595424,0.1230308410244975,0.8105878188710328,0.37587716660125486,0.31993349244206043,0.27894313358754663,-0.022879739554187494,0.5416011624132572,-0.28913771557882356,0.6010209083014876,0.27492163777008544,0.39335506398788955,0.1604574063517253,0.34104103255545143,0.5140652769176998,0.7155537104359511,0.15654479523961057,0.5174633162192279,-0.010467098175397283,0.4900715954093194,0.2872923288476172,0.5327602251962623
Cerebellum_3_R,0.27696314478738865,0.1479779552155506,0.4057490663132688,0.008470637575601419,0.08385582467208905,0.455902801957856,0.2776147145846825,0.3539591185826042,0.633832062214047,0.30322673082522683,0.6073721505192446,0.4418575143646405,0.24745718859043997,0.47055301218262974,0.2740313849946316,0.27793983195647504,0.5644786688082762,-0.11744376000246239,0.30597010820122084,0.3298082432653992,0.08708194446255334,0.3324061506049133,0.24318603891605695,0.43514403767653076,0.5932266890185082,1.0,0.2252497277548751,0.15910511242851266,0.53912961604808,0.2677594466242522,0.23161759170579102,-0.021747428997113485,0.23895921857101915,0.27997419552793856,0.18474127659091222,0.5212183695807124,0.006084039446869719,0.4288194817466124,0.15233936273019683,0.2870649291657878,0.3796504571542008,0.37025898398414847,0.3576146459389584,0.15231833920501775,0.20905520445980727,0.3095635626927527,-0.029323076439817176,0.32480621022205036,0.458685520841823,0.308476090461688,0.6539637051965077,-0.07522268043314022,0.4214664037427778,0.2907570426025864,0.48245109860640006,0.5065946863094583,0.0835312898300731,0.4593126075116621,0.5003022723390926,-0.011667878603516334,0.539472270437635,-0.12515677546505422,0.3867525714887244,0.46134436886456637,0.6911277981018474
N_Acc_R,-0.13198793183413235,-0.04734842245619971,0.3424610842583084,0.3118349305009227,-0.4384458246512867,0.6788221170332682,0.7092892082249442,0.1656129678883539,0.3681941403783384,-0.027212887329614306,0.24929517199101034,0.5902373068412851,0.40133412761382603,0.6038141516528183,0.44387739851530766,0.6622331318603398,0.16309784410285302,0.34781748664810697,0.5100606335153006,0.5198150122212847,-0.541557303084029,0.3487420457503458,0.6435182695636601,0.4801475607846689,0.13307459581365835,0.2252497277548751,1.0,0.100354837921162,0.37489354068931047,0.031149639976628167,0.3966870592031753,0.5301898079223849,0.5240808508593828,0.6990668818000532,-0.32320466513425106,0.21251178970034018,0.5352978374002025,0.5429380741805725,0.4354001041321002,0.5448275921544039,0.45977474622589043,0.4001787437430917,0.22871244453699338,-0.5793575427270354,0.7835297734507253,0.1516869046469712,-0.051064816515099705,0.5352129802863477,0.6914047216702287,0.3771381460982778,0.3023326293969096,0.4544335748350865,0.5279573622124895,-0.2318113287680122,0.49023459460964997,0.17109863735127115,-0.2041264847679755,0.6049626938622031,0.4916042873263867,-0.4711235054045182,0.5760965743532513,0.038395283974284766,-0.13916372029998034,0.7298513329678907,0.48128240069408484
Thal_AV_R,0.36664253655527745,0.1844533323298167,-0.05629077871237642,0.08826215713195833,0.2887123489547024,0.14631975327337002,0.13959815522354477,0.336393196385991,0.29700168986738956,0.3969315494643918,0.20249206620827087,-0.1738283536413195,0.1224414487515475,0.28286684712069177,0.16309419619869245,0.27347784206231107,0.16583229711328912,0.13760080422835855,0.2449228437616481,0.06821345488907077,0.2477556555852289,0.13006275619363258,0.07236135113919855,-0.10002159421792156,0.21549722468160837,0.15910511242851266,0.100354837921162,1.0,0.32511780730408474,0.001239502141784889,0.531422828709305,0.14207806886428007,0.004139337639162417,-0.005842132259004582,0.4414901155791641,0.17004370456488405,0.0939488761671458,0.2078473003282459,-0.10132351715266158,-0.08990526682677094,0.22362098225944693,0.21964592509379158,0.6183918384608547,0.14309897011628434,0.017231437952523097,0.036568644066218466,0.3772383062359229,0.32556468422254886,0.0829517221390677,-0.03803003753215116,0.2993697468273604,0.15289896563192942,0.06513391700152121,0.3916605896610938,0.15335009140624947,0.11690939602575727,0.15758627150323556,0.17499846313095993,0.1338399359797144,0.1736838386483205,0.32841466182929213,0.3661298909071346,0.5561469410977523,0.15649184858311793,0.1500725960370728
Frontal_Sup_Medial_L,-0.022008646530684906,0.31543642469046246,0.3328887421084105,0.10834278900387131,-0.23106254425479295,0.6262124538601904,0.40983539357634285,0.2526867350847649,0.5544271158916515,0.006407336681620427,0.7310698711091869,0.4250031376775547,0.521238495403357,0.5164717610778844,0.4901080053305648,0.6331139002334306,0.6783248583986318,0.13654583201147666,0.5910151986743863,0.45649480992692654,-0.2043211952467471,0.6458433000774426,0.3233146521338447,0.5819910790244258,0.6454379027677478,0.53912961604808,0.37489354068931047,0.32511780730408474,1.0,0.18241210468365696,0.4206841534501282,0.13727688225830373,0.5049627914765124,0.5026594888883869,-0.06453376679925657,0.6155068179004768,0.35130090339293224,0.5749809101986052,0.4659986307424975,0.5351529491346937,0.3997488889491046,0.5749352641428057,0.5678841783927666,-0.044393261995891595,0.4578857730631973,0.5721149278311263,0.1616932505940054,0.7558440981475868,0.4493162889345767,0.3153656946949122,0.5348872479546938,0.09674783516762135,0.7056858335008991,0.006590281499110485,0.6956565331676156,0.5203774890501262,-0.07124000159075863,0.8762185432707105,0.6891173486117255,-0.3519931733123534,0.7716961987608723,-0.09098553315783975,0.4474535340143254,0.6607848047165862,0.7407270717205506
VTA_L,-0.020583947195170926,0.3992661905461502,0.11377189377516705,-0.33627981888179315,-0.056338725044070594,0.1487859263805119,0.032637605992935234,0.2512519192190574,0.19894212645620857,-0.09418776111591697,0.14055021546969593,-0.010968416946102443,0.2114136366093169,0.10411473200213142,0.04862180876628114,-0.0841052037223904,0.30729185586746965,-0.16333462206093993,0.1950761412411942,0.18684673983120711,0.1411831291014219,0.36248502515740466,-0.1891315903703584,0.2318020777728456,0.4131398975812946,0.2677594466242522,0.031149639976628167,0.001239502141784889,0.18241210468365696,1.0,-0.17771605890939265,-0.29359030751573045,0.2890279221692405,-0.036573062173351364,-0.04309162362696662,0.4168653080693699,-0.18976563927903944,-0.007426348927811131,0.39417817646389325,0.3505560760449189,-0.19193668648318377,0.2579956633552595,-0.060741042521371656,0.04904066117788699,0.04763975838416488,0.41283563726831474,0.16048772896672717,-0.04016186385221107,0.23697932688771542,-0.04013263017886407,0.1593776583368065,-0.27990135522339005,0.2511238504238883,0.03070141217706068,0.09141609130857954,-0.10433388943183429,0.09461271689093145,0.07409542157278914,0.42352038535121983,0.04807498541423378,0.17646694527920365,-0.17038255469417904,0.04226255178502908,0.06953907304630542,0.2027857070327684
Thal_LGN_R,0.19763371985018593,-0.23080546360055854,0.040262915442088536,0.43337826907306376,-0.007010510490484647,0.41318526507188846,0.4523408334604668,0.3239863540935591,0.23291772612854342,0.26122748037390964,0.25220706598998727,0.3035518344984007,0.1509907255304542,0.44288167120600724,0.36630498509094617,0.5884355797592506,0.2070334996932266,0.31442115324464825,0.34007522983834737,0.2866170005024634,-0.14984643910289494,0.08146587996460138,0.5766225851170782,0.18578970623814361,0.03717465671762327,0.23161759170579102,0.3966870592031753,0.531422828709305,0.4206841534501282,-0.17771605890939265,1.0,0.40111177911328805,0.061470864010888984,0.38597167422527523,0.2354960335055827,0.03212310337236443,0.34923479331377094,0.5233042921221107,-0.08841122457891656,0.040996926922677444,0.5035667626203906,0.4712307711486587,0.5707495694017548,-0.14633786299909649,0.40331798513166317,-0.10477020133669318,0.14675126782103273,0.5640513360597431,0.3000632569888239,0.3676995599163651,0.3244939297736453,0.37889659967128875,0.24517675949823792,0.16037404290868892,0.3901134574084178,0.3246838637781069,0.02460943661876594,0.4094335337173357,0.13792703025952366,-0.20828042489958223,0.4815312407125744,0.303001326630979,0.358918827744132,0.5085208075662909,0.3474036381776644
Thal_LP_R,-0.09245057627281267,-0.17578842853309234,0.11339949116724139,0.42833964771607397,-0.3000786904703287,0.3793228390641956,0.5154585423455599,0.03405231207016519,0.10268275384996686,-0.06426371256077909,0.09500051499933074,0.29311492072462425,0.059110751999770283,0.2566799503920849,0.2624628829408961,0.4737889417130583,-0.03705355958818104,0.3177070471930137,0.2844738669363336,0.3139101421786191,-0.3990143358149242,0.08470552135648159,0.4917405322847446,0.23316047635273174,-0.10740528025752656,-0.021747428997113485,0.5301898079223849,0.14207806886428007,0.13727688225830373,-0.29359030751573045,0.40111177911328805,1.0,0.28459255048940296,0.44654064832313844,-0.22286745060289534,0.05184819731859227,0.426712620149166,0.2927269940648366,0.17397568546892342,0.24714555960714216,0.37220667338463387,0.20625120828634821,0.1759080394697446,-0.3684340583378155,0.4493761715145396,-0.049531475411510574,-0.09824612757176147,0.3433089804259109,0.36088113064557714,0.2419652580325818,0.11463538857057373,0.4198105991632091,0.2276781494694582,-0.21840058843830829,0.30406458850205453,0.08211534285918178,-0.2228845282980823,0.3575810240672451,0.15781942501606455,-0.3479978447628744,0.32309742105070766,0.07421974881642324,-0.07769836484256072,0.41688629900595625,0.2125311197184551
SupraMarginal_R,-0.16032237331665175,0.4442780717530539,0.4982016253692437,-0.1556339024349878,-0.505880841887788,0.6647783607904922,0.6439985988321415,0.13103082194845075,0.3542177970176898,-0.3020337315112598,0.29148198064356295,0.35384273801984384,0.3743312502185191,0.39586178731459315,0.28867732474702695,0.5222606097108898,0.2926025565644387,0.01373340690938101,0.42072215141648944,0.5448368332669304,-0.4498493905783881,0.8074781396515912,0.17904584915913563,0.6555637951979952,0.5877155614435758,0.23895921857101915,0.5240808508593828,0.004139337639162417,0.5049627914765124,0.2890279221692405,0.061470864010888984,0.28459255048940296,1.0,0.4307220437899704,-0.38976947334343465,0.7079898207895196,0.2529264691658252,0.3904844727431133,0.9066756227752779,0.859526885763099,0.2787182832296607,0.3272744941302243,0.10630967299346376,-0.40348469278131116,0.5777639740440444,0.7034675227553829,0.16966082637131372,0.3873390582982407,0.6097533068459053,0.07134800074556988,0.35056698933280045,0.06887740539712774,0.5795428224608447,-0.3133597583263398,0.4688071238022541,-0.041172509460373485,-0.11129263675030919,0.6038536203071458,0.6782747242731594,-0.4164479138494549,0.6549199592166077,-0.15237650494126298,-0.021344257019248167,0.5723321908998837,0.4592373486254923
Thal_PuM_R,-0.3045248337175785,-0.21074721228979365,0.4366587268264956,0.4500261521478756,-0.5513358903813319,0.6447630429896293,0.6196660969494786,0.13296151159987002,0.3530208675816364,-0.10361971768028681,0.4092605477759603,0.7541506906502549,0.37803102935783084,0.5817424338764362,0.49660585060813645,0.7439506754120563,0.2225722539212953,0.43537709951919396,0.5433504163802735,0.6050194916683874,-0.6334288181524699,0.2539059508684584,0.7560425188740644,0.6041373813667448,0.12268926668245739,0.27997419552793856,0.6990668818000532,-0.005842132259004582,0.5026594888883869,-0.036573062173351364,0.38597167422527523,0.44654064832313844,0.4307220437899704,1.0,-0.41230900678741944,0.16611303977149067,0.6431459301119712,0.6424690298585995,0.3632411977235137,0.5576668327149622,0.56515218094128,0.4229239298804981,0.33311176261327385,-0.5181087546566875,0.7953731277109602,0.13368993839936694,-0.1990757515967241,0.6305056839022666,0.5960436148616433,0.6853524409528539,0.40648447643658986,0.5372263611633655,0.658522201743615,-0.3034151883446284,0.6480262259854224,0.4535765690546492,-0.3554519877381128,0.7201154287809496,0.45480289197204754,-0.5702335527334728,0.6178530579436747,-0.1330848927091496,-0.17022740558268384,0.7987519881896398,0.6623458014800697
Cerebellum_8_L,0.8321591848077202,0.1498373772838762,-0.15819234860964343,-0.029729758000231442,0.8720991169025919,-0.31582825683060606,-0.35074026939093805,0.08983115473092146,0.12264168698215995,0.7371901687314909,0.03824332586642453,-0.3105117117004618,-0.09138996433407219,-0.0016207939485925185,-0.13348912903566168,-0.26245620293113203,-0.005139024866874483,-0.3125844547412993,-0.2881434026974731,-0.4718380337801972,0.8206133125358916,-0.16003862182553916,-0.2623677576695064,-0.3850720573663301,0.15538360150595162,0.18474127659091222,-0.32320466513425106,0.4414901155791641,-0.06453376679925657,-0.04309162362696662,0.2354960335055827,-0.22286745060289534,-0.38976947334343465,-0.41230900678741944,1.0,-0.06701749387314607,-0.4140319379836764,-0.23322545501441747,-0.5680612401289323,-0.5404366448020439,0.034450900827991744,-0.15320907243258813,0.35634157002559813,0.6257992453111746,-0.5288848127042456,-0.21542628218519524,0.4631077684484842,-0.18648086299878888,-0.2770693375971382,-0.3109299757884631,0.16637141649594178,-0.19367414535288807,-0.2950342632031235,0.9241953461794259,-0.26007320633142667,-0.002727697424464879,0.6496768645949345,-0.3208583250027842,-0.1448827337197419,0.7192182401842196,-0.1990091288604729,0.5849525558654765,0.7531592864814447,-0.3973305206505205,-0.1910490619554868
Cuneus_R,0.07027030345410978,0.5365561709168265,0.4257993404186633,-0.30664925958390166,-0.2257838042259287,0.5096734882290279,0.3230706734370995,0.12065042122191849,0.39956009834509487,-0.18062198552561862,0.5899276902233839,0.1581006102665295,0.2900931865076788,0.2499410946632177,0.20364644579594662,0.3106832256548567,0.41406023876728426,-0.2642326751762,0.35511336707893887,0.2886473551471409,-0.07349563836929338,0.7930200322183123,-0.10768918735118353,0.6424840161344422,0.7740577726677252,0.5212183695807124,0.21251178970034018,0.17004370456488405,0.6155068179004768,0.4168653080693699,0.03212310337236443,0.05184819731859227,0.7079898207895196,0.16611303977149067,-0.06701749387314607,1.0,0.08734698956224096,0.31653691552155006,0.7080349519315808,0.6158722569828631,0.09793749035175937,0.3210993251433799,0.15427733350020492,0.0540570170248145,0.18824750239861193,0.8013272461981916,0.14382212440638892,0.209834104297553,0.3886843040238101,0.018410949659601588,0.46279521884758906,-0.22260219071053403,0.5532938101455908,-0.05625782099443475,0.4801311811410719,0.06170441234040983,0.060327698264701725,0.5194965974631919,0.6328348981327818,-0.21947781669819016,0.6008235362141775,-0.27086435305366297,0.3715193320123286,0.3771060733285929,0.5494490105500113
Rectus_L,-0.3788436692420291,-0.2362214226244687,0.23925111493342002,0.499074473065335,-0.535997186961862,0.47226950335747864,0.5161583373913455,-0.15557051321898074,0.2831893524594849,-0.1679209623931649,0.21195278431470158,0.5390348885870678,0.27363998588777144,0.43799670910231847,0.4426454147389082,0.7257008805281207,0.009697742327615225,0.4335592897781189,0.492811985802451,0.34201760135323456,-0.6243969729475191,0.12271848597277801,0.6156770059258476,0.43753697372231354,-0.10216420084558621,0.006084039446869719,0.5352978374002025,0.0939488761671458,0.35130090339293224,-0.18976563927903944,0.34923479331377094,0.426712620149166,0.2529264691658252,0.6431459301119712,-0.4140319379836764,0.08734698956224096,1.0,0.4845474140957902,0.2631798529335746,0.40028812513916323,0.4222576089622958,0.4226906915400535,0.24997620720521233,-0.49671200820517947,0.6511331148771602,0.021765179419738274,-0.2576755537404747,0.48006716105255925,0.39065946922245304,0.467399015669349,0.18981466003764463,0.6351939503220917,0.41941389959229125,-0.39682680237382834,0.49430025692088525,0.33019059325673883,-0.4760689042232655,0.5164044083662082,0.24731067856945588,-0.5985350324571651,0.4436381458822926,-0.12696901922769652,-0.16793311379368156,0.6323464442012262,0.4686303914986212
Pallidum_L,-0.2566452381678606,-0.17162742781290927,0.32138287255984915,0.30705236810404446,-0.46701250810785616,0.739486001171939,0.6114376353780864,0.27734688251296274,0.41128108676857844,-0.02022067919073231,0.4817485865780319,0.5264168719773837,0.2810667443139054,0.5766560543720686,0.3367647299131941,0.767386104879827,0.3446024736837311,0.24451712828002836,0.4707698288588766,0.62891150300503,-0.5004341554857651,0.31230848270171163,0.6094364497329932,0.5237898479303265,0.21115276401669766,0.4288194817466124,0.5429380741805725,0.2078473003282459,0.5749809101986052,-0.007426348927811131,0.5233042921221107,0.2927269940648366,0.3904844727431133,0.6424690298585995,-0.23322545501441747,0.31653691552155006,0.4845474140957902,1.0,0.3242140107799196,0.49335081120743585,0.5526204645531541,0.4449525225827653,0.45689722021373275,-0.41752183527563486,0.6989639210079823,0.19687863514461623,-0.1455278240368577,0.6456237839791903,0.5500526328542837,0.5216408781155676,0.5294929679602204,0.39463685610437615,0.43130055366225567,-0.2340257850620202,0.6879232072608875,0.45535480712124876,-0.3260116351636402,0.6748272123572211,0.31547078655206534,-0.5599939801885061,0.7687815220847029,-0.19360362114955795,0.08114657215633585,0.7932128368898339,0.6779819464050127
Parietal_Inf_R,-0.34439929217245396,0.4721926341047291,0.3932599174454637,-0.26969555415295454,-0.6455429565239649,0.615220136810419,0.5566254653700463,0.07874303684382926,0.2661174379110726,-0.5424300861085017,0.2836617630872572,0.2733337427149252,0.3752857865165341,0.24434348099072964,0.22632857383127275,0.4194093592372888,0.34983376728942805,0.023976070344694855,0.42580807364191836,0.5061588676940789,-0.4882883798889657,0.8039360842127272,0.06457860749500681,0.635293608735135,0.5454198672642356,0.15233936273019683,0.4354001041321002,-0.10132351715266158,0.4659986307424975,0.39417817646389325,-0.08841122457891656,0.17397568546892342,0.9066756227752779,0.3632411977235137,-0.5680612401289323,0.7080349519315808,0.2631798529335746,0.3242140107799196,1.0,0.8740721996939589,0.04239309003813925,0.3293433121356614,-0.03088807865757056,-0.4080787656388428,0.5435967162270642,0.7812523370828169,0.025504698028564466,0.3116800118466388,0.5031055732667201,0.07285860152012424,0.20931490310974343,-0.016028748138745726,0.6037565178996617,-0.5015072801700033,0.42031745601178455,-0.1249604232922685,-0.195873194490207,0.5546803853552413,0.6385098253554958,-0.49973094908769927,0.5719285422143684,-0.30270164904956776,-0.13828819620755234,0.5062341616455873,0.4215432385461058
Precentral_R,-0.40187233607472034,0.2575505986161061,0.5082663537789299,-0.03606323014476118,-0.675974746211754,0.7533414885693839,0.6737368559270966,0.09467514585593104,0.42892071534274884,-0.3605910519173284,0.34761239932586147,0.4812466204832688,0.40291172714057966,0.46600763428282566,0.2642765307811953,0.5815455353106316,0.3254029161301126,0.007147815893826965,0.5228326215822539,0.6315109597794694,-0.5774459785395496,0.6629802386883421,0.32061988756751714,0.7092552661120062,0.4634246863421416,0.2870649291657878,0.5448275921544039,-0.08990526682677094,0.5351529491346937,0.3505560760449189,0.040996926922677444,0.24714555960714216,0.859526885763099,0.5576668327149622,-0.5404366448020439,0.6158722569828631,0.40028812513916323,0.49335081120743585,0.8740721996939589,1.0,0.24310158237092136,0.43304755008564644,0.04741501756038938,-0.5077853743042704,0.7121358020403865,0.5741268224386877,-0.07412804633271966,0.4345121701741179,0.7053734313506179,0.26732042710876674,0.423554042072131,0.08643532480418635,0.6105657338635638,-0.4700899807191199,0.4845358347818442,0.1040227008290034,-0.3667254727259347,0.6076700816515204,0.6740751925230265,-0.6010130124329146,0.7331217675190284,-0.2912100987833224,-0.14741266146767262,0.7123556318715631,0.6385467198447408
Cerebellum_10_L,0.027962842489235525,-0.17812083867426037,0.36853297755066045,0.3988745931607758,-0.11819376256496292,0.408238225295562,0.5342378448648363,0.2967857143423693,0.45342339424002776,0.3742870646964468,0.2964358477669288,0.5342037584026642,0.21599441543243525,0.6681519335005273,0.3977676150728774,0.6823896688494261,0.17627882418354476,0.26967250482753574,0.3152753348181538,0.3883209846313449,-0.3434303681423282,0.09348460966170302,0.5921671111754128,0.3323148612782313,0.07325971127900278,0.3796504571542008,0.45977474622589043,0.22362098225944693,0.3997488889491046,-0.19193668648318377,0.5035667626203906,0.37220667338463387,0.2787182832296607,0.56515218094128,0.034450900827991744,0.09793749035175937,0.4222576089622958,0.5526204645531541,0.04239309003813925,0.24310158237092136,1.0,0.24734131247505237,0.5775180269300545,-0.3461440255617429,0.5275136946592552,-0.07968110268299224,0.1179358887544077,0.5509624902091368,0.46029804415844344,0.45059072884712187,0.4928403897721347,0.46227565442426,0.2980392993315561,0.12252040359899376,0.47782519714864397,0.6254980919864152,-0.1878534296344672,0.4727000888211229,0.28501815991251184,-0.27064735568812753,0.47012136981984964,0.162877311316978,0.16384254206554336,0.6244044711131963,0.4692645241276279
Thal_MGN_R,-0.16511715100326146,0.07026097797734017,0.17728463410347212,0.2307108938057356,-0.30277804603050607,0.5184154081249103,0.4246948386427077,0.2482830999309414,0.4191059523181313,-0.0572878147254625,0.37648737443219893,0.45777684522800705,0.38924583580353894,0.47147813736812866,0.4174480990442925,0.5060426622491668,0.3935911791099236,0.3135294797283635,0.48370293675110826,0.41875298277456474,-0.26291908957112137,0.38398899979794987,0.374047768265871,0.3960530444232161,0.29040452180282667,0.37025898398414847,0.4001787437430917,0.21964592509379158,0.5749352641428057,0.2579956633552595,0.4712307711486587,0.20625120828634821,0.3272744941302243,0.4229239298804981,-0.15320907243258813,0.3210993251433799,0.4226906915400535,0.4449525225827653,0.3293433121356614,0.43304755008564644,0.24734131247505237,1.0,0.3499729877600279,-0.2280079509419609,0.5015608230416397,0.2748408497941075,-0.11354839629281523,0.5330123915552327,0.4300236633140677,0.3882093039810864,0.2893751187746543,0.28745143001959755,0.5239923376811776,-0.1252270770300968,0.40226629467618946,0.33623076681750425,-0.23206894108604742,0.552153772917215,0.49532584690745146,-0.3809852707527949,0.5731265385274322,-0.07499088389723682,0.13093706166433738,0.5643544707877173,0.5179859480784998
Caudate_L,0.26884632050250834,0.11534241280972522,0.236499246418604,0.24638701701072116,0.1523943112665101,0.33022508866188194,0.2917773673256205,0.3082803729827464,0.452179284723587,0.43399684367937347,0.45205978630084354,0.23881053529516175,0.44758054157705446,0.5890110480535289,0.3412748754875297,0.5882039996100847,0.414781494965474,0.2956531056229462,0.3000382293168102,0.2140280925414042,0.080276720837907,0.22754905043068524,0.33673138681723375,0.10765905202648053,0.3583954665212907,0.3576146459389584,0.22871244453699338,0.6183918384608547,0.5678841783927666,-0.060741042521371656,0.5707495694017548,0.1759080394697446,0.10630967299346376,0.33311176261327385,0.35634157002559813,0.15427733350020492,0.24997620720521233,0.45689722021373275,-0.03088807865757056,0.04741501756038938,0.5775180269300545,0.3499729877600279,1.0,0.06214667441392221,0.3037001468848032,0.11040764598206054,0.3530722753739467,0.6727826883794371,0.13415187115388352,0.22132395061226187,0.5170862907168362,0.36718572911143077,0.3299868504789517,0.415022655248309,0.418409800804772,0.5323133245781929,0.13845198668881303,0.5021526254950854,0.28472353931074895,0.058174642447358975,0.4534229922722624,0.29834760672951166,0.5594816154116163,0.4463297623678206,0.43105437759422754
