,Temporal_Pole_Mid_L,Fusiform_L,Occipital_Sup_R,Occipital_Inf_R,Angular_R,ACC_sub_R,Olfactory_R,Frontal_Sup_Medial_R,Thal_Re_L,Cerebellum_3_L,Pallidum_L,Frontal_Med_Orb_R,OFCmed_R,Thal_MDl_L,Temporal_Sup_R,Thal_PuA_L,Cingulate_Post_R,Parietal_Inf_R,Cerebellum_Crus2_R,Thal_LGN_R,SN_pc_L,Cuneus_L,Vermis_1_2,Cerebellum_4_5_L,Fusiform_R,Frontal_Sup_2_L,Heschl_L,Temporal_Mid_R,SN_pr_R,Paracentral_Lobule_L,OFCant_R,Cingulate_Mid_R,Vermis_7,Hippocampus_R,Thal_PuI_R,Putamen_L,OFClat_R,Amygdala_R,Frontal_Inf_Orb_2_R,Thal_VL_R,Amygdala_L,N_Acc_L,Frontal_Inf_Oper_R,Vermis_4_5,Frontal_Sup_2_R
Pallidum_L,-0.6302000991410969,0.5505002722298968,0.20677016140623936,-0.5599939801885061,0.22383578386882272,0.3367647299131941,-0.032257822165424076,0.6748272123572211,0.12061249779682919,0.21837257697211918,1.0,0.38100689530619275,0.41625283304495175,-0.1545133872489366,0.31547078655206534,0.022777711432586677,0.43130055366225567,0.3242140107799196,-0.3514521374995518,0.5233042921221107,0.24277911097335983,0.31230848270171163,-0.28861718004396825,0.7932128368898339,0.5766560543720686,0.6821261388072993,0.5390390883403613,0.04005823658777892,0.62891150300503,0.5355301273693183,0.5451381827922259,0.698659742995547,-0.3254633980689543,0.647151632987768,0.5216408781155676,0.7423284246603089,0.4707698288588766,0.41296644309308345,0.44353547668020776,0.14729509289815226,0.6879232072608875,0.4177006473001148,0.49431715859269343,0.6779819464050127,0.6769086205165267
Frontal_Med_Orb_R,-0.4477930518809473,0.21117860505627997,-0.03876672566903904,-0.42401299198754183,0.05737338061002187,0.3899198240364391,-0.3109868364033516,0.48710084610820054,-0.16650375840542997,-0.11056669560394106,0.38100689530619275,1.0,0.6810388324628941,-0.10441184767740729,0.015106176826312148,-0.01110794340554682,0.23858377991689714,0.1153761400493974,-0.48256878579572,0.3929005538222131,0.11350402935897362,0.035024051811386625,-0.4041161019069376,0.4522682239830714,0.2701357085235975,0.15696116656614792,0.10796760327127092,-0.09742814814422507,0.5138762354569466,0.14143913209428877,0.4935447631565714,0.3296807384372526,-0.43915089831634796,0.4124587783318421,0.4031572571185543,0.4185627930772978,0.250253530466443,0.49958182273583995,0.43493410492094253,-0.18639460163991153,0.37724590531675833,0.4079950399969644,0.26022248249901103,0.13884404408511186,0.25582534659023554
OFCmed_R,-0.4551721711496567,0.27481972590793907,0.056996790279976325,-0.4792306404214485,0.11952493834269341,0.3493112851780465,-0.3595184685450862,0.46948596042855717,0.13725777353018173,0.009361177170211397,0.41625283304495175,0.6810388324628941,1.0,-0.19135658332022054,0.04815119841338985,-0.1689013091906711,0.3082188744998692,0.17650155593683672,-0.33130322172589927,0.4076522903019523,-0.09909495228947594,0.07959287017818419,-0.4050185721514859,0.48070173082574164,0.31639245085385265,0.14638247977784202,0.1955249846776623,-0.047763496510892116,0.26120210782549313,0.2523626242824949,0.7710459613887922,0.42194995734170077,-0.4448549370863051,0.5975773044377266,0.3568959310477392,0.4084838524604415,0.2783541885419557,0.3254544344655596,0.43564524971879787,-0.12574810030747385,0.40324412149975236,0.40872274089745225,0.2814198356931051,0.22881738152472497,0.31708153551638274
Thal_MDl_L,0.4534972048603695,0.3593982500955152,0.25110150085152916,0.5307765593734299,0.16659366221130298,0.23156997874691326,0.2968542051186844,0.011927720917506518,0.31278634870430166,0.33282348245749205,-0.1545133872489366,-0.10441184767740729,-0.19135658332022054,1.0,0.40812423210203785,0.6899711132530782,0.15216389309188927,0.0561846864136951,0.4903804210753772,0.08914199414153787,0.27421436773478625,0.3202110370351207,0.37614059104513997,-0.11308287830716467,0.26460282210315444,-0.056116099343320916,-0.11525055472043409,0.6911855010280111,-0.18152880140407054,-0.13976605688322308,-0.2166546101495733,0.06197861843643477,0.53377677053424,0.017792397395138076,-0.28226330798072063,0.052571352485097075,0.1671187116811041,0.07165856555942124,-0.17345879524816674,0.6649284542475915,-0.10363074469103553,0.08331718705355434,-0.05154249615178277,-0.03522774689948937,-0.10078009462509524
Temporal_Sup_R,-0.16901407334473775,0.40937226318801667,0.6948156573710419,-0.15810314357656005,0.6896194325323166,0.5222990085682812,0.5796113194459726,0.670764892681998,0.2796921127305684,0.5417551348217007,0.31547078655206534,0.015106176826312148,0.04815119841338985,0.40812423210203785,1.0,0.5134304148196147,0.7830953969685156,0.6385098253554958,0.1327779904823565,0.13792703025952366,0.2284508411771968,0.7054757744914666,0.21787323981311157,0.5469390093054032,0.5712797248939205,0.621024663715126,0.6192872727153208,0.7647134055854847,0.3161442612312667,0.6355371782799928,0.19144174272114822,0.6685021897360602,0.04128892431215035,0.5792239246634555,0.16682360060775472,0.5071420638781957,0.6412202914412954,0.26322391245798044,0.39034098225783365,0.4428223894235094,0.432441473339708,0.14548834058289944,0.562104651526574,0.6477108939564481,0.6723446199664022
Thal_PuA_L,0.3115436487020299,0.22127641270740464,0.26561216227631235,0.30682435615921,0.25188838410192566,0.18257759528227924,0.31885307654084044,0.18971346132738887,0.17613816909364946,0.41854636465703493,0.022777711432586677,-0.01110794340554682,-0.1689013091906711,0.6899711132530782,0.5134304148196147,1.0,0.22992438440688612,0.14740864420330757,0.26195018389110053,0.022436588213182222,0.36472479756015147,0.3133672080296445,0.4121378223868431,0.1361387261561859,0.45081565694708975,0.1487975459535226,0.1395617977823471,0.5295173557158709,0.1497594954167443,0.012346667202479568,-0.13763521290933223,0.14786603361996994,0.36410689009908437,0.16363884320914487,-0.07214619310636797,0.15994123438506702,0.24869155221891792,0.2721950061438266,-0.017082044832363058,0.5843277291680332,0.06486136024444694,0.05877230002557454,0.17297553222382164,0.20740655565872557,0.12043486516400512
Cingulate_Post_R,-0.34614092379127454,0.4195074423594646,0.6451042592549965,-0.35438057226315084,0.6533880485902883,0.5321709044994555,0.4544728914124102,0.7826700159034676,0.23346502061145782,0.4371401438372743,0.43130055366225567,0.23858377991689714,0.3082188744998692,0.15216389309188927,0.7830953969685156,0.22992438440688612,1.0,0.6037565178996617,-0.01752044104607862,0.24517675949823792,0.18298754537330972,0.6478013590946705,0.04441961729210708,0.6355140731491311,0.42840425067482996,0.7068179058036689,0.6286021911852847,0.5472664419083954,0.41100963007084274,0.6570032709159196,0.32113745087450146,0.6755688426243672,-0.19258916741001764,0.7569805924140075,0.4367220575367723,0.4841000779547159,0.6043175054059572,0.3527279818046243,0.3545344510897888,0.3311128190058718,0.6075099800020252,0.31344950160347357,0.4763473064825487,0.6849641833685265,0.7246107848937171
Parietal_Inf_R,-0.485396805548176,0.24418797057043312,0.8608327851130874,-0.49973094908769927,0.9524837871776876,0.22632857383127275,0.259266039427875,0.5546803853552413,0.2789209270942605,0.43041710560376156,0.3242140107799196,0.1153761400493974,0.17650155593683672,0.0561846864136951,0.6385098253554958,0.14740864420330757,0.6037565178996617,1.0,-0.20450623043706337,-0.08841122457891656,-0.10906246844724385,0.8039360842127272,-0.078564065719117,0.5062341616455873,0.24434348099072964,0.4606488337187798,0.7541621866550502,0.35406546341863865,0.5061588676940789,0.892127587416387,0.32055787264294705,0.7122898434017793,-0.43185188001169283,0.47627675463231683,0.07285860152012424,0.30418193989362596,0.42580807364191836,0.13304295199527713,0.28154238999691306,0.1464269312468994,0.42031745601178455,0.1014545152235926,0.5942707106295287,0.4215432385461058,0.7873651259431073
Cerebellum_Crus2_R,0.6671365602261449,0.0947483386046831,0.10699944806897911,0.7169464755468128,-0.09308871500328272,-0.04129942613685485,0.3542371483177215,-0.2298124670703914,0.2704207668210034,0.18248962618487952,-0.3514521374995518,-0.48256878579572,-0.33130322172589927,0.4903804210753772,0.1327779904823565,0.26195018389110053,-0.01752044104607862,-0.20450623043706337,1.0,-0.11460870132517666,0.14914014415347418,0.12738819403027685,0.5991093628246142,-0.38151433616968516,-0.006931291131977486,-0.17730553188236173,-0.22444626966991504,0.5506378532374115,-0.5046808059658782,-0.2291866584621281,-0.4334107459426476,-0.2354171078704981,0.7535914823096647,-0.1145611573674627,-0.3275287502661472,-0.259086807254942,-0.17945545221148038,-0.21874012244280197,-0.3558242028413793,0.40434541689902675,-0.2112622056171268,-0.048235218473851794,-0.37555348738109096,-0.13085420603514433,-0.3492083147513754
Thal_LGN_R,-0.366114005947263,0.6670352332677966,-0.044943443510037186,-0.20828042489958223,-0.1704103654919181,0.36630498509094617,-0.060046840373513315,0.4094335337173357,0.07415609057795822,-0.11108246563185804,0.5233042921221107,0.3929005538222131,0.4076522903019523,0.08914199414153787,0.13792703025952366,0.022436588213182222,0.24517675949823792,-0.08841122457891656,-0.11460870132517666,1.0,0.3613158897726374,0.08146587996460138,-0.31855575442792733,0.5085208075662909,0.44288167120600724,0.35387889385617394,0.021926646614061414,0.07619735310524284,0.2866170005024634,0.025507729489175093,0.4806774503824065,0.42041316965188696,-0.012998338323481597,0.4396227870017255,0.3676995599163651,0.5749724273347442,0.34007522983834737,0.25090918017988334,0.3395928936599549,0.21253779748229515,0.3901134574084178,0.5330144640229597,0.3135116035978616,0.3474036381776644,0.2523812953640848
SN_pc_L,0.08660770599596312,0.4853744818887279,0.1019788849923794,0.216161632763118,-0.11213660392088086,0.12124460984520198,0.26809450650945615,0.3200623164855902,-0.15605040686928182,0.03413273383788619,0.24277911097335983,0.11350402935897362,-0.09909495228947594,0.27421436773478625,0.2284508411771968,0.36472479756015147,0.18298754537330972,-0.10906246844724385,0.14914014415347418,0.3613158897726374,1.0,0.1742241758678722,0.22565940885549196,0.22080099872459305,0.26257617042799364,0.32946860217470286,0.10323320091789973,0.31397673576791785,0.2413996830719223,-0.09552340977003747,-0.1283387544586401,0.2442444826031088,0.3709121339270253,0.2453283743789382,0.020314761576356546,0.3171890382228641,0.10003254891318195,0.45004716079651264,0.1609693981250344,0.5112406676184231,0.3204230573537913,0.44939905856093537,0.05607542562255941,0.2526985151628323,0.1274740798742612
Cuneus_L,-0.309057327461181,0.450484257901236,0.9146270280652546,-0.23127628714636161,0.8233810137260056,0.2512629006230881,0.42498420761068834,0.6228930311378849,0.3171089488389726,0.37966255617684214,0.31230848270171163,0.035024051811386625,0.07959287017818419,0.3202110370351207,0.7054757744914666,0.3133672080296445,0.6478013590946705,0.8039360842127272,0.12738819403027685,0.08146587996460138,0.1742241758678722,1.0,0.14624262254781092,0.42897831274124787,0.32895135882682486,0.5366467978150291,0.6158124840640735,0.6404234505756462,0.3420850852751854,0.7511865575889896,0.1914025532874752,0.6816033520362204,-0.06405967610226435,0.4903947281551256,0.018062380251017203,0.3349079736503368,0.35446920349465033,0.17675406658340104,0.15748646120675244,0.4217891639065121,0.47942515153711884,0.3068579723745664,0.4685197595219303,0.4463309041513405,0.6935879626767827
Vermis_1_2,0.6618637478693596,-0.02628831425405652,0.14941092969460873,0.6257486095312146,0.05089514777972029,-0.10727049587179659,0.45052284351652183,-0.18066526178199194,-0.15002907708541088,0.47215308648921206,-0.28861718004396825,-0.4041161019069376,-0.4050185721514859,0.37614059104513997,0.21787323981311157,0.4121378223868431,0.04441961729210708,-0.078564065719117,0.5991093628246142,-0.31855575442792733,0.22565940885549196,0.14624262254781092,1.0,-0.3269160758383283,-0.041348795705224935,-0.0318401382041514,-0.012781484961991349,0.45492949915298897,-0.3150752380028763,-0.12661325033011928,-0.4558677571554806,-0.2010221287410996,0.6395063049227387,-0.19035255958642194,-0.21636370398866372,-0.29594815933040924,-0.1220382102078264,0.003597777295567477,-0.020387927156327715,0.39643262871504886,-0.15139292896996714,-0.10848809335581544,-0.24991885973685052,0.020738812418959904,-0.1804522099355622
Cerebellum_4_5_L,-0.7037175461918926,0.5579905391784803,0.34719363049840885,-0.6574930311924855,0.4088875558302025,0.4671443413274637,0.07934770881367653,0.7897509156511087,0.11801242185805472,0.36048524396622156,0.7932128368898339,0.4522682239830714,0.48070173082574164,-0.11308287830716467,0.5469390093054032,0.1361387261561859,0.6355140731491311,0.5062341616455873,-0.38151433616968516,0.5085208075662909,0.22080099872459305,0.42897831274124787,-0.3269160758383283,1.0,0.7578875402358487,0.7482076434922023,0.6493483773208161,0.1632774021824096,0.7340723884821881,0.6773517634449565,0.6867578923536605,0.843220407994459,-0.3900904575991229,0.8312602740457067,0.6045365748791174,0.8381821789304122,0.6354977256604893,0.4608363575824162,0.6069028109879231,0.10189743258266432,0.7273777575609855,0.4145112421707002,0.7236646747068536,0.8236358022059641,0.8404699912646982
Fusiform_R,-0.29462166159582137,0.5700537263065995,0.17157434952379325,-0.23101887844372204,0.21560967058218,0.4220368468836986,0.08769156295914272,0.5500413103223274,0.18283971362187662,0.4189709146210461,0.5766560543720686,0.2701357085235975,0.31639245085385265,0.26460282210315444,0.5712797248939205,0.45081565694708975,0.42840425067482996,0.24434348099072964,-0.006931291131977486,0.44288167120600724,0.26257617042799364,0.32895135882682486,-0.041348795705224935,0.7578875402358487,1.0,0.5068877642456018,0.3367140403537586,0.406130808870442,0.4182401760201415,0.3659672701432254,0.5220653491079393,0.6289000397170563,0.09370460443915216,0.6626821303004413,0.364123369827961,0.7588287819502785,0.4920869584423829,0.38306851006975556,0.47715742968622765,0.22969044085751084,0.459764706743789,0.29853311009193684,0.585483588529977,0.688164415047814,0.5512311219086485
Frontal_Sup_2_L,-0.542246115164173,0.5356463431868429,0.5078804976856501,-0.45465587545552855,0.43358552106561216,0.4573404421869397,0.43529476870051775,0.8297119074169009,0.07742463710113683,0.28488038186496156,0.6821261388072993,0.15696116656614792,0.14638247977784202,-0.056116099343320916,0.621024663715126,0.1487975459535226,0.7068179058036689,0.4606488337187798,-0.17730553188236173,0.35387889385617394,0.32946860217470286,0.5366467978150291,-0.0318401382041514,0.7482076434922023,0.5068877642456018,1.0,0.697640261984006,0.2783397488627684,0.5493452686775294,0.6701399992516069,0.31742235421001547,0.7073500926048139,-0.22321396133634233,0.6649516399865851,0.4931432163570853,0.666199940580599,0.6015020865894265,0.376047420725015,0.38064788025526375,0.38516932697096606,0.7567446033085711,0.39648144524513884,0.46660226740282884,0.8414306834254864,0.8234120604842834
Heschl_L,-0.4895392499826749,0.2955179772821223,0.6733817837821877,-0.49190374909784995,0.7078229972314215,0.25887087365746864,0.2532566390228281,0.6675242753461123,0.12543037891670814,0.49859485914154555,0.5390390883403613,0.10796760327127092,0.1955249846776623,-0.11525055472043409,0.6192872727153208,0.1395617977823471,0.6286021911852847,0.7541621866550502,-0.22444626966991504,0.021926646614061414,0.10323320091789973,0.6158124840640735,-0.012781484961991349,0.6493483773208161,0.3367140403537586,0.697640261984006,1.0,0.2796871245577367,0.5760798967282904,0.8523942919803909,0.3549756810831827,0.7353897246861401,-0.37972717705069214,0.57136257976545,0.26483278064473553,0.4471549675146735,0.5239155818731387,0.28995868517847484,0.42590293921756883,0.24620724237838096,0.598761903323675,0.19288082808800355,0.5128665407521975,0.6596313836221117,0.8139292613257373
Temporal_Mid_R,0.21632930591642024,0.3901147303741772,0.5815856474880099,0.3195158310241802,0.45620917232641006,0.419796318431784,0.5435481544190666,0.39289486346236624,0.344909787763142,0.4426169561708609,0.04005823658777892,-0.09742814814422507,-0.047763496510892116,0.6911855010280111,0.7647134055854847,0.5295173557158709,0.5472664419083954,0.35406546341863865,0.5506378532374115,0.07619735310524284,0.31397673576791785,0.6404234505756462,0.45492949915298897,0.1632774021824096,0.406130808870442,0.2783397488627684,0.2796871245577367,1.0,-0.04455702599169856,0.30847577105277013,-0.08488959269010686,0.4104178733701742,0.4527466475127187,0.35271494938027126,-0.08680920284287734,0.24862365579749915,0.30832998540289974,0.20039271154961247,0.14519273655330756,0.5435175500512723,0.204184259797148,0.11679667033536051,0.14787443838771658,0.29780473545874975,0.2557848504347704
SN_pr_R,-0.6589440973407682,0.35152499917403635,0.27332163692880523,-0.6006773214552372,0.3811328944034517,0.22818462328008413,-0.053083191879965505,0.6084005647554533,-0.035383984100356265,0.18585317693576306,0.62891150300503,0.5138762354569466,0.26120210782549313,-0.18152880140407054,0.3161442612312667,0.1497594954167443,0.41100963007084274,0.5061588676940789,-0.5046808059658782,0.2866170005024634,0.2413996830719223,0.3420850852751854,-0.3150752380028763,0.7340723884821881,0.4182401760201415,0.5493452686775294,0.5760798967282904,-0.04455702599169856,1.0,0.5759181697278741,0.3801606477369082,0.6417939000745987,-0.4419423665278521,0.49104488593447176,0.4370733891314103,0.5561785793946534,0.4251693380928682,0.5689856459123327,0.42383932279553044,-0.020632866569269083,0.6669632899365383,0.29667694019073765,0.5404446375034359,0.5376367902046237,0.6615470541046647
Paracentral_Lobule_L,-0.6414950242572276,0.2541574602662219,0.764427030488792,-0.6199688367029543,0.8353080145219207,0.3060059754655378,0.25783522971117834,0.6919196670053028,0.23928911816199272,0.4215058046986784,0.5355301273693183,0.14143913209428877,0.2523626242824949,-0.13976605688322308,0.6355371782799928,0.012346667202479568,0.6570032709159196,0.892127587416387,-0.2291866584621281,0.025507729489175093,-0.09552340977003747,0.7511865575889896,-0.12661325033011928,0.6773517634449565,0.3659672701432254,0.6701399992516069,0.8523942919803909,0.30847577105277013,0.5759181697278741,1.0,0.43516296428800516,0.7866749049685495,-0.47932621814537574,0.5954267668553855,0.29032555833569246,0.47240035109536394,0.4922344983031212,0.20340070558440165,0.4057824479197391,0.06024012960394939,0.6346164522538602,0.15028344798082824,0.5932717433043599,0.6189449097475827,0.8725792323894959
OFCant_R,-0.6249843433166207,0.3549980044461312,0.1271505735516307,-0.609704712435612,0.20415638611308187,0.28004439785420693,-0.3313408394524392,0.4684565455826906,0.10590108308930057,0.1295056264982898,0.5451381827922259,0.4935447631565714,0.7710459613887922,-0.2166546101495733,0.19144174272114822,-0.13763521290933223,0.32113745087450146,0.32055787264294705,-0.4334107459426476,0.4806774503824065,-0.1283387544586401,0.1914025532874752,-0.4558677571554806,0.6867578923536605,0.5220653491079393,0.31742235421001547,0.3549756810831827,-0.08488959269010686,0.3801606477369082,0.43516296428800516,1.0,0.6158506164075296,-0.42587459701339203,0.6386979252012377,0.4203650498645466,0.6114766468347896,0.39961478743839235,0.23956289622067026,0.594097223428339,-0.15728853412619664,0.42799420188239135,0.34563313543977037,0.5437920381153222,0.4515409620134794,0.5336038734388397
