,SN_pc_R,Thal_MDl_L,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,Vermis_8,Thal_AV_L,Thal_LGN_R,Paracentral_Lobule_R,Vermis_9,Amygdala_R,Temporal_Sup_L,Thal_Re_L,Red_N_L,Precentral_L,Frontal_Inf_Orb_2_R
SN_pc_R,1.0,0.16670682070025364,0.1537042821773993,0.4027897476733849,-0.11700070035782828,0.15269297632534884,0.30059623537746544,-0.04267095680837542,-0.062135083491094194,-0.1727917987076109,-0.18021501111779237,-0.16524996688498408,0.3337752739334733,-0.14126232113903645,-0.00831916276650514,-0.019334291361038102,0.3331727093819914,0.24109650335176613,0.17877643077034602,0.015500960799519646
Thal_MDl_L,0.16670682070025364,1.0,0.15733459867685468,0.40812423210203785,-0.18743079628727635,0.5018296569241429,0.3202110370351207,0.5307765593734299,0.583402684590506,0.42051824116726105,0.2044065650524658,0.08914199414153787,-0.12054568825852713,0.16026989410564876,0.07165856555942124,0.09864304571826434,0.31278634870430166,-0.2012342391107289,-0.38183288398841336,-0.17345879524816674
OFCpost_R,0.1537042821773993,0.15733459867685468,1.0,0.35880055448218606,0.5222464423571525,0.38654097519761954,0.36098857516513316,-0.3364997519431275,0.0783372649209133,-0.057454106865142074,0.36743126614234195,0.4349711683267272,0.22253403573240388,0.06554673429503152,0.5277383413668676,0.26117529105092957,0.23283932733698326,0.34501050059833344,0.10661645170310745,0.43548456687029735
Temporal_Sup_R,0.4027897476733849,0.40812423210203785,0.35880055448218606,1.0,0.3510638997550242,0.6932014007350229,0.7054757744914666,-0.15810314357656005,0.18521739512387922,0.00758611943498922,-0.10641492832706616,0.13792703025952366,0.5203211063416044,0.18373974965021114,0.26322391245798044,0.38550336499484156,0.2796921127305684,0.5915192300206414,0.2713987792525372,0.39034098225783365
OFClat_L,-0.11700070035782828,-0.18743079628727635,0.5222464423571525,0.3510638997550242,1.0,0.27674750755530797,0.2521529097166972,-0.5338648253768747,-0.0051236923684901455,-0.009080394951552665,0.2502885264012571,0.5122607201922615,0.40408814884485794,0.332350355703243,0.26050356329537133,0.5861509341757449,-0.05694382129183059,0.474589690759897,0.45212129545362395,0.7451128782293708
Heschl_R,0.15269297632534884,0.5018296569241429,0.38654097519761954,0.6932014007350229,0.27674750755530797,1.0,0.5465278506905688,0.010876538511945907,0.3179941831096725,0.07361326101357449,0.09125202027917007,0.3781165091221612,0.24023383086461209,0.0023990861556918374,0.27656898524104634,0.3980793807059975,0.20185287685782424,0.3710334170364959,0.11766559396573825,0.3101196242141029
Cuneus_L,0.30059623537746544,0.3202110370351207,0.36098857516513316,0.7054757744914666,0.2521529097166972,0.5465278506905688,1.0,-0.23127628714636161,0.013857288131595459,-0.20094009342529565,-0.30651476729971644,0.08146587996460138,0.692813483298252,0.09313378723399554,0.17675406658340104,0.36736771926505657,0.3171089488389726,0.630022330284273,0.17297430005427322,0.15748646120675244
Occipital_Inf_R,-0.04267095680837542,0.5307765593734299,-0.3364997519431275,-0.15810314357656005,-0.5338648253768747,0.010876538511945907,-0.23127628714636161,1.0,0.5072858581572111,0.5359778842198517,0.06577552355139316,-0.20828042489958223,-0.45987483824970427,0.06435999035904895,-0.17080473119042666,-0.18022174824787762,-0.02440743998875524,-0.6323485490626202,-0.3998376918001356,-0.3761294653401996
Temporal_Inf_R,-0.062135083491094194,0.583402684590506,0.0783372649209133,0.18521739512387922,-0.0051236923684901455,0.3179941831096725,0.013857288131595459,0.5072858581572111,1.0,0.717200952027693,0.3076768513538633,0.3124388909986293,-0.2924625709924559,0.5983690315580604,0.014807862959001893,0.10827091286172343,0.1225327569160572,-0.3370203703637405,-0.26111001824919433,0.02889862137426322
Vermis_8,-0.1727917987076109,0.42051824116726105,-0.057454106865142074,0.00758611943498922,-0.009080394951552665,0.07361326101357449,-0.20094009342529565,0.5359778842198517,0.717200952027693,1.0,0.5128378038708415,0.26122748037390964,-0.3612671423082492,0.6844465738232537,0.13638927709148024,0.2994254999151305,-0.05314010957776593,-0.44311060228708793,-0.14313603550018178,0.0068211101337081175
Thal_AV_L,-0.18021501111779237,0.2044065650524658,0.36743126614234195,-0.10641492832706616,0.2502885264012571,0.09125202027917007,-0.30651476729971644,0.06577552355139316,0.3076768513538633,0.5128378038708415,1.0,0.5728111821422738,-0.27213871986589633,0.2911442826906054,0.2995017889443014,0.3846326171746836,0.08361295006141896,-0.22710796865806487,0.11063348817040268,0.058625747164577975
Thal_LGN_R,-0.16524996688498408,0.08914199414153787,0.4349711683267272,0.13792703025952366,0.5122607201922615,0.3781165091221612,0.08146587996460138,-0.20828042489958223,0.3124388909986293,0.26122748037390964,0.5728111821422738,1.0,-0.033171119466442814,0.28214723385332446,0.25090918017988334,0.5328043587092645,0.07415609057795822,0.11538072259220648,0.16934391867682472,0.3395928936599549
Paracentral_Lobule_R,0.3337752739334733,-0.12054568825852713,0.22253403573240388,0.5203211063416044,0.40408814884485794,0.24023383086461209,0.692813483298252,-0.45987483824970427,-0.2924625709924559,-0.3612671423082492,-0.27213871986589633,-0.033171119466442814,1.0,0.09360498725030471,0.12104431720360996,0.4869010476822149,0.20121949625377897,0.7888455732973709,0.6141293297076134,0.2264129261447528
Vermis_9,-0.14126232113903645,0.16026989410564876,0.06554673429503152,0.18373974965021114,0.332350355703243,0.0023990861556918374,0.09313378723399554,0.06435999035904895,0.5983690315580604,0.6844465738232537,0.2911442826906054,0.28214723385332446,0.09360498725030471,1.0,0.15261078201193296,0.367461343116017,0.055465475760013684,-0.014958013713340303,0.04487231646434195,0.22270691715207047
Amygdala_R,-0.00831916276650514,0.07165856555942124,0.5277383413668676,0.26322391245798044,0.26050356329537133,0.27656898524104634,0.17675406658340104,-0.17080473119042666,0.014807862959001893,0.13638927709148024,0.2995017889443014,0.25090918017988334,0.12104431720360996,0.15261078201193296,1.0,0.21729085872970388,-0.08385898056775644,0.384957617312436,0.14664062600616976,0.4707009846332419
Temporal_Sup_L,-0.019334291361038102,0.09864304571826434,0.26117529105092957,0.38550336499484156,0.5861509341757449,0.3980793807059975,0.36736771926505657,-0.18022174824787762,0.10827091286172343,0.2994254999151305,0.3846326171746836,0.5328043587092645,0.4869010476822149,0.367461343116017,0.21729085872970388,1.0,0.024973497972131765,0.3572810321473916,0.5578883083744215,0.3629143335693256
Thal_Re_L,0.3331727093819914,0.31278634870430166,0.23283932733698326,0.2796921127305684,-0.05694382129183059,0.20185287685782424,0.3171089488389726,-0.02440743998875524,0.1225327569160572,-0.05314010957776593,0.08361295006141896,0.07415609057795822,0.20121949625377897,0.055465475760013684,-0.08385898056775644,0.024973497972131765,1.0,0.14478543922247916,-0.06578050197860781,-0.3259554307190164
Red_N_L,0.24109650335176613,-0.2012342391107289,0.34501050059833344,0.5915192300206414,0.474589690759897,0.3710334170364959,0.630022330284273,-0.6323485490626202,-0.3370203703637405,-0.44311060228708793,-0.22710796865806487,0.11538072259220648,0.7888455732973709,-0.014958013713340303,0.384957617312436,0.3572810321473916,0.14478543922247916,1.0,0.5962700100717965,0.4204896129358903
Precentral_L,0.17877643077034602,-0.38183288398841336,0.10661645170310745,0.2713987792525372,0.45212129545362395,0.11766559396573825,0.17297430005427322,-0.3998376918001356,-0.26111001824919433,-0.14313603550018178,0.11063348817040268,0.16934391867682472,0.6141293297076134,0.04487231646434195,0.14664062600616976,0.5578883083744215,-0.06578050197860781,0.5962700100717965,1.0,0.2553866922312537
Frontal_Inf_Orb_2_R,0.015500960799519646,-0.17345879524816674,0.43548456687029735,0.39034098225783365,0.7451128782293708,0.3101196242141029,0.15748646120675244,-0.3761294653401996,0.02889862137426322,0.0068211101337081175,0.058625747164577975,0.3395928936599549,0.2264129261447528,0.22270691715207047,0.4707009846332419,0.3629143335693256,-0.3259554307190164,0.4204896129358903,0.2553866922312537,1.0
