,Frontal_Inf_Tri_L,Supp_Motor_Area_R,Frontal_Sup_2_L,Frontal_Mid_2_R,Caudate_L,Occipital_Sup_L,Thal_AV_R,Thal_PuL_R,ParaHippocampal_L,Thal_IL_L,ACC_sub_R,Lingual_L,Thal_MDm_L,Thal_MGN_L,Cerebellum_3_L,Cingulate_Mid_L,Temporal_Inf_R,Cerebellum_7b_L,Frontal_Med_Orb_L,Cingulate_Mid_R,Frontal_Inf_Oper_L,Thal_PuA_L,Temporal_Mid_L,Vermis_1_2,Cerebellum_8_L,Thal_LP_R,Red_N_R,Cerebellum_7b_R,Vermis_8,Postcentral_R,Thal_LGN_R,Cerebellum_4_5_R,OFCpost_R,OFCpost_L,Frontal_Sup_2_R,Rectus_L,Precentral_R,Temporal_Pole_Sup_L,SupraMarginal_R,Rolandic_Oper_R,Lingual_R,Cerebellum_Crus2_L,ACC_sup_R,Cerebellum_8_R,Thal_VPL_R,Cingulate_Post_R,Cerebellum_3_R,Frontal_Mid_2_L,Angular_R,ParaHippocampal_R,Paracentral_Lobule_R,ACC_sup_L,Thal_LP_L,Occipital_Sup_R,ACC_pre_R,OFClat_L,Temporal_Sup_R,SN_pr_R,SupraMarginal_L,Frontal_Inf_Orb_2_L,ACC_sub_L,Frontal_Sup_Medial_L,OFCant_L,Amygdala_L,Insula_R,Thal_Re_L,Calcarine_L,Red_N_L,Fusiform_R,Thal_VA_L,Rolandic_Oper_L,Supp_Motor_Area_L,Calcarine_R,Cerebellum_6_L,Parietal_Sup_R,SN_pc_L,Thal_VPL_L,Precuneus_L,Putamen_L,Angular_L,Insula_L,Temporal_Inf_L,Occipital_Mid_L,Cerebellum_9_L,SN_pc_R,Fusiform_L,Precentral_L,Olfactory_L,Thal_PuL_L,Parietal_Inf_L,Vermis_7,Cingulate_Post_L,VTA_L,Pallidum_R,Parietal_Inf_R,Thal_MDl_L,Frontal_Inf_Oper_R,Paracentral_Lobule_L,Vermis_3,Cuneus_L,Cerebellum_Crus1_R,Cerebellum_6_R,OFClat_R,Thal_PuM_L,Cerebellum_10_R,Thal_VL_L,Thal_VA_R,Temporal_Sup_L,Rectus_R,Thal_VL_R
Frontal_Inf_Tri_L,1.0,0.7821738521778578,0.6827174758766856,0.79719424044028,0.31733835143368133,0.2038643776989197,0.2061102576490706,0.24000639558035733,0.6646700692270983,-0.11609249598487897,0.29647516563467946,0.22693186141498975,-0.08233433042167912,-0.042290745550631594,0.2827179587756795,0.8058747257982474,-0.0009077394128583321,-0.21344201967405024,0.010278813107172147,0.7630275180841276,0.684187429548024,0.059081601804446916,0.19789194022113787,-0.21594687328068934,-0.11965761816292311,0.32646051845196544,0.537279633155979,-0.22562938307083538,0.07898397504302099,0.5753269497154777,0.49777433985621805,0.7496222337008249,0.31939289606161125,0.4420046074306412,0.7218861317784768,0.35915865988430173,0.640358295191191,-0.435902355598173,0.5139371007337369,0.7406880689239135,0.2756624122862289,-0.4012964686914743,0.6112977585369045,-0.09530929239385555,-0.11866061948897043,0.43542885112552093,0.5518012464278369,0.7041781851538389,0.26336428883857793,0.5185235394986776,0.5054587312960352,0.5380875790319216,0.15483823606633196,0.2870188770834922,0.5875397424382283,0.70064450842058,0.480115436554536,0.593519224636262,0.3950216240420081,0.5459074038240016,0.5218988188612864,0.5986577122751753,0.27572416481851014,0.520051959899578,0.660542110397706,0.023158357808816307,0.327490575148568,0.5577459624441473,0.6224176885411962,0.3737059173943751,0.8419060481757125,0.7647206666765626,0.3024145803761089,0.14002173532653606,0.2760239824384318,0.2971265087953794,0.39228912957006684,0.4779891825859238,0.7632563515419779,0.2145831762585813,0.6107370156750627,0.2358186690072699,0.0882967524375625,-0.11698027536060461,0.17790283350922176,0.6134939239001689,0.6095025894288001,0.4330460291899417,0.3632959264904845,0.4740739014760244,-0.1875258912620115,0.4715016021064847,0.11319954769042832,0.6503170776070948,0.402316489770211,-0.0941390189241702,0.7150482661181408,0.5554205078391165,0.5014555738775407,0.3699405577144262,-0.35853916440648,-0.033828940955175496,0.4932747639338332,0.039660690248353926,0.2924110209370941,0.4434203784676286,0.3530566018565278,0.7686199567938076,0.44858075109508927,0.1335196088474242
Supp_Motor_Area_R,0.7821738521778578,1.0,0.7666306088572845,0.8719567033045137,0.10168682316267569,0.5709875103281785,0.04488618733337882,-0.020641161834821394,0.5873678899752124,-0.11531736108526468,0.228419493328888,0.3337884380408694,0.16761512682228857,-0.24503446594382275,0.3613372443564412,0.8346705596272272,-0.2080849593487798,-0.48284940216840866,-0.14049849461511937,0.8322747955852895,0.6343737920036108,0.026796363449177588,0.06734917563014552,-0.15037850354998375,-0.35875979629955956,0.23403885717034453,0.7877757835936272,-0.2678758573943558,-0.23466779142360455,0.8201543002421775,0.2105648903368556,0.7294111218285236,0.25721676402601257,0.35474067992357844,0.883915121091699,0.3096670644109057,0.8649960355630394,-0.6047925578953456,0.7822736015254327,0.6651091191371937,0.4668505725899685,-0.4838550392139208,0.5762240660776634,-0.23352527700375544,-0.0761524162365126,0.5554250920351762,0.5000724345144095,0.7419135299759477,0.6301144506650539,0.31958028678691364,0.8585046499282319,0.49944676102785,0.5015638129442747,0.6327483870638613,0.42498383783511495,0.6006617034434409,0.5981763677480426,0.6390242175231573,0.5505654037235289,0.3863160343978019,0.3326097570343391,0.6279908456386275,0.15848325684841869,0.5970185873520787,0.5475238417300731,0.15803809806802815,0.534403864124119,0.8444687093161313,0.45538777182082746,0.04653863346928137,0.8237171500813735,0.9680074760655071,0.4946319874161805,-0.05311283141242526,0.6118805066718007,0.10905505091870621,0.27221477486965506,0.8066613444050694,0.599310260770022,0.516874535962046,0.44342863402615734,-0.05339326613761537,0.3150235988328962,-0.3441229000950345,0.2461558349593868,0.4480263886986548,0.6899477454286712,0.40183561412508606,0.5524849641439776,0.7925562649932217,-0.3043222915092885,0.5230431209999787,0.27437539317571424,0.5718810693417418,0.7430932257681018,-0.13673884590545077,0.6614616009133806,0.8617532580824727,0.4608248119679954,0.6560551815619399,-0.5527966134591838,-0.13791138903192546,0.4869191610557175,0.3081734935903842,0.1670461825147341,0.08890667701491568,0.29033009091825424,0.6478527573518261,0.3659642361750201,0.12746810385491864
Frontal_Sup_2_L,0.6827174758766856,0.7666306088572845,1.0,0.7824806017385603,0.448798966250178,0.5156121301441922,0.17223561318477412,0.12670919369364655,0.6544636478662952,-0.07105448435083604,0.4573404421869397,0.3463598824772333,0.1294974511813674,-0.23871348334106568,0.28488038186496156,0.8026894992605502,-0.11982231773508613,-0.27348227723569873,0.0475868762677267,0.7073500926048139,0.6921611721792372,0.1487975459535226,0.2758818699694776,-0.0318401382041514,-0.20842660174398164,0.20717628299139632,0.6964524827253243,-0.22456482188917162,-0.08297066562725944,0.5169058536067415,0.35387889385617394,0.6937820821176993,0.38793563103968276,0.4059238392596961,0.8234120604842834,0.39471300480067895,0.6072499659701408,-0.538497282691182,0.49986798734848303,0.6354141082478142,0.4227970105979142,-0.35007174170086997,0.7781419877850851,-0.13588145101566168,0.1860022621808702,0.7068179058036689,0.6558178453235721,0.9195663478475629,0.43358552106561216,0.5735890419326883,0.6668082974108712,0.6743887341756016,0.3225414393664811,0.5078804976856501,0.6922904411385941,0.538986522098671,0.621024663715126,0.5493452686775294,0.7024352154315767,0.36931519551680314,0.4700767764192928,0.8553480232002847,0.3155043175828051,0.7567446033085711,0.617157561911341,0.07742463710113683,0.57840548487512,0.7097877724034954,0.5068877642456018,0.19687218622931954,0.720621445404534,0.7846759317485632,0.485930546884311,0.11960387234421255,0.3474282366882978,0.32946860217470286,0.6192276005935017,0.6334666582709589,0.666199940580599,0.6628157951069413,0.5708038324725231,0.08410011627566946,0.4176780923709819,-0.13362279240735184,0.2866777700581767,0.5356463431868429,0.7846838041944115,0.616627532424959,0.6540132813090269,0.7897248088264417,-0.22321396133634233,0.8135471242604783,0.13540357657240218,0.4257542255404357,0.4606488337187798,-0.056116099343320916,0.46660226740282884,0.6701399992516069,0.5070995436667776,0.5366467978150291,-0.3661739136292596,0.037086105523916196,0.6015020865894265,0.15212407816973675,0.6203455355915646,0.4293274868359968,0.3254569904575661,0.6479142178762349,0.44802594115323846,0.38516932697096606
Frontal_Mid_2_R,0.79719424044028,0.8719567033045137,0.7824806017385603,1.0,0.31751870542358307,0.4698510311975161,0.10987180700607121,0.16540339379469568,0.7389203778272952,-0.08870006642922777,0.457826305605263,0.3258649993654175,0.14068471506568456,-0.044747661103436996,0.4004754880322976,0.8323857953319767,-0.11776467476648335,-0.4737452307971634,0.1452021824794529,0.8870206119954585,0.5448033884570711,0.1187806790383547,0.039757820344265254,-0.18017624439631,-0.37366238761912063,0.35494213062971697,0.7545105171353805,-0.3088194220098227,-0.14880795916223277,0.8064878311836545,0.2888037397711868,0.7989810695896451,0.4476779885837172,0.4531338702716847,0.9155265805670317,0.5127399754804237,0.8387356605799061,-0.4693967413229533,0.7804028313575366,0.7330415061006808,0.47396212481529404,-0.554837214252343,0.5813050478230529,-0.2563125670755567,-0.16351687513627142,0.6810520572230726,0.49933817050439383,0.7842797420428541,0.618769357190147,0.5905459633952707,0.7330268137023231,0.4834476193698788,0.4517154662300035,0.5688681160594603,0.6264236068556589,0.6668916471023143,0.7161390528881135,0.636274692674304,0.40353619118404904,0.47041878059655673,0.5397602530587402,0.6934295412913446,0.41533735016708245,0.6385855609042589,0.6287574993446025,0.14849241830678203,0.48821655720435614,0.7812173498576263,0.6538083642120455,0.23356874080181592,0.8563210683819682,0.8875245084837853,0.48103740053715993,-0.020842545513856538,0.5794355106863294,0.19101593131986738,0.34397196525651696,0.7815130680163811,0.7705245537005444,0.4167915161728762,0.5999822670374653,-0.02792339309828619,0.1839723314373605,-0.2927437755590127,0.27639967508459934,0.5262895407270526,0.5853839952631854,0.38668691390580223,0.4512464974680093,0.7119237344295377,-0.3178593208557192,0.5425770354390327,0.1923549153141985,0.6827819023275947,0.6954815835991005,-0.03958446416478173,0.7107635979008282,0.8108810843926207,0.5903846519924275,0.591459108326691,-0.5630576857039794,-0.14137348962901894,0.6168796717549173,0.3129631391212622,0.32296308498992055,0.3000764109674925,0.4730348993953561,0.611751095901376,0.5278759498553114,0.16955481093082617
Caudate_L,0.31733835143368133,0.10168682316267569,0.448798966250178,0.31751870542358307,1.0,0.11040764598206054,0.6183918384608547,0.24638701701072116,0.5882039996100847,0.3530722753739467,0.3412748754875297,0.3386250411581752,0.11534241280972522,0.1915238475570643,0.1460275286687956,0.4534229922722624,0.31087215403192126,0.30389737604596784,0.2956531056229462,0.37065053115389013,0.45147341811335795,0.4059785652183844,0.5594816154116163,0.06828794926833079,0.35634157002559813,0.1759080394697446,0.10765905202648053,0.13845198668881303,0.43399684367937347,0.04175616822914804,0.5707495694017548,0.4503140985997627,0.5278634289657737,0.3598627076142581,0.30072563632751825,0.24997620720521233,0.04741501756038938,0.30327054798289255,0.10630967299346376,0.4169196037489652,0.3097393692322947,0.080276720837907,0.4181066190620532,0.26884632050250834,0.34228044717361394,0.3299868504789517,0.3576146459389584,0.4147947381502272,-0.012477661217447812,0.7072786117584322,0.07160880139628714,0.27645580184745533,-0.13772829276245055,0.10661905601484262,0.6727826883794371,0.27764422660420696,0.28472353931074895,0.2140280925414042,0.3600729201569016,0.14058216411873148,0.47777746219379336,0.5678841783927666,0.39784322268100364,0.418409800804772,0.4140851070225747,0.14789660818463432,0.3583954665212907,0.014153530231070487,0.5890110480535289,0.43984599805530633,0.33022508866188194,0.10905883158896294,0.3334777154614593,0.5523268803710503,-0.11660296503241718,0.5368225058638335,0.6547031384113742,0.048182910088390006,0.5448855040154831,0.19108425454230082,0.452179284723587,0.5973385260940883,0.21576542307040172,0.415022655248309,0.08693047653639514,0.7361471580307191,0.11716058166348939,0.414781494965474,0.1899729786225893,0.09760564078859656,0.2343511918146336,0.45205978630084354,-0.060741042521371656,0.201067803980131,-0.03088807865757056,0.41507093580030097,0.16095631000781363,0.003754634382893226,0.23881053529516175,0.22754905043068524,0.1523943112665101,0.3833931409240979,0.3000382293168102,-0.00041866803607727064,0.5323133245781929,0.8281949115839534,0.4275032424878355,0.5668442018776143,0.27520551206711447,0.6046863094869006
Occipital_Sup_L,0.2038643776989197,0.5709875103281785,0.5156121301441922,0.4698510311975161,0.11040764598206054,1.0,0.036568644066218466,-0.4400946791166932,0.22530942067404705,0.23865146086678984,0.20186968094767824,0.6479096424736772,0.6893292507167611,-0.29227992985794043,0.404672414358989,0.4578319535945465,-0.14084532104027622,-0.3585195176197802,-0.1460053461776839,0.5109347409869096,0.2984123688448288,0.2433058507761945,0.23139237190665926,0.2560257865831309,-0.21542628218519524,-0.049531475411510574,0.5165212702156046,0.1623284965771573,-0.38050040727775797,0.6201453856416792,-0.10477020133669318,0.2503781643266578,0.2703233048799527,0.1465352511350232,0.6050403606455051,0.021765179419738274,0.5741268224386877,-0.19009977452744506,0.7034675227553829,0.1791921718455773,0.6126705075717038,-0.08425403205207639,0.31758606589601457,0.00904935168853712,0.396951172431349,0.6135352065299959,0.3095635626927527,0.49042955534402016,0.8411138060244314,0.07206574746640028,0.7015763320508998,0.17636384094980273,0.7987967696856961,0.9094410017766378,0.25493735958989605,0.11703413032507949,0.6186226541569031,0.23929232397378222,0.5685538992688365,0.060920982190847996,0.06648337550530516,0.5721149278311263,-0.12871285875915228,0.42205029813524375,0.30123213826688205,0.2932079931524798,0.8105878188710328,0.6106259792630849,0.10001956092900773,-0.470587554369217,0.4306421223055412,0.620321220277187,0.6786866533090402,0.07887060716497346,0.6990068570488116,0.05072045010215949,0.23497423231091424,0.777416213345429,0.10249985042680769,0.8291714362683601,0.24426153557053457,-0.1364361730897131,0.7706216518905072,-0.14714540363007905,0.3957993882528109,0.29378375977515303,0.2588250233113563,0.5215384069833412,0.7265842582929476,0.741585108111621,-0.11729200073313191,0.48672636564038063,0.41283563726831474,0.06969463800746643,0.7812523370828169,0.26529879427649694,0.24609911778605068,0.7292353818262596,0.11548588622905077,0.8959081038536318,-0.25599770469184674,0.06816990618969854,0.29289570551383637,0.7531101311451044,0.0006159878095029699,-0.16648553849502493,0.0843343303296551,0.21351283639779747,0.07749042496540809,0.4590970880205394
Thal_AV_R,0.2061102576490706,0.04488618733337882,0.17223561318477412,0.10987180700607121,0.6183918384608547,0.036568644066218466,1.0,0.08826215713195833,0.27347784206231107,0.3772383062359229,0.16309419619869245,0.24718500155948897,0.1844533323298167,-0.08567336354428956,0.07250174620734924,0.32841466182929213,0.4050305770915587,0.35002156765037784,0.13760080422835855,0.24199508400915148,0.23149740502840477,0.26107658902159037,0.5561469410977523,0.028983045601825158,0.4414901155791641,0.14207806886428007,-0.10002159421792156,0.15758627150323556,0.3969315494643918,-0.042091098932603675,0.531422828709305,0.173594523086041,0.3356495944748406,0.362501417892616,0.05276313129216821,0.0939488761671458,-0.08990526682677094,0.3016752113310948,0.004139337639162417,0.17448617860542573,0.14170471675591073,0.2477556555852289,0.21330650433084913,0.36664253655527745,0.3815180921955866,0.06513391700152121,0.15910511242851266,0.1157906560339614,-0.1174867902637113,0.35731714383376284,-0.050079391037023746,0.004989193547232747,-0.13162737200576016,0.04668498139787587,0.32556468422254886,0.25575416837825915,0.1338399359797144,0.06821345488907077,0.26844921272745464,0.07068392668119156,0.20811368578077838,0.32511780730408474,0.21869457416326768,0.15335009140624947,0.27062307908863026,0.04848827734332466,0.21549722468160837,-0.057561838485395915,0.28286684712069177,0.2428023714996669,0.14631975327337002,-0.004280111183394976,0.30078666534842996,0.5298228887155435,-0.17290291730434826,0.42337488822705305,0.4728617963100659,-0.1107006219967577,0.30353015935628774,0.06791832023632201,0.29700168986738956,0.599845776380456,0.2106989105003797,0.3916605896610938,-0.18076995920211814,0.616512841820042,0.017277320875711866,0.16583229711328912,0.062476413248162756,-0.05055317215390584,0.2796652130875281,0.20249206620827087,0.001239502141784889,-0.004264290652162202,-0.10132351715266158,0.5132408560997325,0.021405180589583364,-0.15761225049745745,-0.1738283536413195,0.13006275619363258,0.2887123489547024,0.32337770736148785,0.2449228437616481,-0.03919954475324383,0.11690939602575727,0.5250332703978197,0.31755234413889305,0.5207354860593207,0.09658667938233666,0.5690810200782578
Thal_PuL_R,0.24000639558035733,-0.020641161834821394,0.12670919369364655,0.16540339379469568,0.24638701701072116,-0.4400946791166932,0.08826215713195833,1.0,0.42566452542671296,-0.220351324934886,0.19392079120226416,-0.3852425112608105,-0.5208861593453605,0.28900555018860813,-0.22658224502402338,0.1513602806755672,0.18532834699453113,0.03626594457321544,0.4323717829774573,0.13979910569136875,0.0996967021596902,-0.1301155711199696,-0.08316256070803388,-0.3560252044964731,-0.029729758000231442,0.42833964771607397,0.11756219430352621,-0.2981545108092775,0.2558085773847996,-0.08869145725832882,0.43337826907306376,0.22424700203553993,0.2628378955160063,0.35182252714150475,0.0814555745757007,0.499074473065335,-0.03606323014476118,-0.08087292045077026,-0.1556339024349878,0.24232361840773514,-0.2540011693950048,-0.30354461608148103,0.04435053013806022,-0.06192205583909007,-0.42608128155022806,0.06314092231265936,0.008470637575601419,0.18123286051936452,-0.34747696227126973,0.41478281135087264,-0.23851240462964976,0.13447806353579542,-0.4456876627194538,-0.3388742266744023,0.31294402673309424,0.4540164654131948,-0.03895211343742303,0.1950629552747624,-0.20850265169104912,0.32827313507590006,0.38575553576035315,0.10834278900387131,0.49946154479880006,0.21137997705784536,0.18553749070200176,-0.15510325179333606,-0.31996903054048365,-0.0177985766054484,0.36534418664967167,0.6616174842707994,0.14332767655575598,0.0027404252871768182,-0.24302241967325883,-0.11928650442892343,-0.27405982739304036,0.08986822709456796,0.01069420597019729,-0.09950954204254188,0.4525946493178714,-0.4144535044342401,0.08929349479913092,0.14759619072654998,-0.44755325089996184,-0.015447890646750105,-0.27502746565465624,0.13548488540718454,0.06511449459997716,-0.13208538552984014,-0.35877916142059035,-0.19214488311257052,-0.06970772383759608,0.023403463539182035,-0.33627981888179315,0.42410297935904984,-0.26969555415295454,-0.2325583550985824,0.2260757152923302,-0.09793890187810535,0.4506798189012194,-0.25645240499841204,-0.10727251738285148,-0.14177251749518843,0.13148299571478722,-0.45843264087889396,0.345746266325144,0.448195451960916,0.34856979101315866,0.15773438204967768,0.5315057759341214,-0.268276682120294
ParaHippocampal_L,0.6646700692270983,0.5873678899752124,0.6544636478662952,0.7389203778272952,0.5882039996100847,0.22530942067404705,0.27347784206231107,0.42566452542671296,1.0,-0.02288678155113388,0.4391195407544907,0.0736539299303589,-0.12231683059667929,0.06099065010866656,0.20407055207728428,0.777161914694701,-0.023937662380327473,-0.32098716247929127,0.38631180194289816,0.789756636406987,0.4926014587412314,0.0696604772694869,0.09152496190804904,-0.3875059406000864,-0.26245620293113203,0.4737889417130583,0.5795397339622731,-0.34530969097175884,-0.01877397704877475,0.5576466630908323,0.5884355797592506,0.711937513822776,0.7174929753536948,0.6115536346397517,0.7407267402284637,0.7257008805281207,0.5815455353106316,-0.2934677638522784,0.5222606097108898,0.5681587527682223,0.22963580731793168,-0.61106440603803,0.45338947988184974,-0.24763340642624324,-0.22343914700202622,0.5565930797570124,0.27793983195647504,0.6592865405842149,0.3227672284961239,0.8012118928526353,0.4296873885453685,0.4145703332193634,0.0811111382661371,0.29332765612197587,0.7428588775596369,0.7472092834652344,0.4088048982774188,0.621200305629177,0.31108761559959336,0.49327045077709025,0.7550724052094206,0.6331139002334306,0.6158871056780548,0.7126882254048988,0.5512806493075957,0.19666583646078534,0.21189375233436006,0.534599153454428,0.7119800943524478,0.588639516640894,0.7377069957105306,0.6411664059551283,0.18925633550842086,-0.045318456840046775,0.31590353663695436,0.17113690893374583,0.3680180295669279,0.5619607169454123,0.8088913090315838,0.15555248580691358,0.3952880690500684,0.23519009454400513,0.061612466444480686,-0.23884921928785263,0.1191308630605593,0.6637280710015365,0.36260599432839846,0.29516020980238666,0.2321737560876762,0.4374816783612464,-0.3617074482449243,0.4290390001575497,-0.0841052037223904,0.7871888002897616,0.4194093592372888,-0.054378414268055515,0.6145060151927986,0.5613605922247101,0.6501038058477584,0.4010441415933589,-0.5254982356757044,-0.2280354726317852,0.5570069022191505,0.02086974056087704,0.4590781115940182,0.6329191301797018,0.6536146466802873,0.551262259650998,0.7133486827991399,0.14812717250777446
Thal_IL_L,-0.11609249598487897,-0.11531736108526468,-0.07105448435083604,-0.08870006642922777,0.3530722753739467,0.23865146086678984,0.3772383062359229,-0.220351324934886,-0.02288678155113388,1.0,0.21610224883250723,0.3803124506609169,0.6069786025181747,0.25997614229367183,0.16939897936835732,-0.03854627946223407,0.5752142273183517,0.34208426262490244,-0.14242442553470724,0.03413091995747686,-0.09621636670362917,0.5197005484954975,0.38080946124995835,0.21541183458703136,0.4631077684484842,-0.09824612757176147,-0.09124794285813065,0.6440392140868639,0.38720594210071635,-0.0010439591222725936,0.14675126782103273,-0.039247214362430914,0.06643746139223461,-0.12303315598847386,-0.13433650630155988,-0.2576755537404747,-0.07412804633271966,0.5290800126281705,0.16966082637131372,0.06121931484413974,0.32409498709220125,0.4170327534307815,0.039298672178932056,0.5706982088496143,0.4657806012498421,0.09740602058615677,-0.029323076439817176,-0.09506040436687987,0.11519755627373784,0.14962331896769143,-0.11074416875340959,-0.008004581557284332,0.19207917640305008,0.23115193595480216,0.09353924267575459,-0.23898737159147737,0.2901858152742403,-0.2491703477982011,-0.01069170397699669,-0.4222366237893628,-0.03721356916758984,0.1616932505940054,-0.15385344040161025,-0.08149414170295842,-0.11376923001499803,0.5884961773049227,0.37587716660125486,-0.24640348097144696,0.20628724454338498,-0.25648865443162877,-0.12365375463201883,-0.11009584651637816,0.3967298051815351,0.5195639034923154,-0.055439571291702044,0.1424752580638609,0.22974088055014538,-0.07430559107922938,0.06639591082218993,0.09913661545966684,0.14025922416442638,0.3149222554033126,0.3586392351644098,0.5510530812322588,0.22527116704661343,0.3185198017494088,-0.37689522089455424,0.034784185696282145,-0.017890499833737618,-0.17870495150099505,0.5012535909159362,-0.004436072610093024,0.16048772896672717,-0.26431207634142145,0.025504698028564466,0.8039080298567238,-0.07971388992941927,-0.12556942864403892,-0.21189934780340183,0.30471668760030257,0.5037741540674278,0.5631346388478411,0.07569469948862426,0.38687458682723047,-0.025050037727103826,0.20553956045870644,0.31045640616691533,0.07264326423355491,-0.29510026160708114,0.5524828440447324
