,Rolandic_Oper_L,Thal_LP_R,OFClat_L,Frontal_Inf_Oper_R,Thal_PuL_R,Thal_PuI_R,Thal_MGN_L,Cerebellum_8_R,Frontal_Sup_Medial_L,Cerebellum_4_5_L,Hippocampus_R,Thal_MDl_R,OFClat_R,Red_N_L,Thal_VPL_R,OFCpost_R,Paracentral_Lobule_L,Raphe_M,Insula_L,Thal_PuI_L,Occipital_Inf_R,Vermis_4_5,Parietal_Inf_L,Thal_LGN_L,ACC_sub_L,Cingulate_Mid_R,Precentral_L,Pallidum_R,Frontal_Med_Orb_R,Cerebellum_3_L,Temporal_Inf_R,Cerebellum_6_R,Rolandic_Oper_R,SN_pc_R,Supp_Motor_Area_L
Hippocampus_R,0.7355319763751278,0.3629919962772424,0.5440756576459029,0.5578872764757263,0.2852646469802668,0.5318456370037088,0.15612871190812072,-0.1466069932439699,0.6526995547322687,0.8312602740457067,1.0,-0.1777254744969287,0.5891261457658872,0.5639897894813571,-0.1577290534658258,0.6751746347973494,0.5954267668553855,0.6479889454699207,0.4514117157195651,-0.029648654680299844,-0.45454478381640656,0.7242572215810275,0.49268053882159424,0.6295896508677289,0.6702261831634247,0.7794937438597361,0.3401770705307555,0.6877695817806604,0.4124587783318421,0.3569760435162846,-0.04501110197438038,-0.09571006662919299,0.5140982469169865,0.26802530942323805,0.6094967599476585
Thal_MDl_R,-0.10359376301771708,-0.3263439656044791,-0.18347253609877287,-0.2800083847849636,-0.48164966163234296,-0.31539002177269176,-0.292630182613832,0.4767436083427521,0.23033441885330533,-0.2821870078983382,-0.1777254744969287,1.0,-0.022207586234359533,-0.12154639479396638,0.8547428412363862,-0.029050448933255854,-0.0795196658788429,-0.2954811864532024,0.1998787106008666,0.13753303156784355,0.48578641856293925,0.004547315587313526,0.13595773120655025,0.06829591086427825,-0.2899343824056975,-0.06311072953893185,0.02133759773548014,-0.5341716546040131,-0.4441953166894175,0.24951012401303518,0.2857241526378235,0.5942339439498028,-0.04203355868478829,0.1620189533348562,-0.04726453660347634
OFClat_R,0.5780308493191714,0.2844738669363336,0.49113882574768014,0.5194234336640849,0.13148299571478722,0.33860397663375225,-0.04571539164150698,-0.18376253502542775,0.5910151986743863,0.6354977256604893,0.5891261457658872,-0.022207586234359533,1.0,0.5269212736980501,-0.0062985465653653035,0.5209877307794506,0.4922344983031212,0.5312709643806527,0.5455833071506001,-0.12257449273704,-0.3814261820457873,0.5969257303511577,0.4332215697008494,0.4587631431563097,0.6240244242783983,0.6160845328445808,0.367836928193906,0.4570956155279268,0.250253530466443,0.42645781993633425,0.0016399160071738147,-0.11157470187258083,0.4759830303219419,0.36806697836830177,0.5372087956891728
Red_N_L,0.7064384891083504,0.24081856871352772,0.474589690759897,0.5631898254325947,-0.0177985766054484,0.3994641654355453,-0.24708070934967513,-0.38223335562435873,0.5817025908530575,0.6921163308249003,0.5639897894813571,-0.12154639479396638,0.5269212736980501,1.0,-0.1722826927002145,0.34501050059833344,0.8695472891152007,0.5753273326391309,0.2868198525950037,-0.47250709612484393,-0.6323485490626202,0.6892493730483116,0.8231863112612324,0.30227763916379885,0.34493972786476396,0.7503407780687908,0.5962700100717965,0.5714743161959399,0.22255453817808113,0.35625509360584035,-0.3370203703637405,-0.304168588168431,0.41140466073987175,0.24109650335176613,0.8581897360070516
Thal_VPL_R,-0.16614477435485597,-0.3905006694125133,-0.2388162706704355,-0.3073810928922404,-0.42608128155022806,-0.2901025464108029,-0.274873062730981,0.45185780974609047,0.333798070836606,-0.29332901112923276,-0.1577290534658258,0.8547428412363862,-0.0062985465653653035,-0.1722826927002145,1.0,-0.09302133460356142,-0.16359893451866722,-0.3565918894413712,0.26297749378261104,0.16511945656820423,0.4983665009491475,0.03083233037202583,0.11303978934196393,0.16507582302721832,-0.29614662345446646,-0.14411353629406293,0.09444418461095955,-0.6311410466056461,-0.46707228847494436,0.1438852295992834,0.20611083927591642,0.6287161341682153,-0.006181651963310034,0.19424618313915817,-0.10628647830133842
OFCpost_R,0.5155831688141935,0.41338759452680673,0.5222464423571525,0.34793197419256083,0.2628378955160063,0.3027998959946731,0.10464413109354767,-0.07462953310241081,0.44593660523613465,0.5670844408585224,0.6751746347973494,-0.029050448933255854,0.5209877307794506,0.34501050059833344,-0.09302133460356142,1.0,0.38798552705147227,0.4922877462433463,0.34219150316409097,-0.04609096791743838,-0.3364997519431275,0.4127119859611132,0.2889564662086471,0.3877518775059343,0.6005008851822569,0.596932522784506,0.10661645170310745,0.5503753923612027,0.4985324212635929,0.27607104047581726,0.0783372649209133,-0.11965833624416959,0.1752475935990344,0.1537042821773993,0.3624354318071404
Paracentral_Lobule_L,0.7544664237696118,0.2653641946857859,0.4939596510146994,0.5932717433043599,-0.09793890187810535,0.29032555833569246,-0.20606256400223136,-0.3459955824439851,0.5550126873624132,0.6773517634449565,0.5954267668553855,-0.0795196658788429,0.4922344983031212,0.8695472891152007,-0.16359893451866722,0.38798552705147227,1.0,0.6286282995797986,0.31272796716123263,-0.46971856897781217,-0.6199688367029543,0.6189449097475827,0.864580741951338,0.3519534083630948,0.3800068856360095,0.7866749049685495,0.5129725140694521,0.5935013415544156,0.14143913209428877,0.4215058046986784,-0.28669996940478265,-0.3062468193940322,0.4439917770050419,0.3898855336924151,0.9219311756221992
Raphe_M,0.7538192186658648,0.5154585423455599,0.6376073522486456,0.664468327787962,0.24465045943932553,0.4218804796629867,0.04577592697656267,-0.19083195933106883,0.40983539357634285,0.7919585241553218,0.6479889454699207,-0.2954811864532024,0.5312709643806527,0.5753273326391309,-0.3565918894413712,0.4922877462433463,0.6286282995797986,1.0,0.4210870501855691,-0.009423581057414521,-0.5413272034756856,0.5411247444849998,0.42549748092057077,0.30267737619220114,0.6228196915660668,0.7510158230768826,0.2963722155541841,0.7636102471349965,0.41986516674701235,0.29453351543237954,-0.090963279853694,-0.30495260431752186,0.5336773798964267,0.16934076334426165,0.6679212135026219
Insula_L,0.5403656865012754,0.10268275384996686,0.4902352868291005,0.44608830400540395,0.08929349479913092,0.2184210692780028,0.18298581506856695,0.17108850906077383,0.5544271158916515,0.5034276648079222,0.4514117157195651,0.1998787106008666,0.5455833071506001,0.2868198525950037,0.26297749378261104,0.34219150316409097,0.31272796716123263,0.4210870501855691,1.0,0.17208926216911796,0.017354758474472785,0.6057307666528354,0.3024203182228554,0.4270614268443558,0.3215006685707471,0.518528061991022,0.3703305056497118,0.2457629695380024,0.002179604653847393,0.5165009997705305,0.20375210558893805,0.32884162315811066,0.676183247078513,0.31956400236409804,0.4251945445982092
Thal_PuI_L,-0.15193636138997355,0.07421974881642324,-0.0619246273836972,-0.07293930058746192,0.11422419849901336,-0.15356514147419853,0.4496582115238217,0.5974843079110543,-0.09098553315783975,-0.18205950774568713,-0.029648654680299844,0.13753303156784355,-0.12257449273704,-0.47250709612484393,0.16511945656820423,-0.04609096791743838,-0.46971856897781217,-0.009423581057414521,0.17208926216911796,1.0,0.511214589449026,-0.23982329674962422,-0.5481180144753298,0.14602444529415717,-0.0944014135912187,-0.10118171074536332,-0.49314484859231517,-0.14804505309077604,-0.041815266157542386,-0.10011757667236923,0.45668615265038365,0.43724232116982886,0.07782874490469749,-0.2647340221407676,-0.3779873118924416
Occipital_Inf_R,-0.5509008931050935,-0.3479978447628744,-0.5338648253768747,-0.5919355852362462,-0.24090371414833903,-0.4519441596909996,0.21974748888395812,0.7419188196328584,-0.3519931733123534,-0.6574930311924855,-0.45454478381640656,0.48578641856293925,-0.3814261820457873,-0.6323485490626202,0.4983665009491475,-0.3364997519431275,-0.6199688367029543,-0.5413272034756856,0.017354758474472785,0.511214589449026,1.0,-0.426010141624291,-0.5009257741614769,-0.07657221412827513,-0.5637913116189228,-0.5387554836035311,-0.3998376918001356,-0.727983505698395,-0.42401299198754183,0.044931758625033145,0.5072858581572111,0.759868753693404,-0.3127435940455296,-0.04267095680837542,-0.619595058827392
Vermis_4_5,0.735260458270939,0.2125311197184551,0.6082399082307198,0.5400151646073894,0.23017752536046018,0.5243786710530886,-0.06761534684851976,-0.12167877309431224,0.7407270717205506,0.8236358022059641,0.7242572215810275,0.004547315587313526,0.5969257303511577,0.6892493730483116,0.03083233037202583,0.4127119859611132,0.6189449097475827,0.5411247444849998,0.6057307666528354,-0.23982329674962422,-0.426010141624291,1.0,0.6268535094864156,0.44682636184591906,0.4946223570552666,0.7188260029259504,0.6886651358950445,0.5131972255669865,0.13884404408511186,0.48661427789843564,-0.011502705381566048,0.07852719784755612,0.698651210436754,0.2586911082648532,0.7302677225168291
Parietal_Inf_L,0.6486265216991897,0.14007261285475373,0.379901904952008,0.3540323836870956,-0.19214488311257052,0.31231667410049124,-0.4810952515789615,-0.33082552929018144,0.6244440262504749,0.555318314670565,0.49268053882159424,0.13595773120655025,0.4332215697008494,0.8231863112612324,0.11303978934196393,0.2889564662086471,0.864580741951338,0.42549748092057077,0.3024203182228554,-0.5481180144753298,-0.5009257741614769,0.6268535094864156,1.0,0.32044488052194575,0.24620082003631175,0.6374537449024201,0.7428419303665049,0.33595494794399117,0.045066752124712596,0.31552557732882713,-0.36444444656140734,-0.18415605103013558,0.3811921052648129,0.3500540634599413,0.8257205035022702
Thal_LGN_L,0.4279449262714604,0.059110751999770283,0.11691640661229033,0.36291639824888017,-0.009832234074571875,0.16336000796326205,0.3113430215912651,0.03707926201581394,0.521238495403357,0.4702669427489755,0.6295896508677289,0.06829591086427825,0.4587631431563097,0.30227763916379885,0.16507582302721832,0.3877518775059343,0.3519534083630948,0.30267737619220114,0.4270614268443558,0.14602444529415717,-0.07657221412827513,0.44682636184591906,0.32044488052194575,1.0,0.32340318976909366,0.47074302156116404,0.1450622244642656,0.25361409201960167,0.0740210280034631,0.43659799986130005,0.07931444388492086,0.22587943724241671,0.3928032456898046,0.4190146956465502,0.3506484527282542
ACC_sub_L,0.5669467383912228,0.3802444307636453,0.5374775437294451,0.6025328617009506,0.38575553576035315,0.5036998635384488,0.13823404246748894,-0.2860878916019346,0.4948001085879016,0.7334179305774606,0.6702261831634247,-0.2899343824056975,0.6240244242783983,0.34493972786476396,-0.29614662345446646,0.6005008851822569,0.3800068856360095,0.6228196915660668,0.3215006685707471,-0.0944014135912187,-0.5637913116189228,0.4946223570552666,0.24620082003631175,0.32340318976909366,1.0,0.5850797067564528,0.18241831707481715,0.7058357434184654,0.6304797869624406,0.1748015172490087,0.001636734107301264,-0.33047893589765914,0.4163039843586716,0.28715129501478426,0.4107844944371304
Cingulate_Mid_R,0.8818914028388726,0.38483281524919993,0.6717467164452356,0.721166096164269,0.13979910569136875,0.35143856421352637,-0.03406764120234419,-0.14688542923864142,0.7104810996399691,0.843220407994459,0.7794937438597361,-0.06311072953893185,0.6160845328445808,0.7503407780687908,-0.14411353629406293,0.596932522784506,0.7866749049685495,0.7510158230768826,0.518528061991022,-0.10118171074536332,-0.5387554836035311,0.7188260029259504,0.6374537449024201,0.47074302156116404,0.5850797067564528,1.0,0.4300917515263055,0.7327056730250854,0.3296807384372526,0.4043058164756529,-0.03612599851514036,-0.12992370336463668,0.6303063755933018,0.2101281132571086,0.8632646081082201
Precentral_L,0.5730246184942607,0.09803627971875715,0.45212129545362395,0.26078775818047284,0.06511449459997716,0.45332389679296814,-0.4678942833416724,-0.24923621772272223,0.4979594727827389,0.5331657935539548,0.3401770705307555,0.02133759773548014,0.367836928193906,0.5962700100717965,0.09444418461095955,0.10661645170310745,0.5129725140694521,0.2963722155541841,0.3703305056497118,-0.49314484859231517,-0.3998376918001356,0.6886651358950445,0.7428419303665049,0.1450622244642656,0.18241831707481715,0.4300917515263055,1.0,0.24641562780108198,-0.09720129735578482,0.20321712503385878,-0.26111001824919433,-0.02686424730994798,0.47341974306704965,0.17877643077034602,0.659740959732906
Pallidum_R,0.736759095788495,0.5281965768304393,0.6577477794478773,0.6897532581607085,0.42410297935904984,0.4935990728554278,0.18407667984355047,-0.40690714597182953,0.3435425017048773,0.8274647460971161,0.6877695817806604,-0.5341716546040131,0.4570956155279268,0.5714743161959399,-0.6311410466056461,0.5503753923612027,0.5935013415544156,0.7636102471349965,0.2457629695380024,-0.14804505309077604,-0.727983505698395,0.5131972255669865,0.33595494794399117,0.25361409201960167,0.7058357434184654,0.7327056730250854,0.24641562780108198,1.0,0.565475328544708,0.20349584462635661,-0.14857247906273588,-0.4891042793527175,0.44749087719891745,0.07691200808685149,0.6340916772328526
Frontal_Med_Orb_R,0.27742637370410045,0.419899879840644,0.2883996758449836,0.26022248249901103,0.4532448365531507,0.4031572571185543,0.1868723338809098,-0.30959975365787556,0.21928991863815653,0.4522682239830714,0.4124587783318421,-0.4441953166894175,0.250253530466443,0.22255453817808113,-0.46707228847494436,0.4985324212635929,0.14143913209428877,0.41986516674701235,0.002179604653847393,-0.041815266157542386,-0.42401299198754183,0.13884404408511186,0.045066752124712596,0.0740210280034631,0.6304797869624406,0.3296807384372526,-0.09720129735578482,0.565475328544708,1.0,-0.11056669560394106,-0.09042385976712151,-0.4382350895624063,0.06601192566763184,-0.11639668866885794,0.06904335926526992
Cerebellum_3_L,0.4499708577487023,-0.049814944885642934,0.1825122919289583,0.3194936208344695,-0.22658224502402338,0.08724212748285042,0.08662715625449952,0.027632280446243933,0.23401469052664392,0.36048524396622156,0.3569760435162846,0.24951012401303518,0.42645781993633425,0.35625509360584035,0.1438852295992834,0.27607104047581726,0.4215058046986784,0.29453351543237954,0.5165009997705305,-0.10011757667236923,0.044931758625033145,0.48661427789843564,0.31552557732882713,0.43659799986130005,0.1748015172490087,0.4043058164756529,0.20321712503385878,0.20349584462635661,-0.11056669560394106,1.0,0.09145388775440029,0.22455947322840877,0.3086585184791149,0.5290752037489189,0.3775157328565008
Temporal_Inf_R,-0.12057106338075026,-0.028467752731918768,-0.0051236923684901455,-0.12334214842658213,0.18532834699453113,-0.12165658881552509,0.41442186317126894,0.72428014128859,0.023800859140244057,-0.06737538252130522,-0.04501110197438038,0.2857241526378235,0.0016399160071738147,-0.3370203703637405,0.20611083927591642,0.0783372649209133,-0.28669996940478265,-0.090963279853694,0.20375210558893805,0.45668615265038365,0.5072858581572111,-0.011502705381566048,-0.36444444656140734,0.07931444388492086,0.001636734107301264,-0.03612599851514036,-0.26111001824919433,-0.14857247906273588,-0.09042385976712151,0.09145388775440029,1.0,0.6644627176413567,0.04563002492037724,-0.062135083491094194,-0.19376929182040772
Cerebellum_6_R,-0.1482160077183928,-0.2733351578097428,-0.22845310720349707,-0.2894310816579667,-0.14177251749518843,-0.22960779338847648,0.23950480486778167,0.8265028679927222,0.12502758016575105,-0.21848818411155277,-0.09571006662919299,0.5942339439498028,-0.11157470187258083,-0.304168588168431,0.6287161341682153,-0.11965833624416959,-0.3062468193940322,-0.30495260431752186,0.32884162315811066,0.43724232116982886,0.759868753693404,0.07852719784755612,-0.18415605103013558,0.22587943724241671,-0.33047893589765914,-0.12992370336463668,-0.02686424730994798,-0.4891042793527175,-0.4382350895624063,0.22455947322840877,0.6644627176413567,1.0,0.10869658154503463,0.07979600049145981,-0.1901794448431507
Rolandic_Oper_R,0.6517237866918204,0.15265738469184378,0.552147450814601,0.6958342738448495,0.24232361840773514,0.27516108148557433,0.1420971131341967,-0.09277935162783299,0.5829470587800432,0.6850040951861729,0.5140982469169865,-0.04203355868478829,0.4759830303219419,0.41140466073987175,-0.006181651963310034,0.1752475935990344,0.4439917770050419,0.5336773798964267,0.676183247078513,0.07782874490469749,-0.3127435940455296,0.698651210436754,0.3811921052648129,0.3928032456898046,0.4163039843586716,0.6303063755933018,0.47341974306704965,0.44749087719891745,0.06601192566763184,0.3086585184791149,0.04563002492037724,0.10869658154503463,1.0,0.2244278198328297,0.606334242367861
SN_pc_R,0.23957844329605346,-0.1576646457028862,-0.11700070035782828,0.2878937136587142,-0.27502746565465624,0.08530768966996559,0.09090541110602554,-0.15102966567448206,0.2468781669153699,0.21886665455225765,0.26802530942323805,0.1620189533348562,0.36806697836830177,0.24109650335176613,0.19424618313915817,0.1537042821773993,0.3898855336924151,0.16934076334426165,0.31956400236409804,-0.2647340221407676,-0.04267095680837542,0.2586911082648532,0.3500540634599413,0.4190146956465502,0.28715129501478426,0.2101281132571086,0.17877643077034602,0.07691200808685149,-0.11639668866885794,0.5290752037489189,-0.062135083491094194,0.07979600049145981,0.2244278198328297,1.0,0.30573480405491166
Supp_Motor_Area_L,0.8511678762990452,0.27761888195657614,0.6061375280207122,0.6790070372222546,0.0027404252871768182,0.3295156470099785,-0.22473700712444877,-0.2645693948580053,0.6625570443035209,0.7712736878395905,0.6094967599476585,-0.04726453660347634,0.5372087956891728,0.8581897360070516,-0.10628647830133842,0.3624354318071404,0.9219311756221992,0.6679212135026219,0.4251945445982092,-0.3779873118924416,-0.619595058827392,0.7302677225168291,0.8257205035022702,0.3506484527282542,0.4107844944371304,0.8632646081082201,0.659740959732906,0.6340916772328526,0.06904335926526992,0.3775157328565008,-0.19376929182040772,-0.1901794448431507,0.606334242367861,0.30573480405491166,1.0
