,Heschl_L,Temporal_Sup_R,ParaHippocampal_L,VTA_R,Cingulate_Post_R,Frontal_Inf_Orb_2_R,Putamen_R,Cerebellum_4_5_R,Precentral_R,Paracentral_Lobule_L,N_Acc_R,Temporal_Sup_L,OFClat_L,Rectus_L,Cingulate_Mid_L,Parietal_Inf_L,OFCpost_L,Cerebellum_3_R,OFCant_L,Temporal_Inf_R,ParaHippocampal_R,Temporal_Mid_L,Thal_VA_R,Raphe_D,Occipital_Mid_R,Precuneus_R,ACC_sub_L,Red_N_R,Cuneus_L,Vermis_7,Vermis_3,OFCmed_R,ACC_sub_R,Lingual_L,Insula_R,Thal_MGN_L,Amygdala_L,OFCmed_L,Thal_PuA_R,Thal_IL_R,Thal_PuL_L,Pallidum_L,Occipital_Inf_R,Thal_VA_L,VTA_L,Cerebellum_7b_L,Frontal_Med_Orb_R,Thal_PuL_R,N_Acc_L,Thal_PuM_R,Thal_MDm_R,ACC_pre_R,Insula_L,Cerebellum_3_L,Cerebellum_4_5_L,Precentral_L,Angular_L,Caudate_L,Cingulate_Mid_R,Supp_Motor_Area_R,Cerebellum_Crus1_L,Temporal_Mid_R,Thal_PuM_L,ACC_sup_L,Red_N_L,Vermis_10,Thal_VL_R,SupraMarginal_L,Frontal_Mid_2_R,OFCpost_R,Vermis_6,Hippocampus_R,Temporal_Pole_Sup_L,Cuneus_R,Thal_LGN_L,Thal_LP_L,ACC_pre_L,Cerebellum_9_L,Frontal_Mid_2_L,Calcarine_R,Cerebellum_Crus2_R,Fusiform_R,Thal_MGN_R,Cerebellum_8_R,Rolandic_Oper_L,Thal_PuI_L,Amygdala_R,Vermis_1_2,Thal_VL_L,Frontal_Sup_2_R,SN_pc_R,Temporal_Pole_Mid_L,Olfactory_L,Temporal_Inf_L,Thal_VPL_R,Thal_VPL_L,Cerebellum_7b_R,Temporal_Pole_Sup_R,Rolandic_Oper_R,Thal_MDl_R,Occipital_Sup_R,Parietal_Sup_R,Cerebellum_10_R,Thal_LP_R,Postcentral_L,Putamen_L,Frontal_Inf_Oper_L,Frontal_Sup_Medial_L,Frontal_Inf_Tri_R,Frontal_Sup_Medial_R,Lingual_R,Parietal_Sup_L,Cerebellum_9_R,Supp_Motor_Area_L,Cerebellum_10_L,Angular_R,Cerebellum_Crus2_L,Precuneus_L,SN_pr_R,Calcarine_L,Thal_Re_L,Frontal_Inf_Orb_2_L,Cerebellum_Crus1_R,Thal_PuA_L,Heschl_R,Thal_IL_L,Caudate_R,Thal_LGN_R,Occipital_Mid_L,ACC_sup_R,Paracentral_Lobule_R,Cingulate_Post_L,Pallidum_R,Vermis_8,Thal_MDl_L
Heschl_L,1.0,0.6192872727153208,0.48977104787730474,0.2740837256957243,0.6286021911852847,0.42590293921756883,0.5579986011469362,0.5949895546632715,0.7783210053245971,0.8523942919803909,0.4489131355677744,0.4115683597629081,0.46197152496974325,0.35967389653952647,0.7199677655178802,0.8461649903427915,0.4301884370544397,0.3995704307775649,0.13954781057522167,-0.32049621156382974,0.32015581557471084,-0.05714297856026239,0.29195069708525634,0.07869117984153057,0.49901728834351033,0.7639917291906191,0.2831600798472218,0.624589861892257,0.6158124840640735,-0.37972717705069214,0.3514784383211952,0.1955249846776623,0.25887087365746864,0.42776181990480405,0.5641136761747079,-0.27530701253903045,0.598761903323675,0.0339731748261011,-0.061811986486386604,0.527320092202153,0.7151762103187447,0.5390390883403613,-0.49190374909784995,-0.08232404184894504,0.2846352811301894,-0.5957635366404004,0.10796760327127092,-0.09579752890962322,0.19288082808800355,0.4893736856690006,0.12775734318108845,0.45198037235669397,0.45045975273714733,0.49859485914154555,0.6493483773208161,0.6418372539862784,0.6054870462349781,0.06876319930294543,0.7353897246861401,0.7892989222225754,-0.46828079719387866,0.2796871245577367,0.5149018304625048,0.46619621178411674,0.818933047884607,0.361591557564877,0.24620724237838096,0.5113898900453963,0.7648765604079021,0.4420325381003087,0.4200636672893029,0.57136257976545,-0.5504440416467261,0.6367460537159562,0.42012644925795933,0.6664054154915792,0.28111369100014627,-0.43753024747127434,0.6539496065430356,0.4932065499413504,-0.22444626966991504,0.3367140403537586,0.3843013522592105,-0.32047829817895773,0.7771319375773927,-0.42708406890393374,0.28995868517847484,-0.012781484961991349,0.029511038725678077,0.8139292613257373,0.31945315534559277,-0.4895392499826749,0.47308932614626653,-0.2797830886240665,-0.031848389005509035,0.2605333869904788,-0.2775879147651046,-0.3216164300504647,0.4399890671222501,0.0029551988260393307,0.6733817837821877,0.6756097767668978,0.143826755782482,0.23353215580261713,0.7575850644451293,0.4471549675146735,0.4767762052732742,0.5762515884853583,0.5712422303575507,0.6675242753461123,0.5398403175586617,0.8026875807818346,-0.2821726652732301,0.8298054266711761,0.11261920424678144,0.7078229972314215,-0.4405726171152763,0.8088574544328626,0.5760798967282904,0.5435952899169815,0.12543037891670814,0.41323314089752616,-0.5622649319042207,0.1395617977823471,0.4239341934849098,-0.1999252820152812,0.5365061889525827,0.021926646614061414,0.3686236134005521,0.5663388603686276,0.7508013379054782,0.5387316134087693,0.4795977072768815,-0.40886006975665184,-0.11525055472043409
Temporal_Sup_R,0.6192872727153208,1.0,0.4088048982774188,0.33864487329364656,0.7830953969685156,0.39034098225783365,0.45684559502685756,0.5542604505016392,0.6740751925230265,0.6355371782799928,0.4916042873263867,0.38550336499484156,0.3510638997550242,0.24731067856945588,0.5823329259164677,0.5160005844753185,0.3315132114123054,0.5003022723390926,0.12006277327305681,0.18521739512387922,0.4536202366821817,0.19234693960148033,0.40664462286777275,0.11829256435636466,0.6439034613894287,0.6309499798744856,0.3171235668304608,0.5893947710357195,0.7054757744914666,0.04128892431215035,0.4042977707049555,0.04815119841338985,0.5222990085682812,0.602542994867077,0.6042271631059263,0.15452851333277828,0.432441473339708,-0.05815796884110414,0.08553542192936817,0.5811367604371742,0.44228997220926697,0.31547078655206534,-0.15810314357656005,-0.19296061795102737,0.42352038535121983,-0.2719241312956762,0.015106176826312148,-0.03895211343742303,0.14548834058289944,0.45480289197204754,0.40474448421484593,0.47236518155861323,0.6500953620961591,0.5417551348217007,0.5469390093054032,0.2713987792525372,0.4765586095080123,0.28472353931074895,0.6685021897360602,0.5981763677480426,-0.17714898579065821,0.7647134055854847,0.6517581088137995,0.4382757647333915,0.5915192300206414,0.5115237981747832,0.4428223894235094,0.24378724384465592,0.7161390528881135,0.35880055448218606,0.47910545391408893,0.5792239246634555,-0.13488314437163448,0.6328348981327818,0.6104513484695973,0.7015761750328066,0.20052502447933582,0.05329309619813767,0.6177463286273329,0.6806066772852404,0.1327779904823565,0.5712797248939205,0.49532584690745146,0.08871828727361286,0.5691465591220253,0.01465825686408607,0.26322391245798044,0.21787323981311157,0.15099062786140713,0.6723446199664022,0.4027897476733849,-0.16901407334473775,0.46499699788156373,-0.1015528914396217,0.17251609783661756,0.424974985478755,0.07530889705084784,0.05329799040965904,0.5827304009476364,0.18742498333737012,0.6948156573710419,0.5430942935313309,0.29571956194362703,0.15781942501606455,0.47176300145523686,0.5071420638781957,0.32104528830496587,0.6891173486117255,0.6460677657691624,0.670764892681998,0.6151363709977984,0.5630496961838659,0.0374530501168168,0.643070552367967,0.28501815991251184,0.6896194325323166,-0.11976504082217788,0.6651054577542932,0.3161442612312667,0.7155537104359511,0.2796921127305684,0.21405810051326554,-0.15709609259085117,0.5134304148196147,0.6932014007350229,0.2901858152742403,0.623354262390334,0.13792703025952366,0.3526976788530335,0.5652256924644484,0.5203211063416044,0.5273822172678385,0.3074281953219442,0.00758611943498922,0.40812423210203785
ParaHippocampal_L,0.48977104787730474,0.4088048982774188,1.0,0.3062416064900843,0.5565930797570124,0.5364927716100992,0.8221603499781025,0.711937513822776,0.5815455353106316,0.5613605922247101,0.6622331318603398,0.551262259650998,0.7472092834652344,0.7257008805281207,0.777161914694701,0.4374816783612464,0.6115536346397517,0.27793983195647504,0.6158871056780548,-0.023937662380327473,0.8012118928526353,0.09152496190804904,0.6536146466802873,0.19724991165191738,0.022754217010616293,0.5601880899858185,0.7550724052094206,0.5795397339622731,0.4010441415933589,-0.3617074482449243,0.6501038058477584,0.6582781163404219,0.4391195407544907,0.0736539299303589,0.5512806493075957,0.06099065010866656,0.7126882254048988,0.6071671426553459,0.37057895347004755,0.5145880431767782,0.2321737560876762,0.767386104879827,-0.6121344257139036,0.588639516640894,-0.0841052037223904,-0.32098716247929127,0.5287252635682599,0.42566452542671296,0.5283262940738234,0.7439506754120563,0.05481190279973113,0.7428588775596369,0.3952880690500684,0.20407055207728428,0.8825317532432586,0.36260599432839846,0.15555248580691358,0.5882039996100847,0.789756636406987,0.5873678899752124,-0.5074537305167645,0.12777232629626267,0.02086974056087704,0.4145703332193634,0.534599153454428,0.44284657544311007,0.14812717250777446,0.31108761559959336,0.7389203778272952,0.7174929753536948,0.5263402992815313,0.8184545429052953,-0.2934677638522784,0.3106832256548567,0.3861487958075994,0.0811111382661371,0.6791830037600118,-0.23884921928785263,0.6592865405842149,0.18925633550842086,-0.34783222126982494,0.7119800943524478,0.5060426622491668,-0.24763340642624324,0.7377069957105306,-0.07914540145306669,0.4716563624785839,-0.3875059406000864,0.6329191301797018,0.7407267402284637,0.1191308630605593,-0.7050125108896429,0.29516020980238666,0.23519009454400513,-0.22343914700202622,0.3680180295669279,-0.34530969097175884,-0.3664142102547363,0.5681587527682223,-0.2123001332193028,0.29332765612197587,0.31590353663695436,0.4590781115940182,0.4737889417130583,0.4578371292556297,0.8088913090315838,0.4926014587412314,0.6331139002334306,0.543520719157868,0.7624210491246602,0.22963580731793168,0.45738017303227285,-0.3176110526087417,0.6411664059551283,0.6823896688494261,0.3227672284961239,-0.61106440603803,0.5619607169454123,0.621200305629177,0.21189375233436006,0.19666583646078534,0.49327045077709025,-0.5254982356757044,0.0696604772694869,0.28319868121396763,-0.02288678155113388,0.8378434260286574,0.5884355797592506,0.061612466444480686,0.45338947988184974,0.4296873885453685,0.4290390001575497,0.7871888002897616,-0.01877397704877475,-0.054378414268055515
VTA_R,0.2740837256957243,0.33864487329364656,0.3062416064900843,1.0,0.2765035845114305,-0.06352018971344119,0.18818549767157383,0.21695605942060084,0.3924213197063707,0.32131831026308455,0.03699439449230644,0.45228090679860183,0.302642469023563,0.11096200708232233,0.4424930804806443,0.39061640155003724,0.1216344697585651,0.10890544780460289,0.014315117003861507,0.014509100170053801,0.13129590567653115,0.2522881963539765,0.3042398257974248,0.1496856092830696,0.34138987494742573,0.30933791671804806,0.16835465073277037,0.39243448455564334,0.4127042813462878,-0.0761379470421117,-0.004535308164802668,-0.09908413293188287,0.18599220946148864,0.21035258361796785,0.22926403491291794,-0.3737972960981281,0.2298509433996591,-0.1998860299919687,-0.043373843090752005,0.427448943295264,0.3741272271111202,0.20987236948228039,-0.16934006082903177,-0.07280163939156724,0.2009573188204477,-0.19952320106777566,-0.06207813262764223,-0.10011192487419039,0.17866552701063765,0.1120838836917503,0.44859017633071413,0.2826111188144605,0.14847361930066907,0.0774209878574783,0.2749988479231927,0.2929798769266433,0.39651557992746306,0.2032309504406128,0.3848246408840882,0.4738123877904487,-0.10056657340497402,0.14897099670275465,0.18465951825758478,0.3480884703201438,0.3644704320737849,0.2044096330733589,0.35005446364096127,0.42728681181419936,0.317784261023142,0.059143877952141925,0.23242600936186564,0.1983008971620541,-0.21788386712559987,0.42068887303206715,0.09642574906956224,0.29852667849152237,0.06581849890605616,-0.08316250898245485,0.31484463970101595,0.2693243322165004,-0.050659290007991804,0.14627675517099983,0.18865454991108785,0.004428958259849092,0.30767035441665896,0.07394838176067119,-0.1338963379346356,-0.16806013713618798,0.1613203089425002,0.40099475178322336,0.07815773062506329,-0.31053527787961255,0.2457974165693813,0.14281919761712578,0.2897341347010788,0.37857843885383247,0.035638157385679,-0.08439932828571094,0.41642585730963444,0.31425620680882965,0.3981448863575135,0.2910104364427119,0.08364309315252075,0.01093595589950685,0.5147943460420434,0.27324765672895407,0.37608233366029736,0.46250268909270775,0.23527399862583723,0.29195908706385765,0.16652840279854217,0.37757856902297215,-0.07096467982021339,0.40732411793753154,0.09989546532730884,0.3235281165834441,-0.08549928952746277,0.352017650405553,0.22568525060725975,0.3849601281870803,0.26448747177353477,-0.04672904838500416,-0.1386273444005919,0.12670107297512267,0.39449021964898295,0.339989069657966,0.2463607100251271,0.33942733466136177,0.4384325781524966,0.4014979133681543,0.3592783201851397,0.24301864537690662,0.05289607911544162,-0.1289842174772962,0.25041640710248575
Cingulate_Post_R,0.6286021911852847,0.7830953969685156,0.5565930797570124,0.2765035845114305,1.0,0.3545344510897888,0.5635201019605182,0.5117364092768947,0.6105657338635638,0.6570032709159196,0.5279573622124895,0.28088430300839795,0.38242697723488717,0.41941389959229125,0.5950339285363149,0.5973428896373457,0.3404821110163921,0.4214664037427778,0.27263048019060154,-0.100210312240114,0.4925925411364117,0.12449629839397797,0.4598326597541008,0.14080815528370746,0.5244418185511271,0.6797962884864466,0.4867752087488837,0.6540337386594414,0.6478013590946705,-0.19258916741001764,0.5496315789857489,0.3082188744998692,0.5321709044994555,0.49843863642713526,0.49438654977219654,-0.0063797394790072095,0.6075099800020252,0.13123938202632054,0.045990319507750246,0.6705316945387133,0.4994953193134943,0.43130055366225567,-0.35438057226315084,0.031258599706201054,0.2511238504238883,-0.3868126777229643,0.23858377991689714,0.06314092231265936,0.31344950160347357,0.658522201743615,0.2828581552644003,0.5733555250973486,0.44036562974389704,0.4371401438372743,0.6355140731491311,0.33803533155810744,0.4980617987249408,0.3299868504789517,0.6755688426243672,0.5554250920351762,-0.31588516562381774,0.5472664419083954,0.48997861178184454,0.41585296312770126,0.6629711429396339,0.44348401925043623,0.3311128190058718,0.2913335804927674,0.6810520572230726,0.47418548344574146,0.4117818918335744,0.7569805924140075,-0.24460186889253488,0.5532938101455908,0.5935255989612676,0.5521421561212444,0.35633213622740184,-0.12830653078954854,0.6917006243941999,0.5159572338389019,-0.01752044104607862,0.42840425067482996,0.5239923376811776,-0.08200329874717104,0.5984983038792258,-0.11495454653905601,0.3527279818046243,0.04441961729210708,0.22186061020931366,0.7246107848937171,0.3468180389053197,-0.34614092379127454,0.48994022609690463,-0.10175297373469495,0.0652417787124664,0.3858209679230196,-0.03603116378132308,-0.08321246121139939,0.39324193483206143,0.0386215340346311,0.6451042592549965,0.5524143111593071,0.3704336642091556,0.2276781494694582,0.5298787244370169,0.4841000779547159,0.28327047902219016,0.7056858335008991,0.476618578374092,0.7826700159034676,0.5152817606750688,0.6253764209093413,-0.07610798572977712,0.6321460293193526,0.2980392993315561,0.6533880485902883,-0.31993921486539717,0.7242932909181259,0.41100963007084274,0.6010209083014876,0.23346502061145782,0.24161235449208668,-0.37088046004503067,0.22992438440688612,0.5489914097286729,0.09740602058615677,0.6370163055126614,0.24517675949823792,0.34487443913225485,0.5172531621633273,0.5084893526573074,0.6962433817426418,0.434750496348661,-0.21738227051873651,0.15216389309188927
Frontal_Inf_Orb_2_R,0.42590293921756883,0.39034098225783365,0.5364927716100992,-0.06352018971344119,0.3545344510897888,1.0,0.5974945721100913,0.48917856582945907,0.43899785529173524,0.4057824479197391,0.651853845494625,0.3629143335693256,0.7451128782293708,0.6000859860229824,0.5435584983812425,0.22288592801479162,0.7257015134926674,0.38496583253028877,0.5199783827151401,0.02889862137426322,0.4673523057356869,-0.11204347187225264,0.26941177733764904,0.09483786618177484,-0.032574242044412685,0.3830100299954038,0.4998091079843263,0.37097125562595595,0.15748646120675244,-0.23011470031790793,0.5935015898955887,0.43564524971879787,0.41885751939626054,0.0337283250908919,0.6196682977019101,0.1903416708211029,0.3853503769195676,0.5178451522567201,0.3816773839550305,0.2097940124016595,0.007073416199404787,0.44353547668020776,-0.3761294653401996,0.4145954195827111,-0.008481373752491899,-0.22459576364291622,0.43493410492094253,0.4373904498791724,0.184325764159445,0.5703715128927362,-0.28866383935459944,0.39090864427947697,0.6170936095378344,0.2668587838643283,0.6069028109879231,0.2553866922312537,-0.10060282272599615,0.14262962296323314,0.5795058388666912,0.42668591564393477,-0.37391893029787676,0.14519273655330756,0.015575067500574752,0.15831946298173843,0.4204896129358903,0.24805148763237242,-0.13437942959695007,-0.061068867167393646,0.592797537859098,0.43548456687029735,0.28143061435594524,0.4706044924582432,-0.25994601543933,0.17040018693994818,0.11629775453068683,0.07411797482347847,0.5991596588419154,-0.18716019690791222,0.4305598040690454,0.14223191526357612,-0.3558242028413793,0.47715742968622765,0.4833941450681935,-0.11014741600125681,0.595977044423521,-0.022134395006848977,0.4707009846332419,-0.020387927156327715,0.25205751530646214,0.4669871142937879,0.015500960799519646,-0.43762094170099874,0.20046780224194918,0.0008361655227180724,-0.38934269720452225,0.027024609391439657,-0.3413012651851517,-0.2550635533568711,0.44757008777844043,-0.35928760154941863,0.10550414166582295,0.24065546878596267,0.20583545110819537,0.45036212252087604,0.12648486805575057,0.6168950408878111,0.21951751003174716,0.28911894775725105,0.6803063358482877,0.4443875999875503,0.12643281177141233,0.2260366393227429,-0.2878373408445658,0.4458692866092854,0.43990360843380316,0.17008273851862662,-0.43162554719545354,0.360053934997593,0.42383932279553044,0.07491209451884892,-0.3259554307190164,0.8782193736379518,-0.33688915417133014,-0.017082044832363058,0.3101196242141029,-0.3367877168636781,0.6082606603771702,0.3395928936599549,-0.18886100816681717,0.2258223413463722,0.2264129261447528,0.20912080272799813,0.6379335942482425,0.0068211101337081175,-0.17345879524816674
Putamen_R,0.5579986011469362,0.45684559502685756,0.8221603499781025,0.18818549767157383,0.5635201019605182,0.5974945721100913,1.0,0.6779626541046347,0.7121358020403865,0.6512579752090143,0.7835297734507253,0.34193833718103117,0.6403468652290766,0.6511331148771602,0.6775225578630979,0.417445232104398,0.450906228798915,0.20905520445980727,0.4978480106690651,-0.1274872354388466,0.6316609373231525,-0.2659471613226195,0.6382273955713224,0.17750689501599315,0.04813245363990767,0.5445068010045778,0.7658624546740215,0.5882677094189388,0.36116444120722985,-0.49219353876334315,0.7067793626835932,0.576062796058361,0.4166855552017073,0.008856523537029893,0.5225496480734557,0.2093843659501624,0.5656344258009662,0.5049824340619191,0.5417321488379753,0.3878873229829273,0.18747028378280878,0.6989639210079823,-0.6889480624899675,0.49689243352613965,0.04763975838416488,-0.5743091239575376,0.5595182106712997,0.3890747411417177,0.31617223542878187,0.7953731277109602,-0.1559305636645913,0.6704316050795053,0.33461415591857063,0.31529999587842683,0.8940649489513575,0.30115586952881424,0.00840583078414282,0.3037001468848032,0.7654605965907771,0.604232931332167,-0.7154117333782474,0.07635899976638792,0.15935973503649933,0.3971835447708507,0.6166553598731841,0.44552199999979725,-0.09136847999594404,0.05881666138358896,0.7494237964739544,0.5650837642502857,0.39293030097087067,0.7716630332631311,-0.37132475225965017,0.18824750239861193,0.41695996645811256,0.24536955726165022,0.7512350493057196,-0.44064622537210363,0.5678594688684995,0.054744260702136435,-0.4440560603000865,0.6687575773526814,0.5015608230416397,-0.3943543305540709,0.7816235934161836,-0.1390293993632611,0.36439610457998994,-0.4301929858574803,0.39752803372523676,0.7513157545247997,0.22932715331357106,-0.6845026893920222,0.23713790348103564,-0.1259388181729085,-0.5036593735610544,0.1727517652916744,-0.43847781782934614,-0.5905742955038805,0.5658321236971408,-0.4458852862742439,0.289623188456396,0.48510648436111287,0.3041416071505698,0.4493761715145396,0.3262356466050494,0.7392422893369079,0.3654291375210932,0.4578857730631973,0.6875804828294709,0.6799425997902677,0.13731963528133068,0.5015992463768069,-0.537729198937138,0.6611929909066756,0.5275136946592552,0.4445102320333929,-0.7489284390889065,0.6525124557764238,0.6844475889855836,0.1230308410244975,0.13968779195812506,0.43849039237809206,-0.6800704373612563,0.08225944371588001,0.27692393852705144,-0.1655402105851877,0.8614513220027684,0.40331798513166317,-0.14331616878917947,0.4023855811329778,0.39996216328267936,0.24402592515012772,0.9131482139183054,-0.17235468200845117,-0.14206234552499997
Cerebellum_4_5_R,0.5949895546632715,0.5542604505016392,0.711937513822776,0.21695605942060084,0.5117364092768947,0.48917856582945907,0.6779626541046347,1.0,0.6483084885177924,0.5900764217452183,0.5489589610196387,0.6522785803665064,0.6074543262543902,0.39980625579570206,0.7739835581128792,0.5089023915775659,0.4246377063124383,0.6649380303924297,0.3682965646233588,0.09446477303057166,0.6918231552827651,0.10644988167853249,0.4418695447217786,0.19755394583576064,0.1632369161073802,0.6620488353148349,0.4739256014861869,0.6414830361982748,0.39581321815062764,-0.03134172926798777,0.6495694409453269,0.24097747513481405,0.30326125699468703,0.37586312965401825,0.6203130327742734,0.10011812971026023,0.6181795706006435,0.22120806160638445,0.3593952620483607,0.5135621350754087,0.29746914562140303,0.6986360265973234,-0.3759501775744331,0.35504097396148404,0.19863609943418772,-0.22802738936045178,0.16518733590494827,0.22424700203553993,0.31130706952860204,0.6044363480569275,0.12707034495947445,0.5176366139774613,0.5906604035163713,0.5485412615882727,0.8476917167612489,0.5913046045952384,0.2321494981287773,0.4503140985997627,0.7371398940684042,0.7294111218285236,-0.31199676200513604,0.2793440796440802,0.1359616334958157,0.5353290284481629,0.6074865367110903,0.671230053332453,0.1786262754157611,0.34606180262173625,0.7989810695896451,0.4260826306649435,0.8327584500709665,0.6744203079907745,-0.28818287530938375,0.4892782799729259,0.4103829142351233,0.20783971883429367,0.5162138529793415,-0.04780460213217773,0.7368875391785419,0.4822831452042981,-0.1164618330858176,0.7987192957109448,0.4322481877748635,-0.0838357821811921,0.7702076173008962,-0.1859722654168688,0.3864957529586794,-0.00557886799570485,0.41724340012395694,0.7313764628541698,0.25398887653961993,-0.4333580191224368,0.3392432852300388,0.10479215281796972,-0.11807681517023251,0.4317951854712137,-0.20887061723708347,-0.21435650756980298,0.7305495226924139,-0.053818036457316365,0.293472813655201,0.2607955130510085,0.4364676314020152,0.23202751968109817,0.5098218432621257,0.73423445132301,0.6405342309236888,0.567660197411453,0.7053347824855508,0.6079767070142719,0.5691425581896441,0.414095018003359,-0.10256134989192901,0.7139871999060737,0.5276922169964501,0.3322384577234865,-0.36552057960319123,0.5320012937803801,0.5877036563334478,0.4485890871485036,0.14384359669539057,0.3997818947087346,-0.3370306846659562,0.22163648485058465,0.3088645958985253,-0.039247214362430914,0.6972113312011059,0.3416357411366963,0.06861898258473738,0.5557227244322995,0.5915964535889144,0.4968600303526894,0.6122898157751154,0.17524933746762286,0.00166573680021995
Precentral_R,0.7783210053245971,0.6740751925230265,0.5815455353106316,0.3924213197063707,0.6105657338635638,0.43899785529173524,0.7121358020403865,0.6483084885177924,1.0,0.870366295182986,0.5448275921544039,0.40293171721983884,0.5164649333572311,0.40028812513916323,0.7331217675190284,0.678091034231217,0.37221107131871145,0.2870649291657878,0.21567746647227015,-0.3154557581022646,0.2976422385890956,-0.14741266146767262,0.3596672611481942,0.09467514585593104,0.5251416362260349,0.7975768622633536,0.3869149225593061,0.7092552661120062,0.6629802386883421,-0.4147848309174828,0.4812466204832688,0.1673785351657455,0.2642765307811953,0.313335288552404,0.5170001734841548,-0.04210642009484183,0.4845358347818442,0.08643532480418635,0.2225253063895353,0.5351517298703492,0.4885239910279301,0.49335081120743585,-0.6010130124329146,-0.041278899033860006,0.3505560760449189,-0.6560473639828585,0.11899496239262877,-0.03606323014476118,0.09491927972814647,0.5576668327149622,0.1340290573697041,0.4345121701741179,0.42892071534274884,0.47296969267925154,0.7123556318715631,0.43640582894165686,0.37739427562043315,0.04741501756038938,0.8014738569305592,0.8649960355630394,-0.6166541610191045,0.2499449518800865,0.5139994391880289,0.4241249634349727,0.8012074200166226,0.5082663537789299,0.08121370877798574,0.28666174963387675,0.8387356605799061,0.3211989807864212,0.423554042072131,0.5819971371758506,-0.4493141314195513,0.6158722569828631,0.40291172714057966,0.6744072568585244,0.32061988756751714,-0.4700899807191199,0.6035472534029791,0.4004732404453535,-0.32584936994128866,0.46600763428282566,0.43304755008564644,-0.40187233607472034,0.7533414885693839,-0.2912100987833224,0.2062838764413523,-0.1504719170270963,0.019784598024852676,0.8822464642992713,0.3617287740794224,-0.5897384268600033,0.3254029161301126,-0.242509296056612,-0.1953666524500171,0.16105961919892992,-0.3667254727259347,-0.5874175445271752,0.6283805673128007,-0.14308143404418094,0.6785802339988715,0.7897364169244094,0.1040227008290034,0.24714555960714216,0.5905928271506522,0.5350031374986034,0.4471495697241592,0.5351529491346937,0.7053734313506179,0.6076700816515204,0.4565423284480973,0.772879431811423,-0.4644577952764681,0.8702416658213787,0.24310158237092136,0.8025639836050132,-0.5774459785395496,0.8622183372457204,0.6315109597794694,0.4634246863421416,0.2273828928883429,0.36267914358984166,-0.675974746211754,0.1856117905387456,0.3448405247127324,-0.07412804633271966,0.6126475798566277,0.040996926922677444,0.19186600809690538,0.5007568284802851,0.754430086067101,0.34761239932586147,0.6188088445611692,-0.3605910519173284,-0.04325613430291493
Paracentral_Lobule_L,0.8523942919803909,0.6355371782799928,0.5613605922247101,0.32131831026308455,0.6570032709159196,0.4057824479197391,0.6512579752090143,0.5900764217452183,0.870366295182986,1.0,0.5242703077902453,0.32502346083180605,0.4939596510146994,0.39421142845885415,0.6965528471160265,0.864580741951338,0.3159782958369367,0.3468396939861102,0.1626163389772128,-0.28669996940478265,0.3054086063566035,-0.1578518646148743,0.3125649323082307,0.05069133666498679,0.598676347662196,0.908700740701242,0.3800068856360095,0.7911719399448256,0.7511865575889896,-0.47932621814537574,0.4863875330047842,0.2523626242824949,0.3060059754655378,0.33381371515727293,0.45837956633808463,-0.20606256400223136,0.6346164522538602,0.061714436373471515,0.02120878363978628,0.6735786899181612,0.6023968330781332,0.5355301273693183,-0.6199688367029543,-0.08470836986792205,0.27537169603281797,-0.6986846707317422,0.14143913209428877,-0.09793890187810535,0.15028344798082824,0.5274982537125289,0.1677076467016396,0.4034653448173123,0.31272796716123263,0.4215058046986784,0.6773517634449565,0.5129725140694521,0.5740681713364184,0.003754634382893226,0.7866749049685495,0.8617532580824727,-0.6475054465880917,0.30847577105277013,0.5365506186508046,0.3646284665413953,0.8695472891152007,0.538313494971461,0.06024012960394939,0.4466013120164627,0.8108810843926207,0.38798552705147227,0.34358478677485144,0.5954267668553855,-0.5924490855460273,0.7189610994204029,0.3519534083630948,0.6977205188930983,0.2727515612905444,-0.5262395543920622,0.6639297929303749,0.4430262200189321,-0.2291866584621281,0.3659672701432254,0.37620446831283794,-0.3459955824439851,0.7544664237696118,-0.46971856897781217,0.20340070558440165,-0.12661325033011928,-0.07387296957816866,0.8725792323894959,0.3898855336924151,-0.6414950242572276,0.3822203484640537,-0.3349413343047547,-0.16359893451866722,0.10836130795146799,-0.25594491064531194,-0.5036748132670661,0.4439917770050419,-0.0795196658788429,0.764427030488792,0.8007338392486534,0.1078718970495147,0.2653641946857859,0.7104984956426884,0.47240035109536394,0.39559092470426593,0.5550126873624132,0.5972584789601182,0.6919196670053028,0.48416449296228886,0.9069972803803694,-0.3950064079582344,0.9219311756221992,0.20020095405847926,0.8353080145219207,-0.605738969385502,0.9653706765860224,0.5759181697278741,0.5199099733035816,0.23928911816199272,0.34617078094167214,-0.6867566411886047,0.012346667202479568,0.3392386987666005,-0.12556942864403892,0.591019185601603,0.025507729489175093,0.38204280576605437,0.40358727766652785,0.8669567884349256,0.4344203566159155,0.5935013415544156,-0.47917664055558284,-0.13976605688322308
