,Heschl_L,Temporal_Sup_R,ParaHippocampal_L,VTA_R,Cingulate_Post_R,Frontal_Inf_Orb_2_R,Putamen_R,Cerebellum_4_5_R,Precentral_R,Paracentral_Lobule_L,N_Acc_R,Temporal_Sup_L,OFClat_L,Rectus_L,Cingulate_Mid_L,Parietal_Inf_L,OFCpost_L,Cerebellum_3_R,OFCant_L,Temporal_Inf_R,ParaHippocampal_R,Temporal_Mid_L,Thal_VA_R,Raphe_D,Occipital_Mid_R,Precuneus_R,ACC_sub_L,Red_N_R,Cuneus_L,Vermis_7,Vermis_3,OFCmed_R,ACC_sub_R,Lingual_L,Insula_R,Thal_MGN_L,Amygdala_L,OFCmed_L,Thal_PuA_R,Thal_IL_R,Thal_PuL_L,Pallidum_L,Occipital_Inf_R,Thal_VA_L,VTA_L,Cerebellum_7b_L,Frontal_Med_Orb_R,Thal_PuL_R,N_Acc_L,Thal_PuM_R,Thal_MDm_R,ACC_pre_R,Insula_L,Cerebellum_3_L,Cerebellum_4_5_L,Precentral_L,Angular_L,Caudate_L,Cingulate_Mid_R,Supp_Motor_Area_R,Cerebellum_Crus1_L,Temporal_Mid_R,Thal_PuM_L,ACC_sup_L,Red_N_L,Vermis_10,Thal_VL_R,SupraMarginal_L,Frontal_Mid_2_R,OFCpost_R,Vermis_6,Hippocampus_R,Temporal_Pole_Sup_L,Cuneus_R,Thal_LGN_L,Thal_LP_L,ACC_pre_L,Cerebellum_9_L,Frontal_Mid_2_L,Calcarine_R,Cerebellum_Crus2_R,Fusiform_R,Thal_MGN_R,Cerebellum_8_R,Rolandic_Oper_L,Thal_PuI_L,Amygdala_R,Vermis_1_2,Thal_VL_L,Frontal_Sup_2_R,SN_pc_R,Temporal_Pole_Mid_L,Olfactory_L,Temporal_Inf_L,Thal_VPL_R,Thal_VPL_L,Cerebellum_7b_R,Temporal_Pole_Sup_R,Rolandic_Oper_R,Thal_MDl_R,Occipital_Sup_R,Parietal_Sup_R,Cerebellum_10_R,Thal_LP_R,Postcentral_L,Putamen_L,Frontal_Inf_Oper_L,Frontal_Sup_Medial_L,Frontal_Inf_Tri_R,Frontal_Sup_Medial_R,Lingual_R,Parietal_Sup_L,Cerebellum_9_R,Supp_Motor_Area_L,Cerebellum_10_L,Angular_R,Cerebellum_Crus2_L,Precuneus_L,SN_pr_R,Calcarine_L,Thal_Re_L,Frontal_Inf_Orb_2_L,Cerebellum_Crus1_R,Thal_PuA_L,Heschl_R,Thal_IL_L,Caudate_R,Thal_LGN_R,Occipital_Mid_L,ACC_sup_R,Paracentral_Lobule_R,Cingulate_Post_L,Pallidum_R,Vermis_8,Thal_MDl_L
Thal_MGN_L,-0.27530701253903045,0.15452851333277828,0.06099065010866656,-0.3737972960981281,-0.0063797394790072095,0.1903416708211029,0.2093843659501624,0.10011812971026023,-0.04210642009484183,-0.20606256400223136,0.2941751827251,-0.17823748722508806,-0.12098258478969912,0.023974033694770035,-0.12393842732526796,-0.4810952515789615,0.037686948877065134,-0.003456206862995947,0.1007576425623112,0.41442186317126894,0.26141629812893824,-0.1642946584884959,0.2559542448081712,0.14826930572553548,-0.1746845249152465,-0.25168731828919605,0.13823404246748894,-0.10125666493563851,-0.08121178088543471,0.3028517715727127,0.326613974042412,0.07120637633429854,0.1251293428008226,-0.06990364800838071,0.04831966048483643,1.0,-0.15991232165599323,0.27293434145692796,0.4677416182090885,-0.22902298417594694,-0.4974507667556686,-0.04083663383944089,0.21974748888395812,0.18073207574550826,0.026696498294026795,0.2088647746722032,0.1868723338809098,0.28900555018860813,-0.04476181010232464,0.15269615746626686,-0.12572606544317638,0.09566873767277904,0.18298581506856695,0.08662715625449952,0.08184081626483246,-0.4678942833416724,-0.48274024499177903,0.1915238475570643,-0.03406764120234419,-0.24503446594382275,0.02476137005500738,0.26334679797323596,0.06572188792906315,-0.06499433679877088,-0.24708070934967513,0.19364809404839714,-0.07339661704704764,-0.5421129577924193,-0.044747661103436996,0.10464413109354767,0.02380408297213145,0.15612871190812072,0.4500557777881014,-0.35174725289670594,0.3113430215912651,-0.1181242403865671,0.2020956809299636,0.32302445989119977,-0.1226257860243167,-0.06657816291691218,0.1911216380864473,0.42411757202534783,0.07697534588588754,0.2279135683979413,-0.08238473743584311,0.4496582115238217,0.2576806977456809,0.11781492059377245,0.2369607009658655,-0.1567689260104278,0.09090541110602554,0.24822459300645372,-0.08649392253165822,0.03469411331010101,-0.274873062730981,-0.0886388036373287,0.12176637660947746,0.04423558259173519,0.1420971131341967,-0.292630182613832,-0.1973365133784821,-0.15175941302094903,0.1341782508291499,0.029598575720847446,-0.5126706927540245,0.1798215599302176,-0.17560002185085566,-0.15486707357268317,0.15398888363523358,-0.05409041299107499,-0.04963582807989485,-0.351584166518027,0.11869861881403868,-0.22473700712444877,0.3029210581704681,-0.1179954750301943,0.0537515390162009,-0.16981422198168591,-0.009504540238862672,-0.09007357311164851,0.04256299811619914,-0.03419401801236346,0.23088781618165605,0.47652958372514637,0.06247263014778977,0.25997614229367183,0.25952148250938384,0.056012919404623565,-0.4298287592025159,-0.08750800992242116,-0.35154397096439566,-0.24314899993962982,0.18407667984355047,0.48890743297804795,0.27672250682207555
Amygdala_L,0.598761903323675,0.432441473339708,0.7126882254048988,0.2298509433996591,0.6075099800020252,0.3853503769195676,0.5656344258009662,0.6181795706006435,0.4845358347818442,0.6346164522538602,0.49023459460964997,0.4287597950479487,0.4894377778157213,0.49430025692088525,0.7166056566304742,0.6393840944314261,0.5060203637829296,0.48245109860640006,0.4618687323542241,-0.08429453779010698,0.6065596555193429,0.11383001869690687,0.467776315784,0.31529896621212694,0.17927425017978812,0.6483940622485233,0.5243548412962935,0.6393691708829833,0.47942515153711884,-0.29999814628436633,0.5738958870606428,0.40324412149975236,0.4316568328534234,0.1807013767052774,0.39218849453978116,-0.15991232165599323,1.0,0.3916366383826678,0.0383207209033882,0.5800508929906726,0.44801284825659776,0.6879232072608875,-0.5042805713696998,0.34646932552253423,0.09141609130857954,-0.2949958786149529,0.37724590531675833,0.21137997705784536,0.4644115039562465,0.6480262259854224,0.17055532225381445,0.6254947956385046,0.32991720770714184,0.1856870803524544,0.7273777575609855,0.5416042070234023,0.44929491283613693,0.418409800804772,0.6599246079934699,0.5970185873520787,-0.3655986063249681,0.204184259797148,0.06829702900590191,0.4246504165384947,0.6978754865751531,0.4015659124464476,0.23087958823605814,0.5074757829048466,0.6385855609042589,0.5816225842530225,0.45701971050040563,0.6844336037964259,-0.484392725632742,0.4801311811410719,0.2771726614716292,0.17690764770299486,0.5376409729915803,-0.1991942147250729,0.7232580792730129,0.3311869772545797,-0.2112622056171268,0.459764706743789,0.40226629467618946,-0.14841930742174872,0.6257215120156625,-0.35528406912654437,0.6131625037337584,-0.15139292896996714,0.41034286446715,0.6658492662590021,0.20376746665508602,-0.629990671020924,0.47230699215752114,0.08413504899353187,-0.03507624640465199,0.3558423417764735,-0.21724491983394856,-0.1354307812800038,0.3202816666742082,-0.06861541802599982,0.4211845994720718,0.2830228803614474,0.534340265679838,0.30406458850205453,0.5941151668135843,0.6241409382596671,0.4235793599316828,0.6956565331676156,0.42181592268126,0.7789399428646162,0.32863694743301947,0.5667304969668806,-0.10615875137199383,0.6617503118471447,0.47782519714864397,0.36863689343956924,-0.4641076769992251,0.6015819444613137,0.6669632899365383,0.39335506398788955,0.17397478462192673,0.34306919520858686,-0.42430430181638495,0.06486136024444694,0.3267483001616974,-0.08149414170295842,0.652912000000304,0.3901134574084178,0.3170005328171338,0.4882923131027409,0.5470024113318018,0.6126905075692304,0.5385482750056768,-0.10752314669597743,-0.10363074469103553
OFCmed_L,0.0339731748261011,-0.05815796884110414,0.6071671426553459,-0.1998860299919687,0.13123938202632054,0.5178451522567201,0.5049824340619191,0.22120806160638445,0.08643532480418635,0.061714436373471515,0.4544335748350865,0.032127822150829176,0.43177246465282687,0.6351939503220917,0.2800234655296869,-0.07879569112410745,0.6220173829582211,-0.07522268043314022,0.837697503454425,-0.022974320350280377,0.5315561188742244,-0.20194162545996266,0.46292320789075975,0.24111890145136147,-0.3387196811715891,0.017792575014427853,0.6023935160973921,0.03897324305696765,-0.11553398595128336,-0.34977289219674595,0.4145068358054565,0.7308640413556216,0.3991870458228949,-0.3036676304044664,0.13159650001064316,0.27293434145692796,0.3916366383826678,1.0,0.43871270528350864,-0.04210476591162541,-0.2514839604167864,0.39463685610437615,-0.36788263490960116,0.6953290049581405,-0.27990135522339005,-0.14217792844056293,0.7569703878060732,0.5556853860524263,0.28050240014941896,0.5372263611633655,-0.364718505728966,0.42840787610230346,0.12154165321649905,-0.0853510617179801,0.4256399319954702,-0.09213632755808482,-0.33107117596484353,0.36718572911143077,0.3002528400266913,-0.027905370141148505,-0.35519514288761794,-0.13331940127704286,-0.2810316728773804,-0.11322197039523921,0.10546549362750307,-0.0022031470222263366,-0.16858847778304567,-0.22268768807987552,0.237531596275599,0.6334370245618253,0.044950577263259,0.4234646994468523,0.038261932189178643,-0.22260219071053403,0.018744418857135778,-0.3225497859953659,0.6357017713923921,-0.20619189571939472,0.1210039468543617,-0.23766955866151207,-0.41510924908304603,0.3696026491476765,0.28745143001959755,-0.2615497157459567,0.21155055996937797,-0.024946699989637732,0.5853715592385141,-0.35128699796431023,0.4815931118242072,0.15760440111893573,-0.12482026738744421,-0.4410457828579823,-0.1467729372555076,0.1525407987717178,-0.4494657036312076,-0.04213262412370979,-0.381396929751212,-0.19927825838206042,0.058982429308874054,-0.4434140102449395,-0.20790238608293737,0.0015655303855653952,0.26529975013458595,0.4198105991632091,-0.18333024556733374,0.4556727766152125,-0.10077604928915732,0.09674783516762135,0.23148905182285573,0.35802387337490144,-0.18914745313519712,-0.02414347480694312,-0.30754573782049055,0.036498230636242364,0.46227565442426,-0.08414738430946837,-0.47841267620883027,0.06920151662800866,0.42875621423547067,-0.28913771557882356,-0.11258020338449815,0.4337884519542421,-0.34419386082429626,-0.0392090723295023,-0.009855200031646989,-0.21017355189016854,0.5331661643168241,0.37889659967128875,-0.31206428290403737,-0.09364706862186314,-0.11884201648588401,0.006439423400287063,0.5661383522335842,-0.01299822533206628,-0.13091740732987894
Thal_PuA_R,-0.061811986486386604,0.08553542192936817,0.37057895347004755,-0.043373843090752005,0.045990319507750246,0.3816773839550305,0.5417321488379753,0.3593952620483607,0.2225253063895353,0.02120878363978628,0.4686471353351222,0.04724330990425126,0.3350668924894351,0.3569834460584288,0.17118508891300263,-0.22455482556271483,0.23184161593898647,0.011752735687694405,0.3828170762917297,0.21525822548591803,0.36656269224350546,-0.3306136379291203,0.4853154136274263,0.16744714545497408,-0.3309598033282289,-0.006863790135882509,0.4551230246952247,0.13635937531347064,-0.15826400178394595,-0.10797280430686572,0.4432738388008288,0.2581820704182337,0.22214937058266715,-0.2747193418780124,0.13742415284055737,0.4677416182090885,0.0383207209033882,0.43871270528350864,1.0,-0.06350913143988404,-0.43975327267296005,0.2959657770463709,-0.29800391724483555,0.5592152778195624,0.03507007674207584,-0.16841333048405352,0.3477553013128187,0.47186715958117387,-0.060155821827717705,0.47468972369280815,-0.24548606881604862,0.17710936681342312,0.08808126850721756,0.10399315296746964,0.43688697534831805,-0.0715065251282595,-0.5526938205019173,0.09333069797227132,0.23393634431669383,0.11604286666349278,-0.34634587477681616,-0.07225868242402325,-0.20162634595234774,0.08321508243438444,0.09437454737083809,0.20964008722167568,-0.31263601714416817,-0.4448918877285681,0.2698084984006429,0.1789017395892276,0.14449087718616652,0.243477860103364,0.005414656369794509,-0.25301327635244897,0.08378264994286481,-0.21613361498731987,0.5419404677414553,-0.10358210498626653,0.07307480217433805,-0.25702433715758455,-0.3197964408716413,0.5200301492057853,0.2295700870419075,-0.17809113330987494,0.22797284013429772,0.12169642774077753,0.2268499972860208,-0.33456551748572244,0.25929845127246554,0.1371055900021331,-0.06268009757913795,-0.24537689031263465,-0.22288651027727743,-0.02912785658211122,-0.5632654346403353,-0.06210854731907852,-0.3326074766527431,-0.33612240620873507,0.304515684396998,-0.45602925335481453,-0.2823103162419944,-0.018627807788750506,0.17243438845542333,0.26019055697284266,-0.3188030082852725,0.40528915544845384,0.040022980501472745,-0.06501584644004697,0.4627530999465441,0.09975441386499515,-0.20206905695126856,-0.1559973630757086,-0.3430300526974037,0.09871791955243645,0.4190683289935828,-0.10275581961990388,-0.3770022979127392,0.02850131055126324,0.32474536119197184,-0.2847508181347609,-0.043953188301599846,0.1287011581039453,-0.2355552341048304,0.09236372832772752,0.006211931154544496,-0.06787899580620298,0.45613738628621253,0.31898217305076837,-0.5892721079440567,0.009163574521938283,-0.14682566873480798,-0.23208521163510995,0.5344348988012987,0.2169376328823543,-0.008783439000333565
Thal_IL_R,0.527320092202153,0.5811367604371742,0.5145880431767782,0.427448943295264,0.6705316945387133,0.2097940124016595,0.3878873229829273,0.5135621350754087,0.5351517298703492,0.6735786899181612,0.3492517856956447,0.44426389632095337,0.42535820933138,0.285396055890927,0.5707915982006608,0.6493137858931932,0.23028473507141087,0.4144590367247036,0.17421460504538272,0.001831021205514971,0.3719191664360227,0.2851694676234355,0.3634949811766143,0.03216201459702123,0.5670227918097995,0.7902047901080829,0.2842720374596332,0.7707993277771549,0.683885355295689,-0.07109542057755187,0.41162000285865413,0.1607186345034055,0.38178778632647187,0.49586365957778367,0.38413719819242,-0.22902298417594694,0.5800508929906726,-0.04210476591162541,-0.06350913143988404,1.0,0.46380715962949254,0.4855054890660799,-0.28035572769604206,0.007940656601118187,0.2780654975106403,-0.2244444083170114,-0.028682735945784035,-0.0955017351355332,0.254416296550089,0.440849768059674,0.5612357693568416,0.3289530835249729,0.31885241021499194,0.3139674016572957,0.5116529383522312,0.3916865007086606,0.5735679670404454,0.27833307632840976,0.6334305505604901,0.6514835943879242,-0.1891190987292824,0.4836055543283082,0.3509636388893754,0.3523540771811788,0.6487587996866827,0.5069537562917299,0.32391791057185737,0.4552857802446416,0.6270721940682846,0.3296244033388738,0.4428781262422949,0.5820483839706952,-0.2899786335823269,0.7619519992398823,0.3649833268348777,0.4318554411964147,0.18576531846922997,-0.059563746157228536,0.6291479949188825,0.5941023828548457,0.15279772415610574,0.3471086723919122,0.3272471132366666,0.07752295099291029,0.553552715502477,-0.13356448702353194,0.2001599739615809,0.04542662586329643,0.08197221895540685,0.642675007185013,0.26209676181548197,-0.36942157310908524,0.32805047735986775,0.10518401682219915,0.19808046684286446,0.30867012455824205,0.13735578602340062,-0.05312138174885068,0.3657395811693286,0.2394317783586031,0.6552238854698881,0.4792649996120416,0.19317006888575086,0.18953153267009998,0.6007046990447408,0.4166291017738997,0.3573912214344151,0.6037280814436302,0.4039196371141647,0.5964000125003823,0.5844999624131393,0.6105397371317819,0.05296055867743943,0.6838376813169021,0.2891865035268544,0.5742386563591141,-0.22229811468150704,0.6823120690715685,0.27165783214814715,0.6119275736512796,0.3997279619692449,0.15987949619816494,-0.2872333880671822,-0.027521858414366104,0.41838831243427016,0.2175358311751232,0.4853453597179698,0.2615914867525764,0.42872726116855203,0.35040209742213163,0.7147871819722385,0.5948265954122743,0.3260613739544101,-0.12350371613488438,0.10949251489327272
Thal_PuL_L,0.7151762103187447,0.44228997220926697,0.2321737560876762,0.3741272271111202,0.4994953193134943,0.007073416199404787,0.18747028378280878,0.29746914562140303,0.4885239910279301,0.6023968330781332,0.03913057541763092,0.37526187989379056,0.13019436325137762,0.00787699180760833,0.4939530511821888,0.7982351806866909,0.14242901492995722,0.40786361923424036,-0.11980984433261929,-0.33574492990757915,0.08211941783754136,0.25302036066019173,-0.06480648325379394,0.12062422135064718,0.5922377260680515,0.5684449326567438,0.12953355788164397,0.34074375226456854,0.5712100816590454,-0.2186087806940867,-0.027741136569416527,-0.08384343891630161,0.0899936195204217,0.5482843169729892,0.4236573411880942,-0.4974507667556686,0.44801284825659776,-0.2514839604167864,-0.43975327267296005,0.46380715962949254,1.0,0.2929437258567514,-0.21065476151534104,-0.3284421679073155,0.2836848203378569,-0.32353008182028653,-0.1329790035353391,-0.35877916142059035,0.27933962019636976,0.1419797111714655,0.30130077203519795,0.3910204658512078,0.34039426070564793,0.34747297134711086,0.3210169381820872,0.607066396215313,0.8444081210148426,0.1899729786225893,0.4168314879604526,0.5524849641439776,-0.09254555967032112,0.20171257291479036,0.5137212481353978,0.49695015838187606,0.5361195770903926,0.09953584105337418,0.5177746273636075,0.7572178129400808,0.4512464974680093,0.21154491561787125,0.3172009699646216,0.3256605346667168,-0.3771103328938005,0.641393208557125,0.38278766434108236,0.6329360643061351,-0.01712332755947667,-0.21538281421930297,0.5334119056004814,0.49933779434703995,0.007334533927567618,0.062349359374838126,0.2519078244176431,-0.14952175183822441,0.4855044450881851,-0.37971001970002216,0.022051325778898328,0.16764662542423872,0.0712850299546314,0.6123807291037013,0.4722007080385806,-0.2281286564622813,0.6658586640064714,-0.0931442915497392,0.47114373786210323,0.513499081190662,-0.05112905654521091,-0.04298636765605575,0.27736958085081703,0.3730638150984885,0.6650923753982241,0.5276339399800228,0.16230688679787078,-0.03349669435380133,0.8409546109171884,0.15351894706204003,0.5404597252204374,0.5805214788953778,0.16015065601272618,0.49460382416720067,0.49862386608120285,0.725000148275723,-0.0043177624553241275,0.5752616434548696,-0.03571058873626246,0.6018210648190694,-0.09064624016280211,0.5765299269774775,0.3245584141009137,0.6517846307501781,0.10932770721926102,0.15354802152522243,-0.28742097093830754,0.17191890940930318,0.36224127948554247,-0.017890499833737618,0.21681340549453618,-0.010392044833174258,0.6755742830066302,0.6314868839317134,0.6579263420193033,0.6085898701285701,0.015726636191776805,-0.3876002972911154,0.006535951054708617
Pallidum_L,0.5390390883403613,0.31547078655206534,0.767386104879827,0.20987236948228039,0.43130055366225567,0.44353547668020776,0.6989639210079823,0.6986360265973234,0.49335081120743585,0.5355301273693183,0.5429380741805725,0.573546697827348,0.5878157251453547,0.4845474140957902,0.7687815220847029,0.5074970887722572,0.47758921175510394,0.4288194817466124,0.4380687757870418,-0.0647356551325509,0.6563441763527237,0.08114657215633585,0.48183026525620126,0.27734688251296274,-0.021298526759053877,0.5569217912220175,0.6124028626304459,0.5237898479303265,0.31230848270171163,-0.3254633980689543,0.5264168719773837,0.41625283304495175,0.3367647299131941,0.07354164974601723,0.5155502647007485,-0.04083663383944089,0.6879232072608875,0.39463685610437615,0.2959657770463709,0.4855054890660799,0.2929437258567514,1.0,-0.5599939801885061,0.536835721954667,-0.007426348927811131,-0.2710375098229918,0.38100689530619275,0.30705236810404446,0.4177006473001148,0.6424690298585995,0.06889427197346773,0.6456237839791903,0.41128108676857844,0.21837257697211918,0.7932128368898339,0.5517906797058453,0.23263538205171527,0.45689722021373275,0.698659742995547,0.6313970529440285,-0.3953359951221824,0.04005823658777892,-0.0792363692810243,0.4407209561175837,0.569889130606974,0.32138287255984915,0.14729509289815226,0.41938671679730083,0.6788571988141638,0.5609412434747066,0.5294929679602204,0.647151632987768,-0.42160802269854525,0.31653691552155006,0.2810667443139054,0.04043529373051883,0.6094364497329932,-0.2340257850620202,0.6658780606668115,0.16377175837543786,-0.3514521374995518,0.5766560543720686,0.4449525225827653,-0.2566452381678606,0.739486001171939,-0.19360362114955795,0.41296644309308345,-0.28861718004396825,0.5264504039550072,0.6769086205165267,0.1655161063194352,-0.6302000991410969,0.3446024736837311,0.18054005188385355,-0.1594852362194888,0.408042454333107,-0.3260116351636402,-0.28479570344366273,0.5043321397556405,-0.14992514712741695,0.20677016140623936,0.23889388843124293,0.45535480712124876,0.2927269940648366,0.5206885304505993,0.7423284246603089,0.5696812259777655,0.5749809101986052,0.5500526328542837,0.6748272123572211,0.19172631531329515,0.4347808444626681,-0.24725453941941639,0.6519953005093394,0.5526204645531541,0.22383578386882272,-0.5004341554857651,0.4894748839484616,0.62891150300503,0.21115276401669766,0.12061249779682919,0.4141981729509777,-0.46701250810785616,0.022777711432586677,0.2602199302556844,-0.1455278240368577,0.7104004748264152,0.5233042921221107,0.07563918742555548,0.49729120452130227,0.4696803573110355,0.4817485865780319,0.6943282605353357,-0.02022067919073231,-0.1545133872489366
Occipital_Inf_R,-0.49190374909784995,-0.15810314357656005,-0.6121344257139036,-0.16934006082903177,-0.35438057226315084,-0.3761294653401996,-0.6889480624899675,-0.3759501775744331,-0.6010130124329146,-0.6199688367029543,-0.4711235054045182,-0.18022174824787762,-0.5338648253768747,-0.5985350324571651,-0.5018116479250422,-0.5009257741614769,-0.2767243091212257,-0.011667878603516334,-0.3787275111035451,0.5072858581572111,-0.2731036277145314,0.3505349751928266,-0.3214048925083314,-0.04801241420980342,0.041269043883642074,-0.5582113069249878,-0.5637913116189228,-0.5309934177727011,-0.23127628714636161,0.8367969293836929,-0.46699105773414645,-0.4792306404214485,-0.2322538812428635,0.3242992321184262,-0.31208993120391404,0.21974748888395812,-0.5042805713696998,-0.36788263490960116,-0.29800391724483555,-0.28035572769604206,-0.21065476151534104,-0.5599939801885061,1.0,-0.35672493668204014,0.04807498541423378,0.7117868315425592,-0.42401299198754183,-0.24090371414833903,-0.1723597019840672,-0.5702335527334728,0.23617204501183525,-0.4039435726820026,0.017354758474472785,0.044931758625033145,-0.6574930311924855,-0.3998376918001356,-0.09734854975627193,0.058174642447358975,-0.5387554836035311,-0.5664266860235405,0.830600804587503,0.3195158310241802,0.08116547470943253,-0.25924423212179015,-0.6323485490626202,-0.162102324796946,0.3265334749709224,-0.18963970552530512,-0.5765441561072647,-0.3364997519431275,-0.08399210083286976,-0.45454478381640656,0.7195017087186565,-0.21947781669819016,-0.07657221412827513,-0.1603607156797476,-0.4845408315114233,0.7745225576230949,-0.42745546732495304,0.21736726254048308,0.7169464755468128,-0.23101887844372204,-0.3809852707527949,0.7419188196328584,-0.5509008931050935,0.511214589449026,-0.17080473119042666,0.6257486095312146,-0.06867557827120974,-0.6622519834222513,-0.04267095680837542,0.8749790035803503,-0.11614673151893509,0.2625132594331908,0.4983665009491475,-0.0005115819691101038,0.7094535417843971,0.7283272207786576,-0.3127435940455296,0.48578641856293925,-0.24964034839642543,-0.5004951403481671,-0.21670018671119504,-0.3479978447628744,-0.3820301061816208,-0.448092428769924,-0.28267938908251206,-0.3519931733123534,-0.4334120571025897,-0.5283248640400758,0.16545041047057008,-0.5981752989547253,0.7718760989359493,-0.619595058827392,-0.27064735568812753,-0.3923544446233552,0.8623461877282944,-0.6077538617617098,-0.6006773214552372,0.15654479523961057,-0.02440743998875524,-0.35036322276389187,0.8945751349582725,0.30682435615921,0.010876538511945907,0.49314102001779464,-0.45649837776842594,-0.20828042489958223,0.1453485994692562,-0.24688394916272113,-0.45987483824970427,-0.16618824007727143,-0.727983505698395,0.5359778842198517,0.5307765593734299
Thal_VA_L,-0.08232404184894504,-0.19296061795102737,0.588639516640894,-0.07280163939156724,0.031258599706201054,0.4145954195827111,0.49689243352613965,0.35504097396148404,-0.041278899033860006,-0.08470836986792205,0.43312545770016336,0.31229363904614255,0.4734912291714175,0.511204022004862,0.3038648097677434,-0.12775470688569884,0.376503353070271,0.08382617039546354,0.6468371976927403,0.04443916151415047,0.5422414767819351,-0.018019615015939645,0.4921076699155241,0.197093976151203,-0.6075466530895576,-0.013816288530827761,0.5704116489598616,0.11937287162542586,-0.30370345772800744,-0.1981492194201723,0.4502833022448006,0.5474790138075035,0.24441451479228402,-0.36327029166348884,0.16040717528980283,0.18073207574550826,0.34646932552253423,0.6953290049581405,0.5592152778195624,0.007940656601118187,-0.3284421679073155,0.536835721954667,-0.35672493668204014,1.0,-0.3552245785664043,0.055900487828655525,0.60346749238642,0.6616174842707994,0.39318331519197364,0.5634978231069813,-0.28740408132577194,0.4171038432310761,0.07219769195623692,-0.1792543185112577,0.4996158105250686,0.1488962237899248,-0.3975384158540067,0.43984599805530633,0.25369372338693047,0.04653863346928137,-0.21595713568987498,-0.30970824247455814,-0.6142340463321272,0.10368142512198802,0.050057281863750726,0.06384760379911092,-0.1958321743840872,-0.10197817059931823,0.23356874080181592,0.3852463771940618,0.2670988945470657,0.4032120985883351,-0.07900019448142608,-0.2953617117854129,-0.008994120392278043,-0.6330439083637418,0.748844855666651,-0.04178190047075348,0.225436906299276,-0.3177719570281995,-0.3575593098626442,0.39487742453738367,0.20986666171342733,-0.11726212698141822,0.3069337561004636,0.1003709441506004,0.4161879900620323,-0.476246775732671,0.6374641954313128,0.12395843304755227,-0.26077532863237957,-0.4223567343942627,-0.11905833601897928,0.36350739689701345,-0.4477018437697207,0.11346086810998997,-0.31479496438388704,-0.15022885570207203,0.22235749534525942,-0.44350402634655,-0.4291820820040825,-0.2896514894037694,0.37119848112539117,0.43937781720494073,-0.11411127829204697,0.5514645021424475,0.16210958950720286,0.0989315931245337,0.2723864892667019,0.28988686339859354,-0.27834702978296183,-0.22257158304207436,-0.18696965362717197,0.04737172432809123,0.5768571699327434,-0.3937306834978296,-0.3749590234096628,-0.11167076949796739,0.36683198998642114,-0.366249693293201,-0.1278383780990366,0.3273654702867049,-0.21742201751382284,-0.25348875374824714,-0.1012594361887529,-0.25648865443162877,0.4658274797150887,0.6064379269996684,-0.4067541041199148,0.0613877026029204,-0.15194387005349033,0.07922618041683095,0.5764629404428462,0.2287774162971158,-0.2742961069987098
VTA_L,0.2846352811301894,0.42352038535121983,-0.0841052037223904,0.2009573188204477,0.2511238504238883,-0.008481373752491899,0.04763975838416488,0.19863609943418772,0.3505560760449189,0.27537169603281797,0.031149639976628167,0.061500927225738154,-0.10269530720788568,-0.18976563927903944,0.17646694527920365,0.23009455563992748,0.025124829678228204,0.2677594466242522,-0.15590093844574512,0.021462075581074637,-0.04428806936335507,0.04226255178502908,0.02624494180366175,0.2512519192190574,0.5078273843820572,0.2765487123855324,-0.04671144369733916,0.2318020777728456,0.36248502515740466,0.1492068105271705,-0.010968416946102443,-0.2730373263165837,0.04862180876628114,0.5015753993242196,0.2672058803220028,0.026696498294026795,0.09141609130857954,-0.27990135522339005,0.03507007674207584,0.2780654975106403,0.2836848203378569,-0.007426348927811131,0.04807498541423378,-0.3552245785664043,1.0,-0.1397891570121427,-0.1828504023329575,-0.33627981888179315,-0.12443602236258357,-0.036573062173351364,0.34851186151983643,-0.04016186385221107,0.19894212645620857,0.48333761892986116,0.06953907304630542,0.08869114326786576,0.247283382814165,-0.060741042521371656,0.1661626149624273,0.27437539317571424,0.05998468208795493,0.33619597700182935,0.45338435391797516,0.09710600135823809,0.3639348226312753,0.11377189377516705,0.25928306992370903,0.054459178599569724,0.1923549153141985,-0.054030616884857094,0.1593776583368065,0.005976011217269714,0.04492966359319052,0.4168653080693699,0.2114136366093169,0.5242785587335969,-0.1891315903703584,0.03070141217706068,0.1526061541818968,0.40815687753187657,0.1507057883508815,0.10411473200213142,0.2579956633552595,-0.020583947195170926,0.1487859263805119,-0.17038255469417904,0.04278785482812036,0.42890859298226136,-0.2574190855358375,0.22767288163441604,0.4097236874637189,0.1634874602776841,0.30729185586746965,-0.15940727498561394,0.27011670272125915,0.2107910273587215,0.09461271689093145,0.03763787523941115,0.13924763036357946,0.29050484222296635,0.39816672160692995,0.369158403858405,-0.10433388943183429,-0.29359030751573045,0.1666767681073649,-0.09101487398039369,0.16563794961623501,0.18241210468365696,0.23697932688771542,0.07409542157278914,0.40633080668069965,0.2715480037074206,0.07950694530685058,0.24573572953202738,-0.19193668648318377,0.4395703732561448,0.1411831291014219,0.2926156426905012,0.18684673983120711,0.4131398975812946,0.17917247790441815,-0.09087617154224487,-0.056338725044070594,0.37420626451121763,0.3458475833656747,0.16048772896672717,0.06884638079848347,-0.17771605890939265,0.10849551575393061,0.19616302446267564,0.3199934445369454,0.14055021546969593,-0.08703351310452995,-0.09418776111591697,0.2885366954122353
