,Thal_PuM_R,Cerebellum_10_R,N_Acc_L,Frontal_Sup_Medial_L,Supp_Motor_Area_R,SN_pc_R,OFCpost_L,Red_N_R,Rectus_L,Cerebellum_Crus1_L,Calcarine_L,Cingulate_Mid_L,Thal_MDl_R,Precuneus_R,Frontal_Sup_2_L,N_Acc_R,SN_pr_L,Thal_MDl_L,Rectus_R,Vermis_4_5,Cuneus_R,Vermis_3,Frontal_Inf_Oper_L,Olfactory_R,ACC_sub_R,Thal_VA_L,Rolandic_Oper_L,Angular_R,Thal_IL_R,Caudate_R,Cuneus_L,Calcarine_R,Cingulate_Post_R,Frontal_Inf_Tri_R,Vermis_7,OFClat_L,Thal_VL_L,Cerebellum_4_5_L,Precentral_L,Fusiform_L,Cerebellum_Crus1_R,OFCpost_R,Amygdala_L,Raphe_D,Cerebellum_Crus2_L,Frontal_Inf_Oper_R,Raphe_M,Cerebellum_6_L,Fusiform_R,Parietal_Sup_R,Supp_Motor_Area_L,Thal_VPL_L,Frontal_Mid_2_R,Thal_PuM_L,Vermis_10,Cingulate_Mid_R,Vermis_1_2,Frontal_Sup_2_R,Cerebellum_3_L,Thal_PuI_R,ParaHippocampal_R,Olfactory_L,Thal_LP_L,Cerebellum_10_L,Thal_AV_L,Thal_LGN_L,Frontal_Inf_Orb_2_R,Thal_LGN_R,OFCant_R,Parietal_Inf_R,Pallidum_R,Pallidum_L,Cerebellum_Crus2_R,Occipital_Inf_R,Temporal_Pole_Sup_R,Frontal_Mid_2_L,OFCmed_L,Hippocampus_L,SupraMarginal_R,Thal_MGN_L,Frontal_Inf_Tri_L,SN_pc_L,Thal_LP_R,Precuneus_L,Heschl_L,Cerebellum_7b_L,Red_N_L,Occipital_Sup_R,VTA_L,Occipital_Inf_L,Cerebellum_8_L,Parietal_Inf_L,Thal_VA_R,Caudate_L,Amygdala_R,ACC_sup_R,SN_pr_R,Putamen_R,Cerebellum_9_L,Thal_PuI_L,Paracentral_Lobule_L,Parietal_Sup_L,Rolandic_Oper_R,VTA_R,Frontal_Inf_Orb_2_L,ACC_sup_L,Cerebellum_7b_R,Temporal_Pole_Sup_L,Temporal_Pole_Mid_R,Frontal_Sup_Medial_R,Lingual_R,Occipital_Mid_R,ACC_pre_L,Lingual_L,SupraMarginal_L,Heschl_R,Vermis_8,Cingulate_Post_L,OFCant_L,Postcentral_L,Hippocampus_R,Thal_IL_L,Thal_PuA_L,ParaHippocampal_L,Thal_MGN_R
Thal_PuM_R,1.0,0.4535765690546492,0.3225930483362006,0.5026594888883869,0.5101834910467709,0.12572968145840047,0.4515510998112516,0.6041373813667448,0.6431459301119712,-0.557945526430124,0.12268926668245739,0.6178530579436747,-0.4240306093454838,0.533791610319236,0.5983903985518547,0.6990668818000532,0.6667313887001324,-0.18407797947894639,0.6686407375877415,0.6623458014800697,0.16611303977149067,0.7541506906502549,0.2917237129364944,0.03041493379298005,0.49660585060813645,0.5634978231069813,0.6447630429896293,0.3077800065339693,0.440849768059674,0.7537861814491528,0.2539059508684584,0.06255454010064758,0.658522201743615,0.5960436148616433,-0.3863597258818706,0.5878800145564618,0.42556266664079906,0.7987519881896398,0.3896753920736098,0.33486648578307693,-0.5513358903813319,0.5064666192623258,0.6480262259854224,0.13296151159987002,-0.6334288181524699,0.5454838689042714,0.6196660969494786,-0.2162417137738324,0.5817424338764362,0.33008239724506055,0.5608923603866071,0.21507068017115105,0.7085182709719059,0.012049879021045241,0.4366587268264956,0.6580461425533359,-0.32666006282152066,0.655826343941237,0.20043775139057332,0.6853524409528539,0.6172924679386615,0.2225722539212953,0.08653082999634104,0.56515218094128,0.2099278794781258,0.37803102935783084,0.5703715128927362,0.38597167422527523,0.6327246057349756,0.3632411977235137,0.7456003805070258,0.6424690298585995,-0.3711108796447812,-0.5702335527334728,-0.34933774091099107,0.6290792393888933,0.5372263611633655,0.6646489239130223,0.4307220437899704,0.15269615746626686,0.5843240586369526,0.1339043796589644,0.44654064832313844,0.5392954068735505,0.4893736856690006,-0.4409153427529069,0.5853426883641675,0.19787855875596957,-0.036573062173351364,-0.5181087546566875,-0.41230900678741944,0.40958653898639474,0.6107648369520279,0.33311176261327385,0.4985626225416962,0.3966109155580907,0.6050194916683874,0.7953731277109602,-0.3034151883446284,-0.1330848927091496,0.5274982537125289,0.38864426642112504,0.45432337096020187,0.1120838836917503,0.4003070029852524,0.4009385007069411,-0.3554519877381128,-0.3674364549610453,-0.534523519095201,0.7201154287809496,0.1362093529199301,0.0004934424438034429,0.7560425188740644,-0.012528350649131595,0.07891312315195433,0.22535342129276328,-0.10361971768028681,0.4092605477759603,0.6056255250899326,0.3047820121254747,0.7829048617457427,-0.1990757515967241,0.021050670104584734,0.7439506754120563,0.4229239298804981
Cerebellum_10_R,0.4535765690546492,1.0,0.2782113356738125,0.5203774890501262,0.1670461825147341,0.1656039260304144,0.25227730879787097,0.29338927292251044,0.33019059325673883,-0.06267324359748962,0.1604574063517253,0.3429039143934989,-0.01526679441640888,0.2074004953956033,0.6203455355915646,0.17109863735127115,0.3115281784171757,0.0028781167160859557,0.3306141910100661,0.5697168246376296,0.06170441234040983,0.5167161952437644,0.40640575291184206,0.2663201858628661,0.409866471694106,0.37119848112539117,0.2177883084072382,-0.07385946268394084,0.19317006888575086,0.40967707983393353,0.028401695899148212,0.0653384712391803,0.3704336642091556,0.20966265792126637,-0.03566766292015652,0.2671251128466723,0.5554963789377682,0.4803499515647363,0.4241428161941431,0.24937089076107455,-0.048264164837481235,0.2850573507422316,0.534340265679838,0.27144686452181255,-0.17249021182485486,0.15932293275111378,0.17395260794295106,0.11107377729942783,0.5091497210048452,-0.17777922521876366,0.194781733391906,0.5621870195217535,0.32296308498992055,-0.23190644252098963,0.3369952661959381,0.18276270963470667,0.004648976562229719,0.3145718231858314,0.028241768311817635,0.5139388864377649,0.6197523932066897,0.3819269282626089,-0.15444629283123779,0.6254980919864152,0.4165035938332572,0.24031623741284963,0.20583545110819537,0.3246838637781069,0.15002081910893503,-0.1249604232922685,0.19500799510367745,0.45535480712124876,-0.08744546782130262,-0.21670018671119504,0.18693358937296112,0.6073983128531285,0.26529975013458595,0.5292775603806684,-0.041172509460373485,0.1341782508291499,0.2924110209370941,0.30612281331623653,0.08211534285918178,0.09093620130530561,0.143826755782482,0.05260622526442333,0.19678779203096433,-0.061729434802317594,-0.10433388943183429,-0.014481958254420526,-0.002727697424464879,0.22759901562584528,0.2461253918557633,0.5323133245781929,0.41137406932977943,0.5436400971202271,0.2936841416110957,0.3041416071505698,0.12239114500668113,-0.13017064365651634,0.1078718970495147,0.09311694363205121,0.4158565723850982,0.08364309315252075,0.19511637385349043,0.5470478856884456,-0.22226362804088637,-0.2336486785091475,-0.004413932755017241,0.4939121856071919,0.042878948878607694,-0.1443264955916311,0.46137568043447064,-0.03447288190378236,0.30137826936946266,0.12922393545324112,0.2746717121007948,0.5096722129397238,0.3857786947904167,0.2686828562379147,0.4087826879760654,-0.025050037727103826,0.2693401011993812,0.4590781115940182,0.33623076681750425
N_Acc_L,0.3225930483362006,0.2782113356738125,1.0,0.5127938693610187,0.17807403816798065,-0.08750379802315975,0.3143122930818358,0.17770433614055278,0.24554727500938134,0.02828247958634478,0.2954477462891992,0.44837661893622,0.1528018880409234,0.20344431394021398,0.39648144524513884,0.2968814264471086,0.34303742133611703,0.08331718705355434,0.38588818101138733,0.3344209519265597,0.1967793471395385,0.22796332103890132,0.4372608829417496,-0.010730454883050015,0.09746131002294373,0.39318331519197364,0.41364201325201133,0.0671506677601626,0.254416296550089,0.3887865754804533,0.3068579723745664,0.21001102121307896,0.31344950160347357,0.016198366471468845,-0.015202532922157407,0.3171820811026106,0.5915955469790136,0.4145112421707002,0.16282928735467467,0.6214453175082949,-0.07361648034573832,0.44633009289168557,0.4644115039562465,0.2283783317475093,-0.08253115650380144,0.14905208463113812,0.2999532764420782,0.2734780413214484,0.29853311009193684,0.019835934393841972,0.21739600672183815,0.3962123770285191,0.2872722176641117,-0.02601618629461241,0.08371778091401387,0.39221326512591903,-0.10848809335581544,0.3644691357969547,-0.017768498650679636,0.2572533643959142,0.451936267513474,0.4916361325722973,-0.09682843993590616,0.37639683433035886,0.4103476554823173,0.2624343925261585,0.184325764159445,0.5330144640229597,0.34563313543977037,0.1014545152235926,0.27597829947876773,0.4177006473001148,-0.048235218473851794,-0.1723597019840672,0.002603926533510508,0.3724203641825201,0.28050240014941896,0.4956227068303068,0.16611172859872853,-0.04476181010232464,0.3409925842713183,0.44939905856093537,0.20797642670081523,0.18565247170310845,0.19288082808800355,0.12042416336464125,0.1541027423546406,0.23052000161000866,-0.12443602236258357,-0.021986788344809882,0.1752765257051041,0.22325794002758387,0.25376018561041846,0.6689322195173749,0.3043497395073439,0.3016868959449311,0.29667694019073765,0.31617223542878187,0.13948423129059542,0.11112367386033728,0.15028344798082824,0.22116399808975748,0.24542311168958067,0.17866552701063765,0.26420806586307694,0.14771222940580914,-0.014503073206025141,0.018409966977808105,-0.14737578883414046,0.4918418287864402,0.1632697752218453,-0.01593745905242661,0.26581958794047034,0.22837497642016905,0.4519450593395838,0.225253669181461,0.11510253943809486,0.3888103228610895,0.2112019030420206,0.40625306482426704,0.48662065511044655,0.03415000698551264,0.05877230002557454,0.5283262940738234,0.294363636062152
Frontal_Sup_Medial_L,0.5026594888883869,0.5203774890501262,0.5127938693610187,1.0,0.6279908456386275,0.2468781669153699,0.41293995399355177,0.5819910790244258,0.35130090339293224,-0.14490611736813225,0.6454379027677478,0.7716961987608723,0.23033441885330533,0.6182266019113305,0.8553480232002847,0.37489354068931047,0.5176243528296142,0.1742128409968249,0.4631743708150284,0.7407270717205506,0.6155068179004768,0.4250031376775547,0.6064562630596124,0.4584616194686097,0.4901080053305648,0.0989315931245337,0.6262124538601904,0.47708931043187347,0.6037280814436302,0.613317762787321,0.6458433000774426,0.5537891084563352,0.7056858335008991,0.4493162889345767,-0.12236922271006806,0.46918976493336634,0.47930315075717383,0.6607848047165862,0.4979594727827389,0.6264916371613345,-0.23106254425479295,0.44593660523613465,0.6956565331676156,0.2526867350847649,-0.2043211952467471,0.4735299467483485,0.40983539357634285,0.24313243343245128,0.5164717610778844,0.33579272823437845,0.6625570443035209,0.6652642523115829,0.6934295412913446,0.2722335698771177,0.3328887421084105,0.7104810996399691,0.0006820192310648058,0.7526725432997041,0.23401469052664392,0.3153656946949122,0.5769458889385451,0.6783248583986318,0.3807797441699857,0.3997488889491046,0.18282965861840056,0.521238495403357,0.28911894775725105,0.4206841534501282,0.3071748854158198,0.4659986307424975,0.3435425017048773,0.5749809101986052,-0.08266019007825731,-0.3519931733123534,0.05171671038635372,0.7657780273425926,0.09674783516762135,0.6740969827582475,0.5049627914765124,-0.15486707357268317,0.5986577122751753,0.45390021898485344,0.13727688225830373,0.5823528442435912,0.5762515884853583,-0.1519169121594008,0.5817025908530575,0.6239316979328156,0.18241210468365696,-0.044393261995891595,-0.06453376679925657,0.6244440262504749,0.39551962842332505,0.5678841783927666,0.3423951710406359,0.7131583376455092,0.45649480992692654,0.4578857730631973,0.006590281499110485,-0.09098553315783975,0.5550126873624132,0.5959503668384634,0.5829470587800432,0.46250268909270775,0.2629247643386046,0.5334654943547206,-0.07124000159075863,-0.3030694928359877,-0.17669844383086228,0.8762185432707105,0.4077824937389533,0.39365595209397053,0.3233146521338447,0.40871697245823924,0.6334303988249536,0.5596348155816632,0.006407336681620427,0.7310698711091869,0.2690451564181522,0.7201011686835607,0.6526995547322687,0.1616932505940054,0.3285721545432928,0.6331139002334306,0.5749352641428057
Supp_Motor_Area_R,0.5101834910467709,0.1670461825147341,0.17807403816798065,0.6279908456386275,1.0,0.2461558349593868,0.35474067992357844,0.7877757835936272,0.3096670644109057,-0.4681435426832586,0.534403864124119,0.8346705596272272,-0.014629022897044593,0.8869118513401804,0.7666306088572845,0.4910655494977744,0.5238516358876735,-0.13673884590545077,0.3659642361750201,0.7241701862307256,0.7466373859247201,0.4608248119679954,0.6343737920036108,0.2425147674092956,0.228419493328888,0.04653863346928137,0.8237171500813735,0.6301144506650539,0.6514835943879242,0.5616761149935056,0.6560551815619399,0.4946319874161805,0.5554250920351762,0.7218226012899678,-0.3043222915092885,0.6006617034434409,0.08890667701491568,0.7321183036364075,0.6899477454286712,0.4480263886986548,-0.5527966134591838,0.25721676402601257,0.5970185873520787,0.17292095461450052,-0.4838550392139208,0.6614616009133806,0.6350412159189688,-0.05311283141242526,0.45538777182082746,0.6118805066718007,0.9680074760655071,0.27221477486965506,0.8719567033045137,0.3081734935903842,0.5234014724696736,0.8322747955852895,-0.15037850354998375,0.883915121091699,0.3613372443564412,0.3041206522245192,0.31958028678691364,0.40183561412508606,0.5015638129442747,0.30550241520189064,-0.14004551691711084,0.28520218034024375,0.42668591564393477,0.2105648903368556,0.408868174307886,0.7430932257681018,0.5718810693417418,0.6313970529440285,-0.26339975100284924,-0.5664266860235405,-0.4504312367758918,0.7419135299759477,-0.027905370141148505,0.4843279713399925,0.7822736015254327,-0.24503446594382275,0.7821738521778578,0.10905505091870621,0.23403885717034453,0.8066613444050694,0.7892989222225754,-0.48284940216840866,0.8444687093161313,0.6327483870638613,0.27437539317571424,-0.3555427463841557,-0.35875979629955956,0.7925562649932217,0.29033009091825424,0.10168682316267569,0.20436460641530516,0.5762240660776634,0.6390242175231573,0.604232931332167,-0.3441229000950345,-0.32562951587266453,0.8617532580824727,0.7441232134831118,0.6651091191371937,0.4738123877904487,0.3863160343978019,0.49944676102785,-0.2678758573943558,-0.6047925578953456,-0.5196004549918632,0.6458337437740806,0.4668505725899685,0.4512817283559388,0.3269895707682385,0.3337884380408694,0.5505654037235289,0.36724518523004546,-0.23466779142360455,0.5230431209999787,0.15848325684841869,0.7643690196689329,0.5239923101778334,-0.11531736108526468,0.026796363449177588,0.5873678899752124,0.41441266076145794
SN_pc_R,0.12572968145840047,0.1656039260304144,-0.08750379802315975,0.2468781669153699,0.2461558349593868,1.0,-0.056241284849039244,0.18079810158656398,-0.05011010575641969,-0.11998577447663807,0.36172933780243666,0.18962395161933338,0.1620189533348562,0.29269095981745225,0.2866777700581767,0.12280126707571958,0.3080633462398872,0.16670682070025364,-0.1073644185836076,0.2586911082648532,0.23798291876127772,0.09774767760974856,0.17793766735715325,0.4627077916539056,0.21292858764127306,-0.26077532863237957,0.23957844329605346,0.4584004840595482,0.26209676181548197,0.2522345960879596,0.30059623537746544,0.2431549459816021,0.3468180389053197,0.2478913152963527,-0.08577178387125425,-0.11700070035782828,0.01808777654988187,0.21886665455225765,0.17877643077034602,0.07838447286238158,-0.17441436341351943,0.1537042821773993,0.20376746665508602,0.09389948874615678,-0.097960144082113,0.2878937136587142,0.16934076334426165,0.06497635983683624,0.23667478594454927,0.37117278809902093,0.30573480405491166,0.30507578067237995,0.27639967508459934,0.48606793148159244,0.16443875597105984,0.2101281132571086,0.2337325913266815,0.32135013361158377,0.5290752037489189,0.08530768966996559,0.19613171987555825,0.42167344742687374,0.4998120541588313,0.09045709530739622,-0.18021501111779237,0.4190146956465502,0.015500960799519646,-0.16524996688498408,-0.111963712300752,0.3856161921634775,0.07691200808685149,0.1655161063194352,0.1433896115056749,-0.04267095680837542,-0.008711451736692771,0.2523943905481547,-0.12482026738744421,0.274953850448676,0.3392620314372803,0.09090541110602554,0.17790283350922176,-0.043090618238389396,-0.1576646457028862,0.3517447163157646,0.31945315534559277,-0.2714734462470502,0.24109650335176613,0.29899954334109385,0.4097236874637189,-0.0007491784036175887,-0.2280313788279366,0.3500540634599413,0.07710270569777833,0.08693047653639514,-0.00831916276650514,0.3181518323473865,0.17608866163142992,0.22932715331357106,-0.09867882899505784,-0.2647340221407676,0.3898855336924151,0.38944079778503926,0.2244278198328297,0.07815773062506329,-0.006282554771542618,0.33105443678270613,0.08706190688901469,-0.046129160798411194,0.03473374621706214,0.24709471151011517,0.3814370951055878,0.43965179476579086,0.062181894998974814,0.3737385590047669,0.1624180938060402,0.15269297632534884,-0.1727917987076109,0.24490030635467092,-0.08300483489497273,0.2614369925916801,0.26802530942323805,0.22527116704661343,0.29882332116541527,0.1191308630605593,0.1289564220094215
OFCpost_L,0.4515510998112516,0.25227730879787097,0.3143122930818358,0.41293995399355177,0.35474067992357844,-0.056241284849039244,1.0,0.24155657692238428,0.629502145895902,-0.17590283995894962,0.1892744193922857,0.613555724915487,-0.06718737446550964,0.28601942806428987,0.4059238392596961,0.467575499844272,0.401967612050135,0.06964793533319384,0.6955312603915771,0.42535262836819066,0.25951550922691213,0.35932928018983856,0.25409679712045147,-0.05016349557184946,0.3758429087968967,0.376503353070271,0.47483315046344793,0.175565152107784,0.23028473507141087,0.560270828029464,0.25184553049851915,0.254370392734017,0.3404821110163921,0.42316317192747804,-0.15300109458418604,0.7027835451812858,0.414971856735695,0.5247831059028606,0.22216604506378676,0.47785729156882245,-0.22722717034739595,0.6842825629567386,0.5060203637829296,0.281154122295865,-0.24426754508157125,0.3844989830428791,0.5148998285908567,0.09159005336078817,0.41688720355410736,0.19540940986470362,0.37019417840889496,0.24092337494507027,0.4531338702716847,0.048351225626737694,0.11410051763005354,0.557638462747872,0.025270642294374125,0.41715256307390564,0.25682162287495147,0.2806794224000691,0.4818811523026496,0.219408370555175,0.08241656618324106,0.3871639786865361,0.2642702603997111,0.1414144698786494,0.7257015134926674,0.40244827685750706,0.5498882155665136,0.2588243732851157,0.471369118626582,0.47758921175510394,-0.2902546657727499,-0.2767243091212257,-0.09060274205797285,0.37558779294719724,0.6220173829582211,0.5997720926285549,0.3157835732368744,0.037686948877065134,0.4420046074306412,0.2859515410019861,0.3930395473395682,0.30339513370216964,0.4301884370544397,-0.09135226909871738,0.39642805312807344,0.19465721254703758,0.025124829678228204,-0.21925029712966906,-0.08546549035823156,0.2410452104753912,0.38839781024014225,0.3598627076142581,0.6044909541220637,0.30675107191647566,0.4939285292201688,0.450906228798915,-0.07784876838960375,0.0013470704476395957,0.3159782958369367,0.24652207629225584,0.2902639317549556,0.1216344697585651,0.7368530290173244,0.1581623167018466,-0.2888231724851642,-0.10603609946630961,-0.21757922313778044,0.47457700463559666,0.2094209164830858,0.0413321212887772,0.46201163802802614,0.14371642894904074,0.1550618845672724,0.41198422761523795,0.03010592636707029,0.30046577733688046,0.6084025217943568,0.2550862761280337,0.42420843471779635,-0.12303315598847386,0.2008520476274907,0.6115536346397517,0.5180053392446886
Red_N_R,0.6041373813667448,0.29338927292251044,0.17770433614055278,0.5819910790244258,0.7877757835936272,0.18079810158656398,0.24155657692238428,1.0,0.43753697372231354,-0.4941013884146455,0.4695643070940905,0.6480770751756904,-0.13443248313573247,0.8516829583695773,0.6964524827253243,0.4801475607846689,0.64834597417452,-0.17581586943848693,0.436493040223704,0.7089966036645772,0.6424840161344422,0.6850880452139226,0.4356523631925663,0.28830901529268754,0.3597274799748474,0.11937287162542586,0.634624749216827,0.5745880061854468,0.7707993277771549,0.5422197693930626,0.6000756129427423,0.420743336735163,0.6540337386594414,0.5560516106943799,-0.24450030016752358,0.5382201773367179,-0.005242460632545662,0.6684098432635657,0.531058452161085,0.2950700582433486,-0.5219278642677947,0.28818215722056156,0.6393691708829833,0.02441935182683491,-0.5016899219099941,0.5185914385113678,0.5283546799784943,-0.17851840519651968,0.4331322059008637,0.5293494505630008,0.8026576109944652,0.1633009384896988,0.7545105171353805,0.2332208276243212,0.7095653306291471,0.6987364398851753,-0.13517060925395238,0.7692254152344145,0.24120446769877946,0.4484736821446061,0.3865631295097182,0.28269467133976733,0.39977195275045424,0.3323148612782313,-0.13190358102262173,0.3179905548914754,0.37097125562595595,0.18578970623814361,0.45184039569729106,0.635293608735135,0.5412402242314269,0.5237898479303265,-0.11816997911598176,-0.5309934177727011,-0.332611477446573,0.7203570286372092,0.03897324305696765,0.43617894962358045,0.6555637951979952,-0.10125666493563851,0.537279633155979,0.00209104001510351,0.23316047635273174,0.7908770522255563,0.624589861892257,-0.4707319591605735,0.8367099498347511,0.5703552071489612,0.2318020777728456,-0.34613335997592537,-0.3850720573663301,0.7099633858971669,0.4035197267331518,0.10765905202648053,0.279253559774744,0.39258071999692257,0.49932256101381023,0.5882677094189388,-0.29685362188450837,-0.2857153225507718,0.7911719399448256,0.6671098777981709,0.5182723914610411,0.39243448455564334,0.25407182462255323,0.43663725217537147,-0.17749923185618513,-0.5416586780245563,-0.4921086885892357,0.6603265358732944,0.43394419087179664,0.37944766397433416,0.3627041045574453,0.2531434561863769,0.37600717546902934,0.2615301070054566,-0.21071495527444695,0.4971973556667772,0.23029728550872663,0.5762866016006392,0.6445764470189375,-0.09124794285813065,-0.06884713949911328,0.5795397339622731,0.3960530444232161
Rectus_L,0.6431459301119712,0.33019059325673883,0.24554727500938134,0.35130090339293224,0.3096670644109057,-0.05011010575641969,0.629502145895902,0.43753697372231354,1.0,-0.5481720710249115,-0.10216420084558621,0.4436381458822926,-0.373598101448125,0.34168219479798084,0.39471300480067895,0.5352978374002025,0.6384718333616997,-0.22200056349442213,0.8397345320062182,0.4686303914986212,0.08734698956224096,0.5390348885870678,0.16376903714300373,-0.15382661182980675,0.4426454147389082,0.511204022004862,0.47226950335747864,0.20852258277208222,0.285396055890927,0.5887738199940161,0.12271848597277801,-0.04512615721609721,0.41941389959229125,0.39065946922245304,-0.4676439367406328,0.7406563333401391,0.34713757599963607,0.6323464442012262,0.21650534138668068,0.24994244144534372,-0.535997186961862,0.6522116108573371,0.49430025692088525,-0.15557051321898074,-0.6243969729475191,0.4118080461033171,0.5161583373913455,-0.29674994199234844,0.43799670910231847,0.23801846919445266,0.38466683882681074,0.1694130549566147,0.5127399754804237,-0.06672894316948903,0.23925111493342002,0.5226566574087015,-0.3585661529811594,0.4855701663879886,0.11830846060846491,0.467399015669349,0.6097482816290857,0.009697742327615225,0.02467320066634418,0.4222576089622958,0.2859484720018523,0.27363998588777144,0.6000859860229824,0.34923479331377094,0.8231234977723632,0.2631798529335746,0.6613465480227204,0.4845474140957902,-0.44522217921540796,-0.5985350324571651,-0.3314365734518099,0.4024343811710131,0.6351939503220917,0.5503355798494132,0.2529264691658252,0.023974033694770035,0.35915865988430173,-0.09341931430295436,0.426712620149166,0.39557848706984144,0.35967389653952647,-0.37204360704902967,0.40847911352514377,0.11247380817343636,-0.18976563927903944,-0.49671200820517947,-0.4140319379836764,0.269218882558099,0.5518594158584686,0.24997620720521233,0.4136033518446436,0.25225581772053596,0.34201760135323456,0.6511331148771602,-0.39682680237382834,-0.12696901922769652,0.39421142845885415,0.3162789979809668,0.2912018149734944,0.11096200708232233,0.5719389464010617,0.3113234438770672,-0.4760689042232655,-0.3366046350346551,-0.531255008586891,0.5164044083662082,0.03837466214783969,-0.1292156077593442,0.6156770059258476,-0.17510763709412325,0.01793802001563941,0.14751089344828308,-0.1679209623931649,0.21195278431470158,0.6513609320979613,0.19398301504561807,0.6394860459994063,-0.2576755537404747,-0.08376618481288686,0.7257008805281207,0.4226906915400535
Cerebellum_Crus1_L,-0.557945526430124,-0.06267324359748962,0.02828247958634478,-0.14490611736813225,-0.4681435426832586,-0.11998577447663807,-0.17590283995894962,-0.4941013884146455,-0.5481720710249115,1.0,0.18250887547184572,-0.35306301124124906,0.6043036469390871,-0.48640417948542275,-0.2657463428917614,-0.5051514682924069,-0.48396025751077415,0.43293548636780965,-0.5164720965994005,-0.2920162954060209,-0.08591610532462683,-0.49489591849982356,-0.05922818240894004,0.21426435309894507,-0.19949785134108278,-0.21595713568987498,-0.4589961382835895,-0.486217945813773,-0.1891190987292824,-0.4655543019138275,-0.2252999329671402,0.26563161543418035,-0.31588516562381774,-0.41962689847989915,0.829312475656646,-0.401197514941374,0.0953304422870283,-0.5852014977263194,-0.1991444711727854,0.15717488618873315,0.904864222697881,-0.2727973760097379,-0.3655986063249681,0.053488747004052775,0.9448989151861586,-0.5432900938888565,-0.547179299169213,0.7982785943505478,-0.2330209713730639,-0.591742230284231,-0.5370397432000278,0.24342882616680933,-0.5114494791526795,-0.12917342481493543,-0.3093134159776976,-0.47323149148892796,0.5941368166029407,-0.5787308918408908,-0.055420716088016284,-0.39064251492938035,-0.21911999643630403,0.03099726521288453,-0.292981652031079,-0.19630162946240767,0.25115644391502967,-0.10073452739228402,-0.37391893029787676,-0.005326581977497649,-0.610889417477648,-0.5787475410459993,-0.7354241520714201,-0.3953359951221824,0.6782043775889061,0.830600804587503,0.8155184010696885,-0.2734828060245331,-0.35519514288761794,-0.22013141880475093,-0.4933218089395311,0.02476137005500738,-0.3023196005249434,0.39612503492090306,-0.35990759046347365,-0.6631781847681637,-0.46828079719387866,0.8964433576014936,-0.5768366710966152,-0.2419248537326035,0.05998468208795493,0.8208485400604915,0.9076165295396138,-0.4472666420960037,-0.3440073815361216,0.1967803189474124,-0.1333919303259599,-0.04344579086004362,-0.546351251685404,-0.7154117333782474,0.862556141421852,0.4472113573065898,-0.6475054465880917,-0.5976480318345982,-0.23449638587728436,-0.10056657340497402,-0.25903356353580986,-0.10333185520654384,0.6547223836385379,0.6136793560685152,0.8764109654411852,-0.4190604139140608,0.16058099959835956,-0.046027955344173505,-0.4303101656121954,0.3613185749819068,0.019900526208048632,0.07763516664026254,0.5816886084763285,0.05143331462034089,-0.3178930057155539,-0.22287228937233408,-0.42979078096173823,0.38865374034735894,0.2045331880569788,-0.5074537305167645,-0.23136617833210502
