,Precentral_R,SupraMarginal_L,Heschl_L,Cerebellum_9_R,ACC_sup_R,OFCpost_L,Raphe_D,Temporal_Pole_Mid_L,Vermis_7,Angular_R,Cerebellum_Crus1_R,Precuneus_R,Precentral_L,N_Acc_L,Frontal_Sup_Medial_L,Frontal_Inf_Orb_2_L,Lingual_L,Cerebellum_6_R,Thal_MGN_L,Thal_MDm_L,Hippocampus_R,OFClat_L,Rolandic_Oper_R,Caudate_L,Vermis_4_5,Temporal_Pole_Sup_L,Calcarine_L,OFCant_R,Supp_Motor_Area_L,Cerebellum_8_L,Thal_MDl_R,Temporal_Pole_Sup_R,Thal_MGN_R,Hippocampus_L,ACC_sub_R,Rolandic_Oper_L,Thal_VPL_R,Insula_R,Thal_PuL_L,Thal_IL_R,Temporal_Mid_L,Temporal_Inf_R,VTA_R,Caudate_R,Fusiform_R,Occipital_Inf_R,Cerebellum_9_L,Fusiform_L,Paracentral_Lobule_L,Frontal_Inf_Oper_R,Pallidum_L,Frontal_Sup_2_R,N_Acc_R,ParaHippocampal_L,Parietal_Inf_L,Putamen_R,Insula_L,Thal_PuA_L,OFCmed_L,Cerebellum_7b_L,Thal_LGN_R,SN_pr_R,Cerebellum_10_R,Cerebellum_4_5_L,Temporal_Sup_R,Precuneus_L,Temporal_Pole_Mid_R,Cingulate_Mid_L,Frontal_Sup_Medial_R,Temporal_Sup_L,OFCant_L,Cerebellum_Crus1_L,LC_L,Olfactory_L,Heschl_R,Amygdala_L,Angular_L,Thal_LP_L,Frontal_Med_Orb_L,Parietal_Sup_L,Red_N_R,Frontal_Mid_2_L,Cingulate_Mid_R,Cerebellum_4_5_R,Supp_Motor_Area_R,Postcentral_L,Thal_IL_L,Thal_MDl_L,Lingual_R,Occipital_Sup_L,Thal_VPL_L,Thal_LP_R,SN_pc_L,Thal_PuM_L,SN_pr_L,OFCmed_R,ParaHippocampal_R,Occipital_Inf_L,Cerebellum_6_L,Thal_VL_L,Cerebellum_3_L,Cuneus_L,Thal_AV_L,Occipital_Mid_L,Amygdala_R,Thal_VL_R,ACC_sup_L,Thal_LGN_L,Temporal_Mid_R,Thal_AV_R,Cerebellum_Crus2_L,Pallidum_R,Olfactory_R,Frontal_Inf_Tri_R,Vermis_10,Cerebellum_8_R,Paracentral_Lobule_R,Thal_PuM_R,Vermis_8,Putamen_L,Thal_VA_L,Cerebellum_Crus2_R,OFCpost_R,Temporal_Inf_L,Frontal_Inf_Oper_L,ACC_pre_L,Calcarine_R,ACC_sub_L,Parietal_Inf_R,Red_N_L,Thal_PuI_R,Frontal_Inf_Orb_2_R,Cerebellum_10_L,Thal_MDm_R,Vermis_6
Precentral_R,1.0,0.5606672340667856,-0.03065400915047005,-0.2914568827143055,0.11204289393688677,-0.2851389079021509,-0.18164358057752406,-0.07333031555064594,0.11219994868748147,0.17121908275925526,0.006899534776737479,0.7100538785445533,0.7635009331504403,0.2587123351954587,0.09434297443591973,-0.2854013089613388,-0.1343986950883696,0.4297039909105257,0.24774642247477163,0.4934896443197041,0.28095547219044475,-0.1544312938767524,0.1783509014347412,-0.072091129988221,0.03691445865076212,-0.3597881927758203,0.1784401353678391,0.20920042498701866,0.8124467863074297,0.06066269622706452,0.39946481483464136,0.005913610325259646,0.4160970929153409,-0.26308695901067747,0.5227095555870348,-0.31664179143563187,0.5387508165360791,-0.09001725366836578,0.05741192078991735,0.4492736720444356,-0.3378073651208874,0.11625693982204319,0.6142494470425025,-0.11519636777627835,0.26238183581994545,-0.32150514119296625,-0.15552263701753022,0.07336416723156564,0.8241135926567823,0.31582763242687323,0.11529146244445368,0.4143442252061472,0.08089353800704738,-0.001678597205614496,0.7016532559409457,0.1148112668438649,-0.214478993962859,0.13673593715991741,-0.5790623059180915,0.1166449126138542,0.08752131958709951,0.058551189581825924,-0.6180065186037337,0.6411557749125093,-0.003927387894963325,0.5982015815816188,-0.4516978570405861,0.5814033471307086,-0.008587902569559049,-0.3024348231628717,0.23807572441969965,0.2860610839503247,0.4190016599796628,-0.3164469688955866,0.20354383266754386,-0.3130481639485603,0.2980930398833905,-0.07163459125420821,-0.11881050066703198,-0.1966882709138009,0.10397423079673382,0.20052907291147515,0.6013270489849948,0.7084939110312342,0.8756428778016581,0.7376297016214917,0.24558213448878036,0.16356199076827035,0.03157113416217039,-0.3027693906743457,0.33780345768445336,0.13728538761045794,0.2928783402058441,0.31454131233282534,0.16476943856263793,-0.5416161186042024,0.31909871700699544,-0.34316060545635707,0.34373642089243334,0.34385537991711707,0.6510532471301371,-0.011786396684780041,0.14902403131823058,-0.26372846501174907,-0.4470428232069828,0.26523285661794826,0.4829401855676657,0.6699328600840656,-0.1417812168272976,-0.03204474996243465,0.032264519624554386,0.1407643161123748,-0.3738996212719854,0.4034126058496178,0.13359197458127198,0.5633516738602786,0.7320780232020035,0.41165905928532287,0.3570629431849863,0.22899859483836402,0.16673408196030798,-0.2618450329451096,0.22246228412171576,-0.21575111038519035,0.2580475612620799,-0.2438986828247154,0.2402475089043057,0.03100202762352038,0.575136077207387,0.1310575593058659,0.5286514297419209,-0.07074849991503154,-0.4147876747119546,0.6383605975362384,-0.1070960835245167
SupraMarginal_L,0.5606672340667856,1.0,0.3951997454257553,-0.012713964561374436,0.11155823725503487,-0.2386028629915639,-0.36772995301809713,0.16930869120100214,0.05585940750155277,0.3629237401524718,0.14951646179721348,0.7921689961282252,0.7118316280983604,0.3940458144125844,0.11923402698963438,0.009743058842563832,0.34458484519282145,0.5049666176780282,0.3897558787424294,0.36147810644551814,0.04906180166817862,-0.1507452393871404,0.1372842943033422,0.03030434800757778,0.3158571215922482,-0.043777406298752264,0.664835763421411,-0.03342190505627913,0.6194529295410417,0.11174731314993402,0.23221432162714778,0.2246134006520406,0.337175778249782,-0.1985032969905129,0.3683431275862234,-0.02981517379722974,0.3449661835527437,0.013226957576139675,0.5066926354268051,0.36564669874514877,0.3947500163688138,0.37028935608080227,0.33684161922944145,-0.12759353542585072,0.3185460863768723,0.22970867359846261,0.21832199856634069,0.20357973349184483,0.4918582479874565,0.18481298648413488,0.1258735429878361,0.1630819295045952,0.057254435482161394,0.06772935533282887,0.8243461781685356,0.015201140418596028,0.13254442622540938,0.39000623569997517,-0.48144300366886406,0.41868396347449116,-0.007429497749505227,0.06598045608385025,-0.5032836375147719,0.66816062002045,-0.14855378565783386,0.6383789874489274,-0.4344933438429709,0.6687416689847759,-0.01698855497396651,0.2292760769281113,0.20172355033540726,0.3278735629966032,0.24296616985684802,-0.24405943065335411,0.13661490900555054,-0.3175727913088737,0.8067826552859176,0.29590608625564846,-0.2161812600508778,0.22938493465215176,0.1813432912425245,0.2405545292798967,0.5300504545344401,0.5516054797428936,0.5597185641661463,0.8949074144697332,0.44876551966202727,0.3893057000819632,0.3533071187800251,0.1688290376746736,0.4755769996107757,0.15836893408651526,0.34542774310459473,0.41337799868929176,0.32258865998356173,-0.2444476803463371,0.16314528554509175,0.1510031257417889,0.5842717043608155,0.4834673688934044,0.6977788538317028,0.421820935182806,-0.08045232135617983,0.23533365959516375,-0.32884508202121204,0.17498167573099774,0.41586531209323346,0.6207150697059868,0.2897283835967105,-0.2656301748276957,0.393824268008341,-0.035707468609718775,-0.42836885694672205,0.09983312490315106,0.2710482969842983,0.28252358293371604,0.4542083810604982,0.2692712632890005,0.5663933676346732,0.20861311143691333,0.4228787119974704,-0.1131149919914079,0.2672593646781125,0.054711697268316616,0.5339215291697449,-0.15831688004515362,0.5769830521689304,-0.0102133431373672,0.36995394305659074,0.3007938320056321,0.3181482609645619,-0.05563301789405077,-0.3418138766792216,0.5053224640212901,0.2405299092612538
Heschl_L,-0.03065400915047005,0.3951997454257553,1.0,0.5912594132224739,0.5562655909163347,0.4678657519323556,-0.08102997943125712,0.26972417005347854,-0.08600379423066154,-0.034610189369731384,0.23707382124823317,0.07790827341222963,0.461713152510783,0.45196528126148944,0.5825884206630828,0.5635013969134344,0.47975398553355475,0.06608293156228945,0.6600264652547887,0.4399584023619985,0.4270781080374813,0.4746184980433333,0.42502460725771457,0.6797822223601702,0.14052757223461398,0.5279810915802949,0.44535890966586567,0.050038153338960084,0.361698304442192,0.5341395051835278,0.11356728927293348,0.4740393901886805,0.38793794250430674,0.5177242559815558,0.254280689693451,0.7148359220084896,0.4080534476239783,0.42310914317701365,0.5148525422612305,0.3624097723185214,0.6330001701490302,0.34025646948315386,-0.16274263149169824,0.5578843931121278,0.229063954159974,0.2989960275084139,0.5088777240487035,0.26061232903808945,-0.24128967228869008,0.45197301056587197,0.550347876506677,0.43650913661781265,0.11538645161539426,0.2224953850090885,0.054836609233384015,0.56140506246056,0.7519787939383462,0.5379397740291841,0.17858328521430314,0.38489819387149266,0.2823118575918733,0.49371710457177714,0.28124128394434794,0.2621090227080365,0.17226053728668891,0.01474239686009912,0.30906249316314666,0.4993784379919526,0.5263276965900521,0.7756378527696266,0.1624642620952105,0.20571064208657927,-0.1158697538993334,0.2666972465089305,0.46776849867571,0.12964945326505442,0.24280640314107055,0.45604501510239515,-0.12986558442659438,0.237868223969126,0.6137362587251137,0.6679121305657628,0.46574041480778905,0.06116750625530762,0.09168370700676702,0.3143171519525736,0.5519732140205682,0.5804834536035992,0.3221824062422446,0.3217064656095069,0.5740367829996652,0.1618265779273397,0.23899459901076656,0.6214477495307273,0.6366882616455183,0.4531291466427983,0.2471637044593356,0.33871842396753454,0.3752845655118638,0.7117306047034029,0.1715181548256049,0.2698358226392925,-0.2899926695879536,0.292252885744428,0.3243631534083937,0.4371777635337447,0.5528197016533813,0.058572491660511504,0.46476631125510703,-0.020437537688918338,0.2425753994364205,0.3605949208389801,0.3099960269170532,0.3577504735750911,0.3931385374552207,0.08316380924575935,-0.20519439136828985,0.5166252627840284,0.17838615048347675,0.6301131086697886,0.4981772051438617,0.21747424636550564,0.27291046929286183,0.42774936746499365,0.8145197745120403,0.511017127119933,0.33641949121207926,0.15206097205105615,-0.2864613565285228,0.4671266872102239,0.2679783414547076,0.2109448237970603,0.38506980520857736,0.2797282246196498,0.38811050533312824
Cerebellum_9_R,-0.2914568827143055,-0.012713964561374436,0.5912594132224739,1.0,0.5707896796402718,0.6536663763045535,-0.09287149793525303,0.4013036578443877,-0.10001059530892839,-0.5408312141237964,-0.21811646795145406,-0.344760320272536,0.05591154008893992,0.10090352089045719,0.5225526191124312,0.5472382636620142,0.3806200894869024,-0.1536571618883424,0.4094429881452225,0.1764246444724876,0.3894647416542436,0.5525175273328504,0.5567954399288301,0.6782005441536865,0.3128117380789173,0.7823295421272864,0.16820107425627562,0.19513123764934054,0.1261774776498515,0.6165232379031804,0.09723739791389364,0.7343105315415901,0.11379524396507296,0.550929717535788,0.05049746716985513,0.6903234407634828,0.19262942491016016,0.6939494107748124,0.40184976536909794,0.007869072787079403,0.5189481212777238,-0.025193243002538872,-0.35966221322113423,0.6706111032097286,0.30371225258367557,-0.09642879442211107,0.7376694435425653,-0.023236424543669608,-0.5791920753980484,0.531076748688664,0.3865818116000961,0.45873694764180684,0.01919119781723769,0.40105634111707117,-0.3813598850456921,0.5640476867630078,0.7459373531283215,0.4423500826756668,0.5697580425438075,0.35338689112813687,0.4161860715073696,0.6598659071310093,0.6369808374719856,0.11594285585027989,0.5970657502333488,-0.4844705839182603,0.6187051439428128,0.2965248487519128,0.5903343848014563,0.7428362382996315,0.11120355239718997,0.3032517560372943,-0.137631778787474,0.5753783939297764,0.5489903879798288,0.4718000412336631,-0.23834953633876022,0.1604780941793932,-0.011635216090282778,-0.2387839790113584,0.6886254538186054,0.47085030852056087,0.3260930098818229,0.013148467238323545,-0.10564081070349099,-0.16494994275945135,0.4739637486798902,0.2917771122365091,0.4746029038528968,-0.1008437178602089,0.24222360310360105,-0.09181137994709794,0.11319597474902611,0.26119653711131985,0.5260050900619178,0.6922966013755233,0.31632587891681613,-0.09095460133397494,0.13978851559709987,0.3890933161855307,0.006971592384514895,-0.22588832908510403,-0.22040736162823724,-0.16545647601031035,0.7193562838712281,0.2637283707220967,0.3434300017085586,-0.3096466815093983,0.029103587682520304,0.15228865852365228,0.11334851617708594,0.38347802736889397,0.5454436206636694,0.34221680135240173,0.5537373711925695,-0.13847509843316316,-0.46483613167326815,0.35600441585573656,0.11182661164116951,0.4311367245401935,0.19370132534822568,0.2897298287116668,0.514291536829999,0.339906374101026,0.4542609869767032,0.5889287496827299,0.38966324435702515,0.05019670369407217,-0.6378528772683718,0.35632328254786166,0.2826214607875199,0.4916538449209205,0.6235379857827367,0.0004595186957311858,0.1894367002395212
ACC_sup_R,0.11204289393688677,0.11155823725503487,0.5562655909163347,0.5707896796402718,1.0,0.5468747397538051,-0.09026203886314292,0.42397648410654537,0.18550644598855198,-0.2999388433172148,-0.06768750331501289,-0.19409210490708292,0.40536111422071064,0.30717744098042576,0.9018862858144793,0.6298922397734412,0.10448186286653487,0.05872938117290486,0.49426289272255836,0.5124041391423118,0.6408821233469297,0.6619250823471997,0.7513447086717041,0.8647756576495387,0.2300120252590329,0.6194142391245909,0.0866391786007839,0.41271125173568296,0.45694978595903757,0.6127415537713415,0.44064677347289305,0.707604090445914,0.33686531904152556,0.39358909340172593,0.40790898320713265,0.6701862452705467,0.4464903808826032,0.6722992904801621,0.36328244096558987,0.4012485154084975,0.24156365626338636,0.19353252622207584,-0.16827542835624515,0.8377374847333516,0.18872591094883234,-0.2296296432014325,0.48172381920212876,0.2340439783559597,-0.3433635639392724,0.8290686060328536,0.5747740630204714,0.8247045525199446,0.1047084905517439,0.4444699687553723,-0.14441157099921753,0.854771705563605,0.7847958677050553,0.4436364843471434,0.4630618670147618,0.07994238605384767,0.3409713350763343,0.5872055535271289,0.3397538870991334,0.37868457736025396,0.403723542911117,-0.3938313171192472,0.5145959072415026,0.5935089674329684,0.9310460194126774,0.49147540958413277,0.45304264379654735,0.48832147124984693,0.14785495645160757,0.6040347447997007,0.5824197616455902,0.40319814105397644,-0.1912656915241395,0.24546072224568694,0.09593948404197776,-0.3198349124476073,0.5980625640603032,0.8347317370789751,0.6515211442897018,0.3211240823688955,0.11872444652517851,0.04978110315419463,0.651665397873519,0.3497733505506841,0.09532918442654595,-0.22049917530715368,0.3987606549504904,0.03128454834945545,0.2584278733146403,0.38823448617718737,0.600262080956612,0.5640217650684021,0.5032818059771242,-0.24089466011841398,0.38882741967767315,0.5721654969763292,0.2947944158247468,-0.31054597971102293,-0.24461857113571941,-0.30152769377120053,0.4696188440006598,0.37969629093496265,0.851680059536651,-0.13697567983868206,-0.02531117229591203,0.03182597811523528,0.1389956553134648,0.5824928045070461,0.4517988404504204,0.7523258588062645,0.4989709407316389,0.2817138393450593,-0.3293772496915236,0.5185122152554165,0.22663805511872545,0.638609068768612,0.3900856260212405,0.1312645922311492,0.5721005225805016,0.268055319710068,0.6766187261367708,0.8026145572865333,0.26769093404116323,0.185201413514006,-0.4427563183364215,0.3651097818652548,0.21983303505029891,0.6352306047812292,0.4289709432696469,0.2125789946970912,-0.0048430710359005655
OFCpost_L,-0.2851389079021509,-0.2386028629915639,0.4678657519323556,0.6536663763045535,0.5468747397538051,1.0,0.11405444298427227,0.27303793546366145,-0.07083922363548772,-0.4672941342382391,-0.11928483515495358,-0.40282537282903136,-0.021731246103055074,-0.060057511215199075,0.49618364022007383,0.5363670498566934,0.11422908566598698,-0.09169939048846275,0.34451698947605325,0.1835788640398969,0.43292168628028055,0.8118369261692249,0.4375719130567622,0.665578493470794,0.055382497895627804,0.7516132910587586,-0.10292681229520938,0.4059017840636044,0.022831480478803425,0.6336525392785209,0.10150625744826036,0.553719960667443,0.02825473410016565,0.7199414703332949,0.1161171718490692,0.7262230829450202,0.1341433479149209,0.6081840302088046,0.1146469122714446,0.04433097224357159,0.23223595774426506,-0.05790316909152514,-0.23482503432854748,0.7221656866668155,0.25990160187960715,-0.10986984936094804,0.4185979298250983,0.19041641937478043,-0.5816386737427991,0.4199587033954259,0.37118089174173213,0.5349333831789562,0.0024671400942177526,0.3812769395041249,-0.5226352456322463,0.5640978442152825,0.6299803698670131,0.22724143110604964,0.6884644893831707,0.24056654912177064,0.347399960471384,0.5548485634090154,0.61373521935379,0.019064432919705564,0.4786290176291007,-0.5209115831265635,0.8295058203837495,0.08470281685571174,0.6038139805093765,0.6023102346818577,0.21584890472006338,0.18541346488454483,-0.10503857609574553,0.6524152299401045,0.47677000225210914,0.6334998347308921,-0.4287777772156992,0.023355900925372364,0.24884380627311517,-0.1989028280496867,0.5067053659276576,0.4619674464664723,0.17722831721055607,-0.006298332376305392,-0.19181319245441517,-0.3407795283892002,0.34803977305499595,0.1469382661435599,0.14927621758330484,-0.08069520844343553,0.02396215954615091,-0.14651379221591246,0.034191036787136225,0.20062704922839597,0.2697871401645319,0.6775270981113731,0.2989998834880116,-0.0703735383915782,0.07469534022796905,0.21302265290956193,-0.16328905059244261,-0.297372701558108,-0.14187343240035064,-0.18027702881164817,0.7923412069212243,0.15613103150986415,0.2738543086927618,-0.40450606023016117,0.027469300160513865,0.33846845891868205,0.01927156916535483,0.3634172613717072,0.7578772596587499,0.31724575456681664,0.430437919276251,0.06689418119319367,-0.4646876916590755,0.2939532904393958,-0.061218245525687616,0.45848717152462604,-0.058316968658706905,0.22036460978369124,0.4178769190589897,0.3503027035152924,0.3319354695516514,0.6339099166974593,0.006463118716787111,0.06441542282065672,-0.4833653914548086,0.12418436058778182,0.21841916795014543,0.5043031344500459,0.6921009405438816,-0.08545925233927926,0.19766354371495948
Raphe_D,-0.18164358057752406,-0.36772995301809713,-0.08102997943125712,-0.09287149793525303,-0.09026203886314292,0.11405444298427227,1.0,-0.3694917239529236,-0.26997569574132013,-0.058746131519249116,0.10892180265610338,-0.27496656101983463,-0.09423738582898382,-0.04594783723835109,0.047452971302043526,0.01805265858991514,-0.13320590033678378,-0.3127685828190389,-0.08862379890144191,0.0673872235167633,0.262837729531313,0.05193989387271141,-0.026914587661524155,0.1359691421907857,-0.23068318000133306,-0.17431495429574517,-0.36710450556370666,0.18144726154978436,-0.08696013738177569,-0.006185836469507169,-0.12826914326034045,-0.3109966986236062,-0.021664068209934353,0.4118898938603068,0.05291040726905092,0.18781384250926675,-0.016259903938877718,-0.1283609264926942,-0.2489312538784953,0.05566149036444659,-0.28640041999772375,-0.07683721294400453,-0.2229762295093823,0.18692440208940303,-0.028595903311579355,0.04008105711176335,-0.41828878453502627,0.29792119510322695,-0.1358340485228704,-0.09700685455767492,0.2925780440634254,0.0353251348322415,-0.031245147157344614,0.20028053727774645,-0.3165879556975476,0.1296653022084279,-0.040467367278924936,-0.056214164471351566,0.2692788138538943,-0.26711614702160463,0.08862777572641972,0.03584912661809392,0.34424680277479813,-0.33728249968860424,-0.01705024993248206,-0.1741093686850433,0.15437629683114393,-0.20539653898790972,0.01968005826838741,-0.004628533943659277,-0.13829391680470188,-0.27254248977522394,-0.1574528598145991,0.0299596859850065,-0.04378203423976314,0.20507564713732132,-0.33500317663990736,0.11971529035860998,0.09459123923791282,0.047011530731328646,0.05612838927283781,0.044437433953562366,-0.13886293260607183,-0.36247013129897254,-0.07165150615885264,-0.2342064950902885,-0.16168076082063013,-0.03698871262895154,-0.18425272436914164,0.10084108659371585,-0.007714981474556819,0.07014230492903596,-0.15408478885625512,0.04047304846926734,-0.11313202515178591,0.10211658251199875,0.21163615549648976,0.12437760224734057,-0.2097710599040194,-0.006254929727870299,-0.33454607566549843,-0.0740230294692948,0.2809326692748794,0.05253868201460969,0.007758557280939246,0.17178609162169547,-0.12730558180435625,-0.2085849120768481,0.024197618765705232,0.38233131961441885,-0.3249468497362241,0.20751085413757425,0.2892928934822387,-7.531849978886154e-05,-0.34841360939703603,0.15444986996568255,-0.06441994399950642,0.08781517436666593,-0.4735188055377223,0.1403574841105334,-0.05937001323731282,0.010859934010860392,-0.30724782639503834,0.1695533768275627,-0.022827793238895645,0.21671544044920535,-0.44456714124762153,0.1741520517768072,-0.11825439897269831,-0.10835657645473715,-0.0840465596034066,-0.04150170211958892,0.37464923759030094,0.05352258251889742,-0.08778953726375989
Temporal_Pole_Mid_L,-0.07333031555064594,0.16930869120100214,0.26972417005347854,0.4013036578443877,0.42397648410654537,0.27303793546366145,-0.3694917239529236,1.0,0.18821981854128775,-0.14905115558822488,-0.14140032719250129,-0.14037620835077047,0.09886937603063876,-0.06505984783695183,0.38419734656390675,0.3815444735541814,0.07436668082731157,0.06706687884312565,0.2714088247333559,0.19180552941533485,0.02493850062990016,0.35091931690370193,0.3193627483142764,0.3060032728480928,0.03001748458978674,0.4904236858713108,0.11563400187936383,0.09280290439331451,0.08828502351495875,0.2759796068393933,0.4315027262241286,0.4627060381619445,-0.23350328165429995,0.03624766261928999,0.12694658142083365,0.3419055283680248,0.07734409653063028,0.4081756114326393,0.38425109267660223,0.0282276542852163,0.37032995934442564,-0.039999967784190675,-0.25082881700244103,0.31664601524717223,-0.06478209039922289,-0.038540651649037805,0.4048376970353732,-0.18614061774373802,-0.30728004965580336,0.25248359752750077,-0.1008599730195992,0.24760212584044047,-0.26029238967001234,0.24101689841315788,-0.04843335924828774,0.2446899911196041,0.35978110993232515,0.2483661939532054,0.29455948467136994,0.12709042655745106,-0.246666268004435,0.27243901026409967,0.19949560891448256,0.1494028185169643,0.11394271110144367,-0.3169214857117006,0.37053364477957274,0.33635135613597056,0.4172424519868024,0.370350281542523,0.47177786694265417,0.27805947938624925,0.10647684207812375,0.3137820952728496,0.3490817363284623,0.16090034506762313,0.04880122165374207,-0.03354307795247223,0.19413155852353348,-0.1387089955261811,0.19329765391053122,0.3172991725672022,0.2705954973302895,0.1121234287471499,-0.15868944205647928,0.006455435642240123,0.33061517181136724,0.3556216447994553,-0.08187728906615184,-0.05346041003736484,-0.041530263503633674,0.04694708253984993,-0.1368192439774993,-0.041546775575263664,0.1589289093320525,0.3690928279217337,-0.043070375224713325,-0.06625653950480505,0.20548139061310072,0.05743752697969545,0.11325326650926534,-0.09165483046481024,-0.46573805071927754,-0.076815838100785,0.22298303003056946,-0.31252553078788914,0.29554347326114744,-0.045222340617313915,-0.0254757232994842,-0.3732806312183543,0.29586067034094576,-0.1710003738593399,-0.044250143128146784,0.20679355795466742,0.13310232852982015,-0.15429101246996393,-0.26060437999899433,0.019467042168520746,0.21967358365541592,0.0214636805190208,0.2674528274511989,0.0024088677273878113,0.3529432847165854,0.13423134890614094,0.2614857425433328,0.26899803133542727,0.23574004708358468,0.3030917639217033,-0.24388605213324865,0.36883205438403865,0.017938654259047514,0.30220219090487455,0.11767487367023081,0.057861382389090076,0.2145934003842843
Vermis_7,0.11219994868748147,0.05585940750155277,-0.08600379423066154,-0.10001059530892839,0.18550644598855198,-0.07083922363548772,-0.26997569574132013,0.18821981854128775,1.0,0.11755653463032112,0.014931027604846997,0.017458928102673913,0.009881093331938822,0.09715153775645087,0.07558022222611083,0.1241166505088725,-0.1899487375337331,0.32539674029871496,-0.050294716317636746,-0.03873074679244068,-0.16910590508413192,0.012011585175494777,0.06466185379166789,-0.06573002978895126,0.10135456710409484,0.046205477525750424,0.08036824198310379,-0.12330634599717052,0.0025710307287015394,-0.0547773076236378,0.11181416768724853,0.156483495863628,0.09857225489400438,-0.3568338824837226,-0.06438448866053705,-0.15211724324309922,-0.02220369083744944,0.0756946100084497,-0.10858103590435521,0.014223444459041662,-0.01437735969261184,0.18852272326949512,0.07335015534605589,-0.039992822591574315,-0.016002776655407138,-0.0908795276743262,0.07339165645812136,0.05135800191940814,0.10553956748461166,0.06200131345050262,-0.12786457803408893,0.09280606423114886,0.14646324447946338,-0.1997166390723288,0.17650442072010805,0.007301267272136727,0.009454945321806366,-0.09823386423106767,-0.044457249002303065,0.10593205916840497,-0.137712997143379,-0.17275130734410865,-0.1807583953991068,0.2880607854868477,0.005653080416213555,0.023334720158797225,-0.0034085821830003283,-0.003373951479260902,0.1289604949977704,-0.22613269639491976,0.14939985593446722,0.19285057268484646,0.05253603471462865,0.04594864288533139,-0.031150985687875707,-0.16410089912368253,0.09076745145846372,-0.12015760842530161,-0.018475793331515347,-0.08394238343748607,-0.2424679253201569,0.06555019229508982,-0.01573250662972978,0.3014991609101971,-0.07159308849181782,0.025590334998920806,-0.019819590018472426,0.010559978797580308,-0.14302061943258237,-0.1059441765589145,-0.044934593500043286,0.07031013119119112,0.01485352809609775,-0.0829756374470074,-0.01633250067118177,0.01445563081083247,-0.08864468132932062,-0.1248258561705751,0.2521440282443289,-0.10101223008047935,0.31032852155483137,-0.03811298714684941,-0.13391247823825037,-0.11419145009676643,0.01889516468010552,-0.08407643410661365,0.14629079698307387,-0.04400465262195599,-0.07176622721328646,-0.28659216870270177,0.22974905756786396,-0.05735770376879818,-0.09247847312174261,0.09438140186076077,0.1710395516531927,0.0008080979307210317,0.013123318716749972,-0.10507605558239999,0.3292469472539677,-0.12372146025849283,0.0692875068716598,0.032091471461640354,0.03621436747699857,0.10097608166197572,-0.09144447953284557,0.05892765598279981,0.05654986367217069,-0.032340260531865575,0.15748410343997385,0.05305321055640424,-0.21301058340778473,0.10054937242535458,-0.3079271634539441,-0.06393474022914117,-0.18427128759726297
Angular_R,0.17121908275925526,0.3629237401524718,-0.034610189369731384,-0.5408312141237964,-0.2999388433172148,-0.4672941342382391,-0.058746131519249116,-0.14905115558822488,0.11755653463032112,1.0,0.5573228805869409,0.514157062236603,0.17408010605478377,0.059667528981749485,-0.2595420705264414,-0.25776055508245727,0.13468880151368637,0.22482560412647995,0.030792970258376347,-0.09106226511638303,-0.34787907094245624,-0.38874402132908986,-0.5135887010526482,-0.36536368390714513,-0.08534720948301364,-0.43061059640544574,0.30413881824556527,-0.22657047637951924,-0.007841717449968803,-0.3707931128584493,-0.14507961603358147,-0.4689229422677393,0.06807728693706519,-0.39186241562427143,0.0073220477553068266,-0.34519398639274385,-0.18556129492528262,-0.5672704690668537,0.054672225044227446,0.2045059319107721,0.0748465784667159,0.44049250154860364,0.24461664142346295,-0.46613510360880467,-0.11603316119618981,0.5867356439192514,-0.40261890356135854,0.2454792753742341,0.44710798520096123,-0.42478949393917503,-0.2168559025671216,-0.4142662833356998,-0.036636845146107384,-0.22442201138495027,0.5879540431732465,-0.4106427849440065,-0.29052690774836853,-0.21325976378987813,-0.47951832481974055,-0.03973518463591392,-0.347484552731001,-0.41211899310914746,-0.5111198058431036,0.07223744495911064,-0.6872337891289063,0.6172530002230764,-0.5003278037201436,-0.03243563099413748,-0.36152122330435427,-0.296463024082484,0.023560332209472342,-0.04294030316103443,0.09304494823914482,-0.38497409258350035,-0.5353039534020316,-0.3704066334482247,0.6721016313878806,0.15033823546576836,0.01865849264165134,0.6923737523655918,-0.3481733101569419,-0.13176171208281143,-0.20082049060884014,0.008786865262650375,0.050931686967138956,0.44504767868387646,-0.13420697268219825,-0.05459077609894264,-0.18816244238447352,0.5508499031030212,0.056209721498543155,0.02956138586192469,0.12273946724911242,-0.016258898450520445,-0.18536725020234143,-0.37866471272766883,-0.2698032468590695,0.5450779065149993,0.25113593243344556,-0.12343720076967021,0.14975162985144055,0.670286420113145,-0.00909504396623417,0.6263191999469061,-0.5723756113721331,-0.15647635995727913,-0.12551944172225504,0.37756588373736677,0.4471686702626859,-0.28238316896439886,0.13176967414623342,-0.32162447114898696,-0.49220787908192326,-0.3702471275568803,-0.3127862906522222,0.024305498445101225,0.2987158371896414,-0.2522116796965655,0.07057701664531325,-0.2496556723256122,0.029374544457146077,-0.06327260368255148,-0.3168421775180985,-0.0732827175537991,-0.011943345089770763,-0.3603002500890539,-0.12629327444971214,-0.039055634636170185,0.5386086602332717,-0.12093691423278263,-0.30634431237395615,-0.4285833787469945,-0.4690708760858763,0.0017736590753847494,0.1939443922978129
