,SN_pr_L,Thal_MDl_R,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,SN_pr_R,Vermis_8,Thal_AV_L,Thal_MGN_L,Paracentral_Lobule_R,Vermis_9,Amygdala_R,Temporal_Sup_L,ACC_sup_L,Thal_MDm_L,Precentral_L,LC_L,Frontal_Inf_Orb_2_R,Insula_L,Postcentral_L,Vermis_7
Vermis_8,0.2476572088686336,0.2214327970766446,0.31905631361198944,0.10420025137646019,-0.1017074916293708,0.19554555861476866,-0.09759889895325698,-0.17191807186514377,0.10305376038428768,0.01114294139686451,1.0,-0.28380540797506726,0.1035721268038825,0.17699610242670488,0.7152655917617787,-0.025681294026676914,0.08532148328739755,0.30049329993053664,0.04935430012471504,0.29405527404326726,0.05439837247393611,0.25965226110028106,0.2039163083185349,0.4278774297186928,0.3292469472539677
Thal_AV_L,-0.2481653651638113,-0.15644262062057163,-0.023894794936331582,-0.07785835373618936,-0.22491127200239064,-0.29610397969996854,0.055657355126058114,-0.010879363841097793,0.005842211265012841,-0.2007263894899522,-0.28380540797506726,1.0,-0.0684670134859193,0.1889032689756277,-0.10728789923646893,-0.06565871188377399,-0.287495776401339,-0.1501697195409904,0.07293661957839716,0.034873282710264596,0.20220589317998575,-0.13457580100214822,-0.22697812576116028,-0.022121534350750857,-0.13391247823825037
Thal_MGN_L,0.495440776780285,0.29526748388713914,0.3655118911982522,0.12845098495861915,0.41680655775930614,0.36097942237690034,0.23132207530971358,0.18905831777380971,0.25845841238496875,0.5049200746963327,0.1035721268038825,-0.0684670134859193,1.0,-0.00938055469262108,0.1328409467560973,0.1617143930209943,0.5088475750797564,0.5453253196328697,0.5605631137034638,0.5942651418179647,0.21806487856771611,0.21323666525867027,0.5322416731309529,0.4126626568124178,-0.050294716317636746
Paracentral_Lobule_R,-0.1109338417803169,0.16942629576922194,-0.21216700761094923,-0.15159137060696976,-0.442899590483809,-0.05392436496606179,0.2049044734887401,-0.0773249852621846,0.06211371770923061,-0.26702104330870263,0.17699610242670488,0.1889032689756277,-0.00938055469262108,1.0,-0.0210431687163987,-0.5230648206022557,-0.40029950266078357,0.012825909366617311,0.20788104919120748,0.500386884114617,0.21932797456251849,-0.39898720605244464,-0.5302247856575716,0.6598662017748264,0.013123318716749972
Vermis_9,0.27643265716926135,0.24649723210579105,0.5884492230675604,0.2648691750474276,0.0683611368727818,0.16513508491102333,-0.10060086224992316,-0.12856038355820548,0.1970590000686867,0.11130738563253567,0.7152655917617787,-0.10728789923646893,0.1328409467560973,-0.0210431687163987,1.0,0.25604192955122373,0.14040350532273316,0.3421131576756153,0.021455123513441445,0.23499018741592337,0.18300883545272215,0.3148965570457669,0.2934000701323174,0.22679363416344558,0.3532329845779026
Amygdala_R,0.19935595361325154,0.027383207945414656,0.34859747557480797,0.6428832833130554,0.6885380192768973,0.4179077387072666,-0.3527871993979149,-0.13538396370721104,-0.07265933571476495,0.4389202364775696,-0.025681294026676914,-0.06565871188377399,0.1617143930209943,-0.5230648206022557,0.25604192955122373,1.0,0.5070676012081684,0.13483395086898495,-0.03352271540162051,-0.21498469638399528,-0.19583376834931315,0.48006564013547626,0.5727312821069285,-0.5068833602232771,0.01889516468010552
Temporal_Sup_L,0.5101887048935165,0.05610227601607257,0.3810429236336472,0.35186342284218597,0.5531347405716214,0.5007622722990047,0.0717609737317941,0.21212396621833318,0.09863687242714624,0.6102249115056633,0.08532148328739755,-0.287495776401339,0.5088475750797564,-0.40029950266078357,0.14040350532273316,0.5070676012081684,1.0,0.33551860325754107,0.27371336784906314,0.15717225495893739,-0.08337536959617639,0.4167877125508818,0.7917882401815848,0.05146984353119434,-0.22613269639491976
ACC_sup_L,0.635226187382739,0.4579958119394216,0.509464198929881,0.2276218804530277,0.5030156950749205,0.5445109686755196,-0.1528593949364974,-0.21956122671507172,0.26944728462470885,0.454159213555994,0.30049329993053664,-0.1501697195409904,0.5453253196328697,0.012825909366617311,0.3421131576756153,0.13483395086898495,0.33551860325754107,1.0,0.7176016682571541,0.72612574715544,0.19611752631326917,0.37489457323302494,0.5977353162877557,0.4255998787851031,0.14629079698307387
Thal_MDm_L,0.28329026469650576,0.48669993768839714,0.25166902727621027,0.1193168561878872,0.37295406952758353,0.5267507148976174,-0.03769109175787959,-0.07434541608947756,0.11398835958717628,0.3910186066714895,0.04935430012471504,0.07293661957839716,0.5605631137034638,0.20788104919120748,0.021455123513441445,-0.03352271540162051,0.27371336784906314,0.7176016682571541,1.0,0.7477431281904233,0.1919361123746139,0.3088485706083321,0.4110669099333986,0.45672340521006577,-0.03873074679244068
Precentral_L,0.42888959507362084,0.4181146131885972,0.3316318320791256,0.012647220162733598,0.13113096290485154,0.34075693587951583,0.23950590899567742,0.0663452015174746,0.35705354920345445,0.30885970745495767,0.29405527404326726,0.034873282710264596,0.5942651418179647,0.500386884114617,0.23499018741592337,-0.21498469638399528,0.15717225495893739,0.72612574715544,0.7477431281904233,1.0,0.3301478147150749,0.06727680683106496,0.2450677835056381,0.8317393045042012,0.009881093331938822
LC_L,0.02549565472275614,0.26609921044390283,0.4989016973904974,-0.021268286422767936,-0.07547551399157883,-0.12414237011104515,0.08928338901856196,-0.028766384138154848,0.14815609431244747,0.15430644437221458,0.05439837247393611,0.20220589317998575,0.21806487856771611,0.21932797456251849,0.18300883545272215,-0.19583376834931315,-0.08337536959617639,0.19611752631326917,0.1919361123746139,0.3301478147150749,1.0,0.21145489186591224,-0.06701526692865267,0.29914333274415555,0.05253603471462865
Frontal_Inf_Orb_2_R,0.2032361024463347,0.2848711476955587,0.5481201808591681,0.5055648239827891,0.4510525830226337,0.49091639755396355,-0.464171048402811,-0.2884808884034415,-0.08569939991249798,0.5498045839734659,0.25965226110028106,-0.13457580100214822,0.21323666525867027,-0.39898720605244464,0.3148965570457669,0.48006564013547626,0.4167877125508818,0.37489457323302494,0.3088485706083321,0.06727680683106496,0.21145489186591224,1.0,0.6472229019334164,-0.17455047464997298,0.10054937242535458
Insula_L,0.6054706056601489,0.1338897484726404,0.5211118010280114,0.30792638248241944,0.6561138797241328,0.5002188839186844,-0.08902726696712623,0.07290657239018881,0.1906742785424398,0.607518484841797,0.2039163083185349,-0.22697812576116028,0.5322416731309529,-0.5302247856575716,0.2934000701323174,0.5727312821069285,0.7917882401815848,0.5977353162877557,0.4110669099333986,0.2450677835056381,-0.06701526692865267,0.6472229019334164,1.0,-0.008500959735737603,0.009454945321806366
Postcentral_L,0.3152481796283319,0.24293836820066725,0.14922883872964612,-0.22408162338638898,-0.2302264597840199,0.0823213343034681,0.45758450600541106,0.20793434611843026,0.350784549536229,0.05320158010586715,0.4278774297186928,-0.022121534350750857,0.4126626568124178,0.6598662017748264,0.22679363416344558,-0.5068833602232771,0.05146984353119434,0.4255998787851031,0.45672340521006577,0.8317393045042012,0.29914333274415555,-0.17455047464997298,-0.008500959735737603,1.0,0.025590334998920806
Vermis_7,-0.01633250067118177,0.11181416768724853,0.03621436747699857,0.005653080416213555,0.012011585175494777,-0.031150985687875707,-0.03811298714684941,-0.0908795276743262,0.18852272326949512,-0.17275130734410865,0.3292469472539677,-0.13391247823825037,-0.050294716317636746,0.013123318716749972,0.3532329845779026,0.01889516468010552,-0.22613269639491976,0.14629079698307387,-0.03873074679244068,0.009881093331938822,0.05253603471462865,0.10054937242535458,0.009454945321806366,0.025590334998920806,1.0
