,Thal_PuI_L,Thal_MDm_R,Thal_PuA_R,Cerebellum_6_R,SN_pr_L,Thal_PuM_L,Parietal_Inf_L,OFCant_L,Red_N_R,Lingual_L,Cerebellum_4_5_R,Thal_PuA_L,Hippocampus_R,Temporal_Pole_Mid_R,Temporal_Sup_R,Cerebellum_3_L,Vermis_7,Cerebellum_7b_L,OFCpost_L,Heschl_R,Thal_MDl_L,Temporal_Inf_L,Amygdala_R,Cerebellum_Crus2_R,Fusiform_R,Occipital_Sup_L,ACC_sub_R,Hippocampus_L,Frontal_Sup_2_L,Thal_LGN_L,Temporal_Mid_R,Frontal_Med_Orb_L,Thal_VPL_L,OFCant_R,Supp_Motor_Area_R,Olfactory_R,N_Acc_L,Thal_PuL_L,Frontal_Inf_Tri_R,OFClat_R,Temporal_Sup_L,Temporal_Pole_Sup_R,Occipital_Sup_R,Thal_LP_R,Frontal_Mid_2_R,Cingulate_Mid_L,Frontal_Mid_2_L,Caudate_L,Thal_AV_R,Thal_MGN_L,Vermis_4_5,Putamen_R,Vermis_10,Precentral_L,Occipital_Inf_R,Caudate_R,ACC_pre_R,Angular_L,ACC_sup_R,Frontal_Sup_Medial_L,Postcentral_R,Temporal_Pole_Sup_L,Postcentral_L,Temporal_Inf_R,Temporal_Mid_L,SupraMarginal_L,Rectus_L,Thal_LP_L,Cerebellum_Crus2_L,Thal_VL_L,Cerebellum_6_L,Angular_R,Thal_AV_L,OFClat_L,Cingulate_Post_L,ParaHippocampal_L,Parietal_Sup_R,Paracentral_Lobule_R,Cerebellum_3_R,Parietal_Sup_L,Vermis_9,SN_pc_L,Heschl_L,Temporal_Pole_Mid_L,Pallidum_L,Cerebellum_4_5_L,Thal_VA_R,Frontal_Inf_Oper_R,Olfactory_L,Putamen_L,Thal_IL_R,OFCmed_L,Raphe_D,ACC_pre_L,Cingulate_Post_R,OFCmed_R,Cerebellum_7b_R,Pallidum_R,Thal_MGN_R,Thal_VPL_R,Thal_PuI_R,Thal_PuM_R,Insula_R,SN_pr_R,Cuneus_L
Thal_PuI_L,1.0,0.42404330020678693,0.37874370625860293,-0.015752103370041293,0.32631788431963993,0.4496810571306605,0.022382068248672102,0.15022471552964753,0.5258396314651864,0.3858437296490616,0.07606094153170395,0.4342863725697641,0.6022875119389078,0.27573696584231894,0.2369734191682074,0.13097561902605467,-0.2007411973090415,0.10410629521905007,0.34814046253096465,0.34107974299103533,0.48318703275964164,0.43747706414788523,0.228839652884669,0.13436409456414086,0.470974550947981,0.3220675399685256,0.29063636843498053,0.6247808135804814,0.5680612640778715,0.14914037777325287,0.29296261965576625,0.0406595388416503,0.48843384472218543,0.35003094755241104,0.34884826807435587,0.3166662165407944,0.3317401708938279,0.2209398963710155,0.3530985607676387,0.391256208058662,0.4958290119916525,0.20133135808316593,0.2678232169638707,0.0454379647079609,0.3605233410055593,0.4434646729330277,0.5562398663804948,0.5652588758275194,0.35229572631676265,0.6368664976911155,0.07664481005508089,0.5513452873641594,0.1977104713254286,0.5046643141830034,0.2638746062355544,0.499820981354208,0.4233214106960963,0.03936659086904729,0.38241303794485443,0.4521889535297582,-0.02998251507366101,0.2578090651653406,0.26959515554683616,0.21805928909132163,0.28579363826953325,0.21326200203441995,0.3111205863093566,0.2834684280944296,0.11892518733835566,0.5506907030401129,0.2681269239268782,-0.07116171826611048,0.24150775993436838,0.3776902482788437,0.35924343855362256,0.4372860943643952,0.254702887188788,-0.021891761733835557,0.2461634879211467,0.1895820065936388,-0.04427917935798415,-0.04251925113391927,0.5566869196461941,0.042495734295907056,0.6278992759337839,0.21454684965492413,0.41872637734943075,0.3643279828112504,0.23670750563634937,0.6554216649313677,0.3652347659332576,0.2491322169204888,0.17995258822195034,0.43916881020930176,0.36362128925996107,0.2751740088267512,-0.07757562655282964,0.46626224377466685,0.3239058990729038,0.3587099280012174,0.43128802905547664,0.4704728555101455,0.29054010358215315,0.4151406833768708,0.22780014611674665
Thal_MDm_R,0.42404330020678693,1.0,0.5745833316331797,0.3457192320361978,0.1953246221283241,0.5676743432151686,0.4292967579243415,0.14684726128115794,0.19032682265166273,-0.11923264994441836,0.4110569104589202,0.5226907364970865,0.3685118173295097,-0.2011107543260048,-0.01432906938647038,0.5005017175557324,-0.06393474022914117,0.10522944329197148,-0.08545925233927926,0.3556247238661838,0.5311668450699845,0.16283674180740976,-0.2184516763079825,-0.17195562282390275,0.3019856672422211,-0.08961355328530124,0.5331975446349133,0.10551071071837274,0.27887778617466036,0.5701617575721603,0.0459533113613862,-0.3478917123140162,0.583824983923266,0.13055638472587322,0.6615511150191152,-0.2147945235627309,0.5260930579679312,0.07472990710999922,0.49784425101257057,0.15583743494841049,0.05448410106615072,0.12859259580195254,-0.1457309880170289,0.4806696370793526,0.39610977987399515,0.578712399553935,0.3688247129411529,0.20044167803076443,0.053691351369060794,0.4054209555311952,-0.10611353529498468,0.33992237116489177,0.029514220778354427,0.7455244328749914,-0.10419504960746599,0.14878228698315518,0.23365958705153891,0.19728774996654788,0.2125789946970912,0.24326046507048008,0.5696807355115779,-0.068791923717491,0.595264502985177,0.062358981119738144,-0.09804401496543706,0.5053224640212901,-0.1557894039373376,0.14061424933489666,0.14886448437688696,0.6054709532192472,0.32572089793752945,0.0017736590753847494,0.19369707761916277,0.06066828015848658,0.584696631724028,0.06767389642072168,-0.09646630935854553,0.4922274299408398,0.2680473927327969,-0.10679508562226213,0.1128671661420786,-0.08796513082197624,0.2797282246196498,0.057861382389090076,0.39119832486394773,0.5062765118506736,0.5189979494408018,0.41457964296080047,-0.24789479595201813,0.5175865826327449,0.4702059171315362,-0.28959953690298884,0.05352258251889742,0.06679298939652926,0.4738406810319428,-0.17349751183461667,0.10886255671218972,0.20908918332292742,0.2572434567967292,0.6691745788790197,0.4465357188140673,0.6425069475546749,0.12830908739896454,0.10924307626026891,0.049012422578328024
Thal_PuA_R,0.37874370625860293,0.5745833316331797,1.0,0.25785545894383427,0.40440932612722086,0.5973716535508603,0.24386161081558574,0.34983899585276174,0.4705089671327408,-0.004623608142984431,0.46814601282374985,0.48397657941687583,0.5189323037101957,0.01912154426740394,0.17084190298005297,0.5125836523970695,-0.02489076191262464,0.1761740908138529,0.1848132155580785,0.3623761843192171,0.21670197274062764,-0.007022319770091119,0.059657431907159185,0.008552124139933295,0.27463800572600783,-0.25924954256981547,0.5518248593714271,0.1595267673464106,0.4993413108142234,0.3683579441914704,-0.05882504882142905,-0.17614379742818512,0.53852438379103,0.41299465133868796,0.5478792850785118,0.07742260900982235,0.3602105640829385,0.1983800825712161,0.5777701026700229,0.42781827420519564,0.17620140446028804,0.4417473475373155,-0.28019422226547697,0.11037365226772988,0.6345797294147993,0.6382306899350142,0.466676177564124,0.4308226342389488,0.17221962034468336,0.48645595131165026,0.07397101665090852,0.5254751216196593,0.39086023365878286,0.6444066712924452,-0.2518734384692399,0.3713950278604387,0.4617646649290209,0.0668602763823982,0.5073439377744389,0.43731555462712157,0.4558713033237482,0.21413504087206603,0.43081058315056187,0.18371417845074428,-0.047468044281323216,0.39805911758171836,-0.0053780186749701215,0.12020794691654901,0.19650399771408208,0.5830650036914441,0.3795642308486741,-0.09393582693924397,0.1319450123280796,0.28407331320336454,0.6295658177097767,0.2719286953690979,-0.2599862139080851,0.1863769846290729,0.3753030393930532,-0.2467418810988701,0.3201256800638013,0.3672522903533596,0.34619841535750173,0.14772241172288963,0.45310560078351186,0.5203492315707033,0.5742840798730384,0.6421231715418177,0.12285601140853356,0.5544466605605991,0.647037103725268,-0.03849945519993355,-0.07738475619457835,0.30225922545437545,0.6198394368761361,0.0032709064007389117,-0.11804373178468783,0.46954705841136285,0.47106054831298366,0.6169449306932623,0.5536013910773335,0.6881325267343028,0.2915706415334662,0.29449344539065797,-0.15681489904117016
Cerebellum_6_R,-0.015752103370041293,0.3457192320361978,0.25785545894383427,1.0,0.04851689304925855,0.1961007371910166,0.46097807383542266,0.03819993059074298,-0.15829979713784542,0.05440824498000959,0.6014787396128553,0.1172010019239697,-0.11105642745679664,-0.2673032368965132,-0.005902974431961225,0.5840875952303104,0.32539674029871496,0.2700287060281665,-0.09169939048846275,0.02329986941424441,0.16060895468008224,-0.0401169262236204,-0.04390550801419209,-0.14478301379643513,0.3495632356951021,-0.047529933443109226,0.04047598971554665,-0.3602033158483347,0.021033637317003646,0.23579092185414682,0.10563942568209626,-0.3106269983573239,0.30717645447594305,-0.26346599685431965,0.29203827455086806,-0.3006204516896652,0.28194115197206654,0.12316653602903416,0.1516294809856172,-0.04983035756495996,-0.1478718441598327,0.30104555073165906,-0.05978676074099323,0.3149685796520438,0.11532835028730941,0.2714408215330161,0.01951973244051843,-0.16686315675394384,-0.23873727550867102,0.04421735080598845,0.19573643105568755,0.0015851142180276863,0.3246390837401974,0.37136630119759106,0.05103041581807092,-0.22969498814240816,-0.014635224620001377,0.3877830844324105,0.05872938117290486,-0.07400273099498982,0.4326099345082241,0.03182705281944768,0.4176786740792178,0.2531111536034989,0.09884944628591669,0.5049666176780282,-0.35298369763521315,0.016603956053309353,0.41537523312733543,0.19447935607491723,0.3778373144227007,0.22482560412647995,0.06249043312011382,-0.12254201530058191,0.4062167693999883,-0.18407725074260836,-0.011702205524142955,0.3187868296912675,0.24929163780192926,-0.014311472340988101,0.6303125872438975,0.12451585733970383,0.06608293156228945,0.06706687884312565,0.04887647381595621,0.5710857032787057,0.27858258849818757,0.20069317055110955,-0.16136664137190557,0.018991081871975738,0.1658727153840533,-0.3634383128667416,-0.3127685828190389,-0.18025011434046154,0.19827445660139592,-0.2613043077596252,0.24629291275128995,-0.047807636880693394,0.1900510558708801,0.18699881949008715,0.1449584527900293,0.15244912787339507,0.03924903530708637,-0.1984891876216797,0.15548634393032776
SN_pr_L,0.32631788431963993,0.1953246221283241,0.40440932612722086,0.04851689304925855,1.0,0.5596861124159189,0.11005534262321753,0.12502851444826976,0.7113813807620732,0.37361811857060756,0.2772242560368517,0.42157824889504664,0.4620628596450404,0.16804591182471698,0.2862735949796329,0.36600643521214377,-0.01633250067118177,0.3045995247259425,0.2697871401645319,0.38006931316352566,0.272442410316463,0.178924304478621,0.19935595361325154,0.12840720707670678,0.2201729964400877,-0.0690684806336688,0.37430928489915133,0.2964082756242185,0.5460875270326474,0.09291976270501213,0.10425757070991411,-0.17008568050881787,0.5098481697515564,0.19673177130986536,0.2719788922177677,0.21980993629126702,0.3760442950431376,0.4333371234602641,0.4238628066952798,0.257964417723269,0.5101887048935165,0.5110544231722893,-0.08212785025962584,-0.026306170523268155,0.5594422945858843,0.5419137783531044,0.5520662136142639,0.6221284182103538,0.048405196284025995,0.495440776780285,0.33347791585287356,0.5512204826268748,0.4505082086687454,0.42888959507362084,-0.10242185963669057,0.5103168752575092,0.5523726076813795,0.12045670824700304,0.600262080956612,0.580514323593509,0.040017734402046715,0.3803709923977693,0.3152481796283319,0.19576579405920064,0.3376421018039566,0.32258865998356173,0.019191711481347715,0.3765526006187633,0.1202106145154241,0.6634858665064435,0.39778969542022763,-0.18536725020234143,-0.2481653651638113,0.3230583658775671,0.48297037199844095,0.2633554624823652,-0.08482384887029974,-0.1109338417803169,0.3245423040692885,-0.08778822792697022,0.27643265716926135,0.531311394173331,0.6366882616455183,0.1589289093320525,0.5715038799732935,0.3918278241387708,0.6770661073321916,0.5656198401795862,0.2306500537552203,0.557934970941692,0.3662118650533513,0.09455331512212105,-0.11313202515178591,0.44143092609778006,0.5691772641411543,0.33900632124359903,-0.25215049345220164,0.500738843088832,0.43577809141733365,0.42797977687008926,0.32074394961956276,0.5708538764967203,0.36892945741002264,0.5411380779293892,-0.011718097924645673
Thal_PuM_L,0.4496810571306605,0.5676743432151686,0.5973716535508603,0.1961007371910166,0.5596861124159189,1.0,0.22602835139388958,0.011832564131226752,0.40634648350663677,0.05749502244113824,0.22293204215550919,0.5884184778488626,0.41277371644255456,-0.005838364520184012,-0.0544678957496587,0.44560209436164994,-0.0829756374470074,0.3612807747354085,0.20062704922839597,0.2912198186056621,0.39567188206315235,0.2149865455325392,0.05497571773112959,0.028060184511424724,0.1839032052572228,0.05280090888372215,0.48379106308283176,0.2994635778321633,0.44459411950860017,0.3656612252713755,0.24223572178741518,-0.47369261856081846,0.7701479592221554,0.11829562947023543,0.33881326481391355,0.13421411553275991,0.6367956295210122,0.18315330862232979,0.4312885335299607,0.22664210145880215,0.35226375368025165,0.3388485712035005,0.032830156141085816,0.34750614516677614,0.45871148456181066,0.5226969774579809,0.4489229670188855,0.4787728115005853,0.15813865086201795,0.519258654423597,-0.006661949717241594,0.4789575345962598,0.2911607026384082,0.5811372771437762,0.014427950621300742,0.3760688868106703,0.3716900045411232,0.2165044855306851,0.38823448617718737,0.36818529989950927,0.20150337258906253,0.21413907813541486,0.45283704488845616,0.23986710566470712,0.15833292719648226,0.41337799868929176,-0.06708551339077265,0.4403674523699949,0.156186207745254,0.7957621007342888,0.4665726421443813,-0.016258898450520445,0.06266806628687722,0.2826365941622338,0.6026120271983947,-0.023604340376986166,0.025677011489789556,0.0787194550695053,0.199818996114291,0.05038701758771567,0.1436306178871002,0.391674939553868,0.6214477495307273,-0.041546775575263664,0.6601378406921176,0.4237505302576714,0.7350762293510935,0.4985972427732986,-0.059047989335183765,0.6778638308371175,0.5434070832226775,-0.12153906008773593,0.04047304846926734,0.35633019004134897,0.4655586039244685,0.16052094678622597,-0.03223863570899001,0.5669357160244317,0.5896738281249079,0.6200959996543224,0.28045666152346954,0.7545030925714116,0.1380210607474994,0.17987338341941558,0.10910065262873622
Parietal_Inf_L,0.022382068248672102,0.4292967579243415,0.24386161081558574,0.46097807383542266,0.11005534262321753,0.22602835139388958,1.0,0.11431417843014548,-0.07580023495461394,0.11694096879761062,0.5884818620449805,0.08914174898095238,-0.08878602566988497,-0.6414054383416244,-0.3581141618388529,0.6608582434911897,0.17650442072010805,0.24333313122368877,-0.5226352456322463,-0.12599245237047332,0.21442717969600014,-0.0774921384704464,-0.6283625926922497,-0.233371046422767,0.2405379187299027,0.17978812527089588,0.29284734495949977,-0.44630035455517925,-0.019993082399455367,0.7441966462921397,0.2158867636512372,-0.11465988420902298,0.2955472415342686,-0.09405514128176197,0.6124655004673375,-0.5947619574923924,0.2610758684162936,0.28238686552639525,-0.028258106350039218,-0.3609393166784128,-0.22708374294696032,-0.1601719644274149,0.13650744545031315,0.14417127074114314,0.023616292486903064,0.4664741291751818,0.04343059851895281,-0.27656904090865597,-0.3077334846438904,0.20560375746378287,0.14912772603242924,-0.2420253807840767,0.025471910115305234,0.6554684976681809,0.20813035696920051,-0.38955462512030276,-0.17723496145306947,0.8033979325141424,-0.14441157099921753,-0.10386624086099612,0.6917293825071789,-0.4268950735616026,0.9150454685547627,0.2980795471907107,0.0354787993532173,0.8243461781685356,-0.3672729144012716,0.17228583261189426,0.22692393552392098,0.2323972179436479,0.5502864582149903,0.5879540431732465,-0.03382560200132631,-0.4149561267270108,0.5526485650999154,-0.13886166463339464,0.2297015825474038,0.6976154255257463,0.19597185805139875,0.31240079797267956,0.2525945342724859,0.3047576187138372,0.054836609233384015,-0.04843335924828774,-0.07954546112781011,0.6306406995139049,0.1816833501174816,-0.055222010392237494,-0.47919477503710295,-0.03044657346064496,0.3125392442101874,-0.6949719198172174,-0.3165879556975476,-0.40991628894486454,0.2847613872438425,-0.5111622974374648,0.10973046372726761,-0.1761467698076678,0.29453848250870746,0.25514874515593877,0.17890337585477176,0.10547610439699244,-0.2936764766441297,-0.16792336032432303,0.4849912324776684
OFCant_L,0.15022471552964753,0.14684726128115794,0.34983899585276174,0.03819993059074298,0.12502851444826976,0.011832564131226752,0.11431417843014548,1.0,0.18937334701010547,0.06702629031061512,0.24033453433718444,0.05919299763426628,0.26220902331779505,0.1392371652073869,-0.0035168318272366917,0.22552121121925398,0.14939985593446722,-0.10951068364745949,0.21584890472006338,0.13099418135583338,0.19440479910889077,0.04420623575726775,-0.013853209942403714,0.048626414059013426,-0.038782591598513244,-0.003335116437054115,0.37116775627611115,0.017957834667137393,0.4483814647490211,0.07692784890353051,-0.017761710501707228,0.2909382750572239,0.027841362797760633,0.5486427610234094,0.18383109727068367,-0.0842268456450923,-0.02633597958897868,0.2180263495276841,0.33392655455369785,0.381831168195952,0.14100721627538454,0.2588267259905924,-0.02145159710117957,-0.16481736111612458,0.38855611600622497,0.4173706982512647,0.4628488759884989,0.3516404639386879,-0.130109374879106,0.304357314243312,-0.01761845895120851,0.34020984825599876,0.16261784326954332,0.3607570475776026,-0.000831056022914022,0.3132616551901228,0.5026236201043304,0.06959148005996901,0.45304264379654735,0.4927089498083939,0.1262094602940924,0.18792115550204672,0.1811305463797203,0.22268377749811455,0.03247334766840669,0.20172355033540726,0.07620231612623504,-0.0836220704498175,0.1865007430654703,0.08682688591464341,0.23297250557119326,0.023560332209472342,-0.15444196177424394,0.31465802404849424,0.2657551199593931,0.3796313457310061,-0.05480288753086784,-0.08700330299141731,0.12154086540178959,-0.033814594612176806,0.27027009365226423,0.0642784296497296,0.1624642620952105,0.47177786694265417,0.021859737736323933,0.19997530935621946,0.04607869467456331,0.29555140189261486,0.19850986576908797,0.2322067505659998,0.3519104541240064,0.1639823041070669,-0.13829391680470188,0.29790089323682556,0.3731715517266831,0.101555885339891,-0.18312922945701282,0.042652613645956426,0.033397550002041074,0.08538504186662467,0.16569272701462054,0.08437328146608873,0.2630654124050159,0.2047380763773607,-0.035118863563811754
Red_N_R,0.5258396314651864,0.19032682265166273,0.4705089671327408,-0.15829979713784542,0.7113813807620732,0.40634648350663677,-0.07580023495461394,0.18937334701010547,1.0,0.45421447189732245,0.1998031276279067,0.43287380171586237,0.6547498261535679,0.43248487206339103,0.5244540651995914,0.15297805236050255,-0.2424679253201569,0.2819342613970278,0.5067053659276576,0.5576491972819538,0.3302754549548809,0.2812028928814551,0.41282642381592827,0.13163870385510168,0.39468240032422425,-0.06991197026097183,0.3688092415193449,0.6012420366611794,0.6547809032042838,-0.009379054872502807,0.08219818103403523,0.11512554284427949,0.38790594781188176,0.4197766874991456,0.31927023758765855,0.47981721327528176,0.15301509969709082,0.4898811991561123,0.46841132300000987,0.44602422257754837,0.6631251754662374,0.5373337962423766,-0.07030779799179698,-0.18367161175045355,0.5870224476351812,0.5425948959143408,0.6169490156815491,0.7218157766590082,0.2835769783003049,0.5745145944311527,0.31330528589967765,0.638700905086063,0.45806009767909706,0.40776960347368174,-0.110153155133728,0.6711347579673324,0.55045141651857,-0.081365598940813,0.5980625640603032,0.6101872862576119,-0.04749314828182552,0.5047236800976211,0.17681563311274326,0.04590923940790334,0.3377669168012567,0.1813432912425245,0.31150939704227537,0.23333937091076207,0.025547117208650258,0.5828867495438417,0.28230523841941124,-0.3481733101569419,-0.15326759915631938,0.4949460137631326,0.41076558308319305,0.5426544823434745,-0.10851656115338514,-0.15456014088082443,0.4992815944660877,-0.14496583679220892,0.14692794762793715,0.3586038016593931,0.6137362587251137,0.19329765391053122,0.5912337929731661,0.29903684077176496,0.5092780711616013,0.584409963249126,0.4745005801960679,0.6071483722627089,0.30891706452581064,0.34217314777905283,0.05612838927283781,0.5147735089759168,0.63790510663575,0.4327752295298781,-0.26577239756004584,0.5291864364531508,0.32445611422875364,0.4364329396384861,0.5458074120160374,0.5280033734335388,0.5662123888650032,0.773590237295247,-0.1142466148742386
Lingual_L,0.3858437296490616,-0.11923264994441836,-0.004623608142984431,0.05440824498000959,0.37361811857060756,0.05749502244113824,0.11694096879761062,0.06702629031061512,0.45421447189732245,1.0,-0.019528768961708447,0.17472050249203883,0.10249765337665827,-0.012995674269971487,0.14580509534343858,0.053046990382462814,-0.1899487375337331,0.259102844178105,0.11422908566598698,-0.03413300199020557,0.15382937945053687,0.1556556710564377,0.14862002989028777,0.2322273187040707,0.296849417007782,0.5152892400695803,-0.10280347365240289,0.18633546182734573,0.2088546238932426,-0.10403182388963052,0.5006995160860722,0.03492547870592385,0.25332487617067817,-0.01756472934772393,0.1063510415227927,0.06964740465791698,0.07166079388398552,0.5785904375701387,-0.20344478404476782,-0.2017346944052255,0.5534199956631468,0.2039823530147882,0.5269318800191766,-0.32271654250497017,-0.07015591660534852,0.2322105706104636,0.21624960785921435,0.208759492667444,0.0530507571314224,0.3303686660731497,0.5361258123548215,0.034735254082781136,0.3383224677522056,0.19243631381456217,0.5448522153001691,0.048346462356531825,0.07373423576486424,0.44072592750942813,0.10448186286653487,0.1288327396143657,-0.20166015451032868,0.21079041386985248,0.26460140069870186,0.4286405010132392,0.7105088929786018,0.34458484519282145,-0.014591588637222942,0.2007215439949669,0.18972940171903116,0.22448417776493948,0.1465327341514195,0.13468880151368637,-0.0528648556403772,0.002890890103784067,0.1874541837239251,0.3824937690023047,0.5079181036845618,-0.08923578846519543,0.1504597964079595,0.458497306424569,0.19102334443943209,0.30030981635873116,0.47975398553355475,0.07436668082731157,0.18037231800242248,0.06351329536510443,0.14381911957971316,-0.03480244014327877,0.25125427026738567,0.1278047427251513,0.09663925610035846,0.02775222658374571,-0.13320590033678378,0.03825065002741034,0.23233636910249256,0.06854753853910316,-0.27416371768371917,0.07184195402679283,0.16356162721702786,-0.14791413560482977,0.21240006746263576,-0.0735962520385317,0.08988378849469654,0.3473041376534021,0.5442103275719165
