,Thal_VL_R,Insula_R,OFCpost_R,Vermis_6,Rectus_R,Thal_PuM_L,Cerebellum_3_L,Cerebellum_10_R,Fusiform_R,Cingulate_Mid_R,Paracentral_Lobule_R,Thal_VPL_L,ParaHippocampal_L,Occipital_Inf_L,OFClat_R,Fusiform_L,ACC_pre_R,Red_N_R,Thal_MDl_R,Pallidum_L,Temporal_Mid_L,Thal_LGN_R,Parietal_Sup_L,Temporal_Sup_R,Temporal_Sup_L,Frontal_Sup_Medial_L,Caudate_L,Temporal_Pole_Mid_R,SN_pr_L,Frontal_Inf_Oper_L,Cuneus_L,Cingulate_Mid_L,Caudate_R,Frontal_Inf_Orb_2_R,Occipital_Sup_L,Cerebellum_4_5_R,Frontal_Mid_2_L,Pallidum_R,Cerebellum_Crus1_R,Amygdala_L,Heschl_L,Temporal_Mid_R,OFCant_L,SN_pc_L,Parietal_Sup_R,Lingual_L,Cingulate_Post_L,Frontal_Inf_Tri_R,Precuneus_R,Thal_PuL_L,Cerebellum_7b_R,Thal_PuL_R,Cerebellum_3_R,Thal_PuM_R,VTA_R,Frontal_Mid_2_R,Thal_VPL_R,Thal_IL_R,Occipital_Sup_R,Raphe_D,Cerebellum_6_L,Frontal_Sup_Medial_R,Supp_Motor_Area_L,Lingual_R,Thal_MGN_R,Cuneus_R,Precentral_R,Cerebellum_Crus2_R,Cerebellum_10_L,OFClat_L
Thal_VL_R,1.0,0.20835232606291335,0.1629555419104045,-0.15328696636257827,0.21461709376881136,0.7580245445808746,0.3577576018315339,0.05684011361228197,0.20544804042724849,0.4621613568336258,0.031137565872408297,0.7571623107971002,0.020363932001529538,-0.14717931518607213,0.31404061349834667,0.24098660163214827,0.38686209110771014,0.43154559997781394,-0.008842694502259933,0.7729183851796061,0.010881440768436834,0.6843231293532012,-0.18042239046998076,0.20043529190159545,0.2222040344896791,0.3207955959896682,0.4521509128861803,0.02061726208838042,0.5647943670865335,0.5168260104232993,-0.11814129325086652,0.4071994761517491,0.37814299689581393,0.1800606018600298,-0.17288797174731368,0.20291467107588482,0.3495573692656168,0.7930192704785652,0.049195998450270007,-0.023276341959882967,0.4371777635337447,0.01231907950871735,-0.1799513811126695,0.431615134209104,-0.2037881254765571,0.05946491358838892,0.4781210875774687,0.5295453991577465,0.08755335168786586,0.05859919213760974,-0.015554754770647456,0.22869431160809797,0.1101181677717717,0.653450012295199,0.08060411752402463,0.5079774750504983,0.5639599934169647,0.44927371796734317,-0.18716605081890939,0.17178609162169547,0.2781679401310273,0.3131332610560369,0.4131244839973855,0.2671274162670008,0.7321332687188843,-0.10394431411668026,0.26523285661794826,0.09086646024089695,0.17431413124218303,0.1041615818249203
Insula_R,0.20835232606291335,1.0,0.5024319909229048,0.07634946658594924,0.5888350122715974,0.1380210607474994,0.1103744050372661,0.5531459925129939,0.39520521617168897,0.4873267628634959,-0.3659369543490235,0.16696830653216702,0.38829865906442207,-0.369644889298497,0.6114044961709558,0.04696017298867274,0.6446342598620213,0.5662123888650032,0.26224047567543785,0.43160601093210854,0.3446925180758252,0.31079537215807956,-0.4886862999177977,0.7057099923242834,0.57984172653403,0.6369299829698952,0.6950970886437611,0.6371979474387397,0.36892945741002264,0.43401990054779244,-0.4791099646446094,0.41566998730729743,0.7388862275124505,0.7945535113674738,-0.3647806617763949,0.2643263135928105,0.6013307065759184,0.40863787635518894,-0.29809378414638593,0.36988711829297355,0.42310914317701365,-0.17410940032191138,0.2630654124050159,-0.017406612755463832,-0.4075999909835238,0.08988378849469654,0.25328764198814135,0.6795742904729483,-0.28270696382877025,0.31004895289858336,-0.21178945183846581,0.5506349083495289,0.5495482577271013,0.40363049032189185,-0.3655902229441144,0.6714485865444081,0.4093429876460649,-0.03267876409208194,-0.3444490145297697,-0.1283609264926942,0.2125782446452415,0.754140582483184,0.264003720174012,0.32040236458322063,0.1266399148673774,-0.31435371985517824,-0.09001725366836578,0.11635853588997284,0.5293645414784339,0.6041562053847745
OFCpost_R,0.1629555419104045,0.5024319909229048,1.0,0.03499539926112152,0.2349769608737855,0.1841433765140619,0.4019897525860407,0.04578478365676472,0.2856084320276423,0.47738101702570024,-0.21216700761094923,0.12375983653930879,0.5180755025303044,-0.27230658351995435,0.3691875617994349,0.06666824915557039,0.48534708167094504,0.5158575286419248,0.19322928310699364,0.21230574340765304,0.22726983858640198,0.5015457162730073,-0.2791539043700145,0.3594471049403955,0.3810429236336472,0.4668881107274284,0.4818484024882245,0.23006332959870016,0.4289862753092528,0.35091683540803126,-0.22348839947988322,0.4583941508239126,0.4174696829567926,0.5481201808591681,-0.2549774574487875,0.4117231576597146,0.36854565728247085,0.3774191100237975,-0.25119487540104907,0.5374155576856104,0.27291046929286183,-0.12373031906695035,0.5138293448734607,0.5224195689205341,-0.2901392170864371,0.29545024806871395,0.3346071216172718,0.3331430848529503,0.08040722002185748,0.3573558685677877,-0.4481125145335038,0.23751045997912215,0.5188750499094295,0.19534204163755145,0.2294272960172707,0.5486217911848776,0.1412552504837969,0.32726897137953775,-0.2756286578414186,-0.30724782639503834,0.2942384430005141,0.44164313092235097,0.39861124422554983,0.39553817450538126,0.24883385479564094,-0.15224031110368566,0.22246228412171576,0.12909099895570122,0.19006846442481817,0.4032345919396018
Vermis_6,-0.15328696636257827,0.07634946658594924,0.03499539926112152,1.0,0.005138735895278744,0.13040529261368794,-0.06731501273592694,0.10719029209787212,0.09812175961188403,0.027062748705842247,-0.06834051420239079,-0.06281668750338766,0.05990285893953923,0.4030742364096956,-0.10265988651651592,0.05490018590304169,-0.07695382293322428,0.23612871741461347,0.0487536508528228,-0.02523039887582238,0.41264977662704894,-0.16435411789041532,0.378034803151946,-0.10923231039614262,0.3825725629183183,0.06469421141863846,0.12602190554234394,0.13301162160954955,0.13470530489970964,0.22264534152198673,0.37080805836575037,0.10753755591151082,0.11142791477767001,-0.03606382535483412,0.35974776704286193,-0.07783702200925187,0.1567835179609733,-0.18605835019846467,0.3445266778574798,0.019409991635495706,0.38811050533312824,0.4136812251933366,-0.013328910130808199,0.09739630913365982,0.3752389835395243,0.35033929422545057,0.12444786926468222,-0.16121909377139854,0.1735812660198564,0.3834517828690179,-0.05824769099448656,0.07332268674083882,0.21706641657283302,-0.010512447875661168,-0.06104464704749286,-0.06735243029536322,0.019659577220167184,-0.11231673542833169,0.3832776137966956,-0.08778953726375989,0.23897772699168227,0.055340082754725795,0.004129877510493467,0.10665179465286281,-0.11158365730361491,0.34958187048470396,-0.1070960835245167,-0.07349560489761493,0.2099759562002742,0.24441814863243425
Rectus_R,0.21461709376881136,0.5888350122715974,0.2349769608737855,0.005138735895278744,1.0,0.0711376740113747,-0.3368500167938084,0.8013214370658385,0.15928111920992566,-0.0179917680542735,-0.6855080903604314,-0.07042405609289236,0.4045253640612406,-0.08420131330071873,0.6642926499743097,0.2746268200611755,0.5116677911822353,0.40227243602464136,-0.1201922717178465,0.4502807163551784,0.11365902729696574,0.4074249963187795,-0.23351976809023972,0.4779193076972605,0.46795040487245043,0.48251603836820467,0.667121379760989,0.8311783074286496,0.1919415719114079,0.13441970412148935,-0.41887559542072245,-0.1248241555337849,0.7539502972248351,0.5889871113498248,-0.10218907470837268,-0.23559360038374594,0.37347088599244027,0.5009222874992199,-0.07818803794479111,0.6945256634958872,0.25333806303822576,-0.10594730987941364,0.004863535388060062,-0.018142340611011488,-0.1739547065794633,-0.01152506233554894,-0.2002633388205105,0.2891737904134969,-0.682550570247727,-0.043816458382813055,-0.19463450046676767,0.11046684943249838,0.1510317595661767,0.15959050946267297,-0.5033644547543813,0.3640073696156392,-0.026241225892847282,-0.06395041312765742,-0.0927983446489355,0.3242049109272008,-0.031044871848913604,0.6109777331860158,-0.2355489430176295,0.04881189187621422,0.03896297453036074,-0.24644836852579616,-0.5423475728974924,0.2474262788352228,0.7828947369010074,0.6827415835017657
Thal_PuM_L,0.7580245445808746,0.1380210607474994,0.1841433765140619,0.13040529261368794,0.0711376740113747,1.0,0.44560209436164994,-0.06164079451673248,0.1839032052572228,0.5254975471627592,0.0787194550695053,0.7701479592221554,-0.023604340376986166,0.09738746930592229,0.22664210145880215,0.28950148780040347,0.3716900045411232,0.40634648350663677,0.15905068005328424,0.6601378406921176,0.15833292719648226,0.412479966374192,0.05038701758771567,-0.0544678957496587,0.35226375368025165,0.36818529989950927,0.4787728115005853,-0.005838364520184012,0.5596861124159189,0.7223278617985739,0.10910065262873622,0.5226969774579809,0.3760688868106703,0.051659191378692265,0.05280090888372215,0.22293204215550919,0.4489229670188855,0.5669357160244317,0.1492291323830684,-0.10096733298160597,0.6214477495307273,0.24223572178741518,0.011832564131226752,0.391674939553868,0.025677011489789556,0.05749502244113824,0.6026120271983947,0.4312885335299607,0.22349318719209912,0.18315330862232979,-0.03223863570899001,0.31835254768395665,0.199818996114291,0.7545030925714116,0.15257230983495793,0.45871148456181066,0.6200959996543224,0.5434070832226775,0.032830156141085816,0.04047304846926734,0.4665726421443813,0.3024689499122613,0.49489912137709363,0.14620851131178972,0.5896738281249079,0.10204242233093047,0.31454131233282534,0.028060184511424724,0.11302462845809184,0.2826365941622338
Cerebellum_3_L,0.3577576018315339,0.1103744050372661,0.4019897525860407,-0.06731501273592694,-0.3368500167938084,0.44560209436164994,1.0,-0.5378506505117546,0.4164037844760314,0.5274883934271622,0.393245234707953,0.49916676061367926,0.0972421999666577,-0.22054195173209543,0.045539658561961245,0.2997989307590437,0.2599812877116913,0.15297805236050255,0.29235828370201317,0.239978350122713,0.08167841484467635,0.20734955275063888,-0.12940300394068976,-0.03371953056141382,-0.02602207079385284,0.21524801815822456,0.10509548376267035,-0.31297407519827825,0.36600643521214377,0.4216086006221872,0.07492080260059326,0.5747866912672979,-0.004151147129317602,0.14640464943958,-0.19319224236174343,0.8015604284709484,0.24924120729698715,0.25893115008019835,0.011214654378171957,-0.22657798369700366,0.1715181548256049,-0.02723179894987611,0.22552121121925398,0.40709569423914277,-0.21006445935217868,0.053046990382462814,0.6086578971713488,0.3280027975939514,0.5969264584727239,0.24275443868936114,-0.09198668563023536,0.17943164395686176,0.5087002776979199,0.35872958932565924,0.40627816372137654,0.4466224227567172,0.4053447299425153,0.4443522034012738,-0.24209059990814547,-0.33454607566549843,0.7306946296591039,0.14606821512095072,0.6349172274766014,0.27614177247211547,0.4818384412760296,0.0324821820553484,0.6510532471301371,-0.15928519503354927,-0.42074443459337874,-0.09499214367599239
Cerebellum_10_R,0.05684011361228197,0.5531459925129939,0.04578478365676472,0.10719029209787212,0.8013214370658385,-0.06164079451673248,-0.5378506505117546,1.0,0.08877641230681949,-0.008239265715605404,-0.6284552327101499,-0.09845627766261751,0.39919318164176953,-0.0447171845995502,0.47092432838194925,0.016784466542932943,0.39086049679919893,0.42466634023797256,-0.026384358710823133,0.33820658568218587,0.24748220398110482,0.22761601415752783,-0.21832496507925736,0.5608920078174019,0.5431829949608117,0.396032373826885,0.5644916517684705,0.7946909462733226,0.1550795408129599,0.1082031213811016,-0.35153618634674455,-0.07561509959379957,0.6642231529822451,0.42247506360472437,-0.05083346202402068,-0.4144061271092166,0.3077200214818973,0.2648720427882183,-0.11903300328264901,0.5238030562709715,0.28124128394434794,-0.09582204912295839,-0.04679442811384199,-0.26476916025080344,-0.10023121615459808,0.1347478112843304,-0.2279269038600524,0.2194944736888605,-0.7104187604158133,0.04542552999716683,-0.1738315071135119,0.24429195221683123,0.09669618450828599,0.13171715832844788,-0.7118523049896074,0.22757999839052134,-0.00903717765412819,-0.2559365141043434,-0.015810568418434517,0.34424680277479813,-0.20776947375115076,0.522506897859398,-0.24806110610824517,0.07838834851001064,-0.13812614474487186,-0.1733157407695108,-0.6180065186037337,0.2510560075906673,0.8643473027611815,0.5159316534975901
Fusiform_R,0.20544804042724849,0.39520521617168897,0.2856084320276423,0.09812175961188403,0.15928111920992566,0.1839032052572228,0.4164037844760314,0.08877641230681949,1.0,0.3720484377514858,0.23991903488465016,0.21845514978227928,0.34009829418724996,-0.09343256600513251,0.27914716149555213,0.4803726113885493,0.15948868880640032,0.39468240032422425,0.1608375356989197,0.36270159320703527,0.20095295740299357,0.3347034397716184,-0.0935050609002941,0.4579672705356471,0.23351759722993307,0.19205442537791684,0.26949620233261884,0.12843505770864896,0.2201729964400877,0.326931695240562,-0.0008247049455861961,0.360339349043785,0.24722872620369576,0.3088545709344864,-0.04227858887303592,0.5893506473052258,0.2948008497338758,0.2796469845633821,0.06763378286246806,0.11715473541837756,0.229063954159974,0.04761219097656334,-0.038782591598513244,0.07374193809809255,-0.006229782034203895,0.296849417007782,0.37581435440399774,0.25494975094157385,0.2984343968453047,0.25668958024110666,0.010718429957132724,0.07464031566379856,0.681584354200846,0.36135835496225166,0.10653528210865433,0.3381437648822022,0.3080692875122204,0.10082203854420001,-0.057178029862220835,-0.028595903311579355,0.46075540294964296,0.19733633784044233,0.4803364088311901,0.5630241266566101,0.256574405761641,0.008951352998529942,0.26238183581994545,0.0005579935610161405,0.15383482707618565,0.21739433959667456
Cingulate_Mid_R,0.4621613568336258,0.4873267628634959,0.47738101702570024,0.027062748705842247,-0.0179917680542735,0.5254975471627592,0.5274883934271622,-0.008239265715605404,0.3720484377514858,1.0,0.24459007734680988,0.5964547227715067,0.3458526750277101,-0.3017183028936488,0.5121338037067502,0.14667151914772578,0.6136420891382032,0.5891683814715729,0.49849306593366904,0.5590248304037646,0.11487687059746593,0.3027582969602954,-0.311410850302076,0.3369930576493824,0.35778028664379735,0.6596366603198722,0.5959286200772457,0.09108443049611258,0.5530055115433594,0.7192866803552314,-0.16217455302894976,0.9405177626452474,0.535464663383437,0.36963319830840025,-0.2705561001630598,0.5454854390970199,0.7130248364798648,0.4910247031382195,-0.0836811239267659,0.031188222069867027,0.46574041480778905,-0.07355098102449045,0.4133477334144652,0.23631053238409097,-0.301632513859957,0.10590821251614528,0.7707333611891473,0.7709194636191974,0.31341258334810224,0.43158872062254866,-0.10122789804769651,0.6306931399605302,0.46997697450414777,0.6897558591258215,0.07094990899396922,0.8152399362431128,0.743057362727579,0.47539515583101805,-0.2998874034847215,-0.13886293260607183,0.42761100300153343,0.5994921479034345,0.8432583346720103,0.22351910321372234,0.44059450667288597,-0.15952386480549682,0.6013270489849948,-0.10994485627591898,0.1647821268087125,0.34615996551062106
Paracentral_Lobule_R,0.031137565872408297,-0.3659369543490235,-0.21216700761094923,-0.06834051420239079,-0.6855080903604314,0.0787194550695053,0.393245234707953,-0.6284552327101499,0.23991903488465016,0.24459007734680988,1.0,0.18982644491143175,-0.21607960460530667,-0.10550425208794245,-0.3073584158449219,0.035201194709032296,-0.37321704297025843,-0.15456014088082443,0.16942629576922194,-0.14614324642319462,-0.26753282946940626,-0.18194420370889702,0.02543509103058942,-0.15159137060696976,-0.40029950266078357,-0.2960929008592371,-0.43395366177724554,-0.5981673990124737,-0.1109338417803169,-0.003671799751906927,0.2049044734887401,0.257991853398259,-0.4651213814402961,-0.39898720605244464,-0.06607285954188948,0.44939604340427275,-0.13219572866093113,-0.2254321190830438,0.08775577496772095,-0.5038284881177617,-0.20519439136828985,-0.029320487371251217,-0.08700330299141731,0.03528078130150963,-0.00045189745959895654,-0.08923578846519543,0.34439715662067294,-0.011298016033912594,0.7580253935529185,-0.010390981924605596,0.29387208340386356,-0.05787526594938355,0.14282659886275156,0.13547169821410107,0.4819951491671701,-0.06436555728062703,0.3006180172996408,0.09886088016214395,-0.10167384565652376,-0.06441994399950642,0.13593216654368054,-0.3969701860348554,0.5245474593233951,0.11598457806609794,0.10215571199479735,0.034980528779847725,0.7320780232020035,-0.25121529638341933,-0.5155744486415011,-0.442899590483809
Thal_VPL_L,0.7571623107971002,0.16696830653216702,0.12375983653930879,-0.06281668750338766,-0.07042405609289236,0.7701479592221554,0.49916676061367926,-0.09845627766261751,0.21845514978227928,0.5964547227715067,0.18982644491143175,1.0,0.06486902724942181,0.08718258816446149,0.17287396544662328,0.2800674603236277,0.42681231797227326,0.38790594781188176,0.20772876309834043,0.659148116213394,0.24362774591259082,0.41277437045724835,0.06361491111448354,0.022732962141395127,0.32571826460920383,0.3677990785431201,0.40472592444196975,-0.09763741413347887,0.5098481697515564,0.7361111374937535,0.2023421379384492,0.6452859137664658,0.2668348387345246,0.12096756760000704,0.08580802638382641,0.24508664417420703,0.4848495486822749,0.5650827131586272,0.08164156269961162,-0.17623093615611046,0.5740367829996652,0.2203685833902493,0.027841362797760633,0.2699538231413248,0.032485586560638026,0.25332487617067817,0.6800459361848818,0.4964308455157358,0.28634554183629396,0.31798905941541794,-0.12968599245195295,0.3130065798159584,0.0787760096216477,0.6389188401191872,0.03867891989276171,0.4629776416575639,0.5838719103367129,0.526909668187445,0.06849885064879767,-0.007714981474556819,0.41389852921824105,0.3073221248441993,0.574077305279875,0.2863489401432231,0.6274338306518937,0.23109947865043837,0.33780345768445336,0.010668914980640315,-0.01414609467625192,0.009183190084124116
ParaHippocampal_L,0.020363932001529538,0.38829865906442207,0.5180755025303044,0.05990285893953923,0.4045253640612406,-0.023604340376986166,0.0972421999666577,0.39919318164176953,0.34009829418724996,0.3458526750277101,-0.21607960460530667,0.06486902724942181,1.0,-0.06130533007776019,0.45443112234516436,0.4449129801377365,0.5015871590167782,0.5426544823434745,0.21554959504884919,0.3242036718462628,0.18763063851305292,0.33544326405958724,-0.1216105928221574,0.3681278400941205,0.5067615947672861,0.5041087881148654,0.5582510021494285,0.3874717856077247,0.2633554624823652,0.3280953308025793,-0.14096344485680412,0.36392230913330464,0.5355900558510444,0.5382301247943518,-0.009492136410211327,0.11681033890680241,0.4362163828430617,0.33939448330737454,0.012028409626829578,0.7411742640590028,0.2224953850090885,-0.11162894165120874,0.3796313457310061,0.09508687268145473,-0.10575491031319667,0.3824937690023047,0.20020944408333052,0.2222520407459238,-0.08926344545495742,0.31255982900906104,-0.3558571667936397,0.13059967153161342,0.40088948583750633,0.12187058606982464,-0.26014545023056423,0.43291172371022557,-0.015208201916799145,0.2544269019806166,-0.04513459813392629,0.20028053727774645,0.2319395412413084,0.4562095193994386,0.3247336642756401,0.2752430726612122,0.06352963793742313,-0.012090268592631733,-0.001678597205614496,0.11269651893537337,0.5552202461350078,0.3229435070196561
Occipital_Inf_L,-0.14717931518607213,-0.369644889298497,-0.27230658351995435,0.4030742364096956,-0.08420131330071873,0.09738746930592229,-0.22054195173209543,-0.0447171845995502,-0.09343256600513251,-0.3017183028936488,-0.10550425208794245,0.08718258816446149,-0.06130533007776019,1.0,-0.37504871508332704,0.357759495999224,-0.21113872371532907,-0.06341707889402605,-0.3154696084420889,-0.008493612010040322,0.4258570377620328,-0.24153228086000408,0.9520379557417001,-0.5509629645156019,0.22755235250510475,-0.12250727896413312,-0.050233023755213345,-0.09457860808127619,-0.03257726868711185,0.18877136636605568,0.8722225863554919,-0.16531469512035835,-0.16298667140215925,-0.3485965298130656,0.9388091072601144,-0.4199069621295227,0.02664943185589775,-0.2193058937399821,0.5675100308079615,-0.028596455669766617,0.33871842396753454,0.7735410944851031,-0.051536603659972764,-0.020309502270812938,0.9368818566183017,0.49042748616627135,-0.09456568300521802,-0.5051910801083398,0.12853365751686746,0.2144990737817183,-0.08743069409289737,-0.3899538014986264,-0.37513115821053516,-0.25888280220662724,-0.0321259975941246,-0.48768511234419387,-0.2972863803119019,0.09602284454716435,0.9180751780315174,0.12437760224734057,0.08658058036372923,-0.25724787546991806,-0.22461734536223626,0.009495678035063753,-0.08621615902589101,0.8573901685851748,-0.34316060545635707,0.13593436146541552,-0.032303132819507974,-0.02743111763143561
