,Thal_PuI_R,SupraMarginal_R,Cerebellum_8_L,Thal_LP_L,OFCant_R,OFCmed_R,Thal_AV_R,Calcarine_L,Postcentral_R,SupraMarginal_L,Frontal_Mid_2_L,Thal_MDm_R,Thal_VA_R,Frontal_Med_Orb_R,Thal_VPL_L,Red_N_R,Thal_PuM_R,Supp_Motor_Area_R,OFClat_R,Cerebellum_10_L,Cerebellum_Crus1_L,Occipital_Mid_L,Thal_PuL_R,ACC_sub_L,VTA_L,Hippocampus_L,Precentral_L,Thal_MDl_R,Cerebellum_10_R,Cerebellum_8_R,Cerebellum_9_L,Insula_R,Occipital_Sup_R,ACC_sub_R,Parietal_Inf_L,Thal_MDm_L,Cingulate_Post_R,Temporal_Mid_R,Vermis_3,Vermis_9,Putamen_R,Frontal_Sup_Medial_R,Thal_VL_R,N_Acc_L,Frontal_Inf_Tri_L
Frontal_Mid_2_L,0.2770056159910732,-0.17425581215141434,0.6512912435118833,0.3214580771152431,0.4069872940187578,0.46076505834608344,0.003648579955562113,0.2182125478332214,-0.02321347018112058,0.2405545292798967,1.0,0.3688247129411529,0.5059777328979382,0.40448880475698895,0.4848495486822749,0.6169490156815491,0.5832085246157702,0.29697094503890675,0.6185247207252129,0.4385309318833418,0.31466461233458537,-0.027236552942712815,0.4808387401585767,0.3049242883285364,0.21849678294757818,0.538836245685211,0.6090253115324125,0.34388636132442124,0.3077200214818973,0.3741217693296436,0.3296384539904342,0.6013307065759184,0.03703380639175945,0.4730585328895202,0.04343059851895281,0.6723942953921479,0.6104995889250279,0.20115065331308918,0.004687745000630519,0.12134658520552742,0.8095668554941208,0.8641917666792004,0.3495573692656168,0.4066864048807514,0.875525929997704
Thal_MDm_R,0.4465357188140673,0.43835461461703307,0.16643436853805194,0.14061424933489666,0.13055638472587322,-0.17349751183461667,0.053691351369060794,0.22571822675341202,0.5696807355115779,0.5053224640212901,0.3688247129411529,1.0,0.5189979494408018,-0.20510497941325403,0.583824983923266,0.19032682265166273,0.6425069475546749,0.6615511150191152,0.15583743494841049,-0.1809752944858985,0.013243879516427888,-0.09034592785585348,0.34202611439121927,0.27753855371003144,0.06973304749996742,0.10551071071837274,0.7455244328749914,0.5228959794249334,-0.27689870835398733,0.3537037510401954,-0.015256169937306205,0.12830908739896454,-0.1457309880170289,0.5331975446349133,0.4292967579243415,0.7872893884094171,0.4738406810319428,0.0459533113613862,0.1743349467036383,0.1128671661420786,0.33992237116489177,0.12938723717161327,0.3622094743499249,0.5260930579679312,0.5504628384778383
Thal_VA_R,0.37901359170854226,0.12832411840361557,0.32305527229311226,0.3754267106460498,0.17611015620494888,0.17565382154343026,0.17793782854586648,0.25922454214051555,0.273115500124634,0.36144126734865684,0.5059777328979382,0.5189979494408018,1.0,-0.1678536486916966,0.7511587537946312,0.5092780711616013,0.7109751066230738,0.450310431551169,0.3629033940332997,0.0933279331347056,0.3503012035108465,-0.22238799675107934,0.37940954271064353,-0.02286352840895681,0.5184308993135412,0.19061666724405188,0.5617398112534386,0.295615031722951,-0.0232406925399223,0.31444434651070247,0.32783376491212624,0.37857582901924464,-0.20820280574757624,0.4131047306704992,0.1816833501174816,0.5314473973377343,0.5254313769384795,0.03511036407450135,0.27589529544185615,0.33019782404708636,0.6337442100868431,0.46652715160052954,0.8318980854796618,0.6723090501385831,0.6410964492756064
Frontal_Med_Orb_R,-0.21120823697845148,-0.6048516956157558,0.38256620489429377,0.1766421414013499,0.27754436829459633,0.5969135895201326,-0.011262191594277986,-0.3877447685719349,-0.5190158217339034,-0.3382186230833263,0.40448880475698895,-0.20510497941325403,-0.1678536486916966,1.0,-0.20624916103982768,0.23147147907637125,0.04603223695236444,-0.34183941293639997,0.5058780111030341,0.6701388041041717,-0.08311759920715282,0.007573722722100316,0.23976688386129272,0.5235322086402177,-0.3891453807273401,0.629755267865256,-0.14295731897822983,0.14229214070419466,0.6579363014747522,0.16485734115536166,-0.16524743238364145,0.2810286273828871,0.1262912242435935,0.11462113738854232,-0.37603939427671434,0.1328854905483952,0.026390691318620013,-0.04792005565841844,-0.5101077346007372,-0.43227115461293153,0.37968767927377345,0.5153902759128133,-0.16870350126548447,-0.16125671334820957,0.2606327342496332
Thal_VPL_L,0.2698401886267547,0.14407263398727238,0.22089052102157658,0.47979670186531026,-0.057712616074926525,0.05395458047480667,0.01601069285177909,0.44718081127942383,0.23957024055292417,0.4755769996107757,0.4848495486822749,0.583824983923266,0.7511587537946312,-0.20624916103982768,1.0,0.38790594781188176,0.6389188401191872,0.4243570591621348,0.17287396544662328,-0.01414609467625192,0.20406919450252478,0.09500982541296069,0.3130065798159584,0.03792178490933664,0.395127372050188,0.13011921812918922,0.5786634717368138,0.20772876309834043,-0.09845627766261751,0.20027200497155387,0.27216161979808035,0.16696830653216702,0.06849885064879767,0.2517434908500381,0.2955472415342686,0.47989968786953846,0.4736844398131421,0.2203685833902493,0.21709707057052202,0.21990816668300509,0.4689921177161956,0.3073221248441993,0.7571623107971002,0.6923544289793945,0.6853229411508986
Red_N_R,0.5458074120160374,-0.15895730989728762,0.6636415946251569,0.23333937091076207,0.4197766874991456,0.4327752295298781,0.2835769783003049,0.20011329396859937,-0.04749314828182552,0.1813432912425245,0.6169490156815491,0.19032682265166273,0.5092780711616013,0.23147147907637125,0.38790594781188176,1.0,0.5280033734335388,0.31927023758765855,0.44602422257754837,0.6060696980559005,0.3862383351178608,-0.12383913732997692,0.3897015019407745,0.08128935867517553,0.40002458852539413,0.6012420366611794,0.40776960347368174,0.17347548103518015,0.42466634023797256,0.27116315520335044,0.4566363067865898,0.5662123888650032,-0.07030779799179698,0.3688092415193449,-0.07580023495461394,0.3938835758159846,0.63790510663575,0.08219818103403523,-0.04487646814445662,0.14692794762793715,0.638700905086063,0.5946060895598305,0.43154559997781394,0.15301509969709082,0.5704535073500463
Thal_PuM_R,0.49246692266293934,0.09624850536442436,0.41972431980688196,0.3119181144088486,0.27375431987865934,0.2220847670019284,0.12036749313503428,0.0978417376725784,0.294293946221149,0.2692712632890005,0.5832085246157702,0.6425069475546749,0.7109751066230738,0.04603223695236444,0.6389188401191872,0.5280033734335388,1.0,0.4773594586589893,0.4843237011336874,0.27927611255151535,0.11737597945393549,-0.3047609461618718,0.5589778561450471,0.27332827334152066,0.3468093688534914,0.44701444516230543,0.5830240656223169,0.36465748524225666,0.13171715832844788,0.37121531794198426,0.2805960921242043,0.40363049032189185,-0.2943467549330486,0.5476210877602179,0.10547610439699244,0.6355543034854332,0.6507452747468678,-0.06947595400880203,0.06731668305184162,0.11798371629376546,0.681538547090968,0.5128341986144664,0.653450012295199,0.5619402104958098,0.6404260116185577
Supp_Motor_Area_R,0.6638132874172118,0.6897584237405595,0.21997645413085157,-0.0025137490833522474,0.28530964078567433,-0.4428601412342932,0.19926273030983596,0.3134828822824838,0.8358077532068573,0.5597185641661463,0.29697094503890675,0.6615511150191152,0.450310431551169,-0.34183941293639997,0.4243570591621348,0.31927023758765855,0.4773594586589893,1.0,0.0961987438736888,-0.21883729397985602,0.2497102236786652,-0.17577337463148077,0.16750908169867057,5.034722513613635e-05,0.30246495245391447,-0.02976987267825159,0.801451361635474,0.3076479228520891,-0.43482836023362914,0.5530759331399793,-0.06354378962126102,0.007301616217218562,-0.23442057060243807,0.4825169726008551,0.6124655004673375,0.5746696512181828,0.5228843169154035,-0.029991441372597346,0.3820859201976953,0.14651143260426236,0.18981414635936536,0.021432628565182767,0.33291925087281377,0.2617661714556017,0.35856004761401056
OFClat_R,0.26108153235945813,-0.26392465090051,0.5998163434016116,0.06639120284384342,0.6015924642366953,0.5513431610320806,0.2862139910367054,-0.2994725588094359,-0.06384612677957138,-0.20504401874648942,0.6185247207252129,0.15583743494841049,0.3629033940332997,0.5058780111030341,0.17287396544662328,0.44602422257754837,0.4843237011336874,0.0961987438736888,1.0,0.5403469242412908,0.24428193366587864,-0.48524020575107635,0.43159683209557426,0.31653148543246384,-0.03561374304009573,0.5848157462247027,0.19988035259385423,0.3277569083563187,0.47092432838194925,0.3713554466183036,0.1611054613149609,0.6114044961709558,-0.36019639149089056,0.38510791169046305,-0.3609393166784128,0.4551044942328823,0.3945800831682005,-0.2600911698972798,-0.1603203992201812,0.0693742089301388,0.8171239879056601,0.7834923904288503,0.31404061349834667,0.04150138382463674,0.4542286167253824
Cerebellum_10_L,0.13313728558774854,-0.6537276763859651,0.6181973566042768,0.18372421198958214,0.3606684663791443,0.6856621595562363,0.29845492273155727,-0.2743514950374026,-0.5438910050569832,-0.3418138766792216,0.4385309318833418,-0.1809752944858985,0.0933279331347056,0.6701388041041717,-0.01414609467625192,0.6060696980559005,0.27927611255151535,-0.21883729397985602,0.5403469242412908,1.0,0.061782296008912004,-0.14983571569607676,0.2824170489691163,0.26085150944398067,-0.060075601079040974,0.846881446902537,-0.1389326084403578,-0.005259607079212653,0.8643473027611815,0.15095986901447025,0.25949503124280576,0.5293645414784339,-0.041638547094149304,0.14079831672906112,-0.5930145565018203,0.11209006141899075,0.2832871301368174,-0.06588297963723323,-0.4992005584223869,-0.2784767898610627,0.5592915670571403,0.576498856929122,0.17431413124218303,-0.07161957155112784,0.32529803911456445
Cerebellum_Crus1_L,0.3043159395692741,0.13505332765222647,0.37600807237043493,0.06648284943821599,0.30346814236457365,0.15192746627865242,0.06297028026822275,0.19284137109218435,0.18390288388446113,0.3278735629966032,0.31466461233458537,0.013243879516427888,0.3503012035108465,-0.08311759920715282,0.20406919450252478,0.3862383351178608,0.11737597945393549,0.2497102236786652,0.24428193366587864,0.061782296008912004,1.0,-0.18522859613444523,0.12372138874984798,-0.15405473649319346,0.4386679043162835,-0.035467310849286435,0.36602867690141755,0.20080508282963527,-0.04940412601378151,0.23443185547114845,0.3118277758261347,0.23854844735207117,-0.16842940463344622,0.25990831831515465,0.21916006852553654,0.05165485835964062,0.483922656719983,-0.09450087189905483,0.42966886684216393,0.5399817880242098,0.28439449441178083,0.3676199767565828,0.21118955278109117,0.08036710701120477,0.1947175609735057
Occipital_Mid_L,-0.2885285613664146,-0.12221542453696771,-0.1997056399023587,0.21848336983971706,-0.2356673860928938,-0.11976704932719116,-0.06720572249614536,0.46298904244084005,-0.25112429716762397,0.23533365959516375,-0.027236552942712815,-0.09034592785585348,-0.22238799675107934,0.007573722722100316,0.09500982541296069,-0.12383913732997692,-0.3047609461618718,-0.17577337463148077,-0.48524020575107635,-0.14983571569607676,-0.18522859613444523,1.0,-0.42366079644671467,-0.12665179712336305,0.009614643369228003,-0.00026779129723794083,0.05712540072999095,-0.3157035597935298,-0.16535618961219928,-0.28745662293596747,-0.16210371227876877,-0.44974838880757323,0.9275665157658095,-0.18319176064303097,0.263584645922971,-0.09359593206270225,-0.26349680924547336,0.776840000139694,-0.1618990552369189,-0.2545985381889745,-0.34089834586850504,-0.33620001438945246,-0.18642651254477663,0.030635591589576336,0.11608901550461748
Thal_PuL_R,0.28345676967002714,0.018952808696114785,0.3989991389727548,0.2150277776200256,0.09348498212079348,0.31634003176147524,-0.2970452521611425,-0.03594896917844112,0.08539675329732122,0.2065222645948294,0.4808387401585767,0.34202611439121927,0.37940954271064353,0.23976688386129272,0.3130065798159584,0.3897015019407745,0.5589778561450471,0.16750908169867057,0.43159683209557426,0.2824170489691163,0.12372138874984798,-0.42366079644671467,1.0,0.4918377736336078,0.1698349852129544,0.2251297901892332,0.29496801011851254,0.4922292761702372,0.24429195221683123,0.24473630903761168,0.3484701135947074,0.5506349083495289,-0.38902199292943396,0.33484359641075745,0.01955968838961687,0.4392937851102327,0.5528405024548432,-0.23315554688340992,0.07558931510430027,0.2090106721021386,0.5620273347048182,0.5946945055171344,0.22869431160809797,0.2272090816220125,0.48691272424737064
ACC_sub_L,-0.08327188866435202,-0.12568898295268677,0.15481826334271515,0.07527149142328364,-0.07987100692164036,0.29751815801154224,-0.20309215585771048,-0.1584889918855538,-0.04885722582570127,-0.0102133431373672,0.3049242883285364,0.27753855371003144,-0.02286352840895681,0.5235322086402177,0.03792178490933664,0.08128935867517553,0.27332827334152066,5.034722513613635e-05,0.31653148543246384,0.26085150944398067,-0.15405473649319346,-0.12665179712336305,0.4918377736336078,1.0,-0.21689807438702863,0.29962396641308225,0.1561712488395582,0.3507079178157304,0.3293229709186048,0.11780797800876203,-0.17973701171368897,0.2087036646693098,-0.06226761591913893,0.24651268646289184,-0.03746848795769251,0.3064615275696968,0.1891921558967943,-0.0773133362743835,-0.29464639003774923,-0.22035796557841947,0.297176855426503,0.34861732230259157,-0.09895522004439891,-0.01760847511015714,0.3195214321058054
VTA_L,0.25286399498858153,0.22808129323983478,0.07240143421027162,0.21865484075123698,0.10863669792429131,0.005887262703445001,0.042861236944638274,0.3878024564216039,0.26022828224819283,0.4583071575953869,0.21849678294757818,0.06973304749996742,0.5184308993135412,-0.3891453807273401,0.395127372050188,0.40002458852539413,0.3468093688534914,0.30246495245391447,-0.03561374304009573,-0.060075601079040974,0.4386679043162835,0.009614643369228003,0.1698349852129544,-0.21689807438702863,1.0,-0.09333957821877457,0.38688770812708073,-0.1379981318135557,-0.25277816893912564,0.08082872964566065,0.3175850049177045,0.12667818579532195,-0.06528293973404645,0.2987901615247147,0.37390977908080614,0.051844110959032366,0.4293308869012273,0.1467960854374503,0.397261643157323,0.3641784762434384,0.1510752117581376,0.1720950929101005,0.4646251655774269,0.24088894044914433,0.26838954856220243
Hippocampus_L,0.28767672028202357,-0.5697312017034767,0.63383471121745,0.1987993590604051,0.42903323043517577,0.6400993666063464,0.4560821170987435,-0.16480849363078298,-0.40637044195512917,-0.1985032969905129,0.538836245685211,0.10551071071837274,0.19061666724405188,0.629755267865256,0.13011921812918922,0.6012420366611794,0.44701444516230543,-0.02976987267825159,0.5848157462247027,0.846881446902537,-0.035467310849286435,-0.00026779129723794083,0.2251297901892332,0.29962396641308225,-0.09333957821877457,1.0,0.11253526076065831,0.04328672722002119,0.7137027195897618,0.16111532702371326,0.16842136199244295,0.5053208776148684,0.08949172708566829,0.23749143188017585,-0.44630035455517925,0.3873380447567616,0.3001756162492334,0.11642652877982912,-0.5298901975605425,-0.30749618113803645,0.6135522444678548,0.5287617075850586,0.2524708087538136,0.05214103027926973,0.5015526978406443
Precentral_L,0.5283962031361132,0.4526448209137639,0.3623652767656678,0.20455342669465018,0.2912093273788108,-0.1506036073376512,0.033126369902094624,0.42811694614064627,0.6068853666025844,0.7118316280983604,0.6090253115324125,0.7455244328749914,0.5617398112534386,-0.14295731897822983,0.5786634717368138,0.40776960347368174,0.5830240656223169,0.801451361635474,0.19988035259385423,-0.1389326084403578,0.36602867690141755,0.05712540072999095,0.29496801011851254,0.1561712488395582,0.38688770812708073,0.11253526076065831,1.0,0.4181146131885972,-0.3311935496724148,0.5216436859925883,0.059500028704028644,0.14258962608991663,0.02199265039280256,0.6135975900826054,0.6554684976681809,0.7477431281904233,0.6704791139770223,0.2260673607081222,0.3600653369767225,0.23499018741592337,0.40703125855279415,0.296788227133028,0.37344418258505707,0.45635910896538445,0.6751176008476247
Thal_MDl_R,0.2430992296340423,0.2756275814936654,0.23881259458726437,0.04731096625816224,0.05623656033297418,0.04130539797016698,-0.20561869339696845,0.027970987568989834,0.30235762334828387,0.23221432162714778,0.34388636132442124,0.5228959794249334,0.295615031722951,0.14229214070419466,0.20772876309834043,0.17347548103518015,0.36465748524225666,0.3076479228520891,0.3277569083563187,-0.005259607079212653,0.20080508282963527,-0.3157035597935298,0.4922292761702372,0.3507079178157304,-0.1379981318135557,0.04328672722002119,0.4181146131885972,1.0,-0.026384358710823133,0.30256108115900326,0.0787816686797305,0.26224047567543785,-0.3417939199166763,0.3044704812033133,0.15998794100159341,0.48669993768839714,0.4416120504649744,-0.16965990862494096,0.15428802823292084,0.24649723210579105,0.3810117661022618,0.36739475737961835,-0.008842694502259933,0.17878415829338698,0.3031456121541687
Cerebellum_10_R,-0.045040011665679634,-0.7844632784194349,0.49619278521645427,0.11573798056088866,0.14310702872587364,0.757228078432104,0.19346982371577837,-0.30830603330010287,-0.7041540251364072,-0.5032836375147719,0.3077200214818973,-0.27689870835398733,-0.0232406925399223,0.6579363014747522,-0.09845627766261751,0.42466634023797256,0.13171715832844788,-0.43482836023362914,0.47092432838194925,0.8643473027611815,-0.04940412601378151,-0.16535618961219928,0.24429195221683123,0.3293229709186048,-0.25277816893912564,0.7137027195897618,-0.3311935496724148,-0.026384358710823133,1.0,-0.09332307839747345,0.2795661718610372,0.5531459925129939,-0.015810568418434517,-0.10806689285258161,-0.7263221222288936,-0.013138260551775267,0.0960825790320886,-0.09582204912295839,-0.5624021853320561,-0.23513938260846773,0.4845891118764015,0.522506897859398,0.05684011361228197,-0.11790230326311407,0.1935490474945866
Cerebellum_8_R,0.3583919594414802,0.3086208019231587,0.4642647182442036,0.11720563196725264,0.3418057938889795,-0.16272795430021286,0.04203040273793677,-0.12245171934564841,0.4575666181378788,0.28252358293371604,0.3741217693296436,0.3537037510401954,0.31444434651070247,0.16485734115536166,0.20027200497155387,0.27116315520335044,0.37121531794198426,0.5530759331399793,0.3713554466183036,0.15095986901447025,0.23443185547114845,-0.28745662293596747,0.24473630903761168,0.11780797800876203,0.08082872964566065,0.16111532702371326,0.5216436859925883,0.30256108115900326,-0.09332307839747345,1.0,-0.21284529787314352,0.13653105301170745,-0.26586461632524233,0.5630005741033829,0.33477103251536805,0.44108275516283957,0.4880238201355615,-0.16606512777106658,0.27409509500754525,-0.025518014948066346,0.3565688405029224,0.2799674074293576,0.25503114165462415,0.2709980118745611,0.32656467241207504
Cerebellum_9_L,0.28299717278262865,-0.14291580178685964,0.4480381098404239,0.1214284026418369,0.026221974190637085,0.38077282670789864,-0.15765688538600972,0.4301644314003315,-0.22629795193043972,0.21832199856634069,0.3296384539904342,-0.015256169937306205,0.32783376491212624,-0.16524743238364145,0.27216161979808035,0.4566363067865898,0.2805960921242043,-0.06354378962126102,0.1611054613149609,0.25949503124280576,0.3118277758261347,-0.16210371227876877,0.3484701135947074,-0.17973701171368897,0.3175850049177045,0.16842136199244295,0.059500028704028644,0.0787816686797305,0.2795661718610372,-0.21284529787314352,1.0,0.6355477322018764,-0.11628432406245653,0.016343631728493603,-0.1933390366765087,0.06812634248640691,0.40210865865237855,0.035289915449491144,0.24561085367431193,0.6430899359274517,0.40478557770533136,0.4134234951178675,0.19808390588566024,0.21751487123090404,0.271327985945304
