,Angular_L,Vermis_3,Thal_PuI_L,Heschl_L,Cerebellum_4_5_R,Cuneus_L,Insula_R,Thal_LP_R,Supp_Motor_Area_L,Frontal_Sup_Medial_R,Cuneus_R,Occipital_Mid_L,Frontal_Inf_Tri_R,Temporal_Pole_Mid_R,Temporal_Inf_L,Insula_L,Thal_MDl_R,Thal_VA_L,Frontal_Sup_2_R,Parietal_Inf_R,SN_pr_L,ACC_sup_R,Thal_MGN_R,Postcentral_L,Vermis_8,OFCmed_R,Amygdala_R,Rolandic_Oper_R,Pallidum_L,Calcarine_L,Thal_MDm_L,Vermis_6,Parietal_Sup_L,Thal_VL_R,Frontal_Sup_2_L,Cerebellum_8_L,Supp_Motor_Area_R,Vermis_7,ACC_pre_R,Fusiform_R,ACC_sup_L,Frontal_Inf_Oper_R,Occipital_Sup_L,LC_L,Vermis_10,SupraMarginal_R,Precentral_L,Vermis_9,Thal_PuL_R,Thal_PuL_L,Thal_VPL_L,Frontal_Med_Orb_R,Frontal_Sup_Medial_L,Temporal_Inf_R,Temporal_Sup_R,OFCant_L,VTA_R,OFCant_R,Cerebellum_6_R,Red_N_L,Temporal_Pole_Sup_R,SN_pr_R,Cerebellum_Crus2_L,Thal_VPL_R,Postcentral_R,Temporal_Mid_R,Cingulate_Mid_R,Lingual_L,OFCpost_L,Thal_MDm_R,ParaHippocampal_L,VTA_L,Thal_PuA_R,Putamen_R,Frontal_Inf_Orb_2_L,Heschl_R,Cerebellum_Crus1_L,Parietal_Inf_L,Occipital_Mid_R,Putamen_L,Thal_LGN_R,Cingulate_Post_L,Calcarine_R,Cerebellum_6_L,Parietal_Sup_R,Frontal_Inf_Orb_2_R,Cerebellum_Crus1_R,Hippocampus_L,Paracentral_Lobule_R,Olfactory_L,ACC_sub_R,Cerebellum_3_L,Thal_MGN_L,SN_pc_R,Cerebellum_7b_R,Precuneus_R,Lingual_R,Thal_PuA_L,Occipital_Inf_L,Temporal_Pole_Sup_L,OFClat_R,Occipital_Sup_R,Precentral_R,Hippocampus_R,Thal_IL_R,Occipital_Inf_R,OFCmed_L,Rectus_R,Cerebellum_9_L,Raphe_D,Temporal_Mid_L,Thal_MDl_L,Rolandic_Oper_L,Caudate_L,Cerebellum_3_R,Amygdala_L,Thal_AV_L,Frontal_Mid_2_R,Cerebellum_10_R,Temporal_Pole_Mid_L,Angular_R,Frontal_Mid_2_L,Frontal_Inf_Tri_L,Red_N_R,Cerebellum_4_5_L
Postcentral_L,0.7567369683076373,0.5052320582260252,0.26959515554683616,0.3143171519525736,0.5617713483509209,0.45758450600541106,-0.14550465319863326,0.18025398186053254,0.7291435070319341,-0.07217768898462183,0.370497393314699,0.25280600146881077,0.1433858768741927,-0.5268140730855856,0.003705301015308243,-0.008500959735737603,0.24293836820066725,0.39883450013454624,0.1798826124024665,0.5047241645418908,0.3152481796283319,0.04978110315419463,0.41713344843183253,1.0,0.4278774297186928,-0.38656851386194296,-0.5068833602232771,0.05137392595069122,0.15938751892387581,0.5333874203488455,0.45672340521006577,0.19459892830543002,0.27793790589021977,0.23532098118738629,0.19928177190347868,0.07876836881668778,0.7318739788685396,0.025590334998920806,0.01844945873212105,0.3222648982516044,0.4255998787851031,0.1446395773104864,0.1937074277956271,0.29914333274415555,0.12822645185702644,0.6312192794867402,0.8317393045042012,0.22679363416344558,0.1640382235524329,0.40051094841525225,0.49852782471726176,-0.31222550576197566,0.10928630359389328,0.350784549536229,-0.22408162338638898,0.1811305463797203,0.41802172427409906,0.03015497307683964,0.4176786740792178,0.2783067113559571,-0.0009414638399517348,0.05320158010586715,0.2308410169607755,0.43113654009403085,0.6690204704901128,0.2655622517961976,0.5565843684074352,0.26460140069870186,-0.3407795283892002,0.595264502985177,0.04660984396266579,0.4407822915692824,0.43081058315056187,0.012024523265745686,-0.11220623358676975,0.0823213343034681,0.2791066565373267,0.9150454685547627,0.17516340116259801,0.24157581658270064,-0.011115139193477471,0.7316518811314225,0.3868176710135692,0.5617837651081861,0.2193937887144204,-0.17455047464997298,0.29162376573436605,-0.18585458471997335,0.6598662017748264,-0.364366611401289,0.45742428865980744,0.654561773631369,0.4126626568124178,-0.10562190540230318,0.06055367388883969,0.8738068699594799,0.23996271375334627,0.3293994956951901,0.1699267681042647,-0.27521187190148066,-0.20643663707741497,0.14478779018287252,0.7376297016214917,0.1655265346729221,0.4689794139993988,0.20793434611843026,-0.5973249206109484,-0.5976850975477832,-0.032380649606875124,-0.2342064950902885,0.16223368507074415,0.38575647707575805,-0.128323671750624,-0.011184390062671554,0.27951769927185904,-0.360124666266663,-0.022121534350750857,0.20959898988610423,-0.5711987027138975,0.006455435642240123,0.44504767868387646,0.2650505485807367,0.4286477832879896,0.17681563311274326,0.6442996615729708
Vermis_8,0.3884388792312466,0.7645125214773855,-0.11878014037014817,0.17838615048347675,0.6658238564739524,-0.09759889895325698,0.26919004233921645,0.2579893783761538,0.30255684575303804,0.16943243349767967,-0.00849805469123197,-0.23986925230080586,0.24156613838973529,-0.18448376406593237,-0.01453344186313962,0.2039163083185349,0.2214327970766446,0.3190398080158634,0.22413463682328147,0.1665594131135261,0.2476572088686336,0.22663805511872545,0.317906281297489,0.4278774297186928,1.0,-0.027574115732825536,-0.025681294026676914,0.34440235092443505,0.04277362045406403,0.3415243382889267,0.04935430012471504,0.02491184726053258,-0.2345988577250544,0.197880736805841,0.12667384697649414,0.18030368507825464,0.19047405816510396,0.3292469472539677,0.17526073428223796,0.26931600719582277,0.30049329993053664,0.36241073735746276,-0.26114747003984706,0.05439837247393611,0.49957084457967005,0.3414565651682251,0.29405527404326726,0.7152655917617787,0.31048894276474065,0.30948432943021176,0.30230764907057495,-0.30378084273033373,0.12005099406300983,0.10305376038428768,0.10420025137646019,0.11639234309272659,0.1026361744365983,-0.12744064156847576,0.5528424790090268,0.2584506729361295,0.4992251217873057,0.01114294139686451,0.36227646657047424,0.2482487397830467,0.29460420271896204,-0.1027059450819676,0.3129832202740649,0.01546103648935759,-0.061218245525687616,0.177578046658372,-0.028645575774338832,0.41204317564617104,0.2668009386365155,0.058696801454160924,0.1694157852263213,0.19554555861476866,0.4146542044704851,0.48301060997181133,-0.2539480705628891,0.05704033335586115,0.14711853145961656,0.4648348928207384,0.5998764490962494,0.6140249005916086,-0.2863859395828888,0.25965226110028106,-0.10534757519185052,-0.32050023908848785,0.17699610242670488,0.0012840612580479454,0.16724638203287595,0.7107927135771193,0.1035721268038825,0.050464659622653917,0.02431654688581747,0.4453286715821319,0.2825339645645733,0.37383556395724427,-0.30893575200903517,0.10706539398252234,-0.05272668383453795,-0.27004649301606404,0.3570629431849863,-0.07613497352199583,0.09118919632276454,-0.17191807186514377,-0.21352192344869186,-0.20300760439534835,0.3828167903575169,-0.4735188055377223,0.2539350345268518,0.1615502572194586,-0.025098811586994306,0.041965504863540906,0.4890606071739378,-0.2377902487753726,-0.28380540797506726,0.3310830903504134,-0.3289825969865969,0.21967358365541592,0.07057701664531325,0.1255361002976989,0.134927730025042,0.04636336009366486,0.6774825760727285
OFCmed_R,-0.3760028608525331,-0.31072822157487395,0.2751740088267512,0.4531291466427983,-0.14138308664288973,-0.2903101617454823,0.652275782020067,-0.0042780667212448265,-0.15449718440463683,0.6854948545832431,-0.0829730115308491,-0.11976704932719116,0.3082287040568592,0.7875025565217635,0.49850327333054856,0.7481536230493978,0.04130539797016698,0.198326512945997,0.4038209852411881,-0.7564672067804077,0.33900632124359903,0.5640217650684021,0.008012832401637944,-0.38656851386194296,-0.027574115732825536,1.0,0.6630624160557448,0.5106294967745805,0.43701271317436463,-0.14328578820579146,0.09503640145568998,0.19822970021018607,-0.14566596951026844,0.14720275648671463,0.5429024137118856,0.47180682522568346,-0.4428601412342932,0.01445563081083247,0.604147800759221,0.1747712133758109,0.2410660769113007,0.4290876402702521,-0.013588666346065129,-0.3130454512153578,0.262771239412651,-0.7603296338277047,-0.1506036073376512,0.08874703065346674,0.31634003176147524,0.20934898052603065,0.05395458047480667,0.5969135895201326,0.5839299196452873,-0.09334519068332298,0.3487075009219643,0.101555885339891,-0.6509542312034587,0.21442889732365733,-0.2613043077596252,0.1797758516352934,0.5320136362070805,0.5112195353898294,0.10447205804976367,0.09556069587723305,-0.6752795813885427,-0.036508144201956166,0.11895200968753089,0.06854753853910316,0.6775270981113731,-0.17349751183461667,0.36632209808669985,0.005887262703445001,0.0032709064007389117,0.5725419473338432,0.7430704024381628,0.43090552342168453,0.15192746627865242,-0.5111622974374648,0.031297587029184004,0.3672887077991018,0.19160291911864838,-0.04485945370157617,-0.04622312310237394,0.22342662411118897,-0.0984015339840076,0.5464057351724341,-0.035464230052101454,0.6400993666063464,-0.6597864290646748,0.6082597509596376,-0.034788107285573494,-0.16170521822866718,0.2520241883398183,0.5391486779272113,-0.39897723841806754,-0.5681107603712131,0.03879970843454901,0.2683482725182225,0.008078044963219738,0.7734365456516102,0.5513431610320806,0.004828779461520609,-0.5416161186042024,0.3713538628513589,-0.07321918876919378,-0.0002994507776056045,0.8138625627270323,0.7949381876657909,0.38077282670789864,0.10211658251199875,0.3939370637610981,0.2611305123455571,0.7633965774255843,0.7129076986600114,0.22189105498133635,0.49156300337150166,-0.28831979484037035,0.41062623244718405,0.757228078432104,0.3690928279217337,-0.37866471272766883,0.46076505834608344,0.3784376950330904,0.4327752295298781,-0.0057150117571429
Amygdala_R,-0.485211654617577,-0.16599440572274157,0.228839652884669,0.3243631534083937,-0.07359309726454033,-0.3527871993979149,0.6538094956659928,-0.1973229324713983,-0.12871150539803633,0.5046279860705042,-0.2185239468508596,-0.24786939583492038,0.23927027319417182,0.7615429372624297,0.32325607877318424,0.5727312821069285,0.027383207945414656,-0.11054802609399977,0.37921275112888775,-0.5816125067642294,0.19935595361325154,0.4696188440006598,-0.10521636680511513,-0.5068833602232771,-0.025681294026676914,0.6630624160557448,1.0,0.42164998363206824,0.24575577482174102,0.004785202362923319,-0.03352271540162051,0.08552574473530736,-0.293976582069467,0.10181447647325269,0.3910832481647553,0.529403151397352,-0.31223073268601814,0.01889516468010552,0.35465839592284465,0.30266890801856117,0.13483395086898495,0.37187207706604547,-0.14154251650175928,-0.19583376834931315,0.5083405212777271,-0.5478097193784106,-0.21498469638399528,0.25604192955122373,0.13392407596878794,0.08391916889844728,-0.04751862706270874,0.27636804394641473,0.3250624210752899,-0.07265933571476495,0.6428832833130554,-0.013853209942403714,-0.27862486904332023,0.15668858813299383,-0.04390550801419209,0.12166709473336282,0.6483683247706008,0.4389202364775696,0.0692721869716838,-0.018468799951487272,-0.5009908805374195,0.005188424853428582,0.03138186494681034,0.14862002989028777,0.7923412069212243,-0.2184516763079825,0.26019005961760777,-0.03976615495050036,0.059657431907159185,0.45907386306529857,0.4613448086473466,0.4179077387072666,0.16177071299197945,-0.6283625926922497,-0.09512385264594246,0.27665104250183115,0.3418511247492046,-0.14397487265299694,0.15957073158266946,-0.05129630431056447,-0.1873115189678234,0.48006564013547626,-0.23896427120245559,0.5522757586473387,-0.5230648206022557,0.6577670378906518,-0.10790096568114205,-0.19633970664542394,0.1617143930209943,0.32555596378399027,-0.10642713493383679,-0.5264774923741278,0.30770801906103895,0.18052892741664173,-0.1446657019699325,0.8206382592182625,0.49489069165549465,-0.13813422773273237,-0.4470428232069828,0.2218769571218408,-0.2125330618183717,-0.13538396370721104,0.6749910419488053,0.7665774078508293,0.5769052718412884,0.007758557280939246,0.3218883362548739,0.023459695428793555,0.5938078617402355,0.5210581201889607,0.38876937699940917,0.5277908079064615,-0.06565871188377399,0.29906278408396336,0.6732484100483646,0.22298303003056946,-0.5723756113721331,0.2904067908493149,0.09533823742340335,0.41282642381592827,-0.028755801713310748
Rolandic_Oper_R,-0.3294657411866564,0.13942783101790882,0.3313996376990335,0.42502460725771457,0.3922268607488548,-0.5629684420880482,0.781504081126029,0.3341100675401441,0.4832585640659693,0.7832342199717571,-0.4099484745671898,-0.5956098713459413,0.8557903530910485,0.4564302675425477,0.22077304471863174,0.6419172483818372,0.46254833951608887,0.5463796979584412,0.7951688480452603,-0.41712430728163624,0.49553782959694076,0.7513447086717041,0.3569878469582977,0.05137392595069122,0.34440235092443505,0.5106294967745805,0.42164998363206824,1.0,0.6347554139880651,-0.015510109073272235,0.4862041745340489,-0.151793546397908,-0.6252021235602492,0.5067861931896604,0.6467791085105358,0.5881096271012062,0.2125049580650957,0.06466185379166789,0.7557638813947237,0.33331222182752557,0.6626767535458601,0.9071563119197152,-0.5191257404424281,-0.08967661298959918,0.4235784173261123,-0.10211317972355967,0.3308009956459033,0.3676745794601673,0.7233400137437351,0.2571304771290454,0.4766035620546879,0.24178049345565283,0.6886509748561136,-0.08465128804587473,0.6405652097468806,0.21931115457606223,-0.3075937035205765,0.23906237482279544,0.18872958025889558,0.47191149108020464,0.7453817678719648,0.5408716569015429,0.10560138046644332,0.6264064778136808,0.020975018654984384,-0.32559418781029265,0.7019275113073815,-0.05927966905025987,0.4375719130567622,0.353651772713417,0.3619389566380892,0.1906328051501703,0.5236132445597074,0.8221047022200143,0.5569056043057177,0.8172942348785263,0.3267926232826285,-0.1536006134439044,-0.5233038018707601,0.591958438318015,0.41113512629199267,0.5049035144134293,0.36885091744406556,0.29933634313172874,-0.5702484605302263,0.6346821065241107,-0.2866269789658272,0.393783530292034,-0.190685403291449,0.4175822335437901,0.35594766411425,0.29721007735209887,0.32133465712836884,0.5950430621987545,-0.10560188473718318,-0.18896830777845744,0.17462494742643123,0.572095103159269,-0.5367567040244879,0.490505909885206,0.700680982039095,-0.505895811039018,0.1783509014347412,0.6794141186767356,0.23894955863757358,-0.4822049460975534,0.4112108268291948,0.42292557865436586,0.498818213730217,-0.026914587661524155,0.13066284917738458,0.4576256237086501,0.6425661845965798,0.7119048836394232,0.4546397004359823,0.1866308295200622,-0.17090012251910872,0.848329018967659,0.42027562362394466,0.3193627483142764,-0.5135887010526482,0.6230512243945989,0.5956872669476164,0.5466412434129408,0.41548115289805876
Pallidum_L,-0.13748107810364119,-0.09067530642898897,0.6278992759337839,0.550347876506677,0.16790294765460204,-0.10341677063016137,0.43160601093210854,0.21521674607534566,0.4582349939829407,0.5870662451471237,-0.030912055916878747,-0.09648680250682438,0.6199051792169584,0.3267569886813469,0.4270360887537626,0.6651972104412658,0.14687956886294945,0.47825869005112553,0.6253539606343214,-0.3675932481489152,0.5715038799732935,0.5747740630204714,0.5716284814723794,0.15938751892387581,0.04277362045406403,0.43701271317436463,0.24575577482174102,0.6347554139880651,1.0,0.06741423121058361,0.5415345347544973,-0.02523039887582238,-0.10174339660984384,0.7729183851796061,0.6462164300160526,0.480633220983684,0.2829612575525942,-0.12786457803408893,0.6483090758620262,0.36270159320703527,0.5870491238228239,0.6612922507244037,-0.019294853499023063,-0.10444767817159858,0.30838610562929425,-0.2203213873144834,0.4341239888322158,0.012773704048978072,0.3258022106837327,0.17388900007216218,0.659148116213394,0.23577515370111288,0.6266741062764455,0.1361971765399727,0.2905019648488667,0.021859737736323933,-0.14948589644942747,0.30115926790086595,0.04887647381595621,0.19327198786809768,0.3760442673008879,0.4776687983573344,0.0021662609918690367,0.6098623672097558,-0.030118731956030993,0.13570560814226953,0.5590248304037646,0.18037231800242248,0.37118089174173213,0.39119832486394773,0.3242036718462628,0.29473175797601703,0.45310560078351186,0.746475721665802,0.5131105465447219,0.4824980733038177,0.20462264441185768,-0.07954546112781011,-0.026627598002182017,0.8102778830255054,0.5797256886721865,0.4298683489689084,0.059777768524501375,0.37464518856248624,-0.0754059220839479,0.3689531785098792,0.07838527895640547,0.59592477320197,-0.14614324642319462,0.2945693273517482,0.3392219157018487,0.239978350122713,0.4594573430395452,0.3991566655644412,-0.14166252407859248,-0.08377042417877953,0.20077073328307746,0.4524066847976877,-0.008493612010040322,0.3086339517354735,0.5776799207248937,-0.022664587195466577,0.11529146244445368,0.7462821892965543,0.43593783722407764,-0.05645831146177127,0.3041172575358605,0.4502807163551784,0.1690492618106168,0.2925780440634254,0.13655288614828512,0.4169828265524555,0.6053917191297544,0.7174173747372231,0.16625004551229455,0.19004892013451746,0.1524080145284043,0.6207122268543158,0.33820658568218587,-0.1008599730195992,-0.2168559025671216,0.6227422307056995,0.735147015133553,0.5912337929731661,0.29842523239154833
Calcarine_L,0.6997281764862386,0.5026526551496279,0.2449365360344973,0.44535890966586567,0.3332438386203436,0.6202128294751912,0.041157247245611435,0.0552172528050326,0.3413316701621465,-0.04477976033246217,0.601113094604528,0.46298904244084005,-0.06165004441370703,-0.26786542002660274,0.25082504096391633,0.19518304450062435,0.027970987568989834,0.3327013066326844,-0.07942149750214159,0.17454546901260262,0.32728028516042523,0.0866391786007839,0.1587084742548315,0.5333874203488455,0.3415243382889267,-0.14328578820579146,0.004785202362923319,-0.015510109073272235,0.06741423121058361,1.0,0.08948620077495487,0.24792571548440615,0.41583981376382173,0.10609120090921145,0.10479354240863563,0.0697180505991156,0.3134828822824838,0.08036824198310379,-0.013140446705632637,0.35836748110473576,0.22378766643568115,0.0545793549808178,0.39593769315529725,0.07844090526621632,0.3723363225727318,0.3207776510930354,0.42811694614064627,0.48091289471376836,-0.03594896917844112,0.5163609529456259,0.44718081127942383,-0.3877447685719349,0.017550980785261357,0.5017084987181227,-0.03477111771406435,0.05736563144039065,0.2781878722178103,-0.27570333589402046,0.4941849476750086,0.2955891333827762,0.25516021333709266,-0.015383322878115474,0.3883437710590278,0.10741374260905168,0.17939938495633545,0.5465993523244799,0.25621819871820173,0.6166861175233223,-0.10292681229520938,0.22571822675341202,-0.08613712555774244,0.3878024564216039,0.14323576012703304,-0.04263439313860562,0.016363853821799723,-0.02058608112688981,0.19284137109218435,0.4961552905711064,0.4086068204160319,0.13283333559335608,0.005252564496634023,0.384576663331511,0.6801841469604293,0.37796650100235946,0.4391904283673271,-0.14925208174041465,0.1601580583762341,-0.16480849363078298,0.2738808009874554,-0.16249893019506123,-0.012389786550711207,0.47347076063972926,0.3358520527054818,-0.09385352954378409,-0.04162555957133,0.530889757520555,0.5922301441178675,0.239118319435303,0.38953252363525936,0.16073089906288135,-0.2994725588094359,0.38899111604127823,0.1784401353678391,-0.12262389657390066,0.12652535928750103,0.4609055666775697,-0.3530930306627117,-0.3651053021576925,0.4301644314003315,-0.36710450556370666,0.6330400202188757,0.30415860591046723,0.03274636256543402,0.005998292312501092,0.24062519470543664,-0.3193473887488214,-0.06494354851953515,-0.021404209584141312,-0.30830603330010287,0.11563400187936383,0.30413881824556527,0.2182125478332214,0.2961286824827043,0.20011329396859937,0.4658255986647504
Thal_MDm_L,0.019397242659614587,-0.016823532242029753,0.6153306845258578,0.4399584023619985,0.34353107957643964,-0.03769109175787959,0.3928710250672452,0.28060743732151233,0.7385631967364973,0.46456414649360056,-0.06736314895409559,-0.09359593206270225,0.6741298712132839,0.10800331179911292,0.3318612202050824,0.4110669099333986,0.48669993768839714,0.49641739561685855,0.6637062467191426,-0.07221286483824273,0.28329026469650576,0.5124041391423118,0.30852364978126484,0.45672340521006577,0.04935430012471504,0.09503640145568998,-0.03352271540162051,0.4862041745340489,0.5415345347544973,0.08948620077495487,1.0,0.009964400523988587,-0.0940207990364669,0.3090202766114425,0.6065641289082588,0.47106831400681204,0.5746696512181828,-0.03873074679244068,0.5471507606292901,0.3117889578856051,0.7176016682571541,0.5714732699219067,-0.029757557947194372,0.1919361123746139,0.15465717575552837,0.14930764525795895,0.7477431281904233,0.021455123513441445,0.4392937851102327,0.167159253844122,0.47989968786953846,0.1328854905483952,0.6012309643011712,0.11398835958717628,0.1193168561878872,0.40395754282221447,0.06293740327353696,0.4100859198788855,0.10464112548204703,0.375056681996979,0.20487970855318113,0.3910186066714895,0.07027586942827714,0.7057349122543013,0.32676954091167004,0.0970705802850514,0.7219743798778092,-0.026259517562433114,0.1835788640398969,0.7872893884094171,0.28771521435261294,0.051844110959032366,0.5973823145128601,0.6292930759635402,0.3917257102240418,0.5267507148976174,0.05165485835964062,0.23534799012040075,-0.06324913384679964,0.7273949078541734,0.08147572085907605,0.573918906737019,0.045149826605105706,0.33047083215731815,-0.0733826011708627,0.3088485706083321,0.040556126553705614,0.3873380447567616,0.20788104919120748,0.07990818877600893,0.5667607893642311,0.33458417683988373,0.5605631137034638,0.33113121024890324,-0.035751783215450444,0.16873904233991932,-0.014851957599137133,0.48991130281697337,-0.03788005356719755,0.12155706694107304,0.4551044942328823,-0.08142735172077199,0.4934896443197041,0.6575703295899941,0.5466832777663878,-0.07434541608947756,0.02116707639645743,0.02264833663853841,0.06812634248640691,0.0673872235167633,0.001205698962032034,0.6448343209021034,0.3818802538123537,0.5336497890311126,0.2758967084905762,0.07780573596024666,0.07293661957839716,0.6005495043218954,-0.013138260551775267,0.19180552941533485,-0.09106226511638303,0.6723942953921479,0.7678135856452646,0.3938835758159846,0.42382330690152475
Vermis_6,0.31123818147659166,-0.13754835755756817,0.16905821771526086,0.38811050533312824,-0.07783702200925187,0.37080805836575037,0.07634946658594924,-0.09401505532485531,0.004129877510493467,0.055340082754725795,0.34958187048470396,0.3953713013208259,-0.16121909377139854,0.13301162160954955,0.23583995761468723,0.1849127356796021,0.0487536508528228,0.027607159877195333,-0.06005289137762036,-0.06379791941818724,0.13470530489970964,-0.0048430710359005655,-0.11158365730361491,0.19459892830543002,0.02491184726053258,0.19822970021018607,0.08552574473530736,-0.151793546397908,-0.02523039887582238,0.24792571548440615,0.009964400523988587,1.0,0.378034803151946,-0.15328696636257827,0.1452031494528138,0.17612422151185647,-0.06981592472437863,-0.18427128759726297,-0.07695382293322428,0.09812175961188403,-0.0018791340059396457,-0.1335769960108058,0.35974776704286193,-0.04798986747994094,-0.0036312183795519804,-0.142329694178299,0.14661197005450533,-0.023563046808965062,0.07332268674083882,0.3834517828690179,-0.06281668750338766,0.20926216961551528,0.06469421141863846,0.11015869142248522,-0.10923231039614262,-0.013328910130808199,-0.06104464704749286,-0.0004952391669287298,-0.09003150214886406,0.1803551007180024,-0.025348502576175762,0.23973213797560428,0.1191468248912404,0.019659577220167184,-0.17909373552374885,0.4136812251933366,0.027062748705842247,0.35033929422545057,0.19766354371495948,-0.03996160487713316,0.05990285893953923,0.16184908126309563,-0.10990619139847223,-0.05877569662990518,0.17026617356626134,0.10628372055254293,0.02901222497918358,0.13787708585769404,0.44238998701340476,0.02706003314447683,-0.16435411789041532,0.12444786926468222,0.043526700743031985,0.23897772699168227,0.3752389835395243,-0.03606382535483412,0.3445266778574798,0.3021444695621582,-0.06834051420239079,0.05285267376789885,0.1413820856664161,-0.06731501273592694,0.21907054894218414,-0.027998347250667327,-0.05824769099448656,0.1735812660198564,0.10665179465286281,0.07162002180971885,0.4030742364096956,0.2351157476111441,-0.10265988651651592,0.3832776137966956,-0.1070960835245167,-0.02165780908591761,-0.11231673542833169,0.40332242523931355,-0.036288355411073975,0.005138735895278744,0.09776445649137513,-0.08778953726375989,0.41264977662704894,0.26918429547131056,0.21535637528261808,0.12602190554234394,0.21706641657283302,0.019409991635495706,-0.3998693643644241,-0.06735243029536322,0.10719029209787212,0.2145934003842843,0.1939443922978129,0.1567835179609733,0.14563722763056033,0.23612871741461347,0.08519567674219046
Parietal_Sup_L,0.6461530661215413,-0.14915603700986857,0.1895820065936388,0.237868223969126,-0.31373117612932466,0.9123475834199777,-0.4886862999177977,-0.1165110365781403,-0.17771770647952373,-0.34685167266640415,0.8782838908576083,0.9675623835816333,-0.5500934703551532,-0.24832113495053976,0.22023223728511188,-0.049387586392501286,-0.34558932167472833,-0.03940547538953011,-0.49356704348552827,0.22993858569997344,-0.08778822792697022,-0.3198349124476073,-0.021869962441208323,0.27793790589021977,-0.2345988577250544,-0.14566596951026844,-0.293976582069467,-0.6252021235602492,-0.10174339660984384,0.41583981376382173,-0.0940207990364669,0.378034803151946,1.0,-0.18042239046998076,-0.0800964343763026,-0.22060623871690369,-0.13253839152528282,-0.08394238343748607,-0.2887790023695261,-0.0935050609002941,-0.2351152920156897,-0.5613590514708129,0.9212999842552901,0.009196047847520828,-0.2229136560494782,-0.0772638248554459,0.08060040014936241,-0.2752033359858641,-0.4595334193954176,0.20385731912380783,0.06361491111448354,0.0140889638331869,-0.19283453748056625,0.4531797564686235,-0.6308195302603415,-0.033814594612176806,0.09566578884735333,-0.17646201213095658,-0.014311472340988101,-0.11074059601995394,-0.4595428488069147,-0.24099624122993896,0.1536532770430908,-0.3205760811740328,-0.18140762315658304,0.7596521543418983,-0.311410850302076,0.458497306424569,-0.1989028280496867,-0.10679508562226213,-0.1216105928221574,0.03551078981025338,-0.2467418810988701,-0.35430123028283633,-0.035737652083470565,-0.5521410397913505,-0.16083425138166704,0.31240079797267956,0.933913824168424,-0.09935176760776598,-0.2565400981321838,-0.05399842250012503,-0.17940292225368717,0.12539113318727255,0.9377927160422643,-0.4273207368412963,0.6037606231034633,-0.015732475146910632,0.02543509103058942,-0.22738759707837156,-0.14715087064878976,-0.12940300394068976,0.1945177222605146,-0.34777038101611873,-0.03224573714539597,0.2942361834809493,-0.023581016230333235,-0.17823101817455658,0.9520379557417001,-0.18623725689406384,-0.4498637801295541,0.9042740693177631,-0.1966882709138009,-0.28304224974091596,0.12451536724731557,0.8926985794356836,-0.24611459376055358,-0.23351976809023972,-0.25114085597961694,0.047011530731328646,0.3461089977511789,0.053043898641249476,-0.07852108999226205,-0.18579138922549998,-0.38629630408282545,-0.13521769774323472,0.02779858030133309,-0.5153903905287346,-0.21832496507925736,-0.1387089955261811,0.6923737523655918,-0.033774090170601616,0.09303055979137284,-0.14496583679220892,-0.16463231537043888
