,Angular_L,Vermis_3,Thal_PuI_L,Heschl_L,Cerebellum_4_5_R,Cuneus_L,Insula_R,Thal_LP_R,Supp_Motor_Area_L,Frontal_Sup_Medial_R,Cuneus_R,Occipital_Mid_L,Frontal_Inf_Tri_R,Temporal_Pole_Mid_R,Temporal_Inf_L,Insula_L,Thal_MDl_R,Thal_VA_L,Frontal_Sup_2_R,Parietal_Inf_R,SN_pr_L,ACC_sup_R,Thal_MGN_R,Postcentral_L,Vermis_8,OFCmed_R,Amygdala_R,Rolandic_Oper_R,Pallidum_L,Calcarine_L,Thal_MDm_L,Vermis_6,Parietal_Sup_L,Thal_VL_R,Frontal_Sup_2_L,Cerebellum_8_L,Supp_Motor_Area_R,Vermis_7,ACC_pre_R,Fusiform_R,ACC_sup_L,Frontal_Inf_Oper_R,Occipital_Sup_L,LC_L,Vermis_10,SupraMarginal_R,Precentral_L,Vermis_9,Thal_PuL_R,Thal_PuL_L,Thal_VPL_L,Frontal_Med_Orb_R,Frontal_Sup_Medial_L,Temporal_Inf_R,Temporal_Sup_R,OFCant_L,VTA_R,OFCant_R,Cerebellum_6_R,Red_N_L,Temporal_Pole_Sup_R,SN_pr_R,Cerebellum_Crus2_L,Thal_VPL_R,Postcentral_R,Temporal_Mid_R,Cingulate_Mid_R,Lingual_L,OFCpost_L,Thal_MDm_R,ParaHippocampal_L,VTA_L,Thal_PuA_R,Putamen_R,Frontal_Inf_Orb_2_L,Heschl_R,Cerebellum_Crus1_L,Parietal_Inf_L,Occipital_Mid_R,Putamen_L,Thal_LGN_R,Cingulate_Post_L,Calcarine_R,Cerebellum_6_L,Parietal_Sup_R,Frontal_Inf_Orb_2_R,Cerebellum_Crus1_R,Hippocampus_L,Paracentral_Lobule_R,Olfactory_L,ACC_sub_R,Cerebellum_3_L,Thal_MGN_L,SN_pc_R,Cerebellum_7b_R,Precuneus_R,Lingual_R,Thal_PuA_L,Occipital_Inf_L,Temporal_Pole_Sup_L,OFClat_R,Occipital_Sup_R,Precentral_R,Hippocampus_R,Thal_IL_R,Occipital_Inf_R,OFCmed_L,Rectus_R,Cerebellum_9_L,Raphe_D,Temporal_Mid_L,Thal_MDl_L,Rolandic_Oper_L,Caudate_L,Cerebellum_3_R,Amygdala_L,Thal_AV_L,Frontal_Mid_2_R,Cerebellum_10_R,Temporal_Pole_Mid_L,Angular_R,Frontal_Mid_2_L,Frontal_Inf_Tri_L,Red_N_R,Cerebellum_4_5_L
Angular_L,1.0,0.4668700877198062,0.03936659086904729,0.24280640314107055,0.24246985571708737,0.7786328384815734,-0.34985566388133815,0.059369464135568886,0.24163046103097113,-0.30839197524536155,0.7421951863780999,0.64849242003299,-0.32939883002183845,-0.5679569500500445,0.007040629854260004,-0.06603042095520074,-0.05225229916789113,0.2516376335482262,-0.2892000210279796,0.4951063538981015,0.12045670824700304,-0.1912656915241395,0.17964558878153433,0.7567369683076373,0.3884388792312466,-0.3760028608525331,-0.485211654617577,-0.3294657411866564,-0.13748107810364119,0.6997281764862386,0.019397242659614587,0.31123818147659166,0.6461530661215413,-0.05079438466943753,-0.0764778888542638,-0.20571619958263804,0.2634777090573195,0.09076745145846372,-0.2287844156111637,0.06380323147578133,0.05726993299370166,-0.25976670995808204,0.5405113062488862,0.21325137267296917,0.0490087688830644,0.454670066162106,0.42560627495520986,0.24121936252276502,-0.15143798618413032,0.43106978029963694,0.29645991254944054,-0.3536384484553121,-0.1571471034560449,0.46741143389377243,-0.5047942410278268,0.06959148005996901,0.3344444116775964,-0.24702104419827456,0.3877830844324105,0.1111814691275182,-0.11633018840434217,-0.22889454760292693,0.3642355884270887,-0.04378746287728472,0.29527259285279583,0.5287140137696329,0.08631814537362097,0.44072592750942813,-0.4287777772156992,0.19728774996654788,-0.13204782377611632,0.36888912742758645,0.0668602763823982,-0.35073188723097254,-0.12153345796668528,-0.32456871924250597,0.1443158044344141,0.8033979325141424,0.5339685229157122,-0.1081097490777772,-0.21142661616900377,0.3899046718005537,0.3724201181576132,0.44862724239054247,0.5737334954251692,-0.3209497903284253,0.38799720411870653,-0.38428700924530484,0.38869098421369735,-0.3831281771165519,0.08663401088955089,0.4670798186603072,0.21962249489942307,-0.2875142274724647,-0.010971149063123237,0.7694378278052254,0.23760610531432227,0.12558919038338073,0.5413122791697201,-0.24091908498704753,-0.5505777536485237,0.5104449105185533,0.2980930398833905,-0.3051083584730755,0.24680722547964504,0.5803204483064184,-0.5693004627077577,-0.6195961248566648,0.010322471517481209,-0.33500317663990736,0.4228464052946491,0.17289482007091564,-0.2361162332720793,-0.25057674183308554,-0.002465881957436732,-0.40072885315292106,-0.10855303998490731,-0.23783302246295926,-0.5971541510817489,0.04880122165374207,0.6721016313878806,-0.0012408599043509463,0.15565005362016512,-0.081365598940813,0.36993734933690614
Vermis_3,0.4668700877198062,1.0,-0.17881863283501842,-0.04196892165629579,0.7799826673343164,0.05846792552811477,0.06795574565853386,0.06079742744319577,0.37794064952476336,-0.032014653038047555,0.057296791715398775,-0.1618990552369189,0.11029218259984389,-0.42925346534501946,-0.15114816405323286,-0.05175502337429198,0.15428802823292084,0.14954278484322425,0.09441813267980735,0.3938863503140445,0.18441948332416402,0.09407584142942187,0.2920392343703914,0.5052320582260252,0.7645125214773855,-0.31072822157487395,-0.16599440572274157,0.13942783101790882,-0.09067530642898897,0.5026526551496279,-0.016823532242029753,-0.13754835755756817,-0.14915603700986857,0.10000107103752391,-0.0058833136618841155,0.023781368541635175,0.3820859201976953,0.3737219949886594,0.022369495270746508,0.39545542522606636,0.23893938534347775,0.227299290631099,-0.2204606078301945,0.25453129773731814,0.48489548894584006,0.5975009156038755,0.3600653369767225,0.7335549629666847,0.07558931510430027,0.2531505178654241,0.21709707057052202,-0.5101077346007372,-0.026669648590201118,0.2417414675053142,0.06403792604243319,0.10654565616478769,0.4229889775827706,-0.12040102458509355,0.7040723838859361,0.1372661258537865,0.3303433543239426,-0.1190604737599387,0.2767949428309264,0.10917688703272412,0.5076627085983433,-0.0729136524409237,0.25224938846271944,0.13131990735438837,-0.26587700014617593,0.1743349467036383,-0.024697207399981505,0.397261643157323,0.2298384577053509,-0.090638050919184,-0.12479383436622593,-0.029091819995360015,0.42966886684216393,0.6102348407537568,-0.21085623503241432,-0.06918243732672433,0.09582118003180995,0.41862045100659767,0.6650549102739999,0.5291016523070132,-0.20211257402072336,0.09265608595428175,-0.05480129113078845,-0.5298901975605425,0.3954034525525009,-0.14323709678630253,0.06510786838775312,0.7962608871330787,-0.04789582845314006,-0.16626936062176764,0.07803599097002349,0.6013017301455257,0.39680594287631243,0.1277902059570474,-0.27530179111604225,-0.06808361409942189,-0.1603203992201812,-0.23039037606694635,0.5121592030835327,-0.12936153890106586,0.14079766935952986,-0.11237608937542996,-0.39947817645160455,-0.41318081140733076,0.24561085367431193,-0.4777775763075825,0.11778495064749822,-0.030008231162219103,-0.316140137697831,-0.17003647484122672,0.4593509129085673,-0.30567004605698195,-0.07389237437946682,0.1986460306406792,-0.5624021853320561,0.028428723143073455,0.17729183598195492,0.004687745000630519,-0.0035297103714543696,-0.04487646814445662,0.7409737626577121
Thal_PuI_L,0.03936659086904729,-0.17881863283501842,1.0,0.5566869196461941,0.07606094153170395,0.22780014611674665,0.29054010358215315,0.0454379647079609,0.47317185492462316,0.35918695688614694,0.2322300423358212,0.21645766299182576,0.3530985607676387,0.27573696584231894,0.43747706414788523,0.4901913287972975,0.18145019672759086,0.3331709308970174,0.43217775751975385,-0.2543787476359742,0.32631788431963993,0.38241303794485443,0.3239058990729038,0.26959515554683616,-0.11878014037014817,0.2751740088267512,0.228839652884669,0.3313996376990335,0.6278992759337839,0.2449365360344973,0.6153306845258578,0.16905821771526086,0.1895820065936388,0.3604782099476343,0.5680612640778715,0.561381804966435,0.34884826807435587,-0.2007411973090415,0.4233214106960963,0.470974550947981,0.4312554741765594,0.3643279828112504,0.3220675399685256,0.07062706473228175,0.1977104713254286,-0.16545868437798533,0.5046643141830034,-0.04427917935798415,0.14987425835867657,0.2209398963710155,0.48843384472218543,0.2515433883677371,0.4521889535297582,0.21805928909132163,0.2369734191682074,0.15022471552964753,-0.10086247157592214,0.35003094755241104,-0.015752103370041293,0.2917862840100508,0.20133135808316593,0.4151406833768708,0.11892518733835566,0.3587099280012174,-0.02998251507366101,0.29296261965576625,0.4565466607070102,0.3858437296490616,0.34814046253096465,0.42404330020678693,0.4372860943643952,-0.02543552130842369,0.37874370625860293,0.5513452873641594,0.37098820703920515,0.34107974299103533,0.12754274887949096,0.022382068248672102,0.2766644471423745,0.6554216649313677,0.3525427591462999,0.35924343855362256,0.02845260816817676,0.2681269239268782,0.254702887188788,0.2205209399039848,0.1661283563943158,0.6247808135804814,-0.021891761733835557,0.23670750563634937,0.29063636843498053,0.13097561902605467,0.6368664976911155,0.3780654571293585,-0.07757562655282964,0.04640918343331869,0.3070091973642156,0.4342863725697641,0.2780267578354494,0.2578090651653406,0.391256208058662,0.2678232169638707,0.11324297985612698,0.6022875119389078,0.3652347659332576,0.2638746062355544,0.2491322169204888,0.26987398885945724,0.15149103347086715,0.17995258822195034,0.28579363826953325,0.48318703275964164,0.5412478652364788,0.5652588758275194,0.2461634879211467,0.2792159094330006,0.24150775993436838,0.3605233410055593,0.2806606077385947,0.042495734295907056,-0.07116171826611048,0.5562398663804948,0.6449975893478066,0.5258396314651864,0.21454684965492413
Heschl_L,0.24280640314107055,-0.04196892165629579,0.5566869196461941,1.0,0.06116750625530762,0.2698358226392925,0.42310914317701365,0.1618265779273397,0.361698304442192,0.5263276965900521,0.35559236663869276,0.292252885744428,0.3577504735750911,0.30906249316314666,0.42774936746499365,0.7519787939383462,0.11356728927293348,0.4981772051438617,0.43650913661781265,-0.2864613565285228,0.6366882616455183,0.5562655909163347,0.38793794250430674,0.3143171519525736,0.17838615048347675,0.4531291466427983,0.3243631534083937,0.42502460725771457,0.550347876506677,0.44535890966586567,0.4399584023619985,0.38811050533312824,0.237868223969126,0.4371777635337447,0.6465178336530857,0.5341395051835278,0.09168370700676702,-0.08600379423066154,0.5285682704539961,0.229063954159974,0.5528197016533813,0.45197301056587197,0.3217064656095069,-0.1158697538993334,0.3931385374552207,-0.24843299632715374,0.461713152510783,0.17380081949308293,0.3891954845509388,0.5148525422612305,0.5740367829996652,0.17450072654397392,0.5825884206630828,0.34025646948315386,0.17226053728668891,0.1624642620952105,-0.16274263149169824,0.050038153338960084,0.06608293156228945,0.4671266872102239,0.4740393901886805,0.49371710457177714,0.2425753994364205,0.4080534476239783,-0.19710318298868285,0.46476631125510703,0.46574041480778905,0.47975398553355475,0.4678657519323556,0.2797282246196498,0.2224953850090885,0.36120720659445615,0.34619841535750173,0.56140506246056,0.5635013969134344,0.46776849867571,0.20571064208657927,0.054836609233384015,0.336903608376276,0.6301131086697886,0.2823118575918733,0.5412913374728039,0.33641949121207926,0.3752845655118638,0.2702995447796775,0.2109448237970603,0.23707382124823317,0.5177242559815558,-0.20519439136828985,0.2666972465089305,0.254280689693451,0.1715181548256049,0.6600264652547887,0.3004597976340611,-0.164687156999906,0.07790827341222963,0.3221824062422446,0.5379397740291841,0.33871842396753454,0.5279810915802949,0.2397630919077517,0.30422802330792564,-0.03065400915047005,0.4270781080374813,0.3624097723185214,0.2989960275084139,0.17858328521430314,0.25333806303822576,0.5088777240487035,-0.08102997943125712,0.6330001701490302,0.5804834536035992,0.7148359220084896,0.6797822223601702,0.2707159767704622,0.12964945326505442,-0.2899926695879536,0.40689905772896134,0.28124128394434794,0.26972417005347854,-0.034610189369731384,0.6679121305657628,0.7202309575069729,0.6137362587251137,0.2621090227080365
Cerebellum_4_5_R,0.24246985571708737,0.7799826673343164,0.07606094153170395,0.06116750625530762,1.0,-0.14034519975993323,0.2643263135928105,0.08508875097279407,0.6527789435369873,0.2346026329660729,-0.19112474238681204,-0.3646644158816296,0.4382412377414715,-0.15345594478630437,0.03798680378101814,0.06152479646282991,0.37507237793074166,0.1806914292690457,0.4790891233562669,0.29420494741942604,0.2772242560368517,0.3211240823688955,0.34993913890722117,0.5617713483509209,0.6658238564739524,-0.14138308664288973,-0.07359309726454033,0.3922268607488548,0.16790294765460204,0.3332438386203436,0.34353107957643964,-0.07783702200925187,-0.31373117612932466,0.20291467107588482,0.3042125380488443,0.2921093506834621,0.6158580797509197,0.3014991609101971,0.2478306342587377,0.5893506473052258,0.5004230717609752,0.4722036580425366,-0.37573707241367216,0.3112443568727638,0.4872808147241219,0.5907550030480161,0.6002194878093212,0.6409460729407752,0.30301404664460846,0.23696748124877826,0.24508664417420703,-0.2602896296164843,0.253349479436621,0.1271549827441416,0.2444015790367679,0.24033453433718444,0.4089485935503612,0.2060914965816934,0.6014787396128553,0.1758398275237894,0.38623295306546396,0.17646126184830882,0.1831407342993017,0.4394556951030871,0.6389355202773978,-0.18587818147867943,0.5454854390970199,-0.019528768961708447,-0.006298332376305392,0.4110569104589202,0.11681033890680241,0.38495912064383636,0.46814601282374985,0.22390747450875403,0.010009481283228077,0.29744073052820946,0.47872232768580003,0.5884818620449805,-0.36460559237277895,0.2295210850531719,0.15293820314596546,0.5715320135831647,0.4713006654896283,0.64523268290956,-0.34324115788858645,0.2382513260183273,-0.05998823244642432,-0.19232955054320575,0.44939604340427275,-0.031245570728321598,0.3749665150669119,0.8015604284709484,0.20734345167840687,-0.00793835175738436,0.07456145536098045,0.5564841384559036,0.2683986057617033,0.18545280348824067,-0.4199069621295227,0.05888896678138513,0.22114352583922006,-0.4113432792933424,0.7084939110312342,0.26255672489128246,0.2868672468053959,-0.3217709622155534,-0.25237909982535534,-0.23559360038374594,0.1622604521168959,-0.36247013129897254,-0.06048223382687767,0.17294456758803076,-0.12606898865374383,0.11665008662402401,0.6714917618599181,-0.16003166851470796,-0.04582284379769788,0.5223955977629482,-0.4144061271092166,0.1121234287471499,0.008786865262650375,0.28571391391517764,0.2203960340168371,0.1998031276279067,0.9058661990774242
Cuneus_L,0.7786328384815734,0.05846792552811477,0.22780014611674665,0.2698358226392925,-0.14034519975993323,1.0,-0.4791099646446094,-0.04566934819242912,0.010408999116794855,-0.38738638123565455,0.8978040775562901,0.9335298867140573,-0.4907442749232595,-0.38027149260163473,0.1455035820718919,-0.08902726696712623,-0.22129155027379602,0.08089906924310915,-0.46177800079925607,0.3445855596757207,-0.011718097924645673,-0.31054597971102293,0.047161857344328505,0.45758450600541106,-0.09759889895325698,-0.2903101617454823,-0.3527871993979149,-0.5629684420880482,-0.10341677063016137,0.6202128294751912,-0.03769109175787959,0.37080805836575037,0.9123475834199777,-0.11814129325086652,-0.09248398184292032,-0.19626694557473015,0.06411760753584426,-0.03811298714684941,-0.31375875360149663,-0.0008247049455861961,-0.1528593949364974,-0.4813594702951711,0.8719294230418285,0.08928338901856196,-0.15050712223452153,0.14285307423938562,0.23950590899567742,-0.10060086224992316,-0.3919119384667635,0.28172067298183556,0.2023421379384492,-0.16794725782163147,-0.2277895369216884,0.4694353980114299,-0.5461162916132571,-0.035118863563811754,0.23333017147625573,-0.25966100469427267,0.15548634393032776,0.019945930566126268,-0.36982717733806364,-0.2392737232724023,0.22513118566891369,-0.22659578076178477,0.008887867877664279,0.7399910043236813,-0.16217455302894976,0.5442103275719165,-0.297372701558108,0.049012422578328024,-0.14096344485680412,0.10125453375229872,-0.15681489904117016,-0.34952276756555195,-0.11828298738410459,-0.4741365360153188,-0.08392551725368713,0.4849912324776684,0.8587828731766226,-0.08291529329254899,-0.240861378821515,0.11537372793293735,0.044189664540347035,0.17293931037870006,0.8845452868092449,-0.464171048402811,0.5626497738587249,-0.14437797746902348,0.2049044734887401,-0.3229685490933464,-0.10771286799437996,0.07492080260059326,0.23132207530971358,-0.3210030078424553,-0.012529624782147263,0.474128642719691,0.15621875263848278,-0.07764587741478265,0.8722225863554919,-0.22263267357263403,-0.5280203515266733,0.8308753695286071,-0.011786396684780041,-0.2763333011567274,0.16776815879372448,0.8512647686361975,-0.4014655396985476,-0.41887559542072245,-0.13581398020054325,-0.0740230294692948,0.4037988118294755,0.13967212055502437,-0.14592414592347155,-0.22765609377338855,-0.2481783485874514,-0.2577275549062522,0.055657355126058114,-0.4656759441290716,-0.35153618634674455,-0.09165483046481024,0.670286420113145,-0.019660265769187328,0.11817026228842385,-0.1142466148742386,0.00964740947249671
Insula_R,-0.34985566388133815,0.06795574565853386,0.29054010358215315,0.42310914317701365,0.2643263135928105,-0.4791099646446094,1.0,0.08245315102333,0.264003720174012,0.754140582483184,-0.31435371985517824,-0.44974838880757323,0.6795742904729483,0.6371979474387397,0.36393576111242104,0.7254574909963247,0.26224047567543785,0.3134276929230514,0.6502069213785296,-0.5672539675525082,0.36892945741002264,0.6722992904801621,0.1266399148673774,-0.14550465319863326,0.26919004233921645,0.652275782020067,0.6538094956659928,0.781504081126029,0.43160601093210854,0.041157247245611435,0.3928710250672452,0.07634946658594924,-0.4886862999177977,0.20835232606291335,0.5941805913506059,0.6626668537758141,0.007301616217218562,0.0756946100084497,0.6446342598620213,0.39520521617168897,0.47760519510900395,0.7547996281916166,-0.3647806617763949,-0.0849389496320691,0.5753293149025561,-0.3096052357256849,0.14258962608991663,0.3988984796336541,0.5506349083495289,0.31004895289858336,0.16696830653216702,0.2810286273828871,0.6369299829698952,-0.10485386239180881,0.7057099923242834,0.2630654124050159,-0.3655902229441144,0.29722114937547595,0.03924903530708637,0.4380804439586508,0.7459127227268965,0.6567570074557604,0.09546970965274929,0.4093429876460649,-0.2393957267784153,-0.17410940032191138,0.4873267628634959,0.08988378849469654,0.6081840302088046,0.12830908739896454,0.38829865906442207,0.12667818579532195,0.2915706415334662,0.7077773490588172,0.7036333457284437,0.7593447276519848,0.23854844735207117,-0.2936764766441297,-0.3240781898214088,0.5130103187561073,0.31079537215807956,0.25328764198814135,0.39436259274870955,0.2125782446452415,-0.4075999909835238,0.7945535113674738,-0.29809378414638593,0.5053208776148684,-0.3659369543490235,0.5808623178755317,0.18293418644248433,0.1103744050372661,0.2823415949136844,0.5363288026646083,-0.21178945183846581,-0.28270696382877025,0.32040236458322063,0.40972513409361566,-0.369644889298497,0.6996882372181057,0.6114044961709558,-0.3444490145297697,-0.09001725366836578,0.5231464234261327,-0.03267876409208194,-0.30748055170491895,0.5587148068168286,0.5888350122715974,0.6355477322018764,-0.1283609264926942,0.3446925180758252,0.3727563919483655,0.6560038493207024,0.6950970886437611,0.5495482577271013,0.36988711829297355,-0.3220235682613192,0.6714485865444081,0.5531459925129939,0.4081756114326393,-0.5672704690668537,0.6013307065759184,0.5035997664720906,0.5662123888650032,0.308270964430189
Thal_LP_R,0.059369464135568886,0.06079742744319577,0.0454379647079609,0.1618265779273397,0.08508875097279407,-0.04566934819242912,0.08245315102333,1.0,0.14305059444088636,0.07439291834952841,-0.01134287063056541,-0.07360653919052591,0.3396929492291151,-0.08440376568346417,0.11711199531658019,0.07979602992885881,0.3020515750318092,0.655410485141938,0.08641967505646603,0.0769086968107168,-0.026306170523268155,0.03128454834945545,0.16085824143104563,0.18025398186053254,0.2579893783761538,-0.0042780667212448265,-0.1973229324713983,0.3341100675401441,0.21521674607534566,0.0552172528050326,0.28060743732151233,-0.09401505532485531,-0.1165110365781403,0.29415354427632506,0.02294739931779153,-0.11368715755763102,0.024227578436261162,0.07031013119119112,0.10346923758304163,-0.0890855000700366,0.10689213706396632,0.224528371124831,-0.0958155371358154,-0.3565070626644845,-0.1590048310213483,0.09108047881214153,0.1466571026283552,-0.002312871232984804,0.4030533389413363,-0.054063483462670425,0.49123632591564015,-0.012802903679301722,0.03812125997446657,-0.16328211507011817,-0.12244979177446856,-0.16481736111612458,-0.2586832507612518,-0.41915477595662154,0.3149685796520438,0.44183334724252654,0.04692171401858584,-0.19804124092510011,0.11095384333968054,0.3946878781096492,0.11181830402424066,-0.04382006336181937,0.18315664254195355,-0.32271654250497017,-0.14651379221591246,0.4806696370793526,-0.29776731047223953,-0.10681713088000719,0.11037365226772988,0.1528631050102557,0.2820930998011421,0.2613748239078589,-0.2569663393478162,0.14417127074114314,-0.13519045278868005,0.16988927782292157,-0.19125055005088654,0.3277749185311467,0.009524003092546168,0.15077095884010602,-0.12543542655736817,0.005894730175279772,0.011724868716699512,-0.05227761083417676,0.18852291446539896,-0.2803852287123913,0.039506545956376524,0.16134940796159167,0.05545527838845229,0.2765894048886392,0.17902170864060304,0.04918177577443643,-0.22645585533972304,0.4455406809448478,-0.06921798699885279,-0.1281150593292002,-0.0017193359018260743,-0.1052396110196139,0.13728538761045794,0.05652785752290006,0.09589202650370314,-0.09088477081513344,-0.14133741028727745,-0.1740534371729419,-0.003957486488609769,0.07014230492903596,-0.04017929737573974,0.4656486153702717,0.14723677790980627,0.009940991798931674,-0.09647765346321147,-0.4706096264248909,-0.08654704816461145,0.14552787611751014,-0.0727114503673162,0.04694708253984993,0.02956138586192469,0.1296163582357686,0.3297114850034331,-0.18367161175045355,0.12923475105988136
Supp_Motor_Area_L,0.24163046103097113,0.37794064952476336,0.47317185492462316,0.361698304442192,0.6527789435369873,0.010408999116794855,0.264003720174012,0.14305059444088636,1.0,0.36227842272717586,-0.0664946266871432,-0.19460839020836662,0.6194520762977864,-0.1382344932238934,0.10786506842723348,0.22726341565958638,0.5036191029958837,0.42960472371931513,0.6780895407957017,0.2085201300318072,0.44896565848378345,0.45694978595903757,0.4857125907415402,0.7291435070319341,0.30255684575303804,-0.15449718440463683,-0.12871150539803633,0.4832585640659693,0.4582349939829407,0.3413316701621465,0.7385631967364973,0.004129877510493467,-0.17771770647952373,0.4131244839973855,0.5674297278294878,0.4365172319445068,0.890210817462402,0.0025710307287015394,0.41799158721517976,0.4803364088311901,0.7290955480826987,0.5928141129840451,-0.18166286757753974,0.384419646635498,0.31523323448553536,0.5126929958248538,0.9222485068099487,0.2695746499375181,0.37597256820433067,0.31651966129858483,0.574077305279875,-0.14697449174759872,0.47979339445870245,0.20158486789488592,0.24554472394924148,0.34517265744369574,0.33612988388243537,0.3366157576088199,0.34343695904608007,0.3941523724364565,0.31370026641819326,0.4051828615814361,0.10431400722953446,0.6745423247032054,0.6666984535677414,0.016979111945345918,0.8432583346720103,0.1485621484093296,0.022831480478803425,0.7437954490101253,0.3247336642756401,0.33206738237385913,0.6842997593859594,0.48168610122097194,0.088681593331949,0.4819799516220635,0.38521074886310114,0.5411391840706745,-0.20074869168444126,0.5745234098728286,0.268264399640684,0.774313948708897,0.3901599750219021,0.44964216050904265,-0.18518995314409156,0.2009114410297563,0.021782719025293523,0.136815848745692,0.5245474593233951,-0.011036458959200688,0.6011029412490939,0.6349172274766014,0.5278566530703028,0.22082727927064516,0.005415040589838449,0.5493803931332931,0.26950253280006586,0.469703722565552,-0.22461734536223626,-0.011951267965127242,0.31076653158131196,-0.22524556497593654,0.8124467863074297,0.6149705342649376,0.538801912157308,-0.18596919622128855,-0.23731465902415785,-0.2355489430176295,0.13094772511442015,-0.08696013738177569,0.0003262951055198931,0.4679753034824811,0.16258935070070027,0.38051326201871066,0.49299522119552597,-0.06107662931143,0.10645648394650034,0.6636138195466622,-0.24806110610824517,0.08828502351495875,-0.007841717449968803,0.6010252422832764,0.6250175070842366,0.49047880952967404,0.6775927198097076
Frontal_Sup_Medial_R,-0.30839197524536155,-0.032014653038047555,0.35918695688614694,0.5263276965900521,0.2346026329660729,-0.38738638123565455,0.754140582483184,0.07439291834952841,0.36227842272717586,1.0,-0.22257615425046146,-0.33620001438945246,0.7691570111821244,0.6525473442422096,0.39131505062582816,0.779606241249986,0.36739475737961835,0.42218618668354324,0.8104753195352499,-0.5442790220301246,0.5290950329181874,0.9310460194126774,0.26447031954791606,-0.07217768898462183,0.16943243349767967,0.6854948545832431,0.5046279860705042,0.7832342199717571,0.5870662451471237,-0.04477976033246217,0.46456414649360056,0.055340082754725795,-0.34685167266640415,0.3131332610560369,0.8865719966180113,0.6488143046797696,0.021432628565182767,0.1289604949977704,0.9280734386886325,0.19733633784044233,0.7446291368511235,0.801184816950804,-0.23665483619447594,-0.011996609954251506,0.3962853337697606,-0.35567939134792054,0.296788227133028,0.21061303248301996,0.5946945055171344,0.33618970702136786,0.3073221248441993,0.5153902759128133,0.9370726129607184,0.07264681499415757,0.46692737618315244,0.4053895232010115,-0.38540246448173043,0.40170003864108583,-0.05575770454825993,0.38937688264733067,0.6502053935812406,0.6213096859118241,0.06925254736918703,0.4377645197039495,-0.21660333449268815,-0.07942935847256682,0.5994921479034345,0.03189485253601791,0.6038139805093765,0.12938723717161327,0.4562095193994386,0.1720950929101005,0.388028697048303,0.8615233728721868,0.7054117917788872,0.6694752387033338,0.3676199767565828,-0.2478920481550108,-0.2134923561662758,0.619797798337517,0.27774515203672356,0.3682383670481534,0.1700095899854442,0.32814498225977534,-0.3186248440373115,0.6797401326004706,-0.07141520589788136,0.5287617075850586,-0.3969701860348554,0.5932500999086912,0.3495773883624231,0.14606821512095072,0.40325292387074485,0.552165940713535,-0.2271099709976847,-0.30673345513525807,0.025499858185853635,0.414119963288246,-0.25724787546991806,0.6130893246790954,0.7834923904288503,-0.2282288523027537,-0.008587902569559049,0.6987089942177239,0.2550245242178418,-0.24290327826941055,0.5843715427841439,0.6109777331860158,0.4134234951178675,0.01968005826838741,0.20861224796443595,0.39082869991788066,0.7497250923659777,0.8900195856755483,0.3436712053546919,0.4043702433743871,-0.34129286459843194,0.8542304931555543,0.522506897859398,0.4172424519868024,-0.36152122330435427,0.8641917666792004,0.6839240177636651,0.5946060895598305,0.2925946591467207
