,ParaHippocampal_L,Frontal_Mid_2_R,Olfactory_L,OFClat_R,Vermis_9,Temporal_Pole_Sup_L,Temporal_Inf_L,Thal_VL_R,Cingulate_Mid_L,Thal_VPL_L,Caudate_R,Cerebellum_Crus1_R,Frontal_Sup_Medial_R,ACC_sup_R,Temporal_Mid_L,OFClat_L,Thal_PuA_R,Thal_MDm_R,Supp_Motor_Area_L,Occipital_Sup_R,Parietal_Sup_R,Pallidum_L,Cingulate_Post_R,Cerebellum_8_R,Putamen_L,Fusiform_R,Angular_L,OFCant_L,Insula_R,Postcentral_R,OFCmed_R,Cerebellum_4_5_L,Vermis_1_2,Cingulate_Post_L,Paracentral_Lobule_L,Cerebellum_9_R,Thal_MDl_L,Vermis_7,Thal_LGN_L,OFCmed_L,Temporal_Mid_R,Frontal_Inf_Orb_2_R,ACC_sub_L,ACC_pre_R,Cerebellum_8_L,OFCpost_R,Lingual_L,Amygdala_L,Occipital_Sup_L,Postcentral_L,Frontal_Med_Orb_L,Heschl_R,Thal_PuM_R,Cuneus_L,Supp_Motor_Area_R,Calcarine_R,Vermis_10,Thal_IL_R,Hippocampus_L,Frontal_Inf_Orb_2_L,Thal_PuM_L,Parietal_Inf_R,Vermis_4_5,Lingual_R,Temporal_Pole_Mid_R,Thal_VA_R,Temporal_Inf_R,SupraMarginal_L,Putamen_R,Olfactory_R,Frontal_Mid_2_L,Vermis_3,Thal_PuI_L,SN_pr_L,Pallidum_R
ParaHippocampal_L,1.0,0.43291172371022557,0.6427101269827756,0.45443112234516436,0.05627072245411987,0.2997507774841649,0.16112005590465583,0.020363932001529538,0.36392230913330464,0.06486902724942181,0.5355900558510444,0.012028409626829578,0.4562095193994386,0.4444699687553723,0.18763063851305292,0.3229435070196561,0.2719286953690979,0.06767389642072168,0.3247336642756401,-0.04513459813392629,-0.10575491031319667,0.3242036718462628,0.43833952880901916,0.37055255683164157,0.29819309190802246,0.34009829418724996,-0.13204782377611632,0.3796313457310061,0.38829865906442207,-0.15420368215773544,0.36632209808669985,0.13587578305431877,0.43076868178802064,0.20020944408333052,-0.2844745567802559,0.40105634111707117,0.11165535176037472,-0.1997166390723288,-0.22089612791808977,0.5884122537614114,-0.11162894165120874,0.5382301247943518,0.04471677340337815,0.5015871590167782,0.6397065688458848,0.5180755025303044,0.3824937690023047,0.7411742640590028,-0.009492136410211327,0.04660984396266579,0.47224528887559064,0.25301883504383843,0.12187058606982464,-0.14096344485680412,0.1470864625773446,0.1298510092017739,0.22588309086571023,0.2544269019806166,0.4981172424143785,0.3555443990053424,-0.023604340376986166,-0.2772082623724765,0.3621871052504383,0.2752430726612122,0.3874717856077247,0.1315040512357161,0.029284229829674283,0.06772935533282887,0.44627738201075334,0.41807326687222796,0.4362163828430617,-0.024697207399981505,0.4372860943643952,0.2633554624823652,0.33939448330737454
Frontal_Mid_2_R,0.43291172371022557,1.0,0.45149963994221587,0.7691690898592282,0.31993745344351743,0.41043275128940987,0.19725220868091187,0.5079774750504983,0.7382646249268925,0.4629776416575639,0.7797515606644242,-0.1194862732071025,0.8542304931555543,0.8688998569613963,0.0076934474688288386,0.5345565374920387,0.6345797294147993,0.39610977987399515,0.6636138195466622,-0.47951506287873663,-0.5234852227969754,0.6207122268543158,0.7105430607174323,0.48395319696957434,0.6653825434508115,0.3381437648822022,-0.23783302246295926,0.38855611600622497,0.6714485865444081,0.21473335195027113,0.41062623244718405,0.5559175007524564,0.6643651134910974,0.6123644929485804,-0.0966004918325808,0.453142439703347,0.3479837873978815,0.13113674942332715,0.06051684725356579,0.311556452784378,-0.2486060509271056,0.6470993846623442,0.255681370811547,0.830290018544055,0.6059172508193514,0.5486217911848776,-0.07015591660534852,0.2707829365379965,-0.45943134385516393,0.20959898988610423,0.09466839075137737,0.7069890906904424,0.6733442308533018,-0.4656759441290716,0.40027449013908334,0.2685371662321237,0.47254580232105914,0.42781121609703743,0.36810977707525433,0.5169187192876101,0.45871148456181066,-0.3052258048916404,0.1904276275791943,0.08778011222466287,0.3836990594228415,0.6589050710720298,0.05201941706032124,0.19449835591833647,0.8469386416792637,0.3876346197523812,0.7878512604294753,0.1986460306406792,0.3605233410055593,0.5594422945858843,0.6695059365145972
Olfactory_L,0.6427101269827756,0.45149963994221587,1.0,0.5433888550692177,0.19100688198681293,0.6179018545184818,0.16866134984634112,0.06677908375670946,0.11403827442694632,-0.02505320928660883,0.6420257144998408,-0.06512087266975021,0.5932500999086912,0.6040347447997007,0.28327040266708464,0.535874792388345,0.12285601140853356,-0.24789479595201813,-0.011036458959200688,-0.11446718397168981,-0.20452415671559468,0.2945693273517482,0.20440189189572477,0.08718742514206726,0.24475024937739595,0.16552878887230552,-0.3831281771165519,0.19850986576908797,0.5808623178755317,-0.45238914399319974,0.6082597509596376,-0.022526729017152892,0.3222141153207807,-0.009094215683485962,-0.6215894856147391,0.5753783939297764,-0.013327263084552168,0.04594864288533139,-0.5394532955091103,0.7596096157471354,-0.0823570072396045,0.7381580058898974,-0.06877802056994704,0.5357885748975825,0.59590412979114,0.5554006271286206,0.25125427026738567,0.7687287190930489,-0.1067276682336896,-0.364366611401289,0.45141005771164977,0.2954654635893624,-0.0457529647597663,-0.3229685490933464,-0.254932379201308,0.039170768766384444,0.46209625647631336,0.08786418521773351,0.462427119342611,0.6039539159275513,-0.059047989335183765,-0.4729909032136341,0.307505357488565,0.1509640093537701,0.6822173568071919,0.15325575491537027,0.016036638693506477,-0.24405943065335411,0.5042670452190249,0.7364901133542762,0.38714331192536805,-0.14323709678630253,0.23670750563634937,0.2306500537552203,0.4408398809110899
OFClat_R,0.45443112234516436,0.7691690898592282,0.5433888550692177,1.0,0.0693742089301388,0.4876415440214844,0.26947066407451054,0.31404061349834667,0.37074943289297674,0.17287396544662328,0.817216056072098,-0.10080921257940632,0.7834923904288503,0.7324872691041338,-0.14220500827935953,0.7314649478879406,0.42781827420519564,0.15583743494841049,0.31076653158131196,-0.36019639149089056,-0.40785398182009575,0.5776799207248937,0.3945800831682005,0.3713554466183036,0.5828009570514869,0.27914716149555213,-0.5505777536485237,0.381831168195952,0.6114044961709558,-0.06384612677957138,0.5513431610320806,0.2258057612814094,0.5013291839912899,0.2444171387240594,-0.35661703576332543,0.3559496927159055,0.17990548037365267,0.035750779133689285,-0.19671386724147574,0.6048581966943984,-0.2600911698972798,0.6022761252218662,0.31653148543246384,0.7372274268363473,0.5998163434016116,0.3691875617994349,-0.2017346944052255,0.48835703969951283,-0.3548075711927725,-0.20643663707741497,0.2896588505704335,0.5714296150518386,0.4843237011336874,-0.5280203515266733,0.0961987438736888,-0.11831345663974628,0.2509610256374821,0.2606377615629096,0.5848157462247027,0.48053454872037654,0.22664210145880215,-0.44172808872016883,-0.07756966874012317,-0.11802636437290234,0.6470326881214946,0.3629033940332997,-0.05887563090160608,-0.20504401874648942,0.8171239879056601,0.5974234724318578,0.6185247207252129,-0.1603203992201812,0.391256208058662,0.257964417723269,0.5939623338830676
Vermis_9,0.05627072245411987,0.31993745344351743,0.19100688198681293,0.0693742089301388,1.0,0.4350726377249301,-0.0494466971316363,0.09732686225968018,0.3496586499339919,0.21990816668300509,0.03544802338276413,-0.23634491815160935,0.21061303248301996,0.35068144608894225,0.3450385754425145,0.0683611368727818,0.3201256800638013,0.1128671661420786,0.2695746499375181,-0.26792075703859103,-0.2612886403797901,0.012773704048978072,0.36147499761538227,-0.025518014948066346,0.07213905322265257,0.36090773144082167,0.24121936252276502,0.27027009365226423,0.3988984796336541,0.19577602004543876,0.08874703065346674,0.6165929168124799,0.04154345271304334,0.3393892443071378,0.01847153278709171,0.32461462547571796,0.0751786885875149,0.3532329845779026,0.09545972146617279,-0.05161796703119929,-0.0757162812286668,0.3148965570457669,-0.22035796557841947,0.2562782272030748,0.2548526569827466,0.5884492230675604,0.19102334443943209,-0.05461925601250438,-0.2567847999124231,0.22679363416344558,-0.23013079128610844,0.16513508491102333,0.11798371629376546,-0.10060086224992316,0.14651143260426236,0.7266553689552129,0.700544308313549,0.10388132624675446,-0.30749618113803645,0.12651279874080684,0.1436306178871002,-0.010610558596896075,0.48135469679625625,0.4352372881865565,-0.035548006452388585,0.33019782404708636,0.1970590000686867,0.452432800608308,0.15588699895723201,-0.12016706313338231,0.12134658520552742,0.7335549629666847,-0.04427917935798415,0.27643265716926135,0.09225601602041009
Temporal_Pole_Sup_L,0.2997507774841649,0.41043275128940987,0.6179018545184818,0.4876415440214844,0.4350726377249301,1.0,0.3791296078282187,0.10326228250145716,0.17641489004381788,0.08262990744982486,0.6547358478756595,-0.19395928883860764,0.6130893246790954,0.6194142391245909,0.499820785763043,0.7699553597746581,0.21413504087206603,-0.068791923717491,-0.011951267965127242,-0.049744540437377034,-0.1207079483064981,0.3086339517354735,0.2735210803498869,-0.2543256899240197,0.3780356909389978,0.26869320212912523,-0.24091908498704753,0.18792115550204672,0.6996882372181057,-0.46047519074160204,0.7734365456516102,0.17721487599923766,0.32223331224735774,0.05320382130875048,-0.6511774645725942,0.7823295421272864,0.2274656964135294,0.046205477525750424,-0.29161407100713377,0.6220575507540904,0.07601052840453286,0.5052511057274034,0.07320999306761515,0.5195847717663826,0.5023328464303192,0.5289027464397583,0.21079041386985248,0.47339523474994843,-0.06510501513353845,-0.27521187190148066,0.024368392726455673,0.44137235331121644,0.24211024545533455,-0.22263267357263403,-0.2833411664068884,0.2588754037416172,0.5593042243408014,-0.025652228773421732,0.5097439582545975,0.6107040506879543,0.21413907813541486,-0.625374094800861,0.1208181637130788,0.2524329201349046,0.7115054887979462,0.23102183925101163,0.03405077717465316,-0.043777406298752264,0.5454307152618358,0.5242143718353369,0.43177721115075524,-0.06808361409942189,0.2578090651653406,0.3803709923977693,0.24710298552856474
Temporal_Inf_L,0.16112005590465583,0.19725220868091187,0.16866134984634112,0.26947066407451054,-0.0494466971316363,0.3791296078282187,1.0,0.09291739926263934,0.15561303792331346,0.20254396597339944,0.44427382549523325,0.1615795486228241,0.39131505062582816,0.268055319710068,0.36566872037086895,0.44143193253904417,-0.007022319770091119,0.16283674180740976,0.10786506842723348,0.2947936885829703,0.24966612210884662,0.4270360887537626,0.11141173188614513,-0.06857447210803565,0.46460160906227527,0.36503136178356727,0.007040629854260004,0.04420623575726775,0.36393576111242104,-0.30447859889051215,0.49850327333054856,0.21010814255097254,0.21930754073085956,0.030185523560246307,-0.24633328593621193,0.339906374101026,0.4683397489953664,0.10097608166197572,-0.026434284259244066,0.34519251006178253,0.30503750299891025,0.206951488424799,0.3281999214926153,0.33423643757554494,0.3032673765352441,-0.07964324990348239,0.1556556710564377,0.08985085557995266,0.3008700909144664,0.003705301015308243,0.08509742766342135,0.255358195900264,0.24527229904667608,0.1455035820718919,-0.022463555613489544,-0.03314501028941249,0.1098807596708622,-0.058266073695181865,0.5206357309337345,0.5389668170955865,0.2149865455325392,-0.36323599700585374,-0.03163276338360953,0.10256169264837005,0.43073152888360283,0.13664900218909082,0.10416330611836529,0.054711697268316616,0.3347565267364231,0.2992604982647222,0.49035602916810206,-0.15114816405323286,0.43747706414788523,0.178924304478621,0.17106823382133587
Thal_VL_R,0.020363932001529538,0.5079774750504983,0.06677908375670946,0.31404061349834667,0.09732686225968018,0.10326228250145716,0.09291739926263934,1.0,0.4071994761517491,0.7571623107971002,0.37814299689581393,0.049195998450270007,0.3131332610560369,0.37969629093496265,0.010881440768436834,0.1041615818249203,0.4563292185753299,0.3622094743499249,0.4131244839973855,-0.18716605081890939,-0.2037881254765571,0.7729183851796061,0.36428328699206525,0.25503114165462415,0.6538322080356826,0.20544804042724849,-0.05079438466943753,-0.1799513811126695,0.20835232606291335,0.18856840295207608,0.14720275648671463,0.29788354791441574,0.38062131264821747,0.4781210875774687,0.04022808599864461,0.2637283707220967,0.1577981331172174,-0.08407643410661365,0.10016919570005689,-0.02200245236354979,0.01231907950871735,0.1800606018600298,-0.09895522004439891,0.38686209110771014,0.21414699397205128,0.1629555419104045,0.05946491358838892,-0.023276341959882967,-0.17288797174731368,0.23532098118738629,-0.4490582684080928,0.3137608080624352,0.653450012295199,-0.11814129325086652,0.33291925087281377,0.1737566682513487,0.3648663160135236,0.44927371796734317,0.2524708087538136,0.24050266431873912,0.7580245445808746,-0.1458799708192426,0.17035540647320224,0.2671274162670008,0.02061726208838042,0.8318980854796618,0.11877768537833784,0.17498167573099774,0.5368599295998769,0.3422091774517575,0.3495573692656168,0.10000107103752391,0.3604782099476343,0.5647943670865335,0.7930192704785652
Cingulate_Mid_L,0.36392230913330464,0.7382646249268925,0.11403827442694632,0.37074943289297674,0.3496586499339919,0.17641489004381788,0.15561303792331346,0.4071994761517491,1.0,0.6452859137664658,0.44294347482703206,0.011031006234464407,0.530625813445423,0.5935089674329684,0.24717980795678365,0.21808659423442528,0.6382306899350142,0.578712399553935,0.8299053188429315,-0.15261616671562536,-0.16879175851023281,0.5045981538403775,0.7715328770574638,0.4551969269622883,0.588960529040399,0.360339349043785,0.28942364073528737,0.4173706982512647,0.41566998730729743,0.40872645018771064,0.10010739139126774,0.6372862651864889,0.5930405300414994,0.8335262432105471,0.2047251274122557,0.2965248487519128,0.571903581902325,-0.003373951479260902,0.40351290486927577,-0.07427625822877999,0.014939676318101098,0.3608630555375794,0.2299840560695679,0.5688875490681822,0.48492110112389275,0.4583941508239126,0.2322105706104636,-0.013560350038806897,-0.13577544942651765,0.6793765119124207,-0.012591681348749172,0.5736978062426644,0.5984713194917841,-0.004224398475208779,0.638271489132871,0.46824682311425037,0.3305513947073684,0.5106427298520104,0.17219314297802638,0.337512442153173,0.5226969774579809,-0.028638269372302207,0.2544899051924767,0.24817042936982442,-0.003775726669446382,0.6292791290625563,0.16921759130034625,0.6687416689847759,0.5968634274625166,-0.03733809054699504,0.6793436334770276,0.32825763726740964,0.4434646729330277,0.5419137783531044,0.4246806984716959
Thal_VPL_L,0.06486902724942181,0.4629776416575639,-0.02505320928660883,0.17287396544662328,0.21990816668300509,0.08262990744982486,0.20254396597339944,0.7571623107971002,0.6452859137664658,1.0,0.2668348387345246,0.08164156269961162,0.3073221248441993,0.3987606549504904,0.24362774591259082,0.009183190084124116,0.53852438379103,0.583824983923266,0.574077305279875,0.06849885064879767,0.032485586560638026,0.659148116213394,0.4736844398131421,0.20027200497155387,0.6053071989131324,0.21845514978227928,0.29645991254944054,0.027841362797760633,0.16696830653216702,0.23957024055292417,0.05395458047480667,0.40116634657612277,0.39108918884196353,0.6800459361848818,0.13884369739374017,0.24222360310360105,0.47448723106488716,-0.044934593500043286,0.2678622588638202,-0.13174114333420991,0.2203685833902493,0.12096756760000704,0.03792178490933664,0.42681231797227326,0.22089052102157658,0.12375983653930879,0.25332487617067817,-0.17623093615611046,0.08580802638382641,0.49852782471726176,-0.46188911979395125,0.27917946258061843,0.6389188401191872,0.2023421379384492,0.4243570591621348,0.3408849758608834,0.29540829661413665,0.526909668187445,0.13011921812918922,0.3040916248093396,0.7701479592221554,-0.043198913505327646,0.20912489320504848,0.2863489401432231,-0.09763741413347887,0.7511587537946312,0.27349113221731447,0.4755769996107757,0.4689921177161956,0.019679076394072424,0.4848495486822749,0.21709707057052202,0.48843384472218543,0.5098481697515564,0.5650827131586272
