,Fusiform_R,OFCmed_R,Postcentral_L,Frontal_Inf_Tri_L,Thal_MDm_L,Rectus_R,Occipital_Mid_L,Thal_LP_L,Vermis_3,Thal_VPL_R,Cerebellum_9_L,Cerebellum_6_L,Cerebellum_4_5_R,Temporal_Sup_R,Vermis_9,Insula_R,Vermis_7,Supp_Motor_Area_L,Pallidum_L,N_Acc_L,Thal_VPL_L,Thal_LP_R,SN_pr_L,Cerebellum_6_R,Vermis_8,Angular_L,SN_pr_R,Lingual_R,Occipital_Mid_R,Thal_VL_R,Thal_MDm_R,Angular_R,Temporal_Sup_L,Occipital_Sup_R,Cerebellum_Crus1_L,Thal_MGN_R,VTA_R,Precuneus_R,Frontal_Inf_Orb_2_L,Parietal_Sup_L,Frontal_Sup_Medial_L,ACC_sup_L,Occipital_Sup_L,Amygdala_R,Precentral_L,Heschl_L,Frontal_Sup_2_R,Cerebellum_10_L,ParaHippocampal_R,Temporal_Pole_Sup_L,Cingulate_Post_L,Frontal_Inf_Oper_R,Pallidum_R,Heschl_R,Cerebellum_3_R,Raphe_D,Cingulate_Mid_L,Amygdala_L,Fusiform_L,Cingulate_Post_R,Cerebellum_10_R,Cerebellum_8_L,Thal_VL_L,Frontal_Inf_Oper_L,SupraMarginal_R,Thal_PuA_R,Putamen_R,Thal_PuA_L,SupraMarginal_L,Cuneus_L,SN_pc_L,Thal_VA_L,Paracentral_Lobule_R,Thal_PuL_L,Calcarine_R,Frontal_Sup_2_L,Rectus_L,Occipital_Inf_R,Precuneus_L,Paracentral_Lobule_L,Hippocampus_R,N_Acc_R,Frontal_Med_Orb_L,ACC_pre_L,Caudate_L,Parietal_Sup_R,Olfactory_R,Temporal_Mid_R,LC_L,Cingulate_Mid_R,Precentral_R,Thal_VA_R,Thal_LGN_R,Parietal_Inf_L,Rolandic_Oper_L,Temporal_Mid_L,Hippocampus_L,Cerebellum_8_R,Temporal_Inf_L,ACC_pre_R,Frontal_Inf_Tri_R,Vermis_4_5,Frontal_Med_Orb_R,Olfactory_L,Cerebellum_Crus2_R,Thal_PuI_R,OFCant_L,Lingual_L,Frontal_Mid_2_R,SN_pc_R,Cerebellum_4_5_L,Rolandic_Oper_R,VTA_L,Temporal_Inf_R,Thal_AV_R
Fusiform_R,1.0,0.1747712133758109,0.3222648982516044,0.27588713681550925,0.3117889578856051,0.15928111920992566,-0.10839479460107894,0.052062602672913086,0.39545542522606636,0.3080692875122204,0.2102836559844564,0.46075540294964296,0.5893506473052258,0.4579672705356471,0.36090773144082167,0.39520521617168897,-0.016002776655407138,0.4803364088311901,0.36270159320703527,0.10865255240559427,0.21845514978227928,-0.0890855000700366,0.2201729964400877,0.3495632356951021,0.26931600719582277,0.06380323147578133,0.35878067256048285,0.5630241266566101,-0.01093880107351322,0.20544804042724849,0.3019856672422211,-0.11603316119618981,0.23351759722993307,-0.057178029862220835,0.2943465515471402,0.256574405761641,0.10653528210865433,0.2984343968453047,0.1672875866703084,-0.0935050609002941,0.19205442537791684,0.23247824747093138,-0.04227858887303592,0.30266890801856117,0.4447590815763524,0.229063954159974,0.3469714447165203,0.15383482707618565,0.601355198090243,0.26869320212912523,0.37581435440399774,0.3526071195103975,0.2796469845633821,0.33650148458984125,0.681584354200846,-0.028595903311579355,0.360339349043785,0.11715473541837756,0.4803726113885493,0.4161554271968232,0.08877641230681949,0.5071797457823249,0.3016770812852812,0.326931695240562,0.10390275858043167,0.27463800572600783,0.2763957471990677,0.24230121588693915,0.3185460863768723,-0.0008247049455861961,0.07374193809809255,0.10523302182735834,0.23991903488465016,0.25668958024110666,0.3571567358395906,0.3336343615362875,0.24015069465320482,0.03716387459319669,0.19836112063633057,0.14695941080703356,0.39532632511670845,-0.0003164624764111711,0.06436416481548717,0.14894879401709704,0.26949620233261884,-0.006229782034203895,0.23169383650919823,0.04761219097656334,0.09099428620492188,0.3720484377514858,0.26238183581994545,0.29076301906171426,0.3347034397716184,0.2405379187299027,0.19918054181086806,0.20095295740299357,0.33920339607440336,0.336250959190642,0.36503136178356727,0.15948868880640032,0.25494975094157385,0.3340602661816474,-0.006422649690553156,0.16552878887230552,0.0005579935610161405,0.5126627074083702,-0.038782591598513244,0.296849417007782,0.3381437648822022,0.14541668346160777,0.6260238197190001,0.33331222182752557,0.12223956527035586,0.11400349968499505,0.25180909308693783
OFCmed_R,0.1747712133758109,1.0,-0.38656851386194296,0.3784376950330904,0.09503640145568998,0.7949381876657909,-0.11976704932719116,0.2533709657725655,-0.31072822157487395,0.09556069587723305,0.38077282670789864,0.22342662411118897,-0.14138308664288973,0.3487075009219643,0.08874703065346674,0.652275782020067,0.01445563081083247,-0.15449718440463683,0.43701271317436463,0.020060608148483303,0.05395458047480667,-0.0042780667212448265,0.33900632124359903,-0.2613043077596252,-0.027574115732825536,-0.3760028608525331,0.5112195353898294,0.03879970843454901,0.031297587029184004,0.14720275648671463,-0.17349751183461667,-0.37866471272766883,0.6276314459038689,0.004828779461520609,0.15192746627865242,0.008012832401637944,-0.6509542312034587,-0.5681107603712131,0.7430704024381628,-0.14566596951026844,0.5839299196452873,0.2410660769113007,-0.013588666346065129,0.6630624160557448,-0.1506036073376512,0.4531291466427983,0.4038209852411881,0.6856621595562363,0.27241557066610084,0.7734365456516102,-0.04485945370157617,0.4290876402702521,0.34957154650920963,0.43090552342168453,0.22189105498133635,0.10211658251199875,0.10010739139126774,0.49156300337150166,0.21388504819329446,0.19566582775414168,0.757228078432104,0.47180682522568346,0.2096114727857457,0.3372155768870449,-0.7603296338277047,0.0032709064007389117,0.5725419473338432,0.2683482725182225,-0.2444476803463371,-0.2903101617454823,-0.09086090775348589,0.198326512945997,-0.6597864290646748,0.20934898052603065,-0.04622312310237394,0.5429024137118856,0.36642590758600596,-0.0002994507776056045,-0.6925755779198314,-0.7777994709793757,0.3713538628513589,-0.06913796833630408,0.20872142900606622,0.806177711465589,0.7129076986600114,-0.0984015339840076,0.6532381417669236,-0.036508144201956166,-0.3130454512153578,0.11895200968753089,-0.5416161186042024,0.17565382154343026,0.19160291911864838,-0.5111622974374648,0.7633965774255843,0.3939370637610981,0.6400993666063464,-0.16272795430021286,0.49850327333054856,0.604147800759221,0.3082287040568592,0.01145408937377356,0.5969135895201326,0.6082597509596376,0.17631259710558247,-0.09957083940135653,0.101555885339891,0.06854753853910316,0.41062623244718405,0.5391486779272113,-0.0057150117571429,0.5106294967745805,0.005887262703445001,-0.09334519068332298,0.12168860769806114
Postcentral_L,0.3222648982516044,-0.38656851386194296,1.0,0.4286477832879896,0.45672340521006577,-0.5976850975477832,0.25280600146881077,0.29089633469239473,0.5052320582260252,0.43113654009403085,-0.032380649606875124,0.5617837651081861,0.5617713483509209,-0.22408162338638898,0.22679363416344558,-0.14550465319863326,0.025590334998920806,0.7291435070319341,0.15938751892387581,0.4054366485226322,0.49852782471726176,0.18025398186053254,0.3152481796283319,0.4176786740792178,0.4278774297186928,0.7567369683076373,0.05320158010586715,0.23996271375334627,0.17516340116259801,0.23532098118738629,0.595264502985177,0.44504767868387646,0.05146984353119434,0.14478779018287252,0.2791066565373267,0.41713344843183253,0.41802172427409906,0.8738068699594799,-0.11220623358676975,0.27793790589021977,0.10928630359389328,0.4255998787851031,0.1937074277956271,-0.5068833602232771,0.8317393045042012,0.3143171519525736,0.1798826124024665,-0.36990245390914006,0.23013285526118032,-0.27521187190148066,0.7316518811314225,0.1446395773104864,0.021660628688459194,0.0823213343034681,0.27951769927185904,-0.2342064950902885,0.6793765119124207,-0.360124666266663,0.2818884583176724,0.4981057498852653,-0.5711987027138975,0.07876836881668778,0.4924584053858057,0.49921611927854853,0.6312192794867402,0.43081058315056187,0.012024523265745686,0.3293994956951901,0.8949074144697332,0.45758450600541106,0.35282078548995816,0.39883450013454624,0.6598662017748264,0.40051094841525225,0.3868176710135692,0.19928177190347868,-0.2771611081695551,0.20793434611843026,0.7691102758303205,0.7105106135666013,0.1655265346729221,0.04503300698695425,-0.16527451268027687,-0.2149459736233427,-0.011184390062671554,0.2193937887144204,-0.4502956323117826,0.2655622517961976,0.29914333274415555,0.5565843684074352,0.7376297016214917,0.3779857296999508,-0.011115139193477471,0.9150454685547627,-0.128323671750624,0.16223368507074415,-0.18585458471997335,0.43794972505979457,0.003705301015308243,0.01844945873212105,0.1433858768741927,0.1826409939901524,-0.31222550576197566,-0.364366611401289,-0.16830494549877428,0.3650138093002015,0.1811305463797203,0.26460140069870186,0.20959898988610423,-0.10562190540230318,0.6442996615729708,0.05137392595069122,0.4407822915692824,0.350784549536229,-0.19231299504262864
Frontal_Inf_Tri_L,0.27588713681550925,0.3784376950330904,0.4286477832879896,1.0,0.7678135856452646,0.21586886177019576,0.11608901550461748,0.45937580342025686,-0.0035297103714543696,0.616697987171273,0.271327985945304,0.45566185155365896,0.2203960340168371,0.11993193182295932,0.07051991138137687,0.5035997664720906,-0.07213376051677542,0.6250175070842366,0.735147015133553,0.5654757734564608,0.6853229411508986,0.3297114850034331,0.5680496885219986,0.0731686516760212,0.134927730025042,0.15565005362016512,0.49813618681857363,0.14315300467897119,0.16026512971110318,0.4951319013660037,0.5504628384778383,-0.041289256712549016,0.5689017234162642,0.1438918662122669,0.1947175609735057,0.451399641198671,-0.20775378451301818,0.10442494331934438,0.6487625234604129,0.09303055979137284,0.796568067531913,0.7592713082271805,0.17544261938591943,0.09533823742340335,0.6751176008476247,0.7202309575069729,0.6415260739619676,0.32529803911456445,0.5287708698903831,0.3053906744352078,0.6289514548774903,0.65796245936282,0.5510921744113843,0.5192732023259055,0.18603001445476713,0.08537182311429932,0.7349568755221827,0.09964957112343258,0.4433601115952346,0.6075994346746911,0.1935490474945866,0.5316556387153077,0.8128477306970009,0.9087924188582756,-0.1246683704373374,0.4772591746094063,0.74180261185916,0.6055873494796921,0.39600910957548746,0.11817026228842385,0.11433024502364815,0.6885659384797072,-0.04253029189828254,0.4428307745304103,0.21724431744886002,0.7821621692428968,0.2208158578395891,0.14771328903008696,-0.0013064239200622858,-0.08480918417978181,0.698301187123585,0.17666495711276334,-0.06350019170457455,0.6299044119779974,0.7593517311424485,0.0985880229087699,0.22457759580721484,0.29051662033627174,0.0013448228103373385,0.720406533248918,0.21889005727300928,0.6410964492756064,0.2286444562186151,0.17171797391659954,0.6609372721665325,0.348354298697818,0.5015526978406443,0.32656467241207504,0.4843316484462183,0.7404929056530344,0.6764599760481775,0.07140641299245243,0.2606327342496332,0.2212224222636138,0.028606700695757832,0.2827117327339961,0.3282594045619186,0.26067837084418366,0.6690206866256941,0.446773166090936,0.37626181864780267,0.5956872669476164,0.26838954856220243,0.2744807028962103,0.019820862919255035
Thal_MDm_L,0.3117889578856051,0.09503640145568998,0.45672340521006577,0.7678135856452646,1.0,0.02264833663853841,-0.09359593206270225,0.14350366859684652,-0.016823532242029753,0.7057349122543013,0.06812634248640691,0.33047083215731815,0.34353107957643964,0.1193168561878872,0.021455123513441445,0.3928710250672452,-0.03873074679244068,0.7385631967364973,0.5415345347544973,0.4397625956273965,0.47989968786953846,0.28060743732151233,0.28329026469650576,0.10464112548204703,0.04935430012471504,0.019397242659614587,0.3910186066714895,-0.014851957599137133,-0.06324913384679964,0.3090202766114425,0.7872893884094171,-0.09106226511638303,0.27371336784906314,-0.08142735172077199,0.05165485835964062,0.30852364978126484,0.06293740327353696,0.16873904233991932,0.3917257102240418,-0.0940207990364669,0.6012309643011712,0.7176016682571541,-0.029757557947194372,-0.03352271540162051,0.7477431281904233,0.4399584023619985,0.6637062467191426,0.11209006141899075,0.48824073389238054,0.12155706694107304,0.573918906737019,0.5714732699219067,0.40503212473211564,0.5267507148976174,0.2758967084905762,0.0673872235167633,0.6706913577479195,0.07780573596024666,0.3151642270593684,0.5338869935184404,-0.013138260551775267,0.47106831400681204,0.6515804261449605,0.6710174577895551,0.14930764525795895,0.5973823145128601,0.6292930759635402,0.48991130281697337,0.36147810644551814,-0.03769109175787959,-0.0857460921854641,0.49641739561685855,0.20788104919120748,0.167159253844122,0.045149826605105706,0.6065641289082588,0.22237432529742027,-0.07434541608947756,0.07601319301975262,0.1940943569633593,0.6575703295899941,0.21017306708795971,0.0027403627181239875,0.40257009120888304,0.5336497890311126,-0.0733826011708627,0.10464981824596384,0.0970705802850514,0.1919361123746139,0.7219743798778092,0.4934896443197041,0.5314473973377343,0.08147572085907605,0.23534799012040075,0.3818802538123537,0.001205698962032034,0.3873380447567616,0.44108275516283957,0.3318612202050824,0.5471507606292901,0.6741298712132839,-0.11553161956707386,0.1328854905483952,0.07990818877600893,-0.030295130656378084,0.4669036596667673,0.40395754282221447,-0.026259517562433114,0.6005495043218954,0.33113121024890324,0.42382330690152475,0.4862041745340489,0.051844110959032366,0.11398835958717628,0.15553034670693755
Rectus_R,0.15928111920992566,0.7949381876657909,-0.5976850975477832,0.21586886177019576,0.02264833663853841,1.0,-0.2286237815119611,0.08405807740112596,-0.41318081140733076,-0.026241225892847282,0.2553907693854215,-0.031044871848913604,-0.23559360038374594,0.4779193076972605,-0.10681329575391402,0.5888350122715974,-0.04460924595830842,-0.2355489430176295,0.4502807163551784,-0.06212330908363779,-0.07042405609289236,-0.1740534371729419,0.1919415719114079,-0.35320247298448426,-0.20300760439534835,-0.6195961248566648,0.47124411986619613,0.04881189187621422,-0.061381548493980746,0.21461709376881136,-0.3068285766649276,-0.5059234516570855,0.46795040487245043,-0.0927983446489355,0.0962955058023586,0.03896297453036074,-0.5033644547543813,-0.682550570247727,0.6104245609709767,-0.23351976809023972,0.48251603836820467,0.12550398599209384,-0.10218907470837268,0.7665774078508293,-0.2886765895982865,0.25333806303822576,0.42032628025512775,0.7828947369010074,0.3505466599518544,0.6302081667075353,-0.2002633388205105,0.3782026455112006,0.5009222874992199,0.32447180412699833,0.1510317595661767,0.3242049109272008,-0.1248241555337849,0.6945256634958872,0.2746268200611755,0.04027338787521302,0.8013214370658385,0.5046257591499155,0.07962491205247961,0.13441970412148935,-0.7708691632949208,-0.00021807535530813716,0.5645106975640842,0.10833436023304731,-0.5278080178291021,-0.41887559542072245,-0.018142340611011488,-0.10124956422779133,-0.6855080903604314,-0.043816458382813055,-0.19997553153138622,0.5003570970862663,0.6457035874081412,-0.1260961391894194,-0.7335930573140276,-0.7594989364254474,0.440964335477193,0.07462725933718382,0.2596801147694005,0.762971080656667,0.667121379760989,-0.1739547065794633,0.8973565605126981,-0.10594730987941364,-0.2360649241689848,-0.0179917680542735,-0.5423475728974924,0.10975817822379502,0.4074249963187795,-0.7151265013045646,0.6768766780619764,0.11365902729696574,0.7209445421165172,-0.012810306676950822,0.3644665451573002,0.5116677911822353,0.2891737904134969,0.030772796916875584,0.592569356973959,0.7056302619340638,0.2474262788352228,-0.038199989499733494,0.004863535388060062,-0.01152506233554894,0.3640073696156392,0.39087398442543014,-0.18606313338821792,0.42292557865436586,-0.08447150515489264,-0.1279296696239198,0.39416013575691
Occipital_Mid_L,-0.10839479460107894,-0.11976704932719116,0.25280600146881077,0.11608901550461748,-0.09359593206270225,-0.2286237815119611,1.0,0.21848336983971706,-0.1618990552369189,-0.3395495218637188,-0.16210371227876877,0.0708756789317732,-0.3646644158816296,-0.5915155343472788,-0.2545985381889745,-0.44974838880757323,-0.11419145009676643,-0.19460839020836662,-0.09648680250682438,0.030635591589576336,0.09500982541296069,-0.07360653919052591,-0.06544099457934113,-0.02092608544005362,-0.23986925230080586,0.64849242003299,-0.22004953725462714,0.049661061422730524,0.9463324298211291,-0.18642651254477663,-0.09034592785585348,0.6263191999469061,0.16040939266839047,0.9275665157658095,-0.18522859613444523,-0.07178079197873706,0.051122332260209374,0.24518300121388198,0.005139699754746525,0.9675623835816333,-0.18759491409608703,-0.2464445043075333,0.9483070666041721,-0.24786939583492038,0.05712540072999095,0.292252885744428,-0.5175707898402365,-0.14983571569607676,-0.34988735867500004,-0.1325825024219747,-0.05168516945646007,-0.5463549954747038,-0.29050722939595747,-0.5138179988906019,-0.3797890558940708,0.05253868201460969,-0.1500931613000819,-0.11423472530144604,0.31467881968849326,-0.26349680924547336,-0.16535618961219928,-0.1997056399023587,-0.028513885163296147,0.1604920286601557,-0.12221542453696771,-0.2735483891983676,-0.34089834586850504,-0.10661176200067199,0.23533365959516375,0.9335298867140573,0.019758381430351923,0.028816833705497584,-0.016212208360992703,0.25724148305699973,-0.1161477357617319,-0.08785342861845251,-0.08668571898733213,0.9190274115842499,0.44934158515648975,0.07877068201500481,-0.2934769034952264,-0.059186343306129784,-0.05027854107180586,-0.20647180894281364,-0.15564232526788305,0.9480150128812121,-0.2389874434295037,0.776840000139694,-0.0026341091599333373,-0.3056216736921292,-0.26372846501174907,-0.22238799675107934,-0.26457674084043803,0.263584645922971,-0.013639183495236068,0.4385935503288165,-0.00026779129723794083,-0.28745662293596747,0.21543523134809828,-0.2759521418398501,-0.5563921583916644,-0.08195235583969747,0.007573722722100316,-0.20147537976927404,0.11399436143057921,-0.2885285613664146,-0.05637934607699681,0.5314898619829759,-0.5342039787327739,-0.2931379751793266,-0.201374340019085,-0.5956098713459413,0.009614643369228003,0.43954991618554806,-0.06720572249614536
Thal_LP_L,0.052062602672913086,0.2533709657725655,0.29089633469239473,0.45937580342025686,0.14350366859684652,0.08405807740112596,0.21848336983971706,1.0,0.005127753591100656,0.1989909722602679,0.1214284026418369,0.3989681098856181,0.0018289282060251824,-0.10801458431246136,-0.03154936684062976,0.06377249417867582,-0.12015760842530161,0.1437114955543545,0.4080117712466623,0.45703842167998693,0.47979670186531026,0.31756179140806456,0.3765526006187633,0.016603956053309353,0.1817556118277127,0.2500495143587111,0.02989426690456727,0.12936252500936168,0.22062497039567666,0.4151073327335017,0.14061424933489666,0.15033823546576836,0.35417286275543564,0.20044756027062813,0.06648284943821599,0.3480881124895672,-0.315062248286879,0.10520250060369955,0.3154081648779586,0.18560052085550643,0.26796775810314916,0.2681759960450637,0.1960835535280684,-0.07108622369284423,0.20455342669465018,0.45604501510239515,0.1031751263542344,0.18372421198958214,0.2317581106296839,0.06181267798695075,0.3464107755707886,0.22259851345032908,0.32987787060435675,0.1127186334202197,-0.05882635509161724,0.11971529035860998,0.37039573957185734,-0.039699482960571894,0.2447257228255533,0.1970858465048694,0.11573798056088866,0.08941269066649418,0.5038480475796593,0.43397335050575375,-0.18129744541453688,0.12020794691654901,0.25797592574374467,0.47806722882452674,0.29590608625564846,0.18469670913281117,0.1960929009725931,0.5093598174589063,-0.05680771876423435,0.4121775865639419,0.11452587141642147,0.28881168974458254,0.03635574529498032,0.21105398254189334,0.061234142939725865,-0.12817287030810082,0.27847578035360726,0.19429666990337494,-0.1222589096555881,0.2966651857030215,0.35017681539416945,0.1643008925696417,0.11502409862893508,0.18205702186157188,-0.21336704297777812,0.26659935558588516,-0.07163459125420821,0.3754267106460498,0.17746549993009147,0.17228583261189426,0.37806483300189264,0.31019832334805947,0.1987993590604051,0.11720563196725264,0.1715312007979161,0.2745912398932603,0.16167085332745007,0.23006457698140353,0.1766421414013499,-0.02097178388200013,0.03535859112466478,-0.09563020240147645,-0.0836220704498175,0.2007215439949669,0.20998016151849452,0.22287795622243425,0.14689640792258768,0.252779745641709,0.21865484075123698,0.14243936162516022,-0.18330258142774686
Vermis_3,0.39545542522606636,-0.31072822157487395,0.5052320582260252,-0.0035297103714543696,-0.016823532242029753,-0.41318081140733076,-0.1618990552369189,0.005127753591100656,1.0,0.10917688703272412,0.24561085367431193,0.5291016523070132,0.7799826673343164,0.06403792604243319,0.7335549629666847,0.06795574565853386,0.3737219949886594,0.37794064952476336,-0.09067530642898897,0.23457118594523343,0.21709707057052202,0.06079742744319577,0.18441948332416402,0.7040723838859361,0.7645125214773855,0.4668700877198062,-0.1190604737599387,0.39680594287631243,-0.21085623503241432,0.10000107103752391,0.1743349467036383,0.17729183598195492,-0.16570630450139012,-0.23039037606694635,0.42966886684216393,0.2920392343703914,0.4229889775827706,0.6013017301455257,-0.12479383436622593,-0.14915603700986857,-0.026669648590201118,0.23893938534347775,-0.2204606078301945,-0.16599440572274157,0.3600653369767225,-0.04196892165629579,0.09441813267980735,-0.4992005584223869,0.21192333815062214,-0.06808361409942189,0.41862045100659767,0.227299290631099,-0.024471320545685564,-0.029091819995360015,0.4593509129085673,-0.4777775763075825,0.32825763726740964,-0.30567004605698195,0.17830840573305173,0.2992231548956746,-0.5624021853320561,0.023781368541635175,0.13611329683189013,0.1216151633484138,0.5975009156038755,0.2298384577053509,-0.090638050919184,0.1277902059570474,0.5783440151232323,0.05846792552811477,0.3695559874405276,0.14954278484322425,0.3954034525525009,0.2531505178654241,0.6650549102739999,-0.0058833136618841155,-0.3830414314426642,-0.11237608937542996,0.4521542228663394,0.46147110474241293,-0.12936153890106586,0.11858528480380454,-0.22787205503736563,-0.21226303507959085,-0.17003647484122672,-0.20211257402072336,-0.3446804751146365,-0.0729136524409237,0.25453129773731814,0.25224938846271944,0.5121592030835327,0.27589529544185615,0.09582118003180995,0.6102348407537568,-0.316140137697831,0.11778495064749822,-0.5298901975605425,0.27409509500754525,-0.15114816405323286,0.022369495270746508,0.11029218259984389,0.5477172930177334,-0.5101077346007372,-0.14323709678630253,-0.10536125098374283,0.2160983145496855,0.10654565616478769,0.13131990735438837,0.1986460306406792,-0.16626936062176764,0.7409737626577121,0.13942783101790882,0.397261643157323,0.2417414675053142,-0.34130776216022035
Thal_VPL_R,0.3080692875122204,0.09556069587723305,0.43113654009403085,0.616697987171273,0.7057349122543013,-0.026241225892847282,-0.3395495218637188,0.1989909722602679,0.10917688703272412,1.0,0.11174071028480513,0.3647764813048318,0.4394556951030871,0.22657473434421083,0.11645441273323122,0.4093429876460649,-0.02220369083744944,0.6745423247032054,0.6098623672097558,0.448275792036437,0.5838719103367129,0.3946878781096492,0.42797977687008926,0.18699881949008715,0.2482487397830467,-0.04378746287728472,0.3419289394372164,0.019576658756257456,-0.3188427851742996,0.5639599934169647,0.6691745788790197,-0.18556129492528262,0.1895934561886579,-0.3426692718386224,0.04915449199358995,0.4666831873493016,0.0837199322655461,0.22846665756679832,0.26097597909188847,-0.3205760811740328,0.4759026724708736,0.6576277740322135,-0.33335704869562666,-0.018468799951487272,0.6287515771488097,0.4080534476239783,0.6500459899062324,0.10080023490592353,0.40324626384362056,0.11622327844727322,0.6305804525751099,0.657258704926745,0.46206967407574634,0.685543323212768,0.3518874091736123,-0.016259903938877718,0.6597811451112034,-0.23283438025717734,0.04012068863284667,0.6193221790018832,-0.00903717765412819,0.3257277933826253,0.7774868095832423,0.593121229229427,0.2401204413653626,0.6169449306932623,0.5809864643016784,0.48254154339561767,0.3449661835527437,-0.22659578076178477,0.12022563208738443,0.5322294975215147,0.3006180172996408,0.1709784335097333,0.185092674812517,0.45621206168883005,0.07153699521399987,-0.34846355563643866,0.11439638018293406,0.22964290851301727,0.5827200169394028,0.12806944578340093,-0.16253383852673042,0.2841906012113236,0.42489847540525283,-0.31349057826779486,0.08788779055994188,-0.045848638852989475,-0.07644296596416236,0.743057362727579,0.5387508165360791,0.6826374168153984,0.21184335090871376,0.25514874515593877,0.28179103872276795,-0.05290718097938748,0.27457684031754426,0.4018995970826271,0.22985437836746755,0.42685219582964823,0.7430659865207045,-0.09997529551833381,-0.02656527117574455,-0.06665428379406518,-0.220086295517631,0.5089183838388153,0.08538504186662467,-0.14791413560482977,0.6591659706183084,0.21138718431547188,0.5307939209561988,0.6264064778136808,0.36710941568080174,0.002708240527062502,0.08157638444816606
