,Rolandic_Oper_L,Occipital_Sup_R,Thal_PuI_L,OFCpost_R,Frontal_Sup_Medial_L,Frontal_Mid_2_R,Insula_L,SN_pr_L,Vermis_6,Cerebellum_3_L,Caudate_L,Occipital_Inf_L,Supp_Motor_Area_R,Temporal_Pole_Mid_R,N_Acc_L,Cerebellum_7b_L,Frontal_Inf_Tri_L,Paracentral_Lobule_L,Temporal_Inf_R,Temporal_Sup_R,Thal_PuA_R,Frontal_Inf_Tri_R,Lingual_R,Thal_LGN_R,Postcentral_L,Frontal_Sup_Medial_R,ACC_sub_L,Fusiform_R,Thal_VPL_L,OFCmed_L,Cerebellum_Crus1_L,Occipital_Mid_L,Cerebellum_4_5_R,VTA_R,Raphe_D,Frontal_Mid_2_L,Vermis_3,Thal_PuM_L,Precuneus_R,Cerebellum_9_R,Frontal_Sup_2_R,Hippocampus_L,SupraMarginal_L,Cingulate_Mid_L,OFCmed_R,Frontal_Inf_Orb_2_L,Frontal_Inf_Oper_L,Thal_AV_L,Thal_MDm_L,ACC_pre_L,Parietal_Inf_R,Parietal_Inf_L,Olfactory_L,Cerebellum_8_R,Thal_AV_R,Cingulate_Post_L,Frontal_Med_Orb_L,Thal_PuI_R,Vermis_7,Insula_R,Frontal_Med_Orb_R,Thal_IL_R,Occipital_Sup_L,Thal_PuA_L,Cerebellum_10_L,ACC_sub_R,Amygdala_L,Frontal_Inf_Orb_2_R,Supp_Motor_Area_L,Paracentral_Lobule_R,Temporal_Mid_L,Cerebellum_3_R,Frontal_Sup_2_L,Thal_LGN_L,Postcentral_R,Cuneus_L,Calcarine_L,Cerebellum_7b_R,Thal_LP_L,Olfactory_R,Cerebellum_4_5_L,Temporal_Mid_R,Angular_L,Vermis_9,OFClat_R,Caudate_R,Putamen_R,SupraMarginal_R,ACC_pre_R,Vermis_8,Temporal_Pole_Sup_L,Angular_R,Occipital_Inf_R,Rolandic_Oper_R,Frontal_Inf_Oper_R,VTA_L,Precentral_L,Thal_PuL_L,SN_pc_L,Fusiform_L,Thal_IL_L,OFCant_L,ParaHippocampal_R,Lingual_L,ACC_sup_R,Thal_MDm_R,ACC_sup_L,Thal_VA_R,OFCant_R,Cuneus_R,OFCpost_L,Temporal_Pole_Mid_L,Parietal_Sup_R,Temporal_Pole_Sup_R,Cerebellum_Crus1_R,Cerebellum_6_L,Thal_LP_R,Thal_PuM_R,LC_R,OFClat_L,ParaHippocampal_L,Red_N_R,Thal_VL_L,Parietal_Sup_L,Vermis_4_5,Occipital_Mid_R,Cerebellum_Crus2_R,Thal_VA_L,Thal_MGN_L,Thal_PuL_R
Rolandic_Oper_L,1.0,0.32431790266879523,0.39071006134566727,0.5109939405274307,0.690972698692909,0.6883872514625056,0.7013977710817197,0.5347563317403797,0.4492649409423078,0.6003059767722901,0.5652909411279933,0.16208517235210115,0.7195502411960675,0.003762618382539991,0.4148485147031765,0.44634826191622173,0.7464004752013879,0.7235743722113246,0.23353270996068756,0.6103352682867573,0.19170563372237184,0.6638239545768018,0.3985876018245283,0.24594327798012575,0.5029482283704179,0.7921777371046129,0.04322750249401992,0.49368453423648506,0.4742445569698002,0.09598384571142476,0.4019448222495456,0.1898870908904665,0.6107091638756968,0.3047660563430459,0.2831306042067163,0.7405539793147092,0.723147932984444,0.5986692377596298,0.4828472274458571,0.47144431667307735,0.7116886215446026,0.6645131152158288,0.49912488734518234,0.406432768441587,0.22671235236835727,0.47469012731595317,0.8206131857343457,0.484718883757197,0.5606499040775405,0.5532207772141662,0.43927850369822274,0.3678873122916225,0.46943753031355046,0.5985131685281013,0.49313271475820214,0.552038834533003,0.09139153643206427,0.39738091176752294,0.3400235554406876,0.7439615554594383,0.37387228655561805,0.6367157185630158,0.20720457211019344,0.5175895215624361,0.6770530059461083,0.4996430708247573,0.3797893611531771,0.4714451162066993,0.7034709348952909,0.6128863980659175,0.43702437177252246,0.6059994537552424,0.7979906739162118,0.06406309781764938,0.6713175617880186,0.2983061358440441,0.48934190731352506,0.24883351163290643,0.645733036537786,0.5998751576469242,0.7539472839567658,0.2883704153017446,0.18339880735255196,0.3247054567260211,0.18952649718972134,0.680611305248235,0.634744010866289,0.5748229443089077,0.6113881610137515,0.11770976592226795,0.3428475715636115,0.29693071028816137,0.14354181381507294,0.6841284554070874,0.7737760243696451,0.32487119997047503,0.5787515885465352,0.6318265944760332,0.5984063964369106,0.5601179423027486,0.6395023788226795,0.17872894222324417,0.6354532326993368,0.4285095606605532,0.711322967557692,0.5040639505821631,0.7796996988190872,0.5796029649030653,0.12475827147632909,0.376078946449743,0.3884395707594425,-0.025213703225489603,0.006478445878384108,0.4526422493469868,0.44061750893043455,0.5047453651179254,0.6708483126809605,0.5731722349362018,0.1196579272844658,0.025498982559593868,0.6228385688898775,0.36079787805274266,0.5119010637039612,0.12461337360285926,0.7642955447686473,-0.028925933224998295,0.2923494735208713,0.5398105416496132,0.45202613542711817,0.43752247673357564
Occipital_Sup_R,0.32431790266879523,1.0,-0.20032785262739664,-0.02567285661371196,0.15322673762781608,0.2287231208533041,0.13102077585185448,-0.06393543856185058,0.6927413109292937,0.5995771106860571,0.1509018217090771,0.47546691475035335,0.6129428888637488,0.29474831278372043,0.6003891209701862,0.10848577743203795,0.11310076773677405,0.5655374719384602,0.33201768658438136,0.48780057376759617,0.5625112685224227,0.29394405714484245,0.739549382160544,0.2656803915443159,0.7491071844649297,0.37098957921848735,0.04125929856703196,0.5701152238341389,0.06095041480519321,0.026307324496334328,0.3688171568719113,0.5587979199402161,0.6228445190259164,0.3405424324646511,-0.03492710856012617,0.25069988933589116,0.36862156730802276,0.10600350910651045,0.7045153514618234,0.42018325322180067,0.21508207534459006,0.2177951162011277,0.5667148492904018,0.7486372301781485,-0.4411058430971511,0.0014630190082665126,0.45268146015978444,-0.205604186254098,0.44870719312441576,-0.2045398052799318,0.8610933544443224,0.7567192725582546,-0.19433982439807557,0.4409716576134248,0.38981270550458585,0.3855226232690071,-0.13369804240834926,0.49948949191368763,0.4391018860415164,0.4246535255574898,-0.3434615798584265,0.5707736575170965,0.6758293078531388,0.1490134490061745,0.36038413537525527,-0.2888187780050943,-0.2959197263692948,0.11483985465378999,0.4218502635564053,0.5381957294947398,0.3685735333014595,0.3493865328972702,0.3001544917997077,0.05638708315613958,0.7170475338356144,0.843731790785213,0.8190064308564505,0.28689995354819087,0.3202162313178564,0.388727682777068,0.32717087959768054,0.6988082378721777,0.6289891702261101,0.34191420696869884,0.45465131969783,0.1040461045587179,0.20533965586006128,0.8111215299150022,-0.006313704316283366,0.20689653138174127,0.2129510814046977,0.8228941550272528,0.6165158871336296,0.2688708796663706,0.3237787580629916,0.4490541050277345,0.5531270167936976,0.2399460306370772,-0.08593202087623583,0.3668655163475883,0.5710594192159796,-0.3245891015365915,0.4599022373335781,0.7560074793369426,0.48216112369198943,0.4268080411516474,0.4628601884151628,-0.1107236969374376,-0.24634773714787106,0.7692110264651438,0.6804346272956199,-0.05267094130580171,0.6764527387998809,0.38682610855105865,0.43309207264302674,0.5325307107249244,0.35015003944574236,0.36873659097427497,0.31504906396721893,-0.1891164924745327,0.0017524411696773978,0.3782644559339339,-0.19833828732866315,0.7941957815739044,0.44657025990681315,0.8109557595741584,0.20514276028406328,0.199102744508881,-0.1715680094411761,0.6945131498620876
Thal_PuI_L,0.39071006134566727,-0.20032785262739664,1.0,0.620650471227482,0.6672619710023301,0.6918318183316118,0.3632603281143942,0.6141459649653302,-0.002894244278460439,0.1685035215033899,0.5831581857734169,-0.4613606262535006,0.3891006212063307,-0.2249070887584689,-0.05282331672462327,0.3405046427264939,0.45152071148341205,0.47541166146496405,0.19438564884615714,0.39988687328278877,-0.2734652823481196,0.4149496114587704,0.011740333990694667,0.0260066698469892,-0.0054794963536359325,0.5322613806790115,0.20420051747135406,0.36513118129493444,0.702425057299799,0.33292901928624485,-0.11269740874387835,-0.41788890312348426,0.2996631926059641,0.1989809165697561,0.6413477359491366,0.6402684357695556,0.5725595294941015,0.8151697438504396,0.017896553615038883,0.079916919947941,0.6739888499781941,0.7393455381836509,-0.002045811113594453,0.01877393903904081,0.5946690247974613,0.3851662190493662,0.2316346142523441,0.583751481654816,0.3898471748644566,0.7811580380177817,-0.031718025218561804,-0.1447916284497226,0.6418761986111967,-0.07221280665489957,0.2495302296575747,0.16238195423593965,0.4377044433281501,0.06655475664023763,-0.08797012365137118,0.37995352062459825,0.6657248945617448,0.07215785421619576,-0.44111563837117695,0.622853368214588,0.5819025818957881,0.6736601715586307,0.7078068245399143,0.40750099880073737,0.5076294455186262,0.44847258343232954,-0.04162392223916178,0.5994410057292235,0.6618799306174193,0.2951852098561799,0.3232667255387011,-0.2012764568341338,-0.08259809766253354,-0.13267422900671585,0.6184607590557955,-0.10904353722422484,0.6488381143374531,-0.016357367205263863,-0.35763888826260715,-0.03340581308392238,0.2114250020518023,0.8090880831024915,0.7202579867925866,0.16182827810855313,0.7851940434269726,0.11964587895424784,0.008701273994586416,-0.30753315015864335,-0.49020100837907044,0.4021692962501111,0.32827483723274054,0.0755698752868179,0.13745389333019278,0.5290185040520844,0.31500911480432214,0.4173347215301092,0.23493975114073437,0.6447585794474892,0.31494165417321807,-0.1949945332319767,0.5318553114749646,0.24167381949216304,0.4603757179711818,0.5964036264343818,0.545783829196225,-0.14645006663652427,-0.18095665563349492,0.16129922443289527,-0.2675223432360741,0.04081287985491481,0.006213668927843987,0.002791471188860037,0.34462840943693396,0.320314108569227,-0.1095168434103141,0.4797992527830492,0.7879266108424685,0.25354873763454344,0.809740517138688,-0.37538463514974174,0.48176863250857754,-0.4656943593012571,0.008992505740188873,0.4047698977489412,0.7112913962409042,0.02812337400570037
OFCpost_R,0.5109939405274307,-0.02567285661371196,0.620650471227482,1.0,0.7041050256329892,0.7389208763050945,0.4279821978802258,0.6149350027799956,0.27478145587420005,0.32739689283918527,0.6248885439101043,-0.03051606640775418,0.5071342674810556,-0.11293161851452937,0.11810287721516577,0.7029088508742779,0.4370994342531172,0.5531578461654059,0.4373739945932048,0.3818304947629277,-0.20737257532068282,0.5997637831853566,0.18878784402260163,-0.12356765698158043,0.15250474603045402,0.6139965221587417,0.033587216958187685,0.4402135645104389,0.5035929736473692,0.30519783636869696,0.49562467828957313,-0.2572149955122693,0.3699419620079877,0.39640955340044465,0.646542704971924,0.5828906887494979,0.6520004523120885,0.7238338965563833,0.010106788389076747,0.5649611669839891,0.7489006407223737,0.6294289584949864,0.12991244410284125,0.03338585544669452,0.5834930128237062,0.6306219999064573,0.43347654257323515,0.691202556716136,0.3647262043334441,0.7086934052502597,0.04714833380638324,-0.022215624333208443,0.5676265295192157,0.39520213149498057,0.507465272170109,0.2360891339674451,0.44443811688012225,0.12879365379850152,0.42119867835846775,0.4322474802026395,0.723044359377894,0.16446038856527542,-0.26441366837956254,0.7479698359978378,0.4960633871029361,0.6283694010007054,0.6286545858421135,0.4593771143838128,0.5535893977787124,0.34021470361022627,0.20750492371588264,0.5078315605762314,0.6834365771094475,0.025241938972166544,0.3402219477305256,-0.11525621595363084,0.23614563344994752,0.21965773639914002,0.5855457700492295,0.03822811961409868,0.6330891321388304,0.23253368948860192,-0.23520183036990805,0.5035328203620713,0.2950380824638369,0.7836027565145168,0.634713625720549,0.2807486897245004,0.7180682865549939,0.3611906031138381,0.4224600703132235,-0.22535856706554885,-0.0745660655772504,0.4274722538260381,0.4772576786559533,0.3573862560693228,0.2457689480888008,0.5468128266712773,0.5340361877917559,0.606763164822548,0.45313764206014506,0.4788538832650555,0.2863360446832981,0.05270874597161177,0.5955533880354043,0.10786421216379602,0.6179886514684835,0.6442200913321019,0.44145983339968964,-0.0585905533679916,0.1002350090523419,-0.06150715633699093,-0.40844604026025955,0.4404904617231492,0.49131597710514807,0.41354923548358474,0.5968640135804762,0.4393305202795442,-0.1383443500795396,0.13327042930498295,0.637754253906282,0.37510513958705954,0.7246681163414173,-0.2973722076611151,0.6359253554707112,-0.42386033132105605,0.2864405350299165,0.4132293580111955,0.5973347137610703,0.097561261580157
Frontal_Sup_Medial_L,0.690972698692909,0.15322673762781608,0.6672619710023301,0.7041050256329892,1.0,0.8331695127215676,0.49013793416477947,0.7209103618284667,0.2638903291634433,0.4850281291277174,0.7112186462691179,0.022558839208784758,0.731434188632411,0.01809888217621692,0.32419329379580514,0.5595960431660489,0.508403227318454,0.7594135598633953,0.17283775203077667,0.5367255573588575,0.10807085779181078,0.5395135192238985,0.2815237435418109,-0.0011650248068234218,0.3703624917670508,0.8851683211627112,-0.01758919498342159,0.4902672441225649,0.7079730498903251,0.3319367749134899,0.3475191085103479,-0.03661738375349699,0.5676567371852207,0.4868139881842574,0.7263270896858834,0.8038961237975609,0.7832237666358639,0.8675125230469144,0.3675509855141298,0.385333340965688,0.9112194052132302,0.8329637995004857,0.365813053078698,0.34398844794542105,0.38042267945577884,0.6639257819657888,0.5256144252818367,0.6494334349329322,0.620454110452975,0.7444776653492766,0.3897307566975641,0.2511842537622999,0.5334114612539044,0.3838585386267369,0.5318870221236477,0.5217851819339591,0.1986320759584219,0.2206613883157221,0.18947541458481862,0.5384042472644974,0.5004868428708258,0.4084856633106543,-0.014659696283401078,0.7315749333613045,0.6238875959265929,0.5051416251357785,0.6445645912229936,0.3422936571944201,0.76548306629378,0.6336839705721717,0.3864028055134673,0.5580151034663516,0.8835564387976769,0.23409865974083957,0.6537797172744031,0.1655566702050425,0.31874446853448196,0.02397775443836021,0.7112687854918502,0.17246706794594585,0.7816907782105619,0.100546761443996,0.10570609855066851,0.19960845201932828,0.3431914355116743,0.855212715175417,0.8215182905870102,0.5257603903145841,0.8152716908487911,0.1710304955599297,0.47959094482097664,0.08167455270637561,-0.14510546708179517,0.5357949727064094,0.5997207949666735,0.3967374187150233,0.40877040582956925,0.7413757232436943,0.5972834555412264,0.6698270091526033,0.6342996895053707,0.4733599859400482,0.5045205757074048,0.23193200011154155,0.7968316873553751,0.3025616535544894,0.8102312908675242,0.6850530235696559,0.46820813125454175,0.26006767469904263,0.27559713114373086,0.24042684716357796,-0.03320625536077062,0.3168216877676253,0.2658284532755851,0.4062044577022609,0.6632265201834607,0.6115006808519721,0.14107101085964668,0.3235588383935112,0.7529371808964145,0.31454864295703167,0.8174031758296146,-0.033004135629995275,0.751961952615362,-0.25820308077214227,0.13245242110038777,0.6082615709127934,0.5631186347843763,0.3862648966810328
Frontal_Mid_2_R,0.6883872514625056,0.2287231208533041,0.6918318183316118,0.7389208763050945,0.8331695127215676,1.0,0.5995813399756523,0.6528064563318213,0.4262856756421376,0.6133285386719483,0.7113705417856215,0.05926005526221626,0.7690440059384525,-0.04404436201948159,0.2910947002774386,0.6320159499697363,0.6926884965336328,0.7877708321702718,0.3422369720410444,0.6890263465582012,0.061205132106964565,0.8013169912681544,0.41327243667746427,0.15847426544690968,0.39897365768866866,0.8067276067016701,0.1769345352297056,0.6861196560166221,0.6931247320997126,0.3624562853802645,0.3723683697860494,-0.03939731166600387,0.6775347992245063,0.4395251768341015,0.6257712620705356,0.8331225534996268,0.7976564234529568,0.7873086840014853,0.3359011669268632,0.42837657410413243,0.9070784726293201,0.8213665757649761,0.4225589827032428,0.3426073737600827,0.43571197596837336,0.6129775318706051,0.5535428040016327,0.5399698946575198,0.5987560230615289,0.7425350875400235,0.4159565630241972,0.23281723781254404,0.6430687948520395,0.34250852672259413,0.4557299731295108,0.4139462503346965,0.2973629743230137,0.35079205650913114,0.3233436879287664,0.6893213801153446,0.5825391575975121,0.43484132972052597,-0.11129186777912332,0.6439372015158902,0.7614538474859355,0.6132337756866265,0.5680491413325679,0.5123061437718689,0.7832542669517831,0.6529894776780508,0.3199166817710562,0.7199901633560748,0.8726688380992454,0.20000821763581667,0.6726461641569597,0.12311096176446602,0.4360124512720636,0.07467204599295747,0.7183529141690727,0.2638871199909832,0.8622276096412014,0.2814564723959354,-0.02777637508389373,0.3147401498076032,0.3839473196565004,0.8577979539774285,0.8161998959189769,0.5952756803293683,0.8031722650535456,0.23984959314233686,0.343195825382056,0.034761554570069644,-0.05567952674117806,0.7187663542561324,0.6880424651215284,0.3609017739717542,0.45197440778252995,0.6803671057032855,0.5154545547107927,0.7999168108054784,0.5910370317232684,0.4310919191283268,0.6224765826580871,0.3346461349894654,0.7652584488032568,0.3952774322297982,0.7772322334905859,0.6642980873663975,0.46837980295207765,0.231549307001127,0.24304821968092527,0.0409875144881784,-0.06095562639315884,0.35960223307868205,0.3059934920904473,0.533608264218308,0.6053458556174651,0.4763433440018244,0.14416423597662711,0.25745455604991935,0.795938918776169,0.45271598994526036,0.7383171433381589,-0.0314213039266653,0.7854696510506601,-0.19278096941928213,0.05136323622728253,0.5178515023466084,0.4940018475839997,0.37248607305146914
Insula_L,0.7013977710817197,0.13102077585185448,0.3632603281143942,0.4279821978802258,0.49013793416477947,0.5995813399756523,1.0,0.47868598360921116,0.23153775107314892,0.4752289119049258,0.3982885246603251,0.07910017474231201,0.39509862008339963,-0.18052775232363777,0.111284876445171,0.3904310366600616,0.8493724566556099,0.47591339461566357,0.15711320355470831,0.4611295162689719,0.09857937649911878,0.7166862636833935,0.2140467199287736,0.5283994003443644,0.1555118000173279,0.5606195722739794,0.34978796558823744,0.33050411367433014,0.39914674971985215,0.26922374203763855,0.294912139165619,-0.018588983947476555,0.40514424008895056,0.10726806840026767,0.25122914261862217,0.5953541694758778,0.5003019591379464,0.41189952383813144,0.26470110713006517,0.27406326247059803,0.5623002198461868,0.5768599717325281,0.16708094757985958,0.0577454078602776,0.3898990977911371,0.6113591026928588,0.3990892634670225,0.37918114493413463,0.4168679334503745,0.7220729110450588,0.21602060045399396,0.03703964510441618,0.5950341747258909,0.2936167585378999,0.16896719887125233,0.33354318251928633,0.13560670257457666,0.5536885117802657,0.18810013795860406,0.8270703787599353,0.4946065291121405,0.507895009026422,-0.02639871994964697,0.32032987744988345,0.5026293496735647,0.6663393051747751,0.45723201378025313,0.47941286955106405,0.5404333121391146,0.44270255027550454,0.3809140730839676,0.5351610955348195,0.6476710432644168,0.20064690946420216,0.44145139007385387,0.037226641790218146,0.2976418303202499,0.10288878082024303,0.3929789292565184,0.6360942388805921,0.5830833788236057,0.09139934443139197,-0.12973443464255913,0.21525922459816124,0.09941648398874882,0.5215627259369897,0.5123225173455824,0.2784907329961403,0.5438727653768699,0.09757163113124966,0.34267399243342783,0.01717944346986631,-0.03567954343412343,0.6728758197846126,0.6828788921795818,0.16614847826305076,0.16428390898235767,0.4002483995299304,0.5093743256814472,0.5095025091041732,0.4315907529595582,0.35876031416698917,0.5013587276648025,0.18326170480899628,0.44004046187089435,0.5697115855051552,0.5160144751043247,0.6239088335056326,0.2579586263561929,0.17598991582429593,0.3120801951037334,0.08756914255224792,-0.05373178026442302,0.22460266152595615,0.2078477126049874,0.34030151924531143,0.41657628177001715,0.406094305332086,0.22675920525123075,0.2560834017336081,0.5656114481072471,0.3286327003068086,0.44589344526409685,-0.10601847014213987,0.5461529879763434,-0.16086279186578778,-0.011754575540007754,0.49548631586096936,0.35483219058773313,0.1935570766124567
SN_pr_L,0.5347563317403797,-0.06393543856185058,0.6141459649653302,0.6149350027799956,0.7209103618284667,0.6528064563318213,0.47868598360921116,1.0,0.14221538190800673,0.3782652154931692,0.5793051247022758,-0.047797872621853414,0.48075256588610815,-0.007337164743351177,0.3092438098949957,0.5627560574600095,0.4390789275029108,0.5539132737368909,0.03547083219443044,0.3321040861040104,0.09168434742730161,0.46106737531103376,0.19973591936198712,0.11920718548275759,0.15215607985609939,0.5550134655957293,0.18604078679214947,0.2972396846229305,0.6799800439331857,0.4119181728268748,0.35715004344291673,-0.0963494680188542,0.381111128246581,0.3742858556330798,0.6240905919682554,0.5786014685638844,0.6329172527473051,0.6996552656175982,0.23044162080008757,0.37823627143042765,0.6741822696413579,0.7324734178656924,0.20413496901173137,0.08631290900083576,0.4431075439629869,0.6436871144256676,0.3632738617545443,0.5663672961163525,0.5042897851172748,0.6755883528913754,0.12796685040976613,0.03102412346901578,0.5728686598576772,0.2632024292902235,0.33346817015276814,0.3837667370514406,0.28517922551633995,0.12233338097977389,0.1629556250125781,0.35865878017870767,0.4862707870598818,0.11946756191671813,-0.11478089047073659,0.5939315094646376,0.45360495387823546,0.5786626559471936,0.6834507745289835,0.3409906214616023,0.5881724848064489,0.46865917102067517,0.45404390315839593,0.47774354264501967,0.6531428217493209,0.3900080128064242,0.43626685296649653,0.005987340552675629,0.2014581098528227,-0.025256663192445402,0.5760526114911949,0.09925855084081274,0.6868220513527626,-0.07620310702915409,-0.05537228049325998,0.1393219645760646,0.2911662815095799,0.6720462692539437,0.6697335157058074,0.21790754456683029,0.6961369548243171,0.17916616035176666,0.39030856774624845,-0.1220650032773458,-0.26867167004550757,0.48827403267237485,0.4302722216193371,0.08011069400170008,0.19758613675936207,0.444539094784807,0.5300070955343569,0.6003405294945993,0.45358458375208205,0.5741782868205392,0.39034479054676297,0.08480266308155267,0.5454568445026682,0.20929014640507784,0.5659863061114285,0.49908651185608194,0.5681986129766459,0.048294035073384436,0.13660067680307356,0.22379868283859536,-0.15423187332848523,0.0954615678905561,0.16844698079265413,0.3355211302942807,0.5142281885262169,0.6181058585444394,0.12927917169220027,0.4521640987476969,0.7059006027484334,0.32670487644860496,0.757901080344278,-0.2350626802163129,0.6106035191934391,-0.3325789790519634,0.03931525150087088,0.500652530962092,0.43977765476052005,0.26168878474286594
Vermis_6,0.4492649409423078,0.6927413109292937,-0.002894244278460439,0.27478145587420005,0.2638903291634433,0.4262856756421376,0.23153775107314892,0.14221538190800673,1.0,0.6493053584379476,0.24161412361833806,0.5831514897473539,0.5955199120446626,0.5031764248817255,0.6067196573886081,0.3886890942968104,0.2947981346355483,0.5732328069675737,0.6438070479039452,0.6520812930970795,0.34837128293297714,0.5492679450352321,0.8601103511339814,0.2729382179330737,0.6810339746569762,0.3915730565704438,0.21065469004436632,0.762427616904863,0.2095710194125879,0.2425802518374421,0.6180866898988068,0.4352730299534212,0.8013252885132017,0.38817105905213534,0.03799470105366354,0.3226073375536319,0.5040660644675442,0.2155665358691825,0.45519040568725083,0.7378781688744621,0.3301278345127582,0.23056283473091707,0.5574767779776733,0.4583707607084878,-0.21612771665108002,0.12915060542402612,0.6298089346769309,-0.09725020717555086,0.4588894818564769,-0.010284189487741978,0.545599960506965,0.6051223110037054,0.015873496115322638,0.6738298683215429,0.35138674386721774,0.37025783554727587,0.056047167782861916,0.4654340604766866,0.805801948329194,0.4621503995457779,-0.14012818304028019,0.37025740683057556,0.42070490898260093,0.2146341169703765,0.46553968303701904,-0.020309037114337184,-0.2737022642946081,0.3154683528497681,0.3756969653841253,0.42948372311583444,0.374965456391041,0.5642522804732151,0.3782400535306384,0.15874347384037021,0.5601872995773138,0.5135920520483833,0.8480510586956221,0.5323366108927469,0.3566896173009973,0.3691896414315317,0.549197092644651,0.7945890981254761,0.37942107963123345,0.6235142225069609,0.5127294697619732,0.30975143951088624,0.295249850296611,0.6460582535312474,0.18498739949829127,0.5452973579392364,0.3414106572463755,0.4903547687628155,0.6556277108223287,0.47546626544373727,0.37193602909069856,0.4560105270776052,0.6251484337770823,0.20209768419424737,-0.04759015863963473,0.4725489719000751,0.6444930625655158,-0.12779943424976842,0.5617302949458288,0.8311325160110221,0.516320052194286,0.37024156367211597,0.47431258619481703,-0.029236575178736988,-0.014652134808469957,0.5347949099240021,0.7025130876077793,-0.2328826457272714,0.20336412201929982,0.6864928492450367,0.6999007274894181,0.8060049260970008,0.42925795754622087,0.4109567175643954,0.23735393381650471,-0.18865426187648474,0.08352000522016288,0.55439512495791,-0.011555363561689161,0.4919485823174738,0.6606806497021112,0.4910126365040451,0.4650411718145986,0.22606848561147358,-0.14323654675823203,0.5828390153348207
Cerebellum_3_L,0.6003059767722901,0.5995771106860571,0.1685035215033899,0.32739689283918527,0.4850281291277174,0.6133285386719483,0.4752289119049258,0.3782652154931692,0.6493053584379476,1.0,0.4890112594447421,0.5283914888503675,0.7179672606221732,0.12445141664091822,0.6262040166029962,0.49510787632988607,0.5406725769516976,0.7270832814111329,0.15721997874270202,0.5646189221694338,0.5296970036864,0.6447166661300097,0.7429091888930939,0.3521412053387604,0.6031244760816346,0.5604704688139113,0.2655471410141634,0.6040051882930115,0.5137085698257002,0.2658889310533571,0.5601799839470224,0.4909362772855778,0.7703706050443558,0.4764206394437167,0.21804939310694174,0.518642586603456,0.7254659911034959,0.4150891769051759,0.5497962565861712,0.518875470696373,0.5630305354225607,0.588888894364947,0.6675011252536922,0.5618075062190124,-0.05178227544294683,0.46083029040310725,0.5386463623424711,0.1310278698423879,0.6432539177419011,0.2396910527184011,0.6654475594663988,0.5541336764390042,0.3466505678580035,0.5045853303073441,0.374274307206673,0.4570303090923531,0.0011278868907481287,0.5133029483372111,0.4424812854211518,0.6356703951143311,0.0928468990835235,0.5282662891831521,0.41613661491954174,0.32177962810547095,0.5921442370321446,0.14560064832919714,0.08295753892105533,0.3532195886995473,0.6478253209448572,0.6483286770883933,0.6547086129177286,0.6532516937277253,0.5940600255350146,0.19122490587499372,0.7487573984624321,0.5341385681850928,0.7280788440838656,0.10398760678327154,0.542202478984488,0.572167081616524,0.6639535639310598,0.3619564570722358,0.4579861535543718,0.3689514716935227,0.5063738561424854,0.39881801805809186,0.516890384387123,0.685624515391798,0.3984459038791324,0.09807684193359854,0.38270268011956954,0.4574328968979321,0.3316419520703435,0.6295050148310831,0.6034213272272828,0.3361098209878261,0.47927332023218044,0.4958364176342626,0.247817921634919,0.7379941675379252,0.657056030326917,0.032214643394188024,0.565923018580664,0.7571239350695846,0.6230853867423598,0.48740392650218595,0.6658846677954696,0.18963205661861104,0.1490169146090875,0.6276855540231562,0.607311571055436,0.027165510726542167,0.3732802480944204,0.3205392485632699,0.3638932034278975,0.7430337029226172,0.5450576622509336,0.5140809077381285,0.31859811596051,0.047972222437811886,0.42683152952620895,0.6105038403780215,0.25834712766712536,0.384370367113767,0.7078184824684427,0.37052617009955713,-0.0380536299187074,0.39210234975433944,0.06916762434327031,0.7462679908633763
