,Temporal_Pole_Mid_L,Thal_VL_L,Raphe_M,Thal_PuA_R,Hippocampus_L,Heschl_R,Cerebellum_10_R,VTA_L,Fusiform_L,Thal_PuL_R,Caudate_L,Frontal_Inf_Oper_L,OFClat_R,Lingual_L,Frontal_Inf_Tri_R,Vermis_8,Thal_MDl_R,ACC_pre_R,Cerebellum_6_L,LC_R,Paracentral_Lobule_L,Occipital_Sup_L,Frontal_Inf_Oper_R,Cerebellum_9_L,Frontal_Sup_Medial_L,Rolandic_Oper_L,Thal_VPL_R,Putamen_L,Angular_L,Calcarine_L,Precentral_R,Cerebellum_3_L,Vermis_9,VTA_R,Parietal_Sup_L,Thal_IL_L,LC_L,Insula_R,Cerebellum_4_5_L,SupraMarginal_R,ACC_sub_L,Thal_MDm_L,Red_N_L,Frontal_Mid_2_L,Cerebellum_9_R,Amygdala_R,Temporal_Pole_Sup_L,Cerebellum_8_R,N_Acc_R,Supp_Motor_Area_R,Vermis_1_2,Occipital_Mid_L,ACC_sup_R,Thal_PuM_R,Thal_MDm_R,Cerebellum_Crus2_R,Frontal_Med_Orb_R,Supp_Motor_Area_L,Occipital_Inf_R,OFClat_L,Olfactory_R,Thal_VA_R,Frontal_Inf_Orb_2_R,Postcentral_R,Thal_MGN_L,OFCmed_R,OFCpost_R,Parietal_Inf_R,Vermis_3,Temporal_Sup_L,OFCmed_L,Thal_PuL_L,Thal_LGN_R,Cingulate_Post_R,Thal_VPL_L,Thal_PuA_L,Rolandic_Oper_R,Putamen_R,SN_pr_L,Cerebellum_4_5_R,Insula_L,Angular_R,Lingual_R,Vermis_6,Thal_MDl_L,Cerebellum_6_R,Thal_LGN_L,Cerebellum_Crus1_R,Red_N_R,ACC_pre_L,ACC_sup_L,Thal_VL_R,Calcarine_R,Thal_PuM_L,OFCant_L
Temporal_Pole_Mid_L,1.0,0.27096214771070576,-0.34046820809279194,0.16543307174666624,0.30459053447656814,-0.004811894351783761,0.10908654403644921,-0.06317746378112557,0.09568789873343225,0.15437017546106999,0.047741861040637684,-0.21558900108829837,0.003714268636883369,-0.12020277007791863,-0.18858611644725576,-0.1533873871774647,0.30793477207807457,0.11796348016175966,-0.07945201575391274,0.131654476276199,0.056691296111074735,0.08138146750355119,-0.07279689776557187,-0.16719814702640204,0.24042684716357796,-0.025213703225489603,0.12373374266625739,-0.01688200039990349,0.21276716070499632,-0.09446690441297599,-0.0013635732053061149,0.027165510726542167,-0.3422940307640247,0.1473790134404781,-0.036909702210571604,0.10048147636371343,0.19554070167719625,-0.009742683192973762,0.07968709403952709,0.025438610728255203,0.048272144001414795,0.1506998704341549,0.10647754218538898,0.05841673751883324,-0.15550920396911966,-0.07750261461401654,0.18209021184274432,-0.1262173630977158,0.011952987154212464,0.02039957869895099,0.01130209735708322,0.0697743777115749,0.08946824883002898,0.16873278514640713,0.02240616262121477,-0.2501879787270216,-0.037806884034555,0.1254458282374286,-0.35580458020392697,0.41733252875359733,-0.04228093958531181,0.14139059381431987,-0.19488246267339251,0.09672949987026876,0.1011910500632085,0.08356820236597971,-0.06150715633699093,0.1215491839289198,0.08780359888697292,0.26860923783698115,0.2159054231648646,0.19781496581792143,0.07302980527972351,0.23419104648939207,0.298564389360397,0.08775144222292582,-0.0629779346763338,0.16050287339022687,0.22379868283859536,-0.03235751011650704,0.08756914255224792,0.07445301570550321,-0.12280710656503221,-0.2328826457272714,0.052490599142991916,-0.17053165909461443,0.2918773111987685,-0.36260227185209787,-0.04826565661048761,0.21515379820388433,0.07272168842026552,0.12077825018405969,-0.17887852139860144,0.2335419104887353,0.3001830064339516
Thal_VL_L,0.27096214771070576,1.0,0.12491048492201257,-0.07293674612279781,0.810209615616421,0.6827933530648698,0.5427357796997604,0.08842723760992068,0.5846726517821978,0.11069556040862029,0.7401181436185067,0.3128283904195645,0.22945454295046686,-0.11066350951845416,0.4192095060846845,0.10115008245204488,0.443188924480092,0.812135850061639,0.18545553647177124,0.04006754327990419,0.5795466206801142,-0.28307861241564386,0.4128567433192642,0.26819025727736645,0.8174031758296146,0.5119010637039612,0.7730972656547848,0.4263577372417924,-0.1809552658447394,-0.00993725459231962,0.6648958956435127,0.25834712766712536,0.00438159722942656,0.3149134419683174,-0.3473534142829946,0.4134444686273523,0.08532387820467488,0.3953923557311042,0.6958459395163777,0.22290682821335253,0.14080841104669894,0.5048613367426078,0.5891522820684605,0.6870179999555919,0.23479599607664428,0.5465108499203576,0.31174721996582316,0.16970521063215793,-0.20031818734820936,0.5014291155716049,0.6948353593590494,-0.27971616723588744,0.6094907041622498,0.4709413159107862,0.22585933345107329,-0.025113495384516286,0.6596749012814159,0.6223849449549166,-0.47348468121259984,0.5055347311741935,-0.007998488979959237,0.7149437537605597,0.4023620247916393,0.4076279442905333,0.6839292112895939,0.6217620619942458,0.7246681163414173,0.07745533759963737,0.6426234244743343,0.7007846082403524,0.3767754447814726,0.6504110245611557,0.003817645583771971,0.36103185096911355,0.7506842406927913,0.7096163363549199,0.3866621837428113,0.7864301183327395,0.757901080344278,0.3241723007114828,0.44589344526409685,-0.23077206799663702,0.027087941627560997,-0.011555363561689161,0.761598678429451,0.31349471784477645,0.27793491096465334,0.050418073864100334,0.2807640855455666,0.8214662402886082,0.5963288931018287,0.6068152769572034,0.1484704276528016,0.8595765185930613,0.6680357410562321
Raphe_M,-0.34046820809279194,0.12491048492201257,1.0,0.1352046465516913,0.1784759604349049,0.38139284807777135,0.2963877357952457,0.4825834743145202,0.43175866510447614,0.2707601171045815,0.3132237556669875,0.5234389136203405,0.4117154733855855,0.46651300457096856,0.5247890970748499,0.499339308197693,-0.10708662267206535,0.269359136739744,0.6301009030368929,0.13480640773867375,0.42552699646178804,0.13015397055758868,0.3892860674669135,0.685590799249551,0.3365389247158684,0.35743298832737874,0.3692532228547934,0.41034055726357516,0.0730269896544349,0.5761842260888019,0.500941234902594,0.3983083243303672,0.6594055039066536,0.317965394393556,0.17172985524943893,0.5006052713649117,-0.43851214756099177,0.39307366241936936,0.39379687314356254,0.41335836129136794,-0.002369501467783896,0.30768904525509067,0.40907507733305204,0.3359281528106373,0.6504673888101824,0.3721687340186361,0.38483080547336346,0.5729604187013099,0.13626410054891372,0.45782595468412945,0.31127313562773895,0.05644273873837194,0.4352501224584102,0.345422734099124,0.18914764755751248,0.4727080942127669,0.15796267295304084,0.3065217758531211,0.5057741547726664,-0.22392017504832526,0.23518623260701674,0.22942242379647274,0.33714290152513937,0.3303504341867762,0.09891495370596781,-0.05952985248350344,0.5287086497084212,0.2753420509066846,0.40373265105907763,0.21366443239091498,0.049874121663658906,0.28342327116157795,-0.023193773841329025,0.13933218320202562,0.09885204044548684,0.40456948576066676,0.3467744103052738,0.32547135117628573,0.22153191820261556,0.5121174514167709,0.2044610125390526,0.16385090752771303,0.5332168240006745,0.6166573655453559,0.04236797276540394,0.6778172451703404,-0.10308942552428436,0.7179226721520147,0.398317227010922,0.12408524649906034,0.4335858629862154,0.33088512221863103,0.6507451870113219,0.2642651346888476,-0.10525957396855633
Thal_PuA_R,0.16543307174666624,-0.07293674612279781,0.1352046465516913,1.0,0.2066826529700609,-0.12544979936763492,0.29386115696644444,0.07022774258446114,0.33936323967888793,0.7488831498403858,0.17876454772400008,0.27160981569717363,0.44189603923703774,0.6414468224137019,0.04472015918838223,-0.007988236073878514,0.3367008977071136,-0.09218059538008354,0.41983122031036607,0.5747716678400058,0.4143663214834132,0.7547613621346597,0.09997159830277563,0.15488867869968076,0.10807085779181078,0.19170563372237184,0.02542766696204079,0.21187700684325755,0.7441159262421666,0.5630045984733875,0.1502925751356276,0.5296970036864,-0.07099423447913865,0.2986584122966932,0.6782277128137052,0.4827654003517246,0.04465068320789121,0.26622739364042197,0.23624003691642959,0.4397918914407568,0.293926824430235,0.6401811977876286,0.0273406329699949,0.11236183389960659,0.24453882121130321,-0.1562487042817426,0.2225436389596034,0.2794008731436696,0.5849241444234728,0.3960726230340885,0.14205990133665367,0.6637683717474475,0.28485127594246823,0.5469558179588916,0.5289318159211921,-0.12214778605597496,-0.40752809452517497,0.26662134527671594,0.26772914238687046,0.13303821459845944,0.3944038453713886,-0.15228616129713404,0.04381470223039055,0.5154395379200879,-0.34867297314164813,-0.3827012793097234,-0.20737257532068282,0.6459949456692397,0.218922012365272,0.27629636282847264,0.14089975833882065,0.26098356778008736,0.4813697465447708,0.36234661752577346,0.2405682333509245,-0.04265487048745892,0.06814197146166086,0.197491951241435,0.09168434742730161,0.4325900409676849,0.09857937649911878,0.6693632841776482,0.6147345632351124,0.34837128293297714,-0.33410508219590784,0.1780090962806047,0.24181922729431551,0.10108649451027486,0.33898275631998903,-0.21233114243838105,0.26034946296345124,0.36091682999658814,0.35649026576511506,0.02217514746556761,-0.19222161007325111
Hippocampus_L,0.30459053447656814,0.810209615616421,0.1784759604349049,0.2066826529700609,1.0,0.5968078395560465,0.7498140424751973,0.23415184337463613,0.763784661119446,0.4818916517995417,0.7445775037355068,0.4256510703614014,0.41972187512272335,0.23609851164893866,0.5647501033120564,0.05562281129246832,0.45144083445823785,0.795032403489926,0.3684745953137376,0.17124309485443476,0.8004034016874619,0.000364063539859871,0.6000951688012154,0.3218623524826617,0.8329637995004857,0.6645131152158288,0.7954367891598639,0.5824770434238877,0.08743564235888543,0.3456527467962099,0.7768535907541965,0.588888894364947,0.06317330013574665,0.4400579289454262,-0.030850557643139175,0.587947231670642,0.23278738614585118,0.6278703589044401,0.8343562128479927,0.5225304870584488,0.21060322992399322,0.6843892596034478,0.6457447928492399,0.7832659524832153,0.29376176041999746,0.48539432920027586,0.33485750975343154,0.2460835145387244,0.032770007100638474,0.7130863295399905,0.7942958854940342,0.011939676337937596,0.7893391241214193,0.6118281290842711,0.43461978492683806,-0.03397493953231742,0.5280026266836068,0.8099743610637824,-0.24093339466790864,0.4831965541081331,0.24444662678113122,0.6058829659236222,0.43035973125431953,0.7169944725516769,0.6032897528591646,0.4234149747426453,0.6294289584949864,0.4242095270529687,0.8169110167861032,0.7685463402839766,0.40220228989460166,0.7371827810190834,0.21979416263813237,0.3250577420423975,0.8046098084123441,0.6811314907824229,0.5676702678351211,0.8339172454947591,0.7324734178656924,0.5838372461609623,0.5768599717325281,0.09568115982941562,0.35347485363245706,0.23056283473091707,0.5578260666337952,0.4669618902216776,0.37949630981717164,0.13154885429439953,0.4476945595334998,0.7473299712413167,0.7965076447908828,0.7199426773452507,0.42881378039083784,0.8674166654231303,0.5574948636168636
Heschl_R,-0.004811894351783761,0.6827933530648698,0.38139284807777135,-0.12544979936763492,0.5968078395560465,1.0,0.5648973589433396,0.36650550719577135,0.5428259996928381,0.03705258927361291,0.6701004898132195,0.555957326368989,0.07631802959860853,0.04975033081977112,0.5749413199240929,0.13338845632558907,-0.07161113645481584,0.6212547410927532,0.29998831955935307,-0.00953269625439514,0.5345025320327129,-0.2438166880114989,0.6655231608914973,0.3891898570374041,0.70452246378205,0.6453551468115575,0.6546764786752846,0.6421540735692168,-0.20718697183360643,0.1706936471089449,0.6769886358781476,0.29270437159692125,0.27707858089156506,0.30790835764046615,-0.2596351126394678,0.4584262649589594,-0.08249657614753554,0.5814446306042154,0.6150937778544386,0.40238771889630787,-0.12347068602286268,0.35647065986019133,0.4701193461561058,0.6300901931261137,0.26466782014139334,0.47867609957565177,0.3501452585275459,0.2983855910210336,-0.34843712957877093,0.5652157836845955,0.6031304699985127,-0.3402406480388808,0.5555347093982865,0.3894068932011212,0.2557843657160447,0.16539464047142308,0.5744653387718642,0.6500140381365759,-0.06324665126779362,0.02380377987215634,0.19934762758405325,0.7831348428786724,0.4427310472857071,0.4359848507002135,0.6064963727827652,0.37835681739627286,0.7010870634268088,0.18665598467704292,0.5566028466904146,0.5202171063403442,0.016055143336372552,0.6270691358256,-0.0306439610677916,0.22283786089794086,0.3576305312715894,0.7247934382250502,0.5110312858065872,0.6946242546361355,0.5034465990406128,0.3694660916396679,0.5238559296564719,-0.08174908369032288,0.09546313880202964,0.1892485918024884,0.5316772079818742,0.48522501702640486,-0.19130092585710115,0.31791559179099654,0.24584126023450387,0.6318432215977641,0.607880720923828,0.36984835818377043,0.37416065646238955,0.6762602756508715,0.2179163019053995
Cerebellum_10_R,0.10908654403644921,0.5427357796997604,0.2963877357952457,0.29386115696644444,0.7498140424751973,0.5648973589433396,1.0,0.32736573212276476,0.6127424112421662,0.5084738058898316,0.628011360817225,0.5477647031112205,0.49668148870552725,0.4293322258723509,0.641773438548666,0.16132734243780775,0.2897840177632702,0.6430273160892828,0.4110078348558362,0.39110835441371233,0.7949344027139494,0.13574545242033448,0.6403856565311103,0.28128884542880006,0.6747977762040878,0.6233919706548292,0.6082435675084478,0.6153933786929335,0.1654860159064315,0.44123371357457086,0.7406112884715473,0.5850737516665424,0.07395044559169703,0.3367789154191229,0.22053161872253943,0.5871531522079361,0.09352930262760592,0.7131619837108971,0.772866961299388,0.6341302730514261,0.2852737426833103,0.7013151694776733,0.4599923838947483,0.762369601086474,0.28891093973279625,0.4031504395265461,0.18108236041425932,0.3005657890621368,0.23332238234827343,0.7609231155975967,0.6873890413055901,0.08829433114065037,0.7598611326186411,0.5350586153004847,0.5797385465876713,0.1420413215132759,0.3364399317415444,0.7493166395933732,0.004633228942071868,0.2983175880158476,0.3713007098072261,0.43859731684215786,0.4964163264693294,0.7626571156023689,0.335414205126556,0.1880437249020756,0.45378312138382904,0.5536520554947524,0.6887211109959318,0.6270326015129157,0.31755223664786214,0.6692448312189766,0.374160852469848,0.27451684792945213,0.63415582547524,0.47939001749373295,0.6223201813223214,0.7791873186191624,0.4859869891596575,0.6884829651577096,0.5147404706698182,0.28920838525265263,0.5202051380411629,0.41807381236624763,0.35529315437733117,0.4725018523850555,0.2860519310122124,0.2257785189963812,0.42855182592926455,0.5390264576315658,0.7340317411378865,0.6698511350107915,0.5014528627743492,0.6496931082251174,0.2797907170907048
VTA_L,-0.06317746378112557,0.08842723760992068,0.4825834743145202,0.07022774258446114,0.23415184337463613,0.36650550719577135,0.32736573212276476,1.0,0.33741807756408343,0.28199754689032197,0.21203148434476962,0.44540386960723655,0.2001656274679872,0.37680392395174944,0.37013460197159015,0.31333742990190105,-0.30166716519261805,0.23367362058901178,0.45901397146088413,0.0430884463494497,0.42096922599211895,0.19607384357581137,0.410215857865194,0.4853364473214305,0.3967374187150233,0.32487119997047503,0.3863323140265312,0.3402213333986174,0.2320217833456883,0.5033485932681767,0.45855037460368087,0.3361098209878261,0.4827560433350793,0.49579706203572116,0.23506807218470885,0.4767881319392993,-0.2899681409025117,0.3561908963376424,0.2842671750001277,0.49412654497961217,-0.27928405874429735,0.22265157863718393,0.30454286040264156,0.314855556816355,0.434868040402356,0.16803665156638006,0.3881705143822769,0.4486303217796327,0.004141979478131492,0.47144335633741913,0.28465533002064,0.0860755037340893,0.4631439557291009,0.2768714253838395,0.09645426907085514,0.32221425825069094,0.0596135373980466,0.34009093318042605,0.43739559794859634,-0.3193414103146563,0.17549471627976543,0.2406177982337767,0.15748542551941644,0.37450436649799007,0.15193217548506394,-0.12667275505061343,0.3573862560693228,0.380015543202974,0.4283075330715927,0.20378490691565257,-0.09864248506992597,0.3337419065718129,-0.16530094450447913,0.15416579422683574,0.0289622874584404,0.40761618315551396,0.2616754180086888,0.2731877086986736,0.08011069400170008,0.42839220563145486,0.16614847826305076,0.2480765912330588,0.3679778266408982,0.4560105270776052,-0.06563316363536922,0.5662550128082589,-0.21070031883062296,0.5163620533702452,0.20507547597729758,0.10764776631707175,0.45374650277519707,0.18269423111834948,0.6037171325792137,0.2954049481544952,-0.20640950305963293
Fusiform_L,0.09568789873343225,0.5846726517821978,0.43175866510447614,0.33936323967888793,0.763784661119446,0.5428259996928381,0.6127424112421662,0.33741807756408343,1.0,0.5180248979810067,0.6943166339565177,0.43804353902412313,0.4486320681027857,0.5073859741337214,0.6473096670917804,0.14069859383273814,0.37756336277891767,0.5166406982228215,0.743580483059392,0.24187059174261769,0.7140146845059784,0.0979692116309261,0.5650764577699241,0.5629672380929434,0.6698270091526033,0.5601179423027486,0.6430746066696912,0.5786633452349222,0.18157305557198244,0.5835570142311849,0.6672674372889937,0.7379941675379252,0.37617233216126394,0.5312328142297263,0.07769908464174664,0.6373485378841934,0.019554727075694143,0.5703448042560685,0.7730055695442223,0.5670326928948213,0.1799319470677231,0.6092620810134856,0.6382845533301408,0.6332456079669152,0.4869427093667833,0.354912432271776,0.5008290752815027,0.39478488785423066,0.08796993926616889,0.7023847551995009,0.669345649827251,0.1572251577857655,0.6173750853846827,0.5319755397855371,0.3470043403379393,-0.12493831073929379,0.3615151746815635,0.7186869307530023,0.10761322009534587,0.2159067757494272,0.29275727749502833,0.48018554614151227,0.4069625838499418,0.6350180705583366,0.3160567882183091,0.218510976061499,0.606763164822548,0.519871530585454,0.7044275753710542,0.6685363835756688,0.30398079020072005,0.6152432453693368,0.20867262169666956,0.15490714475129333,0.5835042941141229,0.5411372075060443,0.5733459803867021,0.6642948203622318,0.6003405294945993,0.7045535707778229,0.5095025091041732,0.14245209274696322,0.5561043804489642,0.4725489719000751,0.24992314729128517,0.6640814882154799,0.1631862635093781,0.30148736586659497,0.5648126623855546,0.4878599502640803,0.6895207410327568,0.6028421816843833,0.6128402985666195,0.6025825788067896,0.27935186892738034
Thal_PuL_R,0.15437017546106999,0.11069556040862029,0.2707601171045815,0.7488831498403858,0.4818916517995417,0.03705258927361291,0.5084738058898316,0.28199754689032197,0.5180248979810067,1.0,0.33543670332976094,0.4447619187336249,0.5888096251086335,0.8006780293346983,0.28638683763743694,0.14910911984871947,0.35026024488327834,0.22702510458574576,0.6307959863141068,0.4155348129785492,0.7029513028886952,0.7075772590760679,0.3007449384686948,0.43442471396319887,0.3862648966810328,0.43752247673357564,0.3891256667542148,0.2909034453270295,0.7598002880601649,0.7845041511944404,0.5089071247402046,0.7462679908633763,0.21113381991432326,0.5411240795640717,0.647342812958128,0.6801002947844427,0.034197308654246104,0.411714915141152,0.47342958588172895,0.6726625723009695,0.27537822976685167,0.7289276319076936,0.36891868054607324,0.3631060193682165,0.4892762395148603,0.03335108365294572,0.38444988504427774,0.47819190119192173,0.6298179321531965,0.6744729491086724,0.34357954220434206,0.718335925607476,0.6385142816786104,0.6088584814876198,0.4790744601566455,0.10870696003248854,-0.23126139507480203,0.5099977740394995,0.3857161585834816,0.11273288847516108,0.4136728228499397,-0.05888163650356961,0.20826875601160522,0.7098535379172506,-0.12544541328163336,-0.3080784503942549,0.097561261580157,0.7505614515168643,0.5825313606714236,0.5151612356665674,0.2670616138490435,0.48822757567031955,0.3808767137247335,0.2955770601179276,0.5289647935386793,0.2668931050979076,0.26599738998919603,0.37193083064802934,0.26168878474286594,0.6490104587594813,0.1935570766124567,0.6827545876633578,0.7865848998813914,0.5828390153348207,-0.1676081627189761,0.5034433113592355,0.3278167702231343,0.3655734320102191,0.5534713809793345,0.012801307629824904,0.630755515931597,0.6521187190687545,0.6625395316420345,0.36218060910902666,-0.04533226116173796
