,Thal_PuM_L,Cerebellum_Crus1_R,Frontal_Inf_Tri_R,Thal_MDm_L,Temporal_Sup_L,Precentral_L,ACC_sup_R,Parietal_Sup_L,VTA_L,Raphe_D,ParaHippocampal_R,Thal_LP_L,Parietal_Sup_R,Red_N_R,Cerebellum_9_R,SN_pr_R,Temporal_Mid_L,ACC_pre_L,Thal_AV_R,Vermis_7,Cerebellum_10_L,Frontal_Med_Orb_L,Thal_LP_R,N_Acc_R,Thal_LGN_L,Lingual_L,Thal_IL_R,Thal_VA_L,Vermis_4_5,Thal_IL_L,Thal_AV_L,OFClat_R,Vermis_3,Cerebellum_4_5_R,Supp_Motor_Area_L,Occipital_Inf_R,Temporal_Pole_Sup_L,Cerebellum_3_L,Vermis_9,Paracentral_Lobule_L,Amygdala_L,SN_pc_R,Calcarine_R,Thal_LGN_R,Thal_PuL_R,Rectus_L,OFCmed_L,Frontal_Med_Orb_R,Olfactory_R,Cerebellum_8_R,Red_N_L,Cerebellum_4_5_L,OFCmed_R,Paracentral_Lobule_R,Cerebellum_Crus2_R,Thal_PuA_R,Thal_PuA_L,Temporal_Inf_L,OFCant_L,Pallidum_R,SupraMarginal_L,Vermis_8,Amygdala_R,Cerebellum_6_L,Occipital_Mid_R,Temporal_Mid_R,Thal_MGN_L,Postcentral_R,Thal_VL_R,Frontal_Mid_2_R,Thal_VPL_R,Thal_PuL_L,SN_pc_L,Occipital_Inf_L,Temporal_Inf_R,Occipital_Sup_L,Cerebellum_Crus1_L,Thal_VL_L,SupraMarginal_R,Calcarine_L,Cingulate_Post_L,Parietal_Inf_R,Cuneus_R,OFCpost_L,Temporal_Sup_R
Thal_PuM_L,1.0,0.24089208480391427,0.47738595394667566,0.6106812712633165,0.6914516705538896,0.3782070104789217,0.8250349448565578,-0.09363916997877854,0.2954049481544952,0.7040558520812722,0.4661258949781631,0.8171074030830295,-0.09961111380774339,0.3784081788010024,0.3829098662048664,0.6155333392526837,0.2609275004856152,0.7416430568472847,0.48775130027981917,0.16718698340172278,0.6102750756894291,0.34056438209241047,0.6450244591617406,-0.015465748289332363,0.2977328973999389,0.10367963762142095,0.3035594513277957,0.5607703997057697,0.7037138563326824,0.5697509165769616,0.6661243593715703,0.3896566716431297,0.8089194942467636,0.5171188852418785,0.6917023367162226,-0.2669495752849605,0.32985074182959945,0.4150891769051759,0.1469156051984028,0.7433952227392088,0.6837620254788044,0.4024986829690406,0.42242369820730985,0.016067241275180277,0.36218060910902666,0.6221883115270702,0.4034516969194548,0.5296646151187472,0.0698475351589939,0.2855702567826315,0.6140597024152495,0.7607962366563223,0.4972590777516571,0.5856545020479751,0.16707763292316555,0.02217514746556761,0.8307280944234582,0.6011151590276963,0.5756545832165545,0.6381951462291244,0.2671339014500159,0.2725396933311812,0.5413174907445422,0.3144933231015874,-0.2843537392429433,0.14979447949076424,0.6443887813268108,0.5967905293893562,0.7386585405259061,0.7873086840014853,0.8869259429899812,0.7562949535426731,0.45910033077704043,-0.13516232522112426,0.2758972464533119,-0.1394241513268628,0.2410205584171601,0.8595765185930613,0.49499008440793113,0.2629562555161951,0.4170220593263054,0.3165625341276588,0.1906295277764789,0.1617654519790656,0.5454368061015152
Cerebellum_Crus1_R,0.24089208480391427,1.0,0.48202867221899015,0.2771003764223599,0.21243676004284529,0.44181561821333354,0.4668552744122154,0.19071284359994062,0.5163620533702452,0.08237765510212514,0.31127365211977653,0.3547399361663772,-0.18057937110725794,0.4644291614288014,0.8421208368927834,0.3199340631819561,0.278508257672984,0.07156847199421361,0.5642611099543389,0.8024334136982668,0.29100619088521384,0.20050135074700443,0.5543209028274286,0.16241228522467016,-0.1597744273575385,0.5050010546087917,0.3353139221291126,0.16681920040268172,0.5110297898046717,0.5480529390537812,0.20202533059187308,0.29434358026633417,0.4384215980387842,0.45119600844566454,0.29508507726049743,0.6651353440583441,0.47494401290913535,0.3638932034278975,0.8299520793962252,0.4410050426167928,-0.12312543684737427,0.571378247731925,0.7160666374272971,0.00340663000910018,0.3655734320102191,-0.032047921495375935,-0.049155954457204706,0.10473980292099956,0.30981168449368146,0.7447968914536695,0.4122542441760603,0.33323999637887336,-0.17728023476250196,0.1805200936320081,0.6780556687369412,0.10108649451027486,0.45367378876931397,0.17332997552194598,-0.2037591695049565,0.08523424246313015,0.3133892809027632,0.502748068550766,0.31393033835170564,0.6318372924941724,0.21064069420976653,0.6967196590576796,0.10165790929063033,0.31990495000045144,0.3680625659112827,0.3059934920904473,0.4384819612988094,0.22185242267370323,0.20027758581920857,0.46773240987166753,0.6337604758543206,0.2787093784453761,0.7304848191621451,0.050418073864100334,0.40930988958535125,0.6398665934098888,0.2789590965551074,0.2500834188863348,0.22621724535083293,0.5452767029963356,0.3691618319008048
Frontal_Inf_Tri_R,0.47738595394667566,0.48202867221899015,1.0,0.4214117139731068,0.4948900793534652,0.3961462228829163,0.588338109735134,-0.010740360003543144,0.37013460197159015,0.3683336495060033,0.6800037702734988,0.4839131690309827,-0.10633448839193259,0.4750434673265719,0.49709775531375505,0.6709154328361351,0.25691492163592444,0.5697728878430647,0.35505910705020294,0.46321357000033003,0.6898434677097949,0.22145749463807937,0.4771650406149087,-0.008149163470454695,0.07229671922266888,0.40355767781664564,0.4874610206805264,0.41278828851651567,0.6824517564615491,0.48756528587054443,0.29453138340708895,0.31324447598427757,0.6547991816718894,0.6451697762186331,0.6112332395059106,0.20960288293534185,0.3040664835029587,0.6447166661300097,0.506983100278313,0.6320143844390509,0.3056209231511054,0.3807927550895816,0.561718782947046,0.32805018453467577,0.28638683763743694,0.1827066812169148,0.2537482216089676,0.532482863811283,0.5171257571368374,0.42918178192461387,0.6434380625494247,0.6998933202700812,0.27289487678351526,0.4970640004301557,0.15031066552218503,0.04472015918838223,0.4265062776774094,0.42549118232072136,0.202075928823161,0.5324282250100479,0.3441521429430432,0.2940141379524749,0.3540233229985984,0.5748234567029261,-0.06901897611831967,0.4273562466847842,0.31867815200368854,0.5688865137488424,0.4551130008420703,0.8013169912681544,0.5092175126934887,0.4616897803234611,0.40036325329556455,0.2074302211161748,0.45537440177659205,-0.09958419710841157,0.46108348883538997,0.4192095060846845,0.510678508780849,0.4891917466832641,0.2966186649333062,0.3406316767638125,0.21569673952627846,0.3658148625453217,0.6552385754110254
Thal_MDm_L,0.6106812712633165,0.2771003764223599,0.4214117139731068,1.0,0.6684300976002343,0.5836647322286138,0.739040515699657,0.4205260968530459,0.22265157863718393,0.34662081884310847,0.5543328079021197,0.6916212249133877,0.4099590072513686,0.5390399465569882,0.43533049993738143,0.31423763196340704,0.5624107670274509,0.4099921600083764,0.3983381667256101,0.1942646103190698,0.5718787640910719,0.15403181347217135,0.5158228010192001,0.4144968899129333,0.401638582910575,0.5504008953700483,0.5653188544076003,0.5610997300830904,0.7809720391148197,0.738381097156031,0.2903799524174138,0.6216081812693,0.6452057217261397,0.6962191409474398,0.6537687559844231,0.033426293195939524,0.27208060611954327,0.6432539177419011,0.06758865168160968,0.8074706992201922,0.2861204100071257,0.18608631475737905,0.5444581719205323,0.4208601641507561,0.7289276319076936,0.30151273008487545,0.38028801465508855,0.11097485572244156,0.28996942186135716,0.39346066680259933,0.41861434711664036,0.7178273509036805,0.0792382438103882,0.7752516111452231,0.08724158434640371,0.6401811977876286,0.4261589817461282,0.6095508738573807,0.2725922436891041,0.3873364828494162,0.4736765710504506,0.1970116088545926,0.3303085537529839,0.4838803344967374,0.19945476623386296,0.2273675371580656,0.16391448785118748,0.7596072223846321,0.8011193013002224,0.5987560230615289,0.5541004235715391,0.6438560229259248,0.20236027107553753,0.31038870357984216,0.1082970681552493,0.45827832510360045,0.3195986977033258,0.5048613367426078,0.5942131763301245,0.5649154725770256,0.6873808531898543,0.6096813598422286,0.549874702779846,0.4748784801092517,0.5828624921030493
Temporal_Sup_L,0.6914516705538896,0.21243676004284529,0.4948900793534652,0.6684300976002343,1.0,0.4134776598249438,0.6860551174597328,0.0883302952879677,0.20378490691565257,0.4119978937930709,0.42119260162917876,0.7184778175622542,0.06804312029478422,0.4428864856258494,0.3985496536195197,0.5664046188524753,0.6030191903985792,0.6399996934935358,0.42337146107909673,0.15762553356870823,0.5816994379994499,0.21754096894559644,0.6350856606003994,0.10541738128313301,0.27238953041215347,0.3160958441147678,0.4001485515001679,0.54256684509738,0.7159261938190081,0.6351016542913589,0.5460536433920407,0.3355213825670752,0.6819598494254865,0.5645887983708375,0.6310509678435431,-0.12576770437045667,0.4226429558498285,0.5518722665241764,0.14141051245963898,0.6978698568981074,0.5319687440869185,0.20687137121342647,0.44691743165165504,0.23149402656942933,0.5151612356665674,0.4299917819479394,0.3116835375860279,0.40328278960708974,0.3476227395264027,0.45221986580630685,0.6443489963744438,0.7557469645322713,0.31935196405861443,0.5944987556661008,0.07027328141801235,0.27629636282847264,0.5337652242309899,0.5867595463313114,0.449256385883427,0.4897778495146438,0.5373300993535243,0.10336383975615926,0.31310689397544905,0.4760133294626411,-0.11026102314169767,0.041300704991893984,0.42505430665054283,0.5617536066732662,0.6543063824173239,0.7227653138805019,0.6446576776656989,0.666572724761088,0.5259715259576075,0.13347358645847063,0.06297332492823203,0.23695979762255912,0.34816817740027484,0.7007846082403524,0.47224472928848393,0.3715909909541691,0.632799988968005,0.4229412519000448,0.3395680678632792,0.2953766319437736,0.5770966186680815
Precentral_L,0.3782070104789217,0.44181561821333354,0.3961462228829163,0.5836647322286138,0.4134776598249438,1.0,0.669683376856518,0.6364168560440551,0.39722419703336903,0.15062245972653537,0.6387258671505188,0.5056711372093622,0.3588983978576594,0.3440912504551451,0.4803321622420307,0.19368671910920135,0.19786417882885277,0.0880306446865383,0.25850948382336414,0.39733588438022255,0.5497989577979626,-0.010832389390860888,0.38636482975280134,0.46382319761249174,0.15540100332331186,0.6171234218396523,0.4854119883758239,0.3669756906202005,0.6655315008868337,0.5963492389683562,-0.01344534726479249,0.4713352758715399,0.5346850063820329,0.6756965342695883,0.4069450046082205,0.3393428174689065,0.007196028125547249,0.47927332023218044,0.23445222220251222,0.7220189769829993,-0.10390695506202376,0.359598622484671,0.6614103427710143,0.23481822518770784,0.5551613508135309,0.10568524040288374,0.15732547254536153,-0.04173731548155557,0.35520253628167353,0.5152561291731289,0.22956327317048494,0.541079851669433,-0.04317752964955184,0.5881276891159651,0.49588457022645155,0.38623980456574336,0.24676947699727664,0.15408357549810303,-0.06261665391414084,0.16916146838328314,0.6207826237504261,0.4166753223029373,0.14100215876025976,0.46491330692489197,0.3457242113015221,0.5574960956542591,-0.011069690686533707,0.6827935088481218,0.53266767007357,0.45197440778252995,0.3679200565382304,0.49755120734901803,0.03599042520329288,0.3034793755222911,0.46094480773540203,0.4539658961679433,0.2510475382783795,0.16569080826094287,0.6500527832315376,0.6111317050162317,0.5693680223899905,0.5924117512514321,0.5914120341835443,0.42732252314431085,0.6911581224750001
ACC_sup_R,0.8250349448565578,0.4668552744122154,0.588338109735134,0.739040515699657,0.6860551174597328,0.669683376856518,1.0,0.30121126851794244,0.4631439557291009,0.48793611929763797,0.6987232871737818,0.8494583835145391,0.18800509332292023,0.5103859487287874,0.560971023153772,0.6023480093513132,0.3869961775141477,0.5441302429788667,0.5599672604259817,0.3553200004747919,0.6874941879230242,0.2505824879415299,0.7431471677251882,0.25663221101882366,0.26846998294294727,0.4873640084398577,0.5434220852622247,0.5888566850938562,0.8199777557393793,0.7303980103704485,0.43397249048623143,0.5691824586971369,0.8511283801750044,0.7265047061174352,0.7749797010264484,0.11604747547748198,0.38035242628792093,0.6230853867423598,0.28293159788754063,0.9355230180427042,0.4018866597799895,0.47523536989029325,0.6621962857380379,0.17185503271212232,0.6385142816786104,0.38231398794236937,0.3474789414370443,0.32286038260628513,0.37434805432492124,0.5528475931643676,0.5812681478671059,0.7662136735109791,0.18444184267653374,0.7430988496462975,0.3223728305999534,0.28485127594246823,0.691998957952908,0.5700096446965373,0.2848034724201594,0.48583323184300115,0.4925382966512126,0.30639348427455637,0.43269028957518035,0.5252462937844604,0.10282000010311637,0.4055369145870822,0.41824115588408084,0.8301979278742602,0.7700522227197627,0.7652584488032568,0.8133024696398125,0.7876822971238125,0.35945807789754525,0.1702512220690565,0.3586953642474662,0.23656787396888107,0.39376126460001115,0.6094907041622498,0.7465948965844175,0.5685255323896617,0.575169280243625,0.6220308624985194,0.4733927021316718,0.5141534496806744,0.6940819472295217
Parietal_Sup_L,-0.09363916997877854,0.19071284359994062,-0.010740360003543144,0.4205260968530459,0.0883302952879677,0.6364168560440551,0.30121126851794244,1.0,0.23506807218470885,-0.23519674190153192,0.32747434393636554,0.15558400760572239,0.841870911971921,0.18566312446997546,0.23410426470424883,-0.2967743333778311,0.2702305855251867,-0.39870589245959664,0.06606668357134654,0.19580068457064023,0.12792716577138638,-0.30303961515527883,0.06717147860267676,0.6339773326989147,0.148104150896633,0.6579351263805157,0.40883937168737994,0.08883506052399374,0.2676678374213377,0.3762922830100829,-0.46042358940930256,0.4105668266164162,0.1288260761163437,0.4734767729564543,0.0794809801794507,0.4662421923539694,-0.04484032727531588,0.384370367113767,0.038918264601151616,0.3753439542657435,-0.4750029492736129,0.15187343431741782,0.4902004590491778,0.30971946003735845,0.647342812958128,-0.25208864242315426,0.06298339540866474,-0.5395750986489467,0.2966295199491477,0.2987248587547334,-0.17192528222570025,0.10215146969804259,-0.43436946677292143,0.37047885276779835,0.1900787250789739,0.6782277128137052,-0.16082482527008504,0.033376034374471855,-0.3276078351778717,-0.3125690781905356,0.5606875039564718,0.20940564769763362,-0.2626150652452801,0.314285367091812,0.8052919115180833,0.4773791330708169,-0.4300383731176632,0.5197401004725033,0.21703836620742278,-0.0314213039266653,-0.09991304919868808,0.1446086327450069,-0.30840083663705176,0.4674246578648865,0.17608004594373902,0.8002143301160596,0.12349110957254537,-0.3473534142829946,0.601055063228429,0.6201916582374879,0.4236422331956794,0.7712823020607285,0.794969292743534,0.5330068194565711,0.39517986135482575
VTA_L,0.2954049481544952,0.5163620533702452,0.37013460197159015,0.22265157863718393,0.20378490691565257,0.39722419703336903,0.4631439557291009,0.23506807218470885,1.0,0.3132549031132833,0.32489586780022783,0.2645204742307441,0.0163846416586592,0.20507547597729758,0.434868040402356,0.29930100299353324,0.1548335963313609,0.10764776631707175,0.4959968306650223,0.4726669689918212,0.3737159720534801,-0.03306776935343298,0.3766583046295762,0.004141979478131492,-0.21070031883062296,0.37680392395174944,0.41962687787988295,0.16931377513396212,0.4005953174504164,0.4767881319392993,0.18107224204259012,0.2001656274679872,0.4283075330715927,0.42839220563145486,0.34009093318042605,0.43739559794859634,0.3881705143822769,0.3361098209878261,0.4827560433350793,0.42096922599211895,-0.025330540813842038,0.5192123057565681,0.6037171325792137,-0.16530094450447913,0.28199754689032197,-0.02566387696264865,-0.09864248506992597,0.0596135373980466,0.17549471627976543,0.4486303217796327,0.30454286040264156,0.2842671750001277,-0.12667275505061343,0.2416238118271681,0.32221425825069094,0.07022774258446114,0.40761618315551396,0.24555871387914122,-0.20640950305963293,0.13564760282310034,0.3743320661900888,0.31333742990190105,0.16803665156638006,0.45901397146088413,0.1668130073784516,0.5277527634781962,0.15193217548506394,0.37450436649799007,0.18269423111834948,0.3609017739717542,0.3863323140265312,0.3337419065718129,0.2594115336793361,0.2625520425380966,0.4705597761960535,0.19607384357581137,0.4267559211735712,0.08842723760992068,0.49412654497961217,0.5033485932681767,0.28580882890831116,0.380015543202974,0.3270333766528461,0.4102999043852506,0.38632311104146877
Raphe_D,0.7040558520812722,0.08237765510212514,0.3683336495060033,0.34662081884310847,0.4119978937930709,0.15062245972653537,0.48793611929763797,-0.23519674190153192,0.3132549031132833,1.0,0.24394956730134076,0.4558329956227504,-0.14936651853467817,0.1241147292899396,0.21155579615204556,0.5314722614974345,0.14757645980539583,0.618191556126096,0.3717775211196498,0.05870799641877016,0.3761971413911283,0.1954838416788964,0.3729885723868343,-0.17801009258883932,0.21524055771758865,-0.06728275646302086,0.12458230353821838,0.36753630886074296,0.4572160739876334,0.3058281440316553,0.5040909046039195,0.2221629914614778,0.5723698061776004,0.300697175993244,0.4988069986871283,-0.2921276450499999,0.28201745292629166,0.21804939310694174,0.10758660440309467,0.449852620034471,0.6140511537167693,0.2621686127192271,0.21855610030968486,-0.14931330854810085,0.09135030014329507,0.5478405856649216,0.3069207121278317,0.49567674798181655,-0.1799087522173159,0.06955385097041965,0.5224296797314998,0.5465233521273043,0.4540833344223084,0.37505364333970687,0.04957199513991006,-0.12478980733164409,0.5995434300075667,0.6258425106338112,0.5145154957823854,0.4845583595783388,0.12222861786766546,0.2150963706329505,0.4695264407336962,0.15700474521753183,-0.37482165852722577,0.020434290946930594,0.4681223166885204,0.3971196448775065,0.4233750395536244,0.6257712620705356,0.6714133675888659,0.49396969691180886,0.40510036533021965,-0.1594102256938234,0.19648421989109127,-0.3012288499539385,0.2147715138408681,0.6677684304385555,0.28261106336581016,0.10106720077311467,0.18133998660734246,0.12424044939183404,0.032537043647495024,-0.015899081685966505,0.29742059682765676
