,ACC_pre_R,Parietal_Inf_R,Angular_L,Calcarine_L,Cerebellum_7b_L,Vermis_6,Paracentral_Lobule_R,Paracentral_Lobule_L,Cerebellum_8_R,OFCmed_R,Cingulate_Mid_L,Vermis_9,Cerebellum_4_5_R,ACC_sup_R,Vermis_4_5,Thal_IL_L,Thal_MDl_L,Rectus_L,Caudate_L,Thal_MGN_R,Cerebellum_3_R,Rolandic_Oper_L,ACC_sub_R,Amygdala_L,Cerebellum_4_5_L,Thal_VPL_L,SN_pr_L,LC_R,Temporal_Mid_L,Insula_R,Supp_Motor_Area_L,Temporal_Mid_R,Frontal_Med_Orb_R,Cerebellum_Crus2_L,OFCpost_L,Cerebellum_9_R,Postcentral_R,Fusiform_R,Red_N_L,Putamen_L,Thal_VA_L,Parietal_Sup_R,Occipital_Mid_L,Frontal_Inf_Tri_L,Vermis_10,VTA_R,OFCmed_L,Thal_VPL_R,Cerebellum_Crus1_L,Fusiform_L,Cuneus_R,Thal_LP_R,Thal_VL_L,OFClat_L,Precuneus_L,ParaHippocampal_R,Cuneus_L,Occipital_Mid_R,Olfactory_R,Thal_MGN_L,Occipital_Inf_R,SN_pr_R,Thal_PuI_R,Thal_Re_L,Temporal_Inf_L,Cerebellum_8_L,Temporal_Pole_Mid_L,Cerebellum_10_L,Cerebellum_10_R,Frontal_Sup_Medial_R,ParaHippocampal_L,Temporal_Pole_Mid_R,Angular_R,Frontal_Mid_2_R,Cerebellum_3_L,Frontal_Inf_Orb_2_R,Thal_PuA_R,Parietal_Inf_L,Insula_L,ACC_sub_L,Temporal_Inf_R,OFCpost_R,Cingulate_Post_L,Cerebellum_7b_R,Raphe_M,Pallidum_L,Temporal_Sup_L,Occipital_Sup_L,Cingulate_Post_R,SN_pc_R,Frontal_Inf_Oper_R,Occipital_Inf_L,Pallidum_R,Thal_IL_R,N_Acc_R,ACC_sup_L,Thal_LGN_L,Amygdala_R,Putamen_R,Thal_PuL_R,OFCant_L,Temporal_Pole_Sup_L,Frontal_Med_Orb_L,Thal_LGN_R,Hippocampus_R,Rolandic_Oper_R,Precentral_R,Frontal_Inf_Orb_2_L,Frontal_Sup_2_L,Cerebellum_6_R,VTA_L,Caudate_R,Cerebellum_6_L,Frontal_Inf_Oper_L,Red_N_R,Cingulate_Mid_R,Supp_Motor_Area_R,Frontal_Sup_Medial_L,Lingual_R,Heschl_L,Frontal_Sup_2_R,Thal_PuM_L,Vermis_1_2,Thal_MDm_R,Rectus_R,LC_L,Cerebellum_Crus2_R,Parietal_Sup_L,Hippocampus_L,ACC_pre_L,Cerebellum_Crus1_R,Vermis_8,Thal_LP_L,Temporal_Sup_R,Temporal_Pole_Sup_R
ACC_pre_R,1.0,0.17776036525485622,-0.1533515062761608,0.14304676655642673,0.4701315853234371,0.18498739949829127,0.5932923334152876,0.7078709091437888,0.3209175108105559,0.5497368197996084,0.1687917403018068,0.17115295627495397,0.48110916123695585,0.7727529813923582,0.6639662936704762,0.44959089371649363,0.7078645419151784,0.6044835306587991,0.6465065908141319,0.1340475162176957,0.6614226472907963,0.6113881610137515,0.7513034715303188,0.6744047207477034,0.7144872870725351,0.7604464507679337,0.6961369548243171,0.07593746463243248,0.17302694585637646,0.5762747536785923,0.6442331682130111,0.07715761067269815,0.6866105211137453,0.3020072611515554,0.14869948537279762,0.3584042227985637,0.545814806147399,0.44763438627161145,0.6803377915551226,0.500531307013071,0.534209495257441,-0.14539593376600166,-0.18687056438750832,0.6577043953423154,0.4538205971981491,0.29152673886667196,0.4104102988288894,0.7921719354560993,0.1942994031061776,0.5166406982228215,0.07315395163328058,0.5343218788006673,0.812135850061639,0.44039060691186355,0.08015602227308011,0.5216186382376943,-0.05855910164226622,-0.3667171007109014,0.1726527166737856,0.6246871795854676,-0.2758909818866983,0.7867616415563716,0.1500633732819554,0.09453054072099573,0.5010782038308114,0.3267659393479723,0.11796348016175966,0.6004375288293669,0.6430273160892828,0.768519274474994,0.8121956570735376,-0.058671751921675494,-0.11121869349574633,0.8031722650535456,0.3984459038791324,0.4974987361235092,-0.09218059538008354,0.09003976192065265,0.5438727653768699,0.2198846233874731,0.2543087953899568,0.7180682865549939,0.36006658535469044,0.0592133682526745,0.269359136739744,0.424506021226662,0.6525619946647337,-0.20732294033798132,0.31264683622764794,0.2817874427325898,0.5802255262337253,-0.1424446699224594,0.6620755932419701,0.27558512334299734,-0.05922339257208971,0.7309255445583681,0.33003327931283144,0.548984431322956,0.7721126768460892,0.22702510458574576,0.6043275827304209,0.23543271896344115,0.3344970362054684,0.07708413804342684,0.8062651706422165,0.5542797222037812,0.8028324687469638,0.5264188687785551,0.8268585305264727,0.4319513360301107,0.23367362058901178,0.902406341510667,0.2514405970468229,0.4320782393058553,0.35016494314725244,0.5981000066719003,0.6019845355011846,0.8152716908487911,0.1992951859761003,0.5289520057401214,0.8140797122667005,0.8525808959628565,0.7164650428534716,0.36373596443054196,0.57674599843783,0.08043697968089725,0.17155835386181442,-0.16916506176119173,0.795032403489926,0.8428258699819404,0.23952594859715565,0.20401823692776586,0.6950687074174149,0.5324348335639544,0.2461401490285172
Parietal_Inf_R,0.17776036525485622,1.0,0.6592681214004132,0.7267546539946969,0.18433192480574168,0.545599960506965,0.6739685205793335,0.6986390585494721,0.3852276983564691,-0.28673681119793487,0.8599816768712202,0.15385671899177894,0.6619867630898199,0.6220308624985194,0.5624331594455828,0.6219321867267299,-0.22806355115218227,-0.14095043371394914,0.35200146329550175,0.38181763078894404,0.4174123097689807,0.43927850369822274,-0.13936394324604046,-0.0711941571770681,0.47434850733512685,0.2866000015469473,0.12796685040976613,0.4571501241475858,0.4660882325476036,0.4906709124182943,0.562097068795233,0.44861239798142616,-0.21654333624635733,0.06584518431974667,0.5806701440686645,0.3414464401113559,0.8317007579022001,0.5506342970824298,0.16957323897858229,0.41568936159377456,0.3480026141546157,0.7138287602542676,0.55536588328181,0.2526682184013826,0.5363196918503191,0.3904179992446993,0.11301070985783776,0.32089015298226686,0.3214056126392449,0.519871530585454,0.7917960826295071,0.4454553884110607,0.07745533759963737,0.021998143254576587,0.8026073537070063,0.5453980863018307,0.7999166691292036,0.6202381261089285,0.4110543166178676,-0.05479810175182346,0.3535863721767468,0.08693413897523569,0.5044544921236128,0.2169963395459973,0.4614284335646467,0.38735837105276594,0.1215491839289198,0.42517076833929657,0.5536520554947524,0.5284788370067184,0.2162767791104538,0.20750967007692697,0.8279396351041736,0.4159565630241972,0.6654475594663988,0.1547938508399894,0.6459949456692397,0.7948641806667185,0.21602060045399396,0.08553767048694973,0.12924922292517593,0.04714833380638324,0.5522101859424603,0.08821141002098754,0.2753420509066846,0.31895104031942584,0.4229412519000448,0.6425962555331711,0.324761959675858,0.29231784299246866,0.39098544149558945,0.41908820792172197,0.08157089413892916,0.6510115876651095,0.4270781415721145,0.6105923262542873,0.08944141829467948,-0.023618628369246216,0.420542657363872,0.7505614515168643,-0.1610011758377263,0.2666988183278561,-0.08449167254787793,0.2669965548462093,0.1307241143438382,0.3099480745964418,0.4748848578329789,0.19609561828530833,0.47822182366243554,0.43643608139058926,0.380015543202974,0.2553360407116781,0.5186877691488929,0.48690283605149187,0.3914038462328091,0.6544672268207328,0.7560622777092335,0.3897307566975641,0.6824576731209108,0.3219565579356964,0.41503962557454344,0.3165625341276588,0.33123553686280205,0.5184461398478419,-0.09683291269274982,0.08307643921724553,0.02060821435488888,0.7712823020607285,0.4242095270529687,-0.01709421356286283,0.2500834188863348,0.11278807247506975,0.507956267861105,0.561416936250703,0.2382093829382355
Angular_L,-0.1533515062761608,0.6592681214004132,1.0,0.5807987789201557,0.03144981006997821,0.37942107963123345,0.32729285294756244,0.36983344985844574,0.4237118447386569,-0.4640469974229512,0.6637989271274822,0.03055810606785535,0.3907079791563258,0.2981478803124883,0.2519969653104212,0.46035132765042713,-0.4659047572424909,-0.2343828870213056,0.0038456332834754764,0.10992804605983342,0.05453930018686151,0.18339880735255196,-0.5053942755072416,-0.3562360623944737,0.1192833639929661,0.17164406429371248,-0.05537228049325998,0.33871647518656606,0.607850248651065,0.05823805999466086,0.1496163852991404,0.22555961544046088,-0.530888050581655,0.02077406420456248,0.5327252754908364,0.28957737355152385,0.44718558833944766,0.19035048199401355,0.03743314853405557,-0.005333576853737599,0.08771989433880673,0.6788431464378448,0.8230064215908627,-0.12339312787870921,0.2827140960369406,0.3775661975188187,0.011095570212738772,0.019225176259649892,0.3076304937937109,0.18157305557198244,0.7587168804880626,0.24898412495909814,-0.1809552658447394,-0.09007653787273834,0.6655905466031072,0.1356317709834501,0.8263130397293796,0.6838649801310653,0.27440221894591904,-0.3874424203483302,0.40311340936560097,-0.16177869132383788,0.24692500493934638,0.16357026943704164,0.23639753632035015,0.28288983196735357,0.21276716070499632,0.06914460735949798,0.1654860159064315,0.1474279299569904,-0.18035715651614026,0.4442215379372383,0.7850165475689485,-0.02777637508389373,0.4579861535543718,-0.19807890211752552,0.7441159262421666,0.8032772672996449,-0.12973443464255913,-0.015048333835270385,-0.11103743651468384,-0.23520183036990805,0.5222578868988749,0.08796853247697475,0.0730269896544349,0.12238518655008654,0.27060144829045957,0.8885847046346125,0.44836811548583816,0.18721584216617293,0.006187341859840713,0.5823073786041838,-0.42024756281675607,0.3377229411773375,0.5978050507479794,0.2661972322287058,0.1463375976324475,-0.3171795326133986,0.05494539201979262,0.7598002880601649,-0.2934838420122462,0.23260958786341593,-0.3731430748033787,0.1599888723876545,-0.2639236840510262,-0.05419454523179252,0.15693584394233484,-0.010093255970819339,0.0915824979276578,0.20943954933250195,0.2320217833456883,-0.13218499978756534,0.4121861897542589,0.3165075022639534,0.17459204335529255,0.5189224713294126,0.3740298038968299,0.10570609855066851,0.5087310673414865,0.07248831325916516,-0.008980841073178017,-0.006181071393301048,-0.005980310502254843,0.24862153645362217,-0.3094072383502266,0.04627270584325886,0.12147451480199489,0.7722356972657558,0.08743564235888543,-0.33953227235548533,0.17676086926072376,-0.0014038646041858276,0.21127393630040456,0.21046754549494612,0.1321024145481723
Calcarine_L,0.14304676655642673,0.7267546539946969,0.5807987789201557,1.0,0.44163765869170835,0.8480510586956221,0.4580177174490969,0.6527686966273076,0.6284409406281376,-0.2610713862193643,0.6008221478368498,0.5677910561466831,0.7600087427194859,0.5685255323896617,0.6675402503602526,0.7463831071856999,-0.21751424395981958,-0.08115080131938823,0.2626403934865397,0.4317677548379478,0.49206918876648903,0.48934190731352506,-0.1167392288416721,-0.17290231461094813,0.5388657513835925,0.268380998483992,0.2014581098528227,0.36228798008062046,0.6077686908390716,0.48986074033843047,0.469090817003728,0.7247844753745223,-0.19864626309707656,0.24192819076075836,0.7505527260739067,0.6989576576374307,0.6613916423073045,0.7014336143536878,0.4206074433266697,0.4283922986896419,0.2685684401938219,0.39109611676389355,0.5684074918700444,0.2636252063742221,0.7460479336541734,0.5070619135540833,0.20993292327920143,0.3420272312716382,0.7035831929052728,0.5835570142311849,0.7237847945463297,0.5299317715586954,-0.00993725459231962,-0.1379218358821034,0.6820905165381324,0.530390079212309,0.731668939769309,0.6080231591646696,0.4353236712322765,-0.1645171137152416,0.6253260312997004,0.14239988314867885,0.5196195916002423,0.13948507514540023,0.39833244888837377,0.6872798525618053,-0.09446690441297599,0.4282542852457665,0.44123371357457086,0.43638112452961664,0.12350436504980285,0.42273984171436907,0.6363628015016766,0.4360124512720636,0.7280788440838656,0.22035339242567376,0.5630045984733875,0.7422827615231097,0.2976418303202499,0.14277472995562748,0.48602784483280387,0.23614563344994752,0.4709820416879709,0.40887614030036845,0.5761842260888019,0.19430404605621254,0.3715909909541691,0.6021302601860601,0.17365654904874553,0.5572324721211873,0.39882748991790756,0.6586215067468955,-0.050109922686998466,0.5087158929478531,0.5231277629382718,0.5662915123827591,0.17532186957398746,0.04537040569114832,0.3227923599586427,0.7845041511944404,-0.15462458587803382,0.4605013030547665,-0.054468729371159416,0.33331583237958473,0.31169916475425424,0.4325023854195738,0.5394684224893489,0.23234050366465375,0.402454195916229,0.7261008950831567,0.5033485932681767,0.27768348453273045,0.8139683081266759,0.5913886236721259,0.5464482268513475,0.542180896125193,0.6648473075138883,0.31874446853448196,0.8534764121401925,0.4421806931336835,0.3583486704753463,0.2629562555161951,0.3445752152476764,0.41998924624908274,-0.09783716848770753,-0.24437651114057202,0.3286918082731493,0.6201916582374879,0.3456527467962099,-0.021803578675045985,0.6398665934098888,0.4515023218196996,0.43654049808388723,0.5969046654877747,0.5642825582118408
Cerebellum_7b_L,0.4701315853234371,0.18433192480574168,0.03144981006997821,0.44163765869170835,1.0,0.3886890942968104,0.3028698539360588,0.47869599288137293,0.5451710714949101,0.1783918821897557,0.05738623578432355,0.6318716561159311,0.39679471625798357,0.46789357500660866,0.5899253487489461,0.5368775455371673,0.34671005472081906,0.20406501498145557,0.5596133624431056,0.22662131663899807,0.3518605938220177,0.44634826191622173,0.371371585813801,0.36965403953261233,0.5489184910800586,0.38488913999869345,0.5627560574600095,-0.052685883945288677,0.5579346301009299,0.3376590151166763,0.5501418397880267,0.2041509589409824,0.44416216648542023,0.5328344219803312,0.30827281620950975,0.6918660676181535,0.3313369301622755,0.3763258273284255,0.766328262415436,0.436891784658671,0.30920121414001667,-0.2896651278571318,0.05358016596327158,0.35007035736419106,0.49004969028183204,0.612305184736972,0.18432876240886525,0.6105375926933604,0.7793507573201307,0.66313743153027,0.02340050414695144,0.6013343955464507,0.5147434881347586,-0.01633365416817111,-0.017097828320402603,0.21911075279296932,0.03895978192219677,-0.17854029929225007,0.144646578972389,0.3318202544993523,0.1593561232815961,0.5540906456772389,0.1300496185318573,-0.10009312081338993,0.5712962732568406,0.6781587570633691,0.00016408690104741135,0.39501401746034237,0.3607261548272693,0.45821988724451795,0.45934004875791157,0.06233392383383848,-0.057776299571300364,0.6320159499697363,0.49510787632988607,0.4422067637055606,0.06689843202002516,0.11163234047900242,0.3904310366600616,0.10429183067860974,0.23269407286713756,0.7029088508742779,0.2738874447521899,0.3444576580447468,0.5456030229867285,0.23331635144124077,0.5355025211298164,0.0023675734838443097,0.13364871757335742,0.3376931433672063,0.4522953952885273,0.3621420787294476,0.3500122289889515,0.1613757601910733,-0.06141359287960441,0.541616617063188,0.017540345750762142,0.4673962669543661,0.4257754730901124,0.31032841419583157,0.19646956681693273,0.6473526543162001,0.347392868193452,-0.043429913246640375,0.5845531154940059,0.3922150855892476,0.6133788604592145,0.7371084357969419,0.5398778534995479,0.6955372694479618,0.3614487259432084,0.5190078670407304,0.6552429696923072,0.38452300306627507,0.5376273551277335,0.40572723424453155,0.4878396480023371,0.5595960431660489,0.3709946101108719,0.4909293112943728,0.6229777083356162,0.5046124055475336,0.46415645255031257,0.030488672509968773,0.10447178751011188,-0.2554569761333574,0.15002056002894534,-0.18733419811480004,0.47602043479517064,0.46034379799534886,0.5612075026102319,0.25379598796434305,0.4656993119800593,0.28852119101284873,0.4235778503520489
Vermis_6,0.18498739949829127,0.545599960506965,0.37942107963123345,0.8480510586956221,0.3886890942968104,1.0,0.42948372311583444,0.5732328069675737,0.6738298683215429,-0.21612771665108002,0.4583707607084878,0.6235142225069609,0.8013252885132017,0.516320052194286,0.6606806497021112,0.6444930625655158,-0.09643437167527373,-0.055511262679268876,0.24161412361833806,0.4593891766774252,0.5642522804732151,0.4492649409423078,-0.020309037114337184,-0.2737022642946081,0.549197092644651,0.2095710194125879,0.14221538190800673,0.23735393381650471,0.374965456391041,0.4621503995457779,0.3756969653841253,0.7945890981254761,-0.14012818304028019,0.2390053347905121,0.7025130876077793,0.7378781688744621,0.5601872995773138,0.762427616904863,0.37876412977942536,0.3864948595253552,0.22606848561147358,0.20336412201929982,0.4352730299534212,0.2947981346355483,0.7727179874386232,0.38817105905213534,0.2425802518374421,0.3261086961711914,0.6180866898988068,0.4725489719000751,0.5347949099240021,0.42925795754622087,-0.011555363561689161,-0.18865426187648474,0.5159432208441456,0.5617302949458288,0.5135920520483833,0.4910126365040451,0.3691896414315317,-0.14323654675823203,0.6556277108223287,0.12216877775517432,0.4654340604766866,0.13105475659518706,0.17538442207824043,0.6118671956450503,-0.2328826457272714,0.46553968303701904,0.41807381236624763,0.3915730565704438,0.08352000522016288,0.5031764248817255,0.4903547687628155,0.4262856756421376,0.6493053584379476,0.3154683528497681,0.34837128293297714,0.6051223110037054,0.23153775107314892,0.21065469004436632,0.6438070479039452,0.27478145587420005,0.37025783554727587,0.5323366108927469,0.6166573655453559,0.19615517998115864,0.26712364024908486,0.42070490898260093,0.1047044311382827,0.5791807555914301,0.37193602909069856,0.5831514897473539,-0.016576057950432037,0.37025740683057556,0.5164788447075397,0.47431258619481703,0.15874347384037021,0.12479673992313389,0.295249850296611,0.5828390153348207,-0.12779943424976842,0.3414106572463755,0.056047167782861916,0.2729382179330737,0.37969457964155845,0.47546626544373727,0.5396579625558833,0.12915060542402612,0.3782400535306384,0.7809981649607951,0.4560105270776052,0.30975143951088624,0.8060049260970008,0.6298089346769309,0.55439512495791,0.4386078361680236,0.5955199120446626,0.2638903291634433,0.8601103511339814,0.423122382211421,0.3301278345127582,0.2155665358691825,0.35810815801358226,0.37024156367211597,-0.03075496867063327,-0.3139122071798979,0.4650411718145986,0.4919485823174738,0.23056283473091707,-0.010284189487741978,0.6999007274894181,0.5452973579392364,0.3566896173009973,0.6520812930970795,0.6864928492450367
Paracentral_Lobule_R,0.5932923334152876,0.6739685205793335,0.32729285294756244,0.4580177174490969,0.3028698539360588,0.42948372311583444,1.0,0.8571306322177983,0.31088233320968706,0.0765092224013674,0.6793114059634017,0.02492844233816899,0.6918562208970717,0.7430988496462975,0.7325065731172113,0.6192889548764308,0.27189856713974675,0.19131627847914703,0.613541383515018,0.40191437754522075,0.6930407437446687,0.6128863980659175,0.32564345875709094,0.338765895536597,0.7531459508524687,0.5941401251057924,0.46865917102067517,0.35238454126212815,0.38408390020634275,0.6676018001953788,0.8078158848831241,0.26802790444238167,0.20961576536901105,0.1474918772173615,0.41258086020207074,0.2812364399059623,0.8965598988752862,0.5724886276085419,0.3883049195102451,0.5793942717781908,0.6090731563479485,0.4606840724949375,0.2433828061576755,0.5121357550014686,0.5271413917094846,0.38513918930841157,0.23400106544511487,0.5564526067164088,0.1583293391105309,0.5926976473164297,0.5127960425929082,0.4829400783103923,0.5134360364743444,0.30980231406382575,0.6533628331398135,0.6635183700349481,0.5287098377780487,0.24089744231292637,0.35075616997726355,0.338232773281539,0.025623526187498826,0.39368970508421736,0.5111947721848711,0.3086267446847956,0.5497028735566843,0.25609759178095787,0.15346014321435486,0.6708186996454826,0.7631657200449304,0.6796146803373683,0.6312053845636393,-0.05109947520920699,0.49994113657746464,0.6529894776780508,0.6483286770883933,0.4451792661224701,0.44740647741446116,0.5014045077557635,0.44270255027550454,0.2881199317302854,0.08464836404787007,0.34021470361022627,0.6129437224781104,0.003588545139619152,0.21074897916871072,0.565870738195005,0.5944987556661008,0.3375464634082589,0.41289174658770994,0.19231436095358193,0.5657810981935772,0.13291344984951162,0.47487200337756996,0.5879640478839426,0.25876689146674886,0.7063433071625932,0.32579228980752767,0.3502308061155739,0.7499849885162406,0.5690798479234358,0.2084985823216303,0.13619846172995978,0.17110435251266345,0.3567633210969439,0.5164833423391907,0.5650077215808538,0.7379940889371637,0.367294855231121,0.7983569810126215,0.4327217336468289,0.2416238118271681,0.5969337813624751,0.3796934354694083,0.5583642408474231,0.448327406127551,0.7529775011706327,0.8122104402635755,0.6336839705721717,0.5747823655113763,0.48215795975955006,0.7020779129762038,0.5856545020479751,0.6925887643813751,0.620625857656785,0.3196774795457996,0.27251572610632363,0.025159225371541836,0.37047885276779835,0.7310673789026444,0.4436452491507627,0.1805200936320081,0.010691053567625824,0.6470509292412906,0.6312785800084126,0.13025813639310477
Paracentral_Lobule_L,0.7078709091437888,0.6986390585494721,0.36983344985844574,0.6527686966273076,0.47869599288137293,0.5732328069675737,0.8571306322177983,1.0,0.5291969707828477,0.12873419798152713,0.7005769079706065,0.28214657465670473,0.7882333194711638,0.9355230180427042,0.8673857683173718,0.7742429571877455,0.302655430578707,0.29353869868972565,0.6970582710047918,0.4223531836753522,0.7562625628287534,0.7235743722113246,0.37125778689818784,0.36810723765346703,0.823420035640598,0.711041820112714,0.5539132737368909,0.33998360750347284,0.473929955707978,0.7093447942907308,0.8401017154670046,0.40400926400324116,0.2879834715390062,0.3162935893609003,0.5375781729769585,0.5483167272817977,0.910081894067767,0.7203720392378763,0.5812239810867956,0.5995441524714534,0.6213116708207174,0.3080584043762793,0.28164871288852705,0.5807495448921846,0.7113959902184822,0.5039379790046737,0.331428461685627,0.7456669230209317,0.4202427210090961,0.7140146845059784,0.5465234167451497,0.7134038536055142,0.5795466206801142,0.23622398255122704,0.5843386024751656,0.7344804295711798,0.5290301499637108,0.1886588025493442,0.4044649071524606,0.3406454421993756,0.15448250969019628,0.5500474575813993,0.46470274291407065,0.25370089497590365,0.640740910439214,0.49389615802836767,0.056691296111074735,0.7181539967613498,0.7949344027139494,0.8266110427941289,0.6576941021240644,0.11776933661578466,0.4456653338027463,0.7877708321702718,0.7270832814111329,0.519809253108415,0.4143663214834132,0.5887660518396746,0.47591339461566357,0.25107391416654984,0.29604001659518253,0.5531578461654059,0.6170041486453911,0.17518248787394555,0.42552699646178804,0.5152941690636963,0.6978698568981074,0.3296217529724557,0.4147964590560483,0.41508507913384013,0.6387633222676855,0.2624138365659884,0.4787707322396727,0.609142891336558,0.31006853027869935,0.9078082979291625,0.2913071135581004,0.3948193412146126,0.79674974454928,0.7029513028886952,0.23696395475331386,0.3480245162980966,0.22356278643129626,0.28607834265866117,0.649691846651788,0.5694743612215077,0.9068054290386226,0.4609245166127572,0.8666781759683483,0.6524833455040063,0.42096922599211895,0.7549551505121207,0.58972955799483,0.6824982450704814,0.562851892439975,0.8279266605876355,0.9480958993836903,0.7594135598633953,0.682756897567283,0.5907714176090821,0.8171113048264457,0.7433952227392088,0.7460328710899348,0.5889567890473223,0.30652956444391116,0.07614306719397543,0.21758032114367468,0.3753439542657435,0.8004034016874619,0.5017945523037273,0.4410050426167928,0.23997841786517873,0.8151328829115982,0.7066749717107692,0.3947956596620313
Cerebellum_8_R,0.3209175108105559,0.3852276983564691,0.4237118447386569,0.6284409406281376,0.5451710714949101,0.6738298683215429,0.31088233320968706,0.5291969707828477,1.0,-0.0983834211768032,0.3214599535943159,0.6574192459742608,0.5616830476326312,0.5528475931643676,0.572569617987338,0.6243607087187989,0.01355789559917801,0.03771403038281041,0.3159978560666275,0.3230326804903031,0.31840294367691235,0.5985131685281013,0.09254918825462687,-0.06074916047755612,0.4202583730419365,0.211790093100928,0.2632024292902235,0.08473391317154029,0.5360962197557075,0.35692287967190955,0.3580604255394851,0.4626319401193492,0.019345867965672902,0.5025668125906746,0.6367502614766921,0.83176275534963,0.45152247597622786,0.41946539817486234,0.4927530532510234,0.37332868230612465,0.263681201986383,0.013084574872694179,0.4442460063245764,0.3235682808133234,0.6288967017019897,0.44115031674123095,0.12245799307198606,0.4401295317502649,0.7512375497497232,0.39478488785423066,0.4145223589670755,0.5833496448770089,0.16970521063215793,-0.20695372689378794,0.26726464077316614,0.3765405138545534,0.37683217523937185,0.22606113649749018,0.4018039626657632,0.020611737765503582,0.5203947743973796,0.4026361104248357,0.19429894903356698,-0.05700035449673599,0.27224581058331987,0.7003529528995257,-0.1262173630977158,0.3311554271611774,0.3005657890621368,0.49726961786211216,0.13172885401113835,0.4814714527951871,0.36921300311980826,0.34250852672259413,0.5045853303073441,0.2413896064864004,0.2794008731436696,0.49280366918421104,0.2936167585378999,-0.03714793741277601,0.37738808177475675,0.39520213149498057,0.4212655592862176,0.6108733601231068,0.5729604187013099,0.22525442280933203,0.45221986580630685,0.4565907360514947,0.375600156658846,0.4846455560261272,0.45419225585141176,0.6112651347530337,-0.029657163057021187,0.34980341896206957,0.24809833583421595,0.5702304521063551,0.028963949768346594,0.09695430761598514,0.25060563804406943,0.47819190119192173,-0.05123584233989542,0.5685657461377562,0.002110958299788004,0.03407768942407257,0.31935084508129596,0.3308406998929531,0.5795243249552583,0.3450666830396624,0.42908640701126455,0.7475456062928,0.4486303217796327,0.346957226010007,0.7320080492944437,0.6654106122508546,0.38153046135490315,0.4408064725351719,0.5226639083341267,0.3838585386267369,0.5356768268031422,0.35596440665647316,0.37076698665727176,0.2855702567826315,0.2931174620791235,0.1855690270900013,-0.12487938406791615,-0.23171034426265358,0.5407811182445408,0.2987248587547334,0.2460835145387244,0.1202651773799317,0.7447968914536695,0.354515140117613,0.3932167757357582,0.4063716218882148,0.6904165959447884
OFCmed_R,0.5497368197996084,-0.28673681119793487,-0.4640469974229512,-0.2610713862193643,0.1783918821897557,-0.21612771665108002,0.0765092224013674,0.12873419798152713,-0.0983834211768032,1.0,-0.2444077797239766,-0.06889855290887072,0.021833311348883135,0.18444184267653374,0.2364803517600103,-0.03329909306806754,0.6341346332622242,0.7372304569221059,0.24062374943408787,-0.32460773480348737,0.3600036278821026,0.22671235236835727,0.6453106839920503,0.6481013102664351,0.3700390385914527,0.44014976853202836,0.4431075439629869,-0.08808318722960923,-0.09920736533169387,0.1770058575917091,0.12471844580726178,-0.22294909560139264,0.6610420382354908,-0.16421658441886097,-0.3840857099956236,0.04641523597539443,-0.009888357147242682,0.022011538177046534,0.3372565848952468,0.211484429173146,0.27240860889902635,-0.33517107968858567,-0.481612052944666,0.3805252611091874,0.12589247025513278,-0.14146852439688,0.4835139810892419,0.30225846416905877,-0.07685446648666423,0.218510976061499,-0.18891864550185208,0.03428563492080749,0.6217620619942458,0.4869018887028644,-0.2580302454817122,0.07237126527585488,-0.4229847064692325,-0.6426487003534659,-0.11549361189214977,0.42592751589703526,-0.6093164113025255,0.3646651682086333,0.017038625829151957,0.058252647549268566,0.22241185854019413,0.16009135520025153,0.08356820236597971,0.20200839075156496,0.1880437249020756,0.21793066807882325,0.512540612931036,-0.2344314008363613,-0.4830302655026634,0.43571197596837336,-0.05178227544294683,0.07475185365565759,-0.3827012793097234,-0.3178143469621162,0.3898990977911371,0.11452665011198213,0.15730166280182012,0.5834930128237062,-0.009457886340758734,-0.2433867092989772,-0.05952985248350344,0.22848327147962855,0.31935196405861443,-0.5357311839738653,0.04723579324775535,-0.09136171884398679,0.08520298737558203,-0.4358173087657815,0.5244735276630818,-0.1668184191543027,-0.33098315256229327,0.11266011475251991,0.27607666975901773,0.28951329268131776,0.46546414691335364,-0.3080784503942549,0.7795932802328491,-0.06320566567919181,0.2001767801696966,0.027080156920679777,0.46683651199293674,0.2941136027100193,0.23286310081458186,0.29287113941334714,0.35713543511049195,-0.017667977936490886,-0.12667275505061343,0.5202673774358805,-0.12161510246344522,0.060082838618259554,-0.07831315057947633,0.08761882389997533,0.008007560834925109,0.38042267945577884,-0.33248698857593456,0.34378928461604913,0.3604840904398559,0.4972590777516571,0.49792834921504214,0.13152730936042586,0.7158658371653868,-0.05690393363391303,-0.05159225569942494,-0.43436946677292143,0.4234149747426453,0.6925954177783945,-0.17728023476250196,0.24556118546320646,0.24509781477981757,0.19141482205832602,-0.09318410829986681
