,Thal_IL_R,Thal_Re_L,Precuneus_R,SupraMarginal_R,ACC_sup_R,VTA_L,Cerebellum_6_L,Heschl_R,OFCmed_L,Temporal_Inf_L,Amygdala_L,Frontal_Sup_2_R,SN_pr_R,Cingulate_Post_L,Cerebellum_Crus1_L,Angular_R,Thal_PuA_R,OFCmed_R,Thal_PuL_R,Cerebellum_7b_L,Temporal_Pole_Mid_R,Cerebellum_7b_R,Red_N_R,Paracentral_Lobule_L,LC_L,Frontal_Sup_Medial_L,Cuneus_L,Cerebellum_3_R,Amygdala_R,Thal_LP_L,Caudate_R,Vermis_8,Heschl_L,Thal_IL_L,Temporal_Pole_Mid_L,Thal_PuL_L,Thal_MGN_R,Putamen_L,Vermis_10,Lingual_R,Frontal_Sup_Medial_R,Hippocampus_R,Lingual_L,Vermis_4_5,Frontal_Inf_Oper_R,Thal_LGN_R,Cingulate_Post_R,Red_N_L,Frontal_Med_Orb_L,Thal_MDl_L,Frontal_Mid_2_L,ACC_pre_L,Rectus_L,Temporal_Pole_Sup_R,Rolandic_Oper_L,Cerebellum_4_5_R,Occipital_Sup_L,Thal_PuI_L,OFCant_L,Frontal_Inf_Tri_R,Paracentral_Lobule_R,Thal_MDm_R,Thal_VA_R,Thal_AV_L,Putamen_R,Pallidum_L,Cerebellum_10_R,Occipital_Inf_R,Olfactory_R,Pallidum_R,Calcarine_R,Rectus_R,ParaHippocampal_L,Occipital_Inf_L,OFCpost_L,Vermis_1_2,Thal_VPL_L,Thal_PuI_R,Precentral_R,Cerebellum_9_R,Frontal_Inf_Oper_L,Thal_MDl_R,OFCpost_R,Thal_MDm_L,Cerebellum_3_L,Caudate_L,Cingulate_Mid_R,Supp_Motor_Area_L,Parietal_Inf_L,Temporal_Inf_R
Thal_IL_R,1.0,0.20047887677045542,0.5874148576276692,0.6627743508817356,0.5434220852622247,0.41962687787988295,0.3479705502998486,0.49225164807751604,-0.2168029029496518,0.3616485487150845,0.061218671452957195,0.4745384529166704,0.3374386707206099,0.5097770300738703,0.21911972318674255,0.5369916466390182,0.4683104076330713,-0.1668184191543027,0.47699560516383294,0.1613757601910733,-0.16634067775009662,0.14711067910629494,0.2753345819753317,0.609142891336558,0.1346654362115268,0.4084856633106543,0.5254220550868623,0.3919133561749738,0.0398889772504554,0.45824244246628026,0.34521600178841877,-0.05992427934184654,0.2818510729811124,0.5708295758152401,-0.0349193043142161,0.6057844812695411,0.619530761865423,0.697997100502759,0.4712214898923817,0.4531650444308873,0.6245035453641757,0.31256381854770315,0.4861805904798669,0.54833616807846,0.6675099201469551,0.314138192956194,0.3122892374056575,0.17327424887497006,-0.05616258319284976,0.001729491433837298,0.5139060466547628,0.19281667319888704,-0.16835015707892761,0.25859297756805305,0.6367157185630158,0.5221024389944274,0.416389223865689,0.07215785421619576,-0.28657491555025794,0.4874610206805264,0.5879640478839426,0.6760180624119067,0.4514901505934997,0.20531209773477,0.4882938758057269,0.45566424255766025,0.5648389262644695,0.33013625234244764,0.6278826229173148,0.3994920556383171,0.5282950225361268,-0.1685284567332659,0.39468715099685575,0.23409452643430362,0.3987396754084346,0.45125419086992336,0.1634042988804916,0.6066130555600131,0.5094187573941288,0.20968597086198257,0.6033173094687697,-0.19374716742059075,0.16446038856527542,0.5653188544076003,0.5282662891831521,0.45884912032601055,0.46994959122166385,0.5810079463645875,0.4529144187525873,0.10104255122171744
Thal_Re_L,0.20047887677045542,1.0,0.3176030854724181,0.0914792131835028,0.19034240288739623,-0.2622951409214782,0.06262729165791411,-0.08376014997977642,0.38804761675361854,0.1239184449168933,0.06585602580403227,0.04798780737537471,-0.09432303730127443,0.3240373046053966,-0.10489770868691715,0.20007261892346068,0.49471046381382716,0.058252647549268566,0.32182368667435207,-0.10009312081338993,0.1046386795757345,-0.10416880902940655,0.4152984261034057,0.25370089497590365,0.03386931678321408,0.007140654210800643,0.243076738434868,0.3686252566445175,0.08681997146976915,0.2609666517265359,0.04120860177609349,0.1392877716925735,0.1447465521675459,0.1766840085039456,0.08996704043788444,0.1908654358595022,0.31914259471368617,0.28337977182801954,0.21336949291732654,0.3635362727898679,-0.031349790722923494,0.12781688863828786,0.22943987389201942,0.2837660455659155,-0.021844267876443217,0.7453316845789223,0.1985518396973379,-0.03405105523251378,0.2667601824349331,0.13913068637232634,0.19312808622298075,0.10548324735169001,0.13402213966152027,-0.13918693858263012,0.09103303983089621,0.2445035690702689,0.21159770890470486,0.11782494256087726,0.20681927421522667,0.11018540880322904,0.3086267446847956,0.6517849126263403,-0.026230248055193136,-0.15033807219107473,0.23687351242123153,0.5960658178869633,0.3494950771455444,-0.14687805622265718,0.33328689094847275,0.23275960260372364,-0.016044899047378994,0.4409261116896278,0.139799503906059,0.08415563986179787,0.16618506791394735,0.26310332388131186,0.33689142052934423,0.45406012362044157,0.08089134808204018,0.02602871125963344,0.13369359847007006,0.3929171619262853,-0.1188557807045225,0.4439876124326276,0.20662871144764666,0.2608244663592997,0.17609972708361532,0.1347526674383102,0.2803907273078512,-0.07140768610688372
Precuneus_R,0.5874148576276692,0.3176030854724181,1.0,0.7025390476009273,0.5252805477178865,0.2230672998595466,0.3339246315405682,0.15568728808705942,0.10445647002084629,0.38471025611362214,0.006338659565775927,0.3481464567389321,0.05890064068630214,0.7459629643086706,0.1686613362200782,0.7863617284447562,0.682272629454907,-0.19089664342498103,0.6346290278742986,0.07168444203137507,0.11667583450600727,0.05764655656081764,0.3174342234766535,0.6368746827794443,0.18430540800072312,0.3675509855141298,0.8038732781204844,0.4613930222644093,0.05761785705552752,0.4087338465140744,0.2622659332473687,0.07910625105825111,0.34964896225386627,0.5800398300247405,0.16614048961155475,0.37387356713462266,0.3413303701615723,0.4419106849623914,0.48141998274581926,0.6027088444640845,0.44384999868056835,0.1714396876822384,0.5715592364587815,0.5983557079439926,0.3532913427012813,0.3730789651789817,0.586483565160803,0.11387381241963453,-0.10277083392572853,-0.08537647038813362,0.4489478158359976,0.04854436501887902,-0.01803796049176692,0.11700654110364805,0.4828472274458571,0.600795649283755,0.6887938302519786,0.017896553615038883,-0.04694958866815765,0.25092548533249037,0.7626167805940235,0.6059508002583162,0.1377247710658845,-0.012320364329825832,0.45669287350647825,0.47681427811703686,0.5207860789062138,0.21226614726469253,0.3811600186130437,0.1261505511426175,0.5275367660086223,0.07845649119646445,0.25628645699486097,0.28564940648340587,0.475951370200723,0.35885138208074224,0.29101472864219136,0.5681129882084949,0.4528733595986531,0.24800015193331723,0.5619484335978808,0.1925480278682213,0.010106788389076747,0.6819398918244627,0.5497962565861712,0.3039925261467689,0.7020977989811424,0.5167926955947284,0.7408120166487406,0.05311184126165395
SupraMarginal_R,0.6627743508817356,0.0914792131835028,0.7025390476009273,1.0,0.7465948965844175,0.49412654497961217,0.5798071364670564,0.40238771889630787,0.13282097587222366,0.45546507315132645,0.022096568718404607,0.5813267675591898,0.2631560946984747,0.5415915893408378,0.4004995824343002,0.7030090875804316,0.4397918914407568,-0.12817132416006655,0.6726625723009695,0.3302816000119725,0.2158964196291983,0.20617421760953064,0.39620159556240686,0.7721949627941416,-0.00998106727251461,0.5257603903145841,0.6637021827221415,0.5586036134905864,0.108848442686905,0.6034940330661647,0.4825803199587927,0.2474701197782798,0.44026506063096627,0.6688687559730383,0.025438610728255203,0.585911920132597,0.3770182536803718,0.49188089329506246,0.6483741564983376,0.6551746716089853,0.6730778411503888,0.33804104777291905,0.669092695341133,0.686347628284991,0.5324431826286915,0.15930928079214102,0.2959718705528843,0.33149918797096656,-0.0220959977415982,-0.022090778392366315,0.571746980272487,0.142727817142558,-0.022733791741300028,0.41893688737621704,0.5748229443089077,0.7419888350768279,0.4609351571659978,0.16182827810855313,-0.08934587321714411,0.510678508780849,0.6996314295223309,0.47835906296619535,0.26562231207217163,0.12787040684136758,0.5500550163766399,0.30546012964476715,0.6341302730514261,0.36631385552879725,0.3897651625179469,0.21662021641263013,0.7685767692511568,-0.042671237887952095,0.3645841867510565,0.3477491189167012,0.5300878792574502,0.5174750521377708,0.3528906159324034,0.4563268414931056,0.6534522990387951,0.4636971018867991,0.6301224847404013,-0.030267635249085968,0.2807486897245004,0.5942131763301245,0.685624515391798,0.4491263476139272,0.7253132929533239,0.6482355231452345,0.732014563702717,0.33267950145892244
ACC_sup_R,0.5434220852622247,0.19034240288739623,0.5252805477178865,0.7465948965844175,1.0,0.4631439557291009,0.5252462937844604,0.5555347093982865,0.3474789414370443,0.5700096446965373,0.4018866597799895,0.8206146761631843,0.6023480093513132,0.575169280243625,0.39376126460001115,0.36782132839907855,0.28485127594246823,0.18444184267653374,0.6385142816786104,0.46789357500660866,0.18739188077687416,0.2280715697581124,0.5103859487287874,0.9355230180427042,0.022780121393523926,0.7968316873553751,0.41838151546754593,0.7176797791081911,0.43269028957518035,0.8494583835145391,0.8238399786487437,0.30639348427455637,0.5734112205395341,0.7303980103704485,0.08946824883002898,0.7876822971238125,0.34696129654199137,0.5538614564160417,0.6763143507405198,0.5856919171982387,0.8628443279157485,0.6565769775385243,0.4873640084398577,0.8199777557393793,0.6010075913790306,0.17185503271212232,0.4437326410530927,0.5812681478671059,0.2505824879415299,0.38283364137471243,0.7752300976746296,0.5441302429788667,0.38231398794236937,0.47330847988289465,0.711322967557692,0.7265047061174352,0.23656787396888107,0.5318553114749646,0.2848034724201594,0.588338109735134,0.7430988496462975,0.5126037626770933,0.4481737988480333,0.43397249048623143,0.7657415890152774,0.4604371532196887,0.7598611326186411,0.11604747547748198,0.37434805432492124,0.48583323184300115,0.6621962857380379,0.3182596711696037,0.6582453248421841,0.1702512220690565,0.5141534496806744,0.709843364254507,0.7100649730624085,0.3455524300399769,0.8992515579189438,0.560971023153772,0.6621242048084084,0.19559399402349753,0.5955533880354043,0.739040515699657,0.6230853867423598,0.6632644340229041,0.8165208152448113,0.7749797010264484,0.5412819908341956,0.3586953642474662
VTA_L,0.41962687787988295,-0.2622951409214782,0.2230672998595466,0.49412654497961217,0.4631439557291009,1.0,0.45901397146088413,0.36650550719577135,-0.09864248506992597,0.24555871387914122,-0.025330540813842038,0.39858581707018026,0.29930100299353324,0.28580882890831116,0.4267559211735712,0.2480765912330588,0.07022774258446114,-0.12667275505061343,0.28199754689032197,0.3614487259432084,0.14243222357729626,0.32141892785914083,0.20507547597729758,0.42096922599211895,-0.2899681409025117,0.3967374187150233,0.3165306976991694,0.2497731061631495,0.16803665156638006,0.2645204742307441,0.3656891320596915,0.31333742990190105,0.2785226876284824,0.4767881319392993,-0.06317746378112557,0.3337419065718129,0.27935691049678796,0.3402213333986174,0.495049182492313,0.3679778266408982,0.4995048524364901,0.3246540962723473,0.37680392395174944,0.4005953174504164,0.410215857865194,-0.16530094450447913,0.15416579422683574,0.30454286040264156,-0.03306776935343298,-0.06563316363536922,0.314855556816355,0.10764776631707175,-0.02566387696264865,0.6110102578387497,0.32487119997047503,0.42839220563145486,0.19607384357581137,0.0755698752868179,-0.20640950305963293,0.37013460197159015,0.2416238118271681,0.09645426907085514,0.2406177982337767,0.18107224204259012,0.2731877086986736,-0.10441460607604786,0.32736573212276476,0.43739559794859634,0.17549471627976543,0.13564760282310034,0.6037171325792137,-0.25817659517301045,0.24445286426906182,0.2625520425380966,0.4102999043852506,0.28465533002064,0.0289622874584404,0.22611816316410674,0.45855037460368087,0.434868040402356,0.44540386960723655,-0.30166716519261805,0.3573862560693228,0.22265157863718393,0.3361098209878261,0.21203148434476962,0.35308264512882176,0.34009093318042605,0.3436626046473147,0.4705597761960535
Cerebellum_6_L,0.3479705502998486,0.06262729165791411,0.3339246315405682,0.5798071364670564,0.5252462937844604,0.45901397146088413,1.0,0.29998831955935307,0.2537337619498229,0.4675169728281067,-0.06153529755303853,0.4568635140134178,0.29120307390407785,0.4097507638261931,0.8254667555281187,0.34679212232714135,0.41983122031036607,-0.12161510246344522,0.6307959863141068,0.6552429696923072,0.4125449784871076,0.3965472465727208,0.6116279845669262,0.58972955799483,-0.27396830620339646,0.4062044577022609,0.4150205109134251,0.47526872256709474,0.13417653278980513,0.43550155015308095,0.33683080368887425,0.40542031559381486,0.4592600219317001,0.6841027559940238,-0.07945201575391274,0.3569750456226385,0.34734770111440105,0.4274443772565417,0.7402489663246967,0.7504643451316491,0.45146992613322867,0.3995725361858063,0.7883350437636552,0.6276304712822871,0.43681713342128975,0.20384966464339546,0.13595652285380144,0.5794599154383729,0.0755274233670086,-0.08095233763383052,0.36508066072579204,0.1155333322991429,-0.042076132105510373,0.62117853645137,0.5047453651179254,0.7465747035890584,0.35945322214534176,0.002791471188860037,-0.05436802407944341,0.5748234567029261,0.3796934354694083,0.24768721521284767,0.11761149758892088,0.1409740263740231,0.3365363085001693,0.25885928813240006,0.4110078348558362,0.5787097932318785,0.41501328051688635,0.04571338104591435,0.7858886195081071,-0.06317152890716242,0.21177491844105445,0.687752103651134,0.6903463153762762,0.40823012893938254,0.3362339386696466,0.3609864730797221,0.5716834754512692,0.7806234461701627,0.5597293789141018,0.1661092018493037,0.41354923548358474,0.4838803344967374,0.7430337029226172,0.3869451437641147,0.4751458531805299,0.44797410435662377,0.5228881995301347,0.4486128519648189
Heschl_R,0.49225164807751604,-0.08376014997977642,0.15568728808705942,0.40238771889630787,0.5555347093982865,0.36650550719577135,0.29998831955935307,1.0,0.016055143336372552,0.45966410163614313,0.5766283112024363,0.764684387186363,0.6172240988969301,0.30620628642012376,0.2718148532972956,-0.08174908369032288,-0.12544979936763492,0.37835681739627286,0.03705258927361291,0.5115816574621536,-0.26990952613388025,0.1521469041873419,0.24584126023450387,0.5345025320327129,-0.08249657614753554,0.70452246378205,-0.04436866306480248,0.4338715138335573,0.47867609957565177,0.5528319005528403,0.7227215080286561,0.13338845632558907,0.5073171135576557,0.4584262649589594,-0.004811894351783761,0.6270691358256,0.2665110068156977,0.6421540735692168,0.39782906192021306,0.09546313880202964,0.7029023178200677,0.6752962186946524,0.04975033081977112,0.5576014513018278,0.6655231608914973,-0.0306439610677916,0.22283786089794086,0.4701193461561058,0.32328073052867157,0.5316772079818742,0.6300901931261137,0.6318432215977641,0.29093513382318176,0.31308862270815946,0.6453551468115575,0.3694660916396679,-0.2438166880114989,0.5859266103218744,0.2179163019053995,0.5749413199240929,0.46625440777651367,0.2557843657160447,0.7831348428786724,0.7236476199061118,0.6946242546361355,0.35205067082201913,0.5648973589433396,-0.06324665126779362,0.19934762758405325,0.742789742471095,0.37416065646238955,0.18571931166619235,0.668291670790062,-0.10167830560436919,0.07111058278344713,0.6031304699985127,0.3576305312715894,0.27421660809889437,0.6769886358781476,0.26466782014139334,0.555957326368989,-0.07161113645481584,0.7010870634268088,0.35647065986019133,0.29270437159692125,0.6701004898132195,0.4097270556190879,0.6500140381365759,-0.03692873486857978,0.27425562859811553
OFCmed_L,-0.2168029029496518,0.38804761675361854,0.10445647002084629,0.13282097587222366,0.3474789414370443,-0.09864248506992597,0.2537337619498229,0.016055143336372552,1.0,0.28885683029448617,0.29518341286580274,0.27637517924810695,0.12343920965575678,0.15273878299315208,0.19042908388903815,-0.05807570805004845,0.14089975833882065,0.4835139810892419,0.2670616138490435,0.18432876240886525,0.3558940087171962,-0.07738042229342786,0.26720458156739085,0.331428461685627,-0.2958770256924013,0.3319367749134899,0.025279203635403008,0.4581493026093291,0.19723752108130096,0.30869149148486363,0.3486664125063462,0.5206792046403415,0.46237192968868557,0.2598755065309869,0.2159054231648646,0.1644355648999908,-0.22561785200477472,0.09393499320000921,0.39418915171670027,0.2565456269056865,0.15273461682382558,0.3066265361164981,0.15162042173915496,0.36211760819849265,-0.04394484790988853,0.34678928179218793,0.0405685580210045,0.36639878270288967,0.1488104038295434,0.2798093390617668,0.27766686174784977,0.40748476499068376,0.5845432030850957,0.06705577153314164,0.09598384571142476,0.35508208385017637,-0.08256099366642441,0.33292901928624485,0.7411907150497977,0.2537482216089676,0.23400106544511487,0.259333126824861,0.034574827768260784,-0.0028248072618396887,0.3883282869700113,0.19741997999456157,0.31755223664786214,-0.25658784143044366,-0.025761826902638407,0.12001303650916335,0.10373501210350962,0.6780783800499822,0.2342838242102418,0.09091542151719778,0.23949826134471225,0.3479650700928093,0.5979314302218869,0.21598507016635593,0.25787933002529434,0.3077739401503742,0.031201494619437962,0.6172477469352976,0.30519783636869696,0.38028801465508855,0.2658889310533571,0.13554517436835828,0.25116470266875746,0.16650523945160015,0.16786379794538367,0.235662345548403
Temporal_Inf_L,0.3616485487150845,0.1239184449168933,0.38471025611362214,0.45546507315132645,0.5700096446965373,0.24555871387914122,0.4675169728281067,0.45966410163614313,0.28885683029448617,1.0,0.5696019939644648,0.6967164839142629,0.48033016951256663,0.43627517535392224,0.47624137543008727,0.11025038812991919,0.38391178397875647,0.22241185854019413,0.4917528406211918,0.5712962732568406,-0.12964943259329748,-0.15723672383383822,0.38079754654876735,0.640740910439214,0.04863530878584844,0.6774309860306224,0.30425026728610893,0.38332084146331036,0.36925439547929056,0.6041165135694623,0.4931356439391322,-0.007909895025652335,0.510084278640609,0.5470579123360106,0.2213795181751271,0.6311215118865942,0.09898986271228356,0.4432497817071321,0.4432038524427401,0.3729691591670779,0.5806513458017851,0.43658971650215617,0.31283103660736283,0.595231894131291,0.4712792985887218,0.09711552551734208,0.23344633920694371,0.5240492618070747,0.1785069877318614,0.22384049042087953,0.5135125172386559,0.46372833753940035,0.29576750348825875,0.03564854249149966,0.41716329446400935,0.47328784613653135,0.1368773071852688,0.3706377193118867,0.34743584697262725,0.42549118232072136,0.5497028735566843,0.2454333944596366,0.4612209059878002,0.4886953093909163,0.6411724714838082,0.38553010318787495,0.5432718201166148,-0.08655287169626441,0.15104626090397272,0.39156082735162917,0.4014501772540804,0.21031120708349268,0.6074352351084509,0.20667774491333943,0.2860631620326197,0.5804422314591009,0.5852216166268337,0.31289727536730655,0.574927637544588,0.3456641941412599,0.25720612701275025,0.48774926308949773,0.567446992649532,0.6095508738573807,0.5965638444189364,0.6480963784572522,0.5509519538581782,0.6940689997049581,0.23091118662849414,-0.06266112338587464
