,SN_pc_R,Thal_MDl_L,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,Red_N_R,Vermis_8,Thal_AV_L,Thal_LGN_R,Paracentral_Lobule_R,Vermis_9,Amygdala_R,Temporal_Sup_L,N_Acc_L,Thal_Re_L,Precentral_L,Raphe_D,Frontal_Inf_Orb_2_R,Insula_L,Postcentral_L,Vermis_7,Hippocampus_R,Cerebellum_10_R,Parietal_Sup_L,Precuneus_L,SupraMarginal_R,Vermis_6,ACC_sub_L,Occipital_Sup_R,ParaHippocampal_L,Supp_Motor_Area_L,SN_pr_L,Temporal_Mid_R,Frontal_Inf_Orb_2_L,Frontal_Sup_2_L,Thal_IL_L,Temporal_Inf_L,Vermis_1_2,Thal_VL_L,Thal_LP_R,Rolandic_Oper_R,Occipital_Sup_L,Thal_VPL_L,Caudate_L,Parietal_Inf_R,Cerebellum_Crus1_R,Thal_VA_R,Frontal_Sup_Medial_L,Raphe_M,Frontal_Med_Orb_R,Pallidum_L
Amygdala_R,0.165698441199476,0.5826863758836742,0.6826769998260555,0.22998422489421466,0.26525619047658777,0.47867609957565177,-0.08736852941085241,-0.12216047120284314,0.30234038668944807,0.46271741572814024,0.18710578261946495,0.5840438685188131,-0.0743229484392445,0.3502308061155739,0.24188822931151727,1.0,0.31310689397544905,0.19206345665246424,0.08681997146976915,0.14100215876025976,0.4695264407336962,0.6107712098560464,0.18669976831474422,0.01441861145708173,0.16079311070785313,0.683183065535696,0.4031504395265461,-0.2626150652452801,-0.03269763536246809,0.108848442686905,0.12479673992313389,0.24492110249573967,-0.06045753236910807,0.5286636800510451,0.46468534337752415,0.45281774685715853,0.16946847560276676,0.3965990498753182,0.5201079804307814,0.28415155191944136,0.36925439547929056,0.4318927889527726,0.5465108499203576,0.3779944937200019,0.21205562956567706,-0.24160935878723916,0.34800494931149695,0.5638323468224115,-0.023618628369246216,0.31393033835170564,0.39132900891708045,0.45895460685440465,0.3721687340186361,0.6128277685237569,0.3081756822382967
Temporal_Sup_L,0.20687137121342647,0.45900603159722003,0.5187219380983442,0.5770966186680815,0.41200438546823703,0.5202171063403442,0.2983953404598606,-0.12576770437045667,0.06297332492823203,0.4428864856258494,0.10336383975615926,0.5460536433920407,0.23149402656942933,0.5944987556661008,0.14141051245963898,0.31310689397544905,1.0,0.35467544038168786,0.21408889308253265,0.4134776598249438,0.4119978937930709,0.39285075406368425,0.5818282751382374,0.35103833324765016,0.15762553356870823,0.5697216502675129,0.6270326015129157,0.0883302952879677,0.2649620324963974,0.47224472928848393,0.26712364024908486,0.22301787789207905,0.15045568756752625,0.6576543460138488,0.6310509678435431,0.6488261508744598,0.041300704991893984,0.6179449730624503,0.7914383409355338,0.6351016542913589,0.5867595463313114,0.6545644246317085,0.7007846082403524,0.6350856606003994,0.4865036790948959,0.23695979762255912,0.7109885971194223,0.6146440236216237,0.4229412519000448,0.21243676004284529,0.5679306274248684,0.7584604247771741,0.21366443239091498,0.40328278960708974,0.5455968902954903
N_Acc_L,0.3839234559695647,-0.1642521049758963,0.11810287721516577,0.36118969722632205,-0.07176647039219279,0.10322292031176156,0.6389676026621468,0.49721855101568124,0.12073325230633526,0.5490416700450358,0.13902888965054055,0.027076495908755962,0.20512042585059384,0.5013718100722845,0.34077468002894773,0.19206345665246424,0.35467544038168786,1.0,0.19647292043638606,0.5337459794134491,0.0033176376107146447,0.37485101128484966,0.111284876445171,0.60994366861803,0.45079051054785907,0.24463834076253543,0.44078787893033955,0.4869670609061583,0.563651954220483,0.5366723882729495,0.6067196573886081,0.20510335900714027,0.6003891209701862,0.15730842276786117,0.5017946042794807,0.3092438098949957,0.3975256527123976,0.20851114908904714,0.3844514209935919,0.6379517749499959,0.36063405013050237,0.23158298474017056,0.051296028506573665,0.5179876237634448,0.2764767015465584,0.6099356255364143,0.31921910412029897,0.33917131152740104,0.5847627670378761,0.5308813862217762,-0.10988184790011409,0.32419329379580514,0.4231273853368572,-0.15625100071508527,0.2743602615661215
Thal_Re_L,-0.26629170178489436,0.13913068637232634,-0.1188557807045225,0.17799378900461507,0.43091278696606167,-0.08376014997977642,0.243076738434868,-0.14687805622265718,-0.07140768610688372,0.4152984261034057,0.1392877716925735,-0.15033807219107473,0.7453316845789223,0.3086267446847956,-0.3319845598051548,0.08681997146976915,0.21408889308253265,0.19647292043638606,1.0,0.25126556566274016,-0.06828268002063065,0.37277998311139815,0.23481845415721306,0.27575845799517973,-0.11324682920125197,0.12781688863828786,0.3494950771455444,0.2884773095924314,0.3530739704702618,0.0914792131835028,0.13105475659518706,0.7757455729880105,0.10775435472578347,0.139799503906059,0.1347526674383102,0.13414825806821684,-0.06310233171340444,0.038946267625364094,0.19326412613602637,0.1766840085039456,0.1239184449168933,0.26310332388131186,0.10626839295212534,0.08597927271589896,0.033091152600805765,0.21159770890470486,0.33689142052934423,0.2608244663592997,0.2169963395459973,-0.11126752920801583,-0.026230248055193136,0.007140654210800643,-0.08971787319642466,0.0048997988266790945,0.5960658178869633
Precentral_L,0.359598622484671,0.07251370516137227,0.2457689480888008,0.6911581224750001,-0.049122621210555016,0.2663029468249748,0.5518075614967176,0.3393428174689065,0.46094480773540203,0.3440912504551451,0.4166753223029373,-0.01344534726479249,0.23481822518770784,0.5881276891159651,0.23445222220251222,0.14100215876025976,0.4134776598249438,0.5337459794134491,0.25126556566274016,1.0,0.15062245972653537,0.2762872907470679,0.16428390898235767,0.8817360762645756,0.39733588438022255,0.35911498605439873,0.5280000174892118,0.6364168560440551,0.6301008610653046,0.6500527832315376,0.6251484337770823,0.1429105910749521,0.5531270167936976,0.2674267280802061,0.4069450046082205,0.19758613675936207,0.5574960956542591,-0.07104821068441645,0.5332136909141854,0.5963492389683562,0.15408357549810303,0.4335302695740474,0.16569080826094287,0.38636482975280134,0.38767476031762216,0.4539658961679433,0.36729527516056015,0.3195799453250339,0.5924117512514321,0.44181561821333354,0.14149224723391615,0.40877040582956925,0.41808966505266065,-0.04173731548155557,0.3489442482982925
Raphe_D,0.2621686127192271,0.5144028303885901,0.646542704971924,0.29742059682765676,0.3260246114234044,0.5451581183254322,-0.08010622065275412,-0.2921276450499999,0.19648421989109127,0.1241147292899396,0.2150963706329505,0.5040909046039195,-0.14931330854810085,0.37505364333970687,0.10758660440309467,0.4695264407336962,0.4119978937930709,0.0033176376107146447,-0.06828268002063065,0.15062245972653537,1.0,0.09559737027147053,0.25122914261862217,0.15200850932423163,0.05870799641877016,0.5306417529574093,0.47842106460052075,-0.23519674190153192,0.02703844323561704,0.28261106336581016,0.03799470105366354,-0.10213587866427903,-0.03492710856012617,0.6603372404564612,0.4988069986871283,0.6240905919682554,0.020434290946930594,0.46829566325682287,0.5800895782242276,0.3058281440316553,0.6258425106338112,0.49300181221811895,0.6677684304385555,0.3729885723868343,0.38042509439248035,-0.3012288499539385,0.5138447708913936,0.5241755283515708,0.12424044939183404,0.08237765510212514,0.5892406774595722,0.7263270896858834,0.272950018847719,0.49567674798181655,0.10629568450577084
Frontal_Inf_Orb_2_R,0.11252571723616916,0.42720166279403765,0.4593771143838128,0.35851648880435566,0.08479099919526668,0.4427310472857071,0.003376201182000511,0.15053554712604944,0.23500886604095014,0.7039102446153823,0.07653487972364476,0.4085334707904443,0.3335745782703929,0.4451792661224701,0.2948687977581773,0.6107712098560464,0.39285075406368425,0.37485101128484966,0.37277998311139815,0.2762872907470679,0.09559737027147053,1.0,0.47941286955106405,0.14437480599694175,0.26092439441028187,0.6781852223854754,0.4964163264693294,-0.10315553620619425,0.04779086381682999,0.2356600509283967,0.3154683528497681,0.5462990953298251,0.11483985465378999,0.5131200120667845,0.5529201763185007,0.3409906214616023,0.2356397580937229,0.421665909168076,0.5771366244723845,0.344254374519835,0.23997744280630617,0.5314466582078834,0.4023620247916393,0.5067156860158263,0.3483534314501222,-0.06415843517319571,0.3252836859109908,0.6271678817284685,0.1547938508399894,0.426557661620245,0.36566823648312285,0.3422936571944201,0.33714290152513937,0.5451075844529364,0.5156857613168159
Insula_L,0.13129006349160374,0.3824979519328936,0.4279821978802258,0.4611295162689719,0.2560834017336081,0.5238559296564719,0.037226641790218146,-0.03567954343412343,0.15711320355470831,0.3286327003068086,0.09757163113124966,0.37918114493413463,0.5283994003443644,0.44270255027550454,0.21525922459816124,0.18669976831474422,0.5818282751382374,0.111284876445171,0.23481845415721306,0.16428390898235767,0.25122914261862217,0.47941286955106405,1.0,0.1555118000173279,0.18810013795860406,0.6036108382171033,0.5147404706698182,-0.10601847014213987,0.13015270758179046,0.2784907329961403,0.23153775107314892,0.34978796558823744,0.13102077585185448,0.5656114481072471,0.5404333121391146,0.47868598360921116,0.09139934443139197,0.6113591026928588,0.6476710432644168,0.4315907529595582,0.37713975983974196,0.5947996712798387,0.44589344526409685,0.41657628177001715,0.6728758197846126,-0.02639871994964697,0.39914674971985215,0.3982885246603251,0.21602060045399396,0.2078477126049874,0.6239088335056326,0.49013793416477947,0.2044610125390526,0.4946065291121405,0.4621612017470493
Postcentral_L,0.4153531250186056,-0.11042378886591359,0.15250474603045402,0.6025765620182142,-0.08349233378659286,0.14868597540950831,0.7399798820316289,0.4313853195783101,0.3723513411255216,0.3644872968636663,0.3913972195454702,-0.137568167550382,0.30194206970935145,0.5699926231341907,0.2659245536850946,0.01441861145708173,0.35103833324765016,0.60994366861803,0.27575845799517973,0.8817360762645756,0.15200850932423163,0.14437480599694175,0.1555118000173279,1.0,0.43979333706948776,0.21980910286208338,0.5244610761945361,0.7712873836617035,0.8052867814305227,0.7738558356908748,0.6810339746569762,0.13224837893762859,0.7491071844649297,0.1545954906000666,0.4225546313015479,0.15215607985609939,0.6154635396585866,0.013045914445231087,0.45915145826712883,0.6319820318233276,0.29585449926286367,0.3654256143055921,0.03804058269594206,0.4180833643766408,0.3838256311725512,0.5974162312766055,0.3462903520787441,0.26276300406322484,0.762782762205761,0.4558152391511951,0.009413235597329941,0.3703624917670508,0.40572361344835867,-0.19871170586159756,0.2621235271856718
Vermis_7,0.586633203594929,-0.09177987043743305,0.42119867835846775,0.40498971083033924,-0.33361399604625236,0.2129586405831524,0.250320527789987,0.629444690426005,0.6710870893169041,0.4608822939937844,0.644124847769762,0.06833831737742281,0.050364864904762836,0.09449026694455676,0.8103732629397724,0.16079311070785313,0.15762553356870823,0.45079051054785907,-0.11324682920125197,0.39733588438022255,0.05870799641877016,0.26092439441028187,0.18810013795860406,0.43979333706948776,1.0,0.35245760525060343,0.13240357496191885,0.19580068457064023,0.18011764095892893,0.4038628537927071,0.805801948329194,0.03952510679006526,0.4391018860415164,-0.004554733809625715,0.22761058919008278,0.1629556250125781,0.6834343230136769,0.23254733057105062,0.21466890347046133,0.5343719936953787,0.154337907727491,0.24497687717203823,0.004805885491506909,0.4632238958863281,0.31393715800319916,0.21868577523561308,0.0553402092494062,0.1765818221065722,0.2521254361438414,0.8024334136982668,0.014031856021020774,0.18947541458481862,0.6827978699268348,-0.026985498284177026,0.003994862618400284
