,SN_pc_R,Thal_MDl_L,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,Red_N_R,Vermis_8,Thal_AV_L,Thal_LGN_R,Paracentral_Lobule_R,Vermis_9,Amygdala_R,Temporal_Sup_L,N_Acc_L,Thal_Re_L,Precentral_L,Raphe_D,Frontal_Inf_Orb_2_R,Insula_L,Postcentral_L,Vermis_7,Hippocampus_R,Cerebellum_10_R,Parietal_Sup_L,Precuneus_L,SupraMarginal_R,Vermis_6,ACC_sub_L,Occipital_Sup_R,ParaHippocampal_L,Supp_Motor_Area_L,SN_pr_L,Temporal_Mid_R,Frontal_Inf_Orb_2_L,Frontal_Sup_2_L,Thal_IL_L,Temporal_Inf_L,Vermis_1_2,Thal_VL_L,Thal_LP_R,Rolandic_Oper_R,Occipital_Sup_L,Thal_VPL_L,Caudate_L,Parietal_Inf_R,Cerebellum_Crus1_R,Thal_VA_R,Frontal_Sup_Medial_L,Raphe_M,Frontal_Med_Orb_R,Pallidum_L
SN_pc_R,1.0,0.009144102105618118,0.3677901072141877,0.463648042809285,-0.1958933457611139,0.24833851358156148,0.25490326890010273,0.41493710896559527,0.5646567342187401,0.290833002184209,0.3853821227718355,0.12637383015492365,-0.0758134841874542,0.19231436095358193,0.5802983274412048,0.165698441199476,0.20687137121342647,0.3839234559695647,-0.26629170178489436,0.359598622484671,0.2621686127192271,0.11252571723616916,0.13129006349160374,0.4153531250186056,0.586633203594929,0.33237879251370606,0.27357244316527884,0.15187343431741782,0.18886141672467702,0.4713291323740855,0.5791807555914301,-0.1899114470204945,0.411373281209555,0.14805406032116583,0.31125037909291764,0.13693218399400076,0.6488655864360138,0.11648994869509904,0.3136125140904805,0.44028988443369516,0.153924006446044,0.27120835794068265,0.10437634341333521,0.4679895721840592,0.3537453869787656,0.1319757642163108,0.21547239208906724,0.1729209524406307,0.29231784299246866,0.571378247731925,0.086619837904629,0.37070479959990893,0.45150763525102977,0.010449777371837107,-0.15333144190439912
Thal_MDl_L,0.009144102105618118,1.0,0.6321563507242773,0.2287150109936829,0.3766948694031226,0.5316772079818742,-0.35733203573861205,-0.5007537972824176,0.1334015859318837,0.20069250237314884,0.10396702163723934,0.6258893857682342,0.0334829529327695,0.27189856713974675,-0.006108965462587705,0.5826863758836742,0.45900603159722003,-0.1642521049758963,0.13913068637232634,0.07251370516137227,0.5144028303885901,0.42720166279403765,0.3824979519328936,-0.11042378886591359,-0.09177987043743305,0.7044544751870163,0.35529315437733117,-0.47683762248993733,-0.20390160204177202,-0.022090778392366315,-0.09643437167527373,0.2336021313694464,-0.3620718270274391,0.6418028903074247,0.3397304498931328,0.5682686414875081,-0.0983108736307739,0.37873876347858065,0.5558167186032628,0.1250589902611941,0.22384049042087953,0.5066126145788203,0.761598678429451,0.28050694584600905,0.2775891603971283,-0.47153240480389913,0.5421029779611267,0.5226181951777897,-0.22806355115218227,0.061487459857379405,0.5994997448870419,0.5337293987033862,0.04236797276540394,0.7301860438880887,0.36881089490300034
OFCpost_R,0.3677901072141877,0.6321563507242773,1.0,0.3818304947629277,0.13327042930498295,0.7010870634268088,-0.11525621595363084,-0.0745660655772504,0.4373739945932048,0.37510513958705954,0.3611906031138381,0.691202556716136,-0.12356765698158043,0.34021470361022627,0.5035328203620713,0.6826769998260555,0.5187219380983442,0.11810287721516577,-0.1188557807045225,0.2457689480888008,0.646542704971924,0.4593771143838128,0.4279821978802258,0.15250474603045402,0.42119867835846775,0.786229389873165,0.45378312138382904,-0.2973722076611151,-0.0801533068773942,0.2807486897245004,0.27478145587420005,0.033587216958187685,-0.02567285661371196,0.637754253906282,0.5535893977787124,0.6149350027799956,0.23253368948860192,0.6306219999064573,0.6834365771094475,0.45313764206014506,0.567446992649532,0.6514005982314067,0.7246681163414173,0.5968640135804762,0.4274722538260381,-0.26441366837956254,0.5035929736473692,0.6248885439101043,0.04714833380638324,0.49131597710514807,0.6442200913321019,0.7041050256329892,0.5287086497084212,0.723044359377894,0.30159442278417276
Temporal_Sup_R,0.463648042809285,0.2287150109936829,0.3818304947629277,1.0,0.20058489073884597,0.42065702810617145,0.36576708633789673,0.24612989614152905,0.6214435224811414,0.37875232165623907,0.4968550251361628,0.11018301261538525,0.34452947819371943,0.6312785800084126,0.304771405005907,0.22998422489421466,0.5770966186680815,0.36118969722632205,0.17799378900461507,0.6911581224750001,0.29742059682765676,0.35851648880435566,0.4611295162689719,0.6025765620182142,0.40498971083033924,0.5985833221947979,0.6688275330482436,0.39517986135482575,0.46774760023581713,0.6893761475690316,0.6520812930970795,0.22818598862205808,0.48780057376759617,0.48297995150581374,0.4749255995103189,0.3321040861040104,0.6209812263483916,0.142557942969433,0.6612996935763585,0.5908438186847222,0.25986338276146925,0.6223533993541054,0.3455299706253773,0.37068171218530194,0.6874116215931205,0.18518182678612224,0.499017872495648,0.34462705089023166,0.561416936250703,0.3691618319008048,0.3396053439875236,0.5367255573588575,0.44575614578546824,0.16004465431171538,0.3871908162686595
OFClat_L,-0.1958933457611139,0.3766948694031226,0.13327042930498295,0.20058489073884597,1.0,0.02380377987215634,-0.02079389720607576,-0.6184329794433837,-0.13090580982282052,0.14243724248951592,0.1003738852225358,0.17717974466498088,0.32795581214049635,0.30980231406382575,-0.4100993937606345,0.26525619047658777,0.41200438546823703,-0.07176647039219279,0.43091278696606167,-0.049122621210555016,0.3260246114234044,0.08479099919526668,0.2560834017336081,-0.08349233378659286,-0.33361399604625236,0.25053564900390624,0.2983175880158476,-0.06901010123206332,0.12502593494740694,-0.08127976437641753,-0.18865426187648474,0.4921068036291398,-0.1891164924745327,0.39180241818791395,0.20047878635797878,0.4521640987476969,-0.32942398733931993,0.27435313460274147,0.32120114013659085,0.10165326538458914,0.3106971677559903,0.26020500695207854,0.5055347311741935,0.023326819954907103,0.15393263513856636,-0.13260985059233166,0.6162247144163538,0.20852579116956863,0.021998143254576587,-0.40326726899658527,0.1806106785160355,0.3235588383935112,-0.22392017504832526,0.2520701822735092,0.32556017441231283
Heschl_R,0.24833851358156148,0.5316772079818742,0.7010870634268088,0.42065702810617145,0.02380377987215634,1.0,-0.04436866306480248,-0.06324665126779362,0.27425562859811553,0.24584126023450387,0.13338845632558907,0.7236476199061118,-0.0306439610677916,0.46625440777651367,0.27707858089156506,0.47867609957565177,0.5202171063403442,0.10322292031176156,-0.08376014997977642,0.2663029468249748,0.5451581183254322,0.4427310472857071,0.5238559296564719,0.14868597540950831,0.2129586405831524,0.6752962186946524,0.5648973589433396,-0.2596351126394678,-0.023649340718279035,0.40238771889630787,0.1892485918024884,-0.12347068602286268,0.05924019018427597,0.668291670790062,0.6500140381365759,0.5034465990406128,0.16739620691541376,0.5502935191918571,0.6986725360729843,0.4584262649589594,0.45966410163614313,0.6031304699985127,0.6827933530648698,0.5387371061000584,0.5110312858065872,-0.2438166880114989,0.3576305312715894,0.6701004898132195,0.18665598467704292,0.31791559179099654,0.7831348428786724,0.70452246378205,0.38139284807777135,0.5744653387718642,0.35205067082201913
Cuneus_L,0.25490326890010273,-0.35733203573861205,-0.11525621595363084,0.36576708633789673,-0.02079389720607576,-0.04436866306480248,1.0,0.4393408689142187,0.07464894903364633,0.3218076150301711,0.08718241581785556,-0.17386757031128583,0.2964537511391758,0.5287098377780487,0.09766645312263644,-0.08736852941085241,0.2983953404598606,0.6389676026621468,0.243076738434868,0.5518075614967176,-0.08010622065275412,0.003376201182000511,0.037226641790218146,0.7399798820316289,0.250320527789987,-0.03764418000279522,0.3563593082894421,0.8407930122998064,0.884711707736213,0.6637021827221415,0.5135920520483833,0.08376650563727016,0.843731790785213,-0.01398653252037503,0.3591370693757917,0.005987340552675629,0.46507234467209185,0.0063828534823128415,0.2693975673045769,0.5700253000608343,0.30425026728610893,0.1421879275292013,-0.13215741919769297,0.3119585931570932,0.12133284279214955,0.8725845199965392,0.17677266351517892,0.13272628231813413,0.7999166691292036,0.276142248744992,-0.1374452722250258,0.1655566702050425,0.2020097076400343,-0.42930595078799166,0.21876627680604196
Occipital_Inf_R,0.41493710896559527,-0.5007537972824176,-0.0745660655772504,0.24612989614152905,-0.6184329794433837,-0.06324665126779362,0.4393408689142187,1.0,0.4421179145373052,0.2628111288650683,0.22812469065463417,-0.2890846729648161,0.06442732530164459,0.025623526187498826,0.6110077436895271,-0.12216047120284314,-0.12576770437045667,0.49721855101568124,-0.14687805622265718,0.3393428174689065,-0.2921276450499999,0.15053554712604944,-0.03567954343412343,0.4313853195783101,0.629444690426005,-0.04738551366949979,0.004633228942071868,0.4662421923539694,0.2992925072522762,0.36631385552879725,0.6556277108223287,-0.10214007976714291,0.6165158871336296,-0.31114398136842725,0.03354785815963169,-0.26867167004550757,0.6780282084605959,-0.10842794745182288,-0.054544055127843064,0.30028580876149424,-0.08655287169626441,-0.09916142073610928,-0.47348468121259984,0.21052630230775937,0.10728294525297195,0.4829553051936877,-0.3386868437357373,-0.10922523156488254,0.3535863721767468,0.6651353440583441,-0.3032835080920243,-0.14510546708179517,0.5057741547726664,-0.3899090907464268,-0.14678927424634342
Temporal_Inf_R,0.5646567342187401,0.1334015859318837,0.4373739945932048,0.6214435224811414,-0.13090580982282052,0.27425562859811553,0.07464894903364633,0.4421179145373052,1.0,0.2748996128348509,0.8003313611808872,-0.0015124727826640759,0.0658632967540758,0.08464836404787007,0.624283107969628,0.30234038668944807,0.06297332492823203,0.12073325230633526,-0.07140768610688372,0.46094480773540203,0.19648421989109127,0.23500886604095014,0.15711320355470831,0.3723513411255216,0.6710870893169041,0.5108273135854228,0.23393263502340766,0.17608004594373902,0.14106726478350431,0.33267950145892244,0.6438070479039452,0.0439700933965791,0.33201768658438136,0.10981892898995833,0.07164286400702898,0.03547083219443044,0.8176553223199329,-0.10361011505853292,0.2331146359831371,0.31964809931869875,-0.06266112338587464,0.2831086405555763,0.03786335999612753,0.22165959047924494,0.3411127830532284,-0.08503515839720087,0.055224171619291273,0.04776867700317734,0.12924922292517593,0.6337604758543206,0.1131214048846817,0.17283775203077667,0.5784163293238528,0.12773344989358734,-0.03557565621624513
Red_N_R,0.290833002184209,0.20069250237314884,0.37510513958705954,0.37875232165623907,0.14243724248951592,0.24584126023450387,0.3218076150301711,0.2628111288650683,0.2748996128348509,1.0,0.2528030450726899,0.2523462479007681,0.32990022746639486,0.448327406127551,0.39260849039602896,0.46271741572814024,0.4428864856258494,0.5490416700450358,0.4152984261034057,0.3440912504551451,0.1241147292899396,0.7039102446153823,0.3286327003068086,0.3644872968636663,0.4608822939937844,0.5054978665150731,0.42855182592926455,0.18566312446997546,0.3179531487231093,0.39620159556240686,0.55439512495791,0.5902525763951902,0.3782644559339339,0.3147173398829306,0.4731328429371464,0.32670487644860496,0.36461750515273544,0.42995853755969093,0.456151720801706,0.5554255920660397,0.38079754654876735,0.4299359214948135,0.2807640855455666,0.5689681677681351,0.2669820482151727,0.2398697240331754,0.42488654768490103,0.5791682025232309,0.3914038462328091,0.4644291614288014,0.13177718334982239,0.31454864295703167,0.398317227010922,0.25717968484222714,0.43891434652147693
Vermis_8,0.3853821227718355,0.10396702163723934,0.3611906031138381,0.4968550251361628,0.1003738852225358,0.13338845632558907,0.08718241581785556,0.22812469065463417,0.8003313611808872,0.2528030450726899,1.0,-0.04471110197734055,0.13419572035673716,0.010691053567625824,0.45139395955911205,0.18710578261946495,0.10336383975615926,0.13902888965054055,0.1392877716925735,0.4166753223029373,0.2150963706329505,0.07653487972364476,0.09757163113124966,0.3913972195454702,0.644124847769762,0.35183150079082076,0.16132734243780775,0.20940564769763362,0.15566129119063907,0.2474701197782798,0.5452973579392364,0.1869521920121009,0.20689653138174127,0.01696014735891323,-0.03498512427908423,0.17916616035176666,0.5811420464875646,-0.022408545428382082,0.14029469082102244,0.3544046809330331,-0.007909895025652335,0.2085523777917509,0.10115008245204488,0.1847895363973176,0.20516381464974176,-0.012709112614340438,0.1681229971667249,-0.008228832363807552,0.11278807247506975,0.502748068550766,0.04548989978201104,0.1710304955599297,0.499339308197693,0.012866667221105462,0.058208501929355005
Thal_AV_L,0.12637383015492365,0.6258893857682342,0.691202556716136,0.11018301261538525,0.17717974466498088,0.7236476199061118,-0.17386757031128583,-0.2890846729648161,-0.0015124727826640759,0.2523462479007681,-0.04471110197734055,1.0,-0.21784533771045458,0.29466769654086167,0.1842894447999913,0.5840438685188131,0.5460536433920407,0.027076495908755962,-0.15033807219107473,-0.01344534726479249,0.5040909046039195,0.4085334707904443,0.37918114493413463,-0.137568167550382,0.06833831737742281,0.5682928602401779,0.32367402529292755,-0.46042358940930256,-0.23436481031888848,0.12787040684136758,-0.09725020717555086,-0.10049305461825601,-0.205604186254098,0.6121332393848351,0.5375705392052206,0.5663672961163525,-0.13656904787427848,0.6471972997299056,0.5883103435359766,0.32306422825225506,0.4886953093909163,0.45802989783709736,0.7613221251514768,0.5544648920640042,0.22464823618768592,-0.2588577102749182,0.3951289507544525,0.6494580367852287,-0.030871473563237054,0.20202533059187308,0.7208049607953133,0.6494334349329322,0.18832829181021035,0.6299337215131965,0.3093023316360051
Thal_LGN_R,-0.0758134841874542,0.0334829529327695,-0.12356765698158043,0.34452947819371943,0.32795581214049635,-0.0306439610677916,0.2964537511391758,0.06442732530164459,0.0658632967540758,0.32990022746639486,0.13419572035673716,-0.21784533771045458,1.0,0.3567633210969439,-0.13233199312935254,-0.0743229484392445,0.23149402656942933,0.20512042585059384,0.7453316845789223,0.23481822518770784,-0.14931330854810085,0.3335745782703929,0.5283994003443644,0.30194206970935145,0.050364864904762836,0.22155874372197348,0.374160852469848,0.30971946003735845,0.4326651318045147,0.15930928079214102,0.2729382179330737,0.714527983952759,0.2656803915443159,0.12193061280686557,0.21348978839898286,0.11920718548275759,0.13177695553450236,0.09179353271233745,0.222802964795622,0.21476609161641932,0.09711552551734208,0.28173066665983665,0.003817645583771971,0.08992409808782388,0.31351091403119613,0.27121148656921745,0.28963372624265354,0.09392679305732834,0.2669965548462093,0.00340663000910018,-0.007783436147973382,-0.0011650248068234218,-0.023193773841329025,-0.04674647458963706,0.43778730051767767
Paracentral_Lobule_R,0.19231436095358193,0.27189856713974675,0.34021470361022627,0.6312785800084126,0.30980231406382575,0.46625440777651367,0.5287098377780487,0.025623526187498826,0.08464836404787007,0.448327406127551,0.010691053567625824,0.29466769654086167,0.3567633210969439,1.0,0.02492844233816899,0.3502308061155739,0.5944987556661008,0.5013718100722845,0.3086267446847956,0.5881276891159651,0.37505364333970687,0.4451792661224701,0.44270255027550454,0.5699926231341907,0.09449026694455676,0.5164833423391907,0.7631657200449304,0.37047885276779835,0.6533628331398135,0.6996314295223309,0.42948372311583444,0.2881199317302854,0.5381957294947398,0.6312053845636393,0.8078158848831241,0.46865917102067517,0.26802790444238167,0.367294855231121,0.7983569810126215,0.6192889548764308,0.5497028735566843,0.6925887643813751,0.5134360364743444,0.4829400783103923,0.5650077215808538,0.3375464634082589,0.5941401251057924,0.613541383515018,0.6739685205793335,0.1805200936320081,0.3903002673522104,0.6336839705721717,0.21074897916871072,0.20961576536901105,0.565870738195005
Vermis_9,0.5802983274412048,-0.006108965462587705,0.5035328203620713,0.304771405005907,-0.4100993937606345,0.27707858089156506,0.09766645312263644,0.6110077436895271,0.624283107969628,0.39260849039602896,0.45139395955911205,0.1842894447999913,-0.13233199312935254,0.02492844233816899,1.0,0.24188822931151727,0.14141051245963898,0.34077468002894773,-0.3319845598051548,0.23445222220251222,0.10758660440309467,0.2948687977581773,0.21525922459816124,0.2659245536850946,0.8103732629397724,0.3953116085997234,0.07395044559169703,0.038918264601151616,0.009506231725722241,0.30350201728411064,0.6235142225069609,-0.10832743702870855,0.34191420696869884,0.03317105841918435,0.19398263789046183,0.1393219645760646,0.6165758042250065,0.28505267034533804,0.21527805237288086,0.3815869180435159,0.16997047741663796,0.19845699261489425,0.00438159722942656,0.45507831624888084,0.3105619362128917,0.08917148389312966,-0.029784215717219245,0.17089150621435828,0.15385671899177894,0.8299520793962252,0.11790966008119946,0.19960845201932828,0.6594055039066536,0.1743350995975128,-0.06953220150774764
