,Frontal_Med_Orb_R,Cerebellum_9_R,Temporal_Inf_R,Cingulate_Mid_R,Raphe_D,Cerebellum_7b_R,Temporal_Inf_L,Frontal_Inf_Tri_R,Angular_L,Thal_PuM_L,Occipital_Sup_L,Cerebellum_Crus1_L,Thal_PuL_L,Cerebellum_4_5_R,Putamen_R,Thal_LP_R,Insula_R,Occipital_Mid_L,Postcentral_L,Cerebellum_4_5_L,Insula_L,SupraMarginal_R,SN_pc_L,Temporal_Pole_Sup_R,Cerebellum_8_L,Cingulate_Post_L,LC_R,Caudate_L,Temporal_Mid_L,Lingual_R,Parietal_Inf_L,OFCant_R,Parietal_Sup_R,Temporal_Pole_Mid_R,OFCmed_R,Angular_R,Olfactory_L,Occipital_Mid_R,Thal_MGN_L,Thal_IL_R,Cerebellum_8_R,Frontal_Sup_2_L,Vermis_8,Hippocampus_L,Frontal_Sup_2_R,Fusiform_R,Putamen_L,Amygdala_L,Thal_VPL_L,Cerebellum_6_L,Vermis_10,Thal_MDl_R,Thal_MDm_R,Red_N_R,Calcarine_L,Thal_LGN_R,Supp_Motor_Area_R,Precentral_R,ACC_sup_R,ACC_sub_R,Pallidum_L,SN_pr_L,Vermis_4_5,Supp_Motor_Area_L,Heschl_R
Occipital_Sup_L,-0.525708756123538,0.3102916369113713,-0.08503515839720087,0.41037242955218334,-0.3012288499539385,0.2270249814762743,0.1368773071852688,-0.09958419710841157,0.8885847046346125,-0.1394241513268628,1.0,0.3019402818849746,0.10776693381633906,0.34985705407688783,-0.0291458498813636,0.21766144479930014,0.14926968126451676,0.8268228995217909,0.5974162312766055,0.08538908349819353,-0.02639871994964697,0.4609351571659978,-0.11098290108962108,0.17231454099405388,0.22718987241622365,0.5106705769640281,0.36314801931998175,-0.03836137971537218,0.5709004301720092,0.56969683346325,0.776363080870898,-0.2723303019342169,0.6886638931023454,0.3373313241586353,-0.5357311839738653,0.8714053798554929,-0.2704475400405239,0.7535440393357145,-0.36215422647628354,0.416389223865689,0.4565907360514947,0.07985017724347636,-0.012709112614340438,0.000364063539859871,-0.0824468651291422,0.13612388888392057,0.11024223250231775,-0.3977399467441273,0.016122179031323944,0.35945322214534176,0.29060046768739106,0.043448385290446305,0.34113521140556075,0.2398697240331754,0.6021302601860601,0.27121148656921745,0.318058841090248,0.1216429977414043,0.23656787396888107,-0.4371952039048071,0.1839080563153851,-0.11478089047073659,0.2735215455309129,0.1456417808228148,-0.2438166880114989
Cerebellum_Crus1_L,0.07090114229654466,0.8500512400302576,0.3281752883149733,0.3080057055224397,0.2147715138408681,0.47815698224087416,0.47624137543008727,0.46108348883538997,0.3076304937937109,0.2410205584171601,0.3019402818849746,1.0,0.2318901448859611,0.44785593915542554,0.19480061477704827,0.5820934615875667,0.26801239088758877,0.33046325510927743,0.38536475153017874,0.3763415068874794,0.294912139165619,0.4004995824343002,0.3440678662539225,0.55661889475609,0.868560677817321,0.2686068058824428,0.12960254356713566,0.304757532946577,0.6783276529038396,0.5494011136426237,0.3406625164513928,0.0393134897320464,-0.09445851200307731,0.3283411983280337,-0.07685446648666423,0.19724772549075614,0.14171413290455523,0.13506902684509414,-0.05259629590658059,0.21911972318674255,0.7512375497497232,0.3065414275775547,0.41834367089443614,0.23096844445237472,0.37255430411202367,0.3744334833441973,0.35478673013213646,0.00386304961349507,0.18043949787466543,0.8254667555281187,0.6233746845997181,0.11772331694589906,0.037852214135408936,0.4823377866701213,0.7035831929052728,0.021829351699525056,0.44375184170232307,0.4783915547483592,0.39376126460001115,0.054445860355563404,0.10158449975109417,0.35715004344291673,0.532288198733324,0.36251324714369104,0.2718148532972956
Thal_PuL_L,0.38354347983469034,0.2956907106272302,0.11549085578844642,0.6716271308381738,0.49396969691180886,-0.07073381032746855,0.6311215118865942,0.4616897803234611,0.22113188589008867,0.7562949535426731,0.10776693381633906,0.2318901448859611,1.0,0.5156209812629754,0.730528778754261,0.6668176786962675,0.6042424829348537,0.05086244615463286,0.46949412815146657,0.6417794771792888,0.4002483995299304,0.585911920132597,0.5187418075745169,0.24421413496795275,0.3358973040920532,0.49421739489146066,0.24593423838564774,0.6640420003158685,0.3120170833384609,0.3196697632085814,0.3725660505398466,0.26341155576917863,0.08480697128637527,-0.09269734071749702,0.24679629627586808,0.22200056906564142,0.391136817601658,-0.11917604282851345,0.4662368042410308,0.6057844812695411,0.3007090849550179,0.7394395148142606,0.07429816788258133,0.7371827810190834,0.7530953596822183,0.4833571733525616,0.5347330180692571,0.46552766436519716,0.6325168024119497,0.3569750456226385,0.4795416738289915,0.15600372614789793,0.4643318478185711,0.3398763091380164,0.32247469728773137,0.11239137507110082,0.7476973149663627,0.7125902798246229,0.7876822971238125,0.377618304607935,0.47896735070336793,0.444539094784807,0.6554453440648681,0.6656354966339374,0.6270691358256
Cerebellum_4_5_R,0.04884752229321265,0.5728714906852923,0.5113687335094741,0.7120061573040672,0.300697175993244,0.24044286146652602,0.47328784613653135,0.6451697762186331,0.3907079791563258,0.5171188852418785,0.34985705407688783,0.44785593915542554,0.5156209812629754,1.0,0.658528987803773,0.4770842031577157,0.6366807441507201,0.3516568031170812,0.681306844999663,0.8146282395867926,0.40514424008895056,0.7419888350768279,0.14224171922080317,0.504485027925423,0.5884399089264182,0.5640245563106692,0.4587093598791961,0.448132628707127,0.4194922552890246,0.7936759850400648,0.6351301065204379,0.2560503972691488,0.31833750745068323,0.3317630804039974,0.021833311348883135,0.45683443507513216,0.26995667756326597,0.330822721204055,0.09101285193866995,0.5221024389944274,0.5616830476326312,0.6659989484693137,0.41468355337103935,0.5838372461609623,0.600248935220845,0.8623017645080603,0.5105817332478337,0.06607721625668977,0.5375540066941419,0.7465747035890584,0.8342977128235736,0.2632806926730506,0.5742071640675677,0.48743785935187134,0.7600087427194859,0.36224330855359443,0.7590388141654765,0.7051562327441863,0.7265047061174352,0.18926487942423464,0.4066658643547904,0.381111128246581,0.8271930370275191,0.6074298685559567,0.3694660916396679
Putamen_R,0.45638978901177885,0.30218165801105573,0.22599112642875507,0.7406723019657929,0.6558994029823614,-0.05401391268464053,0.6411724714838082,0.5893415375625928,0.05494539201979262,0.8238585576134507,-0.0291458498813636,0.19480061477704827,0.730528778754261,0.658528987803773,1.0,0.5066144475052222,0.6409338168123818,-0.09951498161268388,0.42636905385361096,0.8515105457645396,0.5123225173455824,0.5500550163766399,0.4347895409182898,0.13608434725239793,0.3971766157643651,0.5473517084507507,0.3138065675606698,0.698816774258517,0.2772754816094201,0.34424308092338696,0.27740479273927676,0.5280487849689337,0.10565564388292784,-0.11729511664171749,0.46546414691335364,0.11948174809399946,0.5699938004980052,-0.20606623879140124,0.48688378916485126,0.4882938758057269,0.25060563804406943,0.8442029966331168,0.24297550683342817,0.8339172454947591,0.8187795158556879,0.5886333241232247,0.5958405909062141,0.6020990736743072,0.7552765331011468,0.3365363085001693,0.5878818665194016,0.39686313350181995,0.5875623447335184,0.31858396931227656,0.3227923599586427,0.22404734064673687,0.7257011735424347,0.7693227187047119,0.7657415890152774,0.5398789487350542,0.5517074670791559,0.6697335157058074,0.7890495637579267,0.729904953977532,0.6946242546361355
Thal_LP_R,0.3135566127450317,0.6018789641303315,0.22165959047924494,0.5474667568697934,0.3729885723868343,0.23614857246658474,0.5852801297043896,0.4771650406149087,0.24898412495909814,0.6450244591617406,0.21766144479930014,0.5820934615875667,0.6668176786962675,0.4770842031577157,0.5066144475052222,1.0,0.5171347433065764,0.24230711635065877,0.4180833643766408,0.5972117210494886,0.41657628177001715,0.5401807481645898,0.5472317641971655,0.48508068508953556,0.5514119810622236,0.42693613129331726,0.035890824699014286,0.6676913623219449,0.5311773189168807,0.49384833351395857,0.34499713056319037,0.10664079268649614,-0.09092836837563589,0.15110115957339684,0.03428563492080749,0.24077764900747084,0.3302567168411616,0.037335702257840775,0.4524244558497898,0.4708242816716649,0.5833496448770089,0.6598122351259165,0.1847895363973176,0.663882336972464,0.7161478075683275,0.45391775088735137,0.5237131717822922,0.37862162363448065,0.4901339074154603,0.5861019986642908,0.493636696594203,0.1281797142986065,0.27262743597423034,0.5689681677681351,0.5299317715586954,0.08992409808782388,0.7215694027368182,0.7642650291979365,0.7431471677251882,0.34693974840385305,0.42786129560585484,0.5142281885262169,0.675981038588951,0.6892260783930697,0.5387371061000584
Insula_R,0.382139750053707,0.33711790679176945,0.3258252489996177,0.4559674890096185,0.2817358461760546,0.18615879734623703,0.4010754534473919,0.7853069119858567,0.05823805999466086,0.4957824656693864,0.14926968126451676,0.26801239088758877,0.6042424829348537,0.6366807441507201,0.6409338168123818,0.5171347433065764,1.0,0.08688137219367212,0.4543970406063538,0.6694145532224837,0.8270703787599353,0.571043770729352,0.3963864194236312,0.3798729681063467,0.3304450209695822,0.4715071333965388,0.3177172420648885,0.5355348808713892,0.2815582076751971,0.5101523367592472,0.3331844060351709,0.13305301669703803,0.15075934543967945,-0.13395215223680573,0.1770058575917091,0.28533483824054523,0.4912569925071815,0.07632495525661426,0.344878819330756,0.7420195838186145,0.35692287967190955,0.7659640468620438,0.16151834383692495,0.6278703589044401,0.6667234618044935,0.6098667894522328,0.8939501365986605,0.29666765346833773,0.4244994630835216,0.44742024644517076,0.5885875168178022,-0.0075198722041250375,0.7323538165353104,0.4798514716585559,0.48986074033843047,0.5096055774874652,0.676431157662041,0.7035338112510382,0.6711077830795056,0.5526023939615115,0.5514017356575576,0.35865878017870767,0.6965718721417228,0.6812088420184644,0.5814446306042154
Occipital_Mid_L,-0.45733156318271256,0.31640925814140863,-0.11046595077923488,0.35029407724504624,-0.3376145765936043,0.20730542910698932,0.13330266369656976,-0.010096668107195398,0.8230064215908627,-0.15443744752797683,0.8268228995217909,0.33046325510927743,0.05086244615463286,0.3516568031170812,-0.09951498161268388,0.24230711635065877,0.08688137219367212,1.0,0.5502147171919912,0.0987692313528584,-0.018588983947476555,0.4005285426183376,-0.15869323183080214,0.1507834403859317,0.24660921398959554,0.41861032240414675,0.2541686634433408,-0.04767014214464219,0.6119223933702543,0.5636276161319221,0.6935408425874431,-0.1632270470006395,0.577862402920132,0.45110738052623006,-0.481612052944666,0.7108657937086827,-0.20407392397446175,0.7138773343429706,-0.4001022921031466,0.22897573449658853,0.4442460063245764,0.03694278455101516,-0.03916059885332606,0.011939676337937596,-0.07463711752324788,0.16752914844994382,0.023833427777299406,-0.3978914910783243,0.12375195326689536,0.4502237726364931,0.2463615975289518,0.20440749583865284,0.22478121855240518,0.31266482033627147,0.5684074918700444,0.28689204712170135,0.28052244356320266,0.109750020434993,0.1988499979831062,-0.3790685420857727,0.15744496804624805,-0.0963494680188542,0.22416471912036603,0.10034060868354626,-0.3402406480388808
Postcentral_L,-0.19871170586159756,0.5248548843229096,0.3723513411255216,0.6441974349230243,0.15200850932423163,0.29628194170626787,0.29585449926286367,0.3792455465944101,0.6457914522733633,0.31166596393243545,0.5974162312766055,0.38536475153017874,0.46949412815146657,0.681306844999663,0.42636905385361096,0.4180833643766408,0.4543970406063538,0.5502147171919912,1.0,0.4943011373535109,0.1555118000173279,0.7738558356908748,-0.015317361815744448,0.43662826334692517,0.4411666360786244,0.5238438245527509,0.3550347743489666,0.26276300406322484,0.4183221980644434,0.7066080421767265,0.8674098939285012,0.05115121670984126,0.5633024686543396,0.40788576040304697,-0.1831569428995389,0.7012537349663059,-0.055885075068747674,0.5589831638292383,-0.17575488927811256,0.5197633274390968,0.5179760250106381,0.45915145826712883,0.3913972195454702,0.333583747941691,0.3429630033490126,0.5910043262648794,0.34253649864356905,-0.17536897363270423,0.3462903520787441,0.5314899475987184,0.6717885510404151,0.10095353292170317,0.5361919839705916,0.3644872968636663,0.7725925637487154,0.30194206970935145,0.720125818057014,0.5671542244408091,0.6443107544844421,-0.12109543828370047,0.2621235271856718,0.15215607985609939,0.6384803548476192,0.4225546313015479,0.14868597540950831
Cerebellum_4_5_L,0.41958507383749133,0.4884227091377026,0.33559918807078815,0.7443369707271739,0.5465233521273043,0.08503113950906573,0.633486653712726,0.6998933202700812,0.1192833639929661,0.7607962366563223,0.08538908349819353,0.3763415068874794,0.6417794771792888,0.8146282395867926,0.8515105457645396,0.5972117210494886,0.6694145532224837,0.0987692313528584,0.4943011373535109,1.0,0.5830833788236057,0.619394097431626,0.41481892878282317,0.323351455672958,0.5444712329711511,0.565649491337167,0.26738809706272054,0.682563330675464,0.4368841195549558,0.5552333591141067,0.35881073985101863,0.46642599085339803,0.07339386860499897,0.05480606351952419,0.3700390385914527,0.19879984478052318,0.5451451114187009,-0.04908642597896526,0.4444756633738732,0.4494066181912876,0.4202583730419365,0.865031227557585,0.29455727203334353,0.8343562128479927,0.8231897398513287,0.6932662673620728,0.6311057493432652,0.5022505249261091,0.7169122816449686,0.5511413517443268,0.7021373215850163,0.404647364510377,0.5255183499721034,0.48035245954426714,0.5388657513835925,0.32049299136621817,0.7703425148640128,0.833906194837444,0.7662136735109791,0.5261962358197075,0.5466912772941978,0.6868220513527626,0.9157911415163127,0.78416506594696,0.6150937778544386
Insula_L,0.4946065291121405,0.27406326247059803,0.15711320355470831,0.23131223275886,0.25122914261862217,0.10288878082024303,0.37713975983974196,0.7166862636833935,-0.12973443464255913,0.41189952383813144,-0.02639871994964697,0.294912139165619,0.4002483995299304,0.40514424008895056,0.5123225173455824,0.41657628177001715,0.8270703787599353,-0.018588983947476555,0.1555118000173279,0.5830833788236057,1.0,0.2784907329961403,0.5093743256814472,0.22460266152595615,0.38012912900400164,0.33354318251928633,0.22675920525123075,0.3982885246603251,0.3809140730839676,0.2140467199287736,0.03703964510441618,0.2579586263561929,-0.05373178026442302,-0.18052775232363777,0.3898990977911371,0.01717944346986631,0.5950341747258909,-0.16086279186578778,0.35483219058773313,0.507895009026422,0.2936167585378999,0.6476710432644168,0.09757163113124966,0.5768599717325281,0.5623002198461868,0.33050411367433014,0.8344737832032743,0.45723201378025313,0.39914674971985215,0.34030151924531143,0.42010529578391503,0.13743836838153312,0.5697115855051552,0.3286327003068086,0.2976418303202499,0.5283994003443644,0.39509862008339963,0.5306184969158382,0.44004046187089435,0.6663393051747751,0.4621612017470493,0.47868598360921116,0.5461529879763434,0.5404333121391146,0.5238559296564719
