,Temporal_Pole_Sup_R,OFCpost_R,SupraMarginal_L,Temporal_Mid_R,Pallidum_L,Fusiform_R,OFClat_L,Cingulate_Post_R,Thal_AV_L,Rolandic_Oper_R,Red_N_L,Frontal_Inf_Orb_2_R,Paracentral_Lobule_L,ACC_pre_R,Amygdala_L,Parietal_Inf_L,Cerebellum_10_R,Precuneus_L,Precentral_L,Thal_Re_L,SN_pc_R,Thal_VA_L,Frontal_Sup_Medial_L,Cuneus_L,Thal_PuL_L,Cingulate_Mid_L,ACC_sup_L,Rolandic_Oper_L,Insula_R,Cuneus_R,Calcarine_L,Cingulate_Post_L,Thal_VPL_L,Supp_Motor_Area_L,Thal_LGN_L,Cerebellum_4_5_R,Temporal_Pole_Sup_L,ACC_sub_L,Frontal_Inf_Tri_R,Thal_VL_R
Red_N_L,0.36704410992401365,0.6611542724197776,0.3861354854137793,0.18964816227631387,0.2654852067099294,0.44197380013736415,0.19955607396863975,0.12209478836432301,0.4817616860081872,0.5521088269246754,1.0,0.3951620201272644,0.5812239810867956,0.6803377915551226,0.4536859933019835,0.15466027555682987,0.4599923838947483,0.06188128342737107,0.22956327317048494,-0.03405105523251378,0.4031602687704217,0.37418943954417616,0.6371128458910279,0.04224846923633466,0.42178338082453654,0.05149217379433114,0.6076335431398097,0.5469089567936365,0.4421018102263232,0.13021665100349614,0.4206074433266697,0.28001619009549866,0.621043223880498,0.5400189678709347,0.2920188879140327,0.5027774346167551,0.5272853035083623,0.20338413133426902,0.6434380625494247,0.5761925254198633
Frontal_Inf_Orb_2_R,0.3596820732217803,0.4593771143838128,-0.007957657040432636,0.2356397580937229,0.5156857613168159,0.4632873638100167,0.08479099919526668,0.15878083419982006,0.4085334707904443,0.3483534314501222,0.3951620201272644,1.0,0.519809253108415,0.4974987361235092,0.35401980943367994,0.06435227037624976,0.4964163264693294,0.04779086381682999,0.2762872907470679,0.37277998311139815,0.11252571723616916,0.49117130672921494,0.3422936571944201,0.003376201182000511,0.3852629486232114,0.1488320014897927,0.5532068361727966,0.4714451162066993,0.6210570160633784,-0.1384728350629545,0.22035339242567376,0.28063820764615505,0.3252836859109908,0.5529201763185007,-0.011146208487378153,0.3303643041626294,0.18323430339154909,0.5462990953298251,0.6032449747100949,0.5101042989517423
Paracentral_Lobule_L,0.3947956596620313,0.5531578461654059,0.5585204212652692,0.40400926400324116,0.5152941690636963,0.7203720392378763,0.23622398255122704,0.4147964590560483,0.37341893961917805,0.5694743612215077,0.5812239810867956,0.519809253108415,1.0,0.7078709091437888,0.36810723765346703,0.5887660518396746,0.7949344027139494,0.5843386024751656,0.7220189769829993,0.25370089497590365,0.41508507913384013,0.6213116708207174,0.7594135598633953,0.5290301499637108,0.749721998084395,0.7005769079706065,0.9078082979291625,0.7235743722113246,0.7093447942907308,0.5465234167451497,0.6527686966273076,0.6170041486453911,0.711041820112714,0.8401017154670046,0.2913071135581004,0.7882333194711638,0.3480245162980966,0.25107391416654984,0.6320143844390509,0.7877361237305133
ACC_pre_R,0.2461401490285172,0.7180682865549939,0.1880405615047369,0.07715761067269815,0.424506021226662,0.44763438627161145,0.44039060691186355,0.31264683622764794,0.6031069338598611,0.5542797222037812,0.6803377915551226,0.4974987361235092,0.7078709091437888,1.0,0.6744047207477034,0.09003976192065265,0.6430273160892828,0.08015602227308011,0.35699789487355477,0.09453054072099573,0.2817874427325898,0.534209495257441,0.8152716908487911,-0.05855910164226622,0.623666065794961,0.1687917403018068,0.7309255445583681,0.6113881610137515,0.5762747536785923,0.07315395163328058,0.14304676655642673,0.36006658535469044,0.7604464507679337,0.6442331682130111,0.33003327931283144,0.48110916123695585,0.23543271896344115,0.2198846233874731,0.6353413530420258,0.6683532176650205
Amygdala_L,-0.12719180605507627,0.6286545858421135,-0.12902427870497607,-0.31175032190100094,0.3319752592962606,0.07439190195409932,0.5502655346708227,0.21781751384833753,0.7126607752580779,0.30099953145604197,0.4536859933019835,0.35401980943367994,0.36810723765346703,0.6744047207477034,1.0,-0.2894082121198835,0.43549310678043995,-0.14104805366468937,-0.10390695506202376,0.06585602580403227,-0.006438776603264074,0.5108857091288111,0.6445645912229936,-0.233358492543167,0.46552766436519716,-0.08367514699423106,0.4640732362862689,0.3797893611531771,0.29666765346833773,-0.2272066763852339,-0.17290231461094813,0.19048816650733252,0.5571841083528768,0.5437234556838784,0.23121820690508685,0.06607721625668977,0.22741850915629658,0.0781852761687916,0.3056209231511054,0.37651654281915486
Parietal_Inf_L,0.36677102149201485,-0.022215624333208443,0.7584878231516865,0.5524937352121866,0.2509807667955387,0.5222577781575173,-0.0269078486222392,0.43167925522893025,-0.19804424544434787,0.18874566382950797,0.15466027555682987,0.06435227037624976,0.5887660518396746,0.09003976192065265,-0.2894082121198835,1.0,0.4276331376226214,0.8098056763765175,0.7530789197837053,0.2803907273078512,0.34321074252890177,0.27225227496839566,0.2511842537622999,0.8311402752354271,0.3725660505398466,0.766587524983588,0.4546465061576899,0.3678873122916225,0.3331844060351709,0.8149945252655395,0.7422827615231097,0.5971108550302753,0.279584149493938,0.2718125533284314,0.21897922634318542,0.6351301065204379,0.16831762921564966,0.159193057629408,0.20364255754177674,0.46699576505414125
Cerebellum_10_R,0.25604903104853616,0.45378312138382904,0.41313674038506976,0.2988833042240696,0.4827893619632382,0.6590484890515419,0.2983175880158476,0.27451684792945213,0.32367402529292755,0.6223201813223214,0.4599923838947483,0.4964163264693294,0.7949344027139494,0.6430273160892828,0.43549310678043995,0.4276331376226214,1.0,0.4600733862490466,0.5280000174892118,0.3494950771455444,0.27357244316527884,0.6246137987603413,0.6747977762040878,0.3563593082894421,0.6692448312189766,0.5568786726083418,0.7340317411378865,0.6233919706548292,0.7131619837108971,0.409811073291412,0.44123371357457086,0.5270756970507564,0.63415582547524,0.7493166395933732,0.2860519310122124,0.6884829651577096,0.18108236041425932,0.2852737426833103,0.641773438548666,0.6698511350107915
Precuneus_L,0.10053789263036592,-0.0801533068773942,0.5749434966756249,0.4845075059191242,0.28473305013526995,0.45005606780138463,0.12502593494740694,0.27601559437456485,-0.23436481031888848,0.26980540388977836,0.06188128342737107,0.04779086381682999,0.5843386024751656,0.08015602227308011,-0.14104805366468937,0.8098056763765175,0.4600733862490466,1.0,0.6301008610653046,0.3530739704702618,0.18886141672467702,0.3093594947942887,0.20443164673349767,0.884711707736213,0.25936693186775556,0.7707032816088242,0.38512430016066274,0.3053841813098641,0.3874796035014104,0.7873333751085236,0.6820905165381324,0.4968657301804965,0.25881378038762937,0.40640940689490407,0.3435428905565385,0.5822406104423631,0.018094658739036016,0.23663974872256094,0.18725399028231296,0.44078896525963085
Precentral_L,0.49214802656120754,0.2457689480888008,0.6207826237504261,0.5574960956542591,0.3489442482982925,0.6331619449927439,-0.049122621210555016,0.44203820868525423,-0.01344534726479249,0.38767476031762216,0.22956327317048494,0.2762872907470679,0.7220189769829993,0.35699789487355477,-0.10390695506202376,0.7530789197837053,0.5280000174892118,0.6301008610653046,1.0,0.25126556566274016,0.359598622484671,0.3669756906202005,0.40877040582956925,0.5518075614967176,0.49755120734901803,0.7275344699102256,0.5579818830098379,0.5787515885465352,0.5009111666858389,0.5914120341835443,0.6111317050162317,0.5693680223899905,0.36729527516056015,0.4069450046082205,0.15540100332331186,0.6756965342695883,0.007196028125547249,0.1429105910749521,0.3961462228829163,0.53266767007357
Thal_Re_L,-0.13918693858263012,-0.1188557807045225,0.03436692886853577,-0.06310233171340444,0.5960658178869633,0.14824775649797323,0.43091278696606167,0.1985518396973379,-0.15033807219107473,0.033091152600805765,-0.03405105523251378,0.37277998311139815,0.25370089497590365,0.09453054072099573,0.06585602580403227,0.2803907273078512,0.3494950771455444,0.3530739704702618,0.25126556566274016,1.0,-0.26629170178489436,0.3973576157287628,0.007140654210800643,0.243076738434868,0.1908654358595022,0.29864406949090544,0.09486090665920004,0.09103303983089621,0.31766124867512735,0.19419275095248573,0.13948507514540023,0.3240373046053966,0.33689142052934423,0.1347526674383102,0.39714859452049495,0.2445035690702689,-0.0985401926474265,0.7757455729880105,0.11018540880322904,0.43951087765523583
SN_pc_R,0.6613732659994574,0.3677901072141877,0.42537973015058,0.6488655864360138,-0.15333144190439912,0.5307873108614962,-0.1958933457611139,0.014458110620379598,0.12637383015492365,0.3537453869787656,0.4031602687704217,0.11252571723616916,0.41508507913384013,0.2817874427325898,-0.006438776603264074,0.34321074252890177,0.27357244316527884,0.18886141672467702,0.359598622484671,-0.26629170178489436,1.0,0.17233840460340177,0.37070479959990893,0.25490326890010273,0.25101629001839215,0.21085376605837233,0.4751507829502347,0.36148707112068584,0.2809426048986853,0.30799755806186896,0.5572324721211873,0.17085080648596243,0.21547239208906724,0.31125037909291764,0.07410948135700873,0.4871724952642092,0.3544138752766649,-0.1899114470204945,0.3807927550895816,0.36902487944331275
Thal_VA_L,0.15702148942492197,0.4132293580111955,0.1996785953343054,0.104574594600533,0.5418735809230606,0.3552214388046616,0.36890275199960915,0.4230742410819028,0.46924215886853704,0.41259326942486974,0.37418943954417616,0.49117130672921494,0.6213116708207174,0.534209495257441,0.5108857091288111,0.27225227496839566,0.6246137987603413,0.3093594947942887,0.3669756906202005,0.3973576157287628,0.17233840460340177,1.0,0.6082615709127934,0.24593424376061074,0.5173353730697298,0.3779258618427219,0.5930676698971487,0.5398105416496132,0.5800371784234358,0.24594311713806677,0.2685684401938219,0.5263637001637443,0.48175810201579067,0.6296896898660991,0.2598755124827231,0.4296404964772895,0.28893719948764035,0.29795971358606116,0.41278828851651567,0.5792706049124356
Frontal_Sup_Medial_L,0.3168216877676253,0.7041050256329892,0.365813053078698,0.100546761443996,0.38011297735691046,0.4902672441225649,0.3235588383935112,0.42647571274946805,0.6494334349329322,0.5357949727064094,0.6371128458910279,0.3422936571944201,0.7594135598633953,0.8152716908487911,0.6445645912229936,0.2511842537622999,0.6747977762040878,0.20443164673349767,0.40877040582956925,0.007140654210800643,0.37070479959990893,0.6082615709127934,1.0,0.1655566702050425,0.7413757232436943,0.34398844794542105,0.8102312908675242,0.690972698692909,0.5384042472644974,0.26006767469904263,0.31874446853448196,0.5217851819339591,0.7079730498903251,0.76548306629378,0.23409865974083957,0.5676567371852207,0.47959094482097664,-0.01758919498342159,0.5395135192238985,0.6654207209737235
Cuneus_L,0.19315194611066672,-0.11525621595363084,0.6484887611009396,0.46507234467209185,0.21876627680604196,0.37436897323490037,-0.02079389720607576,0.3605712190173192,-0.17386757031128583,0.12133284279214955,0.04224846923633466,0.003376201182000511,0.5290301499637108,-0.05855910164226622,-0.233358492543167,0.8311402752354271,0.3563593082894421,0.884711707736213,0.5518075614967176,0.243076738434868,0.25490326890010273,0.24593424376061074,0.1655566702050425,1.0,0.2737894582777365,0.7673185532424853,0.388045981162771,0.2983061358440441,0.2956078506272408,0.8342976303208793,0.731668939769309,0.5290173532935178,0.17677266351517892,0.3591370693757917,0.1532308244603336,0.521700809993815,0.16996661368250263,0.08376650563727016,0.061822623822684886,0.38128925071842984
Thal_PuL_L,0.24421413496795275,0.5468128266712773,0.4010261231314839,0.10648469757591414,0.47896735070336793,0.4833571733525616,0.16422051197931337,0.3709626691894529,0.5107629954094359,0.34216549161077064,0.42178338082453654,0.3852629486232114,0.749721998084395,0.623666065794961,0.46552766436519716,0.3725660505398466,0.6692448312189766,0.25936693186775556,0.49755120734901803,0.1908654358595022,0.25101629001839215,0.5173353730697298,0.7413757232436943,0.2737894582777365,1.0,0.573304377353827,0.7806873524354505,0.6318265944760332,0.6042424829348537,0.35391114703785426,0.32247469728773137,0.49421739489146066,0.6325168024119497,0.6656354966339374,0.00917703961294233,0.5156209812629754,0.29175213334671857,0.052530239686807235,0.4616897803234611,0.5499671548118814
Cingulate_Mid_L,0.1297569018783644,0.03338585544669452,0.579702651813904,0.3640388186868703,0.3769525240864503,0.5083539298818938,-0.0392586269226352,0.3889685907216054,-0.029081474084632727,0.21948779284685074,0.05149217379433114,0.1488320014897927,0.7005769079706065,0.1687917403018068,-0.08367514699423106,0.766587524983588,0.5568786726083418,0.7707032816088242,0.7275344699102256,0.29864406949090544,0.21085376605837233,0.3779258618427219,0.34398844794542105,0.7673185532424853,0.573304377353827,1.0,0.560287773618792,0.406432768441587,0.4341883822858844,0.740028383993751,0.6008221478368498,0.5740457791376894,0.32915841948684604,0.5133381249286463,0.0582122387007651,0.5861162575292981,0.046115396457506605,0.06211787457469985,0.2121222361110116,0.44823007234652734
ACC_sup_L,0.4599284717036225,0.6179886514684835,0.47402947279089847,0.3235519510368111,0.4372940164778796,0.6222986754680163,0.1266426120920223,0.37787218911414444,0.5254318462897615,0.5124845860371391,0.6076335431398097,0.5532068361727966,0.9078082979291625,0.7309255445583681,0.4640732362862689,0.4546465061576899,0.7340317411378865,0.38512430016066274,0.5579818830098379,0.09486090665920004,0.4751507829502347,0.5930676698971487,0.8102312908675242,0.388045981162771,0.7806873524354505,0.560287773618792,1.0,0.7796996988190872,0.6872852247284433,0.3943884588272947,0.5662915123827591,0.5306870719368407,0.6330029170354428,0.8592873805125099,0.12798956208069429,0.6601156622525944,0.4984595722870291,0.09510345411702273,0.6412360325340908,0.6923924896648156
Rolandic_Oper_L,0.4526422493469868,0.5109939405274307,0.49912488734518234,0.2883704153017446,0.49733576984021327,0.49368453423648506,0.025498982559593868,0.4255202984397588,0.484718883757197,0.6841284554070874,0.5469089567936365,0.4714451162066993,0.7235743722113246,0.6113881610137515,0.3797893611531771,0.3678873122916225,0.6233919706548292,0.3053841813098641,0.5787515885465352,0.09103303983089621,0.36148707112068584,0.5398105416496132,0.690972698692909,0.2983061358440441,0.6318265944760332,0.406432768441587,0.7796996988190872,1.0,0.7439615554594383,0.376078946449743,0.48934190731352506,0.552038834533003,0.4742445569698002,0.7034709348952909,0.06406309781764938,0.6107091638756968,0.3428475715636115,0.04322750249401992,0.6638239545768018,0.5223581777904925
Insula_R,0.3798729681063467,0.4322474802026395,0.336130185730803,0.37307791963825726,0.5514017356575576,0.6098667894522328,0.12952641360221742,0.21810233762803719,0.3088918576221955,0.6887058904423478,0.4421018102263232,0.6210570160633784,0.7093447942907308,0.5762747536785923,0.29666765346833773,0.3331844060351709,0.7131619837108971,0.3874796035014104,0.5009111666858389,0.31766124867512735,0.2809426048986853,0.5800371784234358,0.5384042472644974,0.2956078506272408,0.6042424829348537,0.4341883822858844,0.6872852247284433,0.7439615554594383,1.0,0.3764365587500126,0.48986074033843047,0.4715071333965388,0.4244994630835216,0.6812088420184644,0.0891180691313821,0.6366807441507201,0.2078513518044956,0.35904517336149205,0.7853069119858567,0.46795565950536916
Cuneus_R,0.2297093192293308,-0.0585905533679916,0.7628098567320455,0.43905807237445843,0.19512535058056527,0.44892941842300266,0.04354354578028549,0.3097615666716625,-0.23884522274730885,0.3413471130473189,0.13021665100349614,-0.1384728350629545,0.5465234167451497,0.07315395163328058,-0.2272066763852339,0.8149945252655395,0.409811073291412,0.7873333751085236,0.5914120341835443,0.19419275095248573,0.30799755806186896,0.24594311713806677,0.26006767469904263,0.8342976303208793,0.35391114703785426,0.740028383993751,0.3943884588272947,0.376078946449743,0.3764365587500126,1.0,0.7237847945463297,0.5324488797228613,0.2766368266860252,0.30549549344432014,0.23538647890766404,0.6292660860118776,0.18464562292810485,0.02133912226782726,0.21569673952627846,0.35848813588320955
Calcarine_L,0.5642825582118408,0.23614563344994752,0.6946636752336545,0.7247844753745223,0.19430404605621254,0.7014336143536878,-0.1379218358821034,0.17365654904874553,-0.046217267450739466,0.4325023854195738,0.4206074433266697,0.22035339242567376,0.6527686966273076,0.14304676655642673,-0.17290231461094813,0.7422827615231097,0.44123371357457086,0.6820905165381324,0.6111317050162317,0.13948507514540023,0.5572324721211873,0.2685684401938219,0.31874446853448196,0.731668939769309,0.32247469728773137,0.6008221478368498,0.5662915123827591,0.48934190731352506,0.48986074033843047,0.7237847945463297,1.0,0.4709820416879709,0.268380998483992,0.469090817003728,0.17532186957398746,0.7600087427194859,0.4605013030547665,0.14277472995562748,0.4891917466832641,0.5320474604488807
Cingulate_Post_L,0.24944197973336993,0.2360891339674451,0.5301488739578316,0.22098256786835388,0.5745485323068208,0.42571870104579246,0.1994013282776401,0.8116683401940102,0.24096186957769936,0.3334516676217386,0.28001619009549866,0.28063820764615505,0.6170041486453911,0.36006658535469044,0.19048816650733252,0.5971108550302753,0.5270756970507564,0.4968657301804965,0.5693680223899905,0.3240373046053966,0.17085080648596243,0.5263637001637443,0.5217851819339591,0.5290173532935178,0.49421739489146066,0.5740457791376894,0.5306870719368407,0.552038834533003,0.4715071333965388,0.5324488797228613,0.4709820416879709,1.0,0.43592353685334634,0.4533489083671825,0.2394785360361661,0.5640245563106692,0.2428667797714627,0.16162192791759214,0.2966186649333062,0.5371748654244144
Thal_VPL_L,0.019671761843114168,0.5035929736473692,0.3553136008365568,-0.026940789450506965,0.470577469131616,0.45921229652490836,0.6162247144163538,0.306896426471443,0.3951289507544525,0.4324806675935127,0.621043223880498,0.3252836859109908,0.711041820112714,0.7604464507679337,0.5571841083528768,0.279584149493938,0.63415582547524,0.25881378038762937,0.36729527516056015,0.33689142052934423,0.21547239208906724,0.48175810201579067,0.7079730498903251,0.17677266351517892,0.6325168024119497,0.32915841948684604,0.6330029170354428,0.4742445569698002,0.4244994630835216,0.2766368266860252,0.268380998483992,0.43592353685334634,1.0,0.5713017059494583,0.6150338549170552,0.5375540066941419,0.2085403877112043,0.4094160711764788,0.42020019905358075,0.8097631980599856
Supp_Motor_Area_L,0.25719747927038317,0.5535893977787124,0.3297590168146666,0.20570269416745424,0.4276632466717661,0.5354647952186872,0.20047878635797878,0.2632363610538145,0.5375705392052206,0.5850293671979779,0.5400189678709347,0.5529201763185007,0.8401017154670046,0.6442331682130111,0.5437234556838784,0.2718125533284314,0.7493166395933732,0.40640940689490407,0.4069450046082205,0.1347526674383102,0.31125037909291764,0.6296896898660991,0.76548306629378,0.3591370693757917,0.6656354966339374,0.5133381249286463,0.8592873805125099,0.7034709348952909,0.6812088420184644,0.30549549344432014,0.469090817003728,0.4533489083671825,0.5713017059494583,1.0,0.15429931167909786,0.6074298685559567,0.41084575665376494,0.13326532760716728,0.6112332395059106,0.6365501817195186
Thal_LGN_L,-0.11738147210848902,0.025241938972166544,0.14088351248444977,-0.005879033327423514,0.1659059122186169,0.22430454772752523,0.6908034105266883,0.1458138676753552,-0.13272111776796983,0.2258955015031356,0.2920188879140327,-0.011146208487378153,0.2913071135581004,0.33003327931283144,0.23121820690508685,0.21897922634318542,0.2860519310122124,0.3435428905565385,0.15540100332331186,0.39714859452049495,0.07410948135700873,0.2598755124827231,0.23409865974083957,0.1532308244603336,0.00917703961294233,0.0582122387007651,0.12798956208069429,0.06406309781764938,0.0891180691313821,0.23538647890766404,0.17532186957398746,0.2394785360361661,0.6150338549170552,0.15429931167909786,1.0,0.33877042953202174,0.003520786803140902,0.5213310976678628,0.07229671922266888,0.5340346488602086
Cerebellum_4_5_R,0.504485027925423,0.3699419620079877,0.6414905388647916,0.5799757884859641,0.4066658643547904,0.8623017645080603,0.1529755763059802,0.316138306641524,0.08544459574162064,0.6407989389765029,0.5027774346167551,0.3303643041626294,0.7882333194711638,0.48110916123695585,0.06607721625668977,0.6351301065204379,0.6884829651577096,0.5822406104423631,0.6756965342695883,0.2445035690702689,0.4871724952642092,0.4296404964772895,0.5676567371852207,0.521700809993815,0.5156209812629754,0.5861162575292981,0.6601156622525944,0.6107091638756968,0.6366807441507201,0.6292660860118776,0.7600087427194859,0.5640245563106692,0.5375540066941419,0.6074298685559567,0.33877042953202174,1.0,0.2704222085580026,0.22358258911697443,0.6451697762186331,0.6888109811792251
