,Vermis_9,Amygdala_R,Pallidum_R,Vermis_7,Insula_L,Calcarine_L,Thal_PuL_L,OFCmed_L,OFCmed_R,OFCant_R,Insula_R,Hippocampus_L,Precuneus_L,Temporal_Inf_L,Frontal_Inf_Tri_L,Precuneus_R,Frontal_Med_Orb_R,Frontal_Mid_2_R,Cingulate_Post_R,Thal_AV_R,Cingulate_Mid_L,Cerebellum_3_L,Paracentral_Lobule_R,Cerebellum_9_L,Frontal_Sup_2_R,Cerebellum_10_L,Rolandic_Oper_R,Fusiform_L,VTA_L,Vermis_6,Thal_VA_R,Temporal_Pole_Mid_R,Thal_MDl_R,Temporal_Sup_R,Occipital_Inf_R
Insula_R,0.23536292601944056,0.30324457754707423,0.6269589046544789,0.2646113238662845,0.8270703787599353,0.48986074033843047,0.6042424829348537,0.14926355651615908,0.1770058575917091,0.13305301669703803,1.0,0.6278703589044401,0.3874796035014104,0.4010754534473919,0.8444404370431867,0.48915712125697025,0.382139750053707,0.6893213801153446,0.21810233762803719,0.36137812755843834,0.4341883822858844,0.6356703951143311,0.6676018001953788,0.34742461663628205,0.6667234618044935,0.7141579360289766,0.6887058904423478,0.5703448042560685,0.3561908963376424,0.4621503995457779,0.5746903097799421,-0.13395215223680573,-0.0075198722041250375,0.6804783227785085,0.18330414621761862
Hippocampus_L,0.06317330013574665,0.48539432920027586,0.6291023017253062,0.09128014211504884,0.5768599717325281,0.3456527467962099,0.7371827810190834,0.40220228989460166,0.4234149747426453,0.5074314154423533,0.6278703589044401,1.0,0.3219163599054318,0.7535020127682455,0.5919740220314069,0.42933589233305086,0.5280026266836068,0.8213665757649761,0.3250577420423975,0.4661439455678956,0.3817413934503028,0.588888894364947,0.7310673789026444,0.3218623524826617,0.8567613631484499,0.6732904212477215,0.5676702678351211,0.763784661119446,0.23415184337463613,0.23056283473091707,0.6058829659236222,-0.10818328074578137,0.45144083445823785,0.535184651582419,-0.24093339466790864
Precuneus_L,0.009506231725722241,-0.03269763536246809,-0.05151804831960892,0.18011764095892893,0.13015270758179046,0.6820905165381324,0.25936693186775556,0.19314713982705964,-0.2580302454817122,0.03100527334088951,0.3874796035014104,0.3219163599054318,1.0,0.30574637291713375,0.11798165896070567,0.864310735882718,-0.3178147129852062,0.24338358439735341,0.27601559437456485,0.1726958836063417,0.7707032816088242,0.5360561020366553,0.6533628331398135,0.14633118396060227,0.1881039036940192,0.3570214596501426,0.26980540388977836,0.3136983619200175,0.22007318804039397,0.5159432208441456,-0.09699766519421503,0.2265395535433419,0.19729501356459567,0.46774760023581713,0.2992925072522762
Temporal_Inf_L,0.16997047741663796,0.36925439547929056,0.39156082735162917,0.154337907727491,0.37713975983974196,0.39833244888837377,0.6311215118865942,0.28885683029448617,0.22241185854019413,0.366460819654201,0.4010754534473919,0.7535020127682455,0.30574637291713375,1.0,0.31590804560871505,0.38471025611362214,0.3394226508028269,0.6324277101650613,0.23344633920694371,0.5128873547605663,0.3777047544295866,0.5965638444189364,0.5497028735566843,0.4168188315522094,0.6967164839142629,0.40775936872391233,0.3897778500067551,0.8353032651276329,0.24555871387914122,0.17538442207824043,0.4612209059878002,-0.12964943259329748,0.48774926308949773,0.25986338276146925,-0.08655287169626441
Frontal_Inf_Tri_L,0.197374011818699,0.21396938391698345,0.6291507813190446,0.17923626800040365,0.8493724566556099,0.2636252063742221,0.5206540373684393,0.19138430065343018,0.3805252611091874,0.2675653064841414,0.8444404370431867,0.5919740220314069,0.11798165896070567,0.31590804560871505,1.0,0.27895440232389573,0.5609598166833097,0.6926884965336328,0.19649698122515416,0.19646901103570918,0.19029866101357562,0.5406725769516976,0.5121357550014686,0.2974890833090536,0.6208516782916377,0.6301575130926962,0.6883542766937575,0.5272500495565459,0.1754686346498457,0.2947981346355483,0.5911131323105981,-0.18560260594291822,0.14092772460938172,0.5806249889138598,-0.026709506867984963
Precuneus_R,-0.033163401224380044,0.05761785705552752,0.1261505511426175,0.12639595642319354,0.26470110713006517,0.5971409279780932,0.37387356713462266,0.10445647002084629,-0.19089664342498103,0.045517995304480675,0.48915712125697025,0.42933589233305086,0.864310735882718,0.38471025611362214,0.27895440232389573,1.0,-0.17402405827100617,0.3359011669268632,0.586483565160803,0.3147346836743907,0.7557159401899318,0.5497962565861712,0.7626167805940235,0.15499270193326878,0.3481464567389321,0.4333480140120527,0.3754581155259125,0.3840745655251503,0.2230672998595466,0.45519040568725083,0.1377247710658845,0.11667583450600727,0.1925480278682213,0.565305691155107,0.21226614726469253
Frontal_Med_Orb_R,0.1743350995975128,0.6128277685237569,0.7119673614717775,-0.026985498284177026,0.4946065291121405,-0.19864626309707656,0.38354347983469034,0.16352358765132105,0.6610420382354908,0.40012598442328456,0.382139750053707,0.5280026266836068,-0.3178147129852062,0.3394226508028269,0.5609598166833097,-0.17402405827100617,1.0,0.5825391575975121,0.05948147400121771,0.26091766941191535,-0.2208144689521422,0.0928468990835235,0.20961576536901105,0.18683080400522611,0.5787013337534462,0.3926767458275576,0.3682222188066,0.3615151746815635,0.0596135373980466,-0.14012818304028019,0.6473509113007505,-0.4256733875776477,0.14960073305243876,0.16004465431171538,-0.3899090907464268
Frontal_Mid_2_R,0.3147401498076032,0.46976982948607865,0.6530999676191805,0.3233436879287664,0.5995813399756523,0.4360124512720636,0.6803671057032855,0.3624562853802645,0.43571197596837336,0.46837980295207765,0.6893213801153446,0.8213665757649761,0.24338358439735341,0.6324277101650613,0.6926884965336328,0.3359011669268632,0.5825391575975121,1.0,0.18837181396084907,0.4557299731295108,0.3426073737600827,0.6133285386719483,0.6529894776780508,0.4964143955021825,0.9070784726293201,0.7614538474859355,0.7187663542561324,0.7999168108054784,0.3609017739717542,0.4262856756421376,0.6642980873663975,-0.04404436201948159,0.28536091007115877,0.6890263465582012,-0.05567952674117806
Cingulate_Post_R,-0.07296379300123002,0.1830765970702889,0.1976674393286717,-0.0038405932792121155,0.1327297155978948,0.17365654904874553,0.3709626691894529,0.0405685580210045,0.04723579324775535,0.15624819557253464,0.21810233762803719,0.3250577420423975,0.27601559437456485,0.23344633920694371,0.19649698122515416,0.586483565160803,0.05948147400121771,0.18837181396084907,1.0,0.34586403027453816,0.3889685907216054,0.14163669214936753,0.41289174658770994,0.115956086435141,0.2941467506974564,0.21821299502212946,0.0522369904935896,0.15490714475129333,0.15416579422683574,0.1047044311382827,0.30319199900082405,0.15423409324451193,0.15301117040439288,0.385374245364505,-0.041377324681783116
Thal_AV_R,0.4828215760462661,0.49873945344581727,0.36835124309782535,0.35253829614550775,0.16896719887125233,0.41529691629389304,0.4857958394827671,-0.2358945235383328,-0.16866570500119765,-0.20086701230587944,0.36137812755843834,0.4661439455678956,0.1726958836063417,0.5128873547605663,0.19646901103570918,0.3147346836743907,0.26091766941191535,0.4557299731295108,0.34586403027453816,1.0,0.3519173500995869,0.374274307206673,0.4130160320910912,0.5097345281623088,0.5899302609255241,0.389483690214954,0.2006099012367489,0.5166892601475654,0.4959968306650223,0.35138674386721774,0.4159409336907285,-0.056035858806195486,-0.15453414919593905,0.2722257758865916,0.32239817242633934
Cingulate_Mid_L,-0.005128978526264197,0.001249315496175479,0.11453370092541612,0.16255580437611084,0.0577454078602776,0.6008221478368498,0.573304377353827,0.05306580673921068,-0.2444077797239766,-0.03237220018495448,0.4341883822858844,0.3817413934503028,0.7707032816088242,0.3777047544295866,0.19029866101357562,0.7557159401899318,-0.2208144689521422,0.3426073737600827,0.3889685907216054,0.3519173500995869,1.0,0.5618075062190124,0.6793114059634017,0.1980162269228889,0.3695569149003759,0.4627996453900277,0.21948779284685074,0.3874301545383231,0.3246253061236268,0.4583707607084878,0.09174995223956955,0.12051521888199479,0.047177357776917735,0.4987328252860626,0.28666709613460667
Cerebellum_3_L,0.3689514716935227,0.1225970121706711,0.1760834233881861,0.4424812854211518,0.4752289119049258,0.7280788440838656,0.4958364176342626,0.2658889310533571,-0.05178227544294683,0.1490169146090875,0.6356703951143311,0.588888894364947,0.5360561020366553,0.5965638444189364,0.5406725769516976,0.5497962565861712,0.0928468990835235,0.6133285386719483,0.14163669214936753,0.374274307206673,0.5618075062190124,1.0,0.6483286770883933,0.5554141603717097,0.5630305354225607,0.5921442370321446,0.6295050148310831,0.7379941675379252,0.3361098209878261,0.6493053584379476,0.18963205661861104,0.12445141664091822,0.32453654303310703,0.5646189221694338,0.3316419520703435
Paracentral_Lobule_R,0.02492844233816899,0.3502308061155739,0.47487200337756996,0.09449026694455676,0.44270255027550454,0.4580177174490969,0.5811184169479212,0.23400106544511487,0.0765092224013674,0.2717760148584389,0.6676018001953788,0.7310673789026444,0.6533628331398135,0.5497028735566843,0.5121357550014686,0.7626167805940235,0.20961576536901105,0.6529894776780508,0.41289174658770994,0.4130160320910912,0.6793114059634017,0.6483286770883933,1.0,0.23976160087641502,0.7020779129762038,0.6708186996454826,0.5650077215808538,0.5926976473164297,0.2416238118271681,0.42948372311583444,0.3903002673522104,-0.05109947520920699,0.3165735414951731,0.6312785800084126,0.025623526187498826
Cerebellum_9_L,0.8288862277075736,0.24821950659796974,0.09902879773104167,0.8510872728810809,0.3357025512212406,0.6902465627826563,0.31892312353858715,0.21446229713837206,0.05990361956808619,0.0897345543205448,0.34742461663628205,0.3218623524826617,0.14633118396060227,0.4168188315522094,0.2974890833090536,0.15499270193326878,0.18683080400522611,0.4964143955021825,0.115956086435141,0.5097345281623088,0.1980162269228889,0.5554141603717097,0.23976160087641502,1.0,0.4743086774503251,0.3310425735121821,0.39500441056577384,0.5629672380929434,0.4853364473214305,0.6898234994687715,0.22491374089896893,0.36805260070545004,0.04200180115589241,0.38758372248402084,0.4774468414810124
Frontal_Sup_2_R,0.26220071272350837,0.5362357866961456,0.6751908991913989,0.2509634595422428,0.5623002198461868,0.3583486704753463,0.7530953596822183,0.27637517924810695,0.3604840904398559,0.403979269725396,0.6667234618044935,0.8567613631484499,0.1881039036940192,0.6967164839142629,0.6208516782916377,0.3481464567389321,0.5787013337534462,0.9070784726293201,0.2941467506974564,0.5899302609255241,0.3695569149003759,0.5630305354225607,0.7020779129762038,0.4743086774503251,1.0,0.6968674402952972,0.6298471334026481,0.7501424240226275,0.39858581707018026,0.3301278345127582,0.7061313095297087,-0.07808778963944982,0.24367090962206922,0.5673572968036625,-0.08550705399582596
Cerebellum_10_L,0.21669422118281448,0.37255129273164456,0.5540933342334978,0.23234979098322026,0.5026293496735647,0.4282542852457665,0.5834301761134341,0.17025462971679392,0.20200839075156496,0.1919848932285852,0.7141579360289766,0.6732904212477215,0.3570214596501426,0.40775936872391233,0.6301575130926962,0.4333480140120527,0.3926767458275576,0.7614538474859355,0.21821299502212946,0.389483690214954,0.4627996453900277,0.5921442370321446,0.6708186996454826,0.3310425735121821,0.6968674402952972,1.0,0.6755192771276972,0.6023047440651336,0.3737159720534801,0.46553968303701904,0.4666453312455156,-0.05367806449000013,0.09768978025400897,0.7044780883188505,0.08338891221062543
Rolandic_Oper_R,0.3105619362128917,0.21205562956567706,0.38681060150374796,0.31393715800319916,0.6728758197846126,0.4325023854195738,0.34216549161077064,0.3004578351150507,0.2941136027100193,0.27219340413340914,0.6887058904423478,0.5676702678351211,0.26980540388977836,0.3897778500067551,0.6883542766937575,0.3754581155259125,0.3682222188066,0.7187663542561324,0.0522369904935896,0.2006099012367489,0.21948779284685074,0.6295050148310831,0.5650077215808538,0.39500441056577384,0.6298471334026481,0.6755192771276972,1.0,0.5733459803867021,0.2616754180086888,0.47546626544373727,0.41280399367113924,-0.027905490148977464,0.2256501522490472,0.6874116215931205,0.10728294525297195
Fusiform_L,0.37617233216126394,0.354912432271776,0.45886432288303086,0.398520662717431,0.5095025091041732,0.5835570142311849,0.6152432453693368,0.30398079020072005,0.218510976061499,0.3372151181101185,0.5703448042560685,0.763784661119446,0.3136983619200175,0.8353032651276329,0.5272500495565459,0.3840745655251503,0.3615151746815635,0.7999168108054784,0.15490714475129333,0.5166892601475654,0.3874301545383231,0.7379941675379252,0.5926976473164297,0.5629672380929434,0.7501424240226275,0.6023047440651336,0.5733459803867021,1.0,0.33741807756408343,0.4725489719000751,0.48018554614151227,-0.024510988014038747,0.37756336277891767,0.527407088021317,0.10761322009534587
VTA_L,0.4827560433350793,0.16803665156638006,0.13564760282310034,0.4726669689918212,0.16614847826305076,0.5033485932681767,0.3337419065718129,-0.09864248506992597,-0.12667275505061343,-0.18525215307187023,0.3561908963376424,0.23415184337463613,0.22007318804039397,0.24555871387914122,0.1754686346498457,0.2230672998595466,0.0596135373980466,0.3609017739717542,0.15416579422683574,0.4959968306650223,0.3246253061236268,0.3361098209878261,0.2416238118271681,0.4853364473214305,0.39858581707018026,0.3737159720534801,0.2616754180086888,0.33741807756408343,1.0,0.4560105270776052,0.2406177982337767,0.14243222357729626,-0.30166716519261805,0.38632311104146877,0.43739559794859634
Vermis_6,0.6235142225069609,0.12479673992313389,-0.016576057950432037,0.805801948329194,0.23153775107314892,0.8480510586956221,0.20209768419424737,0.2425802518374421,-0.21612771665108002,-0.014652134808469957,0.4621503995457779,0.23056283473091707,0.5159432208441456,0.17538442207824043,0.2947981346355483,0.45519040568725083,-0.14012818304028019,0.4262856756421376,0.1047044311382827,0.35138674386721774,0.4583707607084878,0.6493053584379476,0.42948372311583444,0.6898234994687715,0.3301278345127582,0.46553968303701904,0.47546626544373727,0.4725489719000751,0.4560105270776052,1.0,-0.029236575178736988,0.5031764248817255,0.005649790735694142,0.6520812930970795,0.6556277108223287
Thal_VA_R,0.11790966008119946,0.39132900891708045,0.7657605436331669,0.014031856021020774,0.6239088335056326,0.021965428525234358,0.6105162380008329,0.034574827768260784,0.5282852384579435,0.30288474685281497,0.5746903097799421,0.6058829659236222,-0.09699766519421503,0.4612209059878002,0.5911131323105981,0.1377247710658845,0.6473509113007505,0.6642980873663975,0.30319199900082405,0.4159409336907285,0.09174995223956955,0.18963205661861104,0.3903002673522104,0.22491374089896893,0.7061313095297087,0.4666453312455156,0.41280399367113924,0.48018554614151227,0.2406177982337767,-0.029236575178736988,1.0,-0.377614790307192,0.042710896516178015,0.3396053439875236,-0.3032835080920243
Temporal_Pole_Mid_R,0.2846597962752667,-0.19807046872948547,-0.4649653743918317,0.4516270454680559,-0.18052775232363777,0.42273984171436907,-0.09269734071749702,0.3558940087171962,-0.2344314008363613,0.12358814437992187,-0.13395215223680573,-0.10818328074578137,0.2265395535433419,-0.12964943259329748,-0.18560260594291822,0.11667583450600727,-0.4256733875776477,-0.04404436201948159,0.15423409324451193,-0.056035858806195486,0.12051521888199479,0.12445141664091822,-0.05109947520920699,0.36805260070545004,-0.07808778963944982,-0.05367806449000013,-0.027905490148977464,-0.024510988014038747,0.14243222357729626,0.5031764248817255,-0.377614790307192,1.0,0.10377840130318695,0.26567544585133246,0.3549630729140266
Thal_MDl_R,-0.19625725010159908,0.12457674089057968,0.03797509030356096,-0.09910751462133112,0.13743836838153312,0.07632135119891245,0.15600372614789793,0.6172477469352976,0.31165504951970735,0.7140791523349501,-0.0075198722041250375,0.45144083445823785,0.19729501356459567,0.48774926308949773,0.14092772460938172,0.1925480278682213,0.14960073305243876,0.28536091007115877,0.15301117040439288,-0.15453414919593905,0.047177357776917735,0.32453654303310703,0.3165735414951731,0.04200180115589241,0.24367090962206922,0.09768978025400897,0.2256501522490472,0.37756336277891767,-0.30166716519261805,0.005649790735694142,0.042710896516178015,0.10377840130318695,1.0,0.10758903859052756,-0.42832773549715286
Temporal_Sup_R,0.304771405005907,0.22998422489421466,0.3746699188838615,0.40498971083033924,0.4611295162689719,0.5969046654877747,0.489618244388749,0.355197123185192,0.19141482205832602,0.3055526868508182,0.6804783227785085,0.535184651582419,0.46774760023581713,0.25986338276146925,0.5806249889138598,0.565305691155107,0.16004465431171538,0.6890263465582012,0.385374245364505,0.2722257758865916,0.4987328252860626,0.5646189221694338,0.6312785800084126,0.38758372248402084,0.5673572968036625,0.7044780883188505,0.6874116215931205,0.527407088021317,0.38632311104146877,0.6520812930970795,0.3396053439875236,0.26567544585133246,0.10758903859052756,1.0,0.24612989614152905
Occipital_Inf_R,0.6110077436895271,-0.12216047120284314,-0.33506857101385445,0.629444690426005,-0.03567954343412343,0.6253260312997004,-0.08180751475271385,-0.25658784143044366,-0.6093164113025255,-0.5772057136451495,0.18330414621761862,-0.24093339466790864,0.2992925072522762,-0.08655287169626441,-0.026709506867984963,0.21226614726469253,-0.3899090907464268,-0.05567952674117806,-0.041377324681783116,0.32239817242633934,0.28666709613460667,0.3316419520703435,0.025623526187498826,0.4774468414810124,-0.08550705399582596,0.08338891221062543,0.10728294525297195,0.10761322009534587,0.43739559794859634,0.6556277108223287,-0.3032835080920243,0.3549630729140266,-0.42832773549715286,0.24612989614152905,1.0
