,LC_L,Vermis_8,Frontal_Sup_Medial_L,Thal_VA_L,Cerebellum_7b_R,Thal_MDl_R,Red_N_R,Occipital_Sup_R,Amygdala_R,Thal_IL_R,Thal_LP_R,Angular_L,Thal_PuM_L,Putamen_R,Frontal_Inf_Orb_2_L,Cingulate_Post_R,Heschl_R,Precuneus_L,OFCant_L,SupraMarginal_L,Amygdala_L,Cerebellum_Crus1_R,Cerebellum_4_5_R,Lingual_R,Frontal_Mid_2_R,Cuneus_L,Temporal_Inf_R,Thal_AV_R,Temporal_Mid_R,Thal_MDm_R,Thal_VA_R,Cingulate_Post_L,Thal_LGN_R,OFClat_R,ACC_sub_L,Cuneus_R,Pallidum_R,Cerebellum_Crus1_L,SupraMarginal_R,Supp_Motor_Area_R,Frontal_Mid_2_L,Postcentral_R,Thal_PuI_L,Thal_VL_R,Frontal_Sup_2_R,Hippocampus_L,Precentral_L,Thal_VPL_L,Cingulate_Mid_R,Thal_VPL_R,Cerebellum_10_R,Fusiform_L,Vermis_10,ParaHippocampal_L,Paracentral_Lobule_L,Hippocampus_R,Frontal_Inf_Orb_2_R,Calcarine_L,Rolandic_Oper_R,Red_N_L,OFCpost_L,Vermis_9,Temporal_Pole_Sup_R,Frontal_Inf_Oper_R,Insula_L,Postcentral_L,Olfactory_L,Angular_R,Thal_IL_L,ACC_sub_R,Calcarine_R,N_Acc_R,OFCmed_L,VTA_R,Temporal_Sup_R,Thal_MGN_R,Thal_VL_L,LC_R,OFCant_R,ACC_pre_L,Caudate_L,Rolandic_Oper_L,Thal_LP_L,Heschl_L,Thal_PuA_L,Frontal_Med_Orb_R,Vermis_6,Insula_R,Cerebellum_3_L,Paracentral_Lobule_R,Thal_MDl_L,Occipital_Mid_R,Thal_PuI_R,Cerebellum_9_L,OFClat_L,Parietal_Sup_R,ACC_sup_L,Cerebellum_Crus2_L,Raphe_M,Thal_PuA_R,Cerebellum_4_5_L,Parietal_Inf_L,Supp_Motor_Area_L,Cerebellum_6_L,Frontal_Sup_Medial_R,N_Acc_L,Cerebellum_10_L,Thal_PuL_R,OFCmed_R,Vermis_1_2,Frontal_Inf_Oper_L,SN_pr_R,Putamen_L,Thal_PuL_L,Cerebellum_8_L,Caudate_R,Pallidum_L,SN_pc_R,Cerebellum_3_R,Frontal_Sup_2_L
LC_L,1.0,-0.6707175561331831,-0.021814978669959767,0.01096417784209853,-0.4084561287984163,0.11192658563809628,-0.05627613713464441,-0.01088600991877549,-0.037562877380587834,0.1346654362115268,0.025780405863830444,0.04627270584325886,0.01224438080407381,0.03878280914061951,-0.11935584025369178,0.15815038240478946,-0.08249657614753554,0.07950173687405192,-0.042147571311743744,0.05885105419814816,0.18888915638706094,-0.40944477621815495,-0.07051411069569803,-0.12978005942584298,-0.011131221775340275,0.07762323150362778,-0.48130017662110536,0.07492280304222457,-0.32585334502153335,0.07299836689010226,0.008339353370639457,0.03706754378571129,-0.01961366368738367,-0.04071350254768937,-0.016665478254561855,-0.04270241728368465,0.11466910704096259,-0.4461571145901064,-0.00998106727251461,0.06568417848045739,0.16911583890260967,0.12695312559313016,0.1478692745017789,-0.03785341342752293,0.04372607862769443,0.23278738614585118,-0.09575185565100941,0.11644338849078466,0.13009639167731826,-0.010538647774085676,0.09352930262760592,0.019554727075694143,-0.3552257971433902,0.251431424366178,0.07614306719397543,-0.05189821001624807,0.08629189179755362,-0.24437651114057202,0.0037838306862237824,-0.09353071245933232,-0.18930401013285936,-0.3815539727503602,-0.4233628918483937,0.13718664932891023,-0.006823774673498019,-0.1714118363026402,0.21671991326397577,0.09659705871179677,-0.1484052009318167,0.10604111561727472,-0.17083632387730213,-0.08362937601025897,-0.2958770256924013,-0.07486876494853949,-0.0644216843238013,0.021843529770979014,0.08532387820467488,-0.10076670961546794,-0.10392757332196036,0.0076589439937515165,0.15637325759606974,0.10262765304708911,0.08390890331072062,-0.3171002475190024,-0.06781528572685058,0.10777753443060821,-0.3139122071798979,0.05481024164307914,0.07429227074952731,0.27251572610632363,0.046182610496769895,0.0877336639701465,-0.14169730629838326,-0.42605853764212115,0.16174715142736062,0.23397707670714116,0.09944495340126103,-0.007883373657354606,-0.43851214756099177,0.04465068320789121,0.029262996322518355,-0.061405969511299854,0.17408424842095593,-0.27396830620339646,0.08655052141694553,0.03765893931367083,0.1444086944014913,0.034197308654246104,-0.05690393363391303,0.0606382498609132,-0.09755551747856565,0.08918147468319833,-0.031437939038419696,0.07714031998835151,-0.45706651700205914,-0.023447963961792776,0.25788413157289286,-0.18671070718432667,0.03173042420342949,0.10137171817974178
Vermis_8,-0.6707175561331831,1.0,0.1710304955599297,0.18070324438023647,0.3923461876717958,0.059372808506514725,0.2528030450726899,0.20689653138174127,0.18710578261946495,-0.05992427934184654,0.1847895363973176,-0.0014038646041858276,0.2725396933311812,0.24297550683342817,-0.022408545428382082,0.10812083187614537,0.13338845632558907,0.15566129119063907,0.2618895978164776,0.20306829213966962,-0.08218302087630101,0.502748068550766,0.41468355337103935,0.36105258599561885,0.23984959314233686,0.08718241581785556,0.8003313611808872,0.02794318956142414,0.5811420464875646,0.23800303276448526,0.04548989978201104,0.19927437883830015,0.13419572035673716,0.3227410114922367,0.1869521920121009,0.2492444208139852,0.07024861416560235,0.41834367089443614,0.2474701197782798,0.19855304807086122,0.15617210377464233,0.12995685180126856,0.11964587895424784,0.3790091798770985,0.13375563086700162,0.05562281129246832,0.4166753223029373,0.1681229971667249,0.19826217821221265,0.2350876855719339,0.16132734243780775,0.14069859383273814,0.601330461066132,0.01696014735891323,0.23997841786517873,0.35183150079082076,0.07653487972364476,0.4515023218196996,0.20516381464974176,0.2628869438676045,0.2711296320223282,0.45139395955911205,0.5383350544439123,-0.05231470228369332,0.09757163113124966,0.3913972195454702,-0.050115007752733955,0.05789009876552633,0.3544046809330331,0.09986016505990891,0.4212437793747928,0.3253860976715661,0.5206792046403415,0.0786945485992452,0.4968550251361628,-0.022467000596942423,0.10115008245204488,0.22299689605918077,0.3503512532135042,0.10631707397757172,-0.008228832363807552,0.11770976592226795,0.2206242086963631,0.38777833437870696,0.22688925131521118,0.012866667221105462,0.5452973579392364,0.16151834383692495,0.09807684193359854,0.010691053567625824,0.10396702163723934,0.052302885647107056,0.22925528608265716,0.5009205284748859,0.1003738852225358,-0.11471027733552412,0.13031416276829974,0.00814534406071587,0.499339308197693,-0.007988236073878514,0.29455727203334353,0.3217199006405477,-0.03498512427908423,0.40542031559381486,0.12549214080178683,0.13902888965054055,0.14650229711606844,0.14910911984871947,0.24556118546320646,0.2085523777917509,0.35756817611972286,0.010900874372438949,0.16152453062683095,0.07429816788258133,0.5655147409314123,0.34839530777199557,0.058208501929355005,0.3853821227718355,0.4137059278899778,0.14029469082102244
Frontal_Sup_Medial_L,-0.021814978669959767,0.1710304955599297,1.0,0.6082615709127934,0.02397775443836021,0.3318737033226461,0.31454864295703167,0.15322673762781608,0.45895460685440465,0.4084856633106543,0.6632265201834607,0.10570609855066851,0.8675125230469144,0.8215182905870102,0.6639257819657888,0.42647571274946805,0.70452246378205,0.20443164673349767,0.4733599859400482,0.365813053078698,0.6445645912229936,0.2658284532755851,0.5676567371852207,0.2815237435418109,0.8331695127215676,0.1655566702050425,0.17283775203077667,0.5318870221236477,0.100546761443996,0.3025616535544894,0.6850530235696559,0.5217851819339591,-0.0011650248068234218,0.3431914355116743,-0.01758919498342159,0.26006767469904263,0.5802238683652268,0.3475191085103479,0.5257603903145841,0.731434188632411,0.8038961237975609,0.6537797172744031,0.6672619710023301,0.6654207209737235,0.9112194052132302,0.8329637995004857,0.40877040582956925,0.7079730498903251,0.7418493736746608,0.8518590642994353,0.6747977762040878,0.6698270091526033,0.5290912314104187,0.7529371808964145,0.7594135598633953,0.6411395126569074,0.3422936571944201,0.31874446853448196,0.5357949727064094,0.6371128458910279,0.27559713114373086,0.19960845201932828,0.3168216877676253,0.5997207949666735,0.49013793416477947,0.3703624917670508,0.5334114612539044,0.08167455270637561,0.6342996895053707,0.5051416251357785,0.4484231076169725,-0.03993289120418561,0.3319367749134899,0.4868139881842574,0.5367255573588575,0.10105065742581325,0.8174031758296146,0.14107101085964668,0.46820813125454175,0.7444776653492766,0.7112186462691179,0.690972698692909,0.7112687854918502,0.6606246971317551,0.7315749333613045,0.5004868428708258,0.2638903291634433,0.5384042472644974,0.4850281291277174,0.6336839705721717,0.5337293987033862,-0.25820308077214227,0.2206613883157221,0.4478836216681771,0.3235588383935112,-0.03320625536077062,0.8102312908675242,0.344733346985545,0.3365389247158684,0.10807085779181078,0.7816907782105619,0.2511842537622999,0.76548306629378,0.4062044577022609,0.8851683211627112,0.32419329379580514,0.6238875959265929,0.3862648966810328,0.38042267945577884,0.6862324768468209,0.5256144252818367,0.6913557031225863,0.545903062892986,0.7413757232436943,0.4843785351130412,0.855212715175417,0.38011297735691046,0.37070479959990893,0.5580151034663516,0.8835564387976769
Thal_VA_L,0.01096417784209853,0.18070324438023647,0.6082615709127934,1.0,0.008524009959368539,0.2659201004050811,0.414322857767191,0.199102744508881,0.3838925562204176,0.4162773705261876,0.4904208830163895,0.08771989433880673,0.5607703997057697,0.671611767986494,0.45714445704591633,0.4230742410819028,0.5183908477774105,0.3093594947942887,0.32069397307711256,0.1996785953343054,0.5108857091288111,0.16681920040268172,0.4296404964772895,0.33446296208003173,0.5178515023466084,0.24593424376061074,0.09940429735082712,0.33734705123801384,0.104574594600533,0.5206835414400812,0.512472853330699,0.5263637001637443,0.33397513268875717,0.34467400315419217,0.29795971358606116,0.24594311713806677,0.5810592935499549,0.1963410327640824,0.39557061852239817,0.5723273650543489,0.6240629974562478,0.5703961500912721,0.4047698977489412,0.5792706049124356,0.6286100417966924,0.6130064107310026,0.3669756906202005,0.48175810201579067,0.52523055888095,0.5033646637954431,0.6246137987603413,0.4449851004984325,0.46386075042335,0.5678215642508684,0.6213116708207174,0.4798181090710492,0.49117130672921494,0.2685684401938219,0.41259326942486974,0.37418943954417616,0.34317086981539735,0.012839729746399214,0.15702148942492197,0.4966230154714457,0.49548631586096936,0.3271563945015857,0.36710406580881355,0.1792461921162452,0.5533166438252427,0.4473460394691292,0.30599537103719987,0.12314693540492484,0.30023740053491726,0.17865848470981446,0.4027917048818525,0.30939416181987633,0.5862311233656998,0.35731965222370055,0.3216993020815962,0.5284423291421568,0.6463354314171218,0.5398105416496132,0.5373447824534499,0.508470019674234,0.5076603076351268,0.35286776863330943,0.22606848561147358,0.5800371784234358,0.39210234975433944,0.6090731563479485,0.34835095972327906,-0.12366176216101005,0.3967745725155629,0.22066006906452126,0.36890275199960915,0.1180469056972642,0.5930676698971487,0.09499883739369229,0.23444306252204353,0.2687210749292018,0.5998587651722651,0.27225227496839566,0.6296896898660991,0.24663313901679226,0.5668866965438777,0.3282090267482353,0.4940920175433918,0.316532993361667,0.27240860889902635,0.6036818229526671,0.4797417800184898,0.39526858718617786,0.6330940230436262,0.5173353730697298,0.31472563015710486,0.5803095524895038,0.5418735809230606,0.17233840460340177,0.5403824563251192,0.6880366999528319
Cerebellum_7b_R,-0.4084561287984163,0.3923461876717958,0.02397775443836021,0.008524009959368539,1.0,-0.3288844883967633,0.3144922992176814,0.28689995354819087,0.22087593584693987,0.14711067910629494,0.23614857246658474,0.08796853247697475,0.00045069447876009306,-0.05401391268464053,0.0377009344132153,0.09145737959221872,0.1521469041873419,0.0978272226860031,-0.253115371785365,0.14193493245323036,-0.22867515438424735,0.7524127871840204,0.24044286146652602,0.3736932283791035,0.07467204599295747,0.15214326195214978,0.5081654712170331,0.3092053827294648,0.5776319036871443,0.0132197946754973,-0.06142715884169612,0.08522302338777533,0.007559127815722716,0.20528652330915836,0.02074671650265551,0.058250522717256926,-0.06571163407809899,0.47815698224087416,0.20617421760953064,0.18293824802433495,0.04187287707202313,0.105328839316482,-0.13267422900671585,0.1542800862336506,0.04930076976236471,-0.1152225188636916,0.3252687756089311,-0.14216344853592786,0.06758104716710009,0.18473164923649432,0.07626199089878005,-0.0031019026601850747,0.39361478233094926,-0.12965860450247402,0.17518248787394555,0.24788950183686584,0.3231181123807878,0.40887614030036845,0.12578064672791026,0.2549041773305288,0.4285089639654397,0.6250198558652907,0.6704483327780032,0.23671642345429877,0.10288878082024303,0.29628194170626787,-0.033101307931682,0.20134570111609137,0.3095634402961479,0.03897561367759485,0.477251511338394,0.15393665907527884,-0.07738042229342786,0.19171966661267376,0.22389286308763845,0.4376161452406297,-0.1399507207961234,-0.09882265731031462,-0.2932279919441465,-0.06104359914369628,0.05410502542375628,0.24883351163290643,0.070122018704582,0.15977010430912394,0.21888606262493726,-0.005813874568538757,0.5323366108927469,0.18615879734623703,0.10398760678327154,0.003588545139619152,0.01636857281186454,0.19960784054859596,0.05332231121471017,0.5666589997546054,-0.38076169787086944,-0.17028803411758087,0.2266435749027621,0.41166669716830284,0.49902131619064677,-0.03526115254434365,0.08503113950906573,0.25051303115479284,0.06606821243225135,0.3965472465727208,0.1464081779655832,0.3757726119435733,0.17270421221892457,0.14981473574877988,-0.2433867092989772,0.02918901338637811,0.42842768858392016,0.20487163220715326,0.20336676534812112,-0.07073381032746855,0.32365464273780936,0.13338845201798885,-0.04209389836318536,0.3961863039105503,0.11830893412719569,0.10819962407034164
Thal_MDl_R,0.11192658563809628,0.059372808506514725,0.3318737033226461,0.2659201004050811,-0.3288844883967633,1.0,0.2563426631406215,-0.1310291243563659,0.12457674089057968,-0.19374716742059075,0.1281797142986065,0.15179684164354576,0.31727668794690284,0.39686313350181995,0.310868067219438,0.15301117040439288,-0.07161113645481584,0.19729501356459567,0.6077839543012687,0.19483797780033502,0.3721549451054527,-0.2346903551306018,0.2632806926730506,0.190417635664977,0.28536091007115877,0.07804000311530045,-0.23399644956570265,-0.15453414919593905,-0.32828847799024574,0.2172592870979247,0.042710896516178015,0.2463404022816753,0.289221173206309,0.3748891579934724,0.43964140358729914,0.15920160908926978,0.03797509030356096,0.11772331694589906,-0.030267635249085968,0.1505142153205689,0.24028858387094262,0.23359638309522843,0.323837831144645,0.5717558408242743,0.24367090962206922,0.45144083445823785,0.037274981403298595,0.6886917711716461,0.3622356530209,0.2596659664030385,0.2897840177632702,0.37756336277891767,0.19063247754065824,0.3236104069429254,0.28392564094061706,0.17739099072542994,0.00011694482940054774,0.07632135119891245,0.2256501522490472,0.3872062660804028,0.0942526876809127,-0.19625725010159908,-0.33860615276876,-0.061849661480275944,0.13743836838153312,0.10095353292170317,0.3348393909172709,-0.05843612501685861,0.20468618483242962,0.21091058554146763,-0.035736877264607,0.3830602582480853,0.6172477469352976,0.15040065127279412,0.10758903859052756,-0.26586357125382265,0.443188924480092,0.32954135780064503,0.7140791523349501,0.3083427139526899,0.2532104466713908,0.06995862506198956,0.30768507380857407,0.3364292604015864,0.051631647323882535,0.14960073305243876,0.005649790735694142,-0.0075198722041250375,0.32453654303310703,0.3165735414951731,0.24237065878418,-0.0871372343590889,0.0701670509498368,0.04200180115589241,0.6840330067583625,0.19890394995054766,0.16528372325879978,-0.17366533484977545,-0.10708662267206535,0.3367008977071136,0.404647364510377,0.12506328271849546,0.21024717562168171,0.1661092018493037,0.06851925532797504,0.23102682816818612,0.09768978025400897,0.35026024488327834,0.31165504951970735,0.2894115876096091,-0.0824038067376136,0.14847390669472235,-0.030584524212270668,0.15600372614789793,0.27528685196127134,0.19709320500271887,0.32214458349417796,-0.1215629213446101,0.3170151954516739,0.25361464641716125
Red_N_R,-0.05627613713464441,0.2528030450726899,0.31454864295703167,0.414322857767191,0.3144922992176814,0.2563426631406215,1.0,0.3782644559339339,0.46271741572814024,0.2753345819753317,0.5689681677681351,0.17459204335529255,0.3784081788010024,0.31858396931227656,0.42995853755969093,0.1344973492717674,0.24584126023450387,0.3179531487231093,0.08060745892022546,0.3066524966700218,0.13000980540145074,0.4644291614288014,0.48743785935187134,0.715222504100679,0.45271598994526036,0.3218076150301711,0.2748996128348509,0.45040438528024285,0.36461750515273544,0.3849739174702412,0.13177718334982239,0.3499757488980429,0.32990022746639486,0.6317815382533756,0.5902525763951902,0.21629883537598138,0.33704101316766255,0.4823377866701213,0.39620159556240686,0.5293874468726014,0.3810119933779431,0.4485594889041217,0.25354873763454344,0.7000200795772501,0.4210950340179167,0.4476945595334998,0.3440912504551451,0.42488654768490103,0.3796577842799221,0.45344914469813186,0.42855182592926455,0.5648126623855546,0.5128819853166393,0.3147173398829306,0.562851892439975,0.5054978665150731,0.7039102446153823,0.5464482268513475,0.2669820482151727,0.5026092917363497,0.522815960892648,0.39260849039602896,0.37065577737612115,0.31085272475487175,0.3286327003068086,0.3644872968636663,0.2451398373453524,0.24828908245117717,0.5554255920660397,0.261177803517911,0.5652657416351576,0.3846516017867951,0.26720458156739085,0.43081777485139405,0.37875232165623907,0.49956616620781824,0.2807640855455666,0.14263200415383573,0.13589801430547258,0.2393611664792999,0.5791682025232309,0.36079787805274266,0.530736524181916,0.3044435472237078,0.47387272934604496,0.25717968484222714,0.55439512495791,0.4798514716585559,0.6105038403780215,0.448327406127551,0.20069250237314884,0.22312749507396848,0.3788632349510025,0.4941845538794751,0.14243724248951592,0.07018153794038375,0.5200014822251794,0.15751256480791728,0.398317227010922,0.33898275631998903,0.48035245954426714,0.3652378208435809,0.4731328429371464,0.6116279845669262,0.3059880356710936,0.5490416700450358,0.4140327408737882,0.5534713809793345,-0.07831315057947633,0.4299359214948135,0.394514779960516,0.24866187873220913,0.46548028397982244,0.3398763091380164,0.4152002160043869,0.3652925746394241,0.43891434652147693,0.290833002184209,0.5494305997260172,0.456151720801706
Occipital_Sup_R,-0.01088600991877549,0.20689653138174127,0.15322673762781608,0.199102744508881,0.28689995354819087,-0.1310291243563659,0.3782644559339339,1.0,-0.06045753236910807,0.5707736575170965,0.35015003944574236,0.6289891702261101,0.10600350910651045,0.20533965586006128,0.0014630190082665126,0.13477237894405292,0.05924019018427597,0.827677663257119,-0.3245891015365915,0.5667148492904018,-0.2959197263692948,0.43309207264302674,0.6228445190259164,0.739549382160544,0.2287231208533041,0.843731790785213,0.33201768658438136,0.38981270550458585,0.6988082378721777,0.4268080411516474,-0.1107236969374376,0.3855226232690071,0.2656803915443159,0.45465131969783,0.04125929856703196,0.7692110264651438,-0.10224344701280426,0.3688171568719113,0.8111215299150022,0.6129428888637488,0.25069988933589116,0.7170475338356144,-0.20032785262739664,0.32485767027611706,0.21508207534459006,0.2177951162011277,0.5531270167936976,0.06095041480519321,0.45352942086389547,0.18457704593179194,0.39216073286084546,0.3668655163475883,0.5289317809335167,0.0017524411696773978,0.5655374719384602,0.09084778669575068,0.11483985465378999,0.8190064308564505,0.2688708796663706,0.09985825634892115,0.6804346272956199,0.34191420696869884,0.38682610855105865,0.3237787580629916,0.13102077585185448,0.7491071844649297,-0.19433982439807557,0.8228941550272528,0.5710594192159796,-0.2888187780050943,0.7499358248975445,0.4643746862185288,0.026307324496334328,0.3405424324646511,0.48780057376759617,0.46922213422408887,-0.19833828732866315,0.31504906396721893,-0.24634773714787106,-0.2045398052799318,0.1509018217090771,0.32431790266879523,0.3202162313178564,0.22964927157297085,0.1490134490061745,-0.3434615798584265,0.6927413109292937,0.4246535255574898,0.5995771106860571,0.5381957294947398,-0.3620718270274391,0.8109557595741584,0.49948949191368763,0.38085324761998474,-0.1891164924745327,0.6764527387998809,0.4628601884151628,0.12243668567330397,0.3514394720383724,0.5625112685224227,0.32717087959768054,0.7567192725582546,0.4218502635564053,0.5325307107249244,0.37098957921848735,0.6003891209701862,0.36038413537525527,0.6945131498620876,-0.4411058430971511,0.18622927702870312,0.45268146015978444,-0.03899251183122155,0.33832041934283746,0.2399460306370772,0.3524546500748823,0.1040461045587179,0.12279265726312776,0.411373281209555,0.3493865328972702,0.3001544917997077
Amygdala_R,-0.037562877380587834,0.18710578261946495,0.45895460685440465,0.3838925562204176,0.22087593584693987,0.12457674089057968,0.46271741572814024,-0.06045753236910807,1.0,0.0398889772504554,0.3779944937200019,-0.3171795326133986,0.5413174907445422,0.43991558170465545,0.3965990498753182,0.1830765970702889,0.47867609957565177,-0.03269763536246809,0.35509223718696264,-0.12112353501874379,0.5786974333933328,0.31393033835170564,0.18255071102666695,0.212679397992963,0.46976982948607865,-0.08736852941085241,0.30234038668944807,0.49873945344581727,0.16946847560276676,0.06785351642053984,0.39132900891708045,0.17899200760400372,-0.0743229484392445,0.53751739804442,0.24492110249573967,-0.21971075288771513,0.5909217960867559,0.16779692414047329,0.108848442686905,0.36087267380542737,0.4474163394278032,0.2329794613522626,0.5839505715518724,0.49383805070407477,0.5362357866961456,0.48539432920027586,0.14100215876025976,0.34800494931149695,0.2513684096486087,0.6217725584720907,0.4031504395265461,0.354912432271776,0.26320912867560986,0.5286636800510451,0.3948193412146126,0.683183065535696,0.6107712098560464,0.04537040569114832,0.21205562956567706,0.3532390710678169,0.05905274378718833,0.24188822931151727,0.2617479520673378,0.310528884401856,0.18669976831474422,0.01441861145708173,0.38052500504789577,-0.18731693585024298,0.28415155191944136,0.5306270276029412,0.24008383061950173,-0.13928136568458307,0.19723752108130096,0.23500626103426156,0.22998422489421466,0.2566535484042998,0.5465108499203576,-0.09099210406951319,0.2635205925399057,0.5026520125707723,0.5638323468224115,0.24282878439989222,0.41900143004292373,0.2960621644706608,0.652423933826379,0.6128277685237569,0.12479673992313389,0.30324457754707423,0.1225970121706711,0.3502308061155739,0.5826863758836742,-0.29749496072918535,0.07669498602526506,0.24821950659796974,0.26525619047658777,-0.2994519557989799,0.4258688948227061,0.28696285449631637,0.3721687340186361,-0.1562487042817426,0.4116790459003999,-0.08026232661856464,0.46468534337752415,0.13417653278980513,0.37252838546642364,0.19206345665246424,0.37255129273164456,0.03335108365294572,0.28951329268131776,0.4318927889527726,0.2807129246128673,0.4361769118095879,0.33987875003664203,0.32948894840606496,0.1574314479081586,0.5880017138077832,0.3081756822382967,0.165698441199476,0.42211415873102,0.5201079804307814
Thal_IL_R,0.1346654362115268,-0.05992427934184654,0.4084856633106543,0.4162773705261876,0.14711067910629494,-0.19374716742059075,0.2753345819753317,0.5707736575170965,0.0398889772504554,1.0,0.4708242816716649,0.3377229411773375,0.3035594513277957,0.4882938758057269,0.23867014196767292,0.3122892374056575,0.49225164807751604,0.4812194292361724,-0.28657491555025794,0.3784915247306564,0.061218671452957195,0.3353139221291126,0.5221024389944274,0.4531650444308873,0.43484132972052597,0.5254220550868623,0.10104255122171744,0.5026294579518636,0.3223820064956589,0.6760180624119067,0.4514901505934997,0.5097770300738703,0.314138192956194,0.17113458079172988,-0.022045448837006938,0.514897087854893,0.3994920556383171,0.21911972318674255,0.6627743508817356,0.6389775256983232,0.5139060466547628,0.6629594475342124,0.07215785421619576,0.2687242877493089,0.4745384529166704,0.42429464645577164,0.4854119883758239,0.1634042988804916,0.46994959122166385,0.2879292117457632,0.5648389262644695,0.4441096037053817,0.4712214898923817,0.39468715099685575,0.609142891336558,0.31256381854770315,0.36108065544410906,0.5087158929478531,0.38835255081313963,0.17327424887497006,0.3987396754084346,0.12555258445365075,0.25859297756805305,0.6675099201469551,0.507895009026422,0.5197633274390968,0.18845399215727573,0.5369916466390182,0.5708295758152401,0.1700770115003922,0.5282950225361268,0.036765040347999794,-0.2168029029496518,0.3039519594891465,0.4602493288464614,0.619530761865423,0.16371349702748333,0.3345921201349395,-0.24230021943133276,0.19281667319888704,0.45884912032601055,0.6367157185630158,0.45824244246628026,0.2818510729811124,0.32122882789921053,0.06811157331711122,0.37025740683057556,0.7420195838186145,0.5282662891831521,0.5879640478839426,0.001729491433837298,0.26591843867695547,0.6066130555600131,0.23965004627778957,-0.19674106909718225,0.32902811189192976,0.6027511725836416,0.1949747302764655,0.3153490281914942,0.4683104076330713,0.4494066181912876,0.4529144187525873,0.5810079463645875,0.3479705502998486,0.6245035453641757,0.4027498586016863,0.5239483619027642,0.47699560516383294,-0.1668184191543027,0.45125419086992336,0.6033173094687697,0.3374386707206099,0.697997100502759,0.6057844812695411,0.19422927747298407,0.34521600178841877,0.45566424255766025,0.17372865307704632,0.3919133561749738,0.5492191055230073
