,LC_L,Vermis_8,Frontal_Sup_Medial_L,Thal_VA_L,Cerebellum_7b_R,Thal_MDl_R,Red_N_R,Occipital_Sup_R,Amygdala_R,Thal_IL_R,Thal_LP_R,Angular_L,Thal_PuM_L,Putamen_R,Frontal_Inf_Orb_2_L,Cingulate_Post_R,Heschl_R,Precuneus_L,OFCant_L,SupraMarginal_L,Amygdala_L,Cerebellum_Crus1_R,Cerebellum_4_5_R,Lingual_R,Frontal_Mid_2_R,Cuneus_L,Temporal_Inf_R,Thal_AV_R,Temporal_Mid_R,Thal_MDm_R,Thal_VA_R,Cingulate_Post_L,Thal_LGN_R,OFClat_R,ACC_sub_L,Cuneus_R,Pallidum_R,Cerebellum_Crus1_L,SupraMarginal_R,Supp_Motor_Area_R,Frontal_Mid_2_L,Postcentral_R,Thal_PuI_L,Thal_VL_R,Frontal_Sup_2_R,Hippocampus_L,Precentral_L,Thal_VPL_L,Cingulate_Mid_R,Thal_VPL_R,Cerebellum_10_R,Fusiform_L,Vermis_10,ParaHippocampal_L,Paracentral_Lobule_L,Hippocampus_R,Frontal_Inf_Orb_2_R,Calcarine_L,Rolandic_Oper_R,Red_N_L,OFCpost_L,Vermis_9,Temporal_Pole_Sup_R,Frontal_Inf_Oper_R,Insula_L,Postcentral_L,Olfactory_L,Angular_R,Thal_IL_L,ACC_sub_R,Calcarine_R,N_Acc_R,OFCmed_L,VTA_R,Temporal_Sup_R,Thal_MGN_R,Thal_VL_L,LC_R,OFCant_R,ACC_pre_L,Caudate_L,Rolandic_Oper_L,Thal_LP_L,Heschl_L,Thal_PuA_L,Frontal_Med_Orb_R,Vermis_6,Insula_R,Cerebellum_3_L,Paracentral_Lobule_R,Thal_MDl_L,Occipital_Mid_R,Thal_PuI_R,Cerebellum_9_L,OFClat_L,Parietal_Sup_R,ACC_sup_L,Cerebellum_Crus2_L,Raphe_M,Thal_PuA_R,Cerebellum_4_5_L,Parietal_Inf_L,Supp_Motor_Area_L,Cerebellum_6_L,Frontal_Sup_Medial_R,N_Acc_L,Cerebellum_10_L,Thal_PuL_R,OFCmed_R,Vermis_1_2,Frontal_Inf_Oper_L,SN_pr_R,Putamen_L,Thal_PuL_L,Cerebellum_8_L,Caudate_R,Pallidum_L,SN_pc_R,Cerebellum_3_R,Frontal_Sup_2_L
Temporal_Inf_R,-0.48130017662110536,0.8003313611808872,0.17283775203077667,0.09940429735082712,0.5081654712170331,-0.23399644956570265,0.2748996128348509,0.33201768658438136,0.30234038668944807,0.10104255122171744,0.22165959047924494,-0.11103743651468384,0.2758972464533119,0.22599112642875507,-0.10361011505853292,-0.006574868840564823,0.27425562859811553,0.14106726478350431,0.0861287298824824,0.23485784791189357,-0.10718015746193237,0.6337604758543206,0.5113687335094741,0.40939578663525433,0.3422369720410444,0.07464894903364633,1.0,0.21782002956495378,0.8176553223199329,0.19302784562154077,0.1131214048846817,0.12380401762644377,0.0658632967540758,0.2981034403774128,0.0439700933965791,0.19625185198680417,0.16116066864949122,0.3281752883149733,0.33267950145892244,0.27606992420293736,0.2496197187693916,0.18029016872429265,0.19438564884615714,0.3012516641873745,0.22119613052684128,0.10260135859993053,0.46094480773540203,0.055224171619291273,0.1512729795062327,0.3128220129767161,0.23393263502340766,0.213351986481627,0.6138334416771656,0.10981892898995833,0.29604001659518253,0.5108273135854228,0.23500886604095014,0.48602784483280387,0.3411127830532284,0.25830768020402267,0.320368896907591,0.624283107969628,0.7414518113779985,0.17270386054333253,0.15711320355470831,0.3723513411255216,0.011442573854831809,0.048848548168247935,0.31964809931869875,0.15831726803296545,0.5934873063872741,0.14528549952569283,0.235662345548403,0.11774731274389601,0.6214435224811414,0.2059898456366209,0.03786335999612753,0.013816210327074863,0.0873475871642884,0.14619025168002672,0.04776867700317734,0.23353270996068756,0.22257084909187022,0.3118042924675799,0.30452932245163966,0.12773344989358734,0.6438070479039452,0.3258252489996177,0.15721997874270202,0.08464836404787007,0.1334015859318837,0.10587345803252604,0.22677563638295992,0.49657475521742245,-0.13090580982282052,-0.19589266464718466,0.24026177315039407,0.16540766439917862,0.5784163293238528,-0.18897750262997626,0.33559918807078815,0.2726072306538245,0.07164286400702898,0.4486128519648189,0.2747539093637426,0.12073325230633526,0.3403211310097425,0.09129823154996251,0.15730166280182012,0.2831086405555763,0.4414861790979621,0.13131007011814105,0.2610934025248434,0.11549085578844642,0.41286842266560014,0.43721266207646614,-0.03557565621624513,0.5646567342187401,0.5072602085077996,0.2331146359831371
Thal_AV_R,0.07492280304222457,0.02794318956142414,0.5318870221236477,0.33734705123801384,0.3092053827294648,-0.15453414919593905,0.45040438528024285,0.38981270550458585,0.49873945344581727,0.5026294579518636,0.694498591924641,0.1485575840404591,0.48775130027981917,0.37685914953789407,0.4447354311123614,0.34586403027453816,0.5474823609891184,0.1726958836063417,-0.11814921259958958,0.28297927809959184,0.3008111622372855,0.5642611099543389,0.3701902669724372,0.4011000521826239,0.4557299731295108,0.30777789001312306,0.21782002956495378,1.0,0.353862625529296,0.10440369662504675,0.4159409336907285,0.4068690516647008,-0.25217176781111933,0.34288979002835573,-0.22104132539191004,0.14997638521143086,0.36835124309782535,0.45757018006182143,0.5298735538578175,0.6120916034989968,0.4627226233963596,0.47718654321076903,0.2495302296575747,0.3954554401002649,0.5899302609255241,0.4661439455678956,0.25850948382336414,0.15767053776729276,0.44190800861662966,0.6799583856091579,0.3706533522020652,0.5166892601475654,0.36934299688768374,0.4115140497434039,0.5371762187720428,0.4422341395363563,0.44363554348957346,0.41529691629389304,0.2006099012367489,0.34726774127678434,0.3597080371385091,0.4828215760462661,0.4727006078880177,0.5261226560591354,0.16896719887125233,0.26922275870449963,0.1745865519897866,0.24139376935070408,0.5211878702833784,0.20036492592328373,0.612934471275973,-0.10427785601294529,-0.2358945235383328,0.5388084506506439,0.2722257758865916,0.41374452820298063,0.3702300625934772,-0.10199283772995936,-0.20086701230587944,0.21742756780357603,0.6425722406032411,0.49313271475820214,0.5349612707269181,0.2310510329384797,0.7214663931434502,0.26091766941191535,0.35138674386721774,0.36137812755843834,0.374274307206673,0.4130160320910912,0.19914093198877827,0.048113551465501746,0.10509103454857796,0.5097345281623088,-0.18456591967164923,-0.077948573472543,0.670357944496067,0.616166233402222,0.508714542300879,0.14181034370092796,0.4242892823666091,0.24408919589443287,0.59552571105029,0.4395813142095579,0.6242204177690721,0.4458945091928284,0.389483690214954,0.36202588652155226,-0.16866570500119765,0.3607943433062555,0.4895580176331743,0.4533426070928601,0.43819400614120313,0.4857958394827671,0.3486087268854982,0.4842264273972364,0.2502593959775269,0.4121499631848472,0.2593263780099865,0.5401077218392096
Temporal_Mid_R,-0.32585334502153335,0.5811420464875646,0.100546761443996,0.104574594600533,0.5776319036871443,-0.32828847799024574,0.36461750515273544,0.6988082378721777,0.16946847560276676,0.3223820064956589,0.2870197481030779,0.22555961544046088,0.14979447949076424,0.15044435309567003,-0.1333540928049982,-0.0009118912794426268,0.16739620691541376,0.4845075059191242,-0.22192380770189937,0.437412319371716,-0.31175032190100094,0.6967196590576796,0.5799757884859641,0.6425825637949264,0.2814564723959354,0.46507234467209185,0.8176553223199329,0.353862625529296,1.0,0.2509175098834453,-0.055048007688793976,0.22098256786835388,0.13177695553450236,0.3737831773260234,0.020312983984829266,0.43905807237445843,0.0004140999949436832,0.3867904456368537,0.6053572355107845,0.4303186949317835,0.20553954304923602,0.41401313845209714,-0.016357367205263863,0.3090969382566793,0.17915342451474445,0.08443954520270601,0.5574960956542591,-0.026940789450506965,0.27634989154462736,0.2447430084607624,0.2988833042240696,0.2189700529534444,0.6109098320760605,-0.005029658747337987,0.40400926400324116,0.35191689279390165,0.2356397580937229,0.7247844753745223,0.3405655317299563,0.18964816227631387,0.5378887067693794,0.6165758042250065,0.7370008319389054,0.26756868939363126,0.09139934443139197,0.6154635396585866,-0.12872380692078295,0.45120646219824495,0.4536864921806863,-0.10101126365904352,0.7707448962859086,0.32640020181888163,0.05623403847301239,0.28953273960966547,0.6209812263483916,0.4220831811918425,-0.16941699768933322,0.05488264231834767,-0.20760658879770563,-0.08751383601880741,0.0549145867339782,0.2883704153017446,0.22935822480094445,0.2859548835841145,0.23549509413536376,-0.14954450095434943,0.7945890981254761,0.37307791963825726,0.3619564570722358,0.26802790444238167,-0.0983108736307739,0.5174898742976352,0.33754997433813816,0.5185330668533729,-0.32942398733931993,0.13990983598945406,0.3235519510368111,0.23820354099135282,0.5618924201061658,0.11100700825036963,0.3189248594747515,0.5524937352121866,0.20570269416745424,0.534624351467484,0.28903466304326697,0.3975256527123976,0.40459990177953614,0.3827365587264343,-0.22294909560139264,0.2290755483484623,0.5202580119668173,0.029215698666785514,0.28136156774223264,0.10648469757591414,0.3726186725713706,0.28001011327283337,-0.02987539740240105,0.6488655864360138,0.4547416111463966,0.22906076345893236
Thal_MDm_R,0.07299836689010226,0.23800303276448526,0.3025616535544894,0.5206835414400812,0.0132197946754973,0.2172592870979247,0.3849739174702412,0.4268080411516474,0.06785351642053984,0.6760180624119067,0.27262743597423034,0.24862153645362217,0.3283916656806532,0.5875623447335184,0.10840097777064996,0.3562451232401949,0.2557843657160447,0.5617763448377276,0.135693212324559,0.30641207464981257,0.08696149674284048,0.15341041168647684,0.5742071640675677,0.4980221308335326,0.3952774322297982,0.461893522406137,0.19302784562154077,0.10440369662504675,0.2509175098834453,1.0,0.3220815252054547,0.5634085886553384,0.6796773295288415,0.376724670970347,0.5182226501385419,0.5290837613659043,0.43452852461038105,0.037852214135408936,0.47835906296619535,0.49710365418016267,0.5408968566323606,0.6131321488131749,0.24167381949216304,0.5166789774091152,0.3370952494684282,0.43461978492683806,0.5396701560547147,0.43609922556810465,0.45891371519222124,0.15677757046911342,0.5797385465876713,0.3470043403379393,0.5332773063483526,0.3843638111325556,0.5889567890473223,0.39245110436501585,0.3924355947828898,0.41998924624908274,0.4158539479427374,0.17807538926484598,0.34875191398243566,-0.06305608122954844,0.07698036262782243,0.35282950471498176,0.5697115855051552,0.5361919839705916,0.2924562704469909,0.44553937474560085,0.49266148446670815,0.33955902371609553,0.36408877942269763,0.3412508095310352,0.259333126824861,0.03619673868569792,0.5988470603711868,0.4860807668426761,0.22585933345107329,0.5222410374659306,0.21208802190830248,0.29561850155138003,0.35942427789940407,0.5040639505821631,0.5020550882334415,0.39164614308741663,0.13754568645048781,0.08895110721418942,0.37024156367211597,0.7323538165353104,0.48740392650218595,0.620625857656785,0.16369005221554084,0.24839874670500725,0.7093430119319013,0.09169636752125793,0.28634677503765654,0.45003546881816625,0.42246628123630364,-0.20494412776971654,0.18914764755751248,0.5289318159211921,0.5255183499721034,0.4938642085658943,0.40020996692545396,0.24768721521284767,0.39265833321658306,0.29764717363766624,0.4903728286154279,0.4790744601566455,0.13152730936042586,0.5415434306746749,0.487173894353225,0.13217404739539412,0.6443578724487907,0.4643318478185711,0.1622880619934554,0.3761015318272392,0.6798647253912679,0.000956187923070247,0.6481120551278156,0.5262674054424888
Thal_VA_R,0.008339353370639457,0.04548989978201104,0.6850530235696559,0.512472853330699,-0.06142715884169612,0.042710896516178015,0.13177718334982239,-0.1107236969374376,0.39132900891708045,0.4514901505934997,0.4424631154839444,-0.25042752849075695,0.6372147654947166,0.6444361107744732,0.5693577454448691,0.30319199900082405,0.7831348428786724,-0.09699766519421503,0.36091294161560533,0.030420076038276258,0.6593752560824369,0.12399403843325532,0.22834841678039203,-0.08749267968179943,0.6642980873663975,-0.1374452722250258,0.1131214048846817,0.4159409336907285,-0.055048007688793976,0.3220815252054547,1.0,0.3200926110875117,-0.007783436147973382,-0.04332068502331278,-0.047753786471748536,-0.06591964464392522,0.7657605436331669,0.13061216157821298,0.26562231207217163,0.4238165099407803,0.6392639103283947,0.3270138099581612,0.5964036264343818,0.31142062450392644,0.7061313095297087,0.6058829659236222,0.14149224723391615,0.37478840449857415,0.36033868393489615,0.5407973694697054,0.43859731684215786,0.48018554614151227,0.2648711747655364,0.6618571644674711,0.4316677358652044,0.602314360272617,0.36566823648312285,0.021965428525234358,0.41280399367113924,0.4245400308234264,-0.10316233892575055,0.11790966008119946,0.123431471958526,0.5551978449259761,0.6239088335056326,0.009413235597329941,0.538070079416944,-0.13892206762584935,0.3664317222007182,0.6605522218910903,0.1736813238566896,-0.46562916924554165,0.034574827768260784,0.20834247387656055,0.3396053439875236,0.09205490008258371,0.7149437537605597,-0.023673240656916325,0.30288474685281497,0.7527064005844264,0.5819222805687602,0.5796029649030653,0.4767892467897156,0.4230654219551921,0.5855459122011221,0.6473509113007505,-0.029236575178736988,0.5746903097799421,0.18963205661861104,0.3903002673522104,0.5994997448870419,-0.521515336737974,0.3040982425161995,0.22491374089896893,0.1806106785160355,-0.29261443799026715,0.5105449391411583,0.2107781360001479,0.22942242379647274,-0.15228616129713404,0.5643390043215817,-0.11192160348758702,0.5416002775523198,0.11761149758892088,0.6433194271009784,-0.10988184790011409,0.4666453312455156,-0.05888163650356961,0.5282852384579435,0.5967056994314179,0.39323519489095854,0.5799616204777336,0.6420341638594207,0.6105162380008329,0.23559401727405788,0.6949466452401535,0.38873582634298587,0.086619837904629,0.35959796193015886,0.6787311338678377
Cingulate_Post_L,0.03706754378571129,0.19927437883830015,0.5217851819339591,0.5263637001637443,0.08522302338777533,0.2463404022816753,0.3499757488980429,0.3855226232690071,0.17899200760400372,0.5097770300738703,0.42693613129331726,0.5222578868988749,0.4170220593263054,0.5473517084507507,0.29407031334080824,0.8116683401940102,0.30620628642012376,0.4968657301804965,0.10200829127004503,0.5301488739578316,0.19048816650733252,0.2789590965551074,0.5640245563106692,0.4843140031245636,0.4139462503346965,0.5290173532935178,0.12380401762644377,0.4068690516647008,0.22098256786835388,0.5634085886553384,0.3200926110875117,1.0,0.29820714120542785,0.4004436170476808,0.16162192791759214,0.5324488797228613,0.25228257551694067,0.2686068058824428,0.5415915893408378,0.5848139484236082,0.5206899499995141,0.5789100718023626,0.16238195423593965,0.5371748654244144,0.45319491665965955,0.47854980280929393,0.5693680223899905,0.43592353685334634,0.7295537140906879,0.39702341685700926,0.5270756970507564,0.4306221963462226,0.5393213511131403,0.37036822320079343,0.6170041486453911,0.32519403786635115,0.28063820764615505,0.4709820416879709,0.3334516676217386,0.28001619009549866,0.40672208708430097,0.07650914331669363,0.24944197973336993,0.37806220030615806,0.33354318251928633,0.5238438245527509,0.19812821213973025,0.506429830335446,0.6135398364628035,0.1786344202553075,0.47192917439905724,0.3842548361873808,0.15273878299315208,0.29709882569389795,0.6009443208274673,0.26107902129021193,0.36009616105750075,0.43473506578182164,0.17463132815042892,0.24905911971397182,0.39803529692403633,0.552038834533003,0.501461116556814,0.4656836593595519,0.32931722511544376,0.054550111511155956,0.37025783554727587,0.4715071333965388,0.4570303090923531,0.6129437224781104,0.13422928921378074,0.2021521346793355,0.4173873241588192,0.2764598298094802,0.1994013282776401,0.32477135069906793,0.5306870719368407,0.08238857652420063,0.29783712010223246,0.5720132186439584,0.565649491337167,0.5971108550302753,0.4533489083671825,0.4097507638261931,0.5068688600660737,0.5121778015288747,0.42900269714347605,0.5454693521537408,-0.009457886340758734,0.47165248109366104,0.5898522638376376,0.22202436016250207,0.4795454715516401,0.49421739489146066,0.3486470760979192,0.43285505520914896,0.5745485323068208,0.17085080648596243,0.49400473046432986,0.5774313155878178
Thal_LGN_R,-0.01961366368738367,0.13419572035673716,-0.0011650248068234218,0.33397513268875717,0.007559127815722716,0.289221173206309,0.32990022746639486,0.2656803915443159,-0.0743229484392445,0.314138192956194,0.08992409808782388,0.1599888723876545,0.016067241275180277,0.22404734064673687,0.09179353271233745,0.048521487575321744,-0.0306439610677916,0.4326651318045147,0.14720300568917113,0.13757592228938223,-0.0019065031858695692,0.00340663000910018,0.36224330855359443,0.4306145264151435,0.15847426544690968,0.2964537511391758,0.0658632967540758,-0.25217176781111933,0.13177695553450236,0.6796773295288415,-0.007783436147973382,0.29820714120542785,1.0,0.26992907723204934,0.714527983952759,0.3193298328251256,0.16377098780484411,0.021829351699525056,0.15930928079214102,0.1862966755936175,0.221164960599247,0.3152743169615097,0.0260066698469892,0.3463261723547113,0.06960384760042311,0.21979416263813237,0.23481822518770784,0.28963372624265354,0.1369476185954257,-0.09119479364624629,0.374160852469848,0.20867262169666956,0.31115451680414374,0.12193061280686557,0.28607834265866117,0.22155874372197348,0.3335745782703929,0.33331583237958473,0.31351091403119613,0.08699421838042759,0.3618366271556486,-0.13233199312935254,-0.00650106303132824,0.18172949186919743,0.5283994003443644,0.30194206970935145,0.17139444434896858,0.2666836395539399,0.21476609161641932,0.22910816280183716,0.13265097744144874,0.37400678510978924,0.34678928179218793,-0.08554741900007995,0.34452947819371943,0.4563156934887388,0.003817645583771971,0.5305744928473324,0.17854348397664882,0.17516872448361248,0.09392679305732834,0.24594327798012575,0.17560510132036755,0.3116658694852295,-0.1340534998211128,-0.04674647458963706,0.2729382179330737,0.5096055774874652,0.3521412053387604,0.3567633210969439,0.0334829529327695,0.2948357818445284,0.6056580598024575,-0.00621751631292634,0.32795581214049635,0.3472759813316221,0.13470845742349236,-0.3390202597840185,-0.023193773841329025,0.4813697465447708,0.32049299136621817,0.29233384864139356,0.21348978839898286,0.20384966464339546,0.05294890643647984,0.20512042585059384,0.22406145491075868,0.3808767137247335,0.027080156920679777,0.28173066665983665,0.16330610516845456,-0.027683856233316526,0.42996142284395117,0.11239137507110082,0.11200925629590082,0.05199540848598317,0.43778730051767767,-0.0758134841874542,0.4386457795905829,0.222802964795622
OFClat_R,-0.04071350254768937,0.3227410114922367,0.3431914355116743,0.34467400315419217,0.20528652330915836,0.3748891579934724,0.6317815382533756,0.45465131969783,0.53751739804442,0.17113458079172988,0.3751852390800816,0.2821987669686705,0.3896566716431297,0.41745389838449776,0.21261436137158884,0.2611723228981092,0.07631802959860853,0.49434573824003747,0.1970945928088296,0.3055212673295462,0.13387127223697526,0.29434358026633417,0.5723519292121334,0.7144526857330699,0.3839473196565004,0.43445437209255755,0.2981034403774128,0.34288979002835573,0.3737831773260234,0.376724670970347,-0.04332068502331278,0.4004436170476808,0.26992907723204934,1.0,0.4760978397186863,0.35890175851561434,0.1544568817965588,0.3091934355053062,0.43547371952360053,0.5781464871593603,0.40525750973276997,0.5468735222125479,0.2114250020518023,0.6939344941871137,0.3934591264943234,0.41972187512272335,0.4713352758715399,0.49879441113278833,0.48005102556504553,0.4532399538421165,0.49668148870552725,0.4486320681027857,0.5321666567728702,0.24695749683090423,0.6149326383923235,0.38939828037814345,0.42553116074298547,0.5198580041823635,0.24664480430540126,0.2790802873057735,0.5731820633442123,0.21657100566928886,0.2832261071447128,0.18863249338521032,0.09941648398874882,0.49043896903732187,0.0782455427880369,0.3385427610536032,0.5447327729440126,0.10196261451521536,0.5131460729349769,0.5128491457083819,0.4320719689158553,0.3194138994018271,0.4946462437175913,0.33828285654700924,0.22945454295046686,0.4045787677089222,0.32977411446352056,0.14319661687531057,0.39365795433100637,0.18952649718972134,0.44741576649908804,0.33807811727115594,0.35235295143008233,0.03981212026666879,0.5127294697619732,0.35672418029288516,0.5063738561424854,0.535746738574346,0.07187050389812685,0.32526557472692325,0.3181742203193011,0.30048895037444273,0.38778211435502724,0.3399947001024598,0.4988072371579084,0.07504472258440908,0.4117154733855855,0.44189603923703774,0.4355248317439459,0.5012255006734215,0.4576874222811069,0.4750405513155412,0.3248398695228839,0.589356175440007,0.3620607542241996,0.5888096251086335,-0.10443066668685705,0.3298564382495482,0.2984683880187641,0.10248148313346708,0.23998774630260472,0.28748946119016977,0.3411274094302544,0.3702346158979757,0.3276383915981619,0.2928523390442694,0.5538800949907912,0.4429467782985866
ACC_sub_L,-0.016665478254561855,0.1869521920121009,-0.01758919498342159,0.29795971358606116,0.02074671650265551,0.43964140358729914,0.5902525763951902,0.04125929856703196,0.24492110249573967,-0.022045448837006938,0.09163141174945555,-0.015048333835270385,0.08453557356547801,0.16911257139475291,0.18935221419222023,0.02231136503338032,-0.12347068602286268,0.23663974872256094,0.3223833998383131,-0.0473213781982089,0.0781852761687916,-0.01141268921884617,0.22358258911697443,0.4112173442775151,0.1769345352297056,0.08376650563727016,0.0439700933965791,-0.22104132539191004,0.020312983984829266,0.5182226501385419,-0.047753786471748536,0.16162192791759214,0.714527983952759,0.4760978397186863,1.0,0.02133912226782726,0.2667051358948124,0.01958040615429389,-0.01920179674833864,0.129396700432885,0.18959942175036312,0.1695724949143461,0.20420051747135406,0.49630014939623723,0.06850948645181662,0.21060322992399322,0.1429105910749521,0.4094160711764788,0.0876162816250959,0.010703244104898932,0.2852737426833103,0.1799319470677231,0.21217530312130126,0.13747011974536505,0.25107391416654984,0.3185202999632457,0.5462990953298251,0.14277472995562748,0.12659907936660078,0.20338413133426902,0.24624349690944344,-0.10832743702870855,-0.05946774466770634,-0.01836250812186372,0.34978796558823744,0.13224837893762859,0.27918505857832665,0.06166770093099186,0.1646111273863033,0.3739630102398162,0.015540974872449282,0.4005497703272762,0.5042023696767761,-0.0616827574619132,0.22818598862205808,0.33187550161152274,0.14080841104669894,0.3581273179425686,0.3852552788328736,0.243799274622261,0.20874485168556833,0.04322750249401992,0.2325071289571972,0.20480974780039873,-0.033904281429059144,0.14735505905946733,0.21065469004436632,0.35904517336149205,0.2655471410141634,0.2881199317302854,0.2336021313694464,0.12169832414970967,0.3954671499594646,-0.0003881860888301058,0.4921068036291398,0.1827227757295115,0.09510345411702273,-0.33682842942947255,-0.002369501467783896,0.293926824430235,0.25260465775928503,0.159193057629408,0.13326532760716728,0.16716589864991752,-0.07843625055093968,0.20510335900714027,0.15469488029684034,0.27537822976685167,0.11452665011198213,0.2571476355969873,0.015392700637814873,0.005429521362718233,0.2745983279276161,0.052530239686807235,0.059444804910743027,0.11427315941602026,0.486610479639217,-0.1899114470204945,0.41846580059179894,0.20774121001846668
Cuneus_R,-0.04270241728368465,0.2492444208139852,0.26006767469904263,0.24594311713806677,0.058250522717256926,0.15920160908926978,0.21629883537598138,0.7692110264651438,-0.21971075288771513,0.514897087854893,0.25811914248387985,0.7587168804880626,0.1906295277764789,0.32584242293870946,0.03406549848382948,0.3097615666716625,0.023059693736047906,0.7873333751085236,-0.09229904451591629,0.7628098567320455,-0.2272066763852339,0.22621724535083293,0.6292660860118776,0.605733154832023,0.231549307001127,0.8342976303208793,0.19625185198680417,0.14997638521143086,0.43905807237445843,0.5290837613659043,-0.06591964464392522,0.5324488797228613,0.3193298328251256,0.35890175851561434,0.02133912226782726,1.0,-0.18702450778082014,0.3128497043137089,0.7118461986314413,0.5171463427019525,0.28415583933866007,0.6739643231866678,-0.14645006663652427,0.35848813588320955,0.19148073575302563,0.2923419884637492,0.5914120341835443,0.2766368266860252,0.5526738604381266,0.11803451993530002,0.409811073291412,0.36626866997339014,0.5442764391476557,0.06593103198370481,0.5465234167451497,-0.014864801710976192,-0.1384728350629545,0.7237847945463297,0.3413471130473189,0.13021665100349614,0.5606366494641801,0.11742977605469243,0.2297093192293308,0.22635021466039387,0.17598991582429593,0.7708172353461332,-0.113932641006061,0.7752366976272357,0.5604594096735619,-0.2923660186921909,0.6181341120781715,0.5564447037328661,0.23681277529488182,0.27907803436873363,0.5365631741050759,0.17290431466851425,-0.06138101465237913,0.4907410347307185,0.026815126115176793,-0.10317232597193055,0.08019569340766505,0.376078946449743,0.33840567539628513,0.2963817679652004,0.044071479268558304,-0.3529752771552902,0.5347949099240021,0.3764365587500126,0.6276855540231562,0.5127960425929082,-0.36305846804349196,0.6520421420962017,0.5072169822345856,0.28762522868648344,0.04354354578028549,0.7305352278598863,0.3943884588272947,-0.09433134894481007,0.23858197342971701,0.679446810588864,0.3677816482641918,0.8149945252655395,0.30549549344432014,0.4775415988495223,0.3548672928518873,0.5104465977545992,0.3206937521802054,0.7446806178085046,-0.18891864550185208,0.2677282044430626,0.469437411269209,-0.05547235818145843,0.2987155595475677,0.35391114703785426,0.43957853392380264,0.12148958946544605,0.19512535058056527,0.30799755806186896,0.40182251215285564,0.30646439133203485
Pallidum_R,0.11466910704096259,0.07024861416560235,0.5802238683652268,0.5810592935499549,-0.06571163407809899,0.03797509030356096,0.33704101316766255,-0.10224344701280426,0.5909217960867559,0.3994920556383171,0.4091040870910784,-0.42024756281675607,0.6381951462291244,0.6907100959897294,0.47142863371620336,0.1976674393286717,0.742789742471095,-0.05151804831960892,0.3887116100568969,-0.11928520586954511,0.6806569839785899,0.08523424246313015,0.24013559650322358,0.03878176114844203,0.6530999676191805,-0.1805496728612964,0.16116066864949122,0.36835124309782535,0.0004140999949436832,0.43452852461038105,0.7657605436331669,0.25228257551694067,0.16377098780484411,0.1544568817965588,0.2667051358948124,-0.18702450778082014,1.0,-0.023906629044470704,0.21662021641263013,0.44390797687739847,0.6715076911606774,0.351905884520162,0.7176979117901506,0.39824197933547295,0.6751908991913989,0.6291023017253062,0.16916146838328314,0.41787358313200906,0.3137765980121021,0.5466692063368751,0.5437964837224661,0.45886432288303086,0.26543820152381387,0.7503742511272878,0.4787707322396727,0.7375627998280023,0.6443183926017263,-0.050109922686998466,0.38681060150374796,0.3664645653318049,-0.13151373179615883,0.00020908064083790122,0.07845415704855276,0.5010805756614919,0.5654770443457201,-0.006421165818269232,0.5930748187794674,-0.19871086118052667,0.3038915919775999,0.765130412878462,0.1261875092605559,-0.3563340703241208,0.12001303650916335,0.12738945991345396,0.3746699188838615,0.3093898096191011,0.7211382655565265,0.036437260119897924,0.3146919958683157,0.7352019112265232,0.6845213240777301,0.4900462153397134,0.5346726167721371,0.37461510965752154,0.6060403422058738,0.7119673614717775,-0.016576057950432037,0.6269589046544789,0.1760834233881861,0.47487200337756996,0.7102509453435786,-0.476995868033751,0.32313831557566663,0.09902879773104167,0.29717037816739594,-0.25956899834121494,0.4867718876775145,0.11763411531484366,0.18032663251150277,-0.15977408313057836,0.5740948271069368,-0.15212463889891736,0.5656482465920715,0.04571338104591435,0.5522458210640507,-0.05755493250565309,0.5540933342334978,-0.08096884748652265,0.5244735276630818,0.6428744776308034,0.3612918991555193,0.5295427340177025,0.6557246150498136,0.5900732600124672,0.06978886172844848,0.7226616308724817,0.5664749931479842,-0.02797087477973387,0.5073513976415737,0.6891600807443704
