,Thal_PuL_L,Frontal_Inf_Oper_R,Vermis_8,ACC_pre_L,Thal_Re_L,Frontal_Mid_2_R,Occipital_Sup_L,Precuneus_R,Thal_VPL_L,Cerebellum_7b_L,Vermis_10,Parietal_Sup_R,ACC_sup_L,Cerebellum_3_R,Thal_AV_R,Occipital_Mid_R,ACC_pre_R,Cingulate_Mid_L,Rectus_L,Caudate_R,Amygdala_L,Calcarine_R,Rectus_R,Thal_MDm_R,Occipital_Inf_R,Thal_PuA_L,Pallidum_R,OFCpost_R,Angular_R,Fusiform_L,Hippocampus_R,Occipital_Inf_L,Cingulate_Post_R,OFCant_R,Thal_VA_L,Cerebellum_10_L,Heschl_R,SN_pr_R,Thal_LGN_R,Frontal_Mid_2_L,Insula_L,ACC_sup_R,Temporal_Pole_Mid_R,SupraMarginal_L,Temporal_Sup_R,Parietal_Inf_R,Cerebellum_8_R,OFClat_L,Thal_VL_R,OFCmed_L,SN_pc_L,Occipital_Mid_L,Thal_LP_L,Insula_R,Raphe_M,Thal_PuM_R,Thal_VA_R,Thal_VL_L,Thal_MDm_L,Frontal_Inf_Oper_L,OFCmed_R,Frontal_Sup_2_R,Frontal_Inf_Orb_2_R,LC_L,Red_N_L,Cerebellum_9_R,Temporal_Pole_Sup_L,ACC_sub_R,Temporal_Pole_Mid_L,Cerebellum_7b_R,Parietal_Inf_L,SN_pr_L,Frontal_Sup_Medial_R,N_Acc_R,Thal_MDl_R
Vermis_10,0.4795416738289915,0.4746614481148381,0.601330461066132,0.29564418183361396,0.21336949291732654,0.6056491704925351,0.29060046768739106,0.48141998274581926,0.4282970379432797,0.49004969028183204,1.0,0.15126630124503074,0.615234808297836,0.6896766662826721,0.36934299688768374,0.18897076674892296,0.4538205971981491,0.4696324252548157,0.25233160195857046,0.5575515832056652,0.07426524855041208,0.7544393004923186,0.19189555046257173,0.5332773063483526,0.401256939822255,0.3876098391132471,0.26543820152381387,0.531181869985661,0.3587225076355511,0.6076225914193822,0.5595082559010977,0.41698258749101,0.2999426685004543,0.2520947445201171,0.46386075042335,0.5706029150941455,0.39782906192021306,0.35218727598139593,0.31115451680414374,0.564954911596681,0.42010529578391503,0.6763143507405198,0.30238017946715523,0.5408914747774319,0.7369859002980012,0.5363196918503191,0.6288967017019897,0.03818712157773235,0.6308161398561071,0.39418915171670027,0.2114027194422992,0.2463615975289518,0.5106248573330433,0.5885875168178022,0.689697820602783,0.5490371385582655,0.2648711747655364,0.3121440079854967,0.6037562293749056,0.6740567090752985,0.12589247025513278,0.546410099127141,0.4049307518449461,-0.3552257971433902,0.518643986048732,0.7274254017322677,0.39142204402702857,0.239743085214444,-0.16843073497751002,0.39361478233094926,0.5865556023677106,0.3776670001029944,0.5899005619794546,0.413581926328136,0.19063247754065824
Parietal_Sup_R,0.08480697128637527,-0.04922891393007408,-0.11471027733552412,-0.2946219607077091,0.3229783248784491,-0.06095562639315884,0.6886638931023454,0.702106917417418,0.11694023286121459,-0.2896651278571318,0.15126630124503074,1.0,0.10963561665659405,0.12028588444150064,-0.077948573472543,0.7276491237877886,-0.14539593376600166,0.6791292738733449,-0.21317646744203664,-0.1885262914487932,-0.27076510397030956,0.21924543184710585,-0.051949427314766795,0.45003546881816625,0.15085634852761454,-0.24733472844589996,-0.25956899834121494,-0.40844604026025955,0.7586272567374382,0.08305073736714712,-0.2909331530141014,0.28780996326769503,0.19273397674479006,-0.01513445954049767,0.1180469056972642,0.08627013979793972,-0.31354922930668616,-0.30896749792441314,0.3472759813316221,0.10611715868267102,-0.05373178026442302,0.18800509332292023,0.12336860220649132,0.4117693934400106,0.21658067245979307,0.7138287602542676,0.013084574872694179,0.18361105487274074,0.15368214907699287,0.12879155319671293,-0.3112476568816653,0.577862402920132,0.09965585327784848,0.15075934543967945,-0.11230715231886138,0.22075362096714413,-0.29261443799026715,-0.24650870504424718,0.4099590072513686,0.07297468564831183,-0.33517107968858567,-0.08996168376984891,-0.19996034607972774,0.23397707670714116,-0.19538259590807547,-0.07288266947718412,-0.13512502174718855,-0.4041858118950925,0.15795834297780298,-0.17028803411758087,0.6748070422798875,-0.15423187332848523,0.044137305858767406,0.5445183598032188,0.19890394995054766
ACC_sup_L,0.7806873524354505,0.7352634075880609,0.13031416276829974,0.5550291824833884,0.09486090665920004,0.7772322334905859,0.22577448492890825,0.4809673734106575,0.6330029170354428,0.541616617063188,0.615234808297836,0.10963561665659405,1.0,0.6234123012998777,0.670357944496067,0.06349098485235734,0.7309255445583681,0.560287773618792,0.258832043769074,0.7681686096039891,0.4640732362862689,0.6600959894706012,0.1664255619211703,0.42246628123630364,0.17338630967949284,0.7173980629702679,0.4867718876775145,0.6179886514684835,0.33236404771607264,0.6895207410327568,0.640507151712438,0.22329004092008387,0.37787218911414444,0.20973292887737335,0.5930676698971487,0.6610037800262123,0.607880720923828,0.6887113531191859,0.13470845742349236,0.7639547015727911,0.5160144751043247,0.9300206271110495,0.08121590817846072,0.47402947279089847,0.5715294726298582,0.6105923262542873,0.5702304521063551,0.1266426120920223,0.6923924896648156,0.19608161263626422,0.5170961857633088,0.22235077878964288,0.8251293911441822,0.6872852247284433,0.4335858629862154,0.597077215141613,0.5105449391411583,0.5963288931018287,0.6684742612223177,0.6394127619931679,0.11266011475251991,0.8650912860631295,0.5532068361727966,0.09944495340126103,0.6076335431398097,0.5285617704992219,0.4984595722870291,0.44010193591872193,0.07272168842026552,0.2266435749027621,0.4546465061576899,0.5659863061114285,0.9029557064358901,0.10918309230157903,0.16528372325879978
Cerebellum_3_R,0.5340360869575262,0.5286544866437809,0.4137059278899778,0.5354822904767952,0.3686252566445175,0.7199901633560748,0.04493468618881452,0.4613930222644093,0.6596024853011686,0.3518605938220177,0.6896766662826721,0.12028588444150064,0.6234123012998777,1.0,0.2593263780099865,0.07821529201093746,0.6614226472907963,0.4261074196260258,0.4046740311080422,0.7236068993050331,0.3344981791132816,0.5529604828218201,0.5390195848635642,0.6481120551278156,0.037360201031690764,0.4392377008791372,0.5073513976415737,0.5078315605762314,0.19723918754242079,0.5843435990487335,0.7295415711036543,0.04195697201176339,0.25703056191233237,0.4269027201652577,0.5403824563251192,0.7239110237103991,0.4338715138335573,0.3984844603514606,0.4386457795905829,0.6886197519368171,0.5351610955348195,0.7176797791081911,0.08934926888014455,0.4386943229571523,0.8007170508726547,0.4174123097689807,0.31840294367691235,0.3267774172088524,0.7322276914266933,0.4581493026093291,0.16237830567903963,0.08469749628552167,0.646526399469881,0.7034844891960174,0.34378257317901384,0.5200133801325182,0.35959796193015886,0.5184747687672707,0.6356395713175456,0.5929549178332266,0.3600036278821026,0.6449335516570718,0.5253143318201581,0.03173042420342949,0.5383815712410411,0.4530723739363317,0.06863749230571027,0.49960649075294034,-0.03169943754312076,0.11830893412719569,0.3919114181280403,0.47774354264501967,0.6056435735705321,0.28338163273995626,0.3170151954516739
Thal_AV_R,0.4857958394827671,0.5261226560591354,0.02794318956142414,0.21742756780357603,-0.18047726699871217,0.4557299731295108,0.19381780152234634,0.3147346836743907,0.15767053776729276,0.5399798197517203,0.36934299688768374,-0.077948573472543,0.670357944496067,0.2593263780099865,1.0,0.048113551465501746,0.3702852075370602,0.3519173500995869,-0.003612750060282308,0.4842264273972364,0.3008111622372855,0.612934471275973,-0.1934639768259265,0.10440369662504675,0.32239817242633934,0.7214663931434502,0.36835124309782535,0.507465272170109,0.24139376935070408,0.5166892601475654,0.4422341395363563,0.17413703909991354,0.34586403027453816,-0.20086701230587944,0.33734705123801384,0.389483690214954,0.5474823609891184,0.4533426070928601,-0.25217176781111933,0.4627226233963596,0.16896719887125233,0.5599672604259817,-0.056035858806195486,0.28297927809959184,0.2722257758865916,0.42889886547180567,0.4886073973435971,-0.18456591967164923,0.3954554401002649,-0.2358945235383328,0.4751707654468254,0.07783492876464615,0.5349612707269181,0.36137812755843834,0.508714542300879,0.4147859260092542,0.4159409336907285,0.3702300625934772,0.3983381667256101,0.4895580176331743,-0.16866570500119765,0.5899302609255241,0.44363554348957346,0.07492280304222457,0.34726774127678434,0.4533649337527929,0.4593570424033222,0.20036492592328373,-0.0939598587777785,0.3092053827294648,0.24408919589443287,0.33346817015276814,0.6242204177690721,-0.10427785601294529,-0.15453414919593905
Occipital_Mid_R,-0.11917604282851345,-0.05358576642875101,0.052302885647107056,-0.5401098556413786,0.18089417754794024,-0.19278096941928213,0.7535440393357145,0.5393622407075238,-0.13716584962270567,-0.17854029929225007,0.18897076674892296,0.7276491237877886,0.06349098485235734,0.07821529201093746,0.048113551465501746,1.0,-0.3667171007109014,0.5451462500890389,-0.4345221167137143,-0.31520649186352956,-0.5712723830079743,0.44733471363487803,-0.3140477890786802,0.24839874670500725,0.5881476638522676,-0.2467557823714718,-0.476995868033751,-0.42386033132105605,0.7907669877596598,0.01479867377352082,-0.2756435841356029,0.486541471177115,0.014609137645091913,-0.3740955644135662,-0.12366176216101005,0.03170379398550408,-0.4172843878488927,-0.37020739775449124,0.2948357818445284,-0.12340711614456341,-0.16086279186578778,0.10282000010311637,0.3856737286617208,0.44443012183295655,0.1990742809324495,0.6202381261089285,0.22606113649749018,-0.2191204084588705,0.10288048334627145,-0.05024188765619278,-0.410701572089618,0.7138773343429706,-0.005225228667612915,0.07632495525661426,0.07330691787545611,0.1504737118563571,-0.521515336737974,-0.5396362192437764,0.19945476623386296,0.12971395330104615,-0.6426487003534659,-0.24351175568670835,-0.114805283158237,0.0877336639701465,-0.16768498974418236,0.1845315904454816,-0.03136394455206174,-0.5522999136001376,-0.02396615391054867,0.19960784054859596,0.6836412903191216,-0.3325789790519634,-0.07804677533095386,0.6068189175040039,-0.0871372343590889
ACC_pre_R,0.623666065794961,0.5802255262337253,0.20401823692776586,0.8428258699819404,0.09453054072099573,0.8031722650535456,-0.20732294033798132,0.2011494101742209,0.7604464507679337,0.4701315853234371,0.4538205971981491,-0.14539593376600166,0.7309255445583681,0.6614226472907963,0.3702852075370602,-0.3667171007109014,1.0,0.1687917403018068,0.6044835306587991,0.902406341510667,0.6744047207477034,0.32253899137319264,0.57674599843783,0.36373596443054196,-0.2758909818866983,0.684411430428801,0.6620755932419701,0.7180682865549939,-0.11121869349574633,0.5166406982228215,0.8062651706422165,-0.1424446699224594,0.31264683622764794,0.5834950401835582,0.534209495257441,0.6004375288293669,0.6212547410927532,0.7867616415563716,0.07708413804342684,0.7809334972159298,0.5438727653768699,0.7727529813923582,-0.058671751921675494,0.1880405615047369,0.5324348335639544,0.17776036525485622,0.3209175108105559,0.44039060691186355,0.6683532176650205,0.4104102988288894,0.4498303921950097,-0.18687056438750832,0.6950687074174149,0.5762747536785923,0.269359136739744,0.4642237886830007,0.6412636905266311,0.812135850061639,0.5578081554432122,0.4320782393058553,0.5497368197996084,0.8140797122667005,0.4974987361235092,0.08043697968089725,0.6803377915551226,0.3584042227985637,0.23543271896344115,0.7513034715303188,0.11796348016175966,0.0592133682526745,0.09003976192065265,0.6961369548243171,0.768519274474994,-0.05922339257208971,0.3632833264507991
Cingulate_Mid_L,0.573304377353827,0.3236806515262719,0.10123444622617472,-0.09862035056470761,0.29864406949090544,0.3426073737600827,0.6009766531116882,0.7557159401899318,0.32915841948684604,0.05738623578432355,0.4696324252548157,0.6791292738733449,0.560287773618792,0.4261074196260258,0.3519173500995869,0.5451462500890389,0.1687917403018068,1.0,-0.10887214593671479,0.2598676806443969,-0.08367514699423106,0.5649940340977954,-0.0345794263231916,0.5678792529350827,0.28666709613460667,0.22824459049202708,0.11453370092541612,0.03338585544669452,0.7729903407280821,0.3874301545383231,0.10582416062914284,0.3369154211601517,0.3889685907216054,-0.03237220018495448,0.3779258618427219,0.4627996453900277,0.21784985568173013,0.031124672180389546,0.23296074108336826,0.40348570756410934,0.0577454078602776,0.6245611721465881,0.12051521888199479,0.579702651813904,0.4987328252860626,0.8599816768712202,0.3214599535943159,-0.0392586269226352,0.44823007234652734,0.05306580673921068,0.03684398041532285,0.4819582268454127,0.5403965877513693,0.4341883822858844,0.24304669283962355,0.4573856201918386,0.09174995223956955,0.10659686848264312,0.6466266796741128,0.5680894467408449,-0.2444077797239766,0.3695569149003759,0.1488320014897927,0.11953201578912641,0.05149217379433114,0.2504985399916979,0.046115396457506605,-0.1497702438880699,0.03381605583726544,0.04079223451600713,0.766587524983588,0.08631290900083576,0.4590542465799028,0.4576085414776766,0.047177357776917735
Rectus_L,0.271273411322279,0.027546724170463496,0.38817081567144057,0.6255558171483309,0.13402213966152027,0.4312421320410304,-0.3168878861414038,-0.01803796049176692,0.6042490013040024,0.20406501498145557,0.25233160195857046,-0.21317646744203664,0.258832043769074,0.4046740311080422,-0.003612750060282308,-0.4345221167137143,0.6044835306587991,-0.10887214593671479,1.0,0.6091315605131187,0.6378164651701912,-0.01784617850922998,0.719220885866784,0.1730590224194059,-0.5097522775292593,0.3752931051623636,0.3877168809939456,0.5385487085727954,-0.31062843125708167,0.227872806805165,0.5008933255350843,-0.3374363690635179,0.2758059935587164,0.787913299124937,0.27522893786140773,0.25105650310736044,0.29093513382318176,0.3835507313458987,0.038455412575757575,0.43352500207220696,0.24913589645862408,0.38231398794236937,0.10030674311558753,-0.029857299554741423,0.29815929875960756,-0.14095043371394914,0.03771403038281041,0.6403075244003968,0.44890096818854786,0.5845432030850957,0.17664323855875114,-0.2998738477025685,0.3901705480875771,0.10996930330546101,0.02119667608492054,0.34961832206842824,0.37209766165847835,0.6509077045734335,0.30151273008487545,0.1088282090287875,0.7372304569221059,0.4172193647788345,0.06589626182694559,-0.09794381414379981,0.37382174629368137,0.1920888802280199,0.04212761428247026,0.5373469635057359,0.1694402889469458,-0.11305531199023132,-0.09536747267599736,0.5953653522817998,0.32807609701747553,-0.015222715289903732,0.48204245836528486
Caudate_R,0.6994469065009108,0.5981985622905659,0.34839530777199557,0.8038816742323593,0.04120860177609349,0.8577979539774285,-0.1994782843402377,0.2622659332473687,0.7124278995047597,0.5190078670407304,0.5575515832056652,-0.1885262914487932,0.7681686096039891,0.7236068993050331,0.4842264273972364,-0.31520649186352956,0.902406341510667,0.2598676806443969,0.6091315605131187,1.0,0.6371336884940362,0.4685698119542557,0.5193743622424549,0.3761015318272392,-0.1586770623493949,0.780094323758189,0.7226616308724817,0.7836027565145168,-0.04946358023936282,0.5761504678286498,0.8541908329457512,-0.14832432661349734,0.3627658561651059,0.49952255818269437,0.5803095524895038,0.6974484228874435,0.7227215080286561,0.703209161253532,0.05199540848598317,0.8230100977447329,0.5215627259369897,0.8238399786487437,-0.021687150932713103,0.26040830282937755,0.6719736267455625,0.2553360407116781,0.346957226010007,0.3359423097968514,0.6923667065274918,0.3486664125063462,0.4643161819536669,-0.2143695772826589,0.7585096102290392,0.6247335110797159,0.4087383521111045,0.5051849541830921,0.6949466452401535,0.8160831270520849,0.5516009937243691,0.5669337458486401,0.5202673774358805,0.8716556627541894,0.5061050688785202,-0.023447963961792776,0.6494825672647064,0.42662531555149846,0.26073390803594787,0.6780753806682736,0.08514914748227759,0.13338845201798885,0.1622042255728801,0.6720462692539437,0.8228796198984971,-0.06693892712183633,0.19709320500271887
Amygdala_L,0.46552766436519716,0.3879805427301403,-0.08218302087630101,0.7878035349635504,0.06585602580403227,0.5680491413325679,-0.3977399467441273,0.006338659565775927,0.5571841083528768,0.36965403953261233,0.07426524855041208,-0.27076510397030956,0.4640732362862689,0.3344981791132816,0.3008111622372855,-0.5712723830079743,0.6744047207477034,-0.08367514699423106,0.6378164651701912,0.6371336884940362,1.0,-0.06819083149866671,0.5393460403093452,0.08696149674284048,-0.576410726249424,0.5997561360208371,0.6806569839785899,0.6286545858421135,-0.3622419459341257,0.4435111006244005,0.5818603695206069,-0.3952696401668978,0.21781751384833753,0.5306569104429434,0.5108857091288111,0.34621656119506267,0.5766283112024363,0.6185791769503625,-0.0019065031858695692,0.562494612369523,0.45723201378025313,0.4018866597799895,-0.3654093826286689,-0.12902427870497607,0.11272954087244506,-0.0711941571770681,-0.06074916047755612,0.5502655346708227,0.37651654281915486,0.29518341286580274,0.5649535507187485,-0.3978914910783243,0.4620057463749024,0.29666765346833773,-0.03775094346152371,0.34733719839293126,0.6593752560824369,0.8278746119283333,0.2861204100071257,0.08227158444402674,0.6481013102664351,0.6532945674224921,0.35401980943367994,0.18888915638706094,0.4536859933019835,-0.01044165810436506,0.22741850915629658,0.6848392985887568,0.2750252856464829,-0.22867515438424735,-0.2894082121198835,0.6834507745289835,0.5071931897674978,-0.352687080966597,0.3721549451054527
Calcarine_R,0.4159851444122293,0.5040894132476211,0.4212437793747928,0.1064146037876254,-0.016044899047378994,0.5476526754115038,0.4663100690705542,0.5275367660086223,0.2858734819733454,0.4943581893980469,0.7544393004923186,0.21924543184710585,0.6600959894706012,0.5529604828218201,0.612934471275973,0.44733471363487803,0.32253899137319264,0.5649940340977954,-0.01784617850922998,0.4685698119542557,-0.06819083149866671,1.0,-0.08347882178118973,0.36408877942269763,0.6063239432763463,0.4766644170382339,0.1261875092605559,0.42026625441432625,0.5375266681257617,0.6128402985666195,0.48885976962787725,0.4825609026872078,0.23362568930269664,-0.05221262373750908,0.30599537103719987,0.5648910089348089,0.37416065646238955,0.29905114618462286,0.13265097744144874,0.4867724007375163,0.28177387965811074,0.6621962857380379,0.3225213166678139,0.6694414924355526,0.6684732461415273,0.665569834321018,0.700361462109298,-0.18764425022988088,0.5640987686355641,0.10373501210350962,0.1769379634172734,0.40284295015468286,0.5278782712570251,0.5364310116923275,0.6507451870113219,0.5286536126368925,0.1736813238566896,0.1484704276528016,0.5444581719205323,0.7090467354741605,-0.17541614832680627,0.49460171821230503,0.319162587692939,-0.17083632387730213,0.4665100813261766,0.7174275946618646,0.41111923093413605,0.0274709051214697,-0.17887852139860144,0.477251511338394,0.6609467885934056,0.2589892607482652,0.5776353641659905,0.3543268608139378,-0.035736877264607
Rectus_R,0.2179993811701577,0.005558397564206685,0.3152438674866386,0.6101796088226459,0.4409261116896278,0.4265249968211524,-0.30847810323709934,0.07845649119646445,0.6354756794597594,0.10447178751011188,0.19189555046257173,-0.051949427314766795,0.1664255619211703,0.5390195848635642,-0.1934639768259265,-0.3140477890786802,0.57674599843783,-0.0345794263231916,0.719220885866784,0.5193743622424549,0.5393460403093452,-0.08347882178118973,1.0,0.3695177429663112,-0.5542234917532528,0.241024267658424,0.5128069627367248,0.41363248606591085,-0.25190422959749675,0.2278978894104538,0.5360493856748181,-0.29744479648892935,0.14634615720491218,0.8179027810917877,0.3552500974659446,0.2790537575063816,0.18571931166619235,0.22876919841213977,0.3458285656346826,0.39946789309739206,0.33878946022053796,0.3182596711696037,-0.07265323855939597,-0.09884071094381085,0.33895991390849745,-0.09683291269274982,-0.12487938406791615,0.7670318891128189,0.4983894059155546,0.6780783800499822,-0.018812387405794842,-0.24793942050033557,0.3775015712913239,0.2829929878230854,-0.058732819526457786,0.2669663153374806,0.3029829906417284,0.5786811161191435,0.37887986685458436,0.040415571017173336,0.7158658371653868,0.3351290713314834,0.2954338210896803,0.02621615242689582,0.28526663738721125,0.07985824629978026,-0.15836440385179715,0.6105852679760028,0.16720292054368863,-0.18581195412673143,-0.0892462046219907,0.45501270447489894,0.145107491134605,0.08362256692002806,0.5208110171893778
Thal_MDm_R,0.4643318478185711,0.35282950471498176,0.23800303276448526,0.29561850155138003,0.6517849126263403,0.3952774322297982,0.34113521140556075,0.6059508002583162,0.43609922556810465,0.030488672509968773,0.5332773063483526,0.45003546881816625,0.42246628123630364,0.6481120551278156,0.10440369662504675,0.24839874670500725,0.36373596443054196,0.5678792529350827,0.1730590224194059,0.3761015318272392,0.08696149674284048,0.36408877942269763,0.3695177429663112,1.0,0.05503515542205299,0.13754568645048781,0.43452852461038105,0.10786421216379602,0.44553937474560085,0.3470043403379393,0.39245110436501585,0.13391839148996434,0.3562451232401949,0.21208802190830248,0.5206835414400812,0.4903728286154279,0.2557843657160447,0.13217404739539412,0.6796773295288415,0.5408968566323606,0.5697115855051552,0.5126037626770933,-0.04327254844188534,0.30641207464981257,0.5988470603711868,0.5184461398478419,0.1855690270900013,0.28634677503765654,0.5166789774091152,0.259333126824861,0.0926532243334943,0.22478121855240518,0.5020550882334415,0.7323538165353104,0.18914764755751248,0.5056770080774734,0.3220815252054547,0.22585933345107329,0.6967045205131291,0.487173894353225,0.13152730936042586,0.3370952494684282,0.3924355947828898,0.07299836689010226,0.17807538926484598,0.2161134980604398,-0.04262576321810778,0.33955902371609553,0.02240616262121477,0.0132197946754973,0.4938642085658943,0.20929014640507784,0.39265833321658306,0.3412508095310352,0.2172592870979247
Occipital_Inf_R,-0.08180751475271385,0.22302059615260836,0.22812469065463417,-0.41688207158994545,-0.14687805622265718,-0.05567952674117806,0.4829553051936877,0.21226614726469253,-0.3386868437357373,0.1593561232815961,0.401256939822255,0.15085634852761454,0.17338630967949284,0.037360201031690764,0.32239817242633934,0.5881476638522676,-0.2758909818866983,0.28666709613460667,-0.5097522775292593,-0.1586770623493949,-0.576410726249424,0.6063239432763463,-0.5542234917532528,0.05503515542205299,1.0,-0.025247846745632057,-0.33506857101385445,-0.0745660655772504,0.45610173889725547,0.10761322009534587,-0.04738551366949979,0.5885481157333295,-0.041377324681783116,-0.5772057136451495,-0.11828244189996795,0.08338891221062543,-0.06324665126779362,-0.07398699237859999,0.06442732530164459,-0.09428951815361826,-0.03567954343412343,0.11604747547748198,0.3549630729140266,0.37893680747951297,0.24612989614152905,0.3535863721767468,0.5203947743973796,-0.6184329794433837,-0.02273844158643589,-0.25658784143044366,-0.07988676364309823,0.4301946836254005,-0.0444122204627344,0.18330414621761862,0.5057741547726664,0.07844264475438217,-0.3032835080920243,-0.47348468121259984,0.033426293195939524,0.3618932489391806,-0.6093164113025255,-0.08550705399582596,0.15053554712604944,-0.2833949995636902,0.022610280681131162,0.4725467537616661,0.26702834830614774,-0.33633227784234293,-0.35580458020392697,0.596028169777008,0.46005217651115526,-0.26867167004550757,0.08723527803688415,0.31532263965975654,-0.42832773549715286
Thal_PuA_L,0.6120282436421183,0.49113053336527424,0.22688925131521118,0.5779634860704366,-0.08763977020444495,0.6439372015158902,-0.10756965632146798,0.16280497047225292,0.4845609855629282,0.6196493115178883,0.3876098391132471,-0.24733472844589996,0.7173980629702679,0.4392377008791372,0.7214663931434502,-0.2467557823714718,0.684411430428801,0.22824459049202708,0.3752931051623636,0.780094323758189,0.5997561360208371,0.4766644170382339,0.241024267658424,0.13754568645048781,-0.025247846745632057,1.0,0.6060403422058738,0.7479698359978378,-0.022437471232403763,0.5411372075060443,0.7012593336192742,-0.06913639664953415,0.3092961033276271,0.23092308019302854,0.5076603076351268,0.4715521564305754,0.7247934382250502,0.5976846907334777,-0.1340534998211128,0.573393522258798,0.32032987744988345,0.691998957952908,-0.07442259635376318,0.15146330230468685,0.34646444969205226,0.25134727871764256,0.35843041839694895,0.14752846545350706,0.590687067084667,0.12607795372811179,0.5408080243685939,-0.20018325437020035,0.7117372373622931,0.41568384674347103,0.40456948576066676,0.5032003330678222,0.5855459122011221,0.7096163363549199,0.4261589817461282,0.4485013262567701,0.2655192987879882,0.7493890307628452,0.48681159192102846,-0.06781528572685058,0.549219715128518,0.4568461715081937,0.49303827599782274,0.47887271647560153,0.08775144222292582,0.21888606262493726,0.09343711492036569,0.5939315094646376,0.6794706869579802,-0.13497046263863804,0.051631647323882535
Pallidum_R,0.5900732600124672,0.5010805756614919,0.07024861416560235,0.7352019112265232,0.23275960260372364,0.6530999676191805,-0.3672724703873186,0.1261505511426175,0.41787358313200906,0.3500122289889515,0.26543820152381387,-0.25956899834121494,0.4867718876775145,0.5073513976415737,0.36835124309782535,-0.476995868033751,0.6620755932419701,0.11453370092541612,0.3877168809939456,0.7226616308724817,0.6806569839785899,0.1261875092605559,0.5128069627367248,0.43452852461038105,-0.33506857101385445,0.6060403422058738,1.0,0.6271932129393334,-0.19871086118052667,0.45886432288303086,0.7375627998280023,-0.3667056610473209,0.1976674393286717,0.3146919958683157,0.5810592935499549,0.5540933342334978,0.742789742471095,0.5295427340177025,0.16377098780484411,0.6715076911606774,0.5654770443457201,0.48583323184300115,-0.4649653743918317,-0.11928520586954511,0.3746699188838615,0.08157089413892916,-0.029657163057021187,0.29717037816739594,0.39824197933547295,0.12001303650916335,0.5186551084764871,-0.44845032427698994,0.5346726167721371,0.6269589046544789,0.18032663251150277,0.31416931469818593,0.7657605436331669,0.7211382655565265,0.3873364828494162,0.3612918991555193,0.5244735276630818,0.6751908991913989,0.6443183926017263,0.11466910704096259,0.3664645653318049,0.07795615437203478,0.07314728713734205,0.765130412878462,0.058817870654839094,-0.06571163407809899,-0.15212463889891736,0.4946379799292825,0.5522458210640507,-0.3563340703241208,0.03797509030356096
OFCpost_R,0.5468128266712773,0.4772576786559533,0.3611906031138381,0.7086934052502597,-0.1188557807045225,0.7389208763050945,-0.26441366837956254,0.010106788389076747,0.5035929736473692,0.7029088508742779,0.531181869985661,-0.40844604026025955,0.6179886514684835,0.5078315605762314,0.507465272170109,-0.42386033132105605,0.7180682865549939,0.03338585544669452,0.5385487085727954,0.7836027565145168,0.6286545858421135,0.42026625441432625,0.41363248606591085,0.10786421216379602,-0.0745660655772504,0.7479698359978378,0.6271932129393334,1.0,-0.22535856706554885,0.606763164822548,0.786229389873165,-0.03051606640775418,0.1529941130087842,0.44145983339968964,0.4132293580111955,0.4960633871029361,0.7010870634268088,0.6517021304162768,-0.12356765698158043,0.5828906887494979,0.4279821978802258,0.5955533880354043,-0.11293161851452937,0.12991244410284125,0.3818304947629277,0.04714833380638324,0.39520213149498057,0.13327042930498295,0.5145028184398399,0.30519783636869696,0.5340361877917559,-0.2572149955122693,0.5855457700492295,0.4322474802026395,0.5287086497084212,0.4393305202795442,0.6442200913321019,0.7246681163414173,0.3647262043334441,0.43347654257323515,0.5834930128237062,0.7489006407223737,0.4593771143838128,-0.23461049341011533,0.6611542724197776,0.5649611669839891,0.4224600703132235,0.6283694010007054,-0.06150715633699093,0.21965773639914002,-0.022215624333208443,0.6149350027799956,0.6139965221587417,-0.25220883236026204,0.1620051540182478
Angular_R,0.22200056906564142,0.1443747915203454,0.05789009876552633,-0.30309061749760763,0.20007261892346068,0.034761554570069644,0.8714053798554929,0.7863617284447562,0.038662146287418715,-0.057776299571300364,0.3587225076355511,0.7586272567374382,0.33236404771607264,0.19723918754242079,0.24139376935070408,0.7907669877596598,-0.11121869349574633,0.7729903407280821,-0.31062843125708167,-0.04946358023936282,-0.3622419459341257,0.5375266681257617,-0.25190422959749675,0.44553937474560085,0.45610173889725547,-0.022437471232403763,-0.19871086118052667,-0.22535856706554885,1.0,0.14245209274696322,-0.1480089901644472,0.46394912017089507,0.3902624641589685,-0.2523257935386227,0.1792461921162452,0.19136428280839782,-0.08174908369032288,-0.18908626636644102,0.2666836395539399,0.19171433518632294,0.01717944346986631,0.36782132839907855,0.28325245988668113,0.5418713070511783,0.3769436012985285,0.8279396351041736,0.36921300311980826,-0.13058455536546035,0.26507135790033887,-0.05807570805004845,-0.11513826984689245,0.7108657937086827,0.24675424095713328,0.28533483824054523,0.16385090752771303,0.3922670614838851,-0.13892206762584935,-0.23077206799663702,0.4786250242598679,0.4324434003449828,-0.4830302655026634,0.059066727576627044,-0.0039199045307479865,0.09659705871179677,-0.06796755942968136,0.25419617939512196,0.09506456313341187,-0.3705874147064061,0.07445301570550321,0.20134570111609137,0.8280153223836887,-0.1220650032773458,0.2318921944442376,0.522211516284193,-0.05843612501685861
