,Frontal_Med_Orb_L,Thal_VA_L,Cerebellum_Crus2_L,Frontal_Sup_Medial_R,Precentral_L,Putamen_R,Cerebellum_4_5_L,Cuneus_L,Insula_R,ParaHippocampal_L,Cerebellum_9_L,Thal_MDm_L,Vermis_1_2,Thal_PuA_L,Frontal_Inf_Orb_2_L,Cingulate_Mid_L,VTA_L,Thal_PuI_R,Thal_VPL_R,OFCpost_R,Frontal_Inf_Tri_R,Lingual_L,Thal_PuM_R,Thal_VPL_L,SN_pc_L,ParaHippocampal_R,ACC_pre_R,Cuneus_R,Temporal_Sup_L,OFCmed_L,Cerebellum_10_L,Parietal_Sup_R,Heschl_L,Insula_L,Cerebellum_3_L,Frontal_Mid_2_L,Parietal_Inf_R,Supp_Motor_Area_R,Cingulate_Post_R,SN_pr_R,Temporal_Pole_Sup_R,Caudate_R,Rectus_R,Vermis_6,Cerebellum_10_R,Temporal_Inf_L,Red_N_L,Parietal_Sup_L,Thal_Re_L,Frontal_Sup_2_R,Heschl_R,Raphe_D,Olfactory_L,Frontal_Inf_Orb_2_R,Paracentral_Lobule_L,ACC_sub_R,Frontal_Med_Orb_R,Pallidum_R,Frontal_Sup_2_L,Fusiform_R,Angular_L,Parietal_Inf_L,Thal_LGN_L,Temporal_Mid_R,Rectus_L,Hippocampus_L,Thal_IL_R,Temporal_Sup_R,Thal_PuL_R,Thal_PuL_L,N_Acc_R,Cerebellum_3_R,SN_pr_L,OFCant_L,Vermis_8,OFClat_L,Occipital_Sup_L,Thal_VL_L,Thal_MDm_R,Thal_IL_L,Temporal_Pole_Sup_L,Calcarine_R,Amygdala_L,Thal_LP_R,Cerebellum_7b_L,Vermis_7,Thal_MGN_L,Raphe_M,Temporal_Pole_Mid_L,Cingulate_Mid_R,Olfactory_R,Postcentral_L,SupraMarginal_R,Hippocampus_R,Frontal_Inf_Oper_L,OFCant_R,OFClat_R,Thal_PuA_R,Vermis_9,Cerebellum_7b_R,Caudate_L,Cerebellum_6_R,LC_L,Supp_Motor_Area_L,Cerebellum_Crus2_R,Rolandic_Oper_L,Temporal_Inf_R,Cerebellum_8_R,ACC_sup_L,ACC_sub_L,Red_N_R,Amygdala_R,Temporal_Mid_L,Vermis_3,Paracentral_Lobule_R
Cuneus_R,-0.3701398098575383,0.24594311713806677,-0.09433134894481007,0.3548672928518873,0.5914120341835443,0.32584242293870946,0.3677816482641918,0.8342976303208793,0.3764365587500126,0.06593103198370481,0.28762522868648344,0.549874702779846,0.2677282044430626,0.044071479268558304,0.03406549848382948,0.740028383993751,0.3270333766528461,0.5072169822345856,0.11803451993530002,-0.0585905533679916,0.21569673952627846,0.6873368975078761,0.4928926913405389,0.2766368266860252,-0.04389507530861849,0.41705199014460104,0.07315395163328058,1.0,0.3395680678632792,0.23681277529488182,0.3206937521802054,0.7305352278598863,0.2963817679652004,0.17598991582429593,0.6276855540231562,0.28415583933866007,0.7917960826295071,0.5171463427019525,0.3097615666716625,-0.05547235818145843,0.2297093192293308,0.12148958946544605,-0.08077064433542398,0.5347949099240021,0.409811073291412,0.33518044557335364,0.13021665100349614,0.794969292743534,0.19419275095248573,0.19148073575302563,0.023059693736047906,0.032537043647495024,-0.113932641006061,-0.1384728350629545,0.5465234167451497,-0.2923660186921909,-0.3529752771552902,-0.18702450778082014,0.30646439133203485,0.44892941842300266,0.7587168804880626,0.8149945252655395,0.23538647890766404,0.43905807237445843,-0.07007256754521507,0.2923419884637492,0.514897087854893,0.5365631741050759,0.7446806178085046,0.35391114703785426,0.5564447037328661,0.40182251215285564,0.048294035073384436,-0.09229904451591629,0.2492444208139852,0.04354354578028549,0.7144631132390662,-0.06138101465237913,0.5290837613659043,0.5604594096735619,0.18464562292810485,0.6181341120781715,-0.2272066763852339,0.25811914248387985,0.02340050414695144,0.28659200556063624,-0.26704228875619596,0.23858197342971701,0.0980048178022804,0.5526738604381266,0.41324801835791575,0.7708172353461332,0.7118461986314413,-0.014864801710976192,0.469437411269209,0.026815126115176793,0.35890175851561434,0.679446810588864,0.11742977605469243,0.058250522717256926,0.08019569340766505,0.3447453827852409,-0.04270241728368465,0.30549549344432014,0.10006596226843122,0.376078946449743,0.19625185198680417,0.4145223589670755,0.3943884588272947,0.02133912226782726,0.21629883537598138,-0.21971075288771513,0.5008877688960846,0.4452454096530027,0.5127960425929082
Temporal_Sup_L,0.21754096894559644,0.54256684509738,0.1561920640537079,0.6788015628574424,0.4134776598249438,0.6896591112454665,0.7557469645322713,0.2983953404598606,0.5603266163453944,0.6576543460138488,0.3970436126668105,0.6684300976002343,0.6545644246317085,0.5337652242309899,0.6179449730624503,0.32826006369607175,0.20378490691565257,0.3018904598967329,0.6446576776656989,0.5187219380983442,0.4948900793534652,0.3160958441147678,0.6190541719298387,0.7109885971194223,0.5259715259576075,0.42119260162917876,0.6525619946647337,0.3395680678632792,1.0,0.3116835375860279,0.5816994379994499,0.06804312029478422,0.5309116329610034,0.5818282751382374,0.5518722665241764,0.7894789120725951,0.4229412519000448,0.6249212377692172,0.561137562289422,0.5664046188524753,0.2518008904540562,0.6788082096230531,0.3520347141505937,0.26712364024908486,0.6270326015129157,0.5867595463313114,0.6443489963744438,0.0883302952879677,0.21408889308253265,0.7094327454403667,0.5202171063403442,0.4119978937930709,0.530155466949806,0.39285075406368425,0.6978698568981074,0.4791290173521852,0.40328278960708974,0.4897778495146438,0.7914383409355338,0.424170840598567,0.27060144829045957,0.4035464266000416,0.27238953041215347,0.041300704991893984,0.4299917819479394,0.7685463402839766,0.4001485515001679,0.5770966186680815,0.5151612356665674,0.666572724761088,0.10541738128313301,0.5572074054172171,0.6488261508744598,0.449256385883427,0.10336383975615926,0.41200438546823703,0.23695979762255912,0.7007846082403524,0.44043184014044184,0.6351016542913589,0.4226429558498285,0.44691743165165504,0.5319687440869185,0.6350856606003994,0.5355025211298164,0.15762553356870823,0.42505430665054283,0.21366443239091498,0.26860923783698115,0.708205769696923,0.3476227395264027,0.35103833324765016,0.47224472928848393,0.5697216502675129,0.5560221219852947,0.42081189173233624,0.3355213825670752,0.27629636282847264,0.14141051245963898,0.0450216199490046,0.6146440236216237,0.5055784191523256,0.1504052489403876,0.6310509678435431,0.07027328141801235,0.7563103354165033,0.06297332492823203,0.45221986580630685,0.7089723372022303,0.22301787789207905,0.4428864856258494,0.31310689397544905,0.6030191903985792,0.6819598494254865,0.5944987556661008
OFCmed_L,0.1488104038295434,0.30023740053491726,-0.3152585425968074,0.15273461682382558,0.15732547254536153,0.3883282869700113,0.40756381094719096,0.025279203635403008,0.14926355651615908,0.2342838242102418,0.21446229713837206,0.38028801465508855,0.3479650700928093,0.12607795372811179,0.30535281547683374,0.05306580673921068,-0.09864248506992597,0.21598507016635593,0.27656846788093886,0.30519783636869696,0.2537482216089676,0.15162042173915496,0.289164467816977,0.5979314302218869,-0.12019327160231708,0.27984521160536957,0.4104102988288894,0.23681277529488182,0.3116835375860279,1.0,0.17025462971679392,0.12879155319671293,0.46237192968868557,0.26922374203763855,0.2658889310533571,0.27766686174784977,0.11301070985783776,0.19770865698139325,0.0405685580210045,0.12343920965575678,0.06705577153314164,0.3486664125063462,0.6780783800499822,0.2425802518374421,0.31755223664786214,0.28885683029448617,0.36639878270288967,0.06298339540866474,0.38804761675361854,0.27637517924810695,0.016055143336372552,0.3069207121278317,0.2590674182717172,0.05321142538594253,0.331428461685627,0.2588067536294503,0.16352358765132105,0.12001303650916335,0.3028787847710474,0.30415119684306774,0.011095570212738772,0.16786379794538367,0.7271170085911675,0.05623403847301239,0.5845432030850957,0.40220228989460166,-0.2168029029496518,0.355197123185192,0.2670616138490435,0.1644355648999908,0.3902979721554304,0.4581493026093291,0.4119181728268748,0.7411907150497977,0.5206792046403415,0.6548264889274272,-0.08256099366642441,0.3767754447814726,0.259333126824861,0.2598755065309869,0.21282718161515585,0.10373501210350962,0.29518341286580274,0.1275223248936566,0.18432876240886525,0.18160827647582448,-0.08904946400306414,0.049874121663658906,0.2159054231648646,0.25116470266875746,-0.025761826902638407,0.22956401695093762,0.13282097587222366,0.3066265361164981,0.031201494619437962,0.7813695033283138,0.4320719689158553,0.14089975833882065,-0.014914087779618312,-0.07738042229342786,0.13554517436835828,0.12598592292810062,-0.2958770256924013,0.16650523945160015,0.0214402968927799,0.09598384571142476,0.235662345548403,0.12245799307198606,0.19608161263626422,0.5042023696767761,0.26720458156739085,0.19723752108130096,0.3031787048356669,0.36418817190670977,0.23400106544511487
Cerebellum_10_L,0.2146495440697579,0.4940920175433918,0.2541360958500673,0.6984609856158632,0.5497989577979626,0.7203956914310456,0.7635049887821963,0.27512113659471327,0.7141579360289766,0.6949730532541328,0.3310425735121821,0.5718787640910719,0.7007081687149195,0.4715521564305754,0.30126133958248724,0.4627996453900277,0.3737159720534801,0.421388159231726,0.5721119915955025,0.4960633871029361,0.6898434677097949,0.4083233945347366,0.44681901409855584,0.5393445260809477,0.3293919045790948,0.6737616155540986,0.6004375288293669,0.3206937521802054,0.5816994379994499,0.17025462971679392,1.0,0.08627013979793972,0.5152537916465831,0.5026293496735647,0.5921442370321446,0.7461264877725603,0.42517076833929657,0.7031858115110703,0.21821299502212946,0.5325171278002327,0.3659191843241097,0.6974484228874435,0.2790537575063816,0.46553968303701904,0.8040493274848429,0.40775936872391233,0.4894944278027293,0.12792716577138638,0.14552984342365383,0.6968674402952972,0.6182839439648677,0.3761971413911283,0.4757001668575187,0.5074617936694054,0.7181539967613498,0.43495230894041564,0.3926767458275576,0.5540933342334978,0.7695784477377325,0.7098441757034772,0.06914460735949798,0.3429816030130593,0.12366509135235579,0.40459990177953614,0.25105650310736044,0.6732904212477215,0.5239483619027642,0.7044780883188505,0.3879999856728323,0.5834301761134341,0.12276237479631248,0.7239110237103991,0.45360495387823546,0.18532229901308228,0.14650229711606844,0.10384445419882911,0.03549471436858979,0.5077877473818102,0.4903728286154279,0.5348633871160979,0.09168390355892964,0.5648910089348089,0.34621656119506267,0.4364198546114467,0.39501401746034237,0.23234979098322026,0.40305726314095724,0.34724438329620305,-0.050943346681264906,0.6135453960862335,0.3613035864126278,0.46885784489498433,0.5884140531276854,0.6805989092991813,0.6533651187750708,0.1919848932285852,0.3620607542241996,0.1311615931344171,0.21669422118281448,0.17270421221892457,0.6006263452986852,0.5549951064494674,0.1444086944014913,0.6759223556783228,0.17090285030713512,0.6770530059461083,0.3403211310097425,0.3311554271611774,0.6610037800262123,0.15469488029684034,0.4140327408737882,0.37255129273164456,0.21452102609892204,0.7011652276561985,0.6708186996454826
Parietal_Sup_R,-0.34781345210043435,0.1180469056972642,-0.33643114483372644,0.044137305858767406,0.3588983978576594,0.10565564388292784,0.07339386860499897,0.7736921952700619,0.15075934543967945,-0.11520406433606399,-0.17509209192679503,0.4099590072513686,-0.01366485389070842,-0.24733472844589996,-0.1787911890096563,0.6791292738733449,0.0163846416586592,0.3996677627862723,-0.18119316445241285,-0.40844604026025955,-0.10633448839193259,0.46916319700214565,0.22075362096714413,0.11694023286121459,-0.3112476568816653,0.22025242049187835,-0.14539593376600166,0.7305352278598863,0.06804312029478422,0.12879155319671293,0.08627013979793972,1.0,0.03213986246331714,-0.05373178026442302,0.3732802480944204,0.10611715868267102,0.7138287602542676,0.28491927293596075,0.19273397674479006,-0.30896749792441314,-0.22163607630840218,-0.1885262914487932,-0.051949427314766795,0.20336412201929982,0.23387317913260647,0.16207752361939598,-0.19538259590807547,0.841870911971921,0.3229783248784491,-0.08996168376984891,-0.31354922930668616,-0.14936651853467817,-0.24018687405430655,-0.19996034607972774,0.3080584043762793,-0.4041858118950925,-0.4807405285279449,-0.25956899834121494,0.08429279554201377,0.1430722429048969,0.6788431464378448,0.6748070422798875,0.3019266946523566,0.13990983598945406,-0.21317646744203664,0.08821574957198283,0.32902811189192976,0.21658067245979307,0.5689328461842384,0.08480697128637527,0.5445183598032188,0.12028588444150064,-0.15423187332848523,-0.14536031870649413,-0.11471027733552412,0.18361105487274074,0.6886638931023454,-0.24650870504424718,0.45003546881816625,0.23823202298534463,-0.13512502174718855,0.21924543184710585,-0.27076510397030956,-0.09092836837563589,-0.2896651278571318,-0.15343559908166657,-0.35539734510150817,-0.11230715231886138,0.15795834297780298,0.3533422576881177,0.21442955728285334,0.5633024686543396,0.47722588737131943,-0.2909331530141014,0.07297468564831183,-0.01513445954049767,0.3399947001024598,0.6833014442452692,-0.2790599128928655,-0.17028803411758087,-0.06543204668089576,-0.11255590177767273,0.23397707670714116,0.1417709790436989,-0.20813963059914578,0.006478445878384108,-0.19589266464718466,0.013084574872694179,0.10963561665659405,0.1827227757295115,0.07018153794038375,-0.2994519557989799,0.29610256132398977,0.07091001042276024,0.4606840724949375
Heschl_L,0.0870537664633845,0.508470019674234,0.13826171654845146,0.5640354231352397,0.3905731928340271,0.6521614719521565,0.6809688139810581,0.17268604862340695,0.5013086586439454,0.465682724724534,0.5038529800841625,0.5154984626110785,0.6017498471024803,0.41035848323321933,0.5017352755555786,0.27369741871123326,0.2785226876284824,0.34891727830815705,0.5247899551941557,0.5691987896567838,0.5854417847443598,0.3676317240115284,0.5473360052319896,0.5302059190786479,0.30982119719613344,0.5005013692157243,0.5289520057401214,0.2963817679652004,0.5309116329610034,0.46237192968868557,0.5152537916465831,0.03213986246331714,1.0,0.503460849160214,0.47168005340879476,0.5772866309529158,0.3219565579356964,0.5627325390277844,0.2436087747232878,0.43710436279618176,0.33444497866489525,0.6033633859043556,0.3173254724350133,0.423122382211421,0.5758659079342823,0.510084278640609,0.5313028532918183,0.08190268139154104,0.1447465521675459,0.6231076314465476,0.5073171135576557,0.472151612103521,0.4045592490452814,0.31922442127765116,0.5907714176090821,0.430043553712365,0.32171857321724495,0.37461510965752154,0.6610666139885745,0.5237504018748473,0.07248831325916516,0.30986951016656306,0.3624448381618066,0.2859548835841145,0.4153402630386876,0.5418392347673846,0.2818510729811124,0.5695984510192565,0.35203143503703144,0.4525013350843173,0.17216856671243533,0.5502802781331074,0.5566019073823967,0.39789322908332475,0.38777833437870696,0.2372383381759391,0.04409955328932976,0.47835518581101666,0.39164614308741663,0.5459739858232217,0.3676943247239702,0.423807083043866,0.3568927455046292,0.4090431993933306,0.4909293112943728,0.355365795506622,0.18234413019195242,0.44185788349622823,-0.009585686083134778,0.5411322807751923,0.27519163089180565,0.43388331998206187,0.44026506063096627,0.5467601555978808,0.46174519102412026,0.419346868726203,0.33807811727115594,0.21053122321529216,0.3112319982067613,0.15977010430912394,0.43846085980796695,0.443782375952514,-0.3171002475190024,0.5494664141019608,0.22659297536255188,0.5552183876417591,0.3118042924675799,0.35596440665647316,0.5496941015437732,0.20480974780039873,0.3044435472237078,0.2960621644706608,0.39191121423947456,0.6314611500370536,0.48215795975955006
Insula_L,0.13560670257457666,0.49548631586096936,0.05744478376872798,0.5606195722739794,0.16428390898235767,0.5123225173455824,0.5830833788236057,0.037226641790218146,0.8270703787599353,0.5656114481072471,0.3357025512212406,0.4168679334503745,0.5947996712798387,0.32032987744988345,0.6113591026928588,0.0577454078602776,0.16614847826305076,0.5536885117802657,0.31896595455978255,0.4279821978802258,0.7166862636833935,0.18326170480899628,0.406094305332086,0.39914674971985215,0.5093743256814472,0.5013587276648025,0.5438727653768699,0.17598991582429593,0.5818282751382374,0.26922374203763855,0.5026293496735647,-0.05373178026442302,0.503460849160214,1.0,0.4752289119049258,0.5953541694758778,0.21602060045399396,0.39509862008339963,0.1327297155978948,0.5487013423886207,0.22460266152595615,0.5215627259369897,0.33878946022053796,0.23153775107314892,0.5147404706698182,0.37713975983974196,0.5235186204877684,-0.10601847014213987,0.23481845415721306,0.5623002198461868,0.5238559296564719,0.25122914261862217,0.5950341747258909,0.47941286955106405,0.47591339461566357,0.6663393051747751,0.4946065291121405,0.5654770443457201,0.6476710432644168,0.33050411367433014,-0.12973443464255913,0.03703964510441618,0.20064690946420216,0.09139934443139197,0.24913589645862408,0.5768599717325281,0.507895009026422,0.4611295162689719,0.1935570766124567,0.4002483995299304,-0.17348571129019996,0.5351610955348195,0.47868598360921116,0.35876031416698917,0.09757163113124966,0.2560834017336081,-0.02639871994964697,0.44589344526409685,0.5697115855051552,0.4315907529595582,0.34267399243342783,0.28177387965811074,0.45723201378025313,0.41657628177001715,0.3904310366600616,0.18810013795860406,0.35483219058773313,0.2044610125390526,0.08756914255224792,0.23131223275886,0.6360942388805921,0.1555118000173279,0.2784907329961403,0.6036108382171033,0.3990892634670225,0.2579586263561929,0.09941648398874882,0.09857937649911878,0.21525922459816124,0.10288878082024303,0.3982885246603251,0.35808029886261783,-0.006823774673498019,0.5404333121391146,-0.011754575540007754,0.7013977710817197,0.15711320355470831,0.2936167585378999,0.5160144751043247,0.34978796558823744,0.3286327003068086,0.18669976831474422,0.3809140730839676,0.5003019591379464,0.44270255027550454
Cerebellum_3_L,0.0011278868907481287,0.39210234975433944,0.2073909611650855,0.5604704688139113,0.47927332023218044,0.516890384387123,0.6639535639310598,0.5341385681850928,0.6356703951143311,0.42683152952620895,0.5554141603717097,0.6432539177419011,0.596483676369956,0.32177962810547095,0.46083029040310725,0.5618075062190124,0.3361098209878261,0.5133029483372111,0.40581442475996565,0.32739689283918527,0.6447166661300097,0.7571239350695846,0.5140809077381285,0.5137085698257002,0.247817921634919,0.565923018580664,0.3984459038791324,0.6276855540231562,0.5518722665241764,0.2658889310533571,0.5921442370321446,0.3732802480944204,0.47168005340879476,0.4752289119049258,1.0,0.518642586603456,0.6654475594663988,0.7179672606221732,0.14163669214936753,0.33221096564788244,0.3205392485632699,0.39881801805809186,0.07177345067389755,0.6493053584379476,0.5850737516665424,0.5965638444189364,0.5691581570643168,0.384370367113767,0.20662871144764666,0.5630305354225607,0.29270437159692125,0.21804939310694174,0.3466505678580035,0.3532195886995473,0.7270832814111329,0.14560064832919714,0.0928468990835235,0.1760834233881861,0.5940600255350146,0.6040051882930115,0.4579861535543718,0.5541336764390042,0.19122490587499372,0.3619564570722358,-0.030917303115228462,0.588888894364947,0.5282662891831521,0.5646189221694338,0.7462679908633763,0.4958364176342626,0.3831092655220107,0.6532516937277253,0.3782652154931692,0.032214643394188024,0.09807684193359854,0.047972222437811886,0.41613661491954174,0.25834712766712536,0.48740392650218595,0.657056030326917,0.38270268011956954,0.6927233478391368,0.08295753892105533,0.5450576622509336,0.49510787632988607,0.4424812854211518,0.06916762434327031,0.3983083243303672,0.027165510726542167,0.5909868855316239,0.572167081616524,0.6031244760816346,0.685624515391798,0.404559790829538,0.5386463623424711,0.1490169146090875,0.5063738561424854,0.5296970036864,0.3689514716935227,0.10398760678327154,0.4890112594447421,0.620364124323814,0.07429227074952731,0.6478253209448572,-0.0380536299187074,0.6003059767722901,0.15721997874270202,0.5045853303073441,0.6658846677954696,0.2655471410141634,0.6105038403780215,0.1225970121706711,0.6547086129177286,0.7254659911034959,0.6483286770883933
Frontal_Mid_2_L,0.2606301208723733,0.6240629974562478,0.19253572595934096,0.8272668341787209,0.5005483774869786,0.8038666759038962,0.8178440550069381,0.22739063719793243,0.7164509844769049,0.778969796027735,0.2972194786606394,0.6403388401629244,0.7531766283914728,0.573393522258798,0.4611135590453235,0.40348570756410934,0.314855556816355,0.3705032929883803,0.679812606170634,0.5828906887494979,0.6646954743907909,0.2766228286712885,0.49964116413189574,0.6394727709267828,0.45845886990161283,0.6560691346227923,0.7809334972159298,0.28415583933866007,0.7894789120725951,0.27766686174784977,0.7461264877725603,0.10611715868267102,0.5772866309529158,0.5953541694758778,0.518642586603456,1.0,0.4505581472307952,0.7307185383531107,0.4081676611123971,0.6247238852163138,0.29815964878515366,0.8230100977447329,0.39946789309739206,0.3226073375536319,0.762369601086474,0.5135125172386559,0.5418008819685413,0.10883555525411259,0.19312808622298075,0.826264559487767,0.6300901931261137,0.5189156464148086,0.5805467923483745,0.5208956220486809,0.7752155087593425,0.5965917932920196,0.5090930470831616,0.6715076911606774,0.9195506632805793,0.5927916846334562,0.0314017150347043,0.3463852706566611,0.2391661696662057,0.20553954304923602,0.43352500207220696,0.7832659524832153,0.5139060466547628,0.7028022015741436,0.3631060193682165,0.6722038741814185,0.03746165328737238,0.6886197519368171,0.5786014685638844,0.4202642827270352,0.15617210377464233,0.36217728507802877,0.04178626682833914,0.6870179999555919,0.5408968566323606,0.579091211385942,0.19607666103041885,0.4867724007375163,0.562494612369523,0.5304624766203265,0.43682429381768045,0.131049490736822,0.5647919595423868,0.3359281528106373,0.05841673751883324,0.6990459109822452,0.32728277281219126,0.3912996510299894,0.571746980272487,0.6993635596974133,0.5980152965614023,0.3936040574139119,0.40525750973276997,0.11236183389960659,0.14067260020366415,0.04187287707202313,0.6844515276968371,0.4993295634811184,0.16911583890260967,0.7578859687771864,0.1256447730923141,0.7405539793147092,0.2496197187693916,0.33249437606538707,0.7639547015727911,0.18959942175036312,0.3810119933779431,0.4474163394278032,0.2663804700326309,0.7110343307662352,0.7161145585839891
Parietal_Inf_R,-0.08449167254787793,0.3480026141546157,0.06584518431974667,0.5284788370067184,0.5924117512514321,0.420542657363872,0.47434850733512685,0.7999166691292036,0.4906709124182943,0.2162767791104538,0.31599842256763666,0.6096813598422286,0.33123553686280205,0.25134727871764256,0.19609561828530833,0.8599816768712202,0.380015543202974,0.5044544921236128,0.32089015298226686,0.04714833380638324,0.3406316767638125,0.6976824958930447,0.43649888891949706,0.2866000015469473,0.09285899081307307,0.5453980863018307,0.17776036525485622,0.7917960826295071,0.4229412519000448,0.11301070985783776,0.42517076833929657,0.7138287602542676,0.3219565579356964,0.21602060045399396,0.6654475594663988,0.4505581472307952,1.0,0.7560622777092335,0.324761959675858,0.08693413897523569,0.2382093829382355,0.2553360407116781,-0.09683291269274982,0.545599960506965,0.5536520554947524,0.4614284335646467,0.16957323897858229,0.7712823020607285,0.2169963395459973,0.41503962557454344,0.18665598467704292,0.12424044939183404,-0.06270189378859384,0.1547938508399894,0.6986390585494721,-0.13936394324604046,-0.21654333624635733,0.08157089413892916,0.47822182366243554,0.5506342970824298,0.6592681214004132,0.7948641806667185,0.08944141829467948,0.44861239798142616,-0.14095043371394914,0.4242095270529687,0.6510115876651095,0.561416936250703,0.7505614515168643,0.5082462671954145,0.4270781415721145,0.4174123097689807,0.12796685040976613,-0.1610011758377263,0.11278807247506975,0.021998143254576587,0.6425962555331711,0.07745533759963737,0.5184461398478419,0.6219321867267299,0.2666988183278561,0.665569834321018,-0.0711941571770681,0.4454553884110607,0.18433192480574168,0.2521254361438414,-0.05479810175182346,0.2753420509066846,0.1215491839289198,0.6544672268207328,0.4110543166178676,0.762782762205761,0.9056662568850248,0.1307241143438382,0.48690283605149187,-0.03153044473051889,0.4862883076805988,0.6459949456692397,0.15385671899177894,0.08821141002098754,0.35200146329550175,0.43643608139058926,0.08307643921724553,0.562097068795233,0.02060821435488888,0.43927850369822274,0.12924922292517593,0.3852276983564691,0.6105923262542873,0.08553767048694973,0.3914038462328091,-0.023618628369246216,0.4660882325476036,0.4781878984044865,0.6739685205793335
Supp_Motor_Area_R,0.20721066609125,0.5723273650543489,0.38126388660169713,0.8284599089840736,0.7234513533283673,0.7257011735424347,0.7703425148640128,0.5232336503448504,0.676431157662041,0.5939654016514916,0.5260527240901017,0.7171835900353052,0.6644651545150076,0.6069125604222373,0.4365514481093439,0.7569003778029392,0.47144335633741913,0.4273461706647088,0.7215820924197219,0.5071342674810556,0.6251124636106109,0.6331404375434925,0.590602444075704,0.5841882592052655,0.36294763178516265,0.7417635695001666,0.6019845355011846,0.5171463427019525,0.6249212377692172,0.19770865698139325,0.7031858115110703,0.28491927293596075,0.5627325390277844,0.39509862008339963,0.7179672606221732,0.7307185383531107,0.7560622777092335,1.0,0.37435624999629635,0.5027059605306825,0.42827806064912005,0.6972201652051367,0.14767595716537799,0.5955199120446626,0.7609231155975967,0.601987917798567,0.4968675328859335,0.39090029441021273,0.1692099486101748,0.8201425177540834,0.5652157836845955,0.421789294754093,0.3191071261678075,0.5119399186439699,0.9480958993836903,0.28845031069021093,0.2228162370053299,0.44390797687739847,0.8267897993377629,0.7220268605143183,0.3740298038968299,0.5874723456863046,0.12969627020655092,0.4303186949317835,0.1489160291582896,0.7130863295399905,0.6389775256983232,0.6780125935657927,0.6744729491086724,0.7476973149663627,0.25161933515870394,0.6715366742049014,0.48075256588610815,0.07428353891613805,0.19855304807086122,0.07454099450825434,0.318058841090248,0.5014291155716049,0.49710365418016267,0.7433725623596085,0.36309390489678733,0.72982793239461,0.29067883816237805,0.7215694027368182,0.4878396480023371,0.39876156384098277,0.326310195323058,0.45782595468412945,0.02039957869895099,0.8037440847651446,0.4024389441197143,0.720125818057014,0.83695643778338,0.57148461508915,0.7193317584641737,0.18139670675546887,0.5781464871593603,0.3960726230340885,0.32464808324535516,0.18293824802433495,0.6869135668953005,0.6706376773502963,0.06568417848045739,0.8606287609365079,0.19814313108753015,0.7195502411960675,0.27606992420293736,0.5226639083341267,0.9040820975387117,0.129396700432885,0.5293874468726014,0.36087267380542737,0.42721102411118633,0.7797313206457971,0.8122104402635755
Cingulate_Post_R,0.03192532053345586,0.4230742410819028,0.08795397210794696,0.4020031351597898,0.44203820868525423,0.38880182295418303,0.366191353385056,0.3605712190173192,0.21810233762803719,0.25550231443612287,0.115956086435141,0.49672486980845787,0.28133778411625526,0.3092961033276271,0.1620702832200235,0.3889685907216054,0.15416579422683574,0.1669451440601291,0.3247524206548564,0.1529941130087842,-0.011470762974315346,0.14017355312652607,0.5649692464593383,0.306896426471443,0.2469748827522511,0.29405056853039363,0.31264683622764794,0.3097615666716625,0.561137562289422,0.0405685580210045,0.21821299502212946,0.19273397674479006,0.2436087747232878,0.1327297155978948,0.14163669214936753,0.4081676611123971,0.324761959675858,0.37435624999629635,1.0,0.171464402108691,0.15514362251187555,0.3627658561651059,0.14634615720491218,0.1047044311382827,0.27451684792945213,0.23344633920694371,0.12209478836432301,0.29704939613107284,0.1985518396973379,0.2941467506974564,0.22283786089794086,0.09558048450508574,0.14669911118512388,0.15878083419982006,0.4147964590560483,0.16768092966956696,0.05948147400121771,0.1976674393286717,0.43762090837188516,0.1427825988978373,0.44836811548583816,0.43167925522893025,0.1458138676753552,-0.0009118912794426268,0.2758059935587164,0.3250577420423975,0.3122892374056575,0.385374245364505,0.2955770601179276,0.3709626691894529,0.24789198852442312,0.25703056191233237,0.30711826285001165,0.14050436788127327,0.10812083187614537,0.2548059310779662,0.45330156666082105,0.36103185096911355,0.3562451232401949,0.4350601274719097,0.14767506915758138,0.23362568930269664,0.21781751384833753,0.322765111216143,0.13364871757335742,-0.0038405932792121155,0.22035513660823808,0.13933218320202562,0.23419104648939207,0.6315730101077733,0.18052780911695998,0.2946147274610433,0.2959718705528843,0.1861948364853424,0.4925335113448838,0.15624819557253464,0.2611723228981092,0.36234661752577346,-0.07296379300123002,0.09145737959221872,0.29809945204249955,0.1977939661532047,0.15815038240478946,0.2632363610538145,0.3085526774776491,0.4255202984397588,-0.006574868840564823,0.375600156658846,0.37787218911414444,0.02231136503338032,0.1344973492717674,0.1830765970702889,0.2681349366462713,0.28267057235811666,0.41289174658770994
