,Parietal_Sup_L,Cerebellum_3_L,Lingual_L,Thal_PuA_R,Thal_MGN_R,Frontal_Inf_Orb_2_L,Thal_VL_L,Cerebellum_10_R,Thal_PuM_L,Olfactory_L,VTA_R,Temporal_Pole_Sup_R,Rectus_L,Rolandic_Oper_L,Parietal_Sup_R,Paracentral_Lobule_R,Thal_MGN_L,Frontal_Sup_Medial_R,Angular_L,Thal_PuI_L,Temporal_Pole_Sup_L,Occipital_Inf_R,Frontal_Mid_2_R,ACC_pre_L,Thal_VPL_R,Frontal_Inf_Oper_L,Vermis_9,Cerebellum_7b_L,Heschl_L,Thal_PuL_L,Temporal_Pole_Mid_R,Postcentral_R,Cerebellum_Crus1_R,Pallidum_R,Thal_IL_L,Frontal_Inf_Tri_R,Calcarine_L,Cerebellum_Crus2_L,LC_L,Occipital_Mid_R,Cerebellum_4_5_R,Heschl_R,Cuneus_R,Vermis_7,Thal_MDm_R,Thal_LGN_R,Temporal_Sup_R,Fusiform_L,ACC_sub_R,Thal_MDm_L,Caudate_L,Cerebellum_Crus2_R,Thal_MDl_R,Thal_VPL_L,Angular_R,Vermis_10,Thal_IL_R,Occipital_Mid_L,Cerebellum_8_L,Cerebellum_6_L,ACC_sup_L,OFClat_L,Occipital_Sup_R,Thal_MDl_L,Frontal_Sup_2_R,Occipital_Inf_L,Thal_Re_L,ACC_pre_R,Thal_LP_L,SN_pc_R,Precuneus_R,Caudate_R,Vermis_3,Temporal_Sup_L,Raphe_D,Temporal_Inf_R,OFCpost_L,Insula_R,Fusiform_R,Thal_PuM_R
Parietal_Sup_L,1.0,0.384370367113767,0.6579351263805157,0.6782277128137052,0.28835239428296844,-0.2806703145584196,-0.3473534142829946,0.22053161872253943,-0.09363916997877854,-0.3739548797004129,0.11935933872316244,0.19142076396902988,-0.25208864242315426,0.12461337360285926,0.841870911971921,0.37047885276779835,-0.4300383731176632,0.1071789809957248,0.7722356972657558,-0.37538463514974174,-0.04484032727531588,0.4662421923539694,-0.0314213039266653,-0.39870589245959664,-0.09991304919868808,0.35082893229095735,0.038918264601151616,-0.18733419811480004,0.08190268139154104,0.1446086327450069,0.38404033764723666,0.5197401004725033,0.19071284359994062,-0.3125690781905356,0.3762922830100829,-0.010740360003543144,0.6201916582374879,-0.1838696109724249,-0.027264791232880073,0.8052919115180833,0.4734767729564543,-0.2596351126394678,0.794969292743534,0.19580068457064023,0.469119554592984,0.30971946003735845,0.39517986135482575,0.07769908464174664,-0.44638112334945057,0.4205260968530459,-0.08885894880260693,0.1900787250789739,-0.015345329193800298,0.02239936224525463,0.8655179651671526,0.3953461493516273,0.40883937168737994,0.6741592897888267,0.14923635379537883,0.314285367091812,0.20455829101887818,-0.06901010123206332,0.7941957815739044,-0.47683762248993733,-0.09205508012316595,0.4674246578648865,0.2884773095924314,-0.16916506176119173,0.15558400760572239,0.15187343431741782,0.7060393492037049,-0.11881199154707434,0.1288260761163437,0.0883302952879677,-0.23519674190153192,0.17608004594373902,0.5330068194565711,0.19824983475349794,0.3568155690180241,0.2754435529701369
Cerebellum_3_L,0.384370367113767,1.0,0.7571239350695846,0.5296970036864,0.4043049233913744,0.46083029040310725,0.25834712766712536,0.5850737516665424,0.4150891769051759,0.3466505678580035,0.4764206394437167,0.3205392485632699,-0.030917303115228462,0.6003059767722901,0.3732802480944204,0.6483286770883933,0.06916762434327031,0.5604704688139113,0.4579861535543718,0.1685035215033899,0.38270268011956954,0.3316419520703435,0.6133285386719483,0.2396910527184011,0.40581442475996565,0.5386463623424711,0.3689514716935227,0.49510787632988607,0.47168005340879476,0.4958364176342626,0.12445141664091822,0.7487573984624321,0.3638932034278975,0.1760834233881861,0.657056030326917,0.6447166661300097,0.7280788440838656,0.2073909611650855,0.07429227074952731,0.37052617009955713,0.7703706050443558,0.29270437159692125,0.6276855540231562,0.4424812854211518,0.48740392650218595,0.3521412053387604,0.5646189221694338,0.7379941675379252,0.14560064832919714,0.6432539177419011,0.4890112594447421,-0.0380536299187074,0.32453654303310703,0.5137085698257002,0.4574328968979321,0.6354247416870078,0.5282662891831521,0.4909362772855778,0.5803281942646364,0.7430337029226172,0.6658846677954696,0.047972222437811886,0.5995771106860571,-0.031012672487303078,0.5630305354225607,0.5283914888503675,0.20662871144764666,0.3984459038791324,0.542202478984488,0.42383637534213725,0.5497962565861712,0.39881801805809186,0.7254659911034959,0.5518722665241764,0.21804939310694174,0.15721997874270202,0.607311571055436,0.6356703951143311,0.6040051882930115,0.5140809077381285
Lingual_L,0.6579351263805157,0.7571239350695846,1.0,0.6414468224137019,0.49204381246490914,0.1614973693353312,-0.11066350951845416,0.4293322258723509,0.10367963762142095,-0.06326401780823147,0.4542522523165086,0.4711101741617344,-0.2511835001887055,0.4285095606605532,0.46916319700214565,0.47854152940944966,-0.3010488093594176,0.35712818272841296,0.6739014977808847,-0.1949945332319767,0.3580001303843645,0.6687446486745674,0.3346461349894654,-0.13840163683920362,0.2005675628631643,0.543103746049727,0.40386862373773097,0.29545627312074735,0.3676317240115284,0.2856931594636948,0.4356342403347542,0.6291255397014323,0.5050010546087917,-0.16821921335043485,0.6444659660908947,0.40355767781664564,0.8732849090297276,0.1660257036710961,-0.13471651213873273,0.6505414560381443,0.7427437592816033,0.04975033081977112,0.6873368975078761,0.5856684861668696,0.3845047613264364,0.3724090633036095,0.508068237790782,0.5073859741337214,-0.1998357279449652,0.5504008953700483,0.22759718455931388,0.22134002254622362,0.11030737618645414,0.2476586794103465,0.6715879736222384,0.6481770605564543,0.4861805904798669,0.7035815523630848,0.5123776346162648,0.7883350437636552,0.5000674535107602,-0.1805549647545672,0.7560074793369426,-0.32245898122679323,0.27698196024458743,0.7383471050466046,0.22943987389201942,0.045557499320757505,0.33877471128704634,0.4338324858862519,0.5715592364587815,0.11812092965486641,0.44785894948959504,0.3160958441147678,-0.06728275646302086,0.27150023178775035,0.7810225624561143,0.4360839776622975,0.652813638742375,0.4297799432657347
Thal_PuA_R,0.6782277128137052,0.5296970036864,0.6414468224137019,1.0,0.3023341704666565,0.15107147775386678,-0.07293674612279781,0.29386115696644444,0.02217514746556761,-0.14927086369906362,0.2986584122966932,-0.024239874232725455,-0.18550663112803933,0.19170563372237184,0.6833014442452692,0.44740647741446116,-0.34867297314164813,0.13077049706297542,0.7441159262421666,-0.2734652823481196,0.2225436389596034,0.26772914238687046,0.061205132106964565,-0.21233114243838105,0.02542766696204079,0.27160981569717363,-0.07099423447913865,0.06689843202002516,0.21053122321529216,0.26098356778008736,0.22073658947257105,0.5154395379200879,0.10108649451027486,-0.15977408313057836,0.4827654003517246,0.04472015918838223,0.5630045984733875,-0.17049131060487616,0.04465068320789121,0.575238608896938,0.4325900409676849,-0.12544979936763492,0.679446810588864,0.1203185399347733,0.5289318159211921,0.4813697465447708,0.22697813949616874,0.33936323967888793,-0.2711573699609081,0.6401811977876286,0.17876454772400008,-0.12214778605597496,0.3367008977071136,0.2405682333509245,0.6693632841776482,0.35311513973487374,0.4683104076330713,0.6637683717474475,0.2930139371626458,0.41983122031036607,0.26034946296345124,0.13303821459845944,0.5625112685224227,-0.33410508219590784,0.06850428589351257,0.5727795373756959,0.49471046381382716,-0.09218059538008354,0.24850182091220305,-0.0027345685870340856,0.682272629454907,-0.1123753715523623,0.218922012365272,0.27629636282847264,-0.12478980733164409,-0.18897750262997626,0.5385149223520332,0.26622739364042197,0.22227334372366583,0.5469558179588916
Thal_MGN_R,0.28835239428296844,0.4043049233913744,0.49204381246490914,0.3023341704666565,1.0,0.15407227032085966,-0.048168296574749775,0.3823750953440156,0.03219863618699828,0.17519944776334137,0.20619540847019707,0.3683495789268174,-0.32352318171574934,0.3734527973317442,0.15161690539960343,0.40191437754522075,0.07609559194940145,0.32116168251671656,0.10992804605983342,-0.019403480643692177,0.14383209185824072,0.5173316592137908,0.25755452368846704,0.051781732644620555,0.15348462904040236,0.4357199169067339,0.300406586332428,0.22662131663899807,0.19930718257918,0.23693214525033082,-0.08844094777955494,0.40737269020202427,0.49741366558565503,0.3093898096191011,0.3665826473193998,0.46943464756483166,0.4317677548379478,0.25963001288391113,0.021843529770979014,0.31511273955381763,0.379462621362574,0.2665110068156977,0.17290431466851425,0.3091117732884462,0.4860807668426761,0.4563156934887388,0.2880646491198953,0.2684272599780181,0.21986851993304826,0.34782403916314203,0.4082552949214814,0.19046954493454754,-0.26586357125382265,-0.007438850299854977,0.35333619189337434,0.3824202367666404,0.619530761865423,0.2150594977655602,0.042340484454904535,0.34734770111440105,0.4240365148946627,-0.26234242894600385,0.46922213422408887,0.010340226308601723,0.2581194378733812,0.29136227033268863,0.31914259471368617,0.1340475162176957,0.2673605112265399,0.1637460713668578,0.3413303701615723,0.17211734380872037,0.19637357989170237,0.1342818159491643,-0.16518875009295414,0.2059898456366209,0.47580828983482903,0.5800125272088015,0.42845399864958206,0.24717512380635087
Frontal_Inf_Orb_2_L,-0.2806703145584196,0.46083029040310725,0.1614973693353312,0.15107147775386678,0.15407227032085966,1.0,0.6487580181875559,0.38187991833950824,0.5354693980140337,0.5199786755241896,0.4553047618198006,0.17477480211789637,0.24740326035256355,0.47469012731595317,-0.1787911890096563,0.367294855231121,0.38819632666181914,0.539278477947142,-0.010093255970819339,0.3851662190493662,0.7357689681070329,-0.10842794745182288,0.6129775318706051,0.6708166043434612,0.5851160330657007,0.20947685829971588,0.28505267034533804,0.7371084357969419,0.5017352755555786,0.4700127480261217,-0.1341768403297344,0.36828305353820007,0.23361993048929108,0.47142863371620336,0.46668303151692314,0.4803925823364797,0.23234050366465375,0.2705059375800162,-0.11935584025369178,-0.31523428955781135,0.2557125192283467,0.5502935191918571,0.03406549848382948,0.23254733057105062,0.10840097777064996,0.09179353271233745,0.142557942969433,0.6776590679280639,0.5000853441824559,0.41752370557596963,0.6148462184228054,-0.16497297934449992,0.310868067219438,0.4752708799240404,-0.0942952472055645,0.3187328169458173,0.23867014196767292,-0.015264848921997264,0.5575399776833017,0.45372499804386424,0.5747136174285398,0.27435313460274147,0.0014630190082665126,0.37873876347858065,0.6825588993281179,0.21888833688736767,0.038946267625364094,0.5264188687785551,0.46889090060454075,0.11648994869509904,0.13063652532941528,0.4854914251170169,0.5001114421567304,0.6179449730624503,0.46829566325682287,-0.10361011505853292,0.2796536394302091,0.433727458970968,0.18037850137418646,0.4510719437294469
Thal_VL_L,-0.3473534142829946,0.25834712766712536,-0.11066350951845416,-0.07293674612279781,-0.048168296574749775,0.6487580181875559,1.0,0.5427357796997604,0.8595765185930613,0.645155938064718,0.3149134419683174,0.044642024985074955,0.6509077045734335,0.5119010637039612,-0.24650870504424718,0.5134360364743444,0.6839292112895939,0.638577555526933,-0.1809552658447394,0.809740517138688,0.31174721996582316,-0.47348468121259984,0.7383171433381589,0.8214662402886082,0.7730972656547848,0.3128283904195645,0.00438159722942656,0.5147434881347586,0.47835518581101666,0.6504110245611557,-0.1752899147800259,0.4076279442905333,0.050418073864100334,0.7211382655565265,0.4134444686273523,0.4192095060846845,-0.00993725459231962,0.2076648321654606,0.08532387820467488,-0.5396362192437764,0.3241723007114828,0.6827933530648698,-0.06138101465237913,0.004805885491506909,0.22585933345107329,0.003817645583771971,0.3455299706253773,0.5846726517821978,0.6823059541454601,0.5048613367426078,0.7401181436185067,-0.025113495384516286,0.443188924480092,0.7506842406927913,-0.23077206799663702,0.3121440079854967,0.16371349702748333,-0.27971616723588744,0.3222112540767214,0.18545553647177124,0.5963288931018287,0.5055347311741935,-0.19833828732866315,0.761598678429451,0.7966191733311019,-0.22949047953422108,0.10626839295212534,0.812135850061639,0.6743549569863757,0.10437634341333521,0.1291574937216659,0.8160831270520849,0.6426234244743343,0.7007846082403524,0.6677684304385555,0.03786335999612753,-0.05683146354836737,0.3953923557311042,0.29159121565024293,0.4709413159107862
Cerebellum_10_R,0.22053161872253943,0.5850737516665424,0.4293322258723509,0.29386115696644444,0.3823750953440156,0.38187991833950824,0.5427357796997604,1.0,0.6496931082251174,0.44350045865319276,0.3367789154191229,0.25604903104853616,0.32611374158996875,0.6233919706548292,0.23387317913260647,0.7631657200449304,0.335414205126556,0.725027750379126,0.1654860159064315,0.5450144544652534,0.18108236041425932,0.004633228942071868,0.7317907960534308,0.5390264576315658,0.6082435675084478,0.5477647031112205,0.07395044559169703,0.3607261548272693,0.5758659079342823,0.6692448312189766,-0.01532082574037897,0.7626571156023689,0.2257785189963812,0.5437964837224661,0.5871531522079361,0.641773438548666,0.44123371357457086,0.1912604867526259,0.09352930262760592,0.06350553910437215,0.6884829651577096,0.5648973589433396,0.409811073291412,0.13240357496191885,0.5797385465876713,0.374160852469848,0.6688275330482436,0.6127424112421662,0.4288420305460248,0.7013151694776733,0.628011360817225,0.1420413215132759,0.2897840177632702,0.63415582547524,0.28920838525265263,0.6041475513722969,0.5648389262644695,0.08829433114065037,0.3480170485566963,0.4110078348558362,0.7340317411378865,0.2983175880158476,0.39216073286084546,0.35529315437733117,0.742380315539134,0.09428778253862106,0.3494950771455444,0.6430273160892828,0.6512663734708398,0.27357244316527884,0.5207860789062138,0.68269555443648,0.6887211109959318,0.6270326015129157,0.47842106460052075,0.23393263502340766,0.3952145859061231,0.7131619837108971,0.6590484890515419,0.5350586153004847
Thal_PuM_L,-0.09363916997877854,0.4150891769051759,0.10367963762142095,0.02217514746556761,0.03219863618699828,0.5354693980140337,0.8595765185930613,0.6496931082251174,1.0,0.5309422997206262,0.411405890223679,0.2586242189037089,0.6221883115270702,0.5986692377596298,-0.09961111380774339,0.5856545020479751,0.6443887813268108,0.7707155874397423,-0.006181071393301048,0.8151697438504396,0.32985074182959945,-0.2669495752849605,0.7873086840014853,0.7416430568472847,0.8869259429899812,0.4642427886059297,0.1469156051984028,0.5046124055475336,0.5514996629484096,0.7562949535426731,0.005534363514027475,0.5967905293893562,0.24089208480391427,0.6381951462291244,0.5697509165769616,0.47738595394667566,0.2629562555161951,0.28575588998801515,0.01224438080407381,-0.2843537392429433,0.5171188852418785,0.6762602756508715,0.1906295277764789,0.16718698340172278,0.3283916656806532,0.016067241275180277,0.5454368061015152,0.6025825788067896,0.5530682612301291,0.6106812712633165,0.6903602648823368,0.16707763292316555,0.31727668794690284,0.7994588316803878,-0.008093138473685453,0.460582745920186,0.3035594513277957,-0.15443744752797683,0.4259782473501513,0.3144933231015874,0.7616879217921361,0.4147968437336967,0.10600350910651045,0.6589686243544246,0.841886690746893,-0.13516232522112426,0.07935401705732219,0.8525808959628565,0.8171074030830295,0.4024986829690406,0.25138990540560047,0.9156975535669383,0.8089194942467636,0.6914516705538896,0.7040558520812722,0.2758972464533119,0.1617654519790656,0.4957824656693864,0.5105591717530918,0.5484662037528386
Olfactory_L,-0.3739548797004129,0.3466505678580035,-0.06326401780823147,-0.14927086369906362,0.17519944776334137,0.5199786755241896,0.645155938064718,0.44350045865319276,0.5309422997206262,1.0,0.18924150728164033,0.02329687926069121,0.43193813942099774,0.46943753031355046,-0.24018687405430655,0.39327854006471064,0.5282546559544858,0.49490651980396133,-0.2786770808837752,0.6418761986111967,0.14906287743817612,-0.2848448993360959,0.6430687948520395,0.7330291582875677,0.4583263962802775,0.21874765885504335,0.1035968829558989,0.43849168671054206,0.4045592490452814,0.391136817601658,-0.3090284887613746,0.2838576996396784,0.11632276881023483,0.5930748187794674,0.21283976169456362,0.6329178224977864,-0.02435641402183538,0.20759700334706427,0.21671991326397577,-0.41937940186763967,0.26995667756326597,0.4787087275308369,-0.113932641006061,0.012662259817777542,0.2924562704469909,0.17139444434896858,0.3034408529320349,0.41619342497619466,0.773763441558297,0.3300739967078273,0.4979022720272262,-0.05081182661522959,0.3348393909172709,0.5780680657899726,-0.2805266123209206,0.2675035799741829,0.18845399215727573,-0.20407392397446175,0.1690001248486555,0.13543453843031597,0.4642088780520979,0.3196863246152863,-0.19433982439807557,0.625530758441575,0.579219992851562,-0.15500163424976926,0.08224588124938412,0.7762101413710526,0.461440797824806,0.05657926900055174,0.0382818939237899,0.6387847367106536,0.5565109255522506,0.530155466949806,0.3958020505351901,0.011442573854831809,-0.012138101848907502,0.4912569925071815,0.22144826456523506,0.28870727367835486
