,SN_pc_R,Thal_MDl_L,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,Vermis_8
SN_pc_R,1.0,0.009144102105618118,0.3677901072141877,0.463648042809285,-0.1958933457611139,0.24833851358156148,0.25490326890010273,0.41493710896559527,0.5646567342187401,0.3853821227718355
Thal_MDl_L,0.009144102105618118,1.0,0.6321563507242773,0.2287150109936829,0.3766948694031226,0.5316772079818742,-0.35733203573861205,-0.5007537972824176,0.1334015859318837,0.10396702163723934
OFCpost_R,0.3677901072141877,0.6321563507242773,1.0,0.3818304947629277,0.13327042930498295,0.7010870634268088,-0.11525621595363084,-0.0745660655772504,0.4373739945932048,0.3611906031138381
Temporal_Sup_R,0.463648042809285,0.2287150109936829,0.3818304947629277,1.0,0.20058489073884597,0.42065702810617145,0.36576708633789673,0.24612989614152905,0.6214435224811414,0.4968550251361628
OFClat_L,-0.1958933457611139,0.3766948694031226,0.13327042930498295,0.20058489073884597,1.0,0.02380377987215634,-0.02079389720607576,-0.6184329794433837,-0.13090580982282052,0.1003738852225358
Heschl_R,0.24833851358156148,0.5316772079818742,0.7010870634268088,0.42065702810617145,0.02380377987215634,1.0,-0.04436866306480248,-0.06324665126779362,0.27425562859811553,0.13338845632558907
Cuneus_L,0.25490326890010273,-0.35733203573861205,-0.11525621595363084,0.36576708633789673,-0.02079389720607576,-0.04436866306480248,1.0,0.4393408689142187,0.07464894903364633,0.08718241581785556
Occipital_Inf_R,0.41493710896559527,-0.5007537972824176,-0.0745660655772504,0.24612989614152905,-0.6184329794433837,-0.06324665126779362,0.4393408689142187,1.0,0.4421179145373052,0.22812469065463417
Temporal_Inf_R,0.5646567342187401,0.1334015859318837,0.4373739945932048,0.6214435224811414,-0.13090580982282052,0.27425562859811553,0.07464894903364633,0.4421179145373052,1.0,0.8003313611808872
Vermis_8,0.3853821227718355,0.10396702163723934,0.3611906031138381,0.4968550251361628,0.1003738852225358,0.13338845632558907,0.08718241581785556,0.22812469065463417,0.8003313611808872,1.0
