,Paracentral_Lobule_L,Occipital_Mid_R,Parietal_Sup_L,Precuneus_R,Thal_LGN_R,OFCpost_R,N_Acc_R,SupraMarginal_R,Thal_VL_L,Cerebellum_8_L,Thal_PuA_R,Frontal_Med_Orb_R,Vermis_6,Caudate_R,Thal_AV_R,Heschl_R,Postcentral_R,Cuneus_R,ACC_sup_R,Frontal_Sup_Medial_R,Occipital_Inf_R,Postcentral_L,Cerebellum_Crus1_R,Cerebellum_4_5_L,Cerebellum_4_5_R,Cerebellum_10_L,Frontal_Inf_Orb_2_R,Vermis_3,Thal_PuM_R,OFCmed_R,Parietal_Inf_R,OFClat_R,OFCant_L,Frontal_Inf_Tri_R,Cerebellum_Crus1_L,Thal_MDl_L,Angular_L,Precentral_R,Raphe_D,Cerebellum_9_L,Paracentral_Lobule_R,Cerebellum_9_R,LC_L,Temporal_Mid_R,Temporal_Sup_L,Pallidum_R,Cerebellum_10_R,SN_pc_R,Thal_PuI_R,Vermis_8,Frontal_Sup_2_L,Thal_IL_R,SN_pc_L,Cingulate_Post_R,Thal_MDl_R
Thal_PuA_R,0.4143663214834132,0.575238608896938,0.6782277128137052,0.682272629454907,0.4813697465447708,-0.20737257532068282,0.5849241444234728,0.4397918914407568,-0.07293674612279781,0.2930139371626458,1.0,-0.40752809452517497,0.34837128293297714,-0.1123753715523623,0.14181034370092796,-0.12544979936763492,0.5154395379200879,0.679446810588864,0.28485127594246823,0.13077049706297542,0.26772914238687046,0.5617663402467161,0.10108649451027486,0.23624003691642959,0.4325900409676849,0.1311615931344171,0.04381470223039055,0.218922012365272,0.5469558179588916,-0.3827012793097234,0.6459949456692397,0.44189603923703774,-0.19222161007325111,0.04472015918838223,0.28755275115047396,-0.33410508219590784,0.7441159262421666,0.1502925751356276,-0.12478980733164409,0.15488867869968076,0.44740647741446116,0.24453882121130321,0.04465068320789121,0.11100700825036963,0.27629636282847264,-0.15977408313057836,0.29386115696644444,-0.0027345685870340856,0.4964499598391282,-0.007988236073878514,0.17426029133043508,0.4683104076330713,-0.013669255025168955,0.36234661752577346,0.3367008977071136
Frontal_Med_Orb_R,0.2879834715390062,-0.6214843312783247,-0.5395750986489467,-0.17402405827100617,-0.04674647458963706,0.723044359377894,-0.45158076054369994,-0.046005758056022236,0.6596749012814159,0.08839803019646923,-0.40752809452517497,1.0,-0.14012818304028019,0.628375502628049,0.26091766941191535,0.5744653387718642,0.10545749695113468,-0.3529752771552902,0.32286038260628513,0.4311484889528254,-0.3899090907464268,-0.19871170586159756,0.10473980292099956,0.41958507383749133,0.04884752229321265,0.3926767458275576,0.5451075844529364,0.39028519522706406,0.13372355599004615,0.6610420382354908,-0.21654333624635733,0.03981212026666879,0.5137392392641522,0.532482863811283,0.07090114229654466,0.7301860438880887,-0.530888050581655,0.4724049822053613,0.49567674798181655,0.18683080400522611,0.20961576536901105,0.1252059430419171,0.10777753443060821,-0.14954450095434943,0.40328278960708974,0.7119673614717775,0.3364399317415444,0.010449777371837107,-0.007545290086639435,0.012866667221105462,0.5495955240132895,0.06811157331711122,0.5214090179946589,0.05948147400121771,0.14960073305243876
Vermis_6,0.5732328069675737,0.4910126365040451,0.4919485823174738,0.45519040568725083,0.2729382179330737,0.27478145587420005,0.5164788447075397,0.6460582535312474,-0.011555363561689161,0.6118671956450503,0.34837128293297714,-0.14012818304028019,1.0,0.30975143951088624,0.35138674386721774,0.1892485918024884,0.5601872995773138,0.5347949099240021,0.516320052194286,0.3915730565704438,0.6556277108223287,0.6810339746569762,0.6999007274894181,0.549197092644651,0.8013252885132017,0.46553968303701904,0.3154683528497681,0.5040660644675442,0.4109567175643954,-0.21612771665108002,0.545599960506965,0.5127294697619732,-0.12779943424976842,0.5492679450352321,0.6180866898988068,-0.09643437167527373,0.37942107963123345,0.5396579625558833,0.03799470105366354,0.6898234994687715,0.42948372311583444,0.7378781688744621,-0.3139122071798979,0.7945890981254761,0.26712364024908486,-0.016576057950432037,0.41807381236624763,0.5791807555914301,0.4654340604766866,0.5452973579392364,0.3782400535306384,0.37025740683057556,-0.04759015863963473,0.1047044311382827,0.005649790735694142
Caudate_R,0.7549551505121207,-0.31520649186352956,-0.11881199154707434,0.2622659332473687,0.05199540848598317,0.7836027565145168,-0.06693892712183633,0.4825803199587927,0.8160831270520849,0.3940853191421975,-0.1123753715523623,0.628375502628049,0.30975143951088624,1.0,0.4842264273972364,0.7227215080286561,0.5857792557655449,0.12148958946544605,0.8238399786487437,0.8228796198984971,-0.1586770623493949,0.3179428512825863,0.3587493593048646,0.8031507783858797,0.576778815701306,0.6974484228874435,0.5061050688785202,0.7957197746752572,0.5051849541830921,0.5202673774358805,0.2553360407116781,0.3702346158979757,0.5377311156162902,0.6512755757496105,0.25091922931374727,0.7052196916312211,-0.13218499978756534,0.8645416437118948,0.6659309595151972,0.4376352998188114,0.5969337813624751,0.42662531555149846,-0.023447963961792776,0.28001011327283337,0.6788082096230531,0.7226616308724817,0.68269555443648,0.419656179928771,0.20634144984762562,0.34839530777199557,0.8654130383590352,0.34521600178841877,0.4643161819536669,0.3627658561651059,0.19709320500271887
Thal_AV_R,0.5371762187720428,0.048113551465501746,0.06606668357134654,0.3147346836743907,-0.25217176781111933,0.507465272170109,-0.10427785601294529,0.5298735538578175,0.3702300625934772,0.3486087268854982,0.14181034370092796,0.26091766941191535,0.35138674386721774,0.4842264273972364,1.0,0.5474823609891184,0.47718654321076903,0.14997638521143086,0.5599672604259817,0.6242204177690721,0.32239817242633934,0.26922275870449963,0.5642611099543389,0.4242892823666091,0.3701902669724372,0.389483690214954,0.44363554348957346,0.475735684525543,0.4147859260092542,-0.16866570500119765,0.42889886547180567,0.34288979002835573,-0.11814921259958958,0.35505910705020294,0.45757018006182143,0.19914093198877827,0.1485575840404591,0.6020996793577282,0.3717775211196498,0.5097345281623088,0.4130160320910912,0.4533649337527929,0.07492280304222457,0.353862625529296,0.42337146107909673,0.36835124309782535,0.3706533522020652,0.4121499631848472,0.10509103454857796,0.02794318956142414,0.5401077218392096,0.5026294579518636,0.4751707654468254,0.34586403027453816,-0.15453414919593905
Heschl_R,0.5345025320327129,-0.4172843878488927,-0.2596351126394678,0.15568728808705942,-0.0306439610677916,0.7010870634268088,-0.34843712957877093,0.40238771889630787,0.6827933530648698,0.3543196421008392,-0.12544979936763492,0.5744653387718642,0.1892485918024884,0.7227215080286561,0.5474823609891184,1.0,0.4359848507002135,0.023059693736047906,0.5555347093982865,0.7029023178200677,-0.06324665126779362,0.14868597540950831,0.31791559179099654,0.6150937778544386,0.3694660916396679,0.6182839439648677,0.4427310472857071,0.5566028466904146,0.3894068932011212,0.37835681739627286,0.18665598467704292,0.07631802959860853,0.2179163019053995,0.5749413199240929,0.2718148532972956,0.5316772079818742,-0.20718697183360643,0.6769886358781476,0.5451581183254322,0.3891898570374041,0.46625440777651367,0.26466782014139334,-0.08249657614753554,0.16739620691541376,0.5202171063403442,0.742789742471095,0.5648973589433396,0.24833851358156148,0.27421660809889437,0.13338845632558907,0.6986725360729843,0.49225164807751604,0.66067124892193,0.22283786089794086,-0.07161113645481584
Postcentral_R,0.910081894067767,0.3658604770522024,0.5197401004725033,0.7747307461600762,0.3152743169615097,0.3402219477305256,0.33169721499005894,0.8606173726535518,0.4076279442905333,0.42937589619469013,0.5154395379200879,0.10545749695113468,0.5601872995773138,0.5857792557655449,0.47718654321076903,0.4359848507002135,1.0,0.6739643231866678,0.8301979278742602,0.7615246597528985,0.18799684632876293,0.7798409008759936,0.31990495000045144,0.7423427014332338,0.7632732307599315,0.6646327046847592,0.3573903273283472,0.7480584528442404,0.6083637809224309,-0.009888357147242682,0.8317007579022001,0.5468735222125479,0.12438515417753496,0.5688865137488424,0.33602465847212754,0.1366140495426787,0.44718558833944766,0.7745936505075223,0.3971196448775065,0.4072262534723971,0.8965598988752862,0.4241671701323275,0.12695312559313016,0.41401313845209714,0.5617536066732662,0.351905884520162,0.7626571156023689,0.36092021745160274,0.5374630378182771,0.12995685180126856,0.7787796561173288,0.6629594475342124,0.2683243604525325,0.33627339180716115,0.23359638309522843
Cuneus_R,0.5465234167451497,0.6520421420962017,0.794969292743534,0.7424590005195207,0.3193298328251256,-0.0585905533679916,0.5564447037328661,0.7118461986314413,-0.06138101465237913,0.43957853392380264,0.679446810588864,-0.3529752771552902,0.5347949099240021,0.12148958946544605,0.14997638521143086,0.023059693736047906,0.6739643231866678,1.0,0.4733927021316718,0.3548672928518873,0.3748758777858466,0.7708172353461332,0.22621724535083293,0.3677816482641918,0.6292660860118776,0.3206937521802054,-0.1384728350629545,0.4452454096530027,0.4928926913405389,-0.18891864550185208,0.7917960826295071,0.35890175851561434,-0.09229904451591629,0.21569673952627846,0.3128497043137089,-0.36305846804349196,0.7587168804880626,0.3051125291081895,0.032537043647495024,0.28762522868648344,0.5127960425929082,0.34799146219168287,-0.04270241728368465,0.43905807237445843,0.3395680678632792,-0.18702450778082014,0.409811073291412,0.30799755806186896,0.5072169822345856,0.2492444208139852,0.30646439133203485,0.514897087854893,-0.04389507530861849,0.3097615666716625,0.15920160908926978
ACC_sup_R,0.9355230180427042,0.10282000010311637,0.30121126851794244,0.5252805477178865,0.17185503271212232,0.5955533880354043,0.25663221101882366,0.7465948965844175,0.6094907041622498,0.49656975983143425,0.28485127594246823,0.32286038260628513,0.516320052194286,0.8238399786487437,0.5599672604259817,0.5555347093982865,0.8301979278742602,0.4733927021316718,1.0,0.8628443279157485,0.11604747547748198,0.6443107544844421,0.4668552744122154,0.7662136735109791,0.7265047061174352,0.6874941879230242,0.4897559604414215,0.8511283801750044,0.6214222800732409,0.18444184267653374,0.6220308624985194,0.5691824586971369,0.2848034724201594,0.588338109735134,0.39376126460001115,0.38283364137471243,0.2981478803124883,0.8992515579189438,0.48793611929763797,0.5303050355775384,0.7430988496462975,0.560971023153772,0.022780121393523926,0.4055369145870822,0.6860551174597328,0.48583323184300115,0.7598611326186411,0.47523536989029325,0.3455524300399769,0.30639348427455637,0.8508124703903384,0.5434220852622247,0.35945807789754525,0.4437326410530927,0.19559399402349753
Frontal_Sup_Medial_R,0.8266110427941289,-0.07804677533095386,0.1071789809957248,0.44384999868056835,0.05294890643647984,0.6139965221587417,-0.04135919724853735,0.6730778411503888,0.638577555526933,0.43174776043281066,0.13077049706297542,0.4311484889528254,0.3915730565704438,0.8228796198984971,0.6242204177690721,0.7029023178200677,0.7615246597528985,0.3548672928518873,0.8628443279157485,1.0,0.08723527803688415,0.469341133153615,0.3939651494452768,0.7547237497652795,0.6593882736988265,0.6984609856158632,0.4392063466285991,0.8014472275692521,0.5387340093409053,0.21793066807882325,0.5284788370067184,0.3248398695228839,0.2504302431229551,0.6590702060011189,0.33964152100957534,0.38050355936725927,0.1474279299569904,0.8839107970288267,0.5606481457794941,0.469262187741468,0.6796146803373683,0.41115687636568027,0.08655052141694553,0.28903466304326697,0.6788015628574424,0.5522458210640507,0.725027750379126,0.4636311623266334,0.2992445205503653,0.12549214080178683,0.8862989027925734,0.6245035453641757,0.5923037236180277,0.4020031351597898,0.06851925532797504
Occipital_Inf_R,0.15448250969019628,0.5881476638522676,0.4662421923539694,0.21226614726469253,0.06442732530164459,-0.0745660655772504,0.31532263965975654,0.36631385552879725,-0.47348468121259984,0.292156409771061,0.26772914238687046,-0.3899090907464268,0.6556277108223287,-0.1586770623493949,0.32239817242633934,-0.06324665126779362,0.18799684632876293,0.3748758777858466,0.11604747547748198,0.08723527803688415,1.0,0.4313853195783101,0.6651353440583441,-0.058660228358074794,0.3537136010465573,0.08338891221062543,0.15053554712604944,0.07164837167023572,0.07844264475438217,-0.6093164113025255,0.3535863721767468,0.20276259889828804,-0.6217698388916251,0.20960288293534185,0.5001569311153817,-0.5007537972824176,0.40311340936560097,0.13494455431273114,-0.2921276450499999,0.4774468414810124,0.025623526187498826,0.4725467537616661,-0.2833949995636902,0.6780282084605959,-0.12576770437045667,-0.33506857101385445,0.004633228942071868,0.41493710896559527,0.1911259850831598,0.22812469065463417,-0.054544055127843064,0.33013625234244764,-0.07988676364309823,-0.041377324681783116,-0.42832773549715286
Postcentral_L,0.7121828575750325,0.5589831638292383,0.7712873836617035,0.7046546271124328,0.30194206970935145,0.15250474603045402,0.5624757791908891,0.7738558356908748,0.03804058269594206,0.4411666360786244,0.5617663402467161,-0.19871170586159756,0.6810339746569762,0.3179428512825863,0.26922275870449963,0.14868597540950831,0.7798409008759936,0.7708172353461332,0.6443107544844421,0.469341133153615,0.4313853195783101,1.0,0.4558152391511951,0.4943011373535109,0.681306844999663,0.46885784489498433,0.14437480599694175,0.5542299043463018,0.5253835858196872,-0.1831569428995389,0.762782762205761,0.49043896903732187,-0.10129217773736462,0.3792455465944101,0.38536475153017874,-0.11042378886591359,0.6457914522733633,0.5671542244408091,0.15200850932423163,0.4479301460676288,0.5699926231341907,0.5248548843229096,-0.1714118363026402,0.6154635396585866,0.35103833324765016,-0.006421165818269232,0.5244610761945361,0.4153531250186056,0.5090365474734831,0.3913972195454702,0.45915145826712883,0.5197633274390968,-0.015317361815744448,0.2946147274610433,0.10095353292170317
Cerebellum_Crus1_R,0.4410050426167928,0.21064069420976653,0.19071284359994062,0.17185907115187513,0.00340663000910018,0.49131597710514807,0.16241228522467016,0.40930988958535125,0.050418073864100334,0.564158428792102,0.10108649451027486,0.10473980292099956,0.6999007274894181,0.3587493593048646,0.5642611099543389,0.31791559179099654,0.31990495000045144,0.22621724535083293,0.4668552744122154,0.3939651494452768,0.6651353440583441,0.4558152391511951,1.0,0.33323999637887336,0.45119600844566454,0.29100619088521384,0.426557661620245,0.4384215980387842,0.39224318019075943,-0.17728023476250196,0.2500834188863348,0.29434358026633417,-0.2037591695049565,0.48202867221899015,0.7304848191621451,0.061487459857379405,0.17676086926072376,0.5393325633568071,0.08237765510212514,0.813140426973416,0.1805200936320081,0.8421208368927834,-0.40944477621815495,0.6967196590576796,0.21243676004284529,0.08523424246313015,0.2257785189963812,0.571378247731925,0.18794094113963436,0.502748068550766,0.3245761451579638,0.3353139221291126,0.20027758581920857,0.15125204360763575,-0.2346903551306018
Cerebellum_4_5_L,0.823420035640598,-0.04908642597896526,0.10215146969804259,0.5240073345818494,0.32049299136621817,0.6330891321388304,0.1974532758868809,0.619394097431626,0.6958459395163777,0.5444712329711511,0.23624003691642959,0.41958507383749133,0.549197092644651,0.8031507783858797,0.4242892823666091,0.6150937778544386,0.7423427014332338,0.3677816482641918,0.7662136735109791,0.7547237497652795,-0.058660228358074794,0.4943011373535109,0.33323999637887336,1.0,0.8146282395867926,0.7635049887821963,0.4576171070453602,0.8236909075833415,0.6495881987976148,0.3700390385914527,0.47434850733512685,0.4355248317439459,0.45433108899025965,0.6998933202700812,0.3763415068874794,0.4957745059145365,0.1192833639929661,0.833906194837444,0.5465233521273043,0.49077232564424295,0.7531459508524687,0.4884227091377026,0.029262996322518355,0.3189248594747515,0.7557469645322713,0.5740948271069368,0.772866961299388,0.3681564470231575,0.4922859076759594,0.29455727203334353,0.865031227557585,0.4494066181912876,0.41481892878282317,0.366191353385056,0.404647364510377
Cerebellum_4_5_R,0.7882333194711638,0.330822721204055,0.4734767729564543,0.600795649283755,0.36224330855359443,0.3699419620079877,0.47169232806115113,0.7419888350768279,0.3241723007114828,0.5884399089264182,0.4325900409676849,0.04884752229321265,0.8013252885132017,0.576778815701306,0.3701902669724372,0.3694660916396679,0.7632732307599315,0.6292660860118776,0.7265047061174352,0.6593882736988265,0.3537136010465573,0.681306844999663,0.45119600844566454,0.8146282395867926,1.0,0.6932549736382999,0.3303643041626294,0.7409281825135292,0.5506325448175154,0.021833311348883135,0.6619867630898199,0.5723519292121334,0.1443172643540862,0.6451697762186331,0.44785593915542554,0.08164955436398166,0.3907079791563258,0.7051562327441863,0.300697175993244,0.5317654631026403,0.6918562208970717,0.5728714906852923,-0.07051411069569803,0.5799757884859641,0.5645887983708375,0.24013559650322358,0.6884829651577096,0.4871724952642092,0.5371835613803982,0.41468355337103935,0.6659989484693137,0.5221024389944274,0.14224171922080317,0.316138306641524,0.2632806926730506
