,SN_pr_L,Thal_MDl_R,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,Red_N_L,Vermis_8,Thal_AV_L,Thal_MGN_L,Paracentral_Lobule_R,Vermis_9,Amygdala_R,Temporal_Sup_L,ACC_sup_R,Thal_MDm_L,Precentral_L,LC_R,Frontal_Inf_Orb_2_R,Insula_L,Postcentral_L,Vermis_7
Amygdala_R,0.2436584102677603,0.10454203950019517,0.2858478023919495,0.39311017717342467,0.1565946679503315,0.5193423396487741,-0.2217432869096887,-0.4063457924222196,0.21787609802528968,0.3383654727023066,0.2305263351081575,0.052485291286176274,0.38268061768017664,-0.0003443181810918492,-0.4251473238332415,1.0,0.02513680457675879,0.5447947326903951,0.062453287990741,0.4135017090467214,0.3057957878398391,0.6427695085850035,0.6302285555458317,0.3745452303487444,-0.46648678511886704
Temporal_Sup_L,0.13119282204953062,0.3907414115142291,0.4014165598068301,0.623799561836802,0.016319519729654966,0.28778100667893164,0.5287303645502154,0.4350428076854006,0.37729869783872644,0.28315055657313404,0.1319186458651229,0.21928133241884595,0.09178803020559632,0.28775166689546894,0.43742054787784224,0.02513680457675879,1.0,0.17072621666287127,0.261284759876058,0.25864947951836176,0.15357835931770275,-0.0625458230286581,0.36405579009589106,0.12313669393820655,0.39545520682182345
ACC_sup_R,0.22691565966187985,0.36870318836832866,0.3117117896164819,0.624069830846276,0.17004002076391145,0.623437800351252,0.051382328685805445,-0.1763589636764219,0.36673606928469654,0.1370932605258526,-0.021750193399600756,0.2548520058374804,0.5020808310957531,0.10120397721022988,-0.2794024781364103,0.5447947326903951,0.17072621666287127,1.0,0.34523126918582475,0.6267770148377059,0.2360662194693067,0.5740889070878364,0.7275530703520524,0.5174316238624573,-0.3687521093825173
Thal_MDm_L,0.3680952596603703,0.47778185107024707,0.12752956913589839,0.4233701728155437,0.040774138028150164,0.026689370110551388,0.5631791583294132,0.4399252588630586,0.4787262347123686,0.21769411205774514,0.025799575941522757,0.3855740703317101,0.21561045109408597,0.4199127382266804,0.3690510567745157,0.062453287990741,0.261284759876058,0.34523126918582475,1.0,0.2210641612547315,0.007324070338808725,0.12241953894641473,0.18954326078698885,0.16774835392570978,0.1321522439827104
Precentral_L,0.23196545070348557,0.35492498657284155,0.33831481761737925,0.6529838156018509,0.4396677672677031,0.5486725635239308,0.01218230404388954,-0.2536379982152461,0.5094858632482883,-0.1034367206295338,-0.08227890713201516,0.14383972418926588,0.4821069993499858,0.24510789365384086,-0.4016043204720592,0.4135017090467214,0.25864947951836176,0.6267770148377059,0.2210641612547315,1.0,0.33768663106008756,0.6078460588754656,0.73608167935524,0.9121245374672289,-0.4909132645341824
LC_R,0.034429099685837815,0.1763703808380454,0.10396611623171043,0.2918514089782789,0.2747048655988697,0.29612691300297767,-0.034184067100104895,-0.18179802291730549,0.2737518139692605,-0.06546539436208622,0.26564512454031347,0.009864499521170472,0.05039067971411642,0.0444566945244028,-0.18963614763384293,0.3057957878398391,0.15357835931770275,0.2360662194693067,0.007324070338808725,0.33768663106008756,1.0,0.25672571818777823,0.3414813874592627,0.3032346319636876,-0.19064878713244265
Frontal_Inf_Orb_2_R,0.39254939743065187,0.2779154546826187,0.31370364948332075,0.45669186521115207,0.2980655572764936,0.48615079076793627,-0.3949494214350626,-0.5150292346101499,0.3567728763457744,0.08922275775401446,0.13648307932821563,0.04715681699933521,0.4624774434584456,0.05969234338537414,-0.6370120472091763,0.6427695085850035,-0.0625458230286581,0.5740889070878364,0.12241953894641473,0.6078460588754656,0.25672571818777823,1.0,0.6225860145446404,0.5903007868448273,-0.5972221311805975
Insula_L,0.2610358863502512,0.35315523849316705,0.6022893932385311,0.751840503230002,0.22761853476252977,0.7878842761429007,-0.018000779063472954,-0.17735540987056336,0.5003806500371746,0.2814997751814467,0.004438010500406497,0.09959876535320024,0.5429023663052379,0.18052035682757736,-0.2965248888458239,0.6302285555458317,0.36405579009589106,0.7275530703520524,0.18954326078698885,0.73608167935524,0.3414813874592627,0.6225860145446404,1.0,0.6607568478871664,-0.32998523271465324
Postcentral_L,0.13527782735286353,0.280458505078654,0.23824616415283728,0.5417835966116781,0.4805715488331153,0.4932808052160958,-0.01591546723976184,-0.3089541946282906,0.44393206014893855,-0.16265305716559475,-0.14655700716614245,0.13679210442954692,0.43426524711733483,0.13544251673900803,-0.47424557739723977,0.3745452303487444,0.12313669393820655,0.5174316238624573,0.16774835392570978,0.9121245374672289,0.3032346319636876,0.5903007868448273,0.6607568478871664,1.0,-0.5886402253401681
Vermis_7,-0.0785459577781077,0.03328535914142874,0.2441057690727548,-0.01783711085384318,-0.3988779340204605,-0.13165796516475242,0.4839147088529218,0.8068892924148793,0.15470203815392242,0.27320663573143555,0.1899544930870908,-0.0841473853157581,-0.25671967953623365,0.12972210071357052,0.7861698256689998,-0.46648678511886704,0.39545520682182345,-0.3687521093825173,0.1321522439827104,-0.4909132645341824,-0.19064878713244265,-0.5972221311805975,-0.32998523271465324,-0.5886402253401681,1.0
