,SN_pr_L,Thal_MDl_R,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,Red_N_L,Vermis_8,Thal_AV_L,Thal_MGN_L,Paracentral_Lobule_R,Vermis_9,Amygdala_R,Temporal_Sup_L,ACC_sup_R,Thal_MDm_L,Precentral_L,LC_R,Frontal_Inf_Orb_2_R,Insula_L,Postcentral_L,Vermis_7,Hippocampus_R,Cerebellum_10_R,Parietal_Sup_L,Precuneus_L,SupraMarginal_R,Vermis_6,Thal_PuL_R,Occipital_Sup_R,ParaHippocampal_L,Supp_Motor_Area_L,SN_pc_R,Cerebellum_Crus1_R,Thal_AV_R,Amygdala_L,Frontal_Mid_2_R,Frontal_Sup_2_L,Thal_VL_L,Temporal_Inf_L,Vermis_1_2,Rolandic_Oper_R
Thal_PuL_R,-0.12384704741531051,0.040715966317571885,-0.04545575624388414,-0.055893324261794816,-0.2702837298987227,-0.21693923532887627,0.6968312460452911,0.5804822863438729,0.013977715845126653,0.12574548199937094,-0.1936107147210987,0.09279761655933955,-0.07279908265799222,0.11911775408513166,0.5745038684178351,-0.3412895650863537,0.2691385087824599,-0.11518817152292873,0.3301873000835302,-0.20759109411233267,-0.21022079916506953,-0.5427283751505427,-0.17294366515031395,-0.16942242796559065,0.43200791088448964,-0.40015165863737995,0.26218947084098543,0.14373388643484508,0.12929616792292625,0.27507733713603133,0.38560095650236864,1.0,0.49125549045500116,-0.3750816522340296,-0.2566412690971018,-0.01735795595775204,0.4159341144829568,-0.6084169565934822,-0.4861863247754782,-0.2079746819123587,-0.20483873333094837,-0.3883429828776506,0.39027472296303267,0.056175848950320004,-0.1614179464863619
Occipital_Sup_R,0.04339345937862281,0.3419357836522596,0.12426212743246838,0.47293560283086006,-0.03702508065419323,0.12605863563116912,0.7624175702322541,0.42631054623475395,0.539555707939852,0.0510696627296423,-0.16787277858314278,0.16886367084266204,0.1975014477095556,0.3596571417607284,0.29610814375740646,-0.006320059785453849,0.32897208188021193,0.3451797905344991,0.6456096027839627,0.39226301251566376,0.019030774684560405,0.042753559796406354,0.23451954313412915,0.39317370491387293,0.041778452041125964,0.03679920942651434,0.23159626112705708,0.7040678991465184,0.7571516926841744,0.687053004755029,0.2777396108683879,0.49125549045500116,1.0,-0.08396759935972824,0.13272465308016906,-0.10436599811673161,0.2788195327545699,-0.22802276377994868,-0.33825206117652845,0.07338208064491532,0.2665265988834412,-0.1376674603672512,-0.09030380893537968,0.024251568843735836,-0.04063974826284783
ParaHippocampal_L,0.2814945663500898,0.29429243595727356,0.2200496972471217,0.33307953882708907,0.3738637104558203,0.43137828679718404,-0.3298632170031985,-0.5564117234764475,0.17518030718940641,-0.06875677710102401,0.2897998893013398,0.09872600036542342,0.262467262993439,0.05137470719849054,-0.618020325629564,0.5581307088910359,0.07520658986102927,0.4514656493530822,-0.00779353813060485,0.5459697094514091,0.4057700587344786,0.6592154360107689,0.5911681438920524,0.5340959585142971,-0.49182476714722134,0.7298070271049281,0.0027718690666644133,0.2430698030708965,0.3423620120189897,-0.008546689719021984,-0.2842928968709147,-0.3750816522340296,-0.08396759935972824,1.0,0.5121920343889836,0.3090706679791283,-0.4858974174158137,0.6233293842011467,0.7192235087880745,0.34653882721574936,0.6093160138663121,0.6032808480287167,-0.40620371016030365,0.23583115179068664,0.4214501706594987
Supp_Motor_Area_L,0.32434520498290015,0.3168489834649575,0.24542813779812633,0.5810202955559064,0.4416720099293635,0.40364539538448796,-0.04432126917677155,-0.21631228119152385,0.2701632551972151,0.04094231919896572,0.12900697619652146,0.23559373107632162,0.2482981837206038,0.3955071394697562,-0.24070015267823844,0.33531519602790333,0.4311041994214486,0.5134589358316438,0.1723166999668407,0.7705578511143211,0.3079627751133276,0.4572156476922666,0.6005737860410536,0.6005687223627095,-0.23720527521966514,0.471661462093661,0.1863358624637454,0.21787635511632827,0.42423869819361215,0.4295514721361343,0.09754034864825344,-0.2566412690971018,0.13272465308016906,0.5121920343889836,1.0,0.20048674705296315,-0.20887473859071506,0.5234697560614672,0.3400650334786989,0.7629680813362619,0.791396485660518,0.5125776219340328,-0.12439999165119783,0.14979858858175157,0.5667086152068804
SN_pc_R,0.08389921922769902,0.07931934976080014,0.28692196023370525,0.16634134645072726,-0.09784234788464993,0.35047600782667937,-0.0610628506501896,-0.1466511861725273,0.015157478143415575,0.2801000419215502,0.12284283388368902,0.021500295282658562,0.12458257317668743,-0.050148427462405804,-0.10072105488452168,0.3736652097602586,0.23187639667757387,0.24486947929497183,-0.15804744867555112,0.1590091081039525,0.16621923140301892,0.08406033406983159,0.41979454970328994,0.10347752906171227,-0.06471222957418583,0.16404316772191002,0.07686927492459927,0.011348514281992333,0.07853611052183108,0.1420272537900378,-0.012698895710235992,-0.01735795595775204,-0.10436599811673161,0.3090706679791283,0.20048674705296315,1.0,-0.13885267666959955,0.14551601556149585,0.40048555486665594,0.2536679464100357,0.26844852403769603,0.2547031106210798,0.07128186027790173,0.2274180390243098,0.2722830055327469
Cerebellum_Crus1_R,0.01791698056637967,0.09761625948422942,0.3365551280478559,0.20034525822175797,-0.2970838389325762,0.04190031350555422,0.5773471836326852,0.9074492615869238,0.47169979449681376,0.303899575143922,0.12237558451783512,-0.011365487598187087,-0.02624617518339021,0.13618980741002304,0.8328508285207601,-0.2914110463816202,0.347887020255071,-0.15704938433450139,0.411000351199391,-0.28729566199042544,-0.1461539390105729,-0.3703946991888971,-0.16487898306587967,-0.3686325501118706,0.8336346337964093,-0.3912044276399747,0.384737236220143,-0.21901879325107096,-0.20880381027585063,0.260223443012035,0.6270889593601167,0.4159341144829568,0.2788195327545699,-0.4858974174158137,-0.20887473859071506,-0.13885267666959955,1.0,-0.4692574608897747,-0.69595849881884,-0.21186405362493965,-0.3173851224623295,-0.32587904106825066,0.4885414807375098,0.06801183094532032,-0.07126595344970808
Thal_AV_R,0.29404253034193445,0.30975939417655235,0.152983955989936,0.31996301717072695,0.38863618362410557,0.3029100098864531,-0.5109511726883116,-0.5917217418801197,0.1087818488149614,-0.05904990034223457,0.19468382086940184,0.08202391224597552,0.2370982189431252,0.08808943389875526,-0.6476727657474761,0.3814126660633035,0.005838217458770322,0.32538754283091786,-0.13431814966290023,0.5270827810945663,0.3236814625595191,0.6518734548959604,0.4566825607617864,0.46220337659313476,-0.4615169710033246,0.6257112900221153,-0.00872764499342405,0.10162834478712299,0.1796595397934082,-0.050012197654160276,-0.2856280362068016,-0.6084169565934822,-0.22802276377994868,0.6233293842011467,0.5234697560614672,0.14551601556149585,-0.4692574608897747,1.0,0.5749781427766337,0.46016862003724057,0.5287814165634369,0.7084839171850678,-0.4185828158617017,0.13639229267003364,0.4815991006761106
Amygdala_L,0.12102746776434702,0.03772695464579191,0.11091024160552035,0.024219231862477486,0.22104070791999628,0.3124675777532139,-0.5903743234922935,-0.7782132600862346,-0.16668601291204804,-0.018537439127861228,0.23525496084600978,-0.0583402735200461,0.1829242092310169,-0.16891063371697523,-0.7858834289812603,0.5557784771323239,-0.13240446618009447,0.2887646703431893,-0.3552919337230465,0.35063715875813384,0.2664422291812812,0.5399001575371699,0.4381343461374424,0.3800241819958204,-0.570715203801419,0.5786825745704384,-0.20514946895482097,0.06722962682681544,0.12494867949592006,-0.2396834955640403,-0.5454887817451541,-0.4861863247754782,-0.33825206117652845,0.7192235087880745,0.3400650334786989,0.40048555486665594,-0.69595849881884,0.5749781427766337,1.0,0.2475761905153128,0.4697239245373695,0.5882440436226221,-0.40509121449489877,0.09289275711479142,0.21424787399303313
Frontal_Mid_2_R,0.18820548930506228,0.2770185289887738,0.17909671592866747,0.5662227984007956,0.30023789390212996,0.29411729145545656,0.03961751700398114,-0.1468683453211605,0.09911429984434898,0.0773876394498708,0.055658477358949125,0.17764027737449728,0.12123897028031591,0.4486239852923794,-0.1422698744126837,0.15743037410256813,0.5580068143573635,0.36101482808609475,0.007350193015790681,0.555351969852727,0.24308777585483335,0.25282862864648814,0.4826329780671972,0.378892582652477,-0.0698913267406572,0.20996556603469177,0.233553506338049,0.057323767893564734,0.2600394375410932,0.5770510984285412,0.22131261200564814,-0.2079746819123587,0.07338208064491532,0.34653882721574936,0.7629680813362619,0.2536679464100357,-0.21186405362493965,0.46016862003724057,0.2475761905153128,1.0,0.5697669653224358,0.4786117363130246,0.073180374436232,0.2344057398239787,0.6735332115127038
Frontal_Sup_2_L,0.28041806571690475,0.38181641705437,0.3513743911459518,0.603390821084362,0.36986301067093125,0.5484500849455427,0.0038473467706819616,-0.3197724877439738,0.3718206277398967,-0.006743647727143825,0.1220886909623354,0.2001196890571031,0.41980310808824994,0.09343033043736278,-0.39292160899520695,0.4756277191647964,0.3804567528054774,0.6234847719751261,0.12408889808992873,0.8412855972292479,0.34554282283871474,0.5558046087400386,0.695110390444519,0.7593155592559856,-0.41453948387492967,0.6239541974620149,0.15745051755368072,0.48825961617583247,0.6408202603499562,0.4036075362333676,-0.08339623020329677,-0.20483873333094837,0.2665265988834412,0.6093160138663121,0.791396485660518,0.26844852403769603,-0.3173851224623295,0.5287814165634369,0.4697239245373695,0.5697669653224358,1.0,0.6415631979334518,-0.36146194083493705,0.08037960698553917,0.42841721206456834
Thal_VL_L,0.3392359274759701,0.5123234548119278,0.3151491312254617,0.3709746356737334,0.16856900723200086,0.40896423887265443,-0.2966588706602043,-0.42647809729895986,0.14432436470713111,0.07553684499808876,0.34051779697062406,0.062034091389745846,0.2947906251631822,-0.04320764320397688,-0.47950968935143956,0.3641860760685099,0.3029731952016595,0.4452132170444266,-0.06135818289607104,0.4546230139233868,0.286052140984654,0.5100885723867665,0.4934896895183445,0.3575557565364504,-0.23093235865845518,0.6043365676324566,0.19302617007977985,0.03077590137798901,0.1647598038152287,0.03280929012632991,-0.1731060827179621,-0.3883429828776506,-0.1376674603672512,0.6032808480287167,0.5125776219340328,0.2547031106210798,-0.32587904106825066,0.7084839171850678,0.5882440436226221,0.4786117363130246,0.6415631979334518,1.0,-0.19971202790810794,0.1543067821301093,0.4314134527171668
Temporal_Inf_L,-0.07233727327852045,-0.03851153107547734,-0.18569390138942815,-0.15355281499981543,-0.17149231246511754,-0.3794729866469378,0.43309462129235693,0.5113544592393794,-0.2403145239149086,0.2932898890670018,0.27643777077567483,0.10327665324935906,-0.4282691906629196,0.21216542181328096,0.7106694851832573,-0.3190335974147858,0.4631765428872182,-0.41048852919287243,0.0742998338312078,-0.5531109460826165,-0.11048778118272377,-0.6464048051385295,-0.41973120682636583,-0.650472644036694,0.6987328164402443,-0.5586238165125262,0.38697478561715737,-0.6038263699120852,-0.486541864546168,0.08384914903078823,0.7268883262685852,0.39027472296303267,-0.09030380893537968,-0.40620371016030365,-0.12439999165119783,0.07128186027790173,0.4885414807375098,-0.4185828158617017,-0.40509121449489877,0.073180374436232,-0.36146194083493705,-0.19971202790810794,1.0,0.2430091033277429,0.13179857093752262
Vermis_1_2,0.26581827264410085,0.32580705583624003,0.06321634667198717,0.09365830890706404,0.03910151920904511,-0.15624833120885068,0.13479097070817156,0.04394966546648665,0.03204514860116335,0.12847716923340038,0.22198577162079383,0.07946011622543432,-0.04402179959034165,0.32877967607262654,0.08255650772725465,-0.057853708948902724,0.2596396854170475,-0.08813821031554418,0.24286681305428537,-0.024283099313846,0.05267076978263931,0.016525423695716884,0.033591403950266205,-0.05611656327266971,0.15998109613444964,0.03097889485548123,0.5024255456899792,-0.11023976114453889,-0.012699486470642089,0.0456232232363384,0.24201160253177348,0.056175848950320004,0.024251568843735836,0.23583115179068664,0.14979858858175157,0.2274180390243098,0.06801183094532032,0.13639229267003364,0.09289275711479142,0.2344057398239787,0.08037960698553917,0.1543067821301093,0.2430091033277429,1.0,0.29383900256097534
Rolandic_Oper_R,0.2172295213636144,0.3267206641889226,0.21644218317714164,0.5843379800517193,0.41525145434298655,0.3135126169987492,0.027763387232939203,-0.07637000668955816,0.15177470108921942,0.28135025833823935,0.20233904622456736,0.23085618725156062,0.1173800447920409,0.38375196472442286,-0.07357715373899933,0.2584303973781101,0.5663771972968252,0.2489527688805352,0.04874995531634896,0.36541831495191346,0.28508383939728493,0.3223385732132066,0.522172650542742,0.3271715461117348,-0.009175168414590474,0.32920674374707937,0.2544174494570122,-0.03676036630871169,0.14232785707450368,0.40154152567550994,0.3193889371775523,-0.1614179464863619,-0.04063974826284783,0.4214501706594987,0.5667086152068804,0.2722830055327469,-0.07126595344970808,0.4815991006761106,0.21424787399303313,0.6735332115127038,0.42841721206456834,0.4314134527171668,0.13179857093752262,0.29383900256097534,1.0
