,Thal_PuM_L,Frontal_Inf_Orb_2_L,Thal_MDl_R,Cerebellum_Crus1_L,Paracentral_Lobule_L,Thal_LGN_L,Precuneus_R,Thal_IL_L,LC_L,OFClat_R,Thal_VA_L,Cerebellum_3_R,Cerebellum_7b_L,Cerebellum_Crus2_L,Cerebellum_10_R,SN_pc_L,Heschl_L,Occipital_Sup_L,Hippocampus_R,N_Acc_R,Thal_MGN_R,Insula_R,Cingulate_Mid_R,SupraMarginal_R,Frontal_Mid_2_L,Red_N_L,Thal_PuA_L,SN_pr_R,Postcentral_R,Fusiform_R,Parietal_Sup_R,Rolandic_Oper_L,Occipital_Mid_L,Vermis_8,Cingulate_Post_R,Cerebellum_10_L,Vermis_9,Rectus_R,Calcarine_L,Frontal_Sup_2_L,Pallidum_R,Thal_LP_L,Thal_MDl_L,Thal_VA_R,Red_N_R,Frontal_Inf_Oper_R,Postcentral_L,Occipital_Sup_R,Insula_L,Supp_Motor_Area_R,Olfactory_L,Frontal_Sup_2_R,Vermis_6,Frontal_Mid_2_R,Thal_LGN_R,Thal_VL_L,Cerebellum_7b_R,Heschl_R,Thal_PuI_R,Temporal_Mid_R,Caudate_L,Frontal_Inf_Tri_R,Amygdala_R,OFCmed_L,Thal_MDm_R,Raphe_D,Thal_MGN_L,Cuneus_L,VTA_L,SN_pc_R,Amygdala_L,Cerebellum_4_5_L,OFCpost_R,Thal_IL_R,Thal_PuM_R,Temporal_Inf_R,Rectus_L,OFCmed_R,Temporal_Mid_L,Occipital_Inf_R,Rolandic_Oper_R,SN_pr_L,Cerebellum_6_R,Lingual_L,OFCpost_L,Occipital_Inf_L,Olfactory_R,Vermis_3,Vermis_1_2,Temporal_Pole_Mid_R,Precuneus_L,ParaHippocampal_R,Parietal_Inf_L,Hippocampus_L,Thal_VL_R,Temporal_Sup_L,Thal_LP_R,Putamen_R,Frontal_Sup_Medial_R,Thal_AV_L,Precentral_R,ACC_sub_L,Frontal_Med_Orb_L,ACC_sub_R,Calcarine_R,Fusiform_L,Angular_L,N_Acc_L,ParaHippocampal_L,Frontal_Inf_Tri_L
Thal_PuM_L,1.0,0.37246981046520916,0.42793017611461054,-0.39468202417949866,0.398874905159062,0.5221636507154088,0.3552492424801889,0.2734350517884853,0.18530182696335262,0.42994065418140315,0.45556599172964946,0.2505294271578087,-0.40939514580180236,-0.38526481662956547,-0.04465854805475956,-0.0004913392250216151,0.29807842147992214,-0.11308026104446034,0.5904917793945089,0.11035336503369517,0.05285128497547153,0.39957853180174685,0.4076847801058899,0.30256079597557056,0.5755639745494846,-0.05865911250927749,0.7589522655803576,0.3172677980852279,0.17922584393569732,0.2376502111090986,0.3547766088042375,0.3489212621934172,-0.3014816337255451,-0.056709244614851564,0.17139927213019718,0.3700719016070887,-0.19331080949616117,0.29937963871666823,-0.17321768159078574,0.48402743345087257,0.451334231835132,0.6650916985079655,0.5277198497490933,0.46347034111500934,0.19708031652119193,0.3573195875640606,0.4661086449127061,0.31857430581195734,0.5487291855099369,0.4808474674231462,0.5139107021356251,0.5010890408571914,-0.16791699675207947,0.15162054724478066,0.011065011428926724,0.3813301681419287,0.0013755741667867444,0.3720588002687993,0.4403650339630821,0.49961751792751535,0.42121067556082964,0.5022121225848205,0.3513914017183289,-0.2476050856638531,0.12061205112096271,0.04751127091462913,0.542968042427907,0.02193516094543808,0.1751286741895748,0.03555841447258918,0.1356058996762412,0.20323562486673727,0.19714593335464609,0.3026765016970359,0.31528354472379455,0.38764378867507554,0.27269482580909876,0.21588344195437184,-0.340487258067849,-0.12202790312161003,0.14214974424147395,0.2696011897122498,-0.23769756229588831,-0.20782686805418094,0.42394227261051337,-0.4000802918222143,0.32013206945774614,0.05179679583674899,-0.07952108962476537,-0.07223912161429312,0.4669803073032005,0.48020729029961723,0.37917309151425704,0.24754707107606852,0.7195539387357412,0.11501716595761029,0.14163116767471576,0.45131438545044406,0.4619344269936641,0.2710137470844552,0.06006392204505869,0.2830484331114769,-0.10869315348353965,0.30285103032766203,0.06958706833443883,-0.3234630813544712,0.13755855355897703,0.3302808192849693,0.33674714683190404,0.48804835181068495
Frontal_Inf_Orb_2_L,0.37246981046520916,1.0,0.2943993886786962,-0.502108003228446,0.4534081920174487,0.6101379749564017,0.1619681701865429,0.4051008906044525,0.30429674820244873,0.4742120206244757,0.42114933003861327,0.15973970430882198,-0.46950968706917184,-0.4152391538578291,-0.08303826972515185,0.23405595435919976,0.3266562962423799,-0.3268133619268173,0.7422756520575599,0.29011318375692974,-0.001673436087513627,0.5168422440414335,0.30777265406922,-0.0026555637417495373,0.5494268082581498,0.2894314301422752,0.4602430706440719,0.6305535658355901,0.12057404206900894,0.1497848227159838,0.16517334174580534,0.5082880267276698,-0.51180137332471,0.17408202714425977,0.01453225658727577,0.4226334009868195,-0.48060265901333626,0.3977158198047054,-0.40332172038510905,0.436475214177666,0.5606041909918801,0.13634755093179407,-0.11455028146694918,0.44716383766748985,0.6152162387668387,0.32527840622476833,0.41284488788346957,-0.02469398656567442,0.5402967417417072,0.40595227857224286,0.6244010049939636,0.5446635720559488,-0.24318486505992026,0.24578254192002563,-0.14592480231994287,0.4470774335865307,-0.32285310403638534,0.27122298418138757,0.2497841510675601,0.17737229495946605,0.35148100214317224,0.5816626293294522,0.5357796531938609,-0.05676316676738099,-0.2817140486899754,-0.1249087376011389,0.38672893163734684,-0.31901526008956155,0.27662294089851536,0.1857430572573013,0.4591104183304091,0.40500143071643563,0.24025946156636332,0.44520096393365977,0.25180688707696924,0.17108875964363598,0.585730397787097,0.500753736762798,-0.386291928469395,-0.42717524639434123,0.4820515157301382,0.46805654604878283,-0.30651265074804185,-0.4210528485461922,0.6784496212899743,-0.47896768813381924,0.7710988897849167,0.09187830785590287,0.24466719345277516,-0.33387507088160395,0.24461604186204958,0.5998657426527452,0.1617746242916833,0.406993190547138,0.585577878337046,0.05092211205635188,-0.3230742919612383,0.5172056294515782,0.45139230660904667,0.10218590953749633,-0.07097970686983439,0.7637676130692855,-0.07275544419416768,0.5283624889788799,-0.13002028660367285,-0.2699117903207279,-0.21261357905602365,0.5756693851353228,0.5688866440532875,0.6923675992196325
Thal_MDl_R,0.42793017611461054,0.2943993886786962,1.0,-0.040274718104140746,0.3241663569970204,0.2027998571960389,0.4495528518234137,0.536340660720027,0.24325014455932045,0.037445521114885943,0.5479442528987231,0.3889240413471061,0.01105228384684453,-0.05446363240817442,0.4527990613962356,-0.0016459845584009954,0.4623093973559584,0.1586098225374138,0.3718453199983296,0.4594571714675727,-0.041120788067520946,0.4106962783671752,0.31463793947752183,0.2790974744435725,0.3583500886277204,0.10568918100045113,0.30865183512799393,0.45928023729668177,0.32881552526153146,0.33496377186385473,0.31383060977544647,0.31587043599043246,-0.017697917603089752,0.1546041769508094,0.3208750468542744,0.3257995470848252,0.033640056915316546,0.051290368663180236,0.0710596809451662,0.38181641705437,0.4057544002295068,0.2403250773311289,0.3902206675575826,0.43927425659264235,0.25075090632219166,0.3571760140148808,0.280458505078654,0.3419357836522596,0.35315523849316705,0.4040722326064274,0.20792150616424152,0.31690633824957976,0.1363236553683646,0.2770185289887738,0.09942531618021845,0.5123234548119278,0.01895559553715775,0.25551018641302553,0.16356534029439318,0.3988005611551797,0.5043361572970562,0.3179661684418694,0.10454203950019517,-0.1503458783168878,0.5334560914269717,0.20167680472408678,0.23378705676663278,0.24006168553139312,0.10695376161578739,0.07931934976080014,0.03772695464579191,0.46345004550360686,0.2857045770346288,0.38229707985760714,0.325545040797688,0.40743453298058746,0.20097996530362905,0.11618245885614305,0.059415691280932555,0.08750722582839755,0.3267206641889226,0.30784140778696717,0.17112514035287038,-0.01052699279336367,0.19491064531514216,-0.1165905397342838,0.29940108374466645,0.35468088774935363,0.32580705583624003,0.1397554125492682,0.3895222762243328,0.42774293360550325,0.29709319362690967,0.4353916791856994,0.5685171096367064,0.3907414115142291,0.1776829866588033,0.41314993861443877,0.3086713893598936,0.1405682905928186,0.2796800788117021,0.18524896176914876,-0.12656285788197988,0.10597518258780152,0.30137578358068756,0.09371431267427412,0.22007968669554315,0.26953742440656964,0.29429243595727356,0.33753122714548023
Cerebellum_Crus1_L,-0.39468202417949866,-0.502108003228446,-0.040274718104140746,1.0,-0.5199213562660259,-0.7335724090596426,-0.1494401922131828,-0.29957339689754586,-0.3506138262324952,-0.6922360176210487,-0.3334042565314428,0.30753921401885226,0.9493220384690267,0.9293586382267622,0.40969791112338655,-0.17140689787120153,0.05086370144244046,0.5986716489935848,-0.7066877209063847,0.021113068235603247,-0.1081295831980149,-0.06092093071651052,-0.3623819886136775,0.1670326018830591,-0.6756860115665335,0.28835285150061146,-0.3514189238390887,-0.14010303527678528,0.08781107335047864,0.2523929639341353,-0.3588062636709223,-0.06815553180622723,0.8867592927127979,-0.010506431434900725,0.21775413686457473,-0.5925361077701851,0.8897478634307107,-0.5884531332610805,0.8556026592153746,-0.5208537342971603,-0.6540112039384582,-0.2984135249987521,-0.08790536818376635,-0.49627758690792967,-0.14869894343874393,-0.1476929618917607,-0.6377734079417577,0.09635201292272795,-0.41313154257870016,-0.47856197108927395,-0.620129560553943,-0.6202511291802276,0.6751791899027283,-0.1270406056805207,0.2076790837632731,-0.41333939018049004,0.50581200754313,-0.25968900681367924,-0.37103354322894383,0.06266174862772174,-0.31578277320209763,-0.4891054715795988,-0.5243070392234805,0.2705960437319092,0.4710353118694684,0.3432352707472507,-0.2915190287711726,0.5612221658389821,-0.19901717637480593,-0.10484498765677305,-0.6991331407531732,-0.1565486645381089,0.07976818785292814,-0.14841189727903142,-0.283033981345792,0.022779646107057173,-0.6857321436558895,-0.5241474355723252,0.8484819476271853,0.8493570546712689,-0.060390567219242755,-0.12745087181312986,0.8196202538396584,0.8289479534927404,-0.6587828318078244,0.9358702848481315,-0.5227065707858235,0.5361568469477115,0.12554501527157552,0.7287725332027103,-0.44010746174903054,-0.5818493415240851,-0.389643211258068,-0.277149959455477,-0.4942295975479744,0.3813090101071409,0.4267915169407434,-0.3522057846540201,-0.5803138899264906,-0.032126266170706776,0.28371528025618503,-0.630422733629376,0.20337671412163424,-0.6993631792405715,0.588511437934324,0.8061413175217093,0.13068102104245496,-0.25813166179306485,-0.6398913059519833,-0.5674418450393256
Paracentral_Lobule_L,0.398874905159062,0.4534081920174487,0.3241663569970204,-0.5199213562660259,1.0,0.4613139652009187,0.5846579572713866,0.3342113431807433,0.3451432584911936,0.5638697072097026,0.5470949845134357,0.1826491245482586,-0.46499105880923297,-0.47515148919068273,0.07962536927777124,0.15819148393849092,0.2592490228124707,-0.1503453310278355,0.5374730847525727,0.27132722908588736,0.13101898934351078,0.306528244176012,0.6452438974344367,0.3241761941333987,0.633410099475958,-0.07699346565923978,0.28846207752237174,0.34339248031996567,0.6136459486714264,0.3111488418148922,0.5473059108770277,0.36974203833473046,-0.41770795404267225,-0.053320712541855615,0.07954145551478636,0.5082838679176865,-0.38999633794972643,0.37027150053810665,-0.31294873316667465,0.6651974315650241,0.5442307053862712,0.2463678548243364,0.04849038593339949,0.6376012130813685,0.19490382782575136,0.5388911803892857,0.8451214590485767,0.29092403525389726,0.573130888605241,0.8180182642795781,0.4035817956276992,0.7212187049995599,-0.13230680687031707,0.4828429913794021,-0.14257276627727222,0.31486645296365817,-0.30202406426578915,0.3040613947529222,0.47887881668442617,0.30958577142877625,0.2902000704170819,0.5240308382778064,0.30750505924041716,-0.23437888320422498,-0.0145090198848075,-0.1044908161140302,0.27665696019991537,-0.049013051177975935,0.27644099062104216,0.09347813927699156,0.34768107754955146,0.3734237765650643,0.12427416519425678,0.3624490612695277,0.3031484762124748,0.31747272326060255,0.366301743776283,0.24435426089045303,-0.36867705978269316,-0.3022007232271798,0.43336992926774726,0.27310434817393797,-0.2368099638325385,-0.2963431557571119,0.39315655199320343,-0.5057443100973932,0.3862493584000994,-0.06159761218583877,0.10977557571476419,-0.35883227077433505,0.6876251462005056,0.5908992114106458,0.5578270208698429,0.2509746529606539,0.505045102575995,0.13529815465622244,-0.17596020786727512,0.5724529777626718,0.4352445928934586,0.18257140823743537,0.4457769229329005,0.35717420804137057,-0.1846706945469454,0.36545197588202044,-0.0856146845035357,-0.3006899425306292,0.07164580799495546,0.27290243340502285,0.5216551164229175,0.6095160518693802
Thal_LGN_L,0.5221636507154088,0.6101379749564017,0.2027998571960389,-0.7335724090596426,0.4613139652009187,1.0,0.07559859703849538,0.33202811836326745,0.3058799197120557,0.6164515162585079,0.4047455864954373,-0.19233834891454904,-0.7417779550845842,-0.671536591009024,-0.23168397771941235,0.20989990384190463,0.3448094672685618,-0.45000417517338404,0.7949305111880066,-0.032641419984603466,-0.032981744840123624,0.2242738341404473,0.41886010159913434,-0.13590319183152003,0.6860103464460171,-0.04134592826264469,0.6721017144107296,0.29014274239509524,-0.010911596472564174,-0.01850175958299237,0.07704746089974404,0.20161814719852597,-0.712455280319888,0.3230173001751554,-0.04683029595108514,0.5311349458532056,-0.7165209596281537,0.5963698670096974,-0.6628869076034858,0.5364369834896641,0.7155056576533043,0.2082584367933919,0.21308974407106382,0.5761059301741018,0.37893043267132426,0.3041398276087003,0.4754836510332867,-0.15656846087019727,0.4630890035859705,0.47837643807916735,0.6463017884009418,0.6422523605534934,-0.41938682678459405,0.2254024144376007,-0.08054862600340326,0.6050142145770415,-0.37651270112610624,0.3346724122385905,0.378348979854993,0.06540036325736859,0.49785083484601406,0.5953252986036845,0.6335821184012896,-0.08035962445633639,-0.3022669452481152,-0.1434566987470326,0.3566720044782171,-0.48315880294962915,0.2419407601403099,0.15206245314909417,0.6599198632254848,0.38061737715802013,0.07856269937310338,0.3478910360909866,0.4575216206178008,0.11466775337045967,0.683647082605902,0.5927026697974562,-0.5942092864425874,-0.6531498879062669,0.22235493845408877,0.3055460711267832,-0.5267857634851815,-0.7036613675622109,0.699834868331495,-0.6726579324891384,0.5973840745280936,-0.34544030754084304,-0.01853434191980216,-0.5199556174547727,0.24609073996658662,0.6353220336471668,0.1784880600480891,0.40609029131014995,0.6453876437309859,-0.11222048956068978,-0.4581340637609974,0.5081881877835531,0.5730005473266594,0.12518221973140184,-0.19267775995162215,0.6862953183509085,-0.18192459066592748,0.6498179399741363,-0.4701865670969073,-0.4727775787786573,-0.31919598655212916,0.35764787099031153,0.6463204303854785,0.6588542559720462
Precuneus_R,0.3552492424801889,0.1619681701865429,0.4495528518234137,-0.1494401922131828,0.5846579572713866,0.07559859703849538,1.0,0.12052515459396032,0.24481948283537275,0.2580155630358078,0.4889414938249399,0.44380781428498634,-0.10724218486418571,-0.1488710764341026,0.29750896758716605,0.019879184210801065,0.2335030497053184,0.394969585914214,0.2732059709075181,0.33461200749699205,0.12801566920913982,0.33958763418331167,0.3890242751451094,0.6495676239527355,0.3515432344678104,0.02685139172334022,0.09736881541132378,0.19645033422009334,0.5925258598237344,0.5415796789457478,0.7917814744634486,0.30072484296706614,0.08729159067537681,-0.06588472757093097,0.491161426026542,0.3526759900986751,0.04401294618962489,0.06289782265621324,0.21347235781934332,0.5350271617549527,0.21438553243168665,0.3272688668309105,0.133683372432925,0.39359736764013714,0.04749881882323446,0.38999312333752434,0.576007088213924,0.7896775525682285,0.41955427834457293,0.5556922155753576,0.15446417102242124,0.47999605312671145,0.2815820883203989,0.3712014676306749,-0.009562597861190536,0.10620752417797263,-0.04715941411285421,0.15898346299984634,0.3310152476515237,0.582517643452902,0.20769456698223435,0.19991664289859426,0.17030493373909245,-0.2588929884974459,0.4072052001404387,0.07971355788294059,0.1804264033393059,0.5981929746497204,0.1405829428510413,0.01916230080302236,-0.07058908540430511,0.33237612183054654,0.035730629125050484,0.28211350930566764,0.2656922070581492,0.38690949656816803,0.02932711254964208,-0.006251680416453494,0.08501516904845043,0.098726859382482,0.2940635053471354,0.14869076509758927,0.18341990544986048,0.12086402130618636,0.12101143944114433,-0.23333843764337373,0.12208958679027813,0.36963527910905203,0.14838851244308032,-0.010530276690182593,0.83876855182489,0.43349333392419975,0.69576895826308,0.11741268377731809,0.34474194264537783,0.3638372802349848,0.3275016041440246,0.41350749171753187,0.23037595055476007,0.2394148165038051,0.4547468554647498,0.016420467186045267,0.130912466377983,0.0023739383250800023,0.4849250792787916,0.0457454751386462,0.5577936213637924,0.19121302916919927,0.2167643943227255,0.2612679061808637
Thal_IL_L,0.2734350517884853,0.4051008906044525,0.536340660720027,-0.29957339689754586,0.3342113431807433,0.33202811836326745,0.12052515459396032,1.0,0.3208996759240368,0.15777301977812072,0.43201013951001677,0.032363863063769496,-0.2423108139589771,-0.30325097548642893,0.27834998857681453,0.23479474547078713,0.32044774767022316,-0.21224957682386822,0.5125583091609862,0.5194893781195616,0.12485642261539405,0.34889281002249006,0.31757718471054464,-0.00709606184988498,0.4126510698060493,0.08114646019841099,0.21521564803370263,0.447650060016685,0.16173814396370836,0.0480889109200616,0.09216836779976287,0.23369137501254866,-0.36557732119507796,0.20412576939667354,0.07529190226311135,0.435428556969647,-0.3188675765573989,0.26701038880650263,-0.3078482515628575,0.34691677900738455,0.5837415473139754,0.0976274346655414,0.2551593735729345,0.5086256699936812,0.36918000566080333,0.3850826995485003,0.29547551840660213,-0.09720153114534588,0.4226573862358844,0.37001778316489814,0.2963656442499718,0.3478364126446462,-0.2004371055831015,0.29603092826605387,0.03877905207116983,0.5884284728158574,-0.14642025077482,0.3548941222339189,0.10096455003045914,0.11552366747445292,0.46438857836953923,0.46893102452678015,0.16120759518129402,-0.057005540667708465,0.11043023428375684,-0.05556444380250813,0.2823581572675542,-0.21511771060741858,0.08523575819871808,0.08144345985250358,0.35940656956240746,0.4222523362474633,0.3527761875478472,0.32686044512696455,0.3868924677223416,0.26666971759441294,0.4447724909591078,0.24337329694343907,-0.28933224617534664,-0.2814729009538926,0.37730515354314703,0.30329815022583,-0.11398464365683784,-0.29596707424746277,0.3913298403528165,-0.3370092815034601,0.4531057453820384,-0.041463505957913566,0.19810548867178288,-0.1626030302904176,0.18310960696399456,0.50236179569464,0.12534112140777853,0.5301324048458448,0.5113698198174706,0.11329806573396425,-0.23410355700741234,0.395268483443763,0.4055899201011496,-0.06971728316645766,0.07998629516028982,0.38135135445439194,-0.29764860052755465,0.4089623454182807,-0.04552741282104067,-0.21313108211053802,-0.11246612605345817,0.31457601538307844,0.4662647156809571,0.4756113556308755
LC_L,0.18530182696335262,0.30429674820244873,0.24325014455932045,-0.3506138262324952,0.3451432584911936,0.3058799197120557,0.24481948283537275,0.3208996759240368,1.0,0.2806040566132865,0.3546125047203867,0.13851963612730053,-0.3077282458845151,-0.3464472401716233,0.13883341803781285,0.29528891960829473,0.2029765377180249,-0.07561131188410601,0.391810555669242,0.23204631654216076,0.1375312761317799,0.1769599767497139,0.3035339909814696,0.07005199823450757,0.37882677581672514,-0.03589404349956114,0.14077673523485384,0.1941993790437098,0.15192106027371124,0.15558310765918207,0.22247983696440377,0.14067716568484262,-0.31067724199629926,0.2632029295502701,0.03554404005225971,0.46153091594284884,-0.2965225996302167,0.3486515830940562,-0.24944954164659436,0.3799205882010297,0.4199286856158035,0.03999081131848459,0.0666523225705117,0.390019933063649,0.22113497691722306,0.24873358521013367,0.35802468705708707,0.11817960584028255,0.3257950717456915,0.3708594608125265,0.2947428366513774,0.3506037805924088,-0.05513046855854069,0.19208608671902289,-0.053757393569916996,0.3166941973538063,-0.27720942383262104,0.19645830094430483,0.12478492478438939,0.11461810790191143,0.2941068936834988,0.28141172262183906,0.26577830506139244,0.03406277480072211,-0.03417786010179626,-0.0909141768910499,0.017104488001493397,-0.062154389215635326,0.1804716577704936,0.16211101196068356,0.38541955096254316,0.4308349187787753,0.16335035841646828,0.2053704758695248,0.26761023917596705,0.22894087660110174,0.32961618978051366,0.3648814799086988,-0.2177422161753951,-0.2670383319878832,0.2455609235823159,0.20586259209015995,-0.09161566570831986,-0.2941818235472712,0.3303664782987428,-0.3852943273648966,0.3588166752101966,0.001795218227167305,0.2295671741193307,-0.2500807733600523,0.31673683952982995,0.5554816572743817,0.2981416836824235,0.347755162086601,0.34150313767312135,0.11667025127336814,-0.15223309693568363,0.3721910423688699,0.2975959089377487,-0.05117226621889533,0.028692877602625955,0.35119351689998524,-0.18724959762298718,0.3163115229566397,-0.06626770969797471,-0.12410373865750936,0.04577728545468482,0.21457677478947249,0.517170774594587,0.3424858426783145
OFClat_R,0.42994065418140315,0.4742120206244757,0.037445521114885943,-0.6922360176210487,0.5638697072097026,0.6164515162585079,0.2580155630358078,0.15777301977812072,0.2806040566132865,1.0,0.3519821702611142,-0.07918769843173017,-0.6811070453893511,-0.5861504616151024,-0.2711998225365491,0.17628465045694125,0.006829563831588882,-0.3719436553817282,0.618382804858407,-0.02909354733636341,0.0275692576460811,0.08521670934896643,0.34898806173686747,-0.02282689261515783,0.42900540739809484,-0.12794265152528805,0.4311014474676043,0.1400605174112257,0.14215800603824472,0.1262132232662602,0.21485259373665544,0.09217699467993364,-0.6004967476201623,0.143725837756958,0.024929577233528535,0.48367254429894885,-0.5401820461266247,0.3335414873892796,-0.5203029994927392,0.37992526242306646,0.46745062727727305,0.1825322204107469,-0.012805327345966004,0.45720960076471223,0.15437943815263006,0.28629811394130855,0.5144145619103894,-0.03647577166785957,0.38614481329806993,0.47606874390305703,0.4637119088346646,0.46772602067426633,-0.2621991726420163,0.14002969686346067,-0.32700441836137134,0.1620763896172849,-0.27826290927877495,0.1226609075554272,0.5181878712325497,0.1624575360894031,0.11903070702027882,0.4306638892957511,0.5381198879486916,-0.3232876687765896,-0.26289623127554085,-0.24204226271357573,0.23294315957923103,-0.32902711010469093,0.22988876687285542,0.05869315839914862,0.43212805231438844,0.2362889544628558,-0.1861292001134192,0.3917276518640982,0.28314474046169646,0.07013645260987009,0.3583716557870109,0.2917264305795056,-0.5957252314800571,-0.5459490937381815,0.24793771818302815,0.13553440604947345,-0.4386322021680202,-0.5488993996652051,0.4764142787686225,-0.6378466562384884,0.3266487213099636,-0.22634533859636033,-0.08310499111460484,-0.6657666064783201,0.34040695965958007,0.4882536509192326,0.234373202870318,0.024215154948200247,0.3563176363863327,-0.2606059981641759,-0.4672403725643871,0.36926975745934687,0.18787209705004648,0.15250830844306573,0.029206371689072586,0.4526875928565528,0.08177063143619398,0.45226802607324756,-0.3283412632337441,-0.4606457975909158,-0.2629503764868679,0.3128207265158356,0.4967746016136795,0.4799675209020347
