,Temporal_Inf_R,Frontal_Sup_Medial_R,LC_R,Cerebellum_6_R,Vermis_10,Cerebellum_9_R,Cerebellum_3_L,Frontal_Med_Orb_L,Lingual_R,Rolandic_Oper_R,Postcentral_L,Vermis_9,SupraMarginal_R,Fusiform_R,Frontal_Inf_Tri_R,Thal_PuL_L,ParaHippocampal_L,Thal_IL_L,Vermis_6,OFClat_R,Temporal_Sup_L,Cerebellum_4_5_R,OFClat_L,Cingulate_Post_L,Thal_PuM_R,Putamen_L,Thal_PuL_R,Occipital_Mid_R,Pallidum_L,Cuneus_L,Thal_MGN_R,Angular_R,Rectus_R,Pallidum_R,SN_pr_R,Thal_VL_L,Thal_MDm_R,Cingulate_Mid_R,Vermis_8,Cerebellum_7b_L,Cerebellum_Crus2_R,OFCpost_R,Thal_MGN_L,Temporal_Inf_L,Temporal_Pole_Sup_L,Occipital_Inf_R,Frontal_Inf_Orb_2_L,Cuneus_R,Cerebellum_Crus1_R,OFCmed_L,Frontal_Sup_2_R,Thal_IL_R,Temporal_Pole_Mid_R,Cerebellum_8_R,Frontal_Inf_Tri_L,Temporal_Mid_L,Supp_Motor_Area_R,Paracentral_Lobule_L,Vermis_1_2,Cerebellum_8_L,SN_pc_L,Parietal_Sup_R,Caudate_L,Cingulate_Mid_L,Thal_LGN_R,Cerebellum_Crus2_L,Amygdala_R,Temporal_Pole_Mid_L,Thal_PuI_R,Olfactory_R,Thal_PuM_L,Angular_L,Rolandic_Oper_L,Putamen_R,ACC_sub_L,LC_L,Thal_AV_L,Olfactory_L,Frontal_Inf_Oper_L,Thal_MDl_L,Cerebellum_4_5_L,Cerebellum_10_L,Temporal_Mid_R,Cerebellum_9_L,Cerebellum_3_R,Frontal_Sup_Medial_L,Supp_Motor_Area_L,OFCmed_R,Frontal_Inf_Oper_R,ACC_sup_R,Parietal_Inf_L,Frontal_Sup_2_L,Amygdala_L,Heschl_R,Thal_PuA_L,Raphe_D,Calcarine_L,SupraMarginal_L,Precentral_R,Postcentral_R,Cerebellum_10_R,Thal_VA_R,Cerebellum_Crus1_L,Temporal_Pole_Sup_R,Red_N_L,Frontal_Mid_2_R,Rectus_L,Frontal_Inf_Orb_2_R,Thal_VPL_L,Thal_LP_R,ACC_pre_L,Parietal_Sup_L,Paracentral_Lobule_R,Heschl_L,VTA_R,Thal_MDl_R,Thal_LP_L,Caudate_R,Temporal_Sup_R,Thal_PuA_R,Thal_VA_L,Thal_PuI_L,Cingulate_Post_R,Frontal_Med_Orb_R,N_Acc_R,Precuneus_R,Insula_L,Red_N_R,Parietal_Inf_R,Insula_R,ParaHippocampal_R,Occipital_Sup_R,Occipital_Inf_L,Vermis_3,Cerebellum_7b_R
Temporal_Inf_R,1.0,0.3568991594673509,0.2737518139692605,0.2931610136653419,-0.06890916351754627,0.17642927710979378,0.2857762374720116,-0.25070093446945374,0.3238135772352031,0.15177470108921942,0.44393206014893855,0.20653241953552787,0.4844553218005997,0.616269798745762,0.3666512513059974,0.19463610405782772,0.17518030718940641,0.26666971759441294,0.23579259380166134,0.07013645260987009,0.37729869783872644,0.26080720690122944,0.01871970905222435,0.196149262873111,0.1134581779466522,0.26025357060276244,0.013977715845126653,0.5886458232820975,0.2165548275069591,0.3845142773047865,0.28298389137607954,0.573553412456239,0.2687910409946692,0.21053258539854028,0.2453667485830735,0.14432436470713111,0.25072020936581696,0.28276781486579294,0.12948431756475723,0.007891059030788745,0.566264739756183,0.6406854910704571,0.37755311366521477,-0.2403145239149086,0.13588815618600114,0.41913152528288955,0.17108875964363598,0.4990875919413897,0.47169979449681376,0.03638373994962175,0.33710821084736786,0.060694725714464326,0.41413826946628735,0.4128858025414247,0.27018966858112686,-0.04712430143481314,0.4115186603462447,0.31747272326060255,0.03204514860116335,-0.02977582745225324,0.07755095192399586,0.3589539787383152,0.20022229538303904,0.3373449768030978,-0.1899247631810601,-0.06528458408123605,0.21787609802528968,-0.0701864601371301,0.004638398175510993,0.23389349817062946,0.38764378867507554,0.4434799460637086,0.40511922357228625,0.13211819415165052,0.09918467063579377,0.22894087660110174,-0.02271139094877803,0.149534268095443,0.4730591984070633,0.278310223166454,0.5137624263707303,0.3194597032045165,0.8619798417534591,0.2557314554894589,0.5953356621585624,0.2141060149728975,0.2701632551972151,0.19879505257804084,0.3414764754267819,0.36673606928469654,0.5540924745109888,0.3718206277398967,-0.16668601291204804,0.5727337702453424,0.277121331889215,0.1673448531302471,0.27163224351141685,0.3969103472590247,0.16547812276023555,0.3146706883621219,0.32276010082691625,0.33614963568227846,0.022779646107057173,0.5639861182077514,0.13317685835878568,0.09911429984434898,0.09893578791884665,0.3567728763457744,0.08233278057708812,0.2615253353789761,0.05940510702758944,0.4610789982866149,0.16090598664382047,0.40087724756341697,0.23442296505873547,0.40743453298058746,0.18377418355378397,0.3435151989371285,0.6995489772579893,0.03369677767415345,0.2819357991972729,-0.12996899586909658,0.11989775407291024,-0.17249000060278422,0.23297233518863686,0.38690949656816803,0.5003806500371746,0.25346527146574727,0.16286450003926073,0.5227513786908169,0.4348731351565594,0.539555707939852,-0.06455313627411005,0.2581207165351718,0.22844927833721868
Frontal_Sup_Medial_R,0.3568991594673509,1.0,0.23478954239950311,-0.4209609827507988,-0.3865824636012374,-0.5195383084359864,0.05758294653887264,-0.38159724013107604,-0.3828488916836352,0.19751697689349534,0.6048358006105828,-0.5369159932778994,0.21974721122047083,0.041958354931439755,0.6875526790540509,0.38844049612210446,0.554087016888074,0.4055899201011496,-0.4000841898560512,0.18787209705004648,0.14015291650549558,-0.008466195219659804,0.01119875980212221,0.07737377845604519,0.45842839058715074,0.37726086345105125,-0.4117467087549519,-0.10646920076759397,0.5730364402992446,-0.2705676398937806,0.24413827934354285,0.20597068365342805,0.7102651823522821,0.7186886309500482,0.22290788589401997,0.6422145634731057,-0.24029997950363222,0.5727402537684197,-0.018438401798484657,-0.5614068388863226,0.076644915730256,0.47705505034867607,0.4608770372278036,-0.5937619138950179,-0.1980762582911306,-0.4037593080359681,0.45139230660904667,-0.008669313473282418,-0.35084646130848246,0.03482291103725032,0.8384555432498314,0.053096619359585984,-0.12813447056009172,-0.3127444980239991,0.6908272303274547,-0.4756028704865764,0.6489806649797956,0.4352445928934586,-0.04948534077265065,-0.5928204150615113,0.2148801481460844,0.37596698157820296,0.5314801433225754,0.7450639579216377,-0.011751113448021192,-0.6193986149112495,0.481653357205934,-0.139428014353441,0.15409714980014982,0.7042262203511283,0.4619344269936641,0.15293533656772418,0.4228871066373046,0.4500413944150014,0.5619216610010016,0.2975959089377487,0.02368301795121501,0.5562244931842435,0.5546268506229386,0.3550325338637385,0.31075930917683087,0.5516665184877337,0.2746308344867234,-0.48481484222661775,-0.026738872501939695,0.4703169157679747,0.558683646819889,0.5744374883575959,0.40673321497821413,0.6540857834435048,0.43420504237472046,0.7534843451175779,0.5265203637819879,0.6754038377452167,0.3827631622544331,-0.06755787434277788,-0.45759080152982146,0.2627266186916235,-0.015145494591988152,0.15586253104474132,-0.0662832632893148,0.6022564263259153,-0.5803138899264906,0.7353679662047895,0.017850669983486424,0.4330765181894486,0.683774999338412,0.6878645159676097,0.5776065575707029,-0.0964325003554264,0.6499298010666102,0.4467694323589805,-0.05131633296943592,0.4282813080101195,0.33128091160642587,0.3086713893598936,0.42042702658316383,0.7602638165208193,0.48370904472882886,0.14302512548824614,0.5039225719449921,0.3349036218782088,-0.05077517422620175,0.13847483658827783,0.11736630803048664,0.23037595055476007,0.6689458978341888,0.2761905356648575,0.029352853563222682,0.48693009813300625,0.6544770870140267,0.12161071461279517,-0.5658200370256988,-0.24099580881014504,-0.22483027812643622
LC_R,0.2737518139692605,0.23478954239950311,1.0,-0.027920827229026307,0.09209239254620981,-0.23248772355667027,0.245299872743436,-0.06862581562442129,-0.07144235781711238,0.28508383939728493,0.3032346319636876,-0.18963614763384293,0.1161191032444934,0.29359224795521266,0.3224777333347647,-0.026446380111930845,0.4057700587344786,0.22656009004915093,0.05540366939412513,0.33622113171274726,0.15357835931770275,0.3338220635748557,0.2747048655988697,0.15205904986124594,0.30693154557685426,0.33444347250090456,-0.21022079916506953,-0.044127555106486804,0.37469105907057576,-0.034184067100104895,0.12278646069361016,0.03130438616492003,0.24014544216200018,0.383318226118584,0.0791245318842907,0.286052140984654,0.01770712231936509,0.3067829627451374,0.26564512454031347,-0.2727049770878839,0.014766382011640699,0.10396611623171043,0.05039067971411642,-0.11048778118272377,-0.16163966504567595,-0.18179802291730549,0.17540903285601417,0.04987923771227488,-0.1461539390105729,0.023799914044837226,0.3376289584462529,0.23180718553950125,-0.20915731848655963,-0.13001290806001867,0.31417911212532873,-0.14551646111800157,0.3610202455579124,0.2956444318627233,0.05267076978263931,-0.2406556264485237,0.13178402162886285,0.1094568825884783,0.27204943243582147,0.3484090617661891,-0.08075281924127563,-0.2599003344331554,0.3057957878398391,-0.06754080545504396,0.13085840315403108,0.2585690126049005,0.18843275079919536,-0.03776651394217788,0.15802309597831338,0.34955369300617806,0.1604414973487753,0.31363041887233595,0.009864499521170472,0.12187001830301013,0.3372979006707512,0.06869703575532013,0.39905264247185207,0.3298906887365412,0.2249529105760468,-0.17000162567649194,0.028522257639040385,0.1272667618178565,0.3079627751133276,0.3138056902964114,0.3104639769046394,0.2360662194693067,0.22800525824862045,0.34554282283871474,0.2664422291812812,0.29612691300297767,0.18008276553085034,-0.01909642960896787,-0.16125135304496016,0.1315796435101265,0.08924910555644672,0.1804510732558964,0.0988992528529557,0.39294495390955414,-0.282951196573128,0.283566244892399,-0.06546539436208622,0.24308777585483335,0.2674555790115522,0.25672571818777823,0.2927289486899545,-0.18002406051210468,0.2844786669602545,0.16162833497771797,0.0444566945244028,0.2083101053579079,0.17122809785574716,0.1763703808380454,0.11130152698660756,0.3446522926955811,0.2918514089782789,0.1608720444017726,0.3501338158202943,0.18096828338276996,0.09486023306007606,0.03282683045102749,0.09290409180708244,0.19230718557537294,0.3414813874592627,0.06301135272207796,0.03939184386507258,0.26042895644616865,0.4294542354389013,0.019030774684560405,-0.3049993843379469,-0.012039759415266074,-0.04352574444754541
Cerebellum_6_R,0.2931610136653419,-0.4209609827507988,-0.027920827229026307,1.0,0.623681295171616,0.8463414268255145,0.42400696480676303,0.16764463782500996,0.9192993409740109,0.24144744249287367,-0.37185098848738973,0.8246292156599706,0.38823740471859486,0.6427573595068774,-0.21364672092217166,-0.16918154277125894,-0.3403412678425692,-0.11398464365683784,0.9045601549151235,-0.4386322021680202,0.6177818941139324,0.5899615092154522,-0.11256745031793737,0.39176926088416136,-0.009074682434680077,-0.15328065630320162,0.4439832972818629,0.5133140210903264,-0.054200458754007,0.687938403205828,0.007722999419893809,0.2386188552562712,-0.4199939714133399,-0.3864051703376861,0.009924681711096823,-0.1832125401221185,0.6231246404784976,-0.11376408725788952,0.25237466021291527,0.7952547304832833,0.3242074792950519,0.17456856698953405,-0.20105341027766474,0.7721109859122295,0.654886013377459,0.7958922263323629,-0.30651265074804185,0.4061112307983181,0.7805245229551299,0.24509325047305539,-0.33147624791396396,0.1448356812298304,0.6211428832718608,0.7100282111236076,-0.2694961290233935,0.838975831766972,-0.1278415037862888,-0.2368099638325385,0.30059967654147457,0.8180790375093584,0.017998220481766483,-0.19333522582926177,-0.11066662231705068,-0.26612142638386355,0.21120975732564545,0.7873134320362432,-0.2932330910445468,0.5109653297232579,-0.23245666475934282,-0.3420454979237317,-0.23769756229588831,0.19412400596157864,0.11618224873031653,-0.07050908249028134,-0.4532879387223355,-0.09161566570831986,0.06390282590309532,-0.473364170739826,0.006749428620365571,-0.008978721862129382,0.2558316129127391,-0.2913756735774293,0.3393822034555016,0.8586375581904165,0.5040104886534916,0.09796372059582112,-0.007381073791466444,-0.324629013584608,0.16440810608733347,-0.244154571554207,-0.16553360626071076,-0.1819066063657282,-0.5739286271480113,-0.09537122911046081,-0.2123728843921957,0.4082717063818606,0.8492877474410331,0.2077496832494678,0.48052854815214524,0.3606599772957027,0.6086219176030009,-0.16038551001786738,0.8196202538396584,-0.12153517144947569,0.3281117129399257,0.13933283273369418,-0.5329931174543099,-0.48603204869076094,-0.43347192707678195,0.32508487713287676,-0.4719004271902552,-0.2898844408241901,0.41283674366615614,0.3175167536805873,-0.10939181269997322,0.17112514035287038,-0.26458868768725463,-0.3171265666371115,0.24633097179335323,-0.024104214838678962,-0.035926228823568516,-0.43173155729779333,0.44351499380643183,-0.23851166930385806,0.15316526722905133,0.18341990544986048,-0.1479803961214672,-0.05125873526116504,0.18303978553273287,0.13873115963448002,-0.17833911367243244,0.2569203249564744,0.7505073559341974,0.7114102644118989,0.4575371433678317
Vermis_10,-0.06890916351754627,-0.3865824636012374,0.09209239254620981,0.623681295171616,1.0,0.468800010497482,0.30830421176628653,0.18318791703939036,0.5844270937366722,0.31327235417059013,-0.22843030879052867,0.5058239014173664,0.22760717595438307,0.3647407816194567,-0.17837724892330678,-0.15087958155417852,-0.11304337474236416,0.0019817902722804614,0.6491178665948718,-0.26311537039425603,0.4914243492772258,0.563721673452214,0.16245807727100642,0.3420667455911401,0.11417698705476376,-0.034441212924366534,0.27895118468375346,0.20006642626321955,-0.04228666872275589,0.4139219332098895,0.03100897796733353,0.051688858955992616,-0.3575533228681251,-0.24036331816305942,-0.16652930367902255,-0.05842746548106717,0.5060959037242876,0.0034080497335710696,0.11886223671766362,0.5001069545050666,-0.023001888880397114,-0.14867411884109616,-0.3629362208198929,0.6452800392862683,0.27137233342226325,0.3519307322780558,-0.3612691972962933,0.17500543638019667,0.2149971989563082,0.06390494731790707,-0.23943848228001585,0.14326464541310283,0.19739717359923223,0.2856853110796555,-0.20273705089187977,0.6305945999206558,-0.02659303289535513,-0.09546118323773273,0.20886564654432857,0.5519083393421018,-0.08401937890238922,-0.12972635362539936,-0.055701920810418144,-0.1645357006989257,0.2937196297384639,0.43736978930565723,-0.3520126086843103,0.2956427921481284,-0.09997434167148782,-0.4031700212592434,-0.25699447409007165,0.06088903022161305,-0.06800804835859336,0.04083063218835347,-0.4936201187598314,0.07763433551201579,0.10818200245618606,-0.48619532007245403,-0.051744847380253915,0.002827171134983779,0.15062662694913287,-0.16713766193366827,-0.02998846006075223,0.5032545261793961,0.08426294466632869,0.04111688552522011,0.06826216904392035,-0.2590949343765549,0.16490141597179916,-0.3095314599382227,-0.13587571296648007,-0.06493862865782661,-0.3063050329840486,-0.18916766120159847,-0.3471957667564761,0.17275931733542876,0.4783400453325281,0.16853840017712807,0.5153557105378365,0.40273419328471655,0.4958667968969804,-0.04645386708497643,0.45750024222781976,-0.24790571758431554,-0.051981140665076024,0.2668168894362025,-0.4103912592697844,-0.49736885234867784,-0.3154878660609284,0.09454609467869833,-0.3170132522586222,-0.21260505610340913,0.22993495086415153,0.14190001965231758,-0.2328346733126226,0.15541983279651087,-0.19257887718600702,-0.26122800268379254,0.051290820063931854,0.2375401252940814,0.04525587692854354,-0.330541249715639,0.39952107805052445,-0.184205629857027,0.16755123413313283,0.1670243414372136,-0.20426000956204776,-0.2525467453035298,0.24127337773316807,-0.027394100911934602,-0.09580049478232829,0.02422986451627234,0.42219403713660186,0.3667923058066476,0.27506841917005026
Cerebellum_9_R,0.17642927710979378,-0.5195383084359864,-0.23248772355667027,0.8463414268255145,0.468800010497482,1.0,0.10630040569530287,0.1396139113688754,0.8123142372558724,-0.06823793918619307,-0.5529016488681693,0.931250499994354,0.2302613149676421,0.3261817213755179,-0.42305436126269913,-0.1515869882883667,-0.6102078741504344,-0.25882412890793877,0.6959245068896214,-0.6796869573512319,0.4147869295741818,0.1632464287844543,-0.36345886957518053,0.14420632810206868,-0.27940282683482276,-0.4486116002345941,0.5269958406512901,0.49571711650586403,-0.35425968025107246,0.6085329487297524,-0.05730148713016011,0.17623058920545123,-0.5387660247229982,-0.6396496402661896,-0.11760177742934035,-0.3979811278379326,0.5193744521830462,-0.3168671166005692,0.004137689239293977,0.929525246784483,0.24027735531685623,0.1840008467053192,-0.23575128873644302,0.7183276855924716,0.7653048444403248,0.909004475183149,-0.4938746915802863,0.3424652095776662,0.8756849900105095,0.2589992717524374,-0.5731764130995259,-0.14319454522397793,0.790128954377169,0.8720918462554652,-0.5135501981058831,0.8127853557598981,-0.4039116634607252,-0.4622699489015347,0.12161591541110349,0.9343050994826997,-0.1827697953391964,-0.3036156826764466,-0.28563504320220384,-0.4676868144756382,0.17881225947515453,0.9042073537926674,-0.5091696329426431,0.5141108766728791,-0.378435993363081,-0.5034967423922387,-0.3212482070702835,0.20079678741587945,-0.01912906698275286,-0.3697368331865198,-0.6189665775395305,-0.31708228646869674,-0.026465081769244996,-0.5945307809938074,-0.21192523563956966,-0.003960336426132424,-0.08793433169715449,-0.5439817343953249,0.1993866632379876,0.9715922157721046,0.39769809163036585,-0.09503430359518202,-0.27621749599212847,-0.47081356347363246,-0.10245279037543845,-0.3544717639361273,-0.2927168539528943,-0.4523328813719025,-0.7258606847988058,-0.16675700947579888,-0.29763694463170576,0.3694459602145783,0.878292346569824,0.09010069312444638,0.3047894684283232,0.12841882562580667,0.453895903153447,-0.4491280591137237,0.9613354443597717,-0.22606799490461071,0.26358916557833495,-0.12458626583763575,-0.670080558749767,-0.6531700183715949,-0.6201659017866756,0.45166003222530665,-0.6040050526499141,-0.3727457056786554,0.1768305479167412,0.0780248045358443,-0.22003755639061184,0.02755598042466851,-0.2653713554034256,-0.534095407719621,-0.0009919103492123118,-0.2123089271467565,-0.3255143693516231,-0.5901335249205248,0.23413341300966253,-0.33335268295931786,0.020228169305327528,-0.09719964668254695,-0.34744808313818626,-0.1388548186382839,0.03673796967408075,-0.0034159831742300987,-0.5175869587810039,0.17161464803120627,0.8934431304587571,0.5452084790044665,0.5260686497401207
Cerebellum_3_L,0.2857762374720116,0.05758294653887264,0.245299872743436,0.42400696480676303,0.30830421176628653,0.10630040569530287,1.0,0.10860247877799534,0.4265600202281732,0.45871080540374964,0.22565450447051963,0.16958739730916483,0.3988891688176821,0.6047367357544123,0.1940828193799373,-0.07261408991263388,0.2684528021266852,0.05705343661085554,0.48071935466450383,0.10575956129015321,0.48402784825516565,0.595246141549583,0.20756729189980425,0.44595294559040616,0.2538959260361654,0.4376012372096944,0.16033048741917416,0.29832466696574955,0.32912069037878194,0.3500280663548718,0.27419447202324015,0.31886924867009475,0.13913400180786412,0.17500082043579626,0.14754143479675189,0.13000117041885173,0.2342559240009307,0.24809838748751045,0.09909440203802992,0.10195717582628666,0.18266956854350994,0.26179809541671845,0.07145533046738173,0.18454469755856473,0.13884424237670254,0.17022716093139065,0.15434000790617283,0.303050226383556,0.1027131727764712,0.1337262281864453,0.2271861986051331,0.2332551784889238,0.09007290394618972,0.06320824495371259,0.26050217596517394,0.28630969449251403,0.3003051784696679,0.2620270307584457,0.4360153113295288,0.11974248431189442,0.3731289530576794,0.24424404010492892,0.1089642192905281,0.20187565828148438,0.10732945896488086,0.06185838643773098,0.19883985445708358,0.13451616336696157,0.13285211448462653,0.23599934137112077,0.00677568213735262,0.2385615087657232,0.4072301159043582,0.39914467126305286,0.08728440174319708,0.2876951697419271,0.1902820576008835,0.001221184271284296,0.4256819344413473,-0.09441699675840652,0.5786551076502744,0.22893771690121506,0.3275967549902681,0.16133407497949342,0.47797780267879303,0.298293345552687,0.3120153692818324,0.058900868941984784,0.39917632716354806,0.14264685132694074,0.24371444449367438,0.32331971895908135,0.035991976649072936,0.15349284188045717,-0.1183097580395112,0.24515358466545983,0.279149503708687,0.3123295256864842,0.41709234542194995,0.47924330431386525,0.41013708596086373,0.291724322856094,0.08415309810718843,0.17351560149953463,0.30821366772920417,0.3740759840756972,0.010805615748272655,0.04399585447824413,-0.046683388073739215,0.11090203353268178,0.06184930762910826,0.1879269623699675,0.4071266947260351,0.33415307923173726,0.23828107231376153,0.22849214679507668,0.02589793477131115,0.2227327274755152,0.4258858776138774,0.32698802637411933,0.3457626008319678,-0.10135088995927616,0.3751437063033025,0.011294549751847202,0.2911813876955477,0.44675542523031675,0.3771023558150718,0.15180184836776833,0.3525825651239277,0.3731725698370264,0.37642935815569056,0.27175842067170813,0.04595649070898262,0.518163010485443,-0.057626645114408896
Frontal_Med_Orb_L,-0.25070093446945374,-0.38159724013107604,-0.06862581562442129,0.16764463782500996,0.18318791703939036,0.1396139113688754,0.10860247877799534,1.0,0.20865564910865186,0.0762391672244794,-0.26334365390865205,0.24641516959271736,0.04992717071982349,0.14731858258668032,-0.1893219581527861,-0.054834720479531106,-0.20696900910159224,-0.29764860052755465,0.2512658534435003,0.08177063143619398,0.011373964936902103,0.07500263722427071,0.04414489468116739,0.1288303338249481,-0.17667009019971458,0.01952264387595278,0.24860167848013334,0.16934871738714077,-0.18204431537655982,0.2487392648077367,-0.09542905898145862,0.08506407836598508,-0.339932466643197,-0.3114025258894623,-0.25619772525684104,-0.3480067214232134,0.12765457351486093,-0.30858100255921944,-0.08426596919877652,0.19572108158158763,-0.10634865643487493,-0.3328550823042333,-0.15293920039073663,0.3136535723819045,0.05360772804139551,0.133701872084834,-0.07275544419416768,0.17596236731818396,0.035723553522553825,-0.05982806822605591,-0.24256207776064162,0.17353316824458095,0.008997373455905103,0.031241627309457346,-0.2792943584014093,0.2690957985349409,-0.25577873197490314,-0.1846706945469454,-0.04077532984175664,0.27859455860018967,-0.019021637206214814,0.02776184785485576,-0.25652710544605006,-0.36789559359781915,-0.06688746550907419,0.2758342833209698,0.06139319069608417,0.20073759381681563,0.056691618651240165,-0.15712915754618184,-0.10869315348353965,-0.05088867107831731,-0.10715177816940344,-0.0456020366634813,-0.1610717459687355,-0.18724959762298718,0.08880625667983509,-0.2677410172508417,-0.14534922579782678,-0.2325494523285542,-0.16873065525336775,-0.21661014581544627,-0.026475733795014833,0.09410170997390059,-0.028217713861524614,-0.03495878116891535,-0.21858401533282626,-0.2568324166633487,-0.10688243422299379,-0.04312179375718703,-0.1822626546623306,-0.289850832192008,-0.2397223185095205,-0.25345335378671335,-0.1319802206432561,0.03189904429955763,0.2814490644704428,-0.2078292158381033,0.11028417745729437,0.08816522450654879,-0.11651306509072346,-0.2232268781407092,0.20337671412163424,-0.3016037696029955,0.2161184468976157,-0.1151128889535719,-0.2890695782623243,-0.20779048051821472,-0.26228440528904706,0.08217420875889761,-0.2764598963334434,-0.08133054048338635,0.20056682332024448,-0.18460874224362045,-0.08762040872519798,-0.12656285788197988,-0.04599423954905705,-0.28521888819189006,-0.08693836540506093,0.14209922241659026,-0.10367350994226426,-0.17866327621165023,0.16409210638632832,-0.0045171781385224576,0.07052283007590152,0.130912466377983,-0.1402290507117227,-0.04262141849972311,0.22631022116008367,-0.037059069209170875,-0.22602479055776953,0.10264652317864381,0.21276349217764426,0.24437040944534222,0.17512784414652804
Lingual_R,0.3238135772352031,-0.3828488916836352,-0.07144235781711238,0.9192993409740109,0.5844270937366722,0.8123142372558724,0.4265600202281732,0.20865564910865186,1.0,0.3087291997062362,-0.2604910160278982,0.8236325689695816,0.4992205918770464,0.6814872370473505,-0.1665704408806196,-0.04469489441531348,-0.35136629499148625,-0.12178708775412067,0.8916311099022326,-0.4268111749430657,0.6717228100179345,0.5432224999482829,-0.08973776975466506,0.43434026480392207,-0.01012794328743612,-0.03848044254993718,0.5342111587536443,0.6381870618347791,-0.07802845943094955,0.7581700230639825,0.06415515143552157,0.4021213683947447,-0.44055594047665475,-0.4010596146129559,0.03435638392911505,-0.19947626535684307,0.5908016079181652,-0.06450510236206551,0.10258500178649094,0.763127754444677,0.28671968703785944,0.20853372522159117,-0.08748856586571248,0.6651728129784815,0.6499505521583315,0.8307539835802682,-0.2305149438001528,0.5252321144042,0.7511177912800818,0.17750760555580392,-0.26890716827472105,0.09411419203804675,0.6464449996241347,0.6852662276830569,-0.22896949415204,0.8168602309399037,-0.08881192405746942,-0.17240857929859651,0.22532902904812066,0.805369830508487,-0.06444623528777801,-0.05227732862647783,-0.07704257742705486,-0.2257081094675359,0.21229189318306946,0.7354379970936322,-0.28169198362790343,0.4717279581226994,-0.16746895664304423,-0.3328421395559964,-0.12535066789475008,0.31188290794681045,0.2413163329142304,0.0005932467681421194,-0.44664446158349697,-0.1057390361042721,0.1611914700588901,-0.42544030056546017,0.10600273792052814,0.023943643736560213,0.2217821146650044,-0.2921734888109219,0.4367654514398607,0.8301261831312463,0.5625710184670941,0.14480211633059512,0.014983538417514491,-0.3618790737336788,0.2014226085268158,-0.13719438078375926,-0.039683704754612525,-0.1229133352007955,-0.6445754774760393,-0.053021512834743025,-0.17675496521351708,0.41087621308090544,0.9038352466831088,0.28604510103978925,0.5119816397530478,0.4386109277391967,0.55182757904811,-0.1364252436361647,0.7831222993237065,-0.10900740586749307,0.3541722873888485,0.1571603071301204,-0.5503671030857579,-0.4201730220938419,-0.40971035566148317,0.445916380726929,-0.5110142462620463,-0.1428769182661628,0.39888624169953324,0.3213224858263719,-0.07097025881120464,0.20309452591756008,-0.09144746969051595,-0.2648129220872861,0.3523008410819114,0.030545072993425463,0.00936812738083692,-0.41244721889874064,0.5198265894467349,-0.2295993225223184,0.23542076964856634,0.28649056345708807,-0.04813338408499352,0.025474006892127553,0.31327971300688906,0.2597913678637068,-0.13246433746943428,0.3853332505908691,0.7197045037028492,0.735834361373264,0.4570868201170694
Rolandic_Oper_R,0.15177470108921942,0.19751697689349534,0.28508383939728493,0.24144744249287367,0.31327235417059013,-0.06823793918619307,0.45871080540374964,0.0762391672244794,0.3087291997062362,1.0,0.3271715461117348,-0.07357715373899933,0.40154152567550994,0.5222786508474938,0.602055148754599,0.10057607905100355,0.4214501706594987,0.37730515354314703,0.3193889371775523,0.24793771818302815,0.5663771972968252,0.5994093006220259,0.41525145434298655,0.4084153865808533,0.487482728953594,0.5194044809040353,-0.1614179464863619,-0.014477052512610517,0.5281268444934456,0.027763387232939203,0.2142505375418593,0.08444738068235637,0.15952255414424088,0.4081583877082919,0.23516797154695965,0.4314134527171668,0.060895258294176774,0.5108228592719671,0.20233904622456736,-0.025488063725883355,0.0010597412243867933,0.21644218317714164,0.1173800447920409,0.13179857093752262,0.12078279861609344,-0.07637000668955816,0.4820515157301382,-0.02074031966951911,-0.07126595344970808,0.08649329257714494,0.43589597198959396,0.4237534624399214,-0.1368755113661212,-0.07431718719142595,0.5690449776947335,0.15465976452303626,0.46676447282829625,0.43336992926774726,0.29383900256097534,0.005837413791773751,0.21737197859529567,0.0019862282255794055,0.3151360798240186,0.39200136431040117,0.08512161514670881,-0.04683009923299423,0.2584303973781101,0.21132116125257647,0.21437360771640243,0.3797965067155706,0.14214974424147395,-0.18983693794707984,0.5970023542783681,0.6122916460950478,0.2910021543965647,0.2455609235823159,0.23085618725156062,0.03590327011556717,0.6628524085949874,-0.14742449839748117,0.5113462484415482,0.1989558248876732,0.2132240470086041,-0.02070857693757599,0.15497777806218552,0.5631583257971412,0.5667086152068804,0.2265946404474346,0.7532396791032824,0.2489527688805352,0.042002310669414254,0.42841721206456834,0.21424787399303313,0.3135126169987492,0.09245590587162404,0.03901433896422579,0.0934046032590242,0.1934548502770906,0.5916611943596032,0.7096396003282918,0.2544174494570122,0.5104836640526611,-0.060390567219242755,0.33516964222144024,0.28135025833823935,0.6735332115127038,0.16563144380325961,0.3223385732132066,0.3555488304823829,-0.2567596485929497,0.3616392626276816,-0.03676036630871169,0.38375196472442286,0.5460021892738193,0.20262934663734689,0.3267206641889226,0.11181228585448076,0.3758106113645983,0.5843379800517193,0.4009024850469466,0.5475860363395544,0.21309333037274536,0.45299066220781126,0.24114499613577478,0.3655900999517981,0.2940635053471354,0.522172650542742,0.25222792516675807,0.29487132935035065,0.5518242078792485,0.4618798670894768,-0.04063974826284783,-0.024930480401187394,0.3352541144581658,-0.07749769723540073
