,Thal_VL_R,VTA_L,Temporal_Pole_Sup_L,Cerebellum_8_R,Frontal_Mid_2_R,Temporal_Sup_L,SupraMarginal_R,Cuneus_R,OFCmed_R,Rectus_L,N_Acc_R,Thal_IL_R,Thal_PuI_L,Thal_VPL_R,OFCant_R,Caudate_L,Insula_R,Occipital_Sup_L,Frontal_Mid_2_L,Cerebellum_Crus2_L,Putamen_R,Angular_L,Frontal_Med_Orb_R,Cingulate_Mid_R,Occipital_Inf_L,Occipital_Sup_R,SN_pr_L,Caudate_R,Red_N_L,N_Acc_L,Thal_PuI_R,Vermis_1_2,Amygdala_R,OFCpost_L,Parietal_Sup_R,Thal_LP_R,Parietal_Inf_R,Raphe_D,Temporal_Pole_Mid_L,ParaHippocampal_R,Temporal_Pole_Sup_R,LC_R,Red_N_R,ACC_pre_R,Temporal_Inf_R,Vermis_10,Occipital_Inf_R,Frontal_Sup_Medial_R,Temporal_Sup_R,Cerebellum_7b_L,Cerebellum_6_L,Thal_VA_R,Thal_MDm_L,Parietal_Sup_L,Temporal_Pole_Mid_R,Frontal_Sup_2_L,Thal_MDl_R,Calcarine_R,Pallidum_L,Cerebellum_9_L,Paracentral_Lobule_L,Temporal_Mid_R,Paracentral_Lobule_R,Pallidum_R,Rolandic_Oper_R,Frontal_Inf_Oper_L,Lingual_L,ACC_sup_L,Thal_PuM_L,Thal_LGN_L,ACC_pre_L,Cerebellum_9_R,LC_L,Frontal_Inf_Orb_2_R,Vermis_4_5,Olfactory_R,Thal_MGN_R,Cerebellum_Crus1_L,Hippocampus_L,ACC_sub_R,ACC_sub_L,Postcentral_L,Heschl_L,SN_pc_R,Angular_R,Fusiform_R,Frontal_Inf_Oper_R,Thal_VPL_L,OFClat_L,OFClat_R,Thal_PuM_R,Lingual_R,Vermis_3,Thal_MGN_L,Precuneus_L
Thal_VL_R,1.0,0.22859948040250674,-0.17325078384914563,-0.3381879173672535,0.41523807042426597,0.23889083725721222,0.19930659656855126,-0.014923902710540038,0.4114092248044639,0.5557536404108638,0.33936165772613075,0.34726284155241693,0.5816054204088758,0.305406876378954,0.23001716150898832,0.634348674428523,0.47407652272091627,-0.2377958245581403,0.7696553351374495,-0.4857683287035829,0.6892806723700973,0.025652916681369774,0.3171379507889821,0.5645946208481182,-0.4940887192421123,0.15716927702899822,0.4452094040692943,0.7961991449211666,0.07119267686423468,0.4634554070617859,0.36505392361678884,0.1252293817343517,0.4430437934474788,0.5847423625538941,0.29616953153664416,0.0021132135740952085,0.052886622652283076,0.08373767223797624,-0.08532149884551166,0.717023001992845,0.5530140353504553,0.2755629582298957,0.44126417387032874,0.7187196670010065,0.3206128435714323,-0.23418591192388208,-0.3377300445099455,0.6747887593659746,0.5521418860585947,-0.45413702963278474,-0.49093794806637114,0.726637579114078,0.26534836631770703,0.34548172827686136,-0.19409815900141597,0.6602391709658241,0.5685171096367064,-0.04690964459274964,0.6473849063532795,-0.39130636487441706,0.505045102575995,0.3211693210994594,0.13470297829722658,0.7492889640842803,0.3946527601325127,0.5751366388454817,-0.36924452638726024,0.275052224939456,0.7195539387357412,0.6453876437309859,0.5529437532528774,-0.45857315334482057,0.34150313767312135,0.6722581944846738,0.05725153486205222,0.6121474997536902,0.05008467965749183,-0.4942295975479744,0.6031255465074841,0.45603698504386736,0.5245521328373866,0.5533878509520511,0.5301158352350112,0.1333199499146129,0.1752797202217739,0.2301659561795858,0.5093710327754768,0.8037410322883604,0.2705254785864889,0.3563176363863327,0.5269463954508355,-0.18057238758413985,0.0036093372181052975,0.49835614201247175,0.43776519519462825
VTA_L,0.22859948040250674,1.0,-0.22821619758040976,-0.07997953841627112,0.07711512645375668,-0.07269461591483306,0.002639791003524787,0.058513959628133466,-0.01867955982737381,0.12695870717136107,-0.011635624018668248,0.0671903183711144,0.3721892492824344,0.01862829423847702,0.10289000286568596,0.011023441601496728,-0.05527658503473885,-0.16239276606035413,0.20668809218529374,-0.1349179564465956,0.12895842576043168,-0.06918090325119569,0.027807460908399195,0.20702074055786943,-0.20477462354968592,0.11710231007375149,0.281113548997093,0.08878985324785346,-0.25809865434149,0.1139201000841487,0.09559790049452217,0.11394536956964862,-0.14325180925412864,0.02439008186319642,0.07633277740493931,-0.11163748588329245,0.021060027986411663,0.020540391599733445,-0.20934099393009212,0.1878103301193164,0.07700237567450283,0.03145668186191637,0.12552096425693435,0.11894369390633336,0.08201982630793082,-0.04611929824559555,-0.08814221850698017,0.12452129466810305,0.06663554756755537,-0.20954248225915303,-0.203350761592736,0.2168578083513433,0.2020714868175403,0.11952523847776811,-0.12766639647925027,0.20707042995208697,0.10695376161578739,-0.12932099643836004,0.07695749104317079,-0.13286285347329854,0.27644099062104216,0.049995159369355856,0.06758264140045071,0.1961467349688428,0.04421103501797196,0.1188013874604192,-0.20890027644891213,0.05901305430911124,0.1751286741895748,0.2419407601403099,0.034650274543700774,-0.16943553000325615,0.1804716577704936,0.2945383738548004,0.0013364131505743647,0.05325359086131834,-0.46126127375682624,-0.19901717637480593,-0.10344445856455792,-0.07250586964939881,0.11763345450032386,0.27850382691135905,0.12830825722151232,-0.14293701017802968,-0.02072709370258184,0.006097077850815561,0.1645057050869525,0.25558016299872854,0.37601070987334473,0.22988876687285542,0.06608438623892605,-0.09444542128901548,0.011079506697801384,0.09673947053914726,0.16282054244300567
Temporal_Pole_Sup_L,-0.17325078384914563,-0.22821619758040976,1.0,0.6621985571816487,0.07799952609760112,0.5743880093842005,0.1602215050231536,0.10161097815578508,-0.02822649100909548,-0.3106450874609817,0.08836053463543453,-0.016556591452385912,-0.3290472461545452,0.3953982904313953,-0.3088875582357103,0.02486549552484811,0.2316373187463121,0.402410542598516,-0.2756058316495238,0.714650035367845,-0.07470623840771397,0.009229839470049447,0.0376693690594064,-0.15662715854724057,0.7470903967105141,-0.0064870617196487535,0.13194226360510516,-0.25944909151780293,0.4762000636112065,0.007528304292381989,-0.28559206099931544,0.15816764846092068,-0.19081603219207469,-0.18171873392752527,-0.39591706308882746,0.28804453403871005,-0.04285773519274701,0.3781330061615087,0.758827026121415,-0.2574334898381279,0.03259061237706407,-0.16163966504567595,0.19703445873822595,-0.2558063666298571,0.13588815618600114,0.27137233342226325,0.6412285421953521,-0.1980762582911306,0.09895744172971001,0.7470287221527668,0.7569954802573291,-0.27596136831748014,0.13146150828167213,-0.47315033937494944,0.6834729550864153,-0.2289100349885463,0.07473190491275725,0.47629244494845047,0.005745513798020532,0.7575607218540582,-0.4077215413530412,0.11497921718920835,0.10038775222743428,-0.3360104877068683,0.12078279861609344,0.004188024260008107,0.6369196748189251,-0.27219255548954946,-0.23577407996553462,-0.40688366526137876,-0.17892763972689837,0.7653048444403248,-0.1825661759899599,-0.3169736704441637,0.30559255490330905,-0.06977245765026856,0.0692249579577248,0.7647333880312002,0.09546027502785964,-0.3412528332953678,-0.20704309313417205,-0.5224607079704918,0.36635157715154193,0.0897329997156204,0.0326480467664805,0.2851110894611174,-0.014553508221441667,-0.28357606164509164,-0.4832273099620394,-0.6348353604931385,-0.10844026407187787,0.6499505521583315,0.4513766030105987,-0.082519902372376,-0.4170329121949648
Cerebellum_8_R,-0.3381879173672535,-0.07997953841627112,0.6621985571816487,1.0,-0.14809617823011942,0.34025965234371375,0.2418506474254565,0.383601579462012,-0.3531580305659212,-0.513162889690636,0.007264148992111752,-0.19313588581487087,-0.5386788101947766,0.3250408411090073,-0.5074144622109057,-0.2710176775046038,0.12184299092031423,0.5060946362282602,-0.44544812221732893,0.7194185491865895,-0.3621931882853895,0.2182141571691243,-0.3339349764282502,-0.23310418763122726,0.7136987934282351,0.2354234049107997,-0.10578816139939434,-0.38477725831631554,0.2368333780803991,-0.19764771041940066,-0.40240863299699337,0.049769593957826756,-0.3892833177981396,-0.4043559031245083,-0.20881759778857542,0.37703907470001685,-0.005684405833909459,0.3026317738197535,0.3901759487696755,-0.34850380399411424,0.014949538906311004,-0.13001290806001867,-0.032822131807266605,-0.45870830623073,0.4128858025414247,0.2856853110796555,0.855501971361854,-0.3127444980239991,0.14749943412256794,0.7638427294036035,0.7272066931273768,-0.31837647861730806,0.287149290331748,-0.211435115204162,0.7851677828494833,-0.35007631686037655,0.08112282714346167,0.588660929176745,-0.2982642789189153,0.8662350155722793,-0.3195212176960863,0.36851904506397903,0.14747014188107746,-0.47737610373840367,-0.07431718719142595,-0.0748727430010919,0.6968355186821186,-0.2983368324639992,-0.19124846660093886,-0.5641419291933072,-0.47221195938885696,0.8720918462554652,-0.19789588155831556,-0.4166574131627599,0.22372052866016318,-0.35153193182144354,0.005595391304784287,0.8026927122781592,-0.2126022700743493,-0.5160000677194694,-0.4932577314710373,-0.3508940443015558,0.12085302114893456,-0.13584788541836867,0.2397104695596514,0.3286043928778814,-0.008113717822613812,-0.515919440385871,-0.3420123185657583,-0.557840507616724,-0.2736579274686848,0.6852662276830569,0.42081968401826503,-0.12670672426988874,-0.20739107178309052
Frontal_Mid_2_R,0.41523807042426597,0.07711512645375668,0.07799952609760112,-0.14809617823011942,1.0,0.5580068143573635,0.5770510984285412,0.025917215604761172,0.2301866116143879,0.23392556496083267,0.16988945067752625,0.259201309443292,0.16662995705620942,-0.0872058635715,0.3658573385306573,0.37742724944478434,0.3735598690917708,-0.06151848417132142,0.4938404313846756,-0.09881001543534823,0.5231059517470669,-0.072269817865091,0.04130564136383118,0.6595826922667075,-0.05306694156346399,0.07338208064491532,0.18820548930506228,0.4831338284757311,0.0773876394498708,0.04828995049921052,0.1960731334838144,0.2344057398239787,0.15743037410256813,0.207862466639681,0.11663967510510986,-0.18174015289496884,0.48018673507655946,0.0369394081396587,0.14192923582165137,0.43260007532552386,0.4013847908027691,0.24308777585483335,0.05833776315048436,0.4345836616145139,0.09911429984434898,0.2668168894362025,-0.1468683453211605,0.4330765181894486,0.5662227984007956,-0.08374217790874243,-0.03247666985203889,0.5354573696375154,0.007350193015790681,0.057323767893564734,-0.10158908180505626,0.5697669653224358,0.2770185289887738,0.1442369441228777,0.5407669069570143,-0.06234579507426017,0.4828429913794021,0.14593810989372924,0.4486239852923794,0.45176573855413243,0.6735332115127038,0.6059075265980944,0.06754880473159616,0.3841404709613151,0.15162054724478066,0.2254024144376007,0.3311890677249893,-0.12458626583763575,0.19208608671902289,0.25282862864648814,0.4275636384662945,0.32329061959467975,0.1759732845046415,-0.1270406056805207,0.42881313269017723,0.27333091003421683,0.20012417662720672,0.378892582652477,0.5118632340736121,0.2536679464100357,0.2048994315936037,0.38020885647170755,0.7810901216332408,0.3457762648620109,0.30023789390212996,0.14002969686346067,0.4702515033540774,0.1571603071301204,0.15292035277338462,0.12123897028031591,0.2600394375410932
Temporal_Sup_L,0.23889083725721222,-0.07269461591483306,0.5743880093842005,0.34025965234371375,0.5580068143573635,1.0,0.6338385228445116,0.39784677329854756,0.19325261296992313,-0.1146646575841184,0.26046055840782933,0.2401043293909485,-0.13188402568649837,0.3686521707143961,0.016550731947041854,0.3616670784427323,0.5272051046158254,0.44494998399090535,0.1809897869742525,0.30751440642150646,0.4440951010850834,0.3224902413772514,-0.10489629294767767,0.3725906996483824,0.3500206844870914,0.32897208188021193,0.13119282204953062,0.23258202410881484,0.28315055657313404,0.10812405567225963,0.01740697953988441,0.2596396854170475,0.02513680457675879,-0.010284275166210725,0.10651680760282776,0.2897541582669938,0.3980837067735745,0.3213329682982119,0.4728381295057361,0.23591123298935068,0.2107177662873842,0.15357835931770275,0.10460140345435774,0.10635892294738163,0.37729869783872644,0.4914243492772258,0.4350428076854006,0.14015291650549558,0.623799561836802,0.37468945637970524,0.45163831029941154,0.2847412519426475,0.261284759876058,0.041773789975565946,0.38528844260416967,0.3804567528054774,0.3907414115142291,0.6442844006540527,0.4278290390215369,0.4794859950401408,0.13529815465622244,0.43455172349292637,0.28775166689546894,0.09397685564324663,0.5663771972968252,0.5426230645776687,0.5514282119730173,0.0843009348150591,0.11501716595761029,-0.11222048956068978,-0.019489308784044805,0.4147869295741818,0.11667025127336814,-0.0625458230286581,0.6000142159225722,0.10405357866763355,0.2600284323733163,0.3813090101071409,0.36274739798564215,-0.1227024199921917,-0.07143266684473072,0.12313669393820655,0.684205266890957,0.23187639667757387,0.4220157197798078,0.6460765083507852,0.4735642467314468,0.020306601091523213,0.016319519729654966,-0.2606059981641759,0.32564030968248425,0.6717228100179345,0.534919271058046,0.09178803020559632,0.2120108552267211
SupraMarginal_R,0.19930659656855126,0.002639791003524787,0.1602215050231536,0.2418506474254565,0.5770510984285412,0.6338385228445116,1.0,0.6488747018879039,-0.033613212816255636,-0.13180440172794752,0.1362628683337153,0.06389873536245881,-0.21981185985592272,0.20878592097123053,-0.21512840635424169,0.15194973842926127,0.5029772247693687,0.4020632264598367,0.2328004169195459,0.12797090092581692,0.2696526390043565,0.5317135974216511,-0.3598300282959747,0.42950149443830693,0.13887173887138726,0.687053004755029,0.011835792018112011,0.2928082730147664,0.15015243069863304,0.054115769460684776,0.10950018581514802,0.0456232232363384,0.07467160312936537,0.0209932710786616,0.4946768417371797,0.40448778967994886,0.7317073060283975,0.1903173153093166,0.016842252914690478,0.21659019778360486,0.2357021018642203,0.1161191032444934,-0.04714522850926697,0.08175339325760751,0.4844553218005997,0.22760717595438307,0.3935331209216533,0.21974721122047083,0.7219092770470026,0.16767564423661402,0.18585383595911942,0.22933534216751028,0.42681978473926896,0.44102583337903783,0.2913778794772364,0.4036075362333676,0.2790974744435725,0.6697737308677153,0.1993346020942043,0.2854844918303334,0.3241761941333987,0.6650414438530607,0.42172535600882205,0.04398863150619351,0.40154152567550994,0.597579905866087,0.4684783048514481,0.2079133599399612,0.30256079597557056,-0.13590319183152003,-0.20265133868170015,0.2302613149676421,0.07005199823450757,0.03854461020774214,0.3405686456921997,0.03319460234547802,0.30324634804916245,0.1670326018830591,0.10932207816957674,-0.0883178512926668,-0.13640564083964202,0.3788259823295938,0.3709083232395555,0.1420272537900378,0.8145844275703058,0.6037177862793806,0.5652275592180511,-0.07460733326022763,0.08898200210855892,-0.02282689261515783,0.19111489414416147,0.4992205918770464,0.415206227559721,0.20742559287500056,0.5666014329675522
Cuneus_R,-0.014923902710540038,0.058513959628133466,0.10161097815578508,0.383601579462012,0.025917215604761172,0.39784677329854756,0.6488747018879039,1.0,-0.22625140721900217,-0.32014231187066894,0.14646428033395384,-0.05918663692281958,-0.3391888241150767,0.3925345596935237,-0.489094559948648,-0.01001610858743445,0.32942314542870166,0.5902573306435385,-0.01155836721778987,0.20379364944897738,0.05025577451789195,0.7271537319752589,-0.4495969787782109,0.02896347015266264,0.16246119686456192,0.8672448217389469,-0.0659315480133888,0.008655197427472758,0.04006266357503289,0.012002927298225838,0.02705665598661381,-0.012935827117781374,-0.10780385514341824,-0.16312384128594057,0.619268550867073,0.6576219730626374,0.5857345477079885,0.21168219412907954,0.02041604698707672,0.0647320306511986,-0.04727861384632071,0.04987923771227488,-0.1032797104992258,-0.2182160901440573,0.4990875919413897,0.17500543638019667,0.5728547449293104,-0.008669313473282418,0.4377910933875242,0.2537211090703464,0.2495307602394104,-0.00492132743193643,0.5541851096059442,0.5642106751024653,0.4297499871257941,0.1360045402210008,0.29625606167235646,0.7412546769332692,-0.09823660143679903,0.394506912658674,0.12521061792238924,0.6638938689110125,0.29210331726850747,-0.21236501133766897,-0.02074031966951911,0.26466568846600913,0.48597966861896447,-0.10572998317118734,0.22612215702135124,-0.2962979256740507,-0.4885113153347897,0.3424652095776662,0.02348495370242813,-0.14441613330956843,0.2537499956699293,-0.18177372637985392,0.09037014261698813,0.27468739731630376,-0.121781792712992,-0.3101197906124968,-0.3355047198959923,0.23633997376101756,0.1274008851547492,-0.059973622508749234,0.8424630626458588,0.503996642839372,0.13350302208894646,-0.3400033337825481,-0.07462239097791945,-0.15928918813109896,-0.08252357419282022,0.5252321144042,0.47213178642082787,0.11521395554832563,0.6116107018669281
OFCmed_R,0.4114092248044639,-0.01867955982737381,-0.02822649100909548,-0.3531580305659212,0.2301866116143879,0.19325261296992313,-0.033613212816255636,-0.22625140721900217,1.0,0.6085154484503149,-0.031308906082933005,0.2651681403974869,0.3782886869809972,-0.1739208640222037,0.23840672494516685,0.5293153706502689,0.34729252095921814,-0.25039355411396147,0.6046305305765812,-0.5276153397216272,0.39250793862285416,-0.07680281029615624,0.2930341672096281,0.32235536650480145,-0.49558839162957263,-0.11872801474398495,0.11019612199881136,0.4929518049436634,0.14477356173945619,0.3418028315506434,0.1543353201701876,-0.02251923840607889,0.6294013991718027,0.7388967863247218,0.06680546291231837,-0.34842624579023984,-0.14245089911668032,-0.13725838293725343,0.036878391474046056,0.5419346737287998,0.47727232680017734,0.3138056902964114,0.32891200606182075,0.6248216068618188,0.19879505257804084,-0.2590949343765549,-0.47606770232104173,0.5744374883575959,0.2549247839128568,-0.5172708475203533,-0.4721179685059379,0.4129428849934517,-0.1804644478744539,0.13555349397826208,-0.313182520981106,0.5278476651993391,0.11618245885614305,-0.27011945368380896,0.6018050923457354,-0.4366517642495905,0.24435426089045303,0.09500418100944318,-0.2039635214982607,0.5173054968054194,0.2265946404474346,0.38934587036583035,-0.48065685598066565,-0.13894468659739478,0.21588344195437184,0.5927026697974562,0.6633090907686884,-0.47081356347363246,0.3648814799086988,0.611806005668921,-0.02436011884736791,0.6583047825489307,0.3023633630622731,-0.5241474355723252,0.4339963500999834,0.6196368771269165,0.6887764852755028,0.34643043200283674,0.38992410413320705,0.3268043601168867,-0.08942866768954469,0.044590122449968066,0.19280184033174144,0.5209517322115924,0.05533782042732877,0.2917264305795056,0.33513889936657837,-0.3618790737336788,-0.2484357907446928,0.21745936661935822,0.20463106778352882
Rectus_L,0.5557536404108638,0.12695870717136107,-0.3106450874609817,-0.513162889690636,0.23392556496083267,-0.1146646575841184,-0.13180440172794752,-0.32014231187066894,0.6085154484503149,1.0,0.05829867438973317,0.15823923453742253,0.4873139076633001,-0.1949553443825594,0.28490351633502153,0.48244404929303897,0.2674982359292491,-0.46252422673448557,0.6843271476732801,-0.681894242591317,0.3803603974977884,-0.19585682638816332,0.4313790178165577,0.3260296342730022,-0.6675356511669791,-0.15581079359776684,0.31293674322139636,0.5815809965387077,0.0256504284677839,0.3153275996995247,0.14830861519329286,0.04009791027324831,0.5050548843998472,0.7329869757237604,0.16648863318504922,-0.3968701486732763,-0.1555905546143583,-0.1346162800151543,-0.1446136820636782,0.6299685872894604,0.535959681317388,0.2674555790115522,0.3644013669903938,0.7086040869488995,0.09893578791884665,-0.4103912592697844,-0.6568515729496691,0.683774999338412,0.18756014139583582,-0.6420818763943898,-0.6863705637132954,0.5385752248408717,-0.18574091012285893,0.2120642223669059,-0.437394795413114,0.500310471448631,0.20097996530362905,-0.42658118427217123,0.508899840861248,-0.6507361462261373,0.366301743776283,-0.017776622990958675,-0.10734334779412394,0.7113826260926395,0.16563144380325961,0.32189460845160417,-0.6865005838031822,0.019062646581862158,0.27269482580909876,0.683647082605902,0.7549819330481939,-0.670080558749767,0.32961618978051366,0.7113913410200198,-0.1296340750005472,0.7158211743999341,0.10463684130127925,-0.6857321436558895,0.5245414075133896,0.6592274210151102,0.699980345502699,0.4148447360504802,0.263229435465642,0.2395291564982486,-0.14283000377588878,-0.14837452715383417,0.2515899664807036,0.6450356157787718,0.07895911672092887,0.3583716557870109,0.3659588680310436,-0.5503671030857579,-0.3432449149888286,0.25550462870474955,0.2489782863527909
