,SN_pr_L,Thal_MDl_R,OFCpost_R,Temporal_Sup_R,OFClat_L
SN_pr_L,1.0,0.30784140778696717,0.23490073971414738,0.19730701694140937,0.07065522125968737
Thal_MDl_R,0.30784140778696717,1.0,0.2857045770346288,0.46066877762516445,0.11000527137074773
OFCpost_R,0.23490073971414738,0.2857045770346288,1.0,0.5176393612063087,-0.20899155568105637
Temporal_Sup_R,0.19730701694140937,0.46066877762516445,0.5176393612063087,1.0,0.2656846622301051
OFClat_L,0.07065522125968737,0.11000527137074773,-0.20899155568105637,0.2656846622301051,1.0
