,Occipital_Inf_R,Frontal_Sup_Medial_R,Thal_LGN_L,Thal_PuA_L,Frontal_Inf_Oper_R,Cerebellum_4_5_L,Vermis_9,Cerebellum_10_L,N_Acc_R,OFCmed_R,LC_R,Pallidum_R,Temporal_Pole_Sup_L,Heschl_L,Calcarine_R,Frontal_Sup_2_R,Thal_LP_L,Parietal_Sup_L,N_Acc_L,Thal_MGN_L,Frontal_Sup_2_L,Rolandic_Oper_R,Thal_MDm_L,Parietal_Inf_R,Occipital_Sup_R,Thal_PuM_L,Vermis_4_5,Thal_VPL_R,Temporal_Sup_R,Frontal_Inf_Orb_2_R,Vermis_10,Cerebellum_Crus1_L,OFClat_R,Cerebellum_6_L,Thal_MDm_R,Temporal_Mid_R,Thal_LGN_R,Cuneus_R,OFCant_L,Cerebellum_9_R,Cerebellum_Crus1_R,Frontal_Mid_2_R,Olfactory_R,Occipital_Mid_R,Rectus_L,Parietal_Inf_L,ACC_sub_L,VTA_R,Rectus_R,Precentral_R,Cingulate_Post_R,Raphe_D,Thal_MDl_R,ParaHippocampal_R,Thal_VPL_L
Occipital_Inf_R,1.0,-0.4037593080359681,-0.6531498879062669,-0.19401638751331754,-0.043854482606182174,-0.05971794470943897,0.9027480318410733,-0.4253428122569826,0.06526746904594895,-0.47606770232104173,-0.18179802291730549,-0.5847534158796204,0.6412285421953521,0.12262636841394459,0.7525233679094135,-0.4346663567965955,-0.07918496383909872,-0.0854019233431245,-0.14776817901057848,-0.06798954872165015,-0.3197724877439738,-0.07637000668955816,0.4399252588630586,0.17936421529992125,0.42631054623475395,-0.12202790312161003,0.29413222855525695,0.44655186897435634,0.19643009194972189,-0.5150292346101499,0.3519307322780558,0.8493570546712689,-0.5459490937381815,0.7969422916455384,0.5386744135837545,0.4651358131016654,0.10027142788558972,0.5728547449293104,-0.2978286931604044,0.909004475183149,0.9074492615869238,-0.1468683453211605,-0.46215030037530164,0.7148083765005203,-0.6568515729496691,-0.008882900394042872,-0.6056341178413224,-0.13942426944191721,-0.45339349498309406,0.3110949099458238,0.257382967311927,0.3904244427377226,0.08750722582839755,-0.38687557013467394,-0.5821042806470241
Frontal_Sup_Medial_R,-0.4037593080359681,1.0,0.5730005473266594,0.3827631622544331,0.40673321497821413,0.31075930917683087,-0.5369159932778994,0.5516665184877337,0.11736630803048664,0.5744374883575959,0.23478954239950311,0.7186886309500482,-0.1980762582911306,0.4282813080101195,-0.17075581633589773,0.8384555432498314,0.42042702658316383,0.4467694323589805,0.26888442486481295,0.4608770372278036,0.7534843451175779,0.19751697689349534,-0.043530626770555636,0.029352853563222682,0.12161071461279517,0.4619344269936641,-0.11861015691425528,-0.033034032975590565,0.48370904472882886,0.6878645159676097,-0.3865824636012374,-0.5803138899264906,0.18787209705004648,-0.6063749289724675,-0.24029997950363222,0.2746308344867234,-0.011751113448021192,-0.008669313473282418,0.11769233515049328,-0.5195383084359864,-0.35084646130848246,0.4330765181894486,0.7042262203511283,-0.10646920076759397,0.683774999338412,0.43420504237472046,0.5619216610010016,0.33128091160642587,0.7102651823522821,-0.015145494591988152,-0.05077517422620175,-0.06755787434277788,0.3086713893598936,0.6544770870140267,0.5776065575707029
Thal_LGN_L,-0.6531498879062669,0.5730005473266594,1.0,0.6721017144107296,0.3041398276087003,0.38061737715802013,-0.7165209596281537,0.5311349458532056,-0.032641419984603466,0.5927026697974562,0.34273906142953275,0.7155056576533043,-0.40688366526137876,0.3448094672685618,-0.4701865670969073,0.6422523605534934,0.2082584367933919,0.14742141780206364,0.35764787099031153,0.3566720044782171,0.5364369834896641,0.22235493845408877,-0.02692611289169997,-0.11944931111016442,-0.15656846087019727,0.5221636507154088,-0.1575089641825249,-0.12227335476831257,0.268072883322811,0.7510493141195176,-0.4098357915574889,-0.7335724090596426,0.6164515162585079,-0.7135950353138109,-0.3022669452481152,0.06540036325736859,-0.08054862600340326,-0.2962979256740507,0.35700975200034907,-0.7199662040315182,-0.507875466954017,0.2254024144376007,0.5973840745280936,-0.4059967398873439,0.683647082605902,0.1784880600480891,0.6862953183509085,0.2349586391281098,0.5963698670096974,-0.19267775995162215,-0.04683029595108514,-0.1434566987470326,0.2027998571960389,0.6353220336471668,0.8375044225212716
Thal_PuA_L,-0.19401638751331754,0.3827631622544331,0.6721017144107296,1.0,0.266005677842052,0.2457413625216211,-0.24304397196889532,0.30103285281722,-0.04582736477875739,0.3547777638792648,0.18008276553085034,0.41701480564262766,-0.09056418580606,0.397587442017716,-0.17082356854865946,0.4675469194367474,0.31158868963835906,0.06075532190683833,0.43909140148197473,0.35589528889044864,0.3629073533918722,0.09245590587162404,0.3902160041635484,-0.07150718327202167,0.08269114915946936,0.7589522655803576,-0.14346216525618327,0.26808679289605303,0.357101091915505,0.5911551743890007,-0.3471957667564761,-0.3514189238390887,0.4311014474676043,-0.3617688015968414,0.03256559415649881,0.3250835358954835,-0.07125240349824889,-0.047191963747175304,0.38461919976457476,-0.29763694463170576,-0.04159444702499162,0.09755554650879154,0.3216874136058194,-0.057076928679870166,0.3638666003333836,0.08965242370442658,0.43890415685664197,0.10498867591285208,0.3180278718816581,-0.059354478873773604,0.04347055797712487,0.0936589723324287,0.30865183512799393,0.4525443013961272,0.732421684283896
Frontal_Inf_Oper_R,-0.043854482606182174,0.40673321497821413,0.3041398276087003,0.266005677842052,1.0,0.5156268004445312,-0.13264272806874688,0.2702134862318148,0.21801829385016464,0.19280184033174144,0.3104639769046394,0.49799199747062095,-0.014553508221441667,0.5370682982169992,0.25876342217125947,0.6088461325115018,0.2725473532464154,0.11330803332504294,0.19232581705634128,0.20464283833782135,0.5323050341278213,0.7532396791032824,0.17930329319968935,0.34628138872691777,0.14951736283610134,0.3573195875640606,0.4171158051044459,-0.03170364623633043,0.6964752176512998,0.3874482594731138,0.16490141597179916,-0.1476929618917607,0.28629811394130855,-0.10896822858133724,0.10750735694923139,0.3759033714194666,0.05235488424173759,0.13350302208894646,0.17009401789280879,-0.10245279037543845,-0.04885924169062675,0.7810901216332408,0.36583732673141317,0.08940600765045642,0.2515899664807036,0.18732680127003207,0.24166593256063654,0.2024068999546356,0.3012978730584618,0.6485909636564838,0.3202443167461552,0.08132286333700797,0.3571760140148808,0.5678554579680268,0.43360754669757223
Cerebellum_4_5_L,-0.05971794470943897,0.31075930917683087,0.38061737715802013,0.2457413625216211,0.5156268004445312,1.0,-0.12378112332979997,0.47580411945781936,0.35187867858531713,0.38982905572182036,0.39905264247185207,0.5148473759392849,0.10439400737852053,0.5343117690689277,0.2166402019154549,0.428722311122644,-0.04517332796590845,0.10239515514120007,0.293818775822854,0.1620539117271208,0.46846380961462275,0.5113462484415482,0.25051621122508216,0.06622610675461747,0.12162925791176075,0.20323562486673727,0.5455943707302293,0.09394375924854828,0.5350013687200219,0.41567572379864637,0.15062662694913287,-0.1565486645381089,0.2362889544628558,-0.09634329858363572,0.1124669043427258,0.39104554913466644,0.05741359226681869,0.08555129918707319,0.11156604625233983,-0.08793433169715449,0.04184323015528572,0.3957096393278889,0.47688690263819833,0.06738063412748697,0.3782592193235101,0.20359209842391346,0.42524656797381516,0.4210478362335894,0.35870678773448994,0.19190563784652287,0.26991306040898544,0.1426059139861573,0.46345004550360686,0.7058986903510139,0.3831645823246618
Vermis_9,0.9027480318410733,-0.5369159932778994,-0.7165209596281537,-0.24304397196889532,-0.13264272806874688,-0.12378112332979997,1.0,-0.5003774960217091,0.0329719759846391,-0.4629671509893678,-0.18963614763384293,-0.6648156362494971,0.664371786188557,0.03988050825507271,0.689394118651928,-0.5196882106889441,-0.17930327525368428,-0.21588261324368352,-0.19582501479063616,-0.19871104313481722,-0.39292160899520695,-0.07357715373899933,0.3690510567745157,0.17588797002744913,0.29610814375740646,-0.19331080949616117,0.32257764948249057,0.4453613591646386,0.06416460722916983,-0.6370120472091763,0.5058239014173664,0.8897478634307107,-0.5401820461266247,0.8859420387386274,0.5965227262121329,0.30823723727173646,0.12440427689960769,0.4531653997291014,-0.36065965572635683,0.931250499994354,0.8328508285207601,-0.1422698744126837,-0.5323915287037877,0.6271164716685608,-0.7263167844041509,-0.17099530528532816,-0.6357055577898689,-0.2694667912841772,-0.5365760441099572,0.3478537667454172,0.2782583297728351,0.38010546280519525,0.033640056915316546,-0.49479091597710984,-0.6403756963699344
Cerebellum_10_L,-0.4253428122569826,0.5516665184877337,0.5311349458532056,0.30103285281722,0.2702134862318148,0.47580411945781936,-0.5003774960217091,1.0,0.21280013874690876,0.37233111132181035,0.3298906887365412,0.6303550726701681,-0.38903309930481966,0.281622493429369,-0.1688743396008758,0.6039185990648671,0.18389023604019406,0.4329678027621731,0.30689767624808306,0.3923306404185406,0.6119065769474759,0.1989558248876732,0.1007265433728332,0.0862780285413177,0.11521776142589141,0.3700719016070887,0.07152879283786145,-0.10787167270529979,0.35789185755328706,0.5541509032417621,-0.16713766193366827,-0.5925361077701851,0.48367254429894885,-0.5798745408508899,-0.12254112317727588,0.241114080102318,-0.09955940222834693,0.011112905556738342,0.3229780213581716,-0.5439817343953249,-0.36510254932179226,0.2690943747469626,0.5029019028894265,-0.09013324662603482,0.5381347281463302,0.42979999507910227,0.4868767450298025,0.3883052590198002,0.45874361813206493,-0.03311448399412365,0.0552088882657033,-0.07657767873613364,0.3257995470848252,0.7024985139464787,0.48536899305138725
N_Acc_R,0.06526746904594895,0.11736630803048664,-0.032641419984603466,-0.04582736477875739,0.21801829385016464,0.35187867858531713,0.0329719759846391,0.21280013874690876,1.0,-0.031308906082933005,0.09290409180708244,0.2700288311836549,0.08836053463543453,0.16475377597521768,0.28435717397785504,0.13478845158046432,0.12457757576335288,0.2496902183494978,0.4675913751862103,0.16932693201667012,0.18544636290929578,0.3655900999517981,0.32025061611659084,0.17552553711297803,0.22666955062187188,0.11035336503369517,0.2197559619851977,0.24884906195474982,0.2376725850002652,0.17090624700122597,0.16755123413313283,0.021113068235603247,-0.02909354733636341,0.020168634266098995,0.2845623620970008,0.20063878490659443,0.08612646745945726,0.14646428033395384,0.191473561132754,0.020228169305327528,0.027537294624792628,0.16988945067752625,0.26115450571111887,0.20341193920064649,0.05829867438973317,0.20525878138985063,0.13186296313492146,0.43446114386131585,-0.04640837647925643,0.23104718099222776,0.23389645231448247,0.1539380171068492,0.4594571714675727,0.3398686819575774,0.1048953014295689
OFCmed_R,-0.47606770232104173,0.5744374883575959,0.5927026697974562,0.3547777638792648,0.19280184033174144,0.38982905572182036,-0.4629671509893678,0.37233111132181035,-0.031308906082933005,1.0,0.3138056902964114,0.5173054968054194,-0.02822649100909548,0.38992410413320705,-0.27011945368380896,0.5815912026787465,-0.0035666324584582025,0.13555349397826208,0.3418028315506434,0.21745936661935822,0.5278476651993391,0.2265946404474346,-0.1804644478744539,-0.14245089911668032,-0.11872801474398495,0.21588344195437184,-0.02436011884736791,-0.1739208640222037,0.2549247839128568,0.611806005668921,-0.2590949343765549,-0.5241474355723252,0.2917264305795056,-0.4721179685059379,-0.2540604985608786,0.09500418100944318,-0.10822339433177747,-0.22625140721900217,0.03234813051244689,-0.47081356347363246,-0.3578613701821678,0.2301866116143879,0.6583047825489307,-0.25546169152182524,0.6085154484503149,0.2278478072424804,0.6887764852755028,0.14802725818649975,0.7068777774660663,-0.22898305367630303,-0.08281652005641064,-0.13725838293725343,0.11618245885614305,0.5419346737287998,0.5209517322115924
