,Vermis_4_5,Frontal_Inf_Oper_R,Pallidum_L,Frontal_Sup_Medial_L,Thal_PuA_R,Insula_R,Thal_LP_R,Precentral_L,Temporal_Pole_Sup_R,Cerebellum_9_L,Thal_LP_L,Red_N_R,Pallidum_R,Frontal_Inf_Orb_2_L,OFClat_R,Cerebellum_4_5_R,Thal_MGN_R,Rolandic_Oper_L,SupraMarginal_L,Cingulate_Mid_R,Cuneus_R,Thal_VA_R,Frontal_Sup_Medial_R,Frontal_Med_Orb_L,SN_pr_R,SN_pc_R,Caudate_L,ParaHippocampal_L,Temporal_Mid_L,Calcarine_L,Cingulate_Mid_L,Temporal_Pole_Mid_R,Postcentral_L,Red_N_L,Cerebellum_9_R,Occipital_Mid_R,Occipital_Sup_R,Thal_VPL_L,Rolandic_Oper_R,Frontal_Mid_2_L,Thal_VL_R,Cerebellum_7b_R,Thal_MDm_L,Fusiform_L,Thal_MDl_L,Vermis_6,Temporal_Mid_R,Cerebellum_7b_L,Cerebellum_Crus1_R,Paracentral_Lobule_L
Vermis_4_5,1.0,0.4171158051044459,0.2810254016028941,0.259651146252177,0.1851962591957151,0.20011705691997952,0.030198171712282566,0.04630333229368793,0.019497715139606697,0.37606150464396015,-0.1516222722196281,0.06323693588923408,0.04097676814740841,-0.03984673571032164,-0.1295357839467181,0.8320684350515596,0.09248579690914173,0.21742580742400988,0.28345864774443813,0.15851023579690887,0.2537499956699293,0.23511788350426815,-0.11861015691425528,0.10014428813650793,0.030989647744310535,0.11573956388947301,0.19383476617393516,0.10308657145867908,0.560720622404193,0.4618555330167355,0.08194386974304264,0.17849335412384637,-0.07894514672657504,0.23248633110653455,0.35230981708923975,0.19391449269995906,0.14541143599259856,-0.042329995821068944,0.49938679772287914,-0.06475842852316269,0.05725153486205222,0.11321731339431945,0.15786265044831954,0.6109507195661223,-0.03653819405274511,0.7622718348121609,0.20444212945830623,0.34087157300244963,0.27714297860081716,0.0049310259540979486
Frontal_Inf_Oper_R,0.4171158051044459,1.0,0.5352989214573849,0.6211887771244188,0.3621567563130069,0.5312103921011712,-0.17962111627497981,0.5890131629397033,0.5160499993979252,-0.05251812363992035,0.2725473532464154,0.1637636168755993,0.49799199747062095,0.32527840622476833,0.28629811394130855,0.5103142354804292,0.22421795715124457,0.5530622182508796,0.15856293029922078,0.6399524176329608,0.13350302208894646,0.6352416972666032,0.40673321497821413,-0.10688243422299379,0.19253648072085572,0.22154639220130934,0.38766693041804756,0.4387315216034623,-0.028623422079960555,0.05666879560374413,0.5584271671941109,-0.07440491126073068,0.4649560425236047,0.11764900062884878,-0.10245279037543845,0.08940600765045642,0.14951736283610134,0.43360754669757223,0.7532396791032824,0.47753118020963076,0.5093710327754768,-0.08311816358105178,0.17930329319968935,0.10138158567823885,0.13280761767395977,0.20488565738052636,0.3759033714194666,-0.1297197705151772,-0.04885924169062675,0.5388911803892857
Pallidum_L,0.2810254016028941,0.5352989214573849,1.0,0.5642130447776176,0.39436460093165837,0.49638734671121837,-0.27704906564234233,0.5155650900519188,0.5278652724511914,-0.30175176430001527,0.14787030707045304,0.3368920444790546,0.752616399285255,0.4913652588552751,0.33677014140624645,0.4457394206723195,0.2474620313981784,0.49424497167231635,0.18867798792148516,0.6194722098004618,-0.09823660143679903,0.6778513181912132,0.5730364402992446,-0.18204431537655982,0.25833680453213737,0.3904487461396535,0.678079739714289,0.6328188398579266,-0.1007889670238517,-0.2682823123804544,0.6425342966129044,-0.21369612792883946,0.39976328534802463,0.18480877727284978,-0.35425968025107246,-0.17209753380909062,-0.028239011278192307,0.6775490042961133,0.5281268444934456,0.6941393835508733,0.6473849063532795,-0.19031358379262545,0.030176444586336185,-0.04358904006987541,0.2476010447670778,-0.0009672178490644976,0.22721212190642381,-0.3766569697581611,-0.24682679255814566,0.4344783050710651
Frontal_Sup_Medial_L,0.259651146252177,0.6211887771244188,0.5642130447776176,1.0,0.34371473309582495,0.6158838597211536,-0.15078583680621666,0.42661197589172445,0.48874919627560565,-0.09365885227288494,0.1972779223637437,0.17864392975670237,0.36865804764430954,0.349824516936623,0.19352844797310098,0.30206939345292033,0.41118019813337314,0.6769124655632563,0.173382907332119,0.6277237347218447,0.1113834826118958,0.4496517250220804,0.4703169157679747,-0.03495878116891535,0.0945033060923877,0.3602282871483291,0.41028638510793325,0.3220960017526429,0.05933998647390362,0.0896899723599043,0.48661188194477917,-0.017601700137499045,0.3752898585822455,0.3609976198068063,-0.09503430359518202,0.14052246999502022,0.14307552543539606,0.31336114858447633,0.5631583257971412,0.4738842998174016,0.33794919370390425,-0.04138129175149812,0.1505715018563576,0.04676991972626284,0.12799040469309034,0.12688303031906453,0.3954683423442782,-0.17268790385222205,-0.045001047326319314,0.3761868048902585
Thal_PuA_R,0.1851962591957151,0.3621567563130069,0.39436460093165837,0.34371473309582495,1.0,0.30542084405736525,-0.03819572526711991,0.3556445554175238,0.11462622718239342,-0.1567342296298723,0.17792410746176254,0.033079580264626554,0.230962653286484,0.19625739633903966,0.35828422477164096,0.2955571755611987,0.16186242608605161,0.3061477432100335,0.11796138639622679,0.37115879353923376,0.1392732934257376,0.379055399948238,0.14302512548824614,0.14209922241659026,0.04622253531684363,0.17383698708141074,0.22070377836008265,0.3319911634631596,0.008306673749653501,-0.0314811254166406,0.30344792246968744,-0.19326708979566565,0.3312440528213876,0.010795829683240417,-0.2123089271467565,0.08466607807568075,0.17212933243979328,0.20184515984651685,0.4009024850469466,0.28451373824691634,0.2769231293653625,-0.08423132437403537,0.12512275228067085,0.03747964577659058,0.09575170156380797,0.11985936609395047,0.17430322747769986,-0.19219478645086566,-0.23741507996337735,0.3672126086429259
Insula_R,0.20011705691997952,0.5312103921011712,0.49638734671121837,0.6158838597211536,0.30542084405736525,1.0,0.16198716870604862,0.47403990485999625,0.591431188939864,0.03218799568173913,0.31880991245305407,0.41233949066344183,0.38184570246519633,0.5168422440414335,0.08521670934896643,0.22982205547976597,0.44246409721581476,0.8427979987391654,0.35777923276129303,0.38168031541794334,0.32942314542870166,0.42421568247324176,0.48693009813300625,-0.037059069209170875,0.32677656466162425,0.41783495734064074,0.38132114911122794,0.38717462042556117,0.028511974573927065,0.1772231282714718,0.40476492102235023,0.22449505668849892,0.39924934561672687,0.425804719703368,-0.0034159831742300987,0.3492869794207214,0.2663560202755283,0.2640778809299327,0.5518242078792485,0.4857616503689594,0.47407652272091627,0.11888587623271193,0.2754970113374071,0.020046646345558722,0.14865021667691924,0.12351191088528349,0.5984971726577618,-0.09311194602019271,0.1569473946060616,0.306528244176012
Thal_LP_R,0.030198171712282566,-0.17962111627497981,-0.27704906564234233,-0.15078583680621666,-0.03819572526711991,0.16198716870604862,1.0,-0.00894282125603944,-0.22697561186540566,0.4648358331295716,0.4072873788689249,-0.0638524726966879,-0.332079225684154,-0.3230742919612383,-0.4672403725643871,-0.10432118603678356,0.06888113971379341,0.08182648491956969,0.47692699185054677,-0.15414364745451378,0.6576219730626374,-0.21483971208087682,-0.0964325003554264,0.08217420875889761,-0.022436764990437286,-0.06339683538916187,-0.037973331428347426,-0.34206980037016355,0.3987389428338416,0.5793027192132052,-0.11863288385924585,0.5646853110446547,-0.036220465609227114,0.08717511277407991,0.45166003222530665,0.6987855754662685,0.636278150014032,-0.3766139111106083,-0.2567596485929497,-0.13025176859494397,0.0021132135740952085,0.3427649328208382,0.42728881059781354,0.23592165900223153,0.2536091080172609,0.25662807897817763,0.3820309445472857,0.4249679889220277,0.45076554486569737,-0.17596020786727512
Precentral_L,0.04630333229368793,0.5890131629397033,0.5155650900519188,0.42661197589172445,0.3556445554175238,0.47403990485999625,-0.00894282125603944,1.0,0.5839805086560004,-0.38826946484675057,0.4758237259671649,0.19959689748581141,0.647414478100347,0.4105536550564282,0.49152602172613885,0.20091700925411213,0.27098954858994745,0.4849669370687236,0.4148786019504618,0.7542511239972824,0.2405284372133954,0.7126001095380358,0.7021949791458233,-0.2804547417767874,0.25173627412489263,0.1590091081039525,0.4137275741507839,0.5459697094514091,-0.39834926757804134,-0.2807835273193622,0.8421547703572958,-0.21050351330787112,0.9121245374672289,-0.1034367206295338,-0.4759374626681729,0.17753052750649387,0.39226301251566376,0.48451236642580686,0.36541831495191346,0.8462443091087826,0.6470150996457975,-0.22103066338636132,0.2210641612547315,-0.39454959260845496,0.2528965288825235,-0.13785639058258953,0.4941812907755225,-0.5370313985886291,-0.28729566199042544,0.8129692308997368
Temporal_Pole_Sup_R,0.019497715139606697,0.5160499993979252,0.5278652724511914,0.48874919627560565,0.11462622718239342,0.591431188939864,-0.22697561186540566,0.5839805086560004,1.0,-0.18200942669386955,0.21484775289387104,0.3785218602324642,0.5894118115850582,0.47143135600908637,0.2513002970475044,0.1558420206315835,0.2944547413823154,0.4825791689043615,0.008672525638357345,0.4428982402003055,-0.04727861384632071,0.58582785961423,0.7353679662047895,-0.3016037696029955,0.2801131292441069,0.2062096575061356,0.351081374114391,0.4850917915367804,-0.3666250327722538,-0.25273235897048674,0.5291921889432349,0.0659083329033621,0.4545547675232076,0.20326856560960752,-0.22606799490461071,-0.01713799981465087,0.024248880200340012,0.4698896041969741,0.33516964222144024,0.6654623876630233,0.5530140353504553,-0.04113805530278821,0.09900094537592594,-0.25652100351017654,0.28208624898889567,-0.13056470952694887,0.48173097804215953,-0.32987062127514405,-0.0034179368607648057,0.41123639930743167
Cerebellum_9_L,0.37606150464396015,-0.05251812363992035,-0.30175176430001527,-0.09365885227288494,-0.1567342296298723,0.03218799568173913,0.4648358331295716,-0.38826946484675057,-0.18200942669386955,1.0,-0.26368677874013746,-0.12198242010548807,-0.5915711657430861,-0.45960190664962497,-0.6338125892229892,0.22428248095271916,-0.05036598572682459,0.012683896847586636,0.14312050737884052,-0.2531663748097476,0.394506912658674,-0.3644592259310329,-0.48481484222661775,0.09410170997390059,-0.0646140924594599,-0.12075736232205957,-0.2511820934909796,-0.5650300091229988,0.8010356277208494,0.8672571029542768,-0.3945899226228941,0.7878404232999048,-0.47039827147158214,0.2541558795108941,0.9715922157721046,0.540786083474465,0.23278420119569726,-0.5855641769131321,-0.02070857693757599,-0.549458442725069,-0.39130636487441706,0.5163390811380757,0.3023241678540625,0.7734389189984171,0.01873332477026014,0.7288026626352447,0.2703553407771978,0.9164948775666103,0.871502088757364,-0.3724116576595304
