,Cerebellum_8_R,Frontal_Mid_2_R,Caudate_R,Vermis_6,Temporal_Pole_Mid_L,OFClat_L,Heschl_R,ACC_pre_R,Thal_PuM_R,Frontal_Inf_Orb_2_R,Lingual_L,Frontal_Mid_2_L,Thal_PuA_R,Heschl_L,Thal_MGN_R,OFClat_R,Thal_LGN_R,Occipital_Sup_L,Temporal_Inf_R,Thal_MGN_L,Putamen_R,Vermis_3,Occipital_Mid_L,Thal_PuI_R,OFCmed_R,Cerebellum_4_5_R,Frontal_Sup_2_L,ACC_sub_L,Amygdala_L,Vermis_9,Vermis_7,Temporal_Pole_Sup_R,Thal_MDm_L,Thal_LP_L,Rectus_R,Temporal_Mid_L,LC_R,Thal_VA_L,Vermis_10,SN_pc_R,Frontal_Inf_Tri_L,Postcentral_L,Temporal_Sup_L,ParaHippocampal_L,Cerebellum_Crus1_R
Frontal_Mid_2_L,-0.44544812221732893,0.4938404313846756,0.8744971565309306,-0.3514046515316329,-0.22570760691138225,0.26026846862511965,0.6045839167923432,0.8166491984460176,0.5510470917428335,0.7239695522959624,-0.5052287359770612,1.0,0.28451373824691634,0.4718150213802675,0.24754460768744405,0.42900540739809484,0.004856886510190174,-0.30606209582239036,0.3479392184624945,0.5117041153561445,0.6518071939081016,-0.21112748508683932,-0.6044630991967286,0.37372641941786994,0.6046305305765812,0.10758479537684018,0.884892089513761,0.5974297325723685,0.5928641801732267,-0.5868688939253144,-0.547970506749428,0.6654623876630233,0.038205492881044995,0.45482280213229265,0.7300775821648076,-0.4969347664463323,0.32130557916046615,0.6305308491483518,-0.3423985386872251,0.2782536158543655,0.8357393547087887,0.7372094220537665,0.1809897869742525,0.6742931251908204,-0.43240427815529875
Thal_PuA_R,-0.22922339301603478,0.3778898989573895,0.37409851467762173,0.11985936609395047,-0.05018784868993956,0.40525075448830483,0.1727638719526046,0.3040377875554105,0.4002961924182914,0.15985153357902296,-0.022618726336657777,0.28451373824691634,1.0,0.23821117339370546,0.16186242608605161,0.35828422477164096,0.019311205073651777,0.00043757954266339047,0.03369677767415345,0.08771622890065846,0.43897617648532045,0.09141921391909176,-0.13062062195327642,0.42440912915360546,0.1809973147902227,0.2955571755611987,0.3864011560933196,0.10411375029909328,0.2222865705368981,-0.10378503648375634,-0.28016351199099465,0.11462622718239342,0.12512275228067085,0.17792410746176254,0.1472473349423064,0.008306673749653501,0.1608720444017726,0.3704829553026361,0.2375401252940814,0.17383698708141074,0.36461912063037893,0.3312440528213876,0.2809919343299425,0.3319911634631596,-0.23741507996337735
Heschl_L,0.12085302114893456,0.5118632340736121,0.5024928523203309,0.3265833412074953,0.33698431420319097,0.06721598772046744,0.4728392381816103,0.48456096156610357,0.5728310364473641,0.31959000413319233,0.09381409739541897,0.4718150213802675,0.23821117339370546,1.0,0.10640114607983431,0.006829563831588882,0.1739930471133493,0.15528603150675033,0.40087724756341697,0.26594076310256826,0.5471964255358482,0.26311174197670667,0.06716109459552981,0.10722203780647716,0.38992410413320705,0.5100598872842177,0.5359276060734609,0.24470478352720781,0.16621602006809938,0.03988050825507271,0.1701739576303551,0.5034623257656654,0.22031567762021143,0.09054443731139736,0.3569990552512969,0.2114408186900186,0.2083101053579079,0.5376419245183578,0.14190001965231758,0.26934344813233313,0.5304189514899943,0.23188564298401804,0.684205266890957,0.3320112726174949,0.19974448976308648
Thal_MGN_R,0.005595391304784287,0.1759732845046415,0.325486070630042,-0.04546646575591112,-0.12475310317081124,-0.11112594956232949,0.5719428582563588,0.16475825492623009,0.21973832838070664,0.07442278498673087,0.09924770191675975,0.24754460768744405,0.16186242608605161,0.10640114607983431,1.0,0.0275692576460811,0.02665750302815845,0.17907436010375197,0.28298389137607954,0.1905315630507899,0.20730847743545103,-0.06067605894715327,0.01376558600364983,0.05292625324801625,0.3023633630622731,0.01611020515267204,0.30265959551843524,0.16742447124619003,0.2501229870241527,-0.015558171820258614,-0.04090223720868629,0.2944547413823154,-0.07911928241469843,0.1475500604896568,0.3873974523055548,-0.025812164835851272,0.12278646069361016,0.25831887414170107,0.03100897796733353,0.4156921167355118,0.2852114335913015,0.25673313912543866,0.2600284323733163,0.23336298374627554,-0.05364003297330286
OFClat_R,-0.557840507616724,0.14002969686346067,0.45786616772228717,-0.2621991726420163,-0.4955554167834007,0.6995031581077314,0.1226609075554272,0.4983644834502058,0.28314474046169646,0.5753862847653054,-0.5488993996652051,0.42900540739809484,0.35828422477164096,0.006829563831588882,0.0275692576460811,1.0,-0.32700441836137134,-0.3719436553817282,0.07013645260987009,0.23294315957923103,0.36926975745934687,-0.22634533859636033,-0.6004967476201623,0.5181878712325497,0.2917264305795056,0.12935841250488947,0.37992526242306646,0.4526875928565528,0.43212805231438844,-0.5401820461266247,-0.7000445480061238,0.2513002970475044,0.08532564728405427,0.1825322204107469,0.3335414873892796,-0.5957252314800571,0.33622113171274726,0.3519821702611142,-0.26311537039425603,0.05869315839914862,0.4799675209020347,0.5144145619103894,-0.2606059981641759,0.4967746016136795,-0.47663949892640217
Thal_LGN_R,0.049357555794107534,0.12031773114894875,0.042112058227232345,0.15402489436147299,0.2367162318941024,-0.0776421213027074,-0.06512098781318623,-0.035516400134363156,0.24719540587193653,-0.271783623889221,0.1839140135762341,0.004856886510190174,0.019311205073651777,0.1739930471133493,0.02665750302815845,-0.32700441836137134,1.0,0.15440831376048936,-0.1899247631810601,-0.03837414852571422,0.2643450813067485,0.1517098387799565,0.15319254810117652,-0.03525951644045571,-0.10822339433177747,0.13392398109800918,0.11767353216769548,-0.18950004865148598,0.017968243835547064,0.12440427689960769,0.24047063028422358,-0.14907445243221154,-0.036813985731250956,0.14487505686914265,-0.008589931571526542,0.3462573749218089,-0.08075281924127563,0.07964482945190153,0.2937196297384639,0.18298893528845064,0.04333805047825414,-0.1411098801587362,0.2851539108335412,0.02128972993721489,0.031234728752845387
Occipital_Sup_L,0.5060946362282602,-0.06151848417132142,-0.23698493270637352,0.5988716057333193,0.24482706809799107,-0.18612579994693215,-0.030911417390217463,-0.39877421097274274,-0.012106805482426744,-0.4512235955325727,0.6408535681301875,-0.30606209582239036,0.00043757954266339047,0.15528603150675033,0.17907436010375197,-0.3719436553817282,0.15440831376048936,1.0,0.27418017196356903,-0.08003220367892179,-0.007393874263633606,0.577421257450073,0.8013482134650186,-0.12631770764883313,-0.25039355411396147,0.32290155254536784,-0.03835604726195263,-0.4154159931352221,-0.4646930222494679,0.6657672247825525,0.5634762806423718,-0.2255747986108666,0.39687237820287175,-0.06503335746200137,-0.2815520382872852,0.6931078409474489,-0.07290946357813378,-0.0002159839557652187,0.36188046303641946,0.03489770025366386,-0.29947954111809044,-0.13778931944628198,0.44494998399090535,-0.3179469887316084,0.5791324433082295
Temporal_Inf_R,0.4128858025414247,0.09911429984434898,0.3435151989371285,0.23579259380166134,-0.0701864601371301,0.01871970905222435,0.5727337702453424,0.20799110080332214,0.1134581779466522,0.3567728763457744,0.18439447560412794,0.3479392184624945,0.03369677767415345,0.40087724756341697,0.28298389137607954,0.07013645260987009,-0.1899247631810601,0.27418017196356903,1.0,0.37755311366521477,0.13211819415165052,0.2581207165351718,0.13681507791097364,0.004638398175510993,0.19879505257804084,0.26080720690122944,0.3718206277398967,0.09918467063579377,-0.16668601291204804,0.20653241953552787,0.15470203815392242,0.5639861182077514,0.4787262347123686,0.18377418355378397,0.2687910409946692,-0.04712430143481314,0.2737518139692605,0.2819357991972729,-0.06890916351754627,0.015157478143415575,0.27018966858112686,0.44393206014893855,0.37729869783872644,0.17518030718940641,0.47169979449681376
Thal_MGN_L,-0.12670672426988874,0.12123897028031591,0.5345815890602619,-0.18473148797954733,-0.17177898332835645,0.12471320733282935,0.39976181962108615,0.41310991154467847,0.23517638660441087,0.4624774434584456,-0.12200811241701506,0.5117041153561445,0.08771622890065846,0.26594076310256826,0.1905315630507899,0.23294315957923103,-0.03837414852571422,-0.08003220367892179,0.37755311366521477,1.0,0.3354923115192863,-0.006349267024183974,-0.2027063605504983,0.19191702485782167,0.21745936661935822,-0.07891839586088838,0.41980310808824994,0.3162459304544969,0.1829242092310169,-0.19871104313481722,-0.25671967953623365,0.4444743781272945,0.21561045109408597,0.4567323399072419,0.3515484092946406,-0.28754898582431265,0.05039067971411642,0.30762605591449854,-0.3629362208198929,0.12458257317668743,0.46199882720175744,0.43426524711733483,0.09178803020559632,0.262467262993439,-0.02624617518339021
Putamen_R,-0.3621931882853895,0.5231059517470669,0.7288010750296112,0.007886249303576646,0.04316904118489881,0.4103289026859099,0.3770545309040133,0.6110306091695236,0.619040680480396,0.4448500770467072,-0.18607482811466583,0.6518071939081016,0.43897617648532045,0.5471964255358482,0.20730847743545103,0.36926975745934687,0.2643450813067485,-0.007393874263633606,0.13211819415165052,0.3354923115192863,1.0,0.12724008031547782,-0.2933607709476593,0.4844641174775909,0.39250793862285416,0.43814842210726335,0.6961173340085735,0.4131768981121048,0.4958662744384372,-0.32915626768063955,-0.3022707866299403,0.33580599904840225,0.17429915605605692,0.3158779949699563,0.4337390300817429,-0.04109526836282131,0.34955369300617806,0.6992303239388225,0.04083063218835347,0.32939762953476126,0.7091091108220138,0.5313018002455951,0.4440951010850834,0.6653842922937059,-0.320855286055454
Vermis_3,0.42081968401826503,0.15292035277338462,-0.12502625610853826,0.6723057235654932,0.40148491663803815,0.0018190619461672484,-0.10172120318395704,-0.22475690812934257,-0.026908916585885154,-0.18307711901472212,0.6008634961699825,-0.21112748508683932,0.09141921391909176,0.26311174197670667,-0.06067605894715327,-0.22634533859636033,0.1517098387799565,0.577421257450073,0.2581207165351718,-0.006349267024183974,0.12724008031547782,1.0,0.562411006781165,-0.020781065591969343,-0.2484357907446928,0.5266060580011503,-0.038601481767212696,-0.1719248651403951,-0.45930559942199123,0.6050500811197337,0.4903948748868202,-0.06222722300111685,0.47013769641147907,-0.003214177995608889,-0.3586406086749218,0.6213824374818657,-0.012039759415266074,0.13359992119005143,0.3667923058066476,0.1276247599505035,-0.042407231508044436,-0.1708793283095161,0.534919271058046,-0.15789288384063943,0.5275589547699366
Occipital_Mid_L,0.7304442212216086,-0.15705923351696074,-0.5076600371541304,0.6937941425139449,0.41547920068795224,-0.37776162616018627,-0.1908042513304443,-0.662574714819575,-0.25801471717269736,-0.6803705406176589,0.8545546505124957,-0.6044630991967286,-0.13062062195327642,0.06716109459552981,0.01376558600364983,-0.6004967476201623,0.15319254810117652,0.8013482134650186,0.13681507791097364,-0.2027063605504983,-0.2933607709476593,0.562411006781165,1.0,-0.2853258627846857,-0.47635843760107777,0.15760179395601348,-0.3891342175849291,-0.6274572679292973,-0.7218254419421035,0.8730961875317966,0.7972695115538312,-0.3803457785945592,0.3150824006166813,-0.1694129919286059,-0.5224958382920419,0.8203242847659914,-0.23927371363410826,-0.250228669580977,0.4218930631960346,-0.08863657587845511,-0.5594617546407947,-0.45305641656786416,0.40831524353080456,-0.616252309801523,0.7826794461180147
Thal_PuI_R,-0.40240863299699337,0.1960731334838144,0.4300651892485542,-0.09532584041720532,-0.21120634995181725,0.39484859591093974,0.09876880135754756,0.37330310669225536,0.2538476696944318,0.2659053568330682,-0.18456882698697352,0.37372641941786994,0.42440912915360546,0.10722203780647716,0.05292625324801625,0.5181878712325497,-0.03525951644045571,-0.12631770764883313,0.004638398175510993,0.19191702485782167,0.4844641174775909,-0.020781065591969343,-0.2853258627846857,1.0,0.1543353201701876,0.11716014059816787,0.342651031735644,0.20299976797737954,0.2251213986331628,-0.25191026471727207,-0.44357729444620503,0.09459324623486429,0.23926647874015364,0.2539149146552042,0.20741303478541287,-0.22866467211834507,0.13085840315403108,0.3700565675965615,-0.09997434167148782,0.07042456206743258,0.36351067865343545,0.3828373933753713,0.01740697953988441,0.3085087102681832,-0.33638418581729596
OFCmed_R,-0.3531580305659212,0.2301866116143879,0.4929518049436634,-0.2672054079756498,0.036878391474046056,0.05533782042732877,0.45459384831389116,0.6248216068618188,0.33513889936657837,0.611806005668921,-0.48065685598066565,0.6046305305765812,0.1809973147902227,0.38992410413320705,0.3023633630622731,0.2917264305795056,-0.10822339433177747,-0.25039355411396147,0.19879505257804084,0.21745936661935822,0.39250793862285416,-0.2484357907446928,-0.47635843760107777,0.1543353201701876,1.0,0.14826666304762476,0.5278476651993391,0.6887764852755028,0.6428942707790414,-0.4629671509893678,-0.3887272514264599,0.47727232680017734,-0.1804644478744539,-0.0035666324584582025,0.7068777774660663,-0.2970922732129882,0.3138056902964114,0.2769232302877938,-0.2590949343765549,0.3268043601168867,0.6032437974017173,0.34643043200283674,0.19325261296992313,0.5563185947972611,-0.3578613701821678
Cerebellum_4_5_R,0.08358163575602805,0.5057645629689655,0.18204806147088404,0.6744588008652008,0.30246383621361783,0.3334979401117129,0.025372437522839894,0.15026119035443958,0.41267491368591597,0.07910116109669728,0.2076551244520382,0.10758479537684018,0.2955571755611987,0.5100598872842177,0.01611020515267204,0.12935841250488947,0.13392398109800918,0.32290155254536784,0.26080720690122944,-0.07891839586088838,0.43814842210726335,0.5266060580011503,0.15760179395601348,0.11716014059816787,0.14826666304762476,1.0,0.32554938862046057,0.09403812613015447,-0.004064010770266861,0.19873853524173807,0.2067825909715026,0.1558420206315835,0.3135668719090698,-0.12954750477198082,-0.01896293055871603,0.40321730369971964,0.3338220635748557,0.4091394688132895,0.563721673452214,0.11900455504160344,0.25442560624742017,0.08435092602964823,0.6002010261637497,0.3127429504291172,0.1506294492387241
Frontal_Sup_2_L,-0.35007631686037655,0.5697669653224358,0.7948166136421417,-0.08339623020329677,-0.19652145701777057,0.36986301067093125,0.5484500849455427,0.691166263183081,0.6495556476290962,0.5558046087400386,-0.30427061189238785,0.884892089513761,0.3864011560933196,0.5359276060734609,0.30265959551843524,0.37992526242306646,0.11767353216769548,-0.03835604726195263,0.3718206277398967,0.41980310808824994,0.6961173340085735,-0.038601481767212696,-0.3891342175849291,0.342651031735644,0.5278476651993391,0.32554938862046057,1.0,0.44736003698953314,0.4697239245373695,-0.39292160899520695,-0.41453948387492967,0.5447828514775809,0.12408889808992873,0.37962337935726587,0.6077907151921347,-0.234793815180695,0.34554282283871474,0.6566019839947915,-0.06493862865782661,0.26844852403769603,0.7986438369339475,0.7593155592559856,0.3804567528054774,0.6093160138663121,-0.3173851224623295
ACC_sub_L,-0.4932577314710373,0.20012417662720672,0.5068302254793545,-0.4099777243127704,-0.06995973591957796,0.12310989807284241,0.3239110790786274,0.6741082602577916,0.3209752291119843,0.7881214044213005,-0.6099243321034878,0.5974297325723685,0.10411375029909328,0.24470478352720781,0.16742447124619003,0.4526875928565528,-0.18950004865148598,-0.4154159931352221,0.09918467063579377,0.3162459304544969,0.4131768981121048,-0.1719248651403951,-0.6274572679292973,0.20299976797737954,0.6887764852755028,0.09403812613015447,0.44736003698953314,1.0,0.6607357568079935,-0.6357055577898689,-0.5150575314732303,0.4914660778981941,0.010553579935010876,0.04611608058838587,0.6158626586214742,-0.5040058223543906,0.1604414973487753,0.34191874000646383,-0.4936201187598314,0.24674731480168258,0.6563295229799603,0.37357654723259665,-0.07143266684473072,0.5898286861508409,-0.44184281295673133
Amygdala_L,-0.6304176819485021,0.2475761905153128,0.5675883749096212,-0.5454887817451541,-0.1523984822403667,0.22104070791999628,0.3124675777532139,0.650719572104043,0.47300640858362547,0.5399001575371699,-0.7209873530757047,0.5928641801732267,0.2222865705368981,0.16621602006809938,0.2501229870241527,0.43212805231438844,0.017968243835547064,-0.4646930222494679,-0.16668601291204804,0.1829242092310169,0.4958662744384372,-0.45930559942199123,-0.7218254419421035,0.2251213986331628,0.6428942707790414,-0.004064010770266861,0.4697239245373695,0.6607357568079935,1.0,-0.7858834289812603,-0.570715203801419,0.3222218708142503,-0.3552919337230465,0.050140899582289816,0.6540334379590579,-0.5144006980304427,0.2664422291812812,0.35724565891792504,-0.3063050329840486,0.40048555486665594,0.6059477915442767,0.3800241819958204,-0.13240446618009447,0.7192235087880745,-0.69595849881884
Vermis_9,0.7922265166315332,-0.1422698744126837,-0.4871013388573391,0.7343124180852726,0.4047396405008214,-0.263335422518219,-0.17615284626959202,-0.5968222779593462,-0.29037481973343016,-0.6370120472091763,0.8613859673866016,-0.5868688939253144,-0.10378503648375634,0.03988050825507271,-0.015558171820258614,-0.5401820461266247,0.12440427689960769,0.6657672247825525,0.20653241953552787,-0.19871104313481722,-0.32915626768063955,0.6050500811197337,0.8730961875317966,-0.25191026471727207,-0.4629671509893678,0.19873853524173807,-0.39292160899520695,-0.6357055577898689,-0.7858834289812603,1.0,0.7861698256689998,-0.262610247614268,0.3690510567745157,-0.17930327525368428,-0.5365760441099572,0.8074560328998186,-0.18963614763384293,-0.28358301263574087,0.5058239014173664,-0.10072105488452168,-0.4988357816485923,-0.47424557739723977,0.43742054787784224,-0.618020325629564,0.8328508285207601
Vermis_7,0.8275895631506217,-0.0698913267406572,-0.4745411504417878,0.6443888595523645,0.574463071612678,-0.3988779340204605,-0.13165796516475242,-0.5471653228412842,-0.15430652187239513,-0.5972221311805975,0.7043376473444942,-0.547970506749428,-0.28016351199099465,0.1701739576303551,-0.04090223720868629,-0.7000445480061238,0.24047063028422358,0.5634762806423718,0.15470203815392242,-0.25671967953623365,-0.3022707866299403,0.4903948748868202,0.7972695115538312,-0.44357729444620503,-0.3887272514264599,0.2067825909715026,-0.41453948387492967,-0.5150575314732303,-0.570715203801419,0.7861698256689998,1.0,-0.17640613591452384,0.1321522439827104,-0.3266359063707516,-0.4553279986131841,0.7611188206271157,-0.19064878713244265,-0.28299801018624887,0.40454964412893923,-0.06471222957418583,-0.4457832454770743,-0.5886402253401681,0.39545520682182345,-0.49182476714722134,0.8336346337964093
