,Cerebellum_Crus2_R,Thal_MDl_R,Red_N_R,OFCant_R,ACC_sub_R,Thal_VA_L,Cerebellum_3_R,Thal_VA_R,Thal_LP_L,Occipital_Inf_L,Red_N_L,Cerebellum_Crus1_R,Heschl_R,Temporal_Mid_L,Occipital_Sup_L,Cerebellum_4_5_R,Frontal_Inf_Oper_L,SN_pc_R,Thal_LP_R,Frontal_Med_Orb_L,Occipital_Sup_R,Cingulate_Post_L,Frontal_Sup_2_R,ACC_sup_L,Occipital_Inf_R,ACC_sub_L,SupraMarginal_L,Temporal_Pole_Mid_L,Pallidum_R,Frontal_Inf_Tri_R,Thal_AV_R,Thal_PuA_L,Caudate_R,Vermis_1_2,ACC_pre_L
Frontal_Med_Orb_L,-0.10634865643487493,-0.12656285788197988,-0.04262141849972311,-0.15463537948415948,-0.19887454297659948,-0.10367350994226426,-0.028217713861524614,-0.2232268781407092,-0.04599423954905705,0.21276349217764426,0.2161184468976157,0.035723553522553825,-0.25345335378671335,0.2690957985349409,0.2089630700606268,0.07500263722427071,-0.14534922579782678,-0.0364067121118433,0.08217420875889761,1.0,0.10264652317864381,0.1288303338249481,-0.24256207776064162,0.05674704781281569,0.133701872084834,-0.1610717459687355,-0.2078292158381033,0.20073759381681563,-0.3114025258894623,-0.1893219581527861,-0.24698592848417295,-0.1319802206432561,-0.28521888819189006,-0.04077532984175664,-0.2764598963334434
Occipital_Sup_R,0.34780582155444756,0.3419357836522596,0.03885179772171245,-0.44915011516392844,-0.25175600209792814,0.2153456357725447,0.5923045856233207,0.10004578635643055,0.31598378794865933,-0.01106932490243046,0.0510696627296423,0.2788195327545699,0.12605863563116912,0.18350168177113327,0.5230649522104603,0.17818931705939736,0.28484963821986364,-0.10436599811673161,0.636278150014032,0.10264652317864381,1.0,0.3223018461882616,0.22300889248355824,-0.08370969139872336,0.42631054623475395,-0.15377793337339157,0.5109532141454315,-0.06916856882869073,-0.09763568583949232,-0.0035324463486470347,-0.22802276377994868,0.08269114915946936,0.12521542429361263,0.024251568843735836,-0.38135399586311064
Cingulate_Post_L,0.17034462247233226,0.3989844311877062,0.07054327111574571,0.09450977941268217,-0.11878719913612965,0.47981011041372934,0.3003628219483298,0.31838853256382976,0.25756907838424714,0.07310686880451589,0.22354130414274703,0.15331116739241182,0.16928840307437634,0.3659439002583242,0.5076660270543415,0.5216809970941182,0.3702454988366753,0.2121911328493668,0.1980695363375968,0.1288303338249481,0.3223018461882616,1.0,0.22470558635063065,0.3624400862079204,0.18540575263966771,-0.004669844363117833,0.3689706295280684,0.11150894661242185,0.19568146323810073,0.10454094482933324,0.050577327913456295,0.05612861253006866,0.31569979044164265,0.22321399586914975,-0.07633991573128773
Frontal_Sup_2_R,0.08374480703169135,0.31690633824957976,0.300274680646302,0.20008611793105152,0.6120162243353999,0.6418425115494605,0.05685855622970276,0.7362844798011806,0.3703655352130352,-0.5775817757801867,0.0357655634782706,-0.41651327351277945,0.584764270769914,-0.4049603104370538,-0.26284802298887416,0.24230796114933636,0.7286555192471675,0.24936925543096908,-0.18639429292479984,-0.24256207776064162,0.22300889248355824,0.22470558635063065,1.0,0.2221183466272412,-0.4346663567965955,0.574855673222199,0.2572675582813602,-0.18288974252475837,0.7459628648017591,0.7806067719679054,0.6269379023857531,0.4675469194367474,0.8201097323329009,0.017882243664231374,0.596965694920357
ACC_sup_L,-0.1309137325854815,0.19992289148062117,-0.012798884561994179,0.48381156991351226,0.12740941674695816,0.3981686870210064,-0.04004138097167117,0.2938637308185223,0.38513222501294575,-0.1451758771336219,-0.06427067519063176,-0.279309930574677,0.04554086394815919,-0.08865588729327732,-0.10792160701270863,0.12920310650423358,0.3877281461633851,0.19501672774053008,-0.13592894836377073,0.05674704781281569,-0.08370969139872336,0.3624400862079204,0.2221183466272412,1.0,-0.21220338962917643,0.02117899823865752,0.04953949301586244,-0.20352517968389872,0.3190988333679202,0.2721498075531867,0.2407746559858785,0.029404200209616923,0.3617064728575416,0.07536267044264473,0.1428597375432666
Occipital_Inf_R,0.34601229325047017,0.08750722582839755,-0.096049942261658,-0.5704603770995887,-0.6695579330054761,-0.21473257780499416,0.5696886603318488,-0.3479507477374352,-0.07918496383909872,0.7723618866485342,0.22382041840730854,0.9074492615869238,-0.023722172052591847,0.6935765919928185,0.6754147194793398,0.13705817162045647,-0.05838759509876332,-0.1466511861725273,0.59748555093244,0.133701872084834,0.42631054623475395,0.18540575263966771,-0.4346663567965955,-0.21220338962917643,1.0,-0.6056341178413224,0.226074134144709,0.33862983080974457,-0.5847534158796204,-0.3461867945761254,-0.5917217418801197,-0.19401638751331754,-0.3974331414004878,0.04394966546648665,-0.6604972699326178
ACC_sub_L,0.05184632614765913,0.18524896176914876,0.5270210535881645,0.21013218120943788,0.6421982135879942,0.34191874000646383,-0.037774810126978906,0.4673985870593438,0.04611608058838587,-0.5702561313573928,0.29359834188379175,-0.44184281295673133,0.3239110790786274,-0.5040058223543906,-0.4154159931352221,0.09403812613015447,0.3779429176347118,0.24674731480168258,-0.4428658344228118,-0.1610717459687355,-0.15377793337339157,-0.004669844363117833,0.574855673222199,0.02117899823865752,-0.6056341178413224,1.0,-0.05770663537600045,-0.06995973591957796,0.61539810310724,0.5845606504360262,0.6149306464766314,0.43890415685664197,0.5068302254793545,0.1746116073641648,0.7426556648704368
SupraMarginal_L,0.13326453717622472,0.25660950613125766,0.004813706976212052,0.003738490827327291,-0.10273644019410128,0.3128566345006509,0.3311848270883625,0.18413015064628127,0.25328222340573026,-0.0243116553625756,-0.043124616311367936,0.1265129730575841,0.2731960261995163,0.27314117741783545,0.3674212310655729,0.19513801567561317,0.43661510567642675,0.16008163376072881,0.47692699185054677,-0.2078292158381033,0.5109532141454315,0.3689706295280684,0.2572675582813602,0.04953949301586244,0.226074134144709,-0.05770663537600045,1.0,-0.029949753542777263,0.12786572056713344,-0.006689608679999278,-0.011387407278398393,-0.17479202725231802,0.21588885064472,0.07492079698815265,-0.07641298808466129
Temporal_Pole_Mid_L,0.0007692549589094044,0.15901568470225944,0.2495749600815817,-0.13534376844559026,-0.17566854237879587,-0.055461712308310485,0.10875893049299944,-0.1818062791085593,-0.2938535970244167,0.5509609549287674,0.46851111054083655,0.35504653647945916,-0.10251487177665732,0.6233065111115894,0.24482706809799107,0.30246383621361783,-0.04003358677965648,0.10058326093050177,0.13353133312082036,0.20073759381681563,-0.06916856882869073,0.11150894661242185,-0.18288974252475837,-0.20352517968389872,0.33862983080974457,-0.06995973591957796,-0.029949753542777263,1.0,-0.17940564064650869,-0.0724714088846063,-0.14424912807085624,-0.0740601807199945,-0.21416537222272788,0.23709790746919143,-0.02341145219183275
Pallidum_R,0.07102413704716899,0.4057544002295068,0.34757941335627596,0.4428017805760499,0.6349667411889253,0.6393007955019725,-0.05862496236619685,0.7553987853968084,0.3150371288162673,-0.6271828656098095,-0.03716827242142937,-0.480937988617601,0.4796602184942031,-0.5029164701387558,-0.39561983378943366,0.2285452201699939,0.5288532296365347,0.2777366942766927,-0.332079225684154,-0.3114025258894623,-0.09763568583949232,0.19568146323810073,0.7459628648017591,0.3190988333679202,-0.5847534158796204,0.61539810310724,0.12786572056713344,-0.17940564064650869,1.0,0.6762283847804574,0.7388798032244207,0.41701480564262766,0.8144653127879027,0.14891778798845634,0.7437128852675853
Frontal_Inf_Tri_R,0.10702678655365071,0.3179661684418694,0.3093091256041606,0.21205965788889689,0.6251849042653332,0.5535332792462483,0.06407929110340814,0.6672652424036687,0.32602357217680317,-0.4314691544078242,0.14118594677421029,-0.27402424960276345,0.6123086304735246,-0.39144885264514434,-0.3587800097368689,0.2782080330348644,0.7161750102613039,0.25080464768057537,-0.35595223269305754,-0.1893219581527861,-0.0035324463486470347,0.10454094482933324,0.7806067719679054,0.2721498075531867,-0.3461867945761254,0.5845606504360262,-0.006689608679999278,-0.0724714088846063,0.6762283847804574,1.0,0.6795246155981393,0.49572565061408375,0.7074884594377111,0.08185418228416372,0.6568829694413095
Thal_AV_R,-0.09620949461919455,0.30975939417655235,0.2882059196635458,0.508360282580535,0.565766831481129,0.5430487055407471,-0.17452184185295325,0.6737853323329575,0.18388825900914516,-0.5546814787437936,-0.05904990034223457,-0.4692574608897747,0.3029100098864531,-0.4949189745593268,-0.5052738766130854,0.24462833833020473,0.41350799861264353,0.14551601556149585,-0.49082459309280024,-0.24698592848417295,-0.22802276377994868,0.050577327913456295,0.6269379023857531,0.2407746559858785,-0.5917217418801197,0.6149306464766314,-0.011387407278398393,-0.14424912807085624,0.7388798032244207,0.6795246155981393,1.0,0.37119947598082453,0.6022959414639778,0.13639229267003364,0.7142387864177883
Thal_PuA_L,0.24797255963905454,0.30865183512799393,0.38407037899266977,-0.019762119814217122,0.30037661006777283,0.28264717043857057,0.11964728372994315,0.4305723929901918,0.31158868963835906,-0.3127175433365919,0.04569502410536548,-0.04159444702499162,0.2479799016772928,-0.3321659065685549,-0.22954086579811347,0.12363066825785633,0.2882100251245238,-0.06697572109912085,-0.12906048455583358,-0.1319802206432561,0.08269114915946936,0.05612861253006866,0.4675469194367474,0.029404200209616923,-0.19401638751331754,0.43890415685664197,-0.17479202725231802,-0.0740601807199945,0.41701480564262766,0.49572565061408375,0.37119947598082453,1.0,0.5158415120475143,-0.07053120981178049,0.36403446443824766
Caudate_R,0.13921352252638147,0.42122117871838377,0.30161690115745354,0.23488262839729745,0.6233332524115273,0.7171020106911822,0.04645125937453721,0.7480256926640025,0.5140205864006383,-0.551922930811661,0.047814757107011295,-0.34882751050550564,0.6455158025004091,-0.41772752708850747,-0.23698493270637352,0.18204806147088404,0.7074000760478352,0.3887728447170177,-0.08515988667342,-0.28521888819189006,0.12521542429361263,0.31569979044164265,0.8201097323329009,0.3617064728575416,-0.3974331414004878,0.5068302254793545,0.21588885064472,-0.21416537222272788,0.8144653127879027,0.7074884594377111,0.6022959414639778,0.5158415120475143,1.0,0.04027319184525645,0.585577620751777
Vermis_1_2,0.11910978193579447,0.32580705583624003,0.09508172187167872,0.21853868562305848,-0.00848788440463061,0.17517507866072504,0.45586851797128114,0.10925902635788766,-0.1657090446745216,0.11589598392501622,0.12847716923340038,0.06801183094532032,-0.15624833120885068,0.24447060035514326,0.20725238926013476,0.47959065786460575,0.15799821481069876,0.2274180390243098,-0.06256686487353179,-0.04077532984175664,0.024251568843735836,0.22321399586914975,0.017882243664231374,0.07536267044264473,0.04394966546648665,0.1746116073641648,0.07492079698815265,0.23709790746919143,0.14891778798845634,0.08185418228416372,0.13639229267003364,-0.07053120981178049,0.04027319184525645,1.0,0.10719471574931064
ACC_pre_L,-0.035488539309057064,0.19007788902365794,0.3917083448317538,0.3975775754360461,0.7461087255268016,0.3791505735164711,-0.24519625443506585,0.5387594836861719,0.08226092806333309,-0.5585246534739869,0.09509264434889393,-0.5127037345846773,0.4329099497554384,-0.5071999644530346,-0.5368564572179751,0.08871187942139909,0.3862177381058796,0.35871169458566793,-0.5339741378343249,-0.2764598963334434,-0.38135399586311064,-0.07633991573128773,0.596965694920357,0.1428597375432666,-0.6604972699326178,0.7426556648704368,-0.07641298808466129,-0.02341145219183275,0.7437128852675853,0.6568829694413095,0.7142387864177883,0.36403446443824766,0.585577620751777,0.10719471574931064,1.0
