,Amygdala_L,Vermis_9,Thal_LP_R,Parietal_Sup_L,Thal_VA_R,Putamen_L,Cerebellum_Crus1_R,Cerebellum_7b_L,OFCmed_L,OFCant_L,Frontal_Inf_Orb_2_R,Temporal_Pole_Sup_L,Cerebellum_10_L,Frontal_Inf_Tri_R,Frontal_Inf_Orb_2_L,Fusiform_R,Thal_PuI_R,OFCant_R,Cerebellum_Crus2_L,Frontal_Inf_Tri_L,SN_pc_R,Vermis_8,Thal_LGN_R,Vermis_1_2,Frontal_Sup_2_R,Thal_PuI_L,Vermis_7,Calcarine_R,Rectus_R,Occipital_Inf_L,ACC_sup_L,Thal_IL_R,Frontal_Sup_2_L,Cerebellum_4_5_R,ParaHippocampal_R,LC_L,OFCpost_L,Hippocampus_L,Cingulate_Post_L,OFCpost_R,Raphe_D,Cerebellum_8_L,Paracentral_Lobule_R,Thal_VPL_L,LC_R,Cuneus_L,Occipital_Mid_L,Angular_L,SN_pc_L,Frontal_Sup_Medial_L,Thal_PuA_R,SupraMarginal_R,Red_N_R,Caudate_L,Precuneus_R,VTA_R,ACC_sup_R,Thal_MDm_R,Cingulate_Mid_L,ACC_pre_L,Temporal_Mid_R,Vermis_4_5,Thal_AV_L,Thal_LP_L,Rolandic_Oper_L,OFClat_R,Cerebellum_10_R,Vermis_6,Temporal_Inf_R,Cerebellum_6_L,ACC_sub_L,Olfactory_R,Temporal_Mid_L,Temporal_Pole_Mid_L,Occipital_Mid_R,N_Acc_R,Supp_Motor_Area_L,Red_N_L,Postcentral_R,Thal_LGN_L,Paracentral_Lobule_L,Cerebellum_9_L,Cerebellum_Crus2_R,Temporal_Pole_Mid_R,Temporal_Sup_R,N_Acc_L,Thal_MDm_L,Amygdala_R,Vermis_10,Cerebellum_6_R
Amygdala_L,1.0,-0.7858834289812603,-0.5037549371851509,0.06722962682681544,0.4669324462211015,0.43527596928873874,-0.69595849881884,-0.6720622760458786,0.06652560378997846,0.140251821594145,0.5399001575371699,-0.3792501759396226,0.45475551323618413,0.4468448761796913,0.4591104183304091,-0.2640079441520624,0.2251213986331628,0.5423718150935989,-0.6775780993368836,0.6059477915442767,0.40048555486665594,0.23525496084600978,0.017968243835547064,0.09289275711479142,0.5245044877855576,0.49058507036277726,-0.570715203801419,-0.5326068633854439,0.6540334379590579,-0.65477037115831,0.20769319809381817,0.17580454908035711,0.4697239245373695,-0.004064010770266861,0.5118740137202975,0.38541955096254316,0.6012583800755891,0.5930065498847694,-0.023782920260960055,0.11091024160552035,-0.2834818368693227,-0.7343576965183563,-0.16891063371697523,0.6101381445119478,0.2664422291812812,-0.5903743234922935,-0.7218254419421035,-0.2835835003665231,0.4605203344975273,0.25099025935150293,0.2222865705368981,-0.2396834955640403,0.22582159496653026,0.4912476032132836,-0.07058908540430511,0.3336102405613969,0.2887646703431893,-0.4234869814368469,0.4830552414439714,0.7378757188627749,-0.2636101333860082,-0.1340670800478277,-0.0583402735200461,0.050140899582289816,0.17862713726721038,0.43212805231438844,-0.20514946895482097,-0.5454887817451541,-0.16668601291204804,-0.661202205530261,0.6607357568079935,0.6720186693400007,-0.5144006980304427,-0.1523984822403667,-0.5766011899171791,0.015311823034989932,0.3400650334786989,-0.018537439127861228,-0.08937544406920125,0.6599198632254848,0.34768107754955146,-0.7341930627187705,-0.19886788181044432,-0.6536423695187447,0.024219231862477486,0.22271679612980477,-0.3552919337230465,0.5557784771323239,-0.3063050329840486,-0.5739286271480113
Vermis_9,-0.7858834289812603,1.0,0.5103439531034355,-0.21588261324368352,-0.44117637045231406,-0.3186632014092555,0.8328508285207601,0.8560222450922385,0.1438569396096278,-0.36065965572635683,-0.6370120472091763,0.664371786188557,-0.5003774960217091,-0.42438944139536633,-0.48060265901333626,0.4256412101911233,-0.25191026471727207,-0.4921270563795882,0.8455383180130431,-0.4988357816485923,-0.10072105488452168,-0.07554466540918464,0.12440427689960769,0.08255650772725465,-0.5196882106889441,-0.580989895848966,0.7861698256689998,0.689394118651928,-0.5365760441099572,0.8209812164326586,-0.2029822346793374,-0.035453129082750064,-0.39292160899520695,0.19873853524173807,-0.49479091597710984,-0.2965225996302167,-0.5801657405039562,-0.36019137878579355,0.21631633880762113,0.09875104743275963,0.38010546280519525,0.9115095114279451,0.21993348635889218,-0.6403756963699344,-0.18963614763384293,0.6998824828601808,0.8730961875317966,0.3042894671076986,-0.19135473028002367,-0.056810039445408266,-0.10378503648375634,0.3176723828419195,-0.18679345069928385,-0.3075227539290288,0.04401294618962489,-0.2694667912841772,-0.2794024781364103,0.5965227262121329,-0.46931485905042425,-0.6778066208266376,0.30823723727173646,0.32257764948249057,0.06604559711092095,-0.17930327525368428,0.0019351215381224432,-0.5401820461266247,0.3934781915591808,0.7343124180852726,0.20653241953552787,0.8859420387386274,-0.6357055577898689,-0.5323915287037877,0.8074560328998186,0.4047396405008214,0.6271164716685608,0.0329719759846391,-0.24070015267823844,0.27027677921808263,0.19977517255138563,-0.7165209596281537,-0.38999633794972643,0.9298951729257569,0.2868599812481687,0.7400949266221678,0.06416460722916983,-0.19582501479063616,0.3690510567745157,-0.4251473238332415,0.5058239014173664,0.8246292156599706
Thal_LP_R,-0.5037549371851509,0.5103439531034355,1.0,0.3740223333467521,-0.21483971208087682,-0.07243098934868632,0.45076554486569737,0.4249679889220277,-0.07143854679061086,-0.23040981891436743,-0.3596224321673588,0.28804453403871005,-0.14282142629625333,-0.35595223269305754,-0.3230742919612383,0.2060979215446782,-0.06384159205633208,-0.5340071199941198,0.3272941183148318,-0.33097897348280436,-0.06339683538916187,-0.3109835117650383,0.20434935715150043,-0.06256686487353179,-0.18639429292479984,-0.4222112908569428,0.33743132669120357,0.5855374496359409,-0.2262280751311833,0.3417038764068178,-0.13592894836377073,-0.2787021953079366,-0.07499300756840695,-0.10432118603678356,-0.2190377762249825,-0.15223309693568363,-0.29973137453269755,-0.061519021547624606,0.1980695363375968,0.1945753707030054,0.3036429362858346,0.4067541046651563,0.05108591799185785,-0.3766139111106083,-0.18002406051210468,0.6580613474391088,0.5838719504114501,0.7235854578897375,-0.12099503437218002,-0.15078583680621666,-0.03819572526711991,0.40448778967994886,-0.0638524726966879,-0.037973331428347426,0.3275016041440246,0.03889206047693955,0.11396971466551759,0.4355385891437972,-0.11863288385924585,-0.5339741378343249,0.3820309445472857,0.030198171712282566,0.061885862107043575,0.4072873788689249,0.08182648491956969,-0.4672403725643871,0.21742141660471842,0.25662807897817763,0.2615253353789761,0.375448628372813,-0.4428658344228118,-0.2464230273944024,0.3987389428338416,0.13353133312082036,0.6987855754662685,0.1992810854985827,-0.22716154478542575,0.08717511277407991,0.019800195159853814,-0.4581340637609974,-0.17596020786727512,0.4648358331295716,0.18188221522120734,0.5646853110446547,0.1393300016425238,-0.04358875186170625,0.42728881059781354,-0.2656317220143551,0.09454609467869833,0.32508487713287676
Parietal_Sup_L,0.06722962682681544,-0.21588261324368352,0.3740223333467521,1.0,0.3197808226642618,0.43678256832612017,-0.21901879325107096,-0.42383247221354564,-0.3539729159150862,0.2220358837655384,0.37477783348603916,-0.47315033937494944,0.4329678027621731,0.19935554231561528,0.1916508068811887,0.19281298711219572,0.23021633744619863,-0.19347189203560144,-0.5038379344721027,0.24860492513032986,0.011348514281992333,-0.35253377076764253,-0.16838120833613865,-0.11023976114453889,0.48282470106963576,-0.017215056509456268,-0.5033653174393984,0.1891504257479704,0.281305272945754,-0.5411848553253854,0.053750876428062117,-0.014471246805391058,0.48825961617583247,-0.06814260548731482,0.4097400286590746,0.2610292335169715,0.3318213259832186,0.09316603105752229,0.14203012270694781,0.15624125900584107,-0.09309252160440658,-0.41665904191883707,0.15145394378982016,0.043566412710365876,0.16162833497771797,0.3017970725467637,-0.18369227444919678,0.7173003040058572,0.03328832197728825,0.1245537122507231,0.19645118698094027,0.44102583337903783,0.046296311734027845,0.1210362400211339,0.6975133381953766,0.1944650691100371,0.4247543601782974,0.08833433189309067,0.38238852277691915,0.011249741474195865,0.5174129009014797,-0.17466163170117296,0.064051522494149,0.4847524408475065,0.25779857038931225,0.2669421110786478,-0.0347044669120783,-0.21902165079500127,0.4610789982866149,-0.49411655692797646,0.1471897555458385,0.2518465500655417,-0.3486276831271796,-0.45698386784191247,0.5203798510115616,0.2496902183494978,0.21787635511632827,-0.14350712733197948,0.26349083925847544,0.14742141780206364,0.5542917940870048,-0.3066384403715721,0.2033871307402507,-0.09833360437663857,0.39617485036217465,0.1789208283542476,0.3529847724126293,0.23025250367738478,-0.21260505610340913,-0.2898844408241901
Thal_VA_R,0.4669324462211015,-0.44117637045231406,-0.21483971208087682,0.3197808226642618,1.0,0.6138659884678646,-0.29795444859131404,-0.465402418753542,-0.10832183314730474,0.3495058617176577,0.5903893004457792,-0.27596136831748014,0.598954436603328,0.6672652424036687,0.44716383766748985,0.33203164803890534,0.36154712428406144,0.33097595363258325,-0.5065207461246597,0.6847710364221293,0.1313173765820791,0.23319304449730685,-0.018943081273872345,0.10925902635788766,0.7362844798011806,0.3960180791510114,-0.37489718919906617,-0.07632926766799722,0.4998814946590268,-0.4787770863515739,0.2938637308185223,0.34117307060591107,0.7188235187524299,0.39677871196376213,0.7690449068047234,0.390019933063649,0.5345759268372561,0.4996973874368383,0.31838853256382976,0.2780527226430613,-0.014066005071526453,-0.45751602644945616,0.17971240930388074,0.6551883738254736,0.39294495390955414,-0.12642967251851364,-0.44323953237361313,-0.028631047743349743,0.2501279074059216,0.4496517250220804,0.379055399948238,0.22933534216751028,0.30826293276925626,0.5569976719783273,0.39359736764013714,0.3719481387355031,0.5428649830536222,0.0029381602149932667,0.7145028586363453,0.5387594836861719,0.3079769035120038,0.23511788350426815,0.17873005076457607,0.29988972520322027,0.42653843829452814,0.45720960076471223,0.19575984745599598,-0.06815112308996896,0.33614963568227846,-0.4660859476319134,0.4673985870593438,0.5112887216605205,-0.3272200927167545,-0.1818062791085593,-0.09448939340919965,0.25067833852557647,0.688404924379236,0.031395518050622184,0.41984359224369694,0.5761059301741018,0.6376012130813685,-0.3644592259310329,0.08192383702298037,-0.27668946413994994,0.5817121146549937,0.35038462327505243,0.1581832322097488,0.41937105221994053,-0.04645386708497643,-0.16038551001786738
Putamen_L,0.43527596928873874,-0.3186632014092555,-0.07243098934868632,0.43678256832612017,0.6138659884678646,1.0,-0.32574276134346536,-0.439814823758417,-0.15050069396228402,0.3797397132413318,0.5015316011126998,-0.26627321784989655,0.5361098010332727,0.5160194125341608,0.5033627912807661,0.41290370525510955,0.5406636959185301,0.30710716730570886,-0.43452548653219536,0.6849698307796167,0.3018566300684568,0.010433204447707279,0.0535819154436182,0.13910524952307587,0.5990108539946648,0.3564585091325104,-0.473775302661587,0.09220355468023105,0.4048284515443892,-0.4651994352647119,0.5485579250832882,0.4314476616167272,0.634207627052414,0.310060173791406,0.6428648960174114,0.37957055616876634,0.4813924519576023,0.49424154040883644,0.43911581065326777,0.27515145203596675,0.011149252189288755,-0.40345774241411597,0.27068572443835787,0.4965729821812043,0.33444347250090456,-0.016327383996567368,-0.34575689365462736,0.11185073033370932,0.4316071417462278,0.45728396598284154,0.5024695809403381,0.3046947338771368,0.34741228227241683,0.4486624778679714,0.48995601893326024,0.47779597939388657,0.549912113527595,0.031673282291649715,0.515768947366932,0.3630530163082315,0.3663681699331247,0.12751424580287174,0.2581175566455942,0.39306052604362973,0.504153826256057,0.5902455293770977,0.10008823992803849,-0.048100511159536175,0.26025357060276244,-0.4418733170626469,0.4120029826324069,0.5085957730554863,-0.2346409614066832,-0.20681217557194462,0.0933830127901898,0.41190545638104453,0.5481752264095807,0.16807461209235514,0.4284579886555909,0.4432146029865824,0.6466309472276425,-0.37521641196120875,0.1544648053479497,-0.344633276798793,0.5569316330404158,0.5460710531700714,0.296379834032176,0.5692931967379488,-0.034441212924366534,-0.15328065630320162
Cerebellum_Crus1_R,-0.69595849881884,0.8328508285207601,0.45076554486569737,-0.21901879325107096,-0.29795444859131404,-0.32574276134346536,1.0,0.7541949870495582,0.18027964786345374,-0.2858033522788026,-0.3703946991888971,0.6592151882221648,-0.36510254932179226,-0.27402424960276345,-0.2925282609001413,0.44973827014462026,-0.33638418581729596,-0.5687323207145715,0.7604776020620898,-0.3720567797624325,-0.13885267666959955,0.12237558451783512,0.031234728752845387,0.06801183094532032,-0.41651327351277945,-0.46070687025485263,0.8336346337964093,0.6435043484246831,-0.3769533093742207,0.7410423666522347,-0.279309930574677,-0.10320199527041386,-0.3173851224623295,0.1506294492387241,-0.3070202487230633,-0.24240384609055665,-0.37300462518906335,-0.24164956757056455,0.15331116739241182,0.3365551280478559,0.3968825051535267,0.7444435454883334,0.13618980741002304,-0.4497446214118009,-0.1461539390105729,0.5773471836326852,0.7826794461180147,0.24958455733421286,-0.1202834428195637,-0.045001047326319314,-0.23741507996337735,0.260223443012035,0.0438537023774464,-0.22597106047765966,-0.04087064697428696,-0.11084289445626674,-0.15704938433450139,0.43854809877954787,-0.32082579048860577,-0.5127037345846773,0.4794769219961568,0.27714297860081716,-0.011365487598187087,-0.1658991083611432,0.09591848593870171,-0.47663949892640217,0.384737236220143,0.6270889593601167,0.47169979449681376,0.7401850640353371,-0.44184281295673133,-0.3409660280047439,0.5918100785946664,0.35504653647945916,0.5617055383304912,0.027537294624792628,-0.20887473859071506,0.303899575143922,0.07227663089537185,-0.507875466954017,-0.3411082232632808,0.871502088757364,0.43833127578042175,0.7915368670293671,0.20034525822175797,-0.08851879465623004,0.411000351199391,-0.2914110463816202,0.2149971989563082,0.7805245229551299
Cerebellum_7b_L,-0.6720622760458786,0.8560222450922385,0.4249679889220277,-0.42383247221354564,-0.465402418753542,-0.439814823758417,0.7541949870495582,1.0,0.2500221907101405,-0.3910888199792652,-0.6847057201734487,0.7470287221527668,-0.5617892111163797,-0.4765986537734632,-0.46950968706917184,0.24752741973999914,-0.359110298522587,-0.3384810953616526,0.9030666181184985,-0.5676725810470098,-0.1393405330806289,-0.03198431917971139,0.187593147294891,0.17537967710361158,-0.5983519112659057,-0.5781458062825886,0.8789263079463862,0.5682422447146606,-0.5992731670148957,0.8859524264786942,-0.18030128491977684,-0.1233129129056236,-0.5089710567150275,0.1722317230517434,-0.5372243929726891,-0.3077282458845151,-0.6418197034465759,-0.24611612881949207,0.08772955382127756,0.07679658898012207,0.3503173508719232,0.9511890899043485,0.25088359029872676,-0.625520053515566,-0.2727049770878839,0.5330733502934788,0.8299838582876762,0.11844035795725105,-0.1575755159421401,-0.17268790385222205,-0.19219478645086566,0.16767564423661402,-0.09240938229806657,-0.29799259506938236,-0.10724218486418571,-0.1433641563882398,-0.4467087692062391,0.48158863808268143,-0.509853209249435,-0.585444811297005,0.03788480152588784,0.34087157300244963,-0.07794162643727055,-0.2983173304560804,-0.11488378635526736,-0.6811070453893511,0.4287196850779168,0.6543146829208178,0.007891059030788745,0.9392908822101174,-0.6065743779635482,-0.49652553891463996,0.8242033253262551,0.5686736382584255,0.39938021083846886,0.1242529232777677,-0.30095072201388373,0.2877048023075175,0.122777604160955,-0.7417779550845842,-0.46499105880923297,0.9164948775666103,0.12723841289589924,0.6749300849439362,-0.10004646221842627,-0.23344557631429516,0.17501790879627713,-0.5474019383498743,0.5001069545050666,0.7952547304832833
OFCmed_L,0.06652560378997846,0.1438569396096278,-0.07143854679061086,-0.3539729159150862,-0.10832183314730474,-0.15050069396228402,0.18027964786345374,0.2500221907101405,1.0,-0.38531683644741804,-0.0935606844672246,0.48499051109833186,-0.11419549832895354,0.05131632939335547,-0.05676316676738099,0.030104744455811,-0.3208274989389343,-0.06436208588052209,0.22192751287156903,-0.004640568647405921,0.24936481526826346,0.24267591022617016,0.09463238980488113,0.10424599348369074,-0.04317834966743545,-0.1647138592916743,0.3718689205472315,0.08720399136900286,0.11110270432156207,0.3199972365967909,-0.20274476958615995,-0.043367629283641594,-0.0389895159106907,0.07086663076662772,-0.057438004993758784,0.03406277480072211,0.06939450838026794,0.24889152196572248,0.021466754876723913,0.36232479291140346,0.09355586685178917,0.20325938074176447,-0.04307469802786578,-0.05868434191994352,0.023799914044837226,-0.014614395305308489,0.20034581362044693,-0.13463365437413077,0.20224073455297753,0.1334914168327928,-0.19556709130033745,-0.03157118622055915,0.14532313462474353,0.0443392672646948,-0.2588929884974459,0.12079934634527999,-0.11369066570657926,-0.12983849259822633,-0.05434429489408801,0.16588391369211644,-0.07170298576882608,0.18386973018864453,-0.1855023293526117,-0.2094494851152289,0.13015858723730878,-0.3232876687765896,0.14030945373781079,0.13688961296685798,0.03638373994962175,0.28258281292784815,0.08345618860198518,0.154435743689146,0.2658447934015758,0.4209649888329813,-0.10314970524768205,-0.04018396544782591,0.017568023275804992,0.2884597221922415,-0.0001230571130464068,-0.08035962445633639,-0.23437888320422498,0.2350244118261022,-0.025708557903730046,0.3026040872824705,0.025704525738724414,-0.06824739886764357,-0.22792279497338575,0.08599212799272461,0.06390494731790707,0.24509325047305539
OFCant_L,0.140251821594145,-0.36065965572635683,-0.23040981891436743,0.2220358837655384,0.3495058617176577,0.3797397132413318,-0.2858033522788026,-0.3910888199792652,-0.38531683644741804,1.0,0.41979000216880225,-0.47324735176118715,0.3229780213581716,0.2663875908316538,0.3027350107189463,0.0660013027264894,0.31225672879839855,0.22689143512095483,-0.3524941109970603,0.24694873112547167,-0.33419255135141596,0.016662958390701255,-0.179871019501275,-0.11901809942854967,0.26615980878294193,0.40492569574825515,-0.4639250766176461,-0.24298289818956287,0.09808620054575953,-0.41954469074369816,0.24602444731342948,0.2183222902845499,0.20778764012581982,0.10373411058900192,0.36571538848566804,0.18999460450274558,0.2362035963006634,-0.07441371009209094,-0.04419393621459841,-0.1453051463380431,-0.07425944088044356,-0.37998366801364347,0.08730017076293765,0.39865470412109355,0.033250945403449375,-0.2127796063015695,-0.39223654378549605,-0.15011991147668027,-0.0839047155790393,0.02108233979167473,0.1527417759878549,-0.008505433774631494,0.19222408072681027,0.07453040550828617,0.17413609312454498,0.16583671470324118,0.1775235895821892,-0.08626272386063569,0.23175141955419462,0.1278263301997977,0.11512709830606596,-0.08982237109252228,0.123872733005904,0.17391772490221624,-0.058345810771125675,0.5496616009552525,-0.10449099187984834,-0.15997605174174961,0.07145397686363072,-0.4453876234613812,0.22029717749397987,0.07023597521066387,-0.4476404093735293,-0.41417642581879965,-0.09661253653063775,0.191473561132754,0.2507785480538433,-0.2730684405661622,0.08075686377462962,0.35700975200034907,0.4028467219054481,-0.3812336546857462,0.11261214752988177,-0.4237048524295834,0.1835248575838576,0.3386076177517132,0.21963840713134192,0.15560011262634998,-0.07720440102077887,-0.294582781964851
