,OFCpost_L,Red_N_L,Vermis_3,ACC_sub_R,Cerebellum_4_5_R,Parietal_Sup_R,Supp_Motor_Area_R,Temporal_Mid_R,Frontal_Inf_Orb_2_R,LC_L,Temporal_Pole_Sup_L,Vermis_10,Frontal_Inf_Orb_2_L,Temporal_Sup_L,ACC_sub_L,Parietal_Inf_L,Cerebellum_Crus1_L,Temporal_Pole_Mid_L,Cerebellum_9_R,Pallidum_R,Precentral_R,Thal_VA_L,ACC_sup_L,Thal_PuL_R,Rectus_L,Caudate_R,Thal_VA_R,Cuneus_L,Calcarine_R,Frontal_Med_Orb_R,Temporal_Pole_Sup_R,Rolandic_Oper_L,Paracentral_Lobule_R,Hippocampus_R,Thal_IL_L,Angular_L,Cerebellum_9_L,Postcentral_R,Thal_MDm_L,VTA_R,Rectus_R,OFCant_R,Olfactory_R,Precuneus_R,Thal_PuA_L,Insula_L,Amygdala_L,Thal_MDl_R,ACC_sup_R,N_Acc_L,Temporal_Mid_L,SN_pc_L,Cingulate_Mid_L,Occipital_Mid_R,Parietal_Sup_L,Thal_PuM_R,Thal_MGN_R,Thal_LP_L,OFCmed_L,Cerebellum_8_R,Thal_VL_L,Frontal_Inf_Oper_L,OFClat_R,N_Acc_R,Thal_MDl_L,Thal_PuL_L,Parietal_Inf_R,Putamen_R,VTA_L,Precuneus_L,ParaHippocampal_R,Vermis_7,Frontal_Sup_2_L,Occipital_Mid_L,Putamen_L,Cerebellum_Crus1_R,Thal_LGN_R,Thal_PuM_L,Red_N_R,SN_pc_R,Temporal_Sup_R,Cerebellum_10_R,Temporal_Inf_L,Rolandic_Oper_R,Cerebellum_Crus2_R,Thal_VPL_L,OFCant_L,Vermis_4_5,Vermis_6,SN_pr_R,Hippocampus_L,Precentral_L,Frontal_Med_Orb_L,Frontal_Inf_Tri_L,Heschl_L,ParaHippocampal_L,SupraMarginal_R,Lingual_R,SN_pr_L,Cerebellum_6_L,Thal_AV_L,Frontal_Inf_Tri_R,Raphe_D,OFCmed_R,Cuneus_R,ACC_pre_R,Thal_PuI_L,Amygdala_R,Frontal_Mid_2_R,Cingulate_Mid_R,Temporal_Pole_Mid_R,Caudate_L,Cerebellum_3_L,Frontal_Inf_Oper_R,Cingulate_Post_L,Thal_VPL_R,Supp_Motor_Area_L,Thal_LP_R,Occipital_Sup_L,Thal_PuI_R,Cerebellum_7b_R,Cerebellum_6_R,Vermis_8,Thal_AV_R,Temporal_Inf_R,Thal_MGN_L,Thal_IL_R,Occipital_Sup_R,ACC_pre_L,Paracentral_Lobule_L
OFCpost_L,1.0,0.23880780001974936,-0.2926264439797094,0.727965147986208,0.015268416562675956,0.26609913638569077,0.472561487842452,0.27328597820277484,0.8373763185226243,0.3303664782987428,-0.18171873392752527,-0.4766069689332956,0.6784496212899743,-0.010284275166210725,0.7656043657702594,0.3042231399570191,-0.6587828318078244,-0.09528937213552559,-0.6040093547062072,0.6513284923775997,-0.23158887351485802,0.444763680248239,0.007389555266182711,-0.4893428890590549,0.7329869757237604,0.6648636035811456,0.5345759268372561,-0.3900778515934295,-0.24814269820204213,0.36745402202553773,0.7120751000564854,0.3969285165355793,-0.06714965114901698,0.8133511332534875,0.3913298403528165,-0.07810968631847491,-0.5706883074568214,-2.391460574977792e-05,-0.0023479329594304865,0.37097811855866414,0.6978558731014378,0.058823989622454144,0.8056985849501103,0.12101143944114433,0.4925844393199335,0.6903457201633708,0.6012583800755891,0.19491064531514216,0.570814974884588,0.532030043986469,-0.5793636147755338,0.35549269002150413,0.5262668021914244,-0.18244883175983806,0.3318213259832186,0.3487941418657499,0.31965227910415484,0.200425051860023,0.06939450838026794,-0.4043559031245083,0.5190902016118524,0.4857091425446344,0.4764142787686225,0.12482054905441542,0.1561847888673176,0.2352382922364451,-0.05978248063278296,0.43838165309457683,0.02439008186319642,0.35493703391235304,0.6888020790305183,-0.5519728635403799,0.5641033182497247,-0.6178969031675636,0.4813924519576023,-0.37300462518906335,-0.23062332016546408,0.42394227261051337,0.5403332803083074,0.2675008043181143,0.38895846305765974,-0.21751292175329576,-0.5526649791265489,0.2265887989824807,0.11002028387162383,0.6182617756083876,0.2362035963006634,-0.18138058884608327,-0.4257070147511846,0.2532037456380085,0.4692215141028694,0.5527439018806071,-0.1458014519039032,0.6909605871535882,0.33899695716886347,0.6289469262111692,0.0209932710786616,-0.44354345358889274,0.3134309658878314,-0.6822818501442893,-0.04226443622541821,0.657567253073677,-0.11933789561749987,0.7388967863247218,-0.16312384128594057,0.7622363654466747,0.41194188819278277,0.7535585771579856,0.207862466639681,0.3552660192237263,-0.3058741342745252,0.4464586856070754,0.06387427266984842,0.2682908040526413,0.015717390341288,-0.19418925318353567,0.40119237561230536,-0.29973137453269755,-0.3785151030172066,0.27624917443248365,-0.27311546759249966,-0.4788439650903576,0.16670760659856376,0.5525259586026628,0.31929083013110476,0.42708397335240594,0.2700418299730418,-0.017836196951728278,0.7236867254126773,0.39315655199320343
Red_N_L,0.23880780001974936,1.0,0.3587000519539981,0.07809872009744659,0.19742687080625404,-0.07090127690340278,-0.09048949823846499,0.22949782114235065,0.08922275775401446,-0.03589404349956114,0.4762000636112065,-0.051981140665076024,0.2894314301422752,0.28315055657313404,0.29359834188379175,-0.15465425382398934,0.28835285150061146,0.46851111054083655,0.26358916557833495,-0.03716827242142937,0.08476658377390202,0.12765368022570414,-0.06427067519063176,0.12574548199937094,0.0256504284677839,0.047814757107011295,0.031395518050622184,0.1624592797209329,0.31862171138362816,0.2177871175026942,0.20326856560960752,0.3941287672454785,0.2185109560151286,0.13787563162361194,0.08114646019841099,-0.02111171937406987,0.2541558795108941,0.15011596085620216,0.21769411205774514,0.17951339219247456,0.036058493497911404,-0.30880487576132193,0.3423076522055606,0.02685139172334022,0.04569502410536548,0.2814997751814467,-0.018537439127861228,0.10568918100045113,0.1370932605258526,0.4438531724058467,0.3124509884228702,0.4380192957052926,-0.10201707246764227,0.17598868115716113,-0.14350712733197948,0.10456667616553492,0.25441770937111413,-0.12469931523319046,0.2884597221922415,0.2368333780803991,0.07553684499808876,0.23275187029141328,-0.12794265152528805,0.24964127877768083,-0.025793415733231535,-0.06622662530432666,0.04046323650422386,0.17374209680993133,-0.25809865434149,-0.08738798303128974,0.04777470334046432,0.27320663573143555,-0.006743647727143825,0.2506397134865506,0.16807461209235514,0.303899575143922,0.02735183850194623,-0.05865911250927749,0.48512096242197816,0.2801000419215502,0.24294485417515577,0.133917778583311,0.2932898890670018,0.28135025833823935,0.20403191915315005,-0.03937272583818824,-0.2730684405661622,0.23248633110653455,0.2524962556235483,0.15269693232569423,0.18800336286407165,-0.1034367206295338,0.2161184468976157,0.14431484316857612,0.2916347841550332,-0.06875677710102401,0.15015243069863304,0.3541722873888485,0.23607966546939524,0.28390847482665127,0.027280883962176296,0.14118594677421029,0.18752492699654222,0.14477356173945619,0.04006266357503289,0.07944482860932019,-0.08337176702076839,0.3383654727023066,0.0773876394498708,-0.038095166181340255,0.24618432454139902,0.2081704762474402,0.30821366772920417,0.11764900062884878,0.22354130414274703,0.16708890650231709,0.04094231919896572,0.08717511277407991,0.23730286464819308,-0.036292620762353796,0.13178676735327285,0.3281117129399257,0.16793721110459484,-0.05904990034223457,0.13317685835878568,0.08565686034662781,0.3013131354066009,0.0510696627296423,0.09509264434889393,-0.07699346565923978
Vermis_3,-0.2926264439797094,0.3587000519539981,1.0,-0.33587452002472556,0.5266060580011503,0.09804255989816059,0.008588620704388178,0.3927201810346615,-0.18307711901472212,0.001795218227167305,0.4513766030105987,0.3667923058066476,0.09187830785590287,0.534919271058046,-0.1719248651403951,0.008626084451337229,0.5361568469477115,0.40148491663803815,0.5452084790044665,-0.21542272148214697,0.38475202371505995,0.13359992119005143,0.03576139162132067,0.44725299933588863,-0.3432449149888286,-0.12502625610853826,-0.07967119444365288,0.6219154747983914,0.7235056493157165,-0.11155142562257742,-0.06222722300111685,0.36261411841695956,0.4480849147647999,-0.1588852857231098,-0.041463505957913566,0.2801561892702766,0.5773515973107463,0.360253988637402,0.47013769641147907,0.002007415645022809,-0.3586406086749218,-0.20124186346873046,-0.029387500026995743,0.36963527910905203,-0.09083096423237755,0.05676760252008654,-0.45930559942199123,0.35468088774935363,-3.348063944228462e-06,0.047114878866307164,0.6213824374818657,0.0032096974541075923,-0.1758855616377858,0.5426124421925704,-0.0038450341261462235,-0.026908916585885154,-0.06067605894715327,-0.003214177995608889,0.08237979822519878,0.42081968401826503,-0.12067313512213701,0.21723081196280028,-0.22634533859636033,0.2800815385109026,-0.1016440028956744,0.07534316867280848,0.2934978044130982,0.12724008031547782,0.011079506697801384,0.07652934122618553,-0.009867103909531029,0.4903948748868202,-0.038601481767212696,0.562411006781165,0.06984089428511037,0.5275589547699366,0.1517098387799565,0.05179679583674899,0.0491597296938131,0.1276247599505035,0.33847684821358576,0.5094215536013675,0.47850820495891405,0.3352541144581658,0.2732939420634078,-0.2737378394061191,-0.2450190895680067,0.5596610016459354,0.6723057235654932,0.30723393452822373,0.08240232147292412,-0.08222142682566692,0.24437040944534222,-0.042407231508044436,0.26311174197670667,-0.15789288384063943,0.415206227559721,0.735834361373264,0.14887707203494485,0.5638875066605461,0.1800282974200045,-0.048683178305084514,0.3337101296784838,-0.2484357907446928,0.47213178642082787,-0.22475690812934257,-0.19892870796157586,-0.13507474909779657,0.15292035277338462,-0.0830051792136279,0.48212851052448746,-0.049921596294560916,0.518163010485443,0.20307959869992695,0.43908403599946627,0.4840134247755754,0.04443098540311132,0.3748197219203081,0.577421257450073,-0.020781065591969343,0.28392229616698694,0.7114102644118989,0.060630587725633414,-0.179522760822253,0.2581207165351718,-0.006349267024183974,0.28260948752628556,0.37528013084386624,-0.32313562783407557,-0.06159761218583877
ACC_sub_R,0.727965147986208,0.07809872009744659,-0.33587452002472556,1.0,-0.07694509749319034,0.16998595461021154,0.4000568475758289,-0.015344697464054948,0.6453985198142587,0.3163115229566397,-0.3412528332953678,-0.37573480925843483,0.5283624889788799,-0.1227024199921917,0.6421982135879942,0.17149450437820019,-0.6993631792405715,-0.17566854237879587,-0.6861884408084846,0.6349667411889253,-0.18422062128270913,0.3766417638284589,0.12740941674695816,-0.5090396349222979,0.6592274210151102,0.6233332524115273,0.44974242673680404,-0.5180303117893544,-0.3964334348806042,0.23562334079312341,0.5344008560736508,0.3237070308655575,-0.10466628758569763,0.6529820564183937,0.4089623454182807,-0.2178536804829783,-0.665610279498939,0.03105254397606334,-0.24211213848777693,0.2297398457568179,0.6153596431000704,0.27726013062709925,0.6804772229311852,0.0023739383250800023,0.30037661006777283,0.6082667208723074,0.7283371636247755,0.10597518258780152,0.469249330392718,0.20536680340976612,-0.6033424536070646,0.3946588668478679,0.45554732029222605,-0.3854916235874338,0.2356230820554606,0.35197167812960245,0.3434851920745112,0.19206181887795004,0.038442567557771305,-0.5160000677194694,0.47469176846036926,0.4619811225379354,0.45226802607324756,-0.032628863935538474,0.10754903274724507,0.08712987887746164,-0.0843588210222907,0.3832906614223001,-0.07250586964939881,0.23894816649654876,0.5222241253761456,-0.609280970912417,0.458484445824195,-0.6976525585467603,0.44908136462912435,-0.586001660940827,-0.14135033774467795,0.30285103032766203,0.2111242027130603,0.40461389130309594,0.2130874006484917,-0.2551757159711692,-0.5309990660618938,0.24861833930674698,-0.07027933247306165,0.5573819204296672,0.08639484654117305,-0.2409636427608764,-0.5339154347953979,0.1898212834455323,0.5020779842940533,0.4359002994133642,-0.19887454297659948,0.6486593704754045,0.16562073390909782,0.6361297584184804,-0.0883178512926668,-0.5856100851303383,0.15878449534263622,-0.6958561318264689,-0.01386515649257848,0.6251849042653332,-0.23379090650704287,0.6196368771269165,-0.3101197906124968,0.7307552340425335,0.40437434846932685,0.6634498121485123,0.27333091003421683,0.3380913240739853,-0.4562335345093851,0.3838178353559728,0.037657889977091234,0.27616277011228424,-0.11878719913612965,-0.3296910831709377,0.3626881669238572,-0.4203154836598514,-0.4805963751085401,0.22044094557686264,-0.33361674871836516,-0.5751748688185404,0.058865580885079025,0.565766831481129,0.04135037512998644,0.29752330615602224,0.16447753084166977,-0.25175600209792814,0.7461087255268016,0.36545197588202044
Cerebellum_4_5_R,0.015268416562675956,0.19742687080625404,0.5266060580011503,-0.07694509749319034,1.0,0.016920732564881653,0.3729573589382721,0.28557470385166456,0.07910116109669728,0.31471126271868505,0.18742434545780318,0.563721673452214,0.17986468903044786,0.6002010261637497,0.09403812613015447,0.04934734379968505,0.1350072037692721,0.30246383621361783,0.1632464287844543,0.2285452201699939,0.5051459809559382,0.4091394688132895,0.12920310650423358,0.004187875410717583,0.027233952038989876,0.18204806147088404,0.39677871196376213,0.3632524928518032,0.39029742031171416,0.10277695738735397,0.1558420206315835,0.21720376020856316,0.5090016195720906,0.19289946092811436,0.24107023154257753,-0.016077427287642523,0.22428248095271916,0.514196634630338,0.3135668719090698,0.11030529238803806,-0.01896293055871603,0.27257717087742034,0.11325224446544915,0.4494168833798432,0.12363066825785633,0.18207550413779153,-0.004064010770266861,0.4093161510817322,0.05605939603321101,0.19860749266323965,0.40321730369971964,0.16430218056057688,0.21023129793405532,0.18221757820047482,-0.06814260548731482,0.41267491368591597,0.01611020515267204,-0.12954750477198082,0.07086663076662772,0.08358163575602805,0.33977421213566156,0.28938488288381853,0.12935841250488947,0.3538113573126531,0.044016616509086184,-0.06349972878775127,0.26358072964452256,0.43814842210726335,0.09073775054207474,0.1579266704913222,0.4861654250695461,0.2067825909715026,0.32554938862046057,0.15760179395601348,0.310060173791406,0.1506294492387241,0.13392398109800918,0.05252856093055578,0.1733460388763697,0.11900455504160344,0.44681156659831933,0.5547917050179653,0.43884255772643765,0.5994093006220259,0.18567457911286028,0.16991062323434855,0.10373411058900192,0.8320684350515596,0.6744588008652008,0.23886270577950486,0.27582895404414703,0.20091700925411213,0.07500263722427071,0.25442560624742017,0.5100598872842177,0.3127429504291172,0.33566496278773755,0.5432224999482829,0.24351397791182589,0.27232499514066033,0.2198831315081842,0.2782080330348644,0.24626576936176114,0.14826666304762476,0.19211520894831507,0.15026119035443958,0.12756726437610025,0.1364534970203325,0.5057645629689655,0.27744657749671775,0.016458741929799393,0.30784243971722586,0.595246141549583,0.5103142354804292,0.5216809970941182,0.14334223415426992,0.44164178353776934,-0.10432118603678356,0.32290155254536784,0.11716014059816787,0.07059534711073306,0.5899615092154522,0.4882316421958778,0.24462833833020473,0.26080720690122944,-0.07891839586088838,0.5541111714002107,0.17818931705939736,0.08871187942139909,0.24934127552195234
Parietal_Sup_R,0.26609913638569077,-0.07090127690340278,0.09804255989816059,0.16998595461021154,0.016920732564881653,1.0,0.4645490724288254,0.4723993948018725,0.27860879668791433,0.22247983696440377,-0.39591706308882746,-0.12972635362539936,0.16517334174580534,0.10651680760282776,0.10531483830968527,0.840593202355654,-0.3588062636709223,-0.330554069582719,-0.3036156826764466,0.20943574723895217,0.1576314974090141,0.3596981320382981,0.06576263973064957,0.2427432842478222,0.16648863318504922,0.3478719505249596,0.2708156255631559,0.3935393168554002,0.25926238695277165,-0.1366027395038541,0.14042438545140967,0.2421687947431231,0.30443113316339676,0.29970903145397987,0.09216836779976287,0.7046720643640195,-0.24344919232572068,0.3425089686332405,0.3902137301978485,0.17276998738533653,0.1964504753109409,-0.2051843938919861,0.21745527048604593,0.7917814744634486,0.008515373054185647,0.4265739648088537,0.027853307981822166,0.31383060977544647,0.3993271414962378,0.188198669581262,-0.2085611382601378,0.04539947274177072,0.3166425397612737,0.5695035201315881,0.9509871550782723,0.011802495822282112,0.23961438002208924,0.43232878352939125,-0.3395605475005057,-0.20881759778857542,-0.003001640854303455,0.37195989052660616,0.21485259373665544,0.2978790674583364,0.144183147554165,0.2902278144716412,0.6633650145504933,0.2613033099778821,0.07633277740493931,0.9248879769821732,0.36677107739090076,-0.4328100265221843,0.4530103661870206,-0.09992972176339822,0.4259530807245436,-0.22133275847500394,-0.11282688418192142,0.3547766088042375,0.0242363441312667,0.036894357396371986,0.37031935534515925,0.018602204961621394,-0.45360957686822034,0.0019862282255794055,0.18295507103707928,-0.0225754425537492,0.17765314900296222,-0.08231887866326094,-0.12175305817152432,0.15949162938396066,0.08935500982978727,0.6120953800235258,0.02776184785485576,0.19758119206373043,-0.010866476431625804,0.20021182648070987,0.4946768417371797,-0.05227732862647783,0.06506723000700079,-0.37495497674340084,0.11335387599161544,0.14114923669361354,-0.054295700551059346,0.06680546291231837,0.619268550867073,0.15664632037978246,-0.0422366158433279,0.1962453333600342,0.11663967510510986,0.2219091314939936,-0.09213480483725028,0.10908429860686918,0.24424404010492892,0.12688723240147107,0.2076166225564066,0.11468306470866835,0.23770777970893486,0.419376819788375,0.18076385038221854,0.26988255020829505,-0.10284606048726282,-0.19333522582926177,-0.3383805246584888,0.03012702136619077,0.3589539787383152,0.2613192547325985,0.050592671373493985,0.755901053614096,-0.0615778459043138,0.5473059108770277
Supp_Motor_Area_R,0.472561487842452,-0.09048949823846499,0.008588620704388178,0.4000568475758289,0.3729573589382721,0.4645490724288254,1.0,0.4010468390697443,0.5541459723913129,0.3708594608125265,-0.2796308307676786,-0.02659303289535513,0.40595227857224286,0.33936433574992936,0.3660617129185,0.5503233049262054,-0.47856197108927395,-0.23027096792149618,-0.4039116634607252,0.6470655839537087,0.4953248731508051,0.6323712633374605,0.3281841787993054,-0.27086218129571105,0.4305086712962572,0.7213140756036936,0.7165509169530083,-0.0018585673557750923,0.003409041600433045,-0.039786642415699076,0.5615826184876908,0.4625806698739748,0.3372422097635796,0.5509183765843448,0.37001778316489814,0.1343755117537066,-0.31706513819646603,0.6149809235443183,0.23280169726549643,0.2520880305851934,0.4762246144853007,0.2776495329872189,0.4449497739715878,0.5556922155753576,0.3916631354063842,0.6528778080510482,0.3412739260253868,0.4040722326064274,0.5735154724379711,0.2389119791410261,-0.2811374259673482,0.16655717386863586,0.8133716300847106,0.1017146650545333,0.4853219726389877,0.4672231806635706,0.1595583941669019,0.33781234895658807,-0.10819774588824096,-0.2636485884275199,0.5084231430936385,0.7151462822918002,0.47606874390305703,0.18811763491926123,0.27027019533272556,0.22702290595452468,0.4348635996809395,0.6115144311767694,0.29956999730129213,0.6442506926895827,0.6785852287267665,-0.3943726743654311,0.840684635773927,-0.3904919542887009,0.5885845867897337,-0.26528200578076094,-0.039759462581033814,0.4808474674231462,0.15878765124552321,0.16724769116830185,0.6200163962478477,0.13846795249674929,-0.3439879724268679,0.46676447282829625,0.1589422593776528,0.5081985531026981,0.31432960145401817,0.17053972314714397,-0.02051425260788736,0.3231842092521251,0.37586889932033235,0.9016223869947374,-0.25577873197490314,0.7278654863587585,0.46819631592376987,0.5595565011143845,0.4703781648082945,-0.08881192405746942,0.2862644441390388,-0.4429864065261076,0.18619218370247614,0.6850787990622538,-0.0012742924101523533,0.37590228929889324,0.16482667450900154,0.6229047937427833,0.3293913609903238,0.3430420195029233,0.672117218455135,0.7732209051287159,-0.21020387546186775,0.4361669202695431,0.3003051784696679,0.6777325906169619,0.2962577905447262,-0.029794178796836553,0.9146295792122697,-0.14521141078569383,-0.13655676915201545,0.3852762706175374,-0.23012079116848963,-0.1278415037862888,0.05026342046232353,0.5631259279165299,0.4115186603462447,0.34719763917408974,0.33627236970041346,0.2877951209080555,0.4057443865827106,0.8180182642795781
Temporal_Mid_R,0.27328597820277484,0.22949782114235065,0.3927201810346615,-0.015344697464054948,0.28557470385166456,0.4723993948018725,0.4010468390697443,1.0,0.30757975568125934,0.11461810790191143,0.11497921718920835,-0.02998846006075223,0.17737229495946605,0.43455172349292637,0.03705613744887967,0.5810329608739553,0.06266174862772174,-0.09691375638140302,0.1993866632379876,0.12396245468580082,0.2577110599191683,0.32959235666010656,-0.012001473043749444,0.16324371092777729,-0.017776622990958675,0.36505714691362745,0.3079769035120038,0.5686118951849951,0.6407708258752914,-0.3116884205176951,0.48173097804215953,0.48638774609937274,0.2619226023313559,0.3087005721046531,0.11552366747445292,0.5250714838852427,0.2703553407771978,0.40959046427515194,0.6148908046706346,0.1312423025205201,0.16823524942424606,-0.40755924782528613,0.1796137404956472,0.582517643452902,0.3250835358954835,0.5529120882958621,-0.2636101333860082,0.3988005611551797,0.5125553765464923,0.27982618778870144,0.06552137909170877,0.040902104502409296,0.28568273143913947,0.7378181774023542,0.5174129009014797,0.19667635472522746,0.29021427302543945,0.315356325146718,-0.07170298576882608,0.36851904506397903,0.055313621731707695,0.533288468598683,0.1624575360894031,0.20063878490659443,0.2825632914376543,0.315495498594046,0.3565959866653748,0.20282345430683935,0.049995159369355856,0.5955126353825853,0.3647407725705975,0.11632761217733008,0.395842676034384,0.23569906569521593,0.3663681699331247,0.4794769219961568,-0.17011019917983514,0.49961751792751535,0.21498439287642845,-0.003863268780576024,0.821493629547879,0.2558781634186858,-0.14946136677946742,0.2132240470086041,0.5603646967431996,0.04765363123910249,0.11512709830606596,0.20444212945830623,0.3304887772785692,0.19126892959361105,0.10082701123607407,0.4941812907755225,-0.026475733795014833,0.2642979320551131,0.3888163932552532,0.08863404969948749,0.6650414438530607,0.4367654514398607,0.11725627886432101,0.006419762035461765,0.1379392836963016,0.3517819098956475,0.20115048965952248,0.09500418100944318,0.6638938689110125,0.18517671320011736,-0.12317141038997369,0.29259357324040197,0.14593810989372924,0.30778674480793666,0.37870445374810835,0.1690184050325428,0.3275967549902681,0.3759033714194666,0.4079923142437568,0.26455663776606053,0.2796894933739285,0.3820309445472857,0.40919986139590814,0.11787558517830386,0.29088558795563413,0.3393822034555016,0.04772874974114005,0.0005712575949478853,0.8619798417534591,0.4177682686076757,0.14665760661676208,0.6961580084624817,-0.11291965400871036,0.30958577142877625
Frontal_Inf_Orb_2_R,0.8373763185226243,0.08922275775401446,-0.18307711901472212,0.6453985198142587,0.07910116109669728,0.27860879668791433,0.5541459723913129,0.30757975568125934,1.0,0.3371207048748401,-0.3169736704441637,-0.49736885234867784,0.8508882905540159,-0.0625458230286581,0.7881214044213005,0.3362994759767592,-0.7090891661810027,-0.21416034351531113,-0.6531700183715949,0.6852447333470352,-0.13333800112107203,0.4465144787419589,0.0879300040847805,-0.5427283751505427,0.7113913410200198,0.6365092893666318,0.5903893004457792,-0.3949494214350626,-0.26055536055046885,0.41874298717223846,0.6955824281256513,0.4105814267230731,0.05969234338537414,0.8605121263644523,0.44246842723294827,-0.14384208828524275,-0.6104386737739905,0.08980855190438664,0.12241953894641473,0.3530645719756254,0.5971944299854179,0.12355022578344502,0.7866763700826741,0.18650574188559566,0.5911551743890007,0.6225860145446404,0.5399001575371699,0.2779154546826187,0.5740889070878364,0.5220130981565467,-0.6532687753566796,0.20786163084452042,0.5562056763042154,-0.1721240370656935,0.37477783348603916,0.30303209157288863,0.07442278498673087,0.23984971828619092,-0.0935606844672246,-0.4166574131627599,0.5100885723867665,0.5203139670035835,0.5753862847653054,0.17090624700122597,0.10967083671002226,0.29020379249925393,-0.020620442663073103,0.4448500770467072,0.2945383738548004,0.4080993802386759,0.7305873457105431,-0.5972221311805975,0.5558046087400386,-0.6803705406176589,0.5015316011126998,-0.3703946991888971,-0.271783623889221,0.5150515356394318,0.5719696445207969,0.08406033406983159,0.45669186521115207,-0.19255658690712377,-0.6464048051385295,0.3223385732132066,0.18345201701524763,0.6890043835162648,0.41979000216880225,-0.16194495312015306,-0.4035652664604705,0.4898935423858073,0.3919547094490378,0.6078460588754656,-0.20779048051821472,0.7101919326412021,0.31959000413319233,0.6592154360107689,0.03854461020774214,-0.4201730220938419,0.39254939743065187,-0.7353285626823125,0.04715681699933521,0.7423986660521,-0.15803038689906684,0.611806005668921,-0.14441613330956843,0.7525714725267327,0.579067506417082,0.6427695085850035,0.25282862864648814,0.39712820123619735,-0.3661934791723745,0.4037790629462514,0.04399585447824413,0.3874482594731138,-0.035468576246816576,-0.17768462708656024,0.4572156476922666,-0.3596224321673588,-0.4512235955325727,0.2659053568330682,-0.3267626217541671,-0.48603204869076094,0.13648307932821563,0.6518734548959604,0.3567728763457744,0.4624774434584456,0.32015179897495444,0.042753559796406354,0.6920053891081305,0.5378284577185314
LC_L,0.3303664782987428,-0.03589404349956114,0.001795218227167305,0.3163115229566397,0.31471126271868505,0.22247983696440377,0.3708594608125265,0.11461810790191143,0.3371207048748401,1.0,-0.1825661759899599,0.07763433551201579,0.30429674820244873,0.11667025127336814,0.35119351689998524,0.2981416836824235,-0.3506138262324952,-0.09693578210471991,-0.31708228646869674,0.4199286856158035,0.028692877602625955,0.3546125047203867,0.05914870874144225,-0.18706769885526336,0.32961618978051366,0.34013713834071957,0.390019933063649,-0.062154389215635326,-0.06626770969797471,0.22510229942299662,0.23074270431894578,0.14067716568484262,0.039513577319988336,0.391810555669242,0.3208996759240368,0.04577728545468482,-0.24137184866107206,0.15192106027371124,0.0667606317136449,0.23145559314053757,0.3486515830940562,0.2780430805181752,0.3588166752101966,0.24481948283537275,0.14077673523485384,0.3257950717456915,0.38541955096254316,0.24325014455932045,0.17479423951415649,0.21457677478947249,-0.2177422161753951,0.29528891960829473,0.32539713114166247,-0.022805087508345003,0.2610292335169715,0.26761023917596705,0.1375312761317799,0.03999081131848459,0.03406277480072211,-0.19789588155831556,0.3166941973538063,0.2779021387134201,0.2806040566132865,0.23204631654216076,0.0666523225705117,0.02860300405546032,0.0834287755050748,0.3721910423688699,0.1804716577704936,0.31673683952982995,0.5554816572743817,-0.2548669080328199,0.3799205882010297,-0.31067724199629926,0.37957055616876634,-0.24240384609055665,-0.053757393569916996,0.18530182696335262,0.22113497691722306,0.16211101196068356,0.21566347552428594,0.13883341803781285,-0.19303109121105874,0.2455609235823159,0.036213218619953115,0.2999351859029652,0.18999460450274558,0.15698346335556393,-0.05513046855854069,0.1941993790437098,0.347755162086601,0.3527094488302017,-0.18724959762298718,0.3424858426783145,0.2029765377180249,0.517170774594587,0.07005199823450757,-0.1057390361042721,0.20586259209015995,-0.31347240152415023,-0.05117226621889533,0.28141172262183906,-0.0909141768910499,0.3648814799086988,0.02348495370242813,0.34790884501467706,0.21623078030295018,0.26577830506139244,0.19208608671902289,0.3035339909814696,-0.2500807733600523,0.2941068936834988,0.2876951697419271,0.24873358521013367,0.10450365298455987,-0.04524779982364836,0.3073273807730765,-0.15223309693568363,-0.07561131188410601,0.12478492478438939,-0.27720942383262104,-0.09161566570831986,0.2632029295502701,0.34471101036286894,0.22894087660110174,0.017104488001493397,0.2053704758695248,0.11817960584028255,0.3650379713156829,0.3451432584911936
