,Thal_PuA_L,Paracentral_Lobule_L,Thal_IL_R,Fusiform_L,Precuneus_R,Thal_PuA_R,Rectus_L,Vermis_7,Occipital_Sup_L,Lingual_R,Frontal_Inf_Orb_2_L,VTA_L,Vermis_3,Thal_MDl_L,Pallidum_L,Thal_VL_L,Cerebellum_8_R,Postcentral_L,Thal_LGN_L,Parietal_Inf_L,Occipital_Sup_R,Thal_PuL_R,Cerebellum_8_L,Cerebellum_3_R,Parietal_Sup_L,Hippocampus_L,OFClat_R,Occipital_Inf_R,Olfactory_R,Thal_MDm_R,Amygdala_L,SN_pr_R,ACC_sup_L,OFCpost_R,ACC_sup_R,Cingulate_Mid_L,Thal_PuL_L,Vermis_9,Rolandic_Oper_L,Frontal_Inf_Orb_2_R,Cerebellum_10_L,Cingulate_Post_R,Thal_VPL_R,Temporal_Sup_L,Precuneus_L,Raphe_D,Supp_Motor_Area_L,Cerebellum_4_5_R,Temporal_Pole_Mid_R,SN_pr_L,Caudate_L,SupraMarginal_L,Thal_PuI_L,Cingulate_Post_L,Frontal_Mid_2_R,Precentral_L,Red_N_R,Paracentral_Lobule_R,Red_N_L,Frontal_Inf_Tri_R,Insula_L,SN_pc_L,Putamen_L,OFCant_R,VTA_R,SupraMarginal_R,ACC_sub_R,Angular_L,Vermis_4_5,Parietal_Inf_R,ParaHippocampal_L,Calcarine_R,Cerebellum_7b_R,Thal_VL_R,Frontal_Med_Orb_R,Cerebellum_9_R,ACC_pre_L,Caudate_R,Frontal_Sup_2_L,Insula_R,Frontal_Sup_2_R,Vermis_8,Cingulate_Mid_R,Temporal_Pole_Sup_L,OFCmed_R,Frontal_Inf_Oper_R,Occipital_Inf_L,Thal_PuM_L,Occipital_Mid_R,Heschl_R,Thal_VA_L,Frontal_Sup_Medial_R,Olfactory_L,Thal_MDl_R,Cerebellum_6_L,ACC_sub_L,Amygdala_R,Cerebellum_Crus2_R,Frontal_Sup_Medial_L,SN_pc_R,Pallidum_R,N_Acc_R,Postcentral_R,Temporal_Mid_L,OFClat_L,Cerebellum_Crus1_R,Cerebellum_3_L,N_Acc_L,Thal_AV_R,ACC_pre_R,Thal_LGN_R,Cerebellum_9_L,Fusiform_R,Thal_AV_L,Cerebellum_Crus2_L,Supp_Motor_Area_R,Thal_LP_L,Heschl_L,Angular_R,Frontal_Mid_2_L,Thal_PuI_R,OFCmed_L,Vermis_10,Hippocampus_R,Cuneus_R
Thal_PuA_L,1.0,0.28846207752237174,0.39126957850746563,-0.19792354397299408,0.09736881541132378,0.15897184282191487,0.3638666003333836,-0.27747035736194947,-0.22954086579811347,-0.17675496521351708,0.4602430706440719,0.2916084848773528,-0.09083096423237755,0.5135582056021368,0.4474374014656394,0.4380193417812109,-0.16308085806931502,0.2434003734873735,0.6721017144107296,0.08965242370442658,0.08269114915946936,-0.2918237157490137,-0.33532887779268267,0.11964728372994315,0.06075532190683833,0.10898288458445465,0.4311014474676043,-0.19401638751331754,0.3216874136058194,0.03256559415649881,0.2017414562828463,0.3824562284894795,0.029404200209616923,0.09816734038909278,0.6094602348453229,0.38551639490810063,0.3965084181881137,-0.24304397196889532,0.19741199550053007,0.5911551743890007,0.30103285281722,0.04347055797712487,0.26808679289605303,0.020940855318605782,0.15908082394387393,0.0936589723324287,0.38818713611475164,0.12363066825785633,-0.12077748197994134,0.4054353723666665,0.42771304020033635,-0.17479202725231802,0.682759211322341,0.05612861253006866,0.09755554650879154,0.33582562684064,0.38407037899266977,0.01920642592695788,0.04569502410536548,0.49572565061408375,0.33111387238670004,0.016212535786383056,0.2977417500355062,-0.019762119814217122,0.10498867591285208,0.051017381976057104,0.30037661006777283,-0.2363426005486329,-0.14346216525618327,-0.07150718327202167,0.3396518044474001,-0.17082356854865946,-0.06104925584310132,0.6298367698342533,0.10314839274672716,-0.29763694463170576,0.36403446443824766,0.5158415120475143,0.3629073533918722,0.23744894306565792,0.4675469194367474,0.2506244916356306,0.32577855078178913,-0.09056418580606,0.3547777638792648,0.266005677842052,-0.3127175433365919,0.7589522655803576,-0.057076928679870166,0.2479799016772928,0.28264717043857057,0.3827631622544331,0.6255834653252617,0.30865183512799393,-0.3617688015968414,0.43890415685664197,0.4197256219825583,0.24797255963905454,0.26888789657161,-0.06697572109912085,0.41701480564262766,-0.04582736477875739,0.03044058542032598,-0.3321659065685549,0.21075046999402255,-0.04159444702499162,-0.1183097580395112,0.43909140148197473,0.37119947598082453,0.5990466939137209,-0.07125240349824889,-0.26346032333826674,0.17457207115815032,0.2582776966486298,-0.28405074683099985,0.3916631354063842,0.31158868963835906,0.397587442017716,0.007101482928856374,0.48548783850673133,0.336695755879408,-0.13281282303230477,-0.3471957667564761,0.6233139950368076,-0.047191963747175304
Paracentral_Lobule_L,0.28846207752237174,1.0,0.3624490612695277,-0.3006899425306292,0.5846579572713866,0.3672126086429259,0.366301743776283,-0.48870132128833527,-0.1503453310278355,-0.17240857929859651,0.4534081920174487,0.27644099062104216,-0.06159761218583877,0.04849038593339949,0.4344783050710651,0.31486645296365817,-0.3195212176960863,0.8451214590485767,0.4613139652009187,0.5578270208698429,0.29092403525389726,-0.20194951086131652,-0.4363016568381825,0.1826491245482586,0.5542917940870048,0.2509746529606539,0.5638697072097026,-0.3022007232271798,0.3862493584000994,-0.0145090198848075,0.34768107754955146,0.34339248031996567,0.43132017565418723,0.12427416519425678,0.42572367283401014,0.6527148888624874,0.1127850383806672,-0.38999633794972643,0.36974203833473046,0.5378284577185314,0.5082838679176865,0.07954145551478636,-0.142623977452309,0.13529815465622244,0.6876251462005056,-0.1044908161140302,0.7521895951457344,0.24934127552195234,-0.35883227077433505,0.27310434817393797,0.2902000704170819,0.17285303341890487,0.3663036579258272,0.19026222479337843,0.4828429913794021,0.8129692308997368,0.19490382782575136,0.43601048348633914,-0.07699346565923978,0.5240308382778064,0.573130888605241,0.15819148393849092,0.6466309472276425,0.29432826449189675,0.3122072846651172,0.3241761941333987,0.36545197588202044,0.07164580799495546,0.0049310259540979486,0.5366035371917368,0.5216551164229175,-0.0856146845035357,-0.30202406426578915,0.505045102575995,0.0760146005111772,-0.4622699489015347,0.3414684611868528,0.5878370936012492,0.6651974315650241,0.306528244176012,0.7212187049995599,-0.053320712541855615,0.6452438974344367,-0.4077215413530412,0.24435426089045303,0.5388911803892857,-0.5057443100973932,0.398874905159062,0.09889849316706621,0.3040613947529222,0.5470949845134357,0.4352445928934586,0.4035817956276992,0.3241663569970204,-0.5039531829551357,0.35717420804137057,0.30750505924041716,0.14992710576748997,0.3761868048902585,0.09347813927699156,0.5442307053862712,0.27132722908588736,0.6136459486714264,-0.36867705978269316,0.5418064671586069,-0.3411082232632808,0.2620270307584457,0.27290243340502285,0.46875225830656403,0.5123192607371915,-0.14257276627727222,-0.3724116576595304,0.3111488418148922,0.18257140823743537,-0.47515148919068273,0.8180182642795781,0.2463678548243364,0.2592490228124707,0.3000143476354775,0.633410099475958,0.47887881668442617,-0.23437888320422498,-0.09546118323773273,0.5374730847525727,0.12521061792238924
Thal_IL_R,0.39126957850746563,0.3624490612695277,1.0,0.20271933914114326,0.28211350930566764,0.24464159927272633,0.15823923453742253,-0.1680986672547346,-0.01920387140399679,0.09411419203804675,0.44520096393365977,0.0671903183711144,0.28260948752628556,0.05763076785754306,0.4058126476297736,0.30518295798367573,-0.19313588581487087,0.12383159690680526,0.3478910360909866,-0.03877431857801973,-0.009553652623637878,-0.19069209725803274,-0.04715061058907121,0.12234222948749789,-0.014471246805391058,0.13575629928387395,0.3917276518640982,-0.18890759570932997,0.29263347867179884,0.3117289327674837,0.17580454908035711,0.3272646973946363,0.20040515818922547,-0.0504437224060496,0.1501939219798234,0.13961641533133554,0.08859995726933852,-0.035453129082750064,0.16982794902059428,0.32015179897495444,0.24392819829008605,0.23414186353112398,0.14903976409200093,0.2401043293909485,0.11888557231870077,0.0660088486675889,0.387086188026261,0.5541111714002107,-0.22788684795990846,0.29221555836481444,0.3044920839927181,-0.14266719498954727,0.4283319046910666,0.3174761407593149,0.259201309443292,0.17018476587552814,0.31372345020017944,0.4203418267559589,0.3013131354066009,0.31330440364719103,0.23308515343814376,0.21191146485419754,0.4314476616167272,0.2508246888787619,0.16230503592090872,0.06389873536245881,0.16447753084166977,-0.2406121308038463,0.24962156922908485,0.1691655792172965,0.29761072440754593,0.033547696048071986,-0.034216247535957464,0.34726284155241693,0.27540194801767304,-0.14319454522397793,0.26472056223709645,0.2744617884438963,0.25847623303808814,0.19394966454013898,0.287330426927138,0.3033654809928094,0.1810502682968125,-0.016556591452385912,0.2651681403974869,0.29026270576874275,-0.13986739374639853,0.3026765016970359,-0.017342449816803412,0.003303927364462037,0.33678914367881635,0.053096619359585984,0.21838156667035258,0.38229707985760714,-0.058280642582162895,0.36828307794639675,0.32352273409896093,0.22115759263931206,0.2875683945502681,0.0613808329984001,0.3085820072267946,0.3587698458398224,0.3148384800167396,0.06616897978575363,0.3332420280668757,-0.10320199527041386,0.2332551784889238,0.4494574717173917,0.2990661815206656,0.3629084892198043,0.012421355248802217,-0.10397905965713738,0.3856288239544846,0.19163456427236558,-0.05437112372118824,0.33627236970041346,-0.06134960745138788,0.30253811329865615,-0.02738659215584149,0.19416741130814608,0.3466768019380475,-0.043367629283641594,0.14326464541310283,0.41092298987956255,-0.05918663692281958
Fusiform_L,-0.19792354397299408,-0.3006899425306292,0.20271933914114326,1.0,0.0457454751386462,0.03747964577659058,-0.5138168266133455,0.7443676115380753,0.5363793585918639,0.8156809549510078,-0.2699117903207279,-0.1409988210397488,0.6174057974736219,-0.07562914190898792,-0.04358904006987541,-0.16697863248904976,0.5640334599986825,-0.5081423980204366,-0.4727775787786573,-0.35545968015851076,0.09914701497236734,0.42550498947329923,0.8465648599298297,0.32522691083988886,-0.45699295591416755,-0.10769560636649024,-0.4606457975909158,0.646803886874432,-0.3189678333675453,0.5341350783610218,-0.48534324782658417,-0.04156269336643889,-0.09769424327226538,-0.02077625787615798,-0.3101106389792018,-0.3232262163098276,-0.20500491700911846,0.7553579388962196,0.03795899467825629,-0.5242978094005943,-0.40069814208174326,0.36405585420674075,0.3470332859679548,0.6156459522463978,-0.3210787455256828,0.37065148260919595,-0.028504247383954854,0.5560514845175206,0.48319232117641564,0.04921818426511974,-0.06621392190367029,0.0744122644406072,-0.30682123603541583,0.2845810708438817,0.1869790603004223,-0.39454959260845496,-0.02914879460131567,0.360351171029408,0.3741299320329421,-0.250061527442285,-0.2730876957200088,-0.03044772951936322,-0.20302871482450194,-0.12622653947857948,-0.14538414539584904,0.26087690804761815,-0.5470285670815525,-0.014425008846381175,0.6109507195661223,0.20689351876117618,-0.3529172363481278,0.5493026967307986,0.39266670041226415,-0.28787336553173065,-0.09846421647097475,0.7716346795363704,-0.3942038965421769,-0.3966115098886316,-0.28202979565779274,0.020046646345558722,-0.35064314976629213,0.22807946254263306,-0.17170980632298188,0.7306462910805717,-0.25238121376686956,0.10138158567823885,0.7836881779915056,-0.3234630813544712,0.33616397639183304,-0.2804090180207295,-0.09282702877148014,-0.48419053754517066,-0.4667794616253699,0.09371431267427412,0.898201205939566,-0.3892258816241739,-0.289650463504915,0.0626210532953635,0.04676991972626284,0.03512018749314119,-0.43029056350740297,0.12439857374465584,0.3439511544585351,0.9074273209179766,-0.16751428192719328,0.591384747105516,0.33609199480531476,-0.06388662785061769,-0.3594208118243631,-0.4122526254207363,0.2589734316234895,0.7734389189984171,0.5201543024936129,0.1253440154981717,0.8039626361069836,-0.2253440762871682,-0.3090491228816341,0.28261556367564133,0.06166918963758078,-0.49224140756503776,-0.19297303620457573,0.2712060058191259,0.6475254516636328,-0.4732640164193432,0.23459714774991752
Precuneus_R,0.09736881541132378,0.5846579572713866,0.28211350930566764,0.0457454751386462,1.0,0.4008900095380629,0.02932711254964208,-0.17998410726624806,0.394969585914214,0.28649056345708807,0.1619681701865429,0.1405829428510413,0.36963527910905203,0.133683372432925,0.2527068034065576,0.10620752417797263,-0.07539541094335529,0.576007088213924,0.07559859703849538,0.69576895826308,0.7896775525682285,0.2822471599347814,-0.04938002707475726,0.44380781428498634,0.6975133381953766,0.11741268377731809,0.2580155630358078,0.098726859382482,0.12208958679027813,0.4072052001404387,-0.07058908540430511,0.19645033422009334,0.20942877180145472,0.035730629125050484,0.4154035488178176,0.3690513309307092,0.23739471210799415,0.04401294618962489,0.30072484296706614,0.18650574188559566,0.3526759900986751,0.491161426026542,0.20208245537198133,0.3638372802349848,0.83876855182489,0.07971355788294059,0.43498938961240363,0.4494168833798432,-0.010530276690182593,0.14869076509758927,0.20769456698223435,0.43256837578348695,-0.00047834883427778934,0.5553305335834124,0.3712014676306749,0.5917034954904583,0.04749881882323446,0.5970067464326313,0.02685139172334022,0.19991664289859426,0.41955427834457293,0.019879184210801065,0.48995601893326024,-0.05980974079818361,0.12729440592695485,0.6495676239527355,0.0023739383250800023,0.5577936213637924,0.33837898488215423,0.7682954235089886,0.2167643943227255,0.4849250792787916,-0.04715941411285421,0.34474194264537783,-0.15869660455756263,-0.09719964668254695,-0.1353671607771224,0.3520795249651925,0.5350271617549527,0.33958763418331167,0.47999605312671145,-0.06588472757093097,0.3890242751451094,-0.21423519150903098,-0.006251680416453494,0.38999312333752434,-0.23333843764337373,0.3552492424801889,0.6118101370040044,0.15898346299984634,0.4889414938249399,0.23037595055476007,0.15446417102242124,0.4495528518234137,-0.11004384889798333,0.016420467186045267,0.17030493373909245,0.25214611863642844,0.3478733407071482,0.01916230080302236,0.21438553243168665,0.33461200749699205,0.5925258598237344,0.08501516904845043,0.2895415349673676,-0.04087064697428696,0.44675542523031675,0.19121302916919927,0.08524305596658782,0.1647290024204239,-0.009562597861190536,-0.016281433920469247,0.5415796789457478,0.2394148165038051,-0.1488710764341026,0.5556922155753576,0.3272688668309105,0.2335030497053184,0.7588083593504823,0.3515432344678104,0.3310152476515237,-0.2588929884974459,0.1670243414372136,0.2732059709075181,0.7004140477552705
Thal_PuA_R,0.15897184282191487,0.3672126086429259,0.24464159927272633,0.03747964577659058,0.4008900095380629,1.0,0.04234167493636909,-0.28016351199099465,0.00043757954266339047,0.030545072993425463,0.19625739633903966,0.016484065997737815,0.09141921391909176,0.09575170156380797,0.39436460093165837,0.2074332339689735,-0.22922339301603478,0.3312440528213876,0.21049701826969647,0.2243603101508856,0.17212933243979328,0.007060277155303212,-0.12194730045988068,0.06156722527749282,0.19645118698094027,0.16597989185121836,0.35828422477164096,-0.15443647393349105,0.18799974708646605,0.13315938770729166,0.2222865705368981,0.04622253531684363,0.3132437620810753,-0.06169070449585428,0.36502321307522706,0.30344792246968744,0.07457280724609418,-0.10378503648375634,0.3061477432100335,0.15985153357902296,0.2647278504611108,0.32181511394183016,-0.042931300004764146,0.2809919343299425,0.3308084459432838,-0.0021365278137193016,0.39075497550397637,0.2955571755611987,-0.19326708979566565,0.027871763566686865,0.22070377836008265,0.11796138639622679,0.07987526462689026,0.3625271802941026,0.3778898989573895,0.3556445554175238,0.033079580264626554,0.21860273712221706,0.010795829683240417,0.29196537601774036,0.38437334867917905,0.09148717313808835,0.5024695809403381,0.255049090104023,0.10765835663238857,0.3036706187322094,0.21469039111635194,0.0351736667150198,0.1851962591957151,0.3813194078140005,0.3319911634631596,0.08253664781481101,-0.08423132437403537,0.2769231293653625,-0.10026497057717926,-0.2123089271467565,0.1127636718085086,0.37409851467762173,0.3864011560933196,0.30542084405736525,0.387205535883749,0.03915803973420011,0.37115879353923376,-0.1454906323712148,0.1809973147902227,0.3621567563130069,-0.17717311766515467,0.24657109397923407,0.08466607807568075,0.1727638719526046,0.3704829553026361,0.14302512548824614,0.120904878268914,0.2149621778705536,-0.14294368093201626,0.10411375029909328,0.2239839787372982,-0.10488735271777323,0.34371473309582495,0.17383698708141074,0.230962653286484,0.07101293877286821,0.42624299438201263,0.008306673749653501,0.40525075448830483,-0.23741507996337735,0.32698802637411933,0.1372438804689116,0.19389387111118636,0.3040377875554105,0.019311205073651777,-0.1567342296298723,0.30186862483426613,0.29453790900108034,-0.17921357608660038,0.3833656843678385,0.17792410746176254,0.23821117339370546,0.19761681251693014,0.28451373824691634,0.42440912915360546,-0.19556709130033745,0.2375401252940814,0.23390797472178004,0.1392732934257376
Rectus_L,0.3638666003333836,0.366301743776283,0.15823923453742253,-0.5138168266133455,0.02932711254964208,0.04234167493636909,1.0,-0.5392169507631871,-0.46252422673448557,-0.5503671030857579,0.585730397787097,0.12695870717136107,-0.3432449149888286,0.15152946512823218,0.508899840861248,0.6230059159308948,-0.513162889690636,0.4148447360504802,0.683647082605902,0.18038236756194068,-0.15581079359776684,-0.5590175679243701,-0.6991423458279419,-0.2017998836288839,0.2120642223669059,0.5245414075133896,0.3583716557870109,-0.6568515729496691,0.7158211743999341,-0.389244513944228,0.6801134181246672,0.3120093325762942,0.019062646581862158,0.24461070578057864,0.39536567746668694,0.5131804436627436,0.18743429781363855,-0.7263167844041509,0.21907462087709195,0.7113913410200198,0.5381347281463302,-0.21001765763879995,-0.1949553443825594,-0.1146646575841184,0.2489782863527909,-0.1346162800151543,0.36237076176536137,0.027233952038989876,-0.437394795413114,0.31293674322139636,0.48244404929303897,0.001484098435895197,0.4873139076633001,-0.09795779632660943,0.23392556496083267,0.44920950159922274,0.3644013669903938,-0.10734334779412394,0.0256504284677839,0.5507198779139928,0.4634325860229788,0.31998325824177926,0.3138218676586402,0.28490351633502153,0.33250555117960673,-0.13180440172794752,0.6592274210151102,-0.19585682638816332,-0.1296340750005472,-0.1555905546143583,0.5729754646304492,-0.42658118427217123,-0.36239230630725744,0.5557536404108638,0.4313790178165577,-0.670080558749767,0.7549819330481939,0.5815809965387077,0.500310471448631,0.2674982359292491,0.6132733370299187,0.19924876879235734,0.3260296342730022,-0.3106450874609817,0.6085154484503149,0.2515899664807036,-0.6675356511669791,0.27269482580909876,-0.40085885370273777,0.39230814629678185,0.3704839632746034,0.683774999338412,0.592567203528823,0.20097996530362905,-0.6863705637132954,0.699980345502699,0.5050548843998472,-0.000926572658590816,0.23842154918608408,0.2395291564982486,0.7113826260926395,0.05829867438973317,-0.06788791769938782,-0.5908995553516522,0.07895911672092887,-0.5317637706773649,0.010805615748272655,0.3153275996995247,0.6334987645381914,0.7086040869488995,-0.08870862227599668,-0.6507361462261373,-0.14837452715383417,-0.09711584286330291,-0.681894242591317,0.4305086712962572,0.16508221911867668,0.263229435465642,-0.14283000377588878,0.6843271476732801,0.14830861519329286,0.03084903086152514,-0.4103912592697844,0.6780558872768452,-0.32014231187066894
Vermis_7,-0.27747035736194947,-0.48870132128833527,-0.1680986672547346,0.7443676115380753,-0.17998410726624806,-0.28016351199099465,-0.5392169507631871,1.0,0.5634762806423718,0.7516489197706024,-0.4403393133736994,-0.17788787629509745,0.4903948748868202,-0.04269091189019471,-0.24076443554016438,-0.23093235865845518,0.8275895631506217,-0.5886402253401681,-0.6103692735159224,-0.38149509667588627,0.041778452041125964,0.43200791088448964,0.8432446352180505,0.31299443932315374,-0.5033653174393984,-0.0863836176178697,-0.7000445480061238,0.8068892924148793,-0.4099930916298645,0.4234227353897394,-0.570715203801419,-0.07943038858655829,-0.24124003847769981,0.2441057690727548,-0.3687521093825173,-0.3928304776883982,-0.17516667123978605,0.7861698256689998,-0.01867319736928819,-0.5972221311805975,-0.4970960701993911,0.24362606598626615,0.37992248255632743,0.39545520682182345,-0.45422075671080514,0.355038569167577,-0.23720527521966514,0.2067825909715026,0.7302222709550407,-0.0785459577781077,-0.18728507031295422,0.08710709817404214,-0.49890014367806707,0.12393512154597083,-0.0698913267406572,-0.4909132645341824,-0.08592403120569815,0.12972210071357052,0.27320663573143555,-0.36703144561091916,-0.32998523271465324,-0.1071311634306671,-0.473775302661587,-0.31623990041153965,-0.1463007130245296,0.14195438435538643,-0.609280970912417,0.07458265228661975,0.42782049522905197,-0.10506624099347438,-0.49182476714722134,0.5637460585043929,0.43488894649000853,-0.39543046105514784,-0.19522005965930458,0.9285350885279633,-0.47381870800121545,-0.4745411504417878,-0.41453948387492967,-0.009565262844222842,-0.5359693807766793,0.1899544930870908,-0.2510710318596912,0.7889664407621635,-0.3887272514264599,-0.042850090543495103,0.8568495852986872,-0.3768405619886292,0.3205497591100419,-0.13165796516475242,-0.28299801018624887,-0.4488281620584402,-0.560432029639463,0.03328535914142874,0.8953395503064703,-0.5150575314732303,-0.46648678511886704,0.20030198815422104,-0.0875835297022042,-0.06471222957418583,-0.4998079764483881,0.026200232538835962,0.05417678689431968,0.7611188206271157,-0.3988779340204605,0.8336346337964093,0.0874697919252918,-0.24312560160637314,-0.4615169710033246,-0.5471653228412842,0.24047063028422358,0.9015352180367544,0.25297461456263304,-0.0841473853157581,0.854485857612468,-0.3943726743654311,-0.3266359063707516,0.1701739576303551,0.023840291619971008,-0.547970506749428,-0.44357729444620503,0.3718689205472315,0.40454964412893923,-0.595078208416181,0.21492323541727237
Occipital_Sup_L,-0.22954086579811347,-0.1503453310278355,-0.01920387140399679,0.5363793585918639,0.394969585914214,0.00043757954266339047,-0.46252422673448557,0.5634762806423718,1.0,0.6947577903782179,-0.3268133619268173,-0.16239276606035413,0.577421257450073,-0.012292118677206646,-0.09988530889028563,-0.2610976165548057,0.5060946362282602,-0.13778931944628198,-0.45000417517338404,0.21271938679654284,0.5230649522104603,0.6711426109766705,0.5680828079834166,0.4704846541015785,0.09411490197494106,-0.09176899851047264,-0.3719436553817282,0.6754147194793398,-0.3016368976049499,0.5763435734625143,-0.4646930222494679,-0.13203430294990676,-0.10792160701270863,0.12349965971780505,-0.06869402997956243,-0.2037265478021792,-0.02733963910454766,0.6657672247825525,0.1332407384356299,-0.4512235955325727,-0.21749445666378173,0.5403910530182752,0.4155041085792405,0.44494998399090535,0.17200764967765636,0.26583448657448294,-0.1137650560905811,0.32290155254536784,0.5385239848244496,-0.1234681652390704,-0.06462933719580556,0.3674212310655729,-0.41762477519612845,0.5076660270543415,-0.06151848417132142,-0.12646406707590224,-0.12626115322626322,0.18194724635424783,0.23730286464819308,-0.3587800097368689,-0.06793557291728088,-0.03419461186883229,-0.07532394339886268,-0.3808996197754942,-0.16192137529227454,0.4020632264598367,-0.4805963751085401,0.5870113191825265,0.44272446597084053,0.3269350061605977,-0.3179469887316084,0.704998499755616,0.39050911361428875,-0.2377958245581403,-0.32925520741639847,0.6269696791065882,-0.5368564572179751,-0.23698493270637352,-0.03835604726195263,0.15715902081406574,-0.26284802298887416,0.0533878638961279,-0.06631329026734602,0.402410542598516,-0.25039355411396147,-0.03647272138350575,0.5068441416008421,-0.11308026104446034,0.6753791237031086,-0.030911417390217463,-0.0002159839557652187,-0.31539011940064454,-0.45826261622141845,0.1586098225374138,0.5977940178304564,-0.4154159931352221,-0.18188229389091423,0.2329203684884267,0.12583738718307444,0.03489770025366386,-0.39561983378943366,0.13171308474602944,0.21776592441137846,0.6931078409474489,-0.18612579994693215,0.5791324433082295,0.31662027869830994,-0.10345132342284676,-0.5052738766130854,-0.39877421097274274,0.15440831376048936,0.6150713750951884,0.4297416589962923,0.11606970010780747,0.5228870391302776,-0.13655676915201545,-0.06503335746200137,0.15528603150675033,0.5020628299364257,-0.30606209582239036,-0.12631770764883313,0.12828991738689732,0.36188046303641946,-0.3482543421711351,0.5902573306435385
Lingual_R,-0.17675496521351708,-0.17240857929859651,0.09411419203804675,0.8156809549510078,0.28649056345708807,0.030545072993425463,-0.5503671030857579,0.7516489197706024,0.6947577903782179,1.0,-0.2305149438001528,-0.09444542128901548,0.735834361373264,0.023943643736560213,-0.07802845943094955,-0.19947626535684307,0.6852662276830569,-0.2604910160278982,-0.5496109032608384,-0.039683704754612525,0.3853332505908691,0.5342111587536443,0.805369830508487,0.5625710184670941,-0.1428769182661628,-0.0745890167677734,-0.4268111749430657,0.8307539835802682,-0.3328421395559964,0.5908016079181652,-0.6445754774760393,0.03435638392911505,-0.029791311219165863,0.20853372522159117,-0.13719438078375926,-0.2257081094675359,-0.04469489441531348,0.8236325689695816,0.2413163329142304,-0.4201730220938419,-0.2921734888109219,0.5198265894467349,0.41556779555036893,0.6717228100179345,-0.03910082924720843,0.41087621308090544,0.014983538417514491,0.5432224999482829,0.6464449996241347,0.09284880317248051,-0.07704257742705486,0.28604510103978925,-0.41244721889874064,0.43434026480392207,0.1571603071301204,-0.16272547349951913,0.025474006892127553,0.39888624169953324,0.3541722873888485,-0.1665704408806196,-0.04813338408499352,-0.06444623528777801,-0.03848044254993718,-0.31414329936176916,-0.07097025881120464,0.4992205918770464,-0.5856100851303383,0.31188290794681045,0.6852211397234061,0.31327971300688906,-0.35136629499148625,0.8413271428597286,0.4570868201170694,-0.18057238758413985,-0.2295993225223184,0.8123142372558724,-0.5110142462620463,-0.2648129220872861,-0.1229133352007955,0.2597913678637068,-0.26890716827472105,0.10258500178649094,-0.06450510236206551,0.6499505521583315,-0.3618790737336788,0.2014226085268158,0.7197045037028492,-0.12535066789475008,0.6381870618347791,-0.053021512834743025,0.00936812738083692,-0.3828488916836352,-0.42544030056546017,0.20309452591756008,0.8136747068404473,-0.44664446158349697,-0.28169198362790343,0.28671968703785944,0.14480211633059512,-0.05852822120313884,-0.4010596146129559,0.23542076964856634,0.4386109277391967,0.8168602309399037,-0.08973776975466506,0.7511177912800818,0.4265600202281732,0.015248710623981596,-0.37838611276509465,-0.4317993238879263,0.21229189318306946,0.8301261831312463,0.6814872370473505,0.1611914700588901,0.7354379970936322,-0.08881192405746942,-0.09144746969051595,0.3213224858263719,0.4021213683947447,-0.38331021173906044,-0.16746895664304423,0.17750760555580392,0.5844270937366722,-0.3628471113482534,0.5252321144042
