,Thal_VL_R,Thal_MGN_L,Insula_R,Supp_Motor_Area_L,Frontal_Sup_Medial_R,Thal_PuL_L,Paracentral_Lobule_L,Temporal_Mid_R,Parietal_Sup_R,Pallidum_L,Cerebellum_Crus1_L,N_Acc_R,Vermis_6,Postcentral_L,Lingual_R,Temporal_Inf_R,Supp_Motor_Area_R,Thal_IL_L,Cerebellum_10_L,Cerebellum_7b_R,Frontal_Sup_2_L,Temporal_Pole_Sup_R,Cerebellum_3_L,Red_N_L,Temporal_Pole_Mid_R,Cingulate_Mid_R,Putamen_R,Fusiform_L,Parietal_Inf_R,Frontal_Sup_2_R,Frontal_Med_Orb_R,Cuneus_R,OFClat_R,Vermis_7,Frontal_Inf_Oper_L,VTA_R,Cerebellum_10_R,Hippocampus_L,Thal_PuI_R,Temporal_Pole_Sup_L,OFCpost_R,Calcarine_R,Cerebellum_3_R,Precuneus_R,Temporal_Pole_Mid_L,Red_N_R,Cingulate_Post_L,OFCpost_L,Thal_PuA_L,Vermis_8,LC_R,Cerebellum_8_R,Frontal_Inf_Tri_R,SN_pr_R,Calcarine_L,Thal_PuA_R,OFCant_L,Postcentral_R,Heschl_L,Lingual_L
Thal_VL_R,1.0,0.49835614201247175,0.47407652272091627,0.5433012084585281,0.6747887593659746,0.5263813991313765,0.505045102575995,0.3211693210994594,0.29616953153664416,0.6473849063532795,-0.4942295975479744,0.33936165772613075,-0.20272295446177788,0.5533878509520511,-0.18057238758413985,0.3206128435714323,0.6149302250292187,0.5113698198174706,0.5499202911691853,-0.22477241705423093,0.6602391709658241,0.5530140353504553,0.16456093175079248,0.07119267686423468,-0.19409815900141597,0.5645946208481182,0.6892806723700973,-0.28787336553173065,0.052886622652283076,0.7086109794182346,0.3171379507889821,-0.014923902710540038,0.3563176363863327,-0.39543046105514784,0.5751366388454817,0.44961067007311384,0.08875863129073965,0.6031255465074841,0.36505392361678884,-0.17325078384914563,0.33350638764665785,-0.04690964459274964,0.1378412357723156,0.34474194264537783,-0.08532149884551166,0.44126417387032874,0.28189745711462627,0.5847423625538941,0.6298367698342533,0.09862272169506174,0.2755629582298957,-0.3381879173672535,0.6512218273233802,0.4643174331148014,-0.35537878244738297,0.2769231293653625,0.33722082037646345,0.23172826546714176,0.5301158352350112,-0.36924452638726024
Thal_MGN_L,0.49835614201247175,1.0,0.41157173168480005,0.2482981837206038,0.4608770372278036,0.38903393437976197,0.27665696019991537,0.4177682686076757,0.2613192547325985,0.3733290073462452,-0.2915190287711726,0.16932693201667012,-0.18473148797954733,0.43426524711733483,-0.08748856586571248,0.37755311366521477,0.34719763917408974,0.2823581572675542,0.3923306404185406,-0.019428525255040834,0.41980310808824994,0.4444743781272945,0.07145533046738173,0.08565686034662781,0.06425375766039652,0.3382278855393232,0.3354923115192863,-0.3303619166589919,0.03467848828302641,0.42039421831679885,0.10271421795078253,0.11521395554832563,0.23294315957923103,-0.25671967953623365,0.44432279883651105,0.28853401883493596,-0.042605607153665154,0.32154028922042294,0.19191702485782167,-0.082519902372376,0.41757003477289256,0.07163902249764094,0.2196832099292397,0.1804264033393059,-0.17177898332835645,0.31536730755387565,0.19155357841530157,0.42708397335240594,0.35589528889044864,-0.09768282018073476,0.05039067971411642,-0.12670672426988874,0.36794336876486167,0.2705804702997247,-0.14435756333610147,0.08771622890065846,0.19346908417517097,0.07047588509057717,0.26594076310256826,-0.12200811241701506
Insula_R,0.47407652272091627,0.41157173168480005,1.0,0.40902548083386714,0.48693009813300625,0.30732413653378754,0.306528244176012,0.5984971726577618,0.3113497512782252,0.49638734671121837,-0.06092093071651052,0.25415104002628364,0.12351191088528349,0.39924934561672687,0.2597913678637068,0.5227513786908169,0.43269447008548123,0.34889281002249006,0.29536396078983684,0.11888587623271193,0.50712979890571,0.591431188939864,0.3731725698370264,0.425804719703368,0.22449505668849892,0.38168031541794334,0.5343068116503151,0.020046646345558722,0.23028150079019374,0.51831510524019,0.05208712091188076,0.32942314542870166,0.08521670934896643,-0.009565262844222842,0.8021015887886952,0.31629606994239967,0.18791813669476726,0.5369783191381998,0.14239161713014972,0.2316373187463121,0.6309508969096659,0.4667417204523211,0.38234758476407615,0.33958763418331167,0.1593302695233994,0.41233949066344183,0.34885599726709626,0.5137934345722049,0.23744894306565792,0.059277217802877286,0.26042895644616865,0.12184299092031423,0.5743914148946085,0.32677656466162425,0.1772231282714718,0.30542084405736525,-0.041341584567075,0.4097179045438571,0.5687840130693538,0.15889506653338814
Supp_Motor_Area_L,0.5433012084585281,0.2482981837206038,0.40902548083386714,1.0,0.558683646819889,0.12345846451571639,0.7521895951457344,0.2796894933739285,0.23770777970893486,0.6356570461763231,-0.32147605738290513,0.16253876200499945,0.09754034864825344,0.6005687223627095,0.014983538417514491,0.2701632551972151,0.9146295792122697,0.32090138986956573,0.42891861436761086,-0.2084136821284703,0.791396485660518,0.5332826616009316,0.3120153692818324,0.04094231919896572,-0.16443810456404812,0.7974985416004934,0.6464789261420992,-0.028504247383954854,0.4162918532040676,0.8221219892546483,0.00693640982061498,0.026676695660053387,0.3884912518709624,-0.23720527521966514,0.6867561116740983,0.2237439822114929,0.1863358624637454,0.38238640207205904,0.39358060267165124,-0.06414424908434058,0.24542813779812633,-0.007884777588135524,0.14687117722533355,0.43498938961240363,-0.030072592648977544,0.1902547431157659,0.32290645176565597,0.40119237561230536,0.38818713611475164,0.12900697619652146,0.3079627751133276,-0.1904746246916399,0.6774193746076266,0.2847088323391095,-0.1803895993531918,0.39075497550397637,0.2507785480538433,0.6700788988891911,0.5490623911044127,-0.1658419970116408
Frontal_Sup_Medial_R,0.6747887593659746,0.4608770372278036,0.48693009813300625,0.558683646819889,1.0,0.38844049612210446,0.4352445928934586,0.2746308344867234,0.37596698157820296,0.5730364402992446,-0.5803138899264906,0.11736630803048664,-0.4000841898560512,0.6048358006105828,-0.3828488916836352,0.3568991594673509,0.6489806649797956,0.4055899201011496,0.5516665184877337,-0.22483027812643622,0.7534843451175779,0.7353679662047895,0.05758294653887264,0.017850669983486424,-0.12813447056009172,0.5727402537684197,0.4500413944150014,-0.48419053754517066,0.029352853563222682,0.8384555432498314,0.13847483658827783,-0.008669313473282418,0.18787209705004648,-0.4488281620584402,0.5546268506229386,0.33128091160642587,-0.0662832632893148,0.5832544086899484,0.15409714980014982,-0.1980762582911306,0.47705505034867607,-0.17075581633589773,-0.026738872501939695,0.23037595055476007,-0.139428014353441,0.2761905356648575,0.07737377845604519,0.730282149284981,0.3827631622544331,-0.018438401798484657,0.23478954239950311,-0.3127444980239991,0.6875526790540509,0.22290788589401997,-0.45759080152982146,0.14302512548824614,0.11769233515049328,0.15586253104474132,0.4282813080101195,-0.43809797254676375
Thal_PuL_L,0.5263813991313765,0.38903393437976197,0.30732413653378754,0.12345846451571639,0.38844049612210446,1.0,0.1127850383806672,0.315495498594046,0.2902278144716412,0.18897795319057614,-0.19450097992523796,0.18595058775560042,-0.20234868692154614,0.24744032375144656,-0.04469489441531348,0.19463610405782772,0.22702290595452468,0.1968128955588133,0.1059891041818948,0.019726924716642585,0.2885437738259953,0.22624084154986424,-0.07261408991263388,-0.06622662530432666,0.05286806516808279,0.23845222876911767,0.2793876572400886,-0.20500491700911846,0.0895652122329256,0.2855095991041641,0.0238048897128419,0.20997884388069743,0.043926596541618276,-0.17516667123978605,0.30220949182879486,0.10706800253312782,-0.01005198661325838,0.2943687526720764,0.156565585230612,-0.05214311873291283,0.20739426305030215,0.17617728135602734,0.1622054598124074,0.23739471210799415,-0.06699703130017588,0.10861074128958578,0.23141238786500584,0.2352382922364451,0.3965084181881137,-0.1312709982055945,-0.026446380111930845,-0.07869415642413725,0.3348202837606023,0.14950919693741882,-0.028526248015432524,0.07457280724609418,0.17867150324238038,0.08506808024690173,0.21444842136340414,-0.04167707415214092
Paracentral_Lobule_L,0.505045102575995,0.27665696019991537,0.306528244176012,0.7521895951457344,0.4352445928934586,0.1127850383806672,1.0,0.30958577142877625,0.5473059108770277,0.4344783050710651,-0.5199213562660259,0.27132722908588736,-0.13230680687031707,0.8451214590485767,-0.17240857929859651,0.31747272326060255,0.8180182642795781,0.3342113431807433,0.5082838679176865,-0.30202406426578915,0.6651974315650241,0.41123639930743167,0.2620270307584457,-0.07699346565923978,-0.35883227077433505,0.6452438974344367,0.5724529777626718,-0.3006899425306292,0.5366035371917368,0.7212187049995599,0.0760146005111772,0.12521061792238924,0.5638697072097026,-0.48870132128833527,0.6118784718935415,0.3122072846651172,0.07962536927777124,0.2509746529606539,0.47887881668442617,-0.4077215413530412,0.12427416519425678,-0.0856146845035357,0.1826491245482586,0.5846579572713866,-0.3435192969649377,0.19490382782575136,0.19026222479337843,0.39315655199320343,0.28846207752237174,-0.053320712541855615,0.2956444318627233,-0.3195212176960863,0.5240308382778064,0.34339248031996567,-0.31294873316667465,0.3672126086429259,0.4028467219054481,0.6136459486714264,0.2592490228124707,-0.2963431557571119
Temporal_Mid_R,0.3211693210994594,0.4177682686076757,0.5984971726577618,0.2796894933739285,0.2746308344867234,0.315495498594046,0.30958577142877625,1.0,0.4723993948018725,0.22721212190642381,0.06266174862772174,0.20063878490659443,0.3304887772785692,0.43149954623108566,0.4367654514398607,0.8619798417534591,0.4010468390697443,0.11552366747445292,0.241114080102318,0.29088558795563413,0.395842676034384,0.48173097804215953,0.3275967549902681,0.22949782114235065,0.37870445374810835,0.30778674480793666,0.20282345430683935,0.055745770137094475,0.3565959866653748,0.3528973086850873,-0.3116884205176951,0.6638938689110125,0.1624575360894031,0.11632761217733008,0.533288468598683,0.1312423025205201,0.2558781634186858,0.10082701123607407,0.11787558517830386,0.11497921718920835,0.5064518817374766,0.6407708258752914,0.6317223947033165,0.582517643452902,-0.09691375638140302,0.21498439287642845,0.4079923142437568,0.27328597820277484,0.3250835358954835,0.04772874974114005,0.2249529105760468,0.36851904506397903,0.3517819098956475,0.19126892959361105,0.4191935912730002,0.17430322747769986,0.11512709830606596,0.40959046427515194,0.3888163932552532,0.2984253889416047
Parietal_Sup_R,0.29616953153664416,0.2613192547325985,0.3113497512782252,0.23770777970893486,0.37596698157820296,0.2902278144716412,0.5473059108770277,0.4723993948018725,1.0,0.0585568730156981,-0.3588062636709223,0.2978790674583364,-0.12175305817152432,0.6723887926757091,-0.05227732862647783,0.3589539787383152,0.4645490724288254,0.09216836779976287,0.3825736849885829,-0.10284606048726282,0.4530103661870206,0.14042438545140967,0.24424404010492892,-0.07090127690340278,-0.09213480483725028,0.2219091314939936,0.2613033099778821,-0.3134636402167331,0.6633650145504933,0.45882750682687357,-0.1366027395038541,0.619268550867073,0.21485259373665544,-0.4328100265221843,0.37195989052660616,0.17276998738533653,0.018602204961621394,0.08935500982978727,0.26988255020829505,-0.39591706308882746,0.07762335705417368,0.25926238695277165,0.32171612733386357,0.7917814744634486,-0.330554069582719,0.0242363441312667,0.2076166225564066,0.26609913638569077,0.008515373054185647,-0.3383805246584888,0.1094568825884783,-0.20881759778857542,0.14114923669361354,0.15949162938396066,-0.02091352241473974,0.23830849315976613,0.17765314900296222,0.3425089686332405,-0.010866476431625804,-0.057775882288725135
Pallidum_L,0.6473849063532795,0.3733290073462452,0.49638734671121837,0.6356570461763231,0.5730364402992446,0.18897795319057614,0.4344783050710651,0.22721212190642381,0.0585568730156981,1.0,-0.3725842551443318,0.15645688507685065,-0.0009672178490644976,0.39976328534802463,-0.07802845943094955,0.2165548275069591,0.5791040594003387,0.40419383421356214,0.49978267419513556,-0.19031358379262545,0.7077450826257494,0.5278652724511914,0.32912069037878194,0.18480877727284978,-0.21369612792883946,0.6194722098004618,0.751179663350164,-0.04358904006987541,0.059709435900500735,0.6918423251721565,0.2110219029235531,-0.09823660143679903,0.33677014140624645,-0.24076443554016438,0.6222826814596673,0.3275160881973604,0.1979105009849881,0.652862581823027,0.32318679076486206,0.005745513798020532,0.346069684695305,-0.057922432446306175,0.03900083168291161,0.2527068034065576,0.0981567720120061,0.3368920444790546,0.37508138459272355,0.5513791382080381,0.4474374014656394,0.385138439715013,0.37469105907057576,-0.2982642789189153,0.6234322212004986,0.25833680453213737,-0.2682823123804544,0.39436460093165837,0.11882198856953133,0.3122058950807496,0.6703291142383049,-0.30477292242203036
