,Olfactory_L,Putamen_R,Frontal_Sup_Medial_L,Cerebellum_10_L,ACC_sup_R,Fusiform_R,VTA_R,Thal_VPL_L,OFCant_R,OFCpost_L,Temporal_Mid_R,Lingual_L,Thal_PuM_L,Paracentral_Lobule_L,Temporal_Pole_Mid_R,Heschl_L,Angular_L,Cingulate_Mid_R,Frontal_Inf_Tri_L,Olfactory_R,Caudate_R,Thal_PuM_R,Paracentral_Lobule_R,LC_R,Thal_PuL_R,Temporal_Sup_R,Rectus_R,Putamen_L,SN_pc_R,OFCmed_L,Cerebellum_Crus1_R,Amygdala_L,Supp_Motor_Area_L,Cerebellum_6_R,Cuneus_R,Frontal_Inf_Tri_R,Thal_PuI_R,Temporal_Inf_R,Frontal_Inf_Orb_2_R,SN_pc_L,Lingual_R,Postcentral_L,Angular_R,Frontal_Mid_2_R,Thal_MGN_R,Thal_IL_R,Frontal_Med_Orb_L,Supp_Motor_Area_R,Cerebellum_7b_R,Parietal_Sup_R,Thal_LP_L,Occipital_Inf_R,Cerebellum_10_R,Cerebellum_Crus1_L,Frontal_Sup_2_L,Cerebellum_9_L,LC_L,Occipital_Mid_L,Frontal_Mid_2_L,Cerebellum_8_L,ACC_pre_R,Parietal_Inf_R,Temporal_Pole_Mid_L,Vermis_9,Cerebellum_4_5_R,Frontal_Inf_Orb_2_L,Amygdala_R,ACC_sub_L,Cerebellum_9_R,Occipital_Inf_L,Raphe_D,N_Acc_R,Cerebellum_Crus2_R,Occipital_Sup_L,Thal_MDm_L,Vermis_1_2,Thal_LP_R,Temporal_Sup_L,Occipital_Sup_R,Thal_LGN_L,Thal_PuA_L,Thal_IL_L,Rolandic_Oper_L,Cerebellum_3_R,Thal_PuI_L,Insula_L,Thal_AV_L,ParaHippocampal_L,Hippocampus_R,Thal_MGN_L,OFCmed_R,Heschl_R,Cingulate_Post_R,Insula_R,Cerebellum_Crus2_L,N_Acc_L,Hippocampus_L,Thal_AV_R,OFClat_L,Temporal_Mid_L
Rectus_R,0.5161329492687431,0.4337390300817429,0.3777753411030863,0.45874361813206493,0.47725922209462884,0.011625610285752735,0.24191573671442038,0.5537621950681679,0.17747685638962785,0.6978558731014378,0.16823524942424606,-0.4895060803591447,0.29937963871666823,0.37027150053810665,-0.27486522480872844,0.3569990552512969,0.02372243240747094,0.4673589679934749,0.6437859536116937,0.6654253180530675,0.6256100168838922,0.4405494865814846,-0.19863512680141107,0.24014544216200018,-0.4294195712271246,0.3385791146938177,1.0,0.4048284515443892,0.3768455471843006,0.11110270432156207,-0.3769533093742207,0.6540334379590579,0.42145509812365395,-0.4199939714133399,-0.13751373625074342,0.5591033117135901,0.20741303478541287,0.2687910409946692,0.5971944299854179,0.37517742714169033,-0.44055594047665475,0.5254306594516618,0.021897023039780188,0.2702708346617539,0.3873974523055548,0.047488731873245364,-0.339932466643197,0.4762246144853007,-0.2637674321697969,0.1964504753109409,0.19497392058302518,-0.45339349498309406,-0.09651462484925942,-0.5884531332610805,0.6077907151921347,-0.504250067345576,0.3486515830940562,-0.5224958382920419,0.7300775821648076,-0.6253852571281777,0.6638209103197201,-0.09684285160366121,-0.23799937304652585,-0.5365760441099572,-0.01896293055871603,0.3977158198047054,0.5595448229295377,0.6158626586214742,-0.5387660247229982,-0.5644168784833318,-0.12532907279388947,-0.04640837647925643,0.06672109971032783,-0.2815520382872852,-0.1343297741465072,-0.027519978754582782,-0.2262280751311833,0.078583605578763,-0.030263199919746596,0.5963698670096974,0.3180278718816581,0.26701038880650263,0.4047773520833115,-0.04000382232205567,0.3575839243254351,0.5877194828766633,0.0009281894070352171,0.5922107518384888,0.5656159451884132,0.3515484092946406,0.7068777774660663,0.5750976475472598,-0.05453516779876314,0.36007824902158436,-0.6115099713097697,0.2642351995543524,0.506886937107736,0.47221734376562663,0.0661758503401255,-0.4627264550071687
Putamen_L,0.41110550887259145,0.7810350611735855,0.45728396598284154,0.5361098010332727,0.549912113527595,0.41290370525510955,0.47779597939388657,0.4965729821812043,0.30710716730570886,0.4813924519576023,0.3663681699331247,-0.18430881330665969,0.5143086209729538,0.6466309472276425,-0.344633276798793,0.3486761396551434,0.11185073033370932,0.5671007661105931,0.6849698307796167,0.5085957730554863,0.7202071338849516,0.49294548239342845,0.27068572443835787,0.33444347250090456,-0.09475697559296269,0.5569316330404158,0.4048284515443892,1.0,0.3018566300684568,-0.15050069396228402,-0.32574276134346536,0.43527596928873874,0.5481752264095807,-0.15328065630320162,0.09143581375613712,0.5160194125341608,0.5406636959185301,0.26025357060276244,0.5015316011126998,0.4316071417462278,-0.03848044254993718,0.6299736599953281,0.29479319358061584,0.3842356888255168,0.4052654950324367,0.4314476616167272,0.01952264387595278,0.5885845867897337,-0.1830579953350353,0.4259530807245436,0.39306052604362973,-0.28571472941703385,0.10008823992803849,-0.4695218146787425,0.634207627052414,-0.37521641196120875,0.37957055616876634,-0.34575689365462736,0.591138503298856,-0.40345774241411597,0.5582361293853594,0.3361049232988581,-0.20681217557194462,-0.3186632014092555,0.310060173791406,0.5033627912807661,0.5692931967379488,0.4120029826324069,-0.4486116002345941,-0.4651994352647119,0.011149252189288755,0.41190545638104453,0.1544648053479497,-0.07532394339886268,0.296379834032176,0.13910524952307587,-0.07243098934868632,0.26778847833819636,0.18689545305302785,0.4432146029865824,0.2977417500355062,0.3970845159044297,0.504153826256057,0.20458476592050473,0.3564585091325104,0.7708500924691855,0.2581175566455942,0.5997064588264919,0.6765405693794165,0.46265340455196663,0.29700596525165684,0.3931471083123329,0.32800453147029957,0.5328672643917821,-0.43452548653219536,0.5460710531700714,0.49424154040883644,0.42959344313511916,0.5137767134187846,-0.2346409614066832
SN_pc_R,0.05975996108537197,0.32939762953476126,0.3602282871483291,0.1632036914262456,0.24486947929497183,0.08709909405266242,0.22072340334789853,0.1475053701170723,0.17021813499644986,0.2675008043181143,-0.003863268780576024,-0.07003583476981759,0.03555841447258918,0.09347813927699156,-0.06956820251471965,0.26934344813233313,0.014415022065330947,0.2083004691113666,0.384935902035391,0.4287327832256285,0.3887728447170177,0.2664831340757157,-0.050148427462405804,0.16621923140301892,-0.01735795595775204,0.16634134645072726,0.3768455471843006,0.3018566300684568,1.0,0.24936481526826346,-0.13885267666959955,0.40048555486665594,0.20048674705296315,0.007507895982866073,-0.059973622508749234,0.25080464768057537,0.07042456206743258,0.015157478143415575,0.08406033406983159,0.509114686622205,-0.05852822120313884,0.10347752906171227,0.03721248451326591,0.2536679464100357,0.4156921167355118,0.0613808329984001,-0.0364067121118433,0.16724769116830185,-0.023633574224268383,0.036894357396371986,0.11619069519871138,-0.1466511861725273,0.07686927492459927,-0.10484498765677305,0.26844852403769603,-0.12075736232205957,0.16211101196068356,-0.08863657587845511,0.2782536158543655,-0.13910719210493258,0.3097247120096294,0.020259835495277656,0.10058326093050177,-0.10072105488452168,0.11900455504160344,0.1857430572573013,0.3736652097602586,0.24674731480168258,-0.10912615034264128,-0.09017817033003753,0.00020635487388725342,-0.06838439960639262,0.014472502862966193,0.03489770025366386,-0.15804744867555112,0.2274180390243098,-0.06339683538916187,0.23187639667757387,-0.10436599811673161,0.15206245314909417,-0.06697572109912085,0.08144345985250358,0.42825042836817484,0.04339659031426804,0.006427149050472596,0.41979454970328994,0.021500295282658562,0.3090706679791283,0.16404316772191002,0.12458257317668743,0.3268043601168867,0.35047600782667937,0.1346026325640218,0.41783495734064074,-0.14675569229891533,0.017918243077573646,0.5147326218715517,0.14551601556149585,-0.09784234788464993,0.045300133797016556
OFCmed_L,-0.1941236309071157,-0.025339364632689414,0.1334914168327928,-0.11419549832895354,-0.11369066570657926,0.030104744455811,0.12079934634527999,-0.05868434191994352,-0.06436208588052209,0.06939450838026794,-0.07170298576882608,0.170152157262455,-0.2476050856638531,-0.23437888320422498,0.3026040872824705,0.19311682598227417,-0.13463365437413077,-0.023105624785851115,-0.004640568647405921,0.154435743689146,-0.055567439451905266,0.03117479115522849,-0.04307469802786578,0.023799914044837226,-0.02614546482745014,0.025704525738724414,0.11110270432156207,-0.15050069396228402,0.24936481526826346,1.0,0.18027964786345374,0.06652560378997846,0.017568023275804992,0.24509325047305539,-0.14315727870310463,0.05131632939335547,-0.3208274989389343,0.03638373994962175,-0.0935606844672246,0.20224073455297753,0.17750760555580392,-0.2813006460674984,-0.15895321211095625,0.1265664673783907,0.26925998707424964,-0.043367629283641594,-0.05982806822605591,-0.10819774588824096,0.035872366393398615,-0.3395605475005057,-0.2094494851152289,0.12618910522746737,0.14030945373781079,0.2705960437319092,-0.0389895159106907,0.2350244118261022,0.03406277480072211,0.20034581362044693,-0.047383830436554815,0.20325938074176447,-0.0007295041108463457,-0.18290031902512793,0.4209649888329813,0.1438569396096278,0.07086663076662772,-0.05676316676738099,0.08599212799272461,0.08345618860198518,0.2589992717524374,0.3199972365967909,0.09355586685178917,-0.04018396544782591,-0.025708557903730046,0.12828991738689732,-0.22792279497338575,0.10424599348369074,-0.07143854679061086,0.23139461432568914,-0.23853558646493817,-0.08035962445633639,-0.13281282303230477,-0.057005540667708465,0.13015858723730878,-0.022841883911986344,-0.1647138592916743,0.04354551204381881,-0.1855023293526117,0.004841355082513498,-0.1241391793234797,-0.03527134174762797,0.1781605365416129,0.13798060349786703,0.03987691126507771,0.14024440437887575,0.22192751287156903,-0.06824739886764357,0.24889152196572248,-0.030372077415804347,-0.3620419426614308,0.2658447934015758
Cerebellum_Crus1_R,-0.3474233116346916,-0.320855286055454,-0.045001047326319314,-0.36510254932179226,-0.15704938433450139,0.44973827014462026,-0.11084289445626674,-0.4497446214118009,-0.5687323207145715,-0.37300462518906335,0.4794769219961568,0.6945380862922372,-0.09888446034455034,-0.3411082232632808,0.7915368670293671,0.19974448976308648,0.24958455733421286,-0.23008662974855962,-0.3720567797624325,-0.3409660280047439,-0.34882751050550564,-0.20891159657717343,0.13618980741002304,-0.1461539390105729,0.4159341144829568,0.20034525822175797,-0.3769533093742207,-0.32574276134346536,-0.13885267666959955,0.18027964786345374,1.0,-0.69595849881884,-0.20887473859071506,0.7805245229551299,0.40258162906652323,-0.27402424960276345,-0.33638418581729596,0.47169979449681376,-0.3703946991888971,-0.1202834428195637,0.7511177912800818,-0.3686325501118706,0.26205103936284013,-0.21186405362493965,-0.05364003297330286,-0.10320199527041386,0.035723553522553825,-0.26528200578076094,0.5496162959017659,-0.22133275847500394,-0.1658991083611432,0.9074492615869238,0.384737236220143,0.8110391705110706,-0.3173851224623295,0.871502088757364,-0.24240384609055665,0.7826794461180147,-0.43240427815529875,0.7444435454883334,-0.45184034213563035,-0.057158267480675144,0.35504653647945916,0.8328508285207601,0.1506294492387241,-0.2925282609001413,-0.2914110463816202,-0.44184281295673133,0.8756849900105095,0.7410423666522347,0.3968825051535267,0.027537294624792628,0.43833127578042175,0.5791324433082295,0.411000351199391,0.06801183094532032,0.45076554486569737,0.347887020255071,0.2788195327545699,-0.507875466954017,-0.04159444702499162,-0.18976924465786157,0.09591848593870171,0.5422729037350869,-0.46070687025485263,-0.16487898306587967,-0.011365487598187087,-0.4858974174158137,-0.3912044276399747,-0.02624617518339021,-0.3578613701821678,0.04190031350555422,0.21083407547754174,0.1569473946060616,0.7604776020620898,-0.08851879465623004,-0.24164956757056455,-0.4692574608897747,-0.2970838389325762,0.5918100785946664
Amygdala_L,0.4302840656447953,0.4958662744384372,0.25099025935150293,0.45475551323618413,0.2887646703431893,-0.2640079441520624,0.3336102405613969,0.6101381445119478,0.5423718150935989,0.6012583800755891,-0.2636101333860082,-0.7209873530757047,0.1356058996762412,0.34768107754955146,-0.6536423695187447,0.16621602006809938,-0.2835835003665231,0.40230975840832045,0.6059477915442767,0.6720186693400007,0.5675883749096212,0.47300640858362547,-0.16891063371697523,0.2664422291812812,-0.4861863247754782,0.024219231862477486,0.6540334379590579,0.43527596928873874,0.40048555486665594,0.06652560378997846,-0.69595849881884,1.0,0.3400650334786989,-0.5739286271480113,-0.4602404697322421,0.4468448761796913,0.2251213986331628,-0.16668601291204804,0.5399001575371699,0.4605203344975273,-0.6445754774760393,0.3800241819958204,-0.33211067613945294,0.2475761905153128,0.2501229870241527,0.17580454908035711,-0.2397223185095205,0.3412739260253868,-0.46018736382283804,0.027853307981822166,0.050140899582289816,-0.7782132600862346,-0.20514946895482097,-0.6991331407531732,0.4697239245373695,-0.7341930627187705,0.38541955096254316,-0.7218254419421035,0.5928641801732267,-0.7343576965183563,0.650719572104043,-0.19535246557924868,-0.1523984822403667,-0.7858834289812603,-0.004064010770266861,0.4591104183304091,0.5557784771323239,0.6607357568079935,-0.7258606847988058,-0.65477037115831,-0.2834818368693227,0.015311823034989932,-0.19886788181044432,-0.4646930222494679,-0.3552919337230465,0.09289275711479142,-0.5037549371851509,-0.13240446618009447,-0.33825206117652845,0.6599198632254848,0.2017414562828463,0.35940656956240746,0.17862713726721038,-0.39669012692261313,0.49058507036277726,0.4381343461374424,-0.0583402735200461,0.7192235087880745,0.5786825745704384,0.1829242092310169,0.6428942707790414,0.3124675777532139,-0.10682996503649206,0.14349599702765167,-0.6775780993368836,0.22271679612980477,0.5930065498847694,0.5749781427766337,0.22104070791999628,-0.5144006980304427
Supp_Motor_Area_L,0.3578352929854304,0.6464789261420992,0.5958516859284564,0.42891861436761086,0.5134589358316438,0.40219322357713005,0.2237439822114929,0.4994526787772546,0.31917145421958715,0.40119237561230536,0.2796894933739285,-0.1658419970116408,0.37548242078932825,0.7521895951457344,-0.16443810456404812,0.5490623911044127,-0.052262797423772295,0.7974985416004934,0.7132168904904179,0.4040696269193654,0.675638147184523,0.5028044176181719,0.3955071394697562,0.3079627751133276,-0.2566412690971018,0.5810202955559064,0.42145509812365395,0.5481752264095807,0.20048674705296315,0.017568023275804992,-0.20887473859071506,0.3400650334786989,1.0,-0.007381073791466444,0.026676695660053387,0.6774193746076266,0.39358060267165124,0.2701632551972151,0.4572156476922666,0.19940365783355712,0.014983538417514491,0.6005687223627095,0.17881794699578318,0.7629680813362619,0.15436155077746022,0.387086188026261,-0.21858401533282626,0.9146295792122697,-0.2084136821284703,0.23770777970893486,0.21119101872614923,-0.21631228119152385,0.1863358624637454,-0.32147605738290513,0.791396485660518,-0.20173008413090987,0.3073273807730765,-0.302671135824988,0.7170061280320401,-0.2422009125033652,0.599609169618695,0.4162918532040676,-0.030072592648977544,-0.24070015267823844,0.44164178353776934,0.3813458846350889,0.33531519602790333,0.344850145675898,-0.27621749599212847,-0.2706372947869185,0.051893268127268674,0.16253876200499945,0.11248938562735437,-0.1137650560905811,0.1723166999668407,0.14979858858175157,-0.22716154478542575,0.4311041994214486,0.13272465308016906,0.4369308468404094,0.38818713611475164,0.32090138986956573,0.47713197365920995,0.14687117722533355,0.33684906165793815,0.6005737860410536,0.23559373107632162,0.5121920343889836,0.471661462093661,0.2482981837206038,0.37379333813599,0.40364539538448796,0.22026443993455597,0.40902548083386714,-0.2751364760249125,0.2446782948793318,0.38238640207205904,0.5234697560614672,0.4416720099293635,-0.1101498252534227
Cerebellum_6_R,-0.473364170739826,-0.07050908249028134,0.09796372059582112,-0.2913756735774293,-0.244154571554207,0.6427573595068774,-0.10939181269997322,-0.43347192707678195,-0.24644525667935147,-0.4788439650903576,0.3393822034555016,0.7681563191446475,-0.23769756229588831,-0.2368099638325385,0.6211428832718608,0.3175167536805873,0.19412400596157864,-0.11376408725788952,-0.2694961290233935,-0.3420454979237317,-0.3171265666371115,-0.009074682434680077,0.41283674366615614,-0.027920827229026307,0.4439832972818629,0.24633097179335323,-0.4199939714133399,-0.15328065630320162,0.007507895982866073,0.24509325047305539,0.7805245229551299,-0.5739286271480113,-0.007381073791466444,1.0,0.4061112307983181,-0.21364672092217166,-0.23245666475934282,0.2931610136653419,-0.48603204869076094,0.017998220481766483,0.9192993409740109,-0.37185098848738973,0.2386188552562712,0.13933283273369418,0.007722999419893809,0.1448356812298304,0.16764463782500996,-0.1278415037862888,0.4575371433678317,-0.19333522582926177,-0.26458868768725463,0.7958922263323629,0.6086219176030009,0.8196202538396584,-0.1819066063657282,0.8586375581904165,-0.09161566570831986,0.7841809449609617,-0.43840139150533386,0.8180790375093584,-0.4360208149904482,0.18303978553273287,0.5109653297232579,0.8246292156599706,0.5899615092154522,-0.30651265074804185,-0.2932330910445468,-0.4532879387223355,0.8463414268255145,0.7505073559341974,0.4082717063818606,0.15316526722905133,0.3242074792950519,0.6756374286930111,0.35456448462284884,0.30059967654147457,0.32508487713287676,0.6177818941139324,0.2569203249564744,-0.5267857634851815,-0.2123728843921957,-0.11398464365683784,0.11618224873031653,0.5040104886534916,-0.43173155729779333,-0.1479803961214672,0.06390282590309532,-0.3403412678425692,-0.43184233337472133,-0.20105341027766474,-0.324629013584608,-0.09537122911046081,0.44351499380643183,0.13873115963448002,0.7873134320362432,-0.10706914634532883,-0.08007510057166851,-0.3628664689321477,-0.11256745031793737,0.838975831766972
Cuneus_R,-0.14769356261347943,0.05025577451789195,0.1113834826118958,0.011112905556738342,0.2638768969582998,0.503996642839372,-0.052400929412559166,-0.3400033337825481,-0.489094559948648,-0.16312384128594057,0.6638938689110125,0.48597966861896447,0.22612215702135124,0.12521061792238924,0.4297499871257941,0.1274008851547492,0.7271537319752589,0.02896347015266264,-0.13816688432875368,-0.18177372637985392,0.008655197427472758,-0.08252357419282022,0.29210331726850747,0.04987923771227488,0.5759501554313432,0.4377910933875242,-0.13751373625074342,0.09143581375613712,-0.059973622508749234,-0.14315727870310463,0.40258162906652323,-0.4602404697322421,0.026676695660053387,0.4061112307983181,1.0,-0.10779601911075054,0.02705665598661381,0.4990875919413897,-0.14441613330956843,-0.17239137756653014,0.5252321144042,0.23633997376101756,0.8424630626458588,0.025917215604761172,0.09037014261698813,-0.05918663692281958,0.17596236731818396,0.16482667450900154,0.27408769632339064,0.619268550867073,0.23480484704940258,0.5728547449293104,0.23036994724092452,0.27468739731630376,0.1360045402210008,0.394506912658674,0.02348495370242813,0.5025812959897542,-0.01155836721778987,0.28951063898197177,-0.2182160901440573,0.5857345477079885,0.02041604698707672,0.4531653997291014,0.19211520894831507,-0.18268453346516825,-0.10780385514341824,-0.3355047198959923,0.3424652095776662,0.16246119686456192,0.21168219412907954,0.14646428033395384,0.30922062885551055,0.5902573306435385,0.5541851096059442,-0.012935827117781374,0.6576219730626374,0.39784677329854756,0.8672448217389469,-0.2962979256740507,-0.047191963747175304,-0.1647564065089101,0.26121040153329117,0.5695743135931133,-0.3391888241150767,0.1792372502026656,0.13455163540715012,-0.1468994654393362,-0.12287606763230453,0.11521395554832563,-0.22625140721900217,0.1760342118940837,0.317041208659367,0.32942314542870166,0.20379364944897738,0.012002927298225838,-0.121781792712992,-0.36100611669824684,-0.07462239097791945,0.32605094233175846
Frontal_Inf_Tri_R,0.4826313013250321,0.5028160606005316,0.6180454718355194,0.41419802918477155,0.6631094345108091,0.28050312659511184,0.2701785877454547,0.6443172642298259,0.21205965788889689,0.657567253073677,0.3517819098956475,-0.27301297006272673,0.5022121225848205,0.5240308382778064,-0.19993254587177411,0.4868904678532208,-0.20683794979074305,0.5727679224982873,0.7792328353414294,0.6432703797499506,0.7074884594377111,0.45682825012039807,0.22755092446627448,0.3224777333347647,-0.5497917125425105,0.6874081676890608,0.5591033117135901,0.5160194125341608,0.25080464768057537,0.05131632939335547,-0.27402424960276345,0.4468448761796913,0.6774193746076266,-0.21364672092217166,-0.10779601911075054,1.0,0.24829007773435577,0.3666512513059974,0.7423986660521,0.28837390028297855,-0.1665704408806196,0.5220477867754042,0.13889688224406566,0.6719036185922149,0.2642034805268893,0.31330440364719103,-0.1893219581527861,0.6850787990622538,-0.20272981135640977,0.14114923669361354,0.32602357217680317,-0.3461867945761254,-0.032322466474956825,-0.4891054715795988,0.5946886607784679,-0.3790315787624959,0.28141172262183906,-0.520570501914521,0.6909712956015338,-0.4550912698982468,0.7792860185522641,0.14308971748805097,-0.0724714088846063,-0.42438944139536633,0.2782080330348644,0.5816626293294522,0.5334529641443184,0.5845606504360262,-0.42305436126269913,-0.4314691544078242,-0.057629631109477344,0.10607966270243349,0.10702678655365071,-0.3587800097368689,0.08804385634738958,0.08185418228416372,-0.35595223269305754,0.27091764824722364,-0.0035324463486470347,0.5953252986036845,0.49572565061408375,0.46893102452678015,0.5585745117653774,0.06407929110340814,0.4141183655288489,0.7318896617251373,0.16942803321597003,0.5820766401830504,0.6311244179534405,0.36794336876486167,0.5105406739951437,0.6123086304735246,0.04409509480667465,0.5743914148946085,-0.46035383175097233,0.3485566053786372,0.49039764703928435,0.6795246155981393,0.30280857530916877,-0.39144885264514434
Thal_PuI_R,0.26889232020664017,0.4844641174775909,0.19136647969595658,0.3033429980725562,0.3812832863414419,0.18573741909158745,0.1290241861088166,0.3875740415523226,0.19623144593329864,0.27624917443248365,0.11787558517830386,-0.18456882698697352,0.4403650339630821,0.47887881668442617,-0.3441257041424526,0.10722203780647716,-0.05136606819524068,0.3273214743246993,0.36351067865343545,0.18784355278025963,0.4300651892485542,0.2538476696944318,0.2092505399423801,0.13085840315403108,-0.03696326076772045,0.23032695328768996,0.20741303478541287,0.5406636959185301,0.07042456206743258,-0.3208274989389343,-0.33638418581729596,0.2251213986331628,0.39358060267165124,-0.23245666475934282,0.02705665598661381,0.24829007773435577,1.0,0.004638398175510993,0.2659053568330682,0.060037348210640724,-0.16746895664304423,0.3828373933753713,0.1141867410092985,0.1960731334838144,0.05292625324801625,0.3466768019380475,0.056691618651240165,0.3852762706175374,-0.12042553038993249,0.26988255020829505,0.2539149146552042,-0.2761787188234089,-0.10334177488269101,-0.37103354322894383,0.342651031735644,-0.3268053079971982,0.12478492478438939,-0.2853258627846857,0.37372641941786994,-0.29091752465268494,0.37330310669225536,0.29725528462227974,-0.21120634995181725,-0.25191026471727207,0.11716014059816787,0.2497841510675601,0.3023809468841563,0.20299976797737954,-0.378435993363081,-0.3433433772274716,-0.03953719282271832,0.0871534806558635,0.02954326060514332,-0.12631770764883313,0.23926647874015364,-0.06010089382395893,-0.06384159205633208,0.01740697953988441,0.10872684388888723,0.378348979854993,0.336695755879408,0.10096455003045914,0.20756354078023412,0.047566735797848765,0.4125086874690788,0.3693376773487557,0.32122308899497376,0.3085087102681832,0.42394705664384214,0.19191702485782167,0.1543353201701876,0.09876880135754756,0.1319346850371964,0.14239161713014972,-0.3186967311947109,0.2450301220922946,0.12178201483796863,0.19156867560191693,0.39484859591093974,-0.22866467211834507
Temporal_Inf_R,0.149534268095443,0.13211819415165052,0.2141060149728975,0.3194597032045165,0.36673606928469654,0.616269798745762,0.23442296505873547,0.08233278057708812,-0.32534121755483864,0.31929083013110476,0.8619798417534591,0.18439447560412794,0.38764378867507554,0.31747272326060255,0.41413826946628735,0.40087724756341697,0.4434799460637086,0.28276781486579294,0.27018966858112686,0.23389349817062946,0.3435151989371285,0.1134581779466522,0.16090598664382047,0.2737518139692605,0.013977715845126653,0.6995489772579893,0.2687910409946692,0.26025357060276244,0.015157478143415575,0.03638373994962175,0.47169979449681376,-0.16668601291204804,0.2701632551972151,0.2931610136653419,0.4990875919413897,0.3666512513059974,0.004638398175510993,1.0,0.3567728763457744,0.07755095192399586,0.3238135772352031,0.44393206014893855,0.573553412456239,0.09911429984434898,0.28298389137607954,0.060694725714464326,-0.25070093446945374,0.4115186603462447,0.22844927833721868,0.3589539787383152,0.18377418355378397,0.41913152528288955,0.32276010082691625,0.022779646107057173,0.3718206277398967,0.2557314554894589,0.22894087660110174,0.13681507791097364,0.3479392184624945,-0.02977582745225324,0.20799110080332214,0.16286450003926073,-0.0701864601371301,0.20653241953552787,0.26080720690122944,0.17108875964363598,0.21787609802528968,0.09918467063579377,0.17642927710979378,-0.06455313627411005,0.1673448531302471,0.23297233518863686,0.566264739756183,0.27418017196356903,0.4787262347123686,0.03204514860116335,0.2615253353789761,0.37729869783872644,0.539555707939852,0.11466775337045967,0.277121331889215,0.26666971759441294,0.40511922357228625,0.5953356621585624,-0.12996899586909658,0.5003806500371746,-0.02271139094877803,0.17518030718940641,0.30874463525604623,0.37755311366521477,0.19879505257804084,0.5727337702453424,0.11989775407291024,0.5227513786908169,-0.06528458408123605,0.20223699383209612,0.1969100644731893,0.1087818488149614,0.01871970905222435,-0.04712430143481314
Frontal_Inf_Orb_2_R,0.7334767129319437,0.4448500770467072,0.3600994771790991,0.5541509032417621,0.5740889070878364,0.10814569937308778,0.3530645719756254,0.6890043835162648,0.12355022578344502,0.8373763185226243,0.30757975568125934,-0.5828149227272242,0.5150515356394318,0.5378284577185314,-0.3661934791723745,0.31959000413319233,-0.14384208828524275,0.39712820123619735,0.7101919326412021,0.7866763700826741,0.6365092893666318,0.30303209157288863,0.05969234338537414,0.25672571818777823,-0.5427283751505427,0.45669186521115207,0.5971944299854179,0.5015316011126998,0.08406033406983159,-0.0935606844672246,-0.3703946991888971,0.5399001575371699,0.4572156476922666,-0.48603204869076094,-0.14441613330956843,0.7423986660521,0.2659053568330682,0.3567728763457744,1.0,0.20786163084452042,-0.4201730220938419,0.5903007868448273,0.06487815642506567,0.25282862864648814,0.07442278498673087,0.32015179897495444,-0.20779048051821472,0.5541459723913129,-0.3267626217541671,0.27860879668791433,0.23984971828619092,-0.5150292346101499,-0.19255658690712377,-0.7090891661810027,0.5558046087400386,-0.6104386737739905,0.3371207048748401,-0.6803705406176589,0.7239695522959624,-0.6979803382918226,0.7525714725267327,-0.020620442663073103,-0.21416034351531113,-0.6370120472091763,0.07910116109669728,0.8508882905540159,0.6427695085850035,0.7881214044213005,-0.6531700183715949,-0.6927556065407757,-0.15803038689906684,0.17090624700122597,0.18345201701524763,-0.4512235955325727,0.12241953894641473,0.016525423695716884,-0.3596224321673588,-0.0625458230286581,0.042753559796406354,0.7510493141195176,0.5911551743890007,0.44246842723294827,0.4105814267230731,0.04428522962475713,0.579067506417082,0.6225860145446404,0.04715681699933521,0.6592154360107689,0.8605121263644523,0.4624774434584456,0.611806005668921,0.48615079076793627,-0.125853092091046,0.48031088079192313,-0.6498424487031812,0.5220130981565467,0.3919547094490378,0.6518734548959604,0.2980655572764936,-0.6532687753566796
